,Concept_ID,lv,lez
130,Geschmack::N,garša,тӏям
131,Geruch::N,зын,ни
132,Geruch::N,дук,ни
133,Geruch::N,smaka,ни
134,Schlaf::N,узьӧм,ахвар
135,Schlaf::N,miegs,ахвар
136,Traum::N,вӧт,ахвар
137,Traum::N,вӧтасьӧм,ахвар
138,Traum::N,sapnis,ахвар
139,Himmel::N,енэж,цав
140,Himmel::N,debess,цав
141,Sonne::N,шонді,рагъ
142,Sonne::N,saule,рагъ
143,Mond::N,тӧлысь,варз
144,Mond::N,mēness,варз
145,Stern::N,кодзув,гъед
146,Stern::N,zvaigzne,гъед
147,Luft::N,сынӧд,гьава
148,Luft::N,gaiss,гьава
149,Wind::N,тӧв,гар
150,Wind::N,vējš,гар
151,Welle::N,гы,лепе
152,Welle::N,vilnis,лепе
153,Wasser::N,ва,яд
154,Wasser::N,ūdens,яд
155,Stein::N,из,къван
156,Stein::N,akmens,къван
157,Boden::N,му,накьв
158,Boden::N,augsne,накьв
159,Erde::N,му,ччил
160,Erde::N,му-ва,ччил
161,Erde::N,zeme,ччил
162,Staub::N,бус,руг
163,Staub::N,putekļi,руг
164,Rauch::N,тшын,гум
165,Rauch::N,dūmi,гум
166,Funke::N,кинь,цӏелхем
167,Funke::N,би кинь,цӏелхем
168,Funke::N,dzirkstele,цӏелхем
169,Feuer::N,би,цӏай
170,Feuer::N,uguns,цӏай
171,Licht::N,югӧр,экв
172,Licht::N,gaisma,экв
173,Schatten::N,вуджӧр,серин
174,Schatten::N,ēna,серин
175,Wetter::N,поводдя,гьава
176,Wetter::N,laiks,гьава
177,Nebel::N,ру,ччилин циф
178,Nebel::N,онь,ччилин циф
179,Nebel::N,migla,ччилин циф
180,Wolke::N,кымӧр,циф
181,Wolke::N,mākonis,циф
182,Regen::N,зэр,марф
183,Regen::N,lietus,марф
184,Schnee::N,лым,жив
185,Schnee::N,sniegs,жив
186,Eis::N,йи,мурк
187,Eis::N,ledus,мурк
188,Frost::N,кӧдзыд,аяз
189,Frost::N,sals,аяз
190,Kälte::N,кӧдзыд,мекь
191,Kälte::N,кӧдзыд,мекьивал
192,Kälte::N,saltums,мекь
193,Kälte::N,saltums,мекьивал
194,Kälte::N,aukstums,мекь
195,Kälte::N,aukstums,мекьивал
196,Hitze::N,пӧсь,зегьем
197,Hitze::N,гожӧд,зегьем
198,Hitze::N,karstums,зегьем
199,Raureif::N,пуж,къирав
200,Raureif::N,гыӧр,къирав
201,Raureif::N,sarma,къирав
202,Regenbogen::N,ӧшкамӧшка,яргъируш
203,Regenbogen::N,varavīksne,яргъируш
204,Donner::N,гым,цавун ван
205,Donner::N,pērkons,цавун ван
206,Strömung::N,ва ныр,
207,Strömung::N,визувтӧм,
208,Strömung::N,straume,
209,Strömung::N,strāvojums,
210,Tropfen::N,войт,стӏал
211,Tropfen::N,lāse,стӏал
212,Schaum::N,быг,каф
213,Schaum::N,быгзьӧм,каф
214,Schaum::N,putas,каф
215,Schmutz::N,няйт,чирк
216,Schmutz::N,няйт,кьуруш
217,Schmutz::N,dubļi,чирк
218,Schmutz::N,dubļi,кьуруш
219,See::N,ты,вир
220,See::N,ezers,вир
221,Sumpf::N,гыбад,уьлен
222,Sumpf::N,кад,уьлен
223,Sumpf::N,dumbrājs,уьлен
224,Sumpf::N,staignājs,уьлен
225,Moor::N,нюр,
226,Moor::N,purvs,
227,Moor::N,muklājs,
228,Wiese::N,видз,векь
229,Wiese::N,pļava,векь
230,Wald::N,вӧр,там
231,Wald::N,mežs,там
232,Hügel::N,дзиб,кӏунтӏ
233,Hügel::N,мыльк,кӏунтӏ
234,Hügel::N,нӧрыс,кӏунтӏ
235,Hügel::N,paugurs,кӏунтӏ
236,Anhöhe::N,мыльк,тепе
237,Anhöhe::N,мыльк,гьуьндуьрвал
238,Anhöhe::N,нӧрыс,тепе
239,Anhöhe::N,нӧрыс,гьуьндуьрвал
240,Anhöhe::N,paugurs,тепе
241,Anhöhe::N,paugurs,гьуьндуьрвал
242,Berg::N,чой,дагъ
243,Berg::N,керӧс,дагъ
244,Berg::N,kalns,дагъ
245,Gipfel::N,чук,кӏукӏ
246,Gipfel::N,virsotne,кӏукӏ
247,Höhle::N,рудӧг,кьветӏ
248,Höhle::N,ala,кьветӏ
249,Abhang::N,ньывк,гуьне
250,Abhang::N,бокша,гуьне
251,Abhang::N,nogāze,гуьне
252,Quelle::N,ӧшмӧс,чешме
253,Quelle::N,avots,чешме
254,Bach::N,шор,булах
255,Bach::N,urga,булах
256,Bach::N,strauts,булах
257,Fluss::N,ю,вацӏ
258,Fluss::N,upe,вацӏ
259,Ufer::N,вадор,къерех
260,Ufer::N,krasts,къерех
261,Küste::N,вадор,къерех
262,Küste::N,piekraste,къерех
263,Festland::N,му,кьурамат
264,Festland::N,sauszeme,кьурамат
265,Meer::N,саридз,гьуьл
266,Meer::N,jūra,гьуьл
267,Bucht::N,куръя,бухта
268,Bucht::N,līcis,бухта
269,Insel::N,ді,остров
270,Insel::N,sala,остров
271,Blume::N,дзоридз,цуьк
272,Blume::N,puķe,цуьк
273,Blume::N,zieds,цуьк
274,Gras::N,турун,хъач
275,Gras::N,zāle,хъач
276,Wurzel::N,вуж,дувул
277,Wurzel::N,sakne,дувул
278,Baum::N,пу,ттар
279,Baum::N,koks,ттар
280,Stamm::N,пучер,тан
281,Stamm::N,stumbrs,тан
282,Rinde::N,кырсь,чкал
283,Rinde::N,miza,чкал
284,Ast::N,ув,тӏур
285,Ast::N,zars,тӏур
286,Zweig::N,вож,хел
287,Zweig::N,nozare,хел
288,Blatt::N,кор,пеш
289,Blatt::N,lapa,пеш
290,Birke::N,кыдз,верх
291,Birke::N,bērzs,верх
292,Kiefer[Baum]::N,пожӧм,шамагъаж
293,Kiefer[Baum]::N,priede,шамагъаж
294,Weide[Baum]::N,бадь,цӏвелин ттар
295,Weide[Baum]::N,kārkls,цӏвелин ттар
296,Tanne::N,коз,ель
297,Tanne::N,egle,ель
298,Horn::N,сюр,карч
299,Horn::N,rags,карч
300,Feder::N,гӧн,цӏакул
301,Feder::N,тывборд,цӏакул
302,Feder::N,spalva,цӏакул
303,Fell::N,ку,хам
304,Fell::N,āda,хам
305,Flügel::N,борд,лув
306,Flügel::N,spārns,лув
307,Klaue::N,гыж,къармах
308,Klaue::N,nags,къармах
309,Kralle::N,гыж,пац
310,Kralle::N,гыж,тапас
311,Kralle::N,nags,пац
312,Kralle::N,nags,тапас
313,Schwanz::N,бӧж,ттум
314,Schwanz::N,ļipa,ттум
315,Ei::N,кольк,кака
316,Ei::N,ola,кака
317,Nest::N,поз,муг
318,Nest::N,ligzda,муг
319,Bau::N,горс,тӏеквен
320,Bau::N,пырмӧс,тӏеквен
321,Bau::N,гу,тӏеквен
322,Bau::N,ala,тӏеквен
323,Tier::N,пемӧс,гьайван
324,Tier::N,dzīvnieks,гьайван
325,Herde::N,стада,суьруь
326,Herde::N,кельӧб,суьруь
327,Herde::N,ganāmpulks,суьруь
328,Kuh::N,мӧс,ккал
329,Kuh::N,govs,ккал
330,Bulle::N,ӧш,яц
331,Bulle::N,ӧш,бугъа
332,Bulle::N,bullis,яц
333,Bulle::N,bullis,бугъа
334,Pferd::N,вӧв,балкӏан
335,Pferd::N,zirgs,балкӏан
336,Schaf::N,ыж,хеб
337,Schaf::N,aita,хеб
338,Schwein::N,порсь,вак
339,Schwein::N,cūka,вак
340,Hund::N,пон,кицӏ
341,Hund::N,suns,кицӏ
342,Katze::N,кань,кац
343,Katze::N,kaķis,кац
344,Bär::N,ош,сев
345,Bär::N,lācis,сев
346,Eichhörnchen::N,ур,белка
347,Eichhörnchen::N,vāvere,белка
348,Elch::N,йӧра,лось
349,Elch::N,alnis,лось
350,Fuchs::N,руч,сикӏ
351,Fuchs::N,lapsa,сикӏ
352,Hase::N,кӧч,къуьр
353,Hase::N,zaķis,къуьр
354,Maus::N,шыр,кьиф
355,Maus::N,pele,кьиф
356,Wolf::N,кӧин,жанавур
357,Wolf::N,vilks,жанавур
358,Vogel::N,кай,луван ничхир
359,Vogel::N,лэбач,луван ничхир
360,Vogel::N,putns,луван ничхир
361,Schwarm::N,чукӧр,луж
362,Schwarm::N,spiets,луж
363,Huhn::N,курӧг,верч
364,Huhn::N,vista,верч
365,Hahn::N,петук,кӏек
366,Hahn::N,gailis,кӏек
367,Gans::N,дзодзӧг,къаз
368,Gans::N,zoss,къаз
369,Adler::N,кутш,лекь
370,Adler::N,ērglis,лекь
371,Ente::N,утка,пӏатӏ
372,Ente::N,pīle,пӏатӏ
373,Eule::N,сюзь,тӏиб
374,Eule::N,pūce,тӏиб
375,Kranich::N,тури,дурна
376,Kranich::N,dzērve,дурна
377,Krähe::N,рака,къаргъа
378,Krähe::N,vārna,къаргъа
379,Kuckuck::N,кӧк,кукупӏ
380,Kuckuck::N,dzeguze,кукупӏ
381,Schwan::N,юсь,къугь
382,Schwan::N,gulbis,къугь
383,Fisch::N,чери,гъед
384,Fisch::N,zivs,гъед
385,Barsch::N,ёкыш,окунь
386,Barsch::N,asaris,окунь
387,Hecht::N,сир,щука
388,Hecht::N,līdaka,щука
389,Schlange[Tier]::N,кый,илан
390,Schlange[Tier]::N,кый,гъуьлягъ
391,Schlange[Tier]::N,čūska,илан
392,Schlange[Tier]::N,čūska,гъуьлягъ
393,Wurm::N,номыр,квак
394,Wurm::N,tārps,квак
395,Spinne::N,черань,хуьшрекан
396,Spinne::N,zirneklis,хуьшрекан
397,Ameise::N,кодзувкот,цегв
398,Ameise::N,skudra,цегв
399,Laus::N,той,нет
400,Laus::N,uts,нет
401,Mücke::N,ном,ветӏ
402,Mücke::N,ods,ветӏ
403,Fliege::N,гут,тӏветӏ
404,Fliege::N,muša,тӏветӏ
405,Schmetterling::N,бобув,чепелукь
406,Schmetterling::N,tauriņš,чепелукь
407,Beere::N,тусь,куьлуь емиш
408,Beere::N,вотӧс,куьлуь емиш
409,Beere::N,oga,куьлуь емиш
410,Apfel::N,яблӧг,ич
411,Apfel::N,ābols,ич
412,Pilz::N,тшак,къарникъуз
413,Pilz::N,sēne,къарникъуз
414,Zwiebel::N,луккок,чичӏек
415,Zwiebel::N,йӧнгыль,чичӏек
416,Zwiebel::N,sīpols,чичӏек
417,Saat::N,тусь,тумар
418,Saat::N,кӧйдыс,тумар
419,Saat::N,sēkla,тумар
420,Korn::N,тусь,твар
421,Korn::N,grauds,твар
422,Heu::N,турун,векь
423,Heu::N,турун,векьер
424,Heu::N,siens,векь
425,Heu::N,siens,векьер
426,Schale::N,кор,пириш
427,Schale::N,кор,хъуьруьш
428,Schale::N,čaula,пириш
429,Schale::N,čaula,хъуьруьш
430,Schale::N,čaumala,пириш
431,Schale::N,čaumala,хъуьруьш
432,Grube::N,гу,фур
433,Grube::N,bedre,фур
434,Falle::N,лэч,ракьар
435,Falle::N,slazds,ракьар
436,Falle::N,lamatas,ракьар
437,Schlinge::N,лэч,гьалкъа
438,Schlinge::N,cilpa,гьалкъа
439,Spur::N,туй,гел
440,Spur::N,pēda,гел
441,Asche::N,пӧм,руьхъ
442,Asche::N,pelni,руьхъ
443,Dreck::N,няйт,чирк
444,Dreck::N,няйт,кьуруш
445,Dreck::N,dubļi,чирк
446,Dreck::N,dubļi,кьуруш
447,Eisen::N,кӧрт,ракь
448,Eisen::N,dzelzs,ракь
449,Gold::N,зарни,алтун
450,Gold::N,zelts,алтун
451,Silber::N,эзысь,гимиш
452,Silber::N,sudrabs,гимиш
453,Kohle::N,шом,цӏивин
454,Kohle::N,ogle,цӏивин
455,Glas::N,стеклӧ,шуьше
456,Glas::N,stikls,шуьше
457,Lehm::N,сёй,ччеб
458,Lehm::N,māls,ччеб
459,Sand::N,лыа,къум
460,Sand::N,smiltis,къум
461,Mensch::N,морт,инсан
462,Mensch::N,cilvēks,инсан
463,Mann::N,аймӧрт,итим
464,Mann::N,мужичӧй,итим
465,Mann::N,vīrietis,итим
466,Frau::N,ань,паб
467,Frau::N,ань,дишегьли
468,Frau::N,нывбаба,паб
469,Frau::N,нывбаба,дишегьли
470,Frau::N,sieviete,паб
471,Frau::N,sieviete,дишегьли
472,Kind::N,кага,аял
473,Kind::N,bērns,аял
474,Junge::N,пи,гада
475,Junge::N,zēns,гада
476,Junge::N,puika,гада
477,Junge::N,puisis,гада
478,Mädchen::N,ныв,руш
479,Mädchen::N,meiča,руш
480,Mädchen::N,skuķis,руш
481,Mädchen::N,meitene,руш
482,Familie::N,семья,хзан
483,Familie::N,семья,килфет
484,Familie::N,ģimene,хзан
485,Familie::N,ģimene,килфет
486,Großvater::N,пӧль,чӏехи буба
487,Großvater::N,vecaistēvs,чӏехи буба
488,Großmutter::N,баб,чӏехи диде
489,Großmutter::N,vecāmāte,чӏехи диде
490,Eltern::N,ай-мам,диде-буба
491,Eltern::N,бать-мам,диде-буба
492,Eltern::N,vecāki,диде-буба
493,Vater::N,бать,буба
494,Vater::N,ай,буба
495,Vater::N,tēvs,буба
496,Mutter::N,мам,диде
497,Mutter::N,māte,диде
498,Sohn::N,пи,хва
499,Sohn::N,dēls,хва
500,Tochter::N,ныв,руш
501,Tochter::N,meita,руш
502,Bruder::N,вок,стха
503,Bruder::N,brālis,стха
504,Schwester::N,чой,вах
505,Schwester::N,māsa,вах
506,Onkel::N,дядь,ими
507,Onkel::N,дядь,халу
508,Onkel::N,tēvocis,ими
509,Onkel::N,tēvocis,халу
510,Tante::N,тьӧт,эме
511,Tante::N,тьӧт,хала
512,Tante::N,tante,эме
513,Tante::N,tante,хала
514,Ehemann::N,верӧс,гъуьл
515,Ehemann::N,vīrs,гъуьл
516,Ehefrau::N,гӧтыр,паб
517,Ehefrau::N,sieva,паб
518,Freude::N,радлун,шадвал
519,Freude::N,prieks,шадвал
520,Gelächter::N,серам,хъвер
521,Gelächter::N,smiekli,хъвер
522,Glück::N,шуд,бахт
523,Glück::N,laime,бахт
524,Kummer::N,шог,дерт
525,Kummer::N,шог,хажалат
526,Kummer::N,bēdas,дерт
527,Kummer::N,bēdas,хажалат
528,Kummer::N,raizes,дерт
529,Kummer::N,raizes,хажалат
530,Wunsch::N,кӧсйӧм,мурад
531,Wunsch::N,vēlme,мурад
532,Wunsch::N,vēlējums,мурад
533,Lust::N,кыскӧм,гьевес
534,Lust::N,радейтӧм,гьевес
535,Lust::N,kāre,гьевес
536,Geist::N,лов,руьгь
537,Geist::N,gars,руьгь
538,Gedanke::N,мӧвп,фикир
539,Gedanke::N,doma,фикир
540,Gedächtnis::N,паметь,
541,Gedächtnis::N,atmiņa,
542,Verstand::N,вежӧр,акьул
543,Verstand::N,prāts,акьул
544,Sinn::N,мог,мана
545,Sinn::N,вежӧртас,мана
546,Sinn::N,nozīme,мана
547,Grund::N,помка,себеб
548,Grund::N,pamats,себеб
549,Grund::N,iemesls,себеб
550,Wahrheit::N,збыль,керчек
551,Wahrheit::N,збыль,гьакъикъат
552,Wahrheit::N,збыльтор,керчек
553,Wahrheit::N,збыльтор,гьакъикъат
554,Wahrheit::N,taisnība,керчек
555,Wahrheit::N,taisnība,гьакъикъат
556,Wahrheit::N,patiesība,керчек
557,Wahrheit::N,patiesība,гьакъикъат
558,Gespräch::N,сёрни,ихтилат
559,Gespräch::N,saruna,ихтилат
560,Märchen::N,мойд,мах
561,Märchen::N,pasaka,мах
562,Erzählung::N,висьт,кьиса
563,Erzählung::N,stāsts,кьиса
564,Erzählung::N,nostāsts,кьиса
565,Nachricht::N,юӧртӧм,хабар
566,Nachricht::N,ziņa,хабар
567,Neuigkeit::N,выльтор,цӏийи хабар
568,Neuigkeit::N,jaunums,цӏийи хабар
569,Name::N,ним,тӏвар
570,Name::N,vārds,тӏвар
571,Rätsel::N,нӧдкыв,мискӏал
572,Rätsel::N,mīkla,мискӏал
573,Rede::N,сёрни,рахун
574,Rede::N,runa,рахун
575,Sprache::N,кыв,чӏал
576,Sprache::N,valoda,чӏал
577,Stimme::N,гӧлӧс,ван
578,Stimme::N,вом шы,ван
579,Stimme::N,balss,ван
580,Wort::N,кыв,гаф
581,Wort::N,vārds,гаф
582,Zeichen::N,пас,ишара
583,Zeichen::N,zīme,ишара
584,Ruf::N,чукӧстчӧм,эвер
585,Ruf::N,корӧм,эвер
586,Ruf::N,sauciens,эвер
587,Lärm::N,шы,ван-сес
588,Lärm::N,зык,ван-сес
589,Lärm::N,зычитӧм,ван-сес
590,Lärm::N,troksnis,ван-сес
591,Laut::N,шы,ван
592,Laut::N,шы,сес
593,Laut::N,skaņa,ван
594,Laut::N,skaņa,сес
595,Ton::N,шы,ван-сес
596,Ton::N,tonis,ван-сес
597,Lied::N,сьылан,мани
598,Lied::N,сьыланкыв,мани
599,Lied::N,dziesma,мани
600,Ruhe::N,чӧв,ласвал
601,Ruhe::N,чӧв,фаракъат
602,Ruhe::N,чӧв,асайиш
603,Ruhe::N,miers,ласвал
604,Ruhe::N,miers,фаракъат
605,Ruhe::N,miers,асайиш
606,Leute::N,йӧз,инсанар
607,Leute::N,войтыр,инсанар
608,Leute::N,ļaudis,инсанар
609,Leute::N,cilvēki,инсанар
610,Volk::N,йӧз,халкь
611,Volk::N,войтыр,халкь
612,Volk::N,tauta,халкь
613,Arbeit::N,удж,кӏвалах
614,Arbeit::N,darbs,кӏвалах
615,Gast::N,гӧсть,мугьман
616,Gast::N,viešņa,мугьман
617,Gast::N,ciemiņš,мугьман
618,Geschenk::N,козин,савкьат
619,Geschenk::N,dāvana,савкьат
620,Spiel::N,ворсан,къугъун
621,Spiel::N,rotaļa,къугъун
622,Gesellschaft::N,котыр,жемят
623,Gesellschaft::N,котыр,общество
624,Gesellschaft::N,biedrība,жемят
625,Gesellschaft::N,biedrība,общество
626,Gesellschaft::N,kompānija,жемят
627,Gesellschaft::N,kompānija,общество
628,Hilfe::N,отсӧг,куьмек
629,Hilfe::N,palīdzība,куьмек
630,Freund::N,ёрт,дуст
631,Freund::N,draugs,дуст
632,Kamerad::N,ёрт,яр-дуст
633,Kamerad::N,biedrs,яр-дуст
634,Angelegenheit::N,мог,кар
635,Angelegenheit::N,делӧ,кар
636,Angelegenheit::N,darīšana,кар
637,Anzahl::N,лыд,сан
638,Anzahl::N,лыд,кьадар
639,Anzahl::N,тшӧт,сан
640,Anzahl::N,тшӧт,кьадар
641,Anzahl::N,skaits,сан
642,Anzahl::N,skaits,кьадар
643,Anzahl::N,daudzums,сан
644,Anzahl::N,daudzums,кьадар
645,Art::N,сикас,жуьре
646,Art::N,suga,жуьре
647,Art::N,šķira,жуьре
648,Stück::N,тор,кӏус
649,Stück::N,gabals,кӏус
650,Teil::N,юкӧн,пай
651,Teil::N,daļa,пай
652,Hälfte::N,пӧв,зур
653,Hälfte::N,пӧв,зур пай
654,Hälfte::N,джын,зур
655,Hälfte::N,джын,зур пай
656,Hälfte::N,puse,зур
657,Hälfte::N,puse,зур пай
658,Kreis::N,кытш,круг
659,Kreis::N,кытш,чкаяр
660,Kreis::N,кытш,элкъвей цӏар
661,Kreis::N,aplis,круг
662,Kreis::N,aplis,чкаяр
663,Kreis::N,aplis,элкъвей цӏар
664,Kreis::N,riņķis,круг
665,Kreis::N,riņķis,чкаяр
666,Kreis::N,riņķis,элкъвей цӏар
667,Kreuz::N,перна,хаш
668,Kreuz::N,крест,хаш
669,Kreuz::N,krusts,хаш
670,Linie::N,визь,цӏар
671,Linie::N,līnija,цӏар
672,Strich::N,визь,цӏар
673,Strich::N,svītra,цӏар
674,Abstand::N,кост,ара
675,Abstand::N,коласт,ара
676,Abstand::N,atstarpe,ара
677,Entfernung::N,ылна,мензил
678,Entfernung::N,attālums,мензил
679,Entfernung::N,atstatums,мензил
680,Gegend::N,му-ва,чка
681,Gegend::N,apvidus,чка
682,Gegend::N,apgabals,чка
683,Platz::N,ылдӧс,ара
684,Platz::N,йир,ара
685,Platz::N,гӧгӧртас,ара
686,Platz::N,vieta,ара
687,Ort::N,ин,чка
688,Ort::N,места,чка
689,Ort::N,vieta,чка
690,Seite::N,бок,пад
691,Seite::N,ӧтарладор,пад
692,Seite::N,sāns,пад
693,Mitte::N,шӧр,юкь
694,Mitte::N,vidus,юкь
695,Gegenstand::N,кӧлуй,затӏ
696,Gegenstand::N,priekšmets,затӏ
697,Sache::N,добра,шей
698,Sache::N,добра,затӏ
699,Sache::N,lieta,шей
700,Sache::N,lieta,затӏ
701,Rand::N,дор,къерех
702,Rand::N,mala,къерех
703,Rand::N,apmale,къерех
704,Kante::N,дор,син
705,Kante::N,šķautne,син
706,Ecke::N,пельӧс,пӏипӏ
707,Ecke::N,kakts,пӏипӏ
708,Ecke::N,stūris,пӏипӏ
709,Spitze::N,йыв,кӏвенкӏв
710,Spitze::N,smaile,кӏвенкӏв
711,Spitze::N,galotne,кӏвенкӏв
712,Ende::N,пом,кьил
713,Ende::N,gals,кьил
714,Ende::N,uzgalis,кьил
715,Loch::N,розь,тӏеквен
716,Loch::N,caurums,тӏеквен
717,Winkel::N,пельӧс,пӏипӏ
718,Winkel::N,leņķis,пӏипӏ
719,Muster::N,сер,гишир
720,Muster::N,piemērs,гишир
721,Größe::N,ыджда,кьадар
722,Größe::N,lielums,кьадар
723,Länge::N,кузьта,яргъивал
724,Länge::N,garums,яргъивал
725,Höhe::N,джуджда,кьакьанвал
726,Höhe::N,augstums,кьакьанвал
727,Gewicht::N,сьӧкта,заланвал
728,Gewicht::N,сьӧкталун,заланвал
729,Gewicht::N,svars,заланвал
730,Gewicht::N,smagums,заланвал
731,Menge::N,лун,кьадар
732,Menge::N,числӧ,кьадар
733,Menge::N,masa,кьадар
734,Menge::N,daudzums,кьадар
735,Haufen::N,чукӧр,хара
736,Haufen::N,čupa,хара
737,Haufen::N,grēda,хара
738,Haufen::N,kaudze,хара
739,Reihe::N,рад,жерге
740,Reihe::N,rinda,жерге
741,Reihe::N,virkne,жерге
742,Boot::N,пыж,луьткве
743,Boot::N,laiva,луьткве
744,Ruder::N,пелыс,кьусу
745,Ruder::N,ӧпаснӧй,кьусу
746,Ruder::N,airis,кьусу
747,Ruder::N,irklis,кьусу
748,Schlitten::N,дадь,гъелерар
749,Schlitten::N,ragavas,гъелерар
750,Ski::N,лызь,
751,Ski::N,slēpe,
752,Lagerfeuer::N,бипур,цӏай
753,Lagerfeuer::N,ugunskurs,цӏай
754,Last::N,сьӧкыдтор,заланвал
755,Last::N,krava,заланвал
756,Gang::N,мунӧм,ериш
757,Gang::N,ветлӧм,ериш
758,Gang::N,eja,ериш
759,Gang::N,gājums,ериш
760,Schritt::N,воськов,къадам
761,Schritt::N,воськовтӧм,къадам
762,Schritt::N,solis,къадам
763,Norden::N,войвыв,кефер
764,Norden::N,войвыв,кефер пад
765,Norden::N,ziemeļi,кефер
766,Norden::N,ziemeļi,кефер пад
767,Süden::N,лунвыв,кьибле
768,Süden::N,dienvidi,кьибле
769,Westen::N,рытыв,рагъакӏидай пад
770,Westen::N,rietumi,рагъакӏидай пад
771,Osten::N,асыв,рагъэкъечӏдай пад
772,Osten::N,austrumi,рагъэкъечӏдай пад
773,Holz::N,пу,кӏарас
774,Holz::N,koks,кӏарас
775,Holz::N,koksne,кӏарас
776,Brett::N,пӧв,кьул
777,Brett::N,пӧв,тахта
