,Concept_ID,mrj,sv
780,von hier::ADV,тишец,härifrån
781,von hier::ADV,тишецӹн,härifrån
782,dort::ADV,тӹштӹ,där
783,dorthin::ADV,тӹшкӹ,dit
784,dorthin::ADV,тӹшкӹлӓ,dit
785,geradeaus::ADV,вик,rätt fram
786,geradeaus::ADV,тура,rätt fram
787,vorwärts::ADV,анзыкы,fram
788,vorwärts::ADV,анзыкы,framåt
789,rückwärts::ADV,мӹнгеш,baklänges
790,zurück::ADV,мӹнгеш,tillbaka
791,unten::ADV,ӱлнӹ,nere
792,unten::ADV,ӱлнӹ,nedanför
793,unten::ADV,лӹвӓлнӹ,nere
794,unten::ADV,лӹвӓлнӹ,nedanför
795,hinab::ADV,ӱлӹкӹ,ned
796,hinab::ADV,ӱлӹкӹ,nedåt
797,hinab::ADV,лӹвӓкӹ,ned
798,hinab::ADV,лӹвӓкӹ,nedåt
799,oben::ADV,вӹлнӹ,ovan
800,oben::ADV,вӹлнӹ,ovanpå
801,hinauf::ADV,кӱшкӹлӓ,upp
802,hinauf::ADV,кӱшкӹлӓ,uppåt
803,hinauf::ADV,кӱш,upp
804,hinauf::ADV,кӱш,uppåt
805,überall::ADV,йӹлт,överallt
806,überall::ADV,цилӓ вӓре,överallt
807,nicht::ADV,уке,ej
808,nicht::ADV,уке,inte
809,ein wenig::ADV,изиш,litet
810,ein wenig::ADV,иклаштык,litet
811,kaum::ADV,цылик,knappt
812,kaum::ADV,цылик,knappast
813,kaum::ADV,чучок-чучок,knappt
814,kaum::ADV,чучок-чучок,knappast
815,sehr::ADV,чоте,mycket
816,so::ADV,тенге,så
817,so::ADV,тенгелӓ,så
818,noch::ADV,мол,än
819,noch::ADV,мол,ännu
820,noch::ADV,моло,än
821,noch::ADV,моло,ännu
822,nur::ADV,веле,bara
823,nur::ADV,веле,endast
824,schon::ADV,уже,redan
825,schon::ADV,ӹнде,redan
826,wieder::ADV,уэш,åter
827,vergebens::ADV,зря,förgäves
828,vergebens::ADV,ӹзрӓ,förgäves
829,vergebens::ADV,ӹзӹрӓ,förgäves
830,vor::PRP,анзыц,utanför
831,vor::PRP,анзыцын,utanför
832,hinter::PRP,шайылан,bakom
833,hinter::PRP,шайылный,bakom
834,unter::PRP,лӹвӓкӹ,under
835,durch::PRP,вашт,genom
836,durch::PRP,вашт,igenom
837,neben::PRP,сага,bredvid
838,neben::PRP,сага,vid sidan av
839,zwischen::PRP,лош,mellan
840,zwischen::PRP,лошкы,mellan
841,wegen::PRP,мычыц,på grund av
842,dies::PRN,тидӹ,detta
843,dies::PRN,ти,detta
844,das::PRN,тидӹ,det
845,das::PRN,ти,det
846,alles::PRN,цилӓ,allt
847,ich::PRN,мый,jag
848,du::PRN,тӹнь,du
849,er::PRN,тӹдӹ,han
850,wir::PRN,мӓ,vi
851,ihr::PRN,вӓ,ni
852,sie::PRN,нӹнӹ,de
853,was::FPRN,ма,vad
854,wer::FPRN,кӱ,vem
855,wo::FADV,кышан,var
856,wo::FADV,кыштакен,var
857,wohin::FADV,кышкы,vart
858,wie::FADV,кыце,hur
859,warum::FADV,малын,varför
860,wieviel::FNUM,кынар,hur mycket
861,wieviel::FNUM,кынары,hur mycket
862,wieviel::FNUM,кынаркы,hur mycket
863,eins::NUM,иктӹ,en
864,eins::NUM,иктӹ,ett
865,eins::NUM,иктӹт,en
866,eins::NUM,иктӹт,ett
867,zwei::NUM,кок,två
868,zwei::NUM,кокты,två
869,drei::NUM,кым,tre
870,drei::NUM,кымыт,tre
871,vier::NUM,нӹл,fyra
872,fünf::NUM,вӹц,fem
873,sechs::NUM,куд,sex
874,sechs::NUM,кудытмозн,sex
875,sieben::NUM,шӹм,sju
876,sieben::NUM,шӹмӹт,sju
877,acht::NUM,кӓндӓкш,åtta
878,acht::NUM,кӓндӓкшӹ,åtta
879,neun::NUM,ӹндекшшӱдӹ,nio
880,zehn::NUM,лу,tio
881,elf::NUM,луатик,elva
882,elf::NUM,луатиктӹ,elva
883,zwölf::NUM,луаткок,tolv
884,zwölf::NUM,луаткокты,tolv
885,zwanzig::NUM,коклы,tjugo
886,dreißig::NUM,кымлы,trettio
887,vierzig::NUM,нӹллӹ,fyrtio
888,fünfzig::NUM,вӹцлӹ,femtio
889,sechzig::NUM,кудлу,sextio
890,siebzig::NUM,шӹмлу,sjuttio
891,achtzig::NUM,кӓндӓкшлу,åttio
892,neunzig::NUM,ӹндекшлу,nittio
893,hundert::NUM,шӱдӹ,hundra
894,tausend::NUM,тӹжем,tusen
895,und::CNJ,дöн,och
896,oder::CNJ,льывы,eller
897,stehen::V,шалшаг,stå
898,sitzen::V,шӹнзӓш,sitta
899,liegen::V,киӓш,ligga
900,hängen::V,кечӓш,hänga
901,werden::V,шагалаш,bli
902,passieren::V,ӹштӓ́лтӓш,ske
903,passieren::V,ӹштӓ́лтӓш,hända
904,beginnen::V,тӹнгӓлӓлтӓш,börja
905,enden::V,пӹтӓш,ända
906,wechseln::V,весемӓш,växla
907,wechseln::V,весемӓлтӓш,växla
908,aufgehen[Sonne]::V,авараш,gå upp
909,untergehen[Sonne]::V,шӹ́нзӓш,gå ned
910,scheinen[Sonne]::V,сотемдӓрӓш,skina
911,donnern::V,хӹдӹртӓш,dundra
912,wehen::V,ӹфӹлӓш,blåsa
913,strömen::V,йогащ,forsa
914,strömen::V,йогащ,strömma
915,fließen::V,йогащ,flyta
916,sich drehen::V,пöрдӓш,snurra
917,schwanken::V,лыпшалташ,vackla
918,schwingen::V,кӓчӓйӓш,svinga
919,fallen::V,кенвазаш,falla
920,fallen::V,шынгалташ,falla
921,brennen::V,йылаш,brinna
922,rauchen::V,шыпшаш,ryka
923,regnen::V,юраш,regna
924,gefrieren::V,гӓш,frysa
925,gefrieren::V,кӹлмаш,frysa
926,tauen::V,шылаш,töa
927,schmelzen::V,шӹрӓнӓш,smälta
928,trocknen::V,кошкаш,torka
929,sieden::V,шолаш,koka
930,sieden::V,шолаш,sjuda
931,faulen::V,шӱӓш,ruttna
932,verfaulen::V,йӓнгӓрӓлтӓш,ruttna
933,reißen::V,кышкедӓлтӓш,brista
934,versinken::V,ва́лаш,sjunka
935,vergehen::V,эртӓш,förgå
936,erscheinen::V,каяш,synas
937,erscheinen::V,каяш,visa sig
938,verschwinden::V,ямаш,försvinna
939,sinken::V,пычаш,sjunka
940,abnehmen::V,чӹдемӓш,avta
941,abnehmen::V,чӹдемӓш,minskas
942,abnehmen::V,кöтӹргӓш,avta
943,abnehmen::V,кöтӹргӓш,minskas
944,zunehmen::V,когоэмӓш,tilltaga
945,steigen::V,лӱлта́лташ,stiga
946,wachsen::V,кушкаш,växa
947,glänzen::V,йӹлгӹжӓш,glimma
948,funkeln::V,валгалташ,tindra
949,funkeln::V,валгалташ,gnistra
950,lärmen::V,юкланаш,bråka
951,lärmen::V,юкланаш,väsnas
952,läuten::V,цоргаш,ringa
953,klingeln::V,цоргаш,ringa
954,klirren::V,цонгырталгаш,klirra
955,brausen::V,ышдымыла́наш,brusa
956,rauschen::V,шу́жгаш,susa
957,klingen::V,йо́нгаш,låta
958,klingen::V,йо́нгаш,klinga
959,bellen::V,опташ,skälla
960,heulen::V,урмыжаш,yla
961,heulen::V,урмыжаш,tjuta
962,blasen::V,ӹфӹлӓш,blåsa
963,pfeifen::V,ши́шкаш,vissla
964,schreien::V,уташ,skrika
965,schreien::V,саслаш,skrika
966,schreien::V,варгынзаш,skrika
967,stöhnen::V,ӹнгӹрӓш,stöna
968,zittern::V,цӹтӹрӓш,darra
969,zittern::V,цӹтӹрӓш,skälva
970,leben::V,ӹлӓш,leva
971,geboren werden::V,шачаш,födas
972,atmen::V,шӱлӓш,andas
973,trinken::V,йӱӓш,dricka
974,essen::V,качкаш,äta
975,schlucken::V,нелӓш,svälja
976,müde werden::V,янгылаш,tröttna
977,einschlafen::V,амален кеӓш,somna
978,schlafen::V,амалаш,sova
979,aufwachen::V,понгыжалташ,vakna
980,aufstehen::V,кӹньӹл шагалаш,stiga upp
981,sich erholen::V,кӓнаш,repa sig
982,sich erholen::V,кӓнаш,hämta sig
983,krank werden::V,церлӓнен вазаш,insjukna
984,krank sein::V,церлӓнӓш,vara sjuk
985,krank sein::V,ясланаш,vara sjuk
986,krank sein::V,ясыланаш,vara sjuk
987,schmerzen::V,каршташ,smärta
988,schmerzen::V,каршташ,göra ont
989,husten::V,кахыраш,hosta
990,genesen::V,паремӓш,tillfriskna
991,genesen::V,тöрлӓнӓш,tillfriskna
992,sterben::V,вазын колаш,dö
993,umkommen::V,пӹтӓш,omkomma
994,sich bewegen::V,кашташ,röra sig
995,sich rühren::V,тӓрвӓнӓш,röra på sig
996,sich erheben::V,кӹньӹлӓш,resa sig
997,sich setzen::V,шӹнзӓш,sätta sig
998,hinfallen::V,кенвазаш,falla omkull
999,hinfallen::V,шынгалташ,falla omkull
1000,laufen::V,кашташ,löpa
1001,schreiten::V,ашкедӓш,skrida
1002,spazierengehen::V,мадын кашташ,promenera
1003,eilen::V,вӓшкӓш,ila
1004,sich beeilen::V,вӓшкӓш,skynda sig
1005,sich beeilen::V,талашаш,skynda sig
1006,sausen::V,хойхаланаш,susa
1007,sausen::V,хояш,susa
1008,rennen::V,кыргыжаш,löpa
1009,rennen::V,кыргыжаш,springa
1010,springen::V,тӹршештӓш,hoppa
1011,klettern::V,ку́заш,klättra
1012,schaukeln::V,лыпшалташ,gunga
1013,kriechen::V,авалянаш,kräla
1014,kriechen::V,ньыжиклӓш,kräla
1015,schwimmen::V,илӓш,simma
1016,tauchen::V,цымаш,dyka
1017,rudern::V,шуалташ,ro
1018,fahren::V,кеӓш,köra
1019,fliegen::V,чонгештӓш,flyga
1020,gehen::V,кеӓш,gå
1021,weggehen::V,кеӓш,gå bort
1022,abfahren::V,кеӓш,resa
1023,abfahren::V,кеӓш,avresa
1024,anhalten::V,цӓрнӓш,stanna
1025,hineingehen::V,пыраш,gå in
1026,eintreten::V,пыраш,träda in
1027,kommen::V,толаш,komma
1028,ankommen::V,шоаш,ankomma
1029,zurückkommen::V,пöртӹлӓш,återkomma
1030,bleiben::V,кодаш,bli
1031,bleiben::V,кодаш,förbli
1032,warten::V,вычаш,vänta
1033,erwarten::V,вычаш,vänta
1034,suchen::V,кӹчӓлӓш,leta
1035,finden::V,моаш,finna
1036,versuchen::V,путаяш,försöka
1037,versuchen::V,цацаш,försöka
1038,vorbereiten::V,поспейӹктӓш,förbereda
1039,lieben::V,яраташ,älska
1040,mögen::V,яраташ,tycka om
1041,lachen::V,ваштылаш,skratta
1042,rühren::V,тӓрвӓтӓш,röra
1043,weinen::V,мӓгӹрӓш,gråta
1044,schimpfen::V,свырседӓлӓш,skälla
1045,sich ärgern::V,шӹдешкӓш,förargas
1046,sich fürchten::V,лӱдӓш,vara rädd
1047,fürchten::V,лӱдӓш,frukta
1048,fliehen::V,кыргыжаш,fly
1049,fliehen::V,кыргыжаш,rymma
1050,flüchten::V,кыргыж шӹлӓш,fly
1051,sehen::V,ужаш,se
1052,anschauen::V,анжалаш,se på
1053,anschauen::V,анжалаш,betrakta
1054,ansehen::V,анжаш,åse
1055,hören::V,колаш,höra
1056,zuhören::V,колышташ,höra på
1057,zuhören::V,колышташ,lyssna till
1058,probieren::V,тотештӓш,smaka
1059,probieren::V,тотештӓш,smaka på
1060,probieren::V,подыл анжаш,smaka
1061,probieren::V,подыл анжаш,smaka på
1062,riechen::V,ӱпшӹнзӓш,lukta
1063,fühlen::V,шижӓш,känna
1064,scheinen::V,каяш,verka
1065,scheinen::V,каяш,tyckas
1066,zu sehen sein::V,каяш,synas
1067,zu sehen sein::V,каяш,kunna ses
1068,vernehmen::V,колын колташ,få veta
1069,vernehmen::V,колын колташ,förnimma
1070,frieren::V,кӹлмаш,frysa
1071,frieren::V,тӹнгӹргӓш,frysa
1072,tun::V,ӹштӓш,göra
1073,können::V,кердӓш,kunna
1074,wollen::V,жалаяш,vilja
1075,anfangen::V,тӹнгӓлӓш,börja
1076,beenden::V,пӹтӓрӓш,avsluta
1077,aufhören::V,цӓрнӓш,sluta
1078,aufhören::V,цӓрнӓш,upphöra
1079,gelingen::V,цӓш лиӓш,lyckas
1080,geraten::V,лиӓш,bli
1081,öffnen::V,пачаш,öppna
1082,schließen::V,чӱчӓш,låsa
1083,schließen::V,чӱчӓш,stänga
1084,stellen::V,шӹндӓш,ställa
1085,setzen::V,шӹндӓш,sätta
1086,legen::V,опташ,lägga
1087,legen::V,пиштӓш,lägga
1088,berühren::V,тӹкӓлӓш,beröra
1089,verbinden::V,пидӓш,förbinda
1090,bedecken::V,леведӓш,täcka
1091,bedecken::V,леведӓш,betäcka
1092,aufhängen::V,сӓкӓш,hänga
1093,aufhängen::V,сӓкӓш,hänga upp
1094,anzünden::V,чӱктӓш,tända
1095,anzünden::V,чӱктӓш,antända
1096,anzünden::V,чӱктӓш,tända på
1097,aufheben::V,кузыкташ,lyfta
1098,zurücklassen::V,кодаш,lämna
1099,zurücklassen::V,кодаш,efterlämna
1100,verlieren::V,ямдаш,mista
1101,verlieren::V,ямдаш,förlora
1102,fallen lassen::V,кенвацтараш,tappa
1103,fallen lassen::V,кенвацтараш,släppa
1104,machen::V,ӹштӓш,göra
1105,herstellen::V,йӓмдӹлӓш,tillverka
1106,herstellen::V,йӓмдӹлӓш,framställa
1107,bauen::V,ӹштӓш,bygga
1108,reparieren::V,чиняш,reparera
1109,reparieren::V,алалаш,reparera
1110,verbessern::V,яжоэмден шӹндӓш,rätta
1111,verbessern::V,яжоэмден шӹндӓш,förbättra
1112,ändern::V,вашталташ,ändra
1113,ändern::V,вашталташ,förändra
1114,graben::V,капаяш,gräva
1115,beugen::V,лывырташ,böja
1116,beugen::V,каклярташ,böja
1117,biegen::V,лывырташ,böja
1118,biegen::V,лывырташ,kröka
1119,drehen::V,сӓрӓш,vrida
1120,drehen::V,сӓрӹкӓлӓш,vrida
1121,wenden::V,сӓрӓлӓш,vända
1122,umdrehen::V,сӓрӓлӓш,vrida om
1123,heben::V,лӱктӓш,häva
1124,hochheben::V,кузыкташ,lyfta
1125,ergreifen::V,хватяш,gripa
1126,halten::V,кычаш,hålla
1127,drücken::V,темдӓш,trycka
1128,schieben::V,шӹкӓш,skjuta
1129,kratzen::V,нӹжӓш,riva
1130,kratzen::V,нӹжӓш,skrapa
1131,lecken::V,нылаш,slicka
1132,beißen::V,пыралаш,bita
1133,abreißen::V,кӹрӓш,slita_av
1134,abreißen::V,кӹрӓш,riva_av
1135,abreißen::V,кышкед нӓлӓш,slita_av
1136,abreißen::V,кышкед нӓлӓш,riva_av
1137,abschneiden::V,шулаш,skära av
1138,abschneiden::V,лаштыклаш,skära av
1139,binden::V,пидӓш,binda
1140,stecken::V,шыралаш,sticka
1141,brechen::V,тодылаш,bryta
1142,brechen::V,тодылаш,brista
1143,brechen::V,пыдырташ,bryta
1144,brechen::V,пыдырташ,brista
1145,klopfen::V,рушткаш,banka
1146,klopfen::V,рушткаш,klappa
1147,hauen::V,шелӹштӓш,hugga
1148,kleben::V,клейӓш,klistra
1149,reiben::V,нӹжӓш,gnida
1150,streichen::V,шӹрӓш,smörja
1151,schleifen::V,шымаш,slipa
1152,schneiden::V,пӹчкӓш,skära
1153,schneiden::V,пӹчкӓш,klippa
1154,rütteln::V,мыльгыкташ,skaka
1155,schütteln::V,цӹтӹртӓш,rista
1156,schütteln::V,мыльгыкташ,rista
1157,schwenken::V,машыяш,svänga
1158,schütten::V,опталаш,hälla
1159,füllen::V,темӓш,fylla
1160,einwickeln::V,пӹтӹрӓ́лӓш,slå in
1161,einwickeln::V,пӹтӹрӓ́лӓш,veckla in
1162,tragen::V,намалаш,bära
1163,schleppen::V,шӹдӹрӓш,släpa
1164,ziehen::V,шыпшаш,dra
1165,aufbewahren::V,перегӓш,förvara
1166,aufbewahren::V,перегӓш,ta vara på
1167,werfen::V,кӹшкӓш,kasta
1168,fangen::V,кычаш,fånga
1169,packen::V,хватяш,gripa
1170,packen::V,хватяш,gripa tag
1171,verstecken::V,шӹлтӓш,gömma
1172,teilen::V,пайылаш,dela
1173,schicken::V,колташ,skicka
1174,bringen::V,кандаш,bringa
1175,bekommen::V,лыкташ,få
1176,bekommen::V,лыкташ,erhålla
1177,erhalten::V,получаяш,få
1178,erhalten::V,получаяш,erhålla
1179,nehmen::V,налаш,ta
1180,nehmen::V,налаш,taga
1181,wählen::V,айыраш,välja
1182,auswählen::V,айыраш,utvälja
1183,bewahren::V,перегӓш,bevara
1184,behindern::V,мешӓйӓш,hindra
1185,behindern::V,мешӓйӓш,förhindra
1186,verderben::V,портяш,förstöra
1187,beschädigen::V,шушырташ,skada
1188,zerbrechen::V,пыдырташ,bryta isär
1189,zerbrechen::V,пыдырташ,bryta sönder
1190,zerreißen::V,кӹрӓш,riva sönder
1191,zerreißen::V,кӹрӓш,slita sönder
1192,zerstören::V,шӓлӓтӓш,förstöra
1193,verbrennen::V,йылаташ,bränna
1194,verbrennen::V,йылаташ,bränna upp
1195,verbrennen::V,йылалташ,bränna
1196,verbrennen::V,йылалташ,bränna upp
1197,geben::V,пуаш,ge
1198,reichen::V,пуаш,räcka
1199,schenken::V,подараш,skänka
1200,versprechen::V,сöрӓш,lova
1201,wünschen::V,жалаяш,önska
1202,loben::V,хваляш,lova
1203,loben::V,хваляш,beröma
1204,küssen::V,шышшалаш,pussa
1205,wiegen::V,лӱнгӓлтӓш,vagga
1206,zudecken::V,пиштӓш,täcka
1207,wecken::V,понгыжалтараш,väcka
1208,zeigen::V,анжыкташ,visa
1209,führen::V,видӓш,föra
1210,lehren::V,тымдаш,lära
1211,unterrichten::V,тымдаш,undervisa
1212,aufziehen::V,кушташ,uppfostra
1213,leiten::V,видӓш,leda
1214,leiten::V,вуйлаташ,leda
1215,leiten::V,вуйлалташ,leda
1216,antreiben::V,талаштараш,driva på
1217,lassen::V,-ыкт,få att
1218,einladen::V,ӱжӓш,bjuda
1219,einladen::V,ӱжӓш,inbjuda
1220,vereinigen::V,иктештӓш,förena
1221,besuchen::V,толаш,besöka
1222,treffen::V,вӓшлиӓш,möta
1223,treffen::V,вӓшлиӓш,träffa
1224,treffen::V,вӓшлиӓлтӓш,möta
1225,treffen::V,вӓшлиӓлтӓш,träffa
1226,sich versammeln::V,цымыргаш,församla sig
1227,spielen::V,мадаш,leka
1228,spielen::V,мадаш,spela
1229,singen::V,мыраш,sjunga
1230,tanzen::V,кушташ,dansa
1231,sich trennen::V,айырлаш,skiljas
1232,verlassen::V,шуаш,lämna
1233,verlassen::V,шуаш,överge
1234,retten::V,ытараш,rädda
1235,bewachen::V,оролаш,bevaka
1236,schützen::V,перегӓш,skydda
1237,schützen::V,перегӓш,beskydda
1238,verteidigen::V,перегӓш,försvara
1239,sich schlagen::V,шидӓлӓш,slåss
1240,sich schlagen::V,шиэдӓлӓш,slåss
1241,schießen::V,лӱӓш,skjuta
1242,siegen::V,сӹнгӓш,segra
1243,ärgern::V,шӹдештӓрӓш,förarga
1244,schlagen::V,пӓрен колташ,slå
1245,schlagen::V,хӹрӹктен колташ,slå
1246,treten::V,чымаш,sparka
1247,stechen::V,пышкылаш,sticka
1248,stoßen::V,шыркедӓш,stöta
1249,stehlen::V,шолышт толаш,stjäla
1250,stören::V,ӓрештӹлӓш,störa
1251,belästigen::V,кӓньӹсӹрлӓндӓрӓш,genera
1252,belästigen::V,кӓньӹсӹрлӓндӓрӓш,besvära
1253,belästigen::V,шытырланыкташ,genera
1254,belästigen::V,шытырланыкташ,besvära
1255,verbergen::V,шӹлтӓш,dölja
1256,täuschen::V,алталаш,vilseleda
1257,täuschen::V,аталаш,vilseleda
1258,betrügen::V,мошеньӹчӓйӓш,bedra
1259,töten::V,пуштын шуаш,döda
1260,wohnen::V,ӹлӓш,bo
1261,arbeiten::V,пӓшӓлӓш,arbeta
1262,arbeiten::V,ровотаяш,arbeta
1263,sammeln::V,погаш,samla
1264,pflücken::V,кӹрӓш,plocka
1265,jagen::V,охотничӓйӓш,jaga
1266,fischen::V,кол кычаш,fiska
1267,fassen::V,кычаш,fånga
1268,hüten::V,кӹтӓш,vakta
1269,treiben::V,шуруяш,driva
1270,anbinden::V,ялшташ,binda fast
1271,anbinden::V,ялышташ,binda fast
1272,füttern::V,пукшаш,fodra
1273,melken::V,шыпшылаш,mjölka
1274,hacken::V,роаш,hacka
1275,gießen::V,шӓвӓш,hälla
1276,gießen::V,шӓвӓш,vattna
1277,reifen::V,кӱӓш,mogna
1278,reifen::V,поспейӓш,mogna
1279,zubereiten::V,йӓмдӹлӓш,tillaga
1280,zubereiten::V,йӓмдӹлӓш,tillreda
1281,kochen::V,шолташ,koka
1282,backen::V,кӱктӓш,baka
1283,braten::V,жӓрӓш,steka
1284,umrühren::V,намалаш,röra om
1285,stricken::V,пидӓш,sticka
1286,nähen::V,ыргаш,sy
1287,färben::V,пидӓш,färga
1288,reinigen::V,чиӓлтӓш,rensa
1289,reinigen::V,чиӓлтӓш,rengöra
1290,waschen::V,мышкаш,tvätta
1291,abwischen::V,ӹштӓш,torka av
1292,spülen::V,шӱӓлтӓш,spola
1293,spülen::V,шӱӓлтӓш,skölja
1294,fegen::V,ӹштӓш,feja
1295,kehren::V,ӹштӓш,sopa
1296,baden::V,нӱштӹлӓш,bada
1297,sich waschen::V,мышкылташ,tvätta sig
1298,ausziehen::V,кыдашаш,ta av
1299,anziehen::V,чиӓш,ta på
1300,sich anziehen::V,чиӓш,klä på sig
1301,kämmen::V,шерӓш,kamma
1302,schmücken::V,цеверемдӓш,pynta
1303,schmücken::V,цеверемдӓш,smycka
1304,sagen::V,манаш,säga
1305,sagen::V,келесӓш,säga
1306,sprechen::V,манаш,tala
1307,reden::V,шайышташ,tala
1308,reden::V,шайышташ,prata
1309,sich unterhalten::V,хытыраш,prata
1310,sich unterhalten::V,хытыргаш,prata
1311,fragen::V,ядаш,fråga
1312,fragen::V,ядаш,spörja
1313,bitten::V,ядаш,be
1314,erzählen::V,келесӓш,berätta
1315,mitteilen::V,попаш,meddela
1316,mitteilen::V,увертӓш,meddela
1317,mitteilen::V,увертӓрӓш,meddela
1318,nennen::V,лӹмдӓш,kalla
1319,rufen::V,ӱжӓш,ropa
1320,prahlen::V,хайзаш,pråla
1321,prahlen::V,хайзаш,skryta
1322,prahlen::V,шаргаланаш,pråla
1323,prahlen::V,шаргаланаш,skryta
1324,übersetzen::V,вашташ,tolka
1325,übersetzen::V,вашташ,översätta
1326,denken::V,машанаш,tänka
1327,glauben::V,ӹнянӓш,tro
1328,bemerken::V,цаклаш,uppmärksamma
1329,bemerken::V,цаклаш,lägga märke till
1330,erkennen::V,пӓлӓш,känna igen
1331,begreifen::V,ынгылаш,begripa
1332,verstehen::V,ынгылаш,förstå
1333,lernen::V,тыменяш,lära sig
1334,wissen::V,пӓлӓш,veta
1335,sich erinnern an::V,ышештӓрӓш,minnas
1336,sich erinnern an::V,ышештӓрӓш,komma ihåg
1337,vergessen::V,монден кодаш,glömma
1338,messen::V,висӓш,mäta
1339,zählen::V,шотаяш,räkna
1340,rechnen::V,шотаяш,räkna
1341,lesen::V,лыдаш,läsa
1342,malen::V,рисуяш,måla
1343,zeichnen::V,ыдырка́лаш,teckna
1344,schreiben::V,вазаш,skriva
1345,besitzen::V,кы́чаш,äga
1346,besitzen::V,кы́чаш,besitta
1347,kaufen::V,нӓлӓш,köpa
1348,verkaufen::V,выжалаш,sälja
1349,bezahlen::V,тӱлӓш,betala
1350,zahlen::V,тӱлӓш,betala
1351,beherrschen::V,кы́чаш,behärska
1352,ertragen::V,цӹтӓш,tåla
1353,ertragen::V,цӹтӓш,uthärda
1354,Linie::N,,linje
1355,Strich::N,,streck
1356,jetzt::ADV,,nu
1357,hinzufügen::V,,tillägga
