,Concept_ID,kn,br
565,böse::A,ಕೆಟ್ಟ,gwall
566,dumm::A,ಮಂದ,glep
567,faul::A,ಆಲಸ,lezirek
568,fleißig::A,ಕಡಗುವ,studius
569,geizig::A,ಜುಗ್ಗ,tost
570,klug::A,ಚತುರ,speredek
571,geschickt::A,ದಕ್ಷ,dornet
572,lieb::A,ಪ್ರಿಯ,koant
573,lustig::A,ಖುಷಿಯಾದ,laouen
574,sanft::A,ಸೌಮ್ಯ,flour
575,hungrig::A,ಹಸಿದ,marnaon
576,krank::A,ಅಸ್ವಸ್ಥ,klañv
577,nackt::A,ನಗ್ನ,noazh
578,traurig::A,ದುಃಖಿತ,trist
579,lebendig::A,ಜೀವಂತ,bev
580,gut::A,ಒಳ್ಳೆಯ,mad
581,schlecht::A,ದುಷ್ಟ,fall
582,schlecht::A,ದುಷ್ಟ,gwall
583,richtig::A,ಸರಿ,reizh
584,schlimm::A,ಅಸಹ್ಯ,gwall
585,wahr::A,ನಿಜ,gwir
586,alt::A,ಮುದಿ,kozh
587,neu::A,ಹೊಸ,nevez
588,ehemalig::A,ಮಾಜೀ,kozh
589,alt[Lebewesen]::A,ವೃದ್ಧ,kozh
590,jung::A,ಎಳ,yaouank
591,arm::A,ಬಡ,paour
592,reich::A,ಶ್ರೀಮಂತ,pinvidik
593,bekannt::A,ಅಪ್ತ,anavezet
594,berühmt::A,ಪ್ರಸಿದ್ಧ,brudet
595,fremd::A,ಪರಕೀಯ,dizanav
596,verschieden::A,ಬೇರೆ,disheñel
597,nah::A,ಹತ್ತಿರವಾದ,nes
598,fern::A,ದೂರದ,diabell
599,linker::A,ಎಡ,kleiz
600,rechter::A,ಬಲ,dehoù
601,anderer::A,ಇತರ,all
602,erster::A,ಪ್ರಥಮ,kentañ
603,zweiter::A,ದ್ವಿತೀಯ,eil
604,dritter::A,ಮೂರನೆಯಜಗತ್ತು,trede
605,letzter::A,ಅಂತ್ಯ,diwezhañ
606,allein::ADV,ಒಬ್ಬನೇ,e-unan
607,auf einmal::ADV,ಒಡನೆ,ar un dro
608,zusammen::ADV,ಒಟ್ಟಿಗೆ,asambles
609,lange::ADV,ದೀರ್ಘ,pell
610,plötzlich::ADV,ಅನಾಮತ್ತು,en un taol
611,sofort::ADV,ಜಾಗ್ರತೆ,diouzhtu
612,später::ADV,ತರುವಾಯ,diwezhatoc'h
613,jetzt::ADV,ಈಗ,bremañ
614,heute::ADV,ಇಂದು,hiziv
615,morgen::ADV,ನಾಳೆ,arc'hoazh
616,bald::ADV,ಬೇಗ,hepdale
617,dann::ADV,ಆಗ,a-c'houde
618,gestern::ADV,ನಿನ್ನೆ,dec'h
619,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,gwechall
620,damals::ADV,ಆಗ,neuze
621,danach::ADV,ಆಮೇಲೆ,goude
622,vorher::ADV,ಮುಂಚೆ,diagent
623,zuerst::ADV,ಮೊದಲಿಗೆ,da gentañ
624,einmal::ADV,ಒಮ್ಮೆ,ur wech
625,manchmal::ADV,ಆಗಾಗ,a-wechoù
626,oft::ADV,ಅನೇಕಸಲ,alies
627,immer::ADV,ಯಾವಾಗಲೂ,atav
628,immer::ADV,ಯಾವಾಗಲೂ,bepred
629,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,gwech ebet
630,hier::ADV,ಇಲ್ಲಿ,amañ
631,hierhin::ADV,ಇತ್ತ,dre amañ
632,von hier::ADV,ಇಲ್ಲಿಂದ,alemañ
633,dort::ADV,ಅಲ್ಲಿ,aze
634,dort::ADV,ಅಲ್ಲಿ,ahont
635,dorthin::ADV,ಅಲ್ಲಿಗೆ,di
636,dorthin::ADV,ಅಲ್ಲಿಗೆ,aze
637,dorthin::ADV,ಅಲ್ಲಿಗೆ,ahont
638,geradeaus::ADV,ಸೀದಾ,war-eeun
639,vorwärts::ADV,ಮುನ್ನೆಡೆವ,war-raok
640,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,war-lerc'h
641,zurück::ADV,ಹಿಂದಕ್ಕೆ,war-dreñv
642,unten::ADV,ಕೆಳಗೆ,en traoñ
643,hinab::ADV,ಕೆಳಕ್ಕೆ,a-izel
644,oben::ADV,ಮೇಲೆ,en nec'h
645,hinauf::ADV,ಮೇಲಕ್ಕೆ,e-krec'h
646,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,dre-holl
647,nicht::ADV,ಇಲ್ಲ,ne ... ket
648,nicht::ADV,ಅಲ್ಲ,ne ... ket
649,ein wenig::ADV,ತುಸು,un tammig
650,kaum::ADV,ಕಠಿನವಾಗಿ,a-boan
651,sehr::ADV,ಬಹು,-tre
652,sehr::ADV,ಬಹು,-kenañ
653,so::ADV,ಅಷ್ಟು,evel-se
654,noch::ADV,ಇನ್ನು,c'hoazh
655,nur::ADV,ಕೇವಲ,hepken
656,schon::ADV,ಆಗಲೇ,dija
657,wieder::ADV,ಪುನಃ,adarre
658,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,
659,vor::PRP,ಮುಂದೆ,dirak
660,hinter::PRP,ಹಿಂದ,a-drek
661,hinter::PRP,ಹಿಂದ,a-dreñv
662,unter::PRP,ಕೆಳ,dindan
663,durch::PRP,ನೇರವಾಗಿ,dre
664,neben::PRP,ಅಧರ ಬಲಿಕ,e-kichen
665,zwischen::PRP,ನಡುವೆ,etre
666,wegen::PRP,ಅಧಕ್ಕಗಿ,abalamour da
667,dies::PRN,ಈ,hemañ
668,das::PRN,ಅದು,se
669,das::PRN,ಅದು,hennezh
670,alles::PRN,ಎಲ್ಲ,pep tra
671,ich::PRN,ನಾನು,me
672,du::PRN,ನೀನು,te
673,er::PRN,ಅವನು,eñ
674,er::PRN,ಇವನು,eñ
675,wir::PRN,ನಾವು,ni
676,ihr::PRN,ನೀವು,c'hwi
677,sie::PRN,ಅವರು,int
678,was::FPRN,ಏನು,petra
679,wer::FPRN,ಯಾರಿಗೆ,piv
680,wo::FADV,ಎಲ್ಲಿ,pelec'h
681,wohin::FADV,ಎಲ್ಲಿಗೆ,da belec'h
682,wie::FADV,ಹೇಗೆ,penaos
683,warum::FADV,ಏಕೆ,perak
684,wieviel::FNUM,ಎಷ್ಟು,pet
685,eins::NUM,ಒಂದು,unan
686,zwei::NUM,ಎರಡು,daou
687,drei::NUM,ಮೂರು,tri
688,vier::NUM,ನಾಲ್ಕು,pevar
689,fünf::NUM,ಅಯ್ದು,pemp
690,sechs::NUM,ಆರು,c'hwec'h
691,sieben::NUM,ಏಳು,seizh
692,acht::NUM,ಎಂಟು,eizh
693,neun::NUM,ಒಂಭಬತ್ತು,nav
694,zehn::NUM,ಹತ್ತು,dek
695,elf::NUM,ಹನ್ನೊಂದು,unnek
696,zwölf::NUM,ಹನ್ನೆರಡು,daouzek
697,zwanzig::NUM,ಇಪ್ಪತ್ತು,ugent
698,dreißig::NUM,ಮೂವತ್ತು,tregont
699,vierzig::NUM,ನಲವತ್ತು,daou-ugent
700,fünfzig::NUM,ಐವತ್ತು,hanter-kant
701,sechzig::NUM,ಅರುವತ್ತು,tri-ugent
702,siebzig::NUM,ಎಪ್ಪತ್ತು,dek ha tri-ugent
703,achtzig::NUM,ಎಂಬತ್ತು,pevar-ugent
704,neunzig::NUM,ತೊಂಬತ್ತು,dek ha pevar-ugent
705,hundert::NUM,ನೂರು,kant
706,tausend::NUM,ಸಾವಿರ,mil
707,und::CNJ,ಮತ್ತು,ha
708,oder::CNJ,ಅಥವಾ,pe
709,stehen::V,ನಿಲ್ಲು,bezañ a-sav
710,sitzen::V,ಕುಳ್ಳಿರು,azezañ
711,sitzen::V,ಕುಳ್ಳಿರು,bezañ en e goazez
712,liegen::V,ಮಲಗಿಕೊ,bezañ en e c'hourvez
713,hängen::V,ಇಳಿಯಬಿಡು,krougañ
714,werden::V,ಆಗು,dazonet
715,passieren::V,ಆಗು,c'hoarvezout
716,beginnen::V,ಆರಂಭಿಸು,stagañ
717,enden::V,ಕೊನೆಗಾಣು,achuiñ
718,wechseln::V,ಮಾರ್ಪಡಿಸು,cheñch
719,aufgehen[Sonne]::V,ಮೂಡು,dirouzañ
720,untergehen[Sonne]::V,ಮುಳುಗು,
721,scheinen[Sonne]::V,ಹೊಳೆ,lugernañ
722,donnern::V,ಗುಡುಗಾಗು,taranal
723,wehen::V,ತೀಡು,c'hwezhañ
724,strömen::V,ಹರಿ,deredek
725,fließen::V,ಹರಿ,redek
726,sich drehen::V,ಸುತ್ತು,troiñ
727,schwanken::V,ಓಲಾಡು,trantellat
728,schwingen::V,ತೂಗು,froumal
729,fallen::V,ಉದುರು,kouezhañ
730,brennen::V,ಉರಿ,deviñ
731,rauchen::V,ಹೊಗೆಬಿಡು,divogedañ
732,regnen::V,ಸುರಿ,glavañ
733,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,reviñ
734,tauen::V,ಬೆಚ್ಚಗಾಗು,diskornañ
735,schmelzen::V,ಕರಗು,teuziñ
736,trocknen::V,ಒಣಗು,sec'hañ
737,sieden::V,ಕುದಿ,berviñ
738,faulen::V,ಕೊಳೆ,breinañ
739,verfaulen::V,ನಶಿಸು,breinañ
740,reißen::V,ಒಡೆ,darnaouiñ
741,versinken::V,ಮುಳುಗು,sodellañ
742,vergehen::V,ಸಾಗು,tremen
743,erscheinen::V,ತೋರು,donet war-wel
744,verschwinden::V,ಮಾಯವಾಗು,monet diwar wel
745,sinken::V,ಕುಸಿ,en em izelat
746,abnehmen::V,ತಗ್ಗು,nebeutaat
747,zunehmen::V,ಬೆಳೆ,kreskiñ
748,steigen::V,ಉಬ್ಬು,sevel
749,wachsen::V,ಬೆಳೆ,kreskiñ
750,glänzen::V,ಮಿರುಗು,lugernañ
751,funkeln::V,ಮಿನುಗು,elieniñ
752,lärmen::V,ಶಬ್ದ ಮಾಡಲು,rabotat
753,läuten::V,ಬಾರಿಸು,
754,klingeln::V,ಅನುರಣಿಸು,
755,klirren::V,ಕಿಣಿಕಿಣಿಸು,diridignat
756,klirren::V,ಕಿಣಿಕಿಣಿಸು,sterlinkañ
757,brausen::V,ಅಬ್ಬರಿಸು,gwegal
758,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,trouzal
759,klingen::V,ಉಸಿರು,seniñ
760,bellen::V,ಬಗುಳು,harzhal
761,heulen::V,ಅರಚು,yudal
762,blasen::V,ಗಾಳಿ ಊದು,c'hwezhañ
763,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,c'hwitellat
764,schreien::V,ಕರೆ,huchal
765,stöhnen::V,ನರಳು,hirvoudiñ
766,zittern::V,ನಡುಗು,krenañ
767,leben::V,ಇರು,bevañ
768,geboren werden::V,ಉಂಟಾಗು,genel
769,atmen::V,ಉಸಿರು,tennañ e anal
770,trinken::V,ಕುಡಿ,evañ
771,essen::V,ತಿನ್ನು,debriñ
772,schlucken::V,ನುಂಗು,lonkañ
773,müde werden::V,ಬಳಲು,skuizhañ
774,einschlafen::V,ನಿದ್ಧೆಹೋಗು,menel kousket
775,schlafen::V,ನಿದ್ರಿಸು,kousket
776,aufwachen::V,ಏಳು,dihuniñ
777,aufstehen::V,ಏಳು,sevel
778,sich erholen::V,ಸುಧಾರಿಸು,diskuizhañ
779,krank werden::V,ಬೇನೆಬೀಳು,klañviñ
780,krank sein::V,ಕೆಟ್ಟ ಎಂದು,bezañ klañv
781,schmerzen::V,ಕಚ್ಚು,skourjezañ
782,husten::V,ಕೆಮ್ಮು,pasaat
783,husten::V,ಕೆಮ್ಮು,peudal
784,genesen::V,ಮತ್ತೆಹೊದಿಸು,pareañ
785,sterben::V,ಮೃತಪಡು,mervel
786,umkommen::V,ಹಾಳಾಗು,perisañ
787,sich bewegen::V,ಚಲಿಸು,bouljal
788,sich rühren::V,ಕದಲು,fiñval
789,sich erheben::V,ಏಳು,sevel
790,sich setzen::V,ಕೂರು,azezañ
791,sich setzen::V,ಕೂರು,mont en e goazez
792,hinfallen::V,ಬೀಳು,kouezhañ
793,laufen::V,ನಡೆ,redek
794,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,kerzhet
795,spazierengehen::V,ವಿಹರಿಸು,pourmen
796,eilen::V,ಮುನ್ನುಗ್ಗು,hastañ
797,sich beeilen::V,ಆತುರಪಡು,hastañ
798,sausen::V,ಒಗೆ,karzhañ
799,rennen::V,ಓಡು,redek
800,springen::V,ಜಿಗಿ,lammat
801,klettern::V,ಏರು,krimpat
802,schaukeln::V,ತೂಗು,brañsellat
803,kriechen::V,ತೆವಳು,skrampañ
804,schwimmen::V,ಈಜು,neuial
805,tauchen::V,ಕೆಳಗಿಳಿ,splujañ
806,rudern::V,ಸಾಗಿಸು,roeñvat
807,fahren::V,ನಡೆಸು,kas
808,fahren::V,ನಡೆಸು,bleniañ
809,fliegen::V,ಹಾರು,nijal
810,gehen::V,ಹೋಗು,mont
811,weggehen::V,ಹೊರಡು,mont kuit
812,abfahren::V,ತೆರಳು,mont kuit
813,anhalten::V,ನಿಲ್ಲು,chom a-sav
814,hineingehen::V,ಒಳಹೊಗು,monet e-barzh
815,eintreten::V,ಒಳಹೊಗು,monet e-barzh
816,kommen::V,ಬರು,dont
817,ankommen::V,ಬರು,erruout
818,zurückkommen::V,ಹಿಂದಿರುಗು,addonet
819,bleiben::V,ಇರು,chom
820,warten::V,ಇರು,gortoz
821,erwarten::V,ನಿರೀಕ್ಷಿಸು,gortoz
822,suchen::V,ಹುಡುಕು,klask
823,finden::V,ಕಂಡುಕೊ,kavout
824,versuchen::V,ಪ್ರಯತ್ನಿಸು,klask
825,vorbereiten::V,ಸಿದ್ಧವಾಗು,aozañ
826,lieben::V,ಪ್ರೀತಿಸು,karout
827,mögen::V,ಇಷ್ಟಪಡು,karout
828,lachen::V,ನಗು,c'hoarzin
829,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,tenerañ
830,weinen::V,ಅಳು,gouelañ
831,schimpfen::V,ಗೊಣಗು,krozal
832,sich ärgern::V,ಗಣಗಾಡು,fachañ
833,sich ärgern::V,ಗಣಗಾಡು,en em fachañ
834,sich fürchten::V,ನಡುಗು,
835,fürchten::V,ಹೆದರು,
836,fliehen::V,ಓಡಿಹೋಗು,tec'het
837,flüchten::V,ಪಾರಾಗು,tuzañ
838,sehen::V,ಕಾಣು,gwelet
839,anschauen::V,ನೋಡು,sellout ouzh
840,ansehen::V,ನಿರೀಕ್ಷಿಸು,sellout ouzh
841,hören::V,ಕೇಳು,klevet
842,zuhören::V,ಆಲಿಸು,selaou
843,probieren::V,ರುಚಿ ನೋಡು,blasa
844,riechen::V,ಮೂಸು,klevet
845,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,santout
846,scheinen::V,ತೋರು,diskouez bezañ
847,zu sehen sein::V,ಕಾಣಿಸು,bezañ gwelus
848,vernehmen::V,ಕೇಳು,merzhañ
849,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,anoued
850,tun::V,ಮಾಡು,ober
851,können::V,ಮಾಡಬಲ್ಲ,gouzout
852,wollen::V,ಬಯಸು,fellout da
853,wollen::V,ಬಯಸು,kaout c'hoant da
854,anfangen::V,ಪ್ರಾರಂಭಿಸು,kregiñ
855,beenden::V,ನಿಲ್ಲಿಸು,achuiñ
856,aufhören::V,ಮುಗಿಸು,paouez
857,gelingen::V,ಯಶಸ್ವಿಯಾಗು,
858,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,
859,öffnen::V,ತೆರೆ,digeriñ
860,schließen::V,ಮುಚ್ಚು,serriñ
861,stellen::V,ಇಕ್ಕು,lakaat
862,setzen::V,ಇಡು,lakaat
863,legen::V,ಇಡು,lakaat
864,berühren::V,ತಾಕು,touch
865,verbinden::V,ಕೂಡಿಸು,eren
866,bedecken::V,ಮುಚ್ಚು,goloiñ
867,aufhängen::V,ತೂಗುಹಾಕು,istribilhañ
868,anzünden::V,ಹತ್ತಿಸು,alumiñ
869,anzünden::V,ಹತ್ತಿಸು,c'hwezzañ
870,aufheben::V,ಆಯಿ,dastum
871,zurücklassen::V,ಬಿಡು,lezel
872,verlieren::V,ಕಳೆ,koll
873,fallen lassen::V,ಬೀಳಿಸು,laoskel
874,fallen lassen::V,ಬೀಳಿಸು,lezel da gouezhel
875,machen::V,ಮಾಡು,ober
876,herstellen::V,ತಯಾರಿಸು,fardañ
877,bauen::V,ಕಟ್ಟು,sevel
878,reparieren::V,ಸರಿಪಡಿಸು,adaozañ
879,verbessern::V,ತಿದ್ದು,gwellaat
880,ändern::V,ಬದಲಾಯಿಸು,cheñch
881,graben::V,ಅಗೆ,kleuzañ
882,beugen::V,ಬಗ್ಗಿಸು,plegañ
883,biegen::V,ಬಗ್ಗಿಸು,krommañ
884,drehen::V,ತಿರುಗು,treiñ
885,wenden::V,ತಿರುಗು,treiñ
886,umdrehen::V,ತಿರುಗಿಸು,treiñ
887,heben::V,ಎತ್ತು,sevel
888,hochheben::V,ಎತ್ತು,sevel
889,ergreifen::V,ಆಕ್ರಮಿಸು,kemer
890,halten::V,ಹಿಡಿ,dalc'hen
891,drücken::V,ಒತ್ತು,bountañ
892,schieben::V,ನೂಕು,poulzañ
893,kratzen::V,ತರಚಿಕೊಳ್ಳು,skrabat
894,lecken::V,ನೆಕ್ಕು,lipat
895,beißen::V,ಕಚ್ಚು,kregiñ
896,abreißen::V,ಹರಿ,diframmañ
897,abschneiden::V,ಕತ್ತರಿಸು,troc'hañ
898,binden::V,ಕಟ್ಟು,stagañ
899,stecken::V,ಸಿಕ್ಕಿಸು,sankañ
900,brechen::V,ಮುರಿ,darnaouiñ
901,klopfen::V,ತಟ್ಟು,skoiñ
902,hauen::V,ಹೊಡೆ,dornañ
903,kleben::V,ಅಂಟಿಸು,pegañ
904,reiben::V,ಉಜ್ಜು,taravat
905,reiben::V,ಉಜ್ಜು,trekiñ
906,streichen::V,ಹರಡು,toazañ
907,schleifen::V,ಮಸೆ,lemmañ
908,schneiden::V,ಕತ್ತರಿಸು,troc'hañ
909,rütteln::V,ಕುಲುಕಿಸು,tordorosañ
910,schütteln::V,ಅಲುಗಿಸು,hejañ
911,schwenken::V,ತೂಗಾಡು,
912,schütten::V,ಎರೆ,diskargañ
913,füllen::V,ತುಂಬಿಸು,kargañ
914,einwickeln::V,ಹೊದಿಸು,gronnañ
915,tragen::V,ಹೊರು,dougen
916,schleppen::V,ಜಗ್ಗು,stlejal
917,ziehen::V,ಎಳೆ,sachañ
918,aufbewahren::V,ಇಟ್ಟುಕೊ,miret
919,werfen::V,ಎಸೆ,teuler
920,fangen::V,ಹಿಡಿ,tapañ
921,packen::V,ಸೆಳೆ,krapat
922,verstecken::V,ಮುಚ್ಚಿಡು,kuzhat
923,teilen::V,ವಿಭಜಿಸು,rannañ
924,schicken::V,ಕಳುಹಿಸು,kas
925,bringen::V,ತರು,degas
926,hinzufügen::V,ಕೂಡಿಸು,lakat ouzhpenn
927,bekommen::V,ಸಂಪಾದಿಸು,kaout
928,erhalten::V,ಪಡೆ,kaout
929,nehmen::V,ಹಿಡಿ,kemer
930,wählen::V,ಆರಿಸು,choaz
931,auswählen::V,ಆಯಿ,dibab
932,bewahren::V,ರಕ್ಷಿಸಿಡು,mirout
933,behindern::V,ಅಡ್ಡಿಮಾಡು,diaezañ
934,verderben::V,ಕೆಡಿಸು,lovrañ
935,beschädigen::V,ಹಾಳುಮಾಡು,gwallegañ
936,zerbrechen::V,ಮುರಿ,torriñ
937,zerreißen::V,ಸೀಳು,diroegiñ
938,zerstören::V,ಅಳಿಸು,distrujañ
939,verbrennen::V,ಸುಡು,deviñ
940,geben::V,ಕೊಡು,reiñ
941,reichen::V,ಕೊಡು,
942,schenken::V,ಅರ್ಪಿಸು,donezonañ
943,versprechen::V,ವಾಗ್ದಾನಮಾಡು,prometiñ
944,wünschen::V,ಬಯಸು,hetiñ
945,loben::V,ಹೊಗಳು,feurmiñ
946,küssen::V,ಚುಂಬಿಸು,pokat
947,wiegen::V,ತೂಗು,pouezañ
948,zudecken::V,ಹಾಸು,goloiñ
949,wecken::V,ಎಬ್ಬಿಸು,dihuniñ
950,zeigen::V,ತೋರಿಸು,diskouez
951,führen::V,ದಾರಿತೋರಿಸು,kas
952,lehren::V,ಕಲಿಸು,deskiñ
953,unterrichten::V,ಬೋಧಿಸು,kelenn
954,aufziehen::V,ಸಲಹು,
955,leiten::V,ಮುಂದಾಳಾಗಿರು ,bleinañ
956,antreiben::V,ಓಡಿಸು,poulzañ
957,lassen::V,ಮಾಡಲುಬಿಡು,leuskel
958,einladen::V,ಆಹ್ವಾನಿಸು,pediñ
959,vereinigen::V,ಒಂದಾಗು,unisañ
960,besuchen::V,ಭೇಟಿಯಾಗು,gweladenniñ
961,treffen::V,ಸಂಧಿಸು,kejal
962,treffen::V,ಸಂಧಿಸು,ankontrañ
963,sich versammeln::V,ನೆರೆ,bodennañ
964,spielen::V,ಆಡು,c'hoari
965,singen::V,ಹಾಡು,kanañ
966,tanzen::V,ಕುಣಿ,dañsal
967,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,dispartiañ
968,verlassen::V,ಕಳೆ,lezel
969,retten::V,ರಕ್ಷಿಸು,saveteiñ
970,bewachen::V,ಕಾಪಾಡು,mesa
971,schützen::V,ಸಂರಕ್ಷಿಸು,diwall
972,verteidigen::V,ಕಾಪಿಡು,difenn
973,sich schlagen::V,ಕಿತ್ತಾಟ,lopañ
974,schießen::V,ಎಸೆ,
975,siegen::V,ಗೆಲ್ಲು,trec'hiñ
976,ärgern::V,ರೇಗಿಸು,hegasiñ
977,schlagen::V,ಹೊಡೆ,skeiñ
978,treten::V,ಒದೆ,botaouiñ
979,stechen::V,ಚುಚ್ಚು,pikat
980,stoßen::V,ತಳ್ಳು,stokañ
981,stehlen::V,ಕದಿ,laerezh
982,stören::V,ಕತಕು,direnkañ
983,belästigen::V,ತೊಂದರೆ,dregasiñ
984,verbergen::V,ಮರೆಮಾಜು,skoachañ
985,täuschen::V,ಠಕ್ಕಿಸು,tromplañ
986,betrügen::V,ವಂಚಿಸು,lorbañ
987,töten::V,ಕೊಲ್ಲು,lazhañ
988,wohnen::V,ವಾಸಿಸು,bezañ o chom
989,arbeiten::V,ಕೆಲಸ ಮಾಡು,labourat
990,sammeln::V,ಸಂಚಯಿಸು,dastum
991,pflücken::V,ಬಿಡಿಸು,kuntuilhañ
992,jagen::V,ಬೇಟೆಯಾಡು,chaseal
993,fischen::V,ಮೀನು ಹಿಡಿ,pesketa
994,fassen::V,ಹಿಡಿ,pakañ
995,hüten::V,ಗುಂಪುಸೇರಿಸು,geota
996,treiben::V,ದಬ್ಬು,
997,anbinden::V,ಬಿಗಿ,stagañ
998,füttern::V,ಮೇಯಿಸು,boueta
999,melken::V,ಹಾಲು ಕರೆ,goro
1000,hacken::V,ತುಂಡರಿಸು,difrakal
1001,gießen::V,ನೀರುಹಾಕು,dourañ
1002,reifen::V,ಕಳಿ,azviñ
1003,zubereiten::V,ಅಡಿಗೆಮಾಡು,keginañ
1004,kochen::V,ಅಡು,poazhañ
1005,backen::V,ಬೇಯಿಸು,fritañ
1006,braten::V,ಕರಿ,rostañ
1007,umrühren::V,ಕಲಕು,
1008,stricken::V,ಹೆಣೆ,stammañ
1009,nähen::V,ಹೊಲಿ,gwriat
1010,färben::V,ಬಣ್ಣ ಹತ್ತು,livañ
1011,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,naetañ
1012,waschen::V,ತೊಳೆ,gwalc'hiñ
1013,abwischen::V,ಒರಸು,torchañ
1014,spülen::V,ಗಲಬರಿಸು,disgwalc'hiñ
1015,fegen::V,ಗುಡಿಸು,skubañ
1016,kehren::V,ಗುಡಿಸು,skubañ
1017,baden::V,ಸ್ನಾನಮಾಡು,kouronkañ
1018,sich waschen::V,ತೊಳೆ,en em walc'hiñ
1019,ausziehen::V,ಬಿಚ್ಚು,
1020,anziehen::V,ಹಾಕು,
1021,sich anziehen::V,ಹಾಕು,gwiskañ
1022,kämmen::V,ಬಾಚು,kribat
1023,schmücken::V,ಅಲಂಕರಿಸು,kinklañ
1024,sagen::V,ಹೇಳು,larêt
1025,sagen::V,ಹೇಳು,lavaret
1026,sprechen::V,ನುಡಿ,komz
1027,reden::V,ನುಡಿ,kaozeal
1028,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,balbotal
1029,fragen::V,ವಿಚಾರಿಸು,goulenn
1030,bitten::V,ಬೇಡು,goulenn
1031,erzählen::V,ಹೇಳು,kontañ
1032,mitteilen::V,ತಿಳಿಸು,kemenn
1033,nennen::V,ಹೆಸರಿಡು,anviñ
1034,rufen::V,ಕರೆ,gelver
1035,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,fougeal
1036,übersetzen::V,ಭಾಷಾಂತರಿಸು,treiñ
1037,denken::V,ಯೋಚಿಸು,soñjal
1038,glauben::V,ನಂಬು,krediñ
1039,bemerken::V,ಗಮನಿಸು,apresevañ
1040,erkennen::V,ಗುರುತುಹಿಡಿ,anavout
1041,begreifen::V,ಗ್ರಹಿಸು,meizañ
1042,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,kompren
1043,lernen::V,ಕಲಿ,deskiñ
1044,wissen::V,ಅರಿ,gouzout
1045,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,kaout soñj e
1046,vergessen::V,ಮರೆತುವಿಡು,ankouaat
1047,messen::V,ಅಳೆ,muzuliañ
1048,zählen::V,ಗಣಿಸು,kontañ
1049,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,jedañ
1050,lesen::V,ಓದು,lenn
1051,malen::V,ಬಿಡಿಸು,livañ
1052,zeichnen::V,ಬಿಡಿಸು,tresañ
1053,schreiben::V,ಬರೆ,skrivañ
1054,besitzen::V,ಒಡೆಯನಾಗಿರು,kaout
1055,kaufen::V,ಕೊಳ್ಳು,prenañ
1056,verkaufen::V,ಕೊಡು,gwerzhañ
1057,bezahlen::V,ಬೆಲೆತೆರು,paeañ
1058,zahlen::V,ಹಣವನ್ನುಕೊಡು,paeañ
1059,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,mestroniañ
1060,ertragen::V,ಸಹಿಸು,anduriñ
