,Concept_ID,et,ja
851,sinken::V,vajuma,下がる
852,sinken::V,langema,下がる
853,abnehmen::V,vähenema,減る
854,abnehmen::V,kahenema,減る
855,zunehmen::V,kasvama,増える
856,steigen::V,tõusma,上がる
857,steigen::V,üles minema,上がる
858,wachsen::V,kasvama,伸びる
859,glänzen::V,läikimä,輝く
860,funkeln::V,sädelema,ぴかぴか光る
861,lärmen::V,lärmama,騒ぐ
862,läuten::V,helisema,鳴る
863,klingeln::V,helisema,鳴る
864,klirren::V,kõlisema,がらんがらんと鳴る
865,brausen::V,kohisema,逆巻く
866,rauschen::V,kohisema,戦ぐ
867,klingen::V,kõlama,鳴る
868,bellen::V,haukuma,吠える
869,heulen::V,uluma,きゃんきゃん鳴く
870,blasen::V,puhuma,吹く
871,pfeifen::V,vilistama,口笛を吹く
872,schreien::V,karjuma,叫ぶ
873,stöhnen::V,oigama,うめく
874,zittern::V,värisema,震える
875,leben::V,elama,生きている
876,leben::V,elus olema,生きている
877,geboren werden::V,sündima,生まれる
878,atmen::V,hingama,呼吸する
879,trinken::V,jooma,飲む
880,essen::V,sööma,食べる
881,schlucken::V,neelama,飲み込む
882,müde werden::V,väsima,眠くなる
883,einschlafen::V,uinuma,寝付く
884,schlafen::V,magama,眠る
885,aufwachen::V,ärkama,目が覚める
886,aufstehen::V,ärkama,起きる
887,aufstehen::V,üles tõusma,起きる
888,sich erholen::V,puhkama,休養する
889,krank werden::V,haigestuma,病気になる
890,krank werden::V,haigeks jääma,病気になる
891,krank sein::V,haige olema,病気である
892,schmerzen::V,valutama,痛む
893,husten::V,köhima,咳をする
894,genesen::V,toibuma,元気になる
895,sterben::V,surema,死ぬ
896,sterben::V,surema,亡くなる
897,umkommen::V,surma saama,死亡する
898,sich bewegen::V,liikuma,移動する
899,sich rühren::V,liikuma,動く
900,sich erheben::V,kerkima,立ち上がる
901,sich setzen::V,istet võtma,座る
902,hinfallen::V,kukkuma,転ぶ
903,hinfallen::V,maha kukkuma,転ぶ
904,laufen::V,kõndima,歩く
905,schreiten::V,astuma,跨ぐ
906,spazierengehen::V,jalutama,散歩する
907,eilen::V,ruttama,急ぐ
908,eilen::V,kiirustama,急ぐ
909,sich beeilen::V,ruttama,焦る
910,sich beeilen::V,kiirustama,焦る
911,sausen::V,kihutama,疾駆する
912,sausen::V,tormama,疾駆する
913,rennen::V,jooksma,走る
914,rennen::V,kihutama,走る
915,springen::V,hüppama,跳ぶ
916,klettern::V,ronima,よじ登る
917,schaukeln::V,kiikuma,ぶらんこに乗る
918,kriechen::V,roomama,這う
919,schwimmen::V,ujuma,泳ぐ
920,tauchen::V,sukelduma,潜る
921,rudern::V,sõudma,漕ぐ
922,fahren::V,sõitma,行く
923,fahren::V,sõitma,乗車する
924,fliegen::V,lendama,飛ぶ
925,gehen::V,käima,行く
926,gehen::V,minema,行く
927,weggehen::V,ära minema,立ち去る
928,weggehen::V,välja minema,立ち去る
929,abfahren::V,väljuma,出発する
930,abfahren::V,ära sõitma,出発する
931,anhalten::V,peatuma,止まる
932,hineingehen::V,sisenema,入る
933,hineingehen::V,sisse minema,入る
934,eintreten::V,sisenema,中に入る
935,eintreten::V,sisse astuma,中に入る
936,kommen::V,tulema,来る
937,ankommen::V,saabuma,着く
938,ankommen::V,saabuma,到着する
939,zurückkommen::V,tagasi tulema,帰る
940,bleiben::V,jääma,留まる
941,warten::V,ootama,待つ
942,erwarten::V,ootama,期待する
943,erwarten::V,lootma,期待する
944,suchen::V,otsima,探る
945,finden::V,leidma,見つける
946,versuchen::V,püüdma,試す
947,versuchen::V,üritama,試す
948,versuchen::V,katsetama,試す
949,vorbereiten::V,valmistama,準備する
950,lieben::V,armastama,愛する
951,mögen::V,sallima,好きである
952,mögen::V,meeldima,好きである
953,lachen::V,naerma,笑う
954,rühren::V,liigutama,感情を動かす
955,rühren::V,heldima panema,感情を動かす
956,weinen::V,nutma,泣く
957,schimpfen::V,sõimama,叱る
958,sich ärgern::V,ärrituma,怒る
959,sich ärgern::V,ärrituma,腹を立てる
960,sich ärgern::V,vihastuma,怒る
961,sich ärgern::V,vihastuma,腹を立てる
962,sich fürchten::V,kartma,怖がる
963,sich fürchten::V,hirmu tundma,怖がる
964,fürchten::V,kartma,恐れる
965,fliehen::V,põgenema,逃げる
966,flüchten::V,põgenema,逃亡する
967,sehen::V,nägema,見る
968,anschauen::V,vaatama,眺める
969,ansehen::V,vaatama,見る
970,hören::V,kuulma,聞く
971,zuhören::V,kuulama,聴く
972,probieren::V,proovima,食べてみる
973,riechen::V,nuusutama,気取る
974,fühlen::V,tundma,感じる
975,scheinen::V,näida,ように見える
976,scheinen::V,ilmuda,ように見える
977,zu sehen sein::V,ilmuma,見える
978,vernehmen::V,üle kuulama,承る
979,frieren::V,külmetada,寒気がする
980,tun::V,tegema,する
981,können::V,võima,出来る
982,können::V,oskama,出来る
983,wollen::V,tahtma,-たい
984,anfangen::V,hakkama,始める
985,anfangen::V,alustama,始める
986,beenden::V,lõpetama,終える
987,aufhören::V,lakkama,止める
988,gelingen::V,õnnestuma,成功する
989,geraten::V,jõudma,当たる
990,öffnen::V,avama,開く
991,öffnen::V,avama,開ける
992,schließen::V,sulgema,閉める
993,stellen::V,panema,置く
994,stellen::V,panema,据える
995,stellen::V,asetama,置く
996,stellen::V,asetama,据える
997,setzen::V,panema,座らせる
998,legen::V,panema,置く
999,legen::V,asetama,置く
1000,berühren::V,riivama,触る
1001,berühren::V,riivama,触れる
1002,berühren::V,puudutama,触る
1003,berühren::V,puudutama,触れる
1004,verbinden::V,ühendama,結びつける
1005,bedecken::V,katma,覆う
1006,aufhängen::V,riputama,掛ける
1007,anzünden::V,süütama,燃やす
1008,anzünden::V,süütama,火をつける
1009,aufheben::V,üles tõstma,拾う
1010,zurücklassen::V,jätma,残す
1011,verlieren::V,kaotama,無くす
1012,fallen lassen::V,maha pillama,落とす
1013,fallen lassen::V,kukkuda laskma,落とす
1014,machen::V,tegema,作る
1015,herstellen::V,valmistama,製造する
1016,bauen::V,ehitama,建設する
1017,reparieren::V,parandama,直す
1018,reparieren::V,parandama,修理する
1019,verbessern::V,parandama,改良する
1020,ändern::V,muutma,変える
1021,ändern::V,ümber tegema,変える
1022,graben::V,kaevama,掘る
1023,beugen::V,painutama,折る
1024,biegen::V,painutama,曲げる
1025,drehen::V,keerama,回す
1026,wenden::V,ümber pöörama,裏返す
1027,umdrehen::V,ümber keerama,裏返す
1028,heben::V,tõstma,挙げる
1029,hochheben::V,üles tõstma,持ち上げる
1030,hochheben::V,kõrgele tõstma,持ち上げる
1031,ergreifen::V,haarama,取り上げる
1032,halten::V,hoidma,持つ
1033,drücken::V,pigistama,押す
1034,schieben::V,lükkama,ずらす
1035,kratzen::V,kraapima,引っ掻く
1036,lecken::V,lakkuma,なめる
1037,beißen::V,purema,噛む
1038,beißen::V,hammustama,噛む
1039,abreißen::V,rebima,剝ぎ取る
1040,abreißen::V,ära rebima,剝ぎ取る
1041,abschneiden::V,ära lõikama,切り取る
1042,binden::V,siduma,縛る
1043,stecken::V,pistma,差し込む
1044,brechen::V,murdma,破る
1045,klopfen::V,koputama,とんとん叩く
1046,hauen::V,lööma,叩く
1047,kleben::V,kleepima,貼る
1048,kleben::V,kleepima,くっ付ける
1049,reiben::V,hõõruma,擦る
1050,streichen::V,silitama,塗る
1051,schleifen::V,lihvima,研ぐ
1052,schleifen::V,teritama,研ぐ
1053,schneiden::V,lõikama,切る
1054,rütteln::V,raputama,揺さぶる
1055,schütteln::V,raputama,振る
1056,schütteln::V,raputama,揺さぶる
1057,schütteln::V,loksutama,振る
1058,schütteln::V,loksutama,揺さぶる
1059,schwenken::V,vehkima,振る
1060,schwenken::V,lehvitama,振る
1061,schütten::V,kallama,注ぐ
1062,füllen::V,täitma,いっぱいにする
1063,einwickeln::V,sisse mähkima,包む
1064,tragen::V,kandma,運ぶ
1065,schleppen::V,tassima,引きずる
1066,schleppen::V,lohistama,引きずる
1067,ziehen::V,vedama,引く
1068,ziehen::V,tõmbama,引く
1069,aufbewahren::V,säilitama,預かる
1070,aufbewahren::V,alal hoidma,預かる
1071,werfen::V,viskama,投げる
1072,fangen::V,püüdma,受ける
1073,packen::V,kinni haarama,掴む
1074,packen::V,kinni võtma,掴む
1075,verstecken::V,peitma,隠す
1076,teilen::V,jagama,分ける
1077,teilen::V,jaotama,分ける
1078,schicken::V,saatma,送る
1079,bringen::V,viima,持って行く
1080,hinzufügen::V,lisama,加える
1081,bekommen::V,saama,得る
1082,erhalten::V,saama,受ける
1083,nehmen::V,võtma,取る
1084,wählen::V,valima,選ぶ
1085,auswählen::V,valima,選ぶ
1086,bewahren::V,hoidma,保存する
1087,behindern::V,takistama,妨害する
1088,verderben::V,rikkuma,台無しにする
1089,beschädigen::V,rikkuma,損傷する
1090,zerbrechen::V,katki tegema,割る
1091,zerreißen::V,katki rebima,引き裂く
1092,zerstören::V,purustama,破壊する
1093,verbrennen::V,põletama,焼く
1094,geben::V,andma,上げる
1095,reichen::V,andma,渡す
1096,reichen::V,ulatama,渡す
1097,schenken::V,kinkima,贈る
1098,versprechen::V,lubama,約束する
1099,versprechen::V,tõotama,約束する
1100,wünschen::V,soovima,望む
1101,loben::V,kiitma,褒める
1102,küssen::V,suudlema,キスする
1103,wiegen::V,hällitama,揺する
1104,zudecken::V,kaanetama,覆う
1105,zudecken::V,kinni katma,覆う
1106,wecken::V,äratama,起こす
1107,zeigen::V,näitama,見せる
1108,führen::V,juhatama,案内する
1109,lehren::V,õpetama,教える
1110,unterrichten::V,õpetama,通知する
1111,aufziehen::V,üles kasvatama,育てる
1112,leiten::V,juhtima,導く
1113,antreiben::V,ergutama,励ます
1114,lassen::V,laskma,～させる
1115,einladen::V,kutsuma,誘う
1116,einladen::V,kutsuma,招待する
1117,vereinigen::V,ühendama,一つにする
1118,besuchen::V,külastama,訪ねる
1119,treffen::V,kohtama,出会う
1120,sich versammeln::V,kogunema,集まる
1121,spielen::V,mängima,遊ぶ
1122,singen::V,laulma,歌う
1123,tanzen::V,tantsima,踊る
1124,sich trennen::V,lahku minema,別れる
1125,verlassen::V,maha jätma,別れる
1126,retten::V,päästma,救う
1127,retten::V,päästma,助ける
1128,bewachen::V,valvama,見張る
1129,bewachen::V,valvama,軽微する
1130,schützen::V,kaitsma,保護する
1131,verteidigen::V,kaitsma,守る
1132,sich schlagen::V,kaklema,殴る
1133,schießen::V,tulistama,撃つ
1134,siegen::V,võitma,勝つ
1135,ärgern::V,ärritama,怒らせる
1136,ärgern::V,vihastama,怒らせる
1137,schlagen::V,lööma,殴る
1138,treten::V,sõtkuma,蹴る
1139,stechen::V,pistma,突く
1140,stechen::V,torkama,突く
1141,stoßen::V,tõukama,突く
1142,stehlen::V,varastama,盗る
1143,stören::V,segama,構う
1144,stören::V,häirima,構う
1145,belästigen::V,ahistama,邪魔する
1146,verbergen::V,peitma,隠す
1147,verbergen::V,varjama,隠す
1148,täuschen::V,petma,だます
1149,täuschen::V,tüssama,だます
1150,betrügen::V,petma,だます
1151,betrügen::V,tüssama,だます
1152,betrügen::V,truudust murtma,だます
1153,töten::V,tapma,殺す
1154,töten::V,surmama,殺す
1155,wohnen::V,elama,住む
1156,arbeiten::V,töötama,働く
1157,sammeln::V,koguma,集める
1158,sammeln::V,koguma,収集する
1159,sammeln::V,korjama,集める
1160,sammeln::V,korjama,収集する
1161,pflücken::V,noppima,摘む
1162,jagen::V,jahtima,狩りをする
1163,fischen::V,kalastama,釣る
1164,fischen::V,kala püüdma,釣る
1165,fassen::V,püüdma,捕る
1166,hüten::V,karjatama,放牧する
1167,treiben::V,ajama,追う
1168,anbinden::V,kinni siduma,繋ぐ
1169,füttern::V,söötma,餌をやる
1170,melken::V,lüpsma,搾乳する
1171,hacken::V,raiuma,刻む
1172,hacken::V,lõhkuma,刻む
1173,gießen::V,kastma,水をやる
1174,reifen::V,valmima,熟す
1175,zubereiten::V,valmistama,調理する
1176,kochen::V,keetma,煮る
1177,backen::V,küpsetama,焼く
1178,braten::V,praadima,焼く
1179,braten::V,praadima,炒める
1180,umrühren::V,segama,混ぜる
1181,stricken::V,kuduma,編む
1182,nähen::V,õmblema,縫う
1183,färben::V,värvima,染める
1184,reinigen::V,puhastama,掃除する
1185,waschen::V,pesema,洗う
1186,waschen::V,pesema,洗濯する
1187,abwischen::V,puhtaks pühkima,拭く
1188,spülen::V,uhtma,洗う
1189,spülen::V,uhtma,すすぐ
1190,fegen::V,pühkima,掃除する
1191,kehren::V,pühkima,掃く
1192,baden::V,suplema,入浴する
1193,baden::V,kümblema,入浴する
1194,sich waschen::V,end pesema,洗う
1195,ausziehen::V,käest võtma,脱ぐ
1196,ausziehen::V,jalast võtma,脱ぐ
1197,ausziehen::V,seljast võtma,脱ぐ
1198,anziehen::V,jalga panema,着る
1199,sich anziehen::V,riietuma,着る
1200,kämmen::V,kammima,梳く
1201,schmücken::V,kaunistama,飾る
1202,sagen::V,ütlema,言う
1203,sprechen::V,rääkima,話す
1204,sprechen::V,kõnelema,話す
1205,reden::V,kõnelema,話す
1206,sich unterhalten::V,vestlema,話をする
1207,fragen::V,küsima,聞く
1208,bitten::V,paluma,頼む
1209,bitten::V,paluma,お願いする
1210,erzählen::V,jutustama,物語る
1211,mitteilen::V,teatama,伝える
1212,mitteilen::V,teada andma,伝える
1213,nennen::V,nimetama,名づける
1214,rufen::V,kutsuma,呼ぶ
1215,prahlen::V,hooplema,自慢する
1216,übersetzen::V,tõlkima,訳す
1217,denken::V,mõtlema,考える
1218,glauben::V,uskuma,信じる
1219,bemerken::V,märkama,気が付く
1220,erkennen::V,ära tundma,認識する
1221,begreifen::V,aru saama,分かる
1222,verstehen::V,mõistma,聞き取る
1223,lernen::V,õppima,学ぶ
1224,lernen::V,õppima,勉強する
1225,wissen::V,teadma,知っている
1226,sich erinnern an::V,mäletama,思い出す
1227,vergessen::V,unustama,忘れる
1228,messen::V,mõõtma,計る
1229,messen::V,mõõtma,測定する
1230,zählen::V,loendama,数える
1231,rechnen::V,arvutama,計算する
1232,lesen::V,lugema,読む
1233,malen::V,maalima,描く
1234,zeichnen::V,joonistama,写生する
1235,schreiben::V,kirjutama,書く
1236,besitzen::V,omama,所持する
1237,kaufen::V,ostma,買う
1238,verkaufen::V,müüma,売る
1239,bezahlen::V,tasuma,払う
1240,zahlen::V,maksma,支払う
1241,beherrschen::V,valitsema,支配する
1242,ertragen::V,taluma,耐える
