,Concept_ID,ka,uk
167,Eichhörnchen::N,ციყვი,білка
168,Elch::N,ცხენ-ირემი,лось
169,Fuchs::N,მელა,лисиця
170,Hase::N,კურდღელი,заєць
171,Maus::N,თაგვი,миша
172,Wolf::N,მგელი,вовк
173,Vogel::N,ჩიტი,птах
174,Vogel::N,ფრინველი,птах
175,Schwarm::N,გუნდი,зграя
176,Huhn::N,დედალი,курка
177,Hahn::N,მამალი,півень
178,Gans::N,ბატი,гуска
179,Adler::N,არწივი,орел
180,Ente::N,იხვი,качка
181,Eule::N,ბუ,сова
182,Kranich::N,წერო,журавель
183,Krähe::N,ყვავი,ворона
184,Kuckuck::N,გუგული,зозуля
185,Schwan::N,გედი,лебідь
186,Fisch::N,თევზი,риба
187,Barsch::N,ქორჭილა,окунь
188,Hecht::N,ქარიყლაპია,щука
189,Schlange[Tier]::N,გველი,змія
190,Wurm::N,ჭია,черв’як
191,Spinne::N,ობობა,павук
192,Ameise::N,ჭიანჭველა,мурашка
193,Laus::N,ტილი,воша
194,Laus::N,მკბენარი,воша
195,Mücke::N,კოღო,комар
196,Fliege::N,ბუზი,муха
197,Schmetterling::N,პეპელა,метелик
198,Beere::N,კენკრა,ягода
199,Apfel::N,ვაშლი,яблуко
200,Pilz::N,სოკო,гриб
201,Zwiebel::N,ხახვი,цибуля
202,Saat::N,თესლი,сім’я
203,Korn::N,მარცვალი,зерно
204,Heu::N,თივა,сіно
205,Schale::N,ჩენჩო,шкірка
206,Grube::N,ორმო,яма
207,Falle::N,ხაფანგი,пастка
208,Schlinge::N,მახე,петля
209,Spur::N,კვალი,слід
210,Asche::N,ფერფლი,зола
211,Asche::N,ფერფლი,попіл
212,Dreck::N,ტალახი,бруд
213,Dreck::N,სიბინძურე,бруд
214,Eisen::N,რკინა,залізо
215,Gold::N,ოქრო,золото
216,Silber::N,ვერცხლი,срібло
217,Kohle::N,ნახშირი,вугілля
218,Glas::N,მინა,скло
219,Lehm::N,თიხა,глина
220,Sand::N,ქვიშა,пісок
221,Mensch::N,ადამიანი,людина
222,Mann::N,კაცი,чоловік
223,Frau::N,ქალი,жінка
224,Kind::N,ბავშვი,дитина
225,Junge::N,ვაჟი,хлопець
226,Mädchen::N,გოგო,дівчина
227,Familie::N,ოჯახი,сім’я
228,Familie::N,ოჯახი,родина
229,Großvater::N,პაპა,дідусь
230,Großvater::N,ბაბუა,дідусь
231,Großmutter::N,ბებია,бабуся
232,Großmutter::N,დიდედა,бабуся
233,Eltern::N,მშობლები,батьки
234,Vater::N,მამა,батько
235,Mutter::N,დედა,мати
236,Sohn::N,ვაჟიშვილი,син
237,Tochter::N,ქალიშვილი,дочка
238,Bruder::N,ძმა,брат
239,Schwester::N,და,сестра
240,Onkel::N,ბიძა,дядько
241,Tante::N,დეიდა,тітка
242,Tante::N,მამიდა,тітка
243,Ehemann::N,ქმარი,чоловік
244,Ehefrau::N,ცოლი,жінка
245,Ehefrau::N,ცოლი,дружина
246,Freude::N,სიხარული,радощі
247,Gelächter::N,სიცილი,сміх
248,Glück::N,ბედნიერება,щастя
249,Kummer::N,მწუხარება,горе
250,Wunsch::N,წადილი,бажання
251,Wunsch::N,სურვილი,бажання
252,Lust::N,წადილი,бажання
253,Geist::N,სული,дух
254,Gedanke::N,ფიქრი,думка
255,Gedächtnis::N,მეხსიერება,пам’ять
256,Verstand::N,ჭკუა,розум
257,Verstand::N,გონება,розум
258,Sinn::N,მნიშვნელობა,зміст
259,Sinn::N,მნიშვნელობა,значення
260,Grund::N,მიზეზი,причина
261,Wahrheit::N,სიმართლე,правда
262,Wahrheit::N,ჭეშმარიტება,правда
263,Gespräch::N,ბაასი,розмова
264,Gespräch::N,საუბარი,розмова
265,Märchen::N,არაკი,байка
266,Märchen::N,ზღაპარი,байка
267,Erzählung::N,თქმულება,повість
268,Erzählung::N,თქმულება,оповідання
269,Nachricht::N,ცნობა,повідомлення
270,Nachricht::N,ამბავი,повідомлення
271,Neuigkeit::N,სიახლე,новина
272,Name::N,სახელი,ім’я
273,Rätsel::N,გამოცანა,загадка
274,Rede::N,სიტყვა,промова
275,Sprache::N,ენა,мова
276,Stimme::N,ხმა,голос
277,Wort::N,სიტყვა,слово
278,Zeichen::N,ნიშანი,знак
279,Ruf::N,ძახილი,оклик
280,Lärm::N,ხმაური,шум
281,Laut::N,ხმა,звук
282,Laut::N,ბგერა,звук
283,Ton::N,ტონი,тон
284,Lied::N,სიმღერა,пісня
285,Ruhe::N,სიწყნარე,спокій
286,Leute::N,ადამიანები,люди
287,Volk::N,ერი,народ
288,Volk::N,ხალხი,народ
289,Arbeit::N,მუშაობა,робота
290,Gast::N,სტუმარი,гість
291,Geschenk::N,საჩუქარი,подарунок
292,Spiel::N,თამაში,гра
293,Gesellschaft::N,საზოგადოება,товариство
294,Hilfe::N,შველა,допомога
295,Hilfe::N,დახმარება,допомога
296,Freund::N,მეგობარი,друг
297,Freund::N,მეგობარი,приятель
298,Kamerad::N,ამხანაგი,товариш
299,Angelegenheit::N,საქმე,справа
300,Anzahl::N,ოდენობა,число
301,Art::N,სახეობა,рід
302,Stück::N,ნატეხი,кусок
303,Teil::N,წილი,частина
304,Hälfte::N,ნახევარი,половина
305,Kreis::N,წრე,круг
306,Kreis::N,წრე,коло
307,Kreuz::N,ჯვარი,хрест
308,Linie::N,ხაზი,лінія
309,Strich::N,შტრიხი,штрих
310,Abstand::N,მანძილი,проміжок
311,Entfernung::N,სიშორე,відстань
312,Gegend::N,არე,місцевість
313,Gegend::N,მხარე,місцевість
314,Platz::N,ფართობი,площа
315,Ort::N,ადგილი,місце
316,Seite::N,მხარე,сторона
317,Mitte::N,შუა,середина
318,Gegenstand::N,საგანი,предмет
319,Sache::N,ნივთი,річ
320,Rand::N,კიდე,край
321,Kante::N,ნაწიბული,ребро
322,Ecke::N,კუთხე,ріг
323,Spitze::N,წვეტი,кінчик
324,Ende::N,ბოლო,кінець
325,Loch::N,ხვრელი,діра
326,Winkel::N,კუთხე,куток
327,Muster::N,მოხატულობა,узор
328,Größe::N,ზომა,розмір
329,Größe::N,სიდიდე,розмір
330,Länge::N,სიგრძე,довжина
331,Höhe::N,სიმაღლე,висота
332,Gewicht::N,წონა,вага
333,Menge::N,რაოდენობა,кількість
334,Haufen::N,გროვა,купа
335,Reihe::N,რიგი,ряд
336,Reihe::N,წყება,ряд
337,Boot::N,გემი,човен
338,Ruder::N,ხოფი,весло
339,Ruder::N,ნიჩაბი,весло
340,Schlitten::N,მარხილი,сани
341,Ski::N,თხილამური,лижа
342,Lagerfeuer::N,კოცონი,вогнище
343,Last::N,ტვირთი,тягар
344,Last::N,ტვირთი,вантаж
345,Gang::N,სვლა,хід
346,Schritt::N,ბიჯი,крок
347,Norden::N,ჩრდილოეთი,північ
348,Süden::N,სამხრეთი,південь
349,Westen::N,დასავლეთი,захід
350,Osten::N,აღმოსავლეთი,схід
351,Holz::N,ხე,дрова
352,Brett::N,დაფა,дошка
353,Brett::N,ფიცარი,дошка
354,Platte::N,თლილი ქვა,плита
355,Stütze::N,საყრდენი,підпірка
356,Stange::N,ჭოკი,жердина
357,Stock::N,კეტი,палиця
358,Stab::N,ლატანი,палиця
359,Rohr::N,მილაკი,труба
360,Haus::N,სახლი,дім
361,Haus::N,სახლი,хата
362,Heim::N,ოჯახის კერა,житло
363,Ofen::N,ღუმელი,піч
364,Fußboden::N,იატაკი,підлога
365,Tisch::N,სუფრა,стіл
366,Tisch::N,მაგიდა,стіл
367,Stuhl::N,სკამი,стілець
368,Wiege::N,აკვანი,колиска
369,Bett::N,საწოლი,ліжко
370,Bett::N,საწოლი,постіль
371,Bett::N,სარეცელი,ліжко
372,Bett::N,სარეცელი,постіль
373,Regal::N,თაროები,полиця
374,Kiste::N,ყუთი,ящик
375,Kiste::N,სკივრი,ящик
376,Fenster::N,ფანჯარა,вікно
377,Fenster::N,სარკმელი,вікно
378,Tür::N,ბჭე,двері
379,Tür::N,კარი,двері
380,Tor::N,ჭიშკარი,ворота
381,Zaun::N,ღობე,паркан
382,Zaun::N,ღობე,огорожа
383,Zaun::N,გალავანი,паркан
384,Zaun::N,გალავანი,огорожа
385,Dach::N,სახურავი,дах
386,Leiter::N,კიბე,драбина
387,Besen::N,ცოცხი,мітла
388,Spaten::N,ნიჩაბი,заступ
389,Schaufel::N,ბარი,совок
390,Schaufel::N,ბარი,лопата
391,Gabel::N,ჩანგალი,виделка
392,Löffel::N,კოვზი,ложка
393,Messer::N,დანა,ніж
394,Nagel::N,ლურსმანი,цвях
395,Netz::N,ბადე,сіть
396,Haken::N,კავი,крюк
397,Haken::N,კაუჭი,крюк
398,Griff::N,ტარი,ручка
399,Griff::N,ტარი,держак
400,Schloss::N,კლიტე,замок
401,Schloss::N,საკეტი,замок
402,Bild::N,სურათი,картина
403,Figur::N,ფიგურა,фігура
404,Puppe::N,თოჯინა,лялька
405,Beutel::N,პარკი,мішечок
406,Beutel::N,პარკი,торбинка
407,Bündel::N,გალა,в’язка
408,Bündel::N,ასხმა,в’язка
409,Tasche::N,ჩანთა,сумка
410,Eimer::N,ჩამჩა,відро
411,Deckel::N,ხუფი,кришка
412,Deckel::N,სარქველი,кришка
413,Geschirr::N,ჭურჭელი,посуд
414,Sack::N,ტომარა,мішок
415,Tasse::N,ფინჯანი,чашка
416,Topf::N,ქოთანი,горщик
417,Kessel::N,ქვაბი,котел
418,Essen::N,ჭამა,їжа
419,Nahrung::N,საზრდო,харч
420,Nahrung::N,საკვები,харч
421,Speise::N,საჭმელი,страва
422,Fleisch::N,ხორცი,м’ясо
423,Getreide::N,მარცვლოვანი,хліб
424,Getreide::N,მარცვლოვანი,збіжжя
425,Brei::N,ფაფა,каша
426,Brot::N,პური,хліб
427,Scheibe::N,ნაჭერი,скибочка
428,Fett::N,ქონი,жир
429,Fett::N,ცხიმი,жир
430,Butter::N,კარაქი,масло
431,Öl::N,ზეთი,олія
432,Salz::N,მარილი,сіль
433,Suppe::N,სუფი,суп
434,Honig::N,თაფლი,мед
435,Milch::N,რძე,молоко
436,Tee::N,ჩაი,чай
437,Leder::N,ტყავი,шкіра
438,Wolle::N,მატყლი,шерсть
439,Stoff::N,ქსოვილი,тканина
440,Nadel::N,ნემსი,голка
441,Faden::N,ძაფი,нитка
442,Faden::N,მკედი,нитка
443,Knopf::N,ღილი,ґудзик
444,Knoten::N,ნასკვი,вузол
445,Farbe::N,საღებავი,фарба
446,Kleidung::N,ტანსაცმელი,одяг
447,Kleidung::N,ტანსაცმელი,убрання
448,Hemd::N,ხალათი,сорочка
449,Hemd::N,პერანგი,сорочка
450,Kragen::N,საყელო,комір
451,Ärmel::N,სახელო,рукав
452,Hose::N,შარვალი,брюки
453,Gürtel::N,ქამარი,пояс
454,Mütze::N,ქუდი,шапка
455,Schuh::N,ფეხსაცმელი,ботинок
456,Stiefel::N,ჩექმა,чобіт
457,Ring::N,ბეჭედი,кільце
458,Band::N,ბაფთი,стрічка
459,Kamm::N,სავარცხელი,гребінець
460,Spiegel::N,სარკე,дзеркало
461,Riemen::N,ღვედი,ремінь
462,Schnur::N,ლარი,вірьовка
463,Leine::N,ჯაჭვი,шворка
464,Decke::N,საბანი,ковдра
465,Kissen::N,ბალიში,подушка
466,Tuch::N,მაუდი,хустка
467,Tuch::N,თავშალი,хустка
468,Handtuch::N,ხელსახოცი,рушник
469,Kraft::N,ძალა,сила
470,Stärke::N,ღონე,сила
471,Gesundheit::N,ჯანმრთელობა,здоров’я
472,Krankheit::N,სენი,хвороба
473,Krankheit::N,ავადმყოფობა,хвороба
474,Schmerz::N,ტკივილი,біль
475,Wunde::N,იარი,рана
476,Wunde::N,ჭრილობა,рана
477,Fieber::N,ციება,гарячка
478,Arznei::N,წამალი,ліки
479,Brücke::N,ხიდი,міст
480,Brunnen::N,ჭა,колодязь
481,Weide::N,საძოვარი,пасовище
482,Pfad::N,ბილიკი,стежка
483,Weg::N,გზა,шлях
484,Weg::N,გზა,дорога
485,Straße::N,შარაგზა,вулиця
486,Dorf::N,დაბა,село
487,Dorf::N,სოფელი,село
488,Stadt::N,ქალაქი,місто
489,Brief::N,წერილი,лист
490,Buch::N,წიგნი,книга
491,Buch::N,წიგნი,книжка
492,Buchstabe::N,ასო,буква
493,Buchstabe::N,ასო,літера
494,Zeitung::N,გაზეთი,газета
495,Leben::N,სიცოცხლე,життя
496,Tod::N,სიკვდილი,смерть
497,Grab::N,სამარე,могила
498,Grab::N,საფლავი,могила
499,Kirche::N,ეკლესია,церква
500,Sünde::N,ცოდვა,гріх
501,Gott::N,ღმერთი,бог
502,Arbeiter::N,მუშა,робітник
503,Chef::N,გამგე,хазяїн
504,Meister::N,ოსტატი,умілець
505,Arzt::N,ექიმი,лікар
506,Arzt::N,მკურნალი,лікар
507,Lehrer::N,მასწავლებელი,вчитель
508,Geld::N,ფული,гроші
509,Geschäft::N,საქმე,заняття
510,Geschäft::N,ბიზნესი,заняття
511,Laden::N,დუქანი,магазин
512,Laden::N,დუქანი,крамниця
513,Laden::N,მაღაზია,магазин
514,Laden::N,მაღაზია,крамниця
515,Preis::N,ფასი,ціна
516,Ware::N,საქონელი,товар
517,Nutzen::N,ხეირი,вигода
518,Nutzen::N,ხეირი,користь
519,Reichtum::N,სიმდიდრე,багатство
520,Welt::N,მსოფლიო,світ
521,Land::N,მხარე,країна
522,Land::N,ქვეყანა,країна
523,Staat::N,სახელმწიფო,держава
524,König::N,მეფე,король
525,Macht::N,ძლიერება,влада
526,Grenze::N,ზღვარი,кордон
527,Krieg::N,ომი,війна
528,Feind::N,მტერი,ворог
529,Gewalt::N,სისასტიკე,насильство
530,Kampf::N,ბრძოლა,бій
531,Kampf::N,ბრძოლა,боротьба
532,Bogen[Waffe]::N,მშვილდი,лук
533,Pfeil::N,ისარი,стріла
534,Pfeil::N,მახვილი,стріла
535,Gewehr::N,თოფი,рушниця
536,Gewehr::N,თოფი,гвинтівка
537,Gewehr::N,შაშხანა,рушниця
538,Gewehr::N,შაშხანა,гвинтівка
539,Fehler::N,შეცდომა,помилка
540,Lüge::N,სიცრუე,брехня
541,Schaden::N,ვნება,шкода
542,Schaden::N,ვნება,збиток
543,Unglück::N,ხიფათი,нещастя
544,Unglück::N,უბედურება,нещастя
545,Schuld::N,ბრალი,провина
546,Alter::N,ასაკი,вік
547,Alter::N,ასაკი,літа
548,Schluss::N,ბოლო,кінець
549,Schluss::N,დასასრული,кінець
550,Zeit::N,დრო,час
551,Tag::N,დღე,день
552,Morgen::N,დილა,ранок
553,Mittag::N,შუადღე,південь
554,Abend::N,საღამო,вечір
555,Nacht::N,ღამე,ніч
556,Woche::N,კვირა,тиждень
557,Monat::N,თვე,місяць
558,Jahr::N,წელი,рік
559,Frühling::N,გაზაფხული,весна
560,Sommer::N,ზაფხული,літо
561,Herbst::N,შემოდგომა,осінь
562,Winter::N,ზამთარი,зима
563,Januar::N,იანვარი,січень
564,Februar::N,თებერვალი,лютий
565,März::N,მარტი,березень
566,April::N,აპრილი,квітень
567,Mai::N,მაისი,травень
568,Juni::N,ივნისი,червень
569,Juli::N,ივლისი,липень
570,August::N,აგვისტო,серпень
571,September::N,სექტემბერი,вересень
572,Oktober::N,ოქტომბერი,жовтень
573,November::N,ნოემბერი,листопад
574,Dezember::N,დეკემბერი,грудень
575,Montag::N,ორშაბათი,понеділок
576,Dienstag::N,სამშაბათი,вівторок
577,Mittwoch::N,ოთხშაბათი,середа
578,Donnerstag::N,ხუთშაბათი,четвер
579,Freitag::N,პარასკევი,п’ятниця
580,Samstag::N,შაბათი,субота
581,Sonntag::N,კვირა,неділя
582,groß::A,დიდი,великий
583,klein::A,მცირე,малий
584,klein::A,მცირე,маленький
585,klein::A,პატარა,малий
586,klein::A,პატარა,маленький
587,lang::A,გრძელი,довгий
588,kurz::A,მოკლე,короткий
589,breit::A,ფართო,широкий
590,breit::A,განიერი,широкий
591,schmal::A,ვიწრო,вузький
592,schmal::A,წვრილი,вузький
593,dicht::A,მჭიდრო,густий
594,dick[Gegenstand]::A,სქელი,товстий
595,dünn::A,წვრილი,тонкий
596,fein::A,თხელი,дрібний
597,fest::A,მყარი,міцний
598,flach::A,ბრტყელი,плоский
599,glatt::A,გლუ,рівний
600,glatt::A,გლუ,гладенький
601,hart::A,მაგარი,твердий
602,weich::A,რბილი,м’який
603,rund::A,მრგვალი,круглий
604,spitz::A,წვეტიანი,гострокінцевий
605,scharf::A,მჭრელი,гострий
606,stumpf::A,ბლაგვი,тупий
607,schwer::A,მძიმე,важкий
608,schön::A,ლამაზი,вродливий
609,heiß::A,ცხელი,жаркий
610,heiß::A,ცხელი,гарячий
611,warm::A,თბილი,теплий
612,kalt::A,ცივი,холодний
613,kühl::A,გრილი,прохолодний
614,frisch::A,სუფთა,свіжий
615,feucht::A,ნოტიო,вогкий
616,nass::A,სველი,мокрий
617,trocken::A,მშრალი,сухий
618,voll::A,სავსე,повний
619,leer::A,ცარიელი,пустий
620,offen::A,ღია,відкритий
621,offen::A,გაშლილი,відкритий
622,geschlossen::A,დახურული,закритий
623,geschlossen::A,დახურული,зачинений
624,sauber::A,სუფთა,чистий
625,sauber::A,სუფთა,охайний
626,sauber::A,წმინდა,чистий
627,sauber::A,წმინდა,охайний
628,schmutzig::A,ტალახიანი,брудний
629,roh::A,უმი,сирий
630,reif::A,მწიფე,зрілий
631,lecker::A,გემრიელი,смачний
632,süß::A,ტკბილი,солодкий
633,bitter::A,მწარე,гіркий
634,sauer::A,მჟავე,кислий
635,hell::A,ნათელი,світлий
636,dunkel::A,ბნელი,темний
637,schwarz::A,შავი,чорний
638,weiß::A,თეთრი,сивий
639,rot::A,წითელი,червоний
640,gelb::A,ყვითელი,жовтий
641,blau::A,ლურჯი,синій
642,blau::A,ცისფერი,синій
643,grün::A,მწვანე,зелений
644,grau::A,რუხი,сірий
645,grau::A,ნაცრისფერი,сірий
646,bunt::A,ჭრელი,барвистий
647,bunt::A,ფერადი,барвистий
648,billig::A,იაფი,дешевий
649,teuer::A,ძვირი,дорогий
650,wertvoll::A,ღირსიანი,цінний
651,blind::A,ბრმა,сліпий
652,taub::A,ყრუ,глухий
653,kräftig::A,ძალავანი,могутній
654,stark::A,ძლიერი,сильний
655,stark::A,ღონიერი,сильний
656,schwach::A,სუსტი,слабкий
657,fett::A,სქელი,жирний
658,fett::A,სქელი,товстий
659,schlank::A,გამხდარი,тонкий
660,schlank::A,გამხდარი,стрункий
661,hübsch::A,ეშხიანი,чарівний
662,hübsch::A,მშვენიერი,чарівний
663,böse::A,ავი,злий
664,böse::A,ავი,лихий
665,böse::A,ბოროტი,злий
666,böse::A,ბოროტი,лихий
667,dumm::A,ბოთე,дурний
668,dumm::A,სულელი,дурний
669,faul::A,ზანტი,ледачий
670,faul::A,ზარმაცი,ледачий
671,fleißig::A,ბეჯითი,старанний
672,fleißig::A,მუყაითი,старанний
673,geizig::A,ძუნწი,скупий
674,klug::A,ჭკვიანი,мудрий
675,klug::A,ჭკვიანი,розумний
676,geschickt::A,მარჯვე,умілий
677,geschickt::A,გაწაფული,умілий
678,lieb::A,სატრფიალო,милий
679,lustig::A,მხიარული,веселий
680,sanft::A,ალერსიანი,лагідний
681,sanft::A,გრძნობიერი,лагідний
682,hungrig::A,მშიერი,голодний
683,krank::A,სნეული,слабий
684,krank::A,ავადმყოფი,слабий
685,nackt::A,ტიტველი,голий
686,traurig::A,მწუხარე,сумний
687,traurig::A,სევდიანი,сумний
688,lebendig::A,ცოცხალი,живий
689,gut::A,კარგი,добрий
690,schlecht::A,უხეირო,поганий
691,schlecht::A,უხეირო,кепський
692,richtig::A,ნამდვილი,правильний
693,schlimm::A,ცუდი,бридкий
694,wahr::A,სწორი,справжній
695,wahr::A,ჭეშმარიტი,справжній
696,alt::A,ძველი,старий
697,neu::A,ახალი,новий
698,ehemalig::A,ყოფილი,колишній
699,alt[Lebewesen]::A,ბებერი,старий
700,jung::A,ნორჩი,молодий
701,jung::A,ახალგაზრდა,молодий
702,arm::A,ღარიბი,бідний
703,reich::A,მდიდარი,багатий
704,bekannt::A,ცნობილი,знайомий
705,berühmt::A,გამოჩენილი,славетний
706,fremd::A,უცხო,чужий
707,fremd::A,გარეშე,чужий
708,verschieden::A,სხვაგვარი,різний
709,nah::A,ახლო,близький
710,fern::A,შორი,далекий
711,fern::A,შორეული,далекий
712,linker::A,მარცხენა,лівий
713,rechter::A,მარჯვენა,правий
714,anderer::A,სხვა,інакший
715,erster::A,პირველი,перший
716,zweiter::A,მეორე,другий
717,dritter::A,მესამე,третій
718,letzter::A,ბოლო,останній
719,letzter::A,უკანასკნელი,останній
720,allein::ADV,მარტო,сам
721,allein::ADV,მარტო,один
722,auf einmal::ADV,ერთდროულად,відразу
723,zusammen::ADV,ერთად,разом
724,zusammen::ADV,ერთად,спільно
725,lange::ADV,დიდხანს,довго
726,plötzlich::ADV,მოულოდნელად,раптом
727,sofort::ADV,ახლავე,зараз
728,später::ADV,მოგვიანებით,пізніше
729,jetzt::ADV,ახლა,тепер
730,heute::ADV,დღეს,сьогодні
731,morgen::ADV,ხვალ,завтра
732,bald::ADV,მალე,незабаром
733,dann::ADV,მერე,потім
734,gestern::ADV,გუშინ,вчора
735,einst::ADV,ოდესღაც,колись
736,damals::ADV,მაშინ,тоді
737,danach::ADV,მერმე,згодом
738,danach::ADV,შემდეგ,згодом
739,vorher::ADV,ადრე,раніше
740,vorher::ADV,წინათ,раніше
741,zuerst::ADV,ჯერ,спершу
742,zuerst::ADV,ჯერ,спочатку
743,einmal::ADV,ერთხელ,один раз
744,manchmal::ADV,ხან,іноді
