,Concept_ID,da,kl
776,zurück::ADV,tilbage,kingumut
777,zurück::ADV,tilbage,tunumut or tunummut
778,unten::ADV,nede,kana
779,unten::ADV,forneden,kana
780,hinab::ADV,ned,qiviu
781,hinab::ADV,nedad,qiviu
782,oben::ADV,oppe,
783,oben::ADV,ovenpå,
784,hinauf::ADV,op,
785,hinauf::ADV,opad,
786,überall::ADV,overalt,tamaginni
787,überall::ADV,overalt,tamani tamaani
788,nicht::ADV,ikke,
789,ein wenig::ADV,lidt,
790,kaum::ADV,knap,qaqutigorsuaq
791,kaum::ADV,næppe,qaqutigorsuaq
792,sehr::ADV,meget,assut
793,so::ADV,så,
794,noch::ADV,endnu,qeratavoq
795,nur::ADV,kun,
796,nur::ADV,bare,
797,schon::ADV,alt,taava-una
798,schon::ADV,allerede,taava-una
799,wieder::ADV,igen,kingumut
800,vergebens::ADV,forgæves,angiluk
801,vor::PRP,foran,
802,vor::PRP,uden for,
803,hinter::PRP,bag,
804,hinter::PRP,bagved,
805,unter::PRP,under,
806,durch::PRP,gennem,
807,durch::PRP,igennem,
808,neben::PRP,ved siden af,
809,zwischen::PRP,mellem,
810,wegen::PRP,på grund af,
811,dies::PRN,dette,manna
812,dies::PRN,dette,matuma
813,das::PRN,det,ua
814,alles::PRN,alt,
815,ich::PRN,jeg,uanga
816,du::PRN,du,illit
817,er::PRN,han,una
818,wir::PRN,vi,uagut
819,ihr::PRN,I,ilissi
820,sie::PRN,de,uku
821,was::FPRN,hvad,aat?
822,wer::FPRN,hvem,kikkut
823,wo::FADV,hvor,sumi
824,wohin::FADV,hvorhen,sumut
825,wie::FADV,hvordan,qanoq
826,warum::FADV,hvorfor,sooq
827,wieviel::FNUM,hvor meget,qassit
828,wieviel::FNUM,hvor meget,qanoq atsigisumik?
829,eins::NUM,én,ataaseq
830,zwei::NUM,to,marluk
831,drei::NUM,tre,pingasut
832,vier::NUM,fire,sisamat
833,vier::NUM,fire,qajuusat
834,fünf::NUM,fem,tallimat
835,sechs::NUM,seks,arfineq
836,sechs::NUM,seks,arfinillit
837,sieben::NUM,syv,arfineq-marluk
838,acht::NUM,otte,arfineq pingasut
839,neun::NUM,ni,qulingiluat
840,neun::NUM,ni,arfineq sisamat
841,zehn::NUM,ti,qulit
842,elf::NUM,elleve,aqqaneq
843,zwölf::NUM,tolv,aqqaneq-marluk
844,zwanzig::NUM,tyve,tyve
845,dreißig::NUM,tredive,tredive
846,dreißig::NUM,tredive,pingasunik qulillit
847,vierzig::NUM,fyrre,fyrre
848,vierzig::NUM,fyrretyve,fyrre
849,fünfzig::NUM,halvtreds,halvtreds
850,fünfzig::NUM,halvtreds,tallimanik qulillit
851,sechzig::NUM,tres,tres
852,siebzig::NUM,halvfjerds,halvfjerds
853,achtzig::NUM,firs,firs
854,neunzig::NUM,halvfems,halvfems
855,hundert::NUM,hundrede,et hundrede
856,tausend::NUM,tusind,et tusinde
857,und::CNJ,og,aamma
858,oder::CNJ,eller,imalluunnit
859,stehen::V,stå,sikingavoq
860,sitzen::V,sidde,ingippoq
861,liegen::V,ligge,nalavoq
862,liegen::V,ligge,aqupivoq
863,hängen::V,hænge,nivinngarpaa
864,werden::V,blive,pinngorpoq
865,passieren::V,ske,pivoq
866,passieren::V,hænde,pivoq
867,beginnen::V,begynde,aallarnerpaa
868,enden::V,ende,naggaserpaa
869,wechseln::V,veksle,immikkut ilivoq
870,aufgehen[Sonne]::V,gå op,
871,aufgehen[Sonne]::V,stå op,
872,untergehen[Sonne]::V,gå ned,ilioqqaasoq
873,scheinen[Sonne]::V,skinne,qinnorpoq
874,scheinen[Sonne]::V,skinne,qinngorpoq
875,donnern::V,tordne,kalleq
876,wehen::V,blæse,timmivoq
877,strömen::V,strømme,
878,fließen::V,flyde,
879,sich drehen::V,dreje sig,ipippaa
880,schwanken::V,vakle,aalavoq
881,schwingen::V,svinge,issakajaat or issakatsiaarut
882,fallen::V,falde,quasivaa
883,brennen::V,brænde,seerpoq
884,brennen::V,brænde,uuppaa
885,rauchen::V,ryge,pujoorpoq
886,regnen::V,regne,siallerpoq
887,gefrieren::V,fryse,qiulerpoq
888,tauen::V,tø,aappoq
889,schmelzen::V,smelte,aappoq
890,schmelzen::V,smelte,aatsippaa
891,trocknen::V,tørre,panerserpaa
892,sieden::V,koge,qalappoq
893,faulen::V,rådne,
894,verfaulen::V,rådne,
895,reißen::V,briste,qulli
896,reißen::V,briste,alittorpaa
897,reißen::V,briste,kimillanneq
898,versinken::V,synke,kivivaa
899,versinken::V,synke,apparpoq
900,versinken::V,synke ned,kivivaa
901,versinken::V,synke ned,apparpoq
902,vergehen::V,forløbe,qaangerpaa
903,vergehen::V,forløbe,sarsuppoq
904,erscheinen::V,vise sig,takutippoq
905,verschwinden::V,forsvinde,
906,sinken::V,synke,kivivaa
907,sinken::V,synke,apparpoq
908,abnehmen::V,aftage,ikillipput
909,zunehmen::V,tiltage,allisippaa
910,steigen::V,stige,allisippaa
911,wachsen::V,gro,allivoq
912,wachsen::V,vokse,allivoq
913,glänzen::V,glinse,qinngorpoq
914,glänzen::V,glinse,qinnorpoq
915,funkeln::V,tindre,uisorilavoq
916,lärmen::V,larme,
917,läuten::V,ringe,avilualaarpoq
918,klingeln::V,ringe,aviluarpoq
919,klingeln::V,ringe,aviluarpaluppoq
920,klirren::V,klirre,
921,brausen::V,bruse,ittuk
922,brausen::V,bruse,ittuppoq
923,brausen::V,bruse,ittuppaluppoq
924,rauschen::V,suse,
925,klingen::V,lyde,
926,klingen::V,klinge,
927,bellen::V,gø,qiluppoq
928,heulen::V,hyle,maarpoq
929,heulen::V,hyle,maalavoq
930,heulen::V,hyle,miaggoorpoq
931,blasen::V,blæse,aporneq
932,pfeifen::V,fløjte,siggartartitsivoq
933,pfeifen::V,fløjte,siorsulavoq
934,schreien::V,skrige,suaarpoq
935,stöhnen::V,stønne,nipiliorpoq
936,stöhnen::V,stønne,nipilliorpoq
937,zittern::V,dirre,qarsulivik
938,zittern::V,skælve,qarsulivik
939,leben::V,leve,inuuvoq
940,geboren werden::V,fødes,inuuvoq
941,geboren werden::V,fødes,inunngorpoq
942,atmen::V,ånde,anersaarpoq
943,trinken::V,drikke,imerpoq
944,essen::V,spise,tamorpoq
945,schlucken::V,synke,tuluarnaq
946,müde werden::V,blive træt,
947,einschlafen::V,falde i søvn,sinippoq
948,schlafen::V,sove,sinik
949,aufwachen::V,vågne,iterpoq
950,aufwachen::V,vågne,eqqumavoq
951,aufstehen::V,stå op,makippoq
952,sich erholen::V,komme sig,qasuerserpoq
953,krank werden::V,blive syg,
954,krank sein::V,være syg,
955,schmerzen::V,smerte,anneraa
956,schmerzen::V,smerte,annernarpoq
957,husten::V,hoste,quersorpoq
958,genesen::V,komme sig,ajunngissivoq
959,genesen::V,komme sig,ilisimmarpoq
960,genesen::V,komme sig,ilorrippoq
961,sterben::V,dø,toquvoq
962,umkommen::V,omkomme,
963,sich bewegen::V,bevæge sig,ingerlavoq
964,sich rühren::V,røre på sig,
965,sich erheben::V,rejse sig,
966,sich setzen::V,sætte sig,ingippoq
967,laufen::V,løbe,arpappoq
968,schreiten::V,skride,ingerlavoq
969,spazierengehen::V,gå en tur,utertakajaarpoq
970,spazierengehen::V,gå en tur,utertakattajaarpoq
971,eilen::V,ile,qaa qaa
972,eilen::V,ile,qiilasaarpoq
973,eilen::V,ile,ingerlasaarpaa
974,sich beeilen::V,skynde sig,tuaviorpoq
975,sausen::V,suse,uiguut
976,rennen::V,løbe,igivoq
977,rennen::V,rende,igivoq
978,springen::V,hoppe,upernassaq
979,springen::V,springe,upernassaq
980,klettern::V,klatre,pilaakkeerpoq
981,schaukeln::V,gynge,aalavoq
982,kriechen::V,krybe,
983,schwimmen::V,svømme,naluppoq
984,tauchen::V,dykke,allorpoq
985,rudern::V,ro,ipuppaa
986,fahren::V,køre,qimusserpoq
987,fliegen::V,flyve,timmivoq
988,gehen::V,gå,
989,weggehen::V,gå bort,piiarpoq
990,abfahren::V,køre bort,
991,anhalten::V,standse,unitsippaa
992,hineingehen::V,gå ind,timaappaa
993,eintreten::V,træde ind,allattorpaa
994,kommen::V,komme,qaa-
995,kommen::V,komme,pivaa
996,ankommen::V,ankomme,tikippoq
997,zurückkommen::V,komme tilbage,angerlarpoq
998,bleiben::V,blive,uninngavoq
999,bleiben::V,forblive,uninngavoq
1000,warten::V,vente,paavoq
1001,warten::V,vente,utaqqivoq
1002,erwarten::V,vente,
1003,erwarten::V,afvente,
1004,suchen::V,søge,nivivaa
1005,finden::V,finde,nanivaa
1006,versuchen::V,forsøge,uuppaa
1007,versuchen::V,forsøge,ussersarpaa
1008,vorbereiten::V,forberede,piareersarpaa
1009,lieben::V,elske,asavaa
1010,mögen::V,holde af,akaaraa
1011,mögen::V,kunne lide,akaaraa
1012,lachen::V,le,
1013,rühren::V,røre,qeerlerpaa
1014,weinen::V,græde,qiavoq
1015,schimpfen::V,skænde,qatimaarpoq
1016,sich ärgern::V,ærgre sig,ugguutigaa
1017,sich fürchten::V,være bange,eqqanaarpoq
1018,fürchten::V,være bange for,ersigaa
1019,fliehen::V,flygte,qimaavoq
1020,flüchten::V,flygte,allikarfigaa
1021,sehen::V,se,isigaa
1022,anschauen::V,se på,
1023,anschauen::V,betragte,
1024,ansehen::V,anse,alaatsinaappaa
1025,hören::V,høre,tusarpaa
1026,zuhören::V,høre til,naalappoq
1027,probieren::V,smage,
1028,probieren::V,smage på,
1029,riechen::V,lugte,tipippoq
1030,fühlen::V,føle,misigaa
1031,scheinen::V,synes,takutippoq
1032,zu sehen sein::V,synes,
1033,vernehmen::V,erfare,
1034,frieren::V,fryse,qiiavoq
1035,tun::V,gøre,iliorpoq
1036,können::V,kunne,
1037,wollen::V,ville,piumavaa
1038,anfangen::V,begynde,pilerpoq
1039,beenden::V,afslutte,naggaserpaa
1040,aufhören::V,ophøre,naammatsippaa
1041,aufhören::V,holde op,naammatsippaa
1042,gelingen::V,lykkes,
1043,geraten::V,blive,
1044,öffnen::V,åbne,ammarpaa
1045,schließen::V,lukke,matuaa
1046,stellen::V,stille,ilivaa
1047,stellen::V,stille,iliorarpai
1048,stellen::V,stille,ilioqqarpai
1049,setzen::V,sætte,iliorarpai
1050,setzen::V,sætte,ilioqqarpai
1051,legen::V,lægge,ilivaa
1052,berühren::V,berøre,attorpaa
1053,verbinden::V,forbinde,taperserpaa
1054,bedecken::V,dække,iikkerpaa
1055,bedecken::V,dække,iikkersorpaa
1056,bedecken::V,bedække,iikkerpaa
1057,bedecken::V,bedække,iikkersorpaa
1058,aufhängen::V,hænge,inivaa
1059,aufhängen::V,hænge,iniorarpai
1060,aufhängen::V,hænge op,inivaa
1061,aufhängen::V,hænge op,iniorarpai
1062,anzünden::V,tænde,saggaavoq
1063,anzünden::V,antænde,saggaavoq
1064,aufheben::V,løfte,allisippaa
1065,aufheben::V,tage op,allisippaa
1066,zurücklassen::V,lade tilbage,aallarpoq
1067,verlieren::V,miste,annaavaa
1068,fallen lassen::V,tabe,nakkaavaa
1069,fallen lassen::V,droppe,nakkaavaa
1070,machen::V,gøre,iliorpoq
1071,herstellen::V,fremstille,anillatsippaa
1072,bauen::V,bygge,marrarterpaa
1073,reparieren::V,reparere,iluarsaappaa
1074,verbessern::V,rette,naqqippaa
1075,verbessern::V,forbedre,naqqippaa
1076,ändern::V,ændre,
1077,graben::V,grave,assappaa
1078,beugen::V,bøje,qappappoq
1079,biegen::V,bøje,qappappoq
1080,drehen::V,dreje,
1081,wenden::V,vende,assappaa
1082,wenden::V,vende,assakarpoq
1083,umdrehen::V,dreje om,assakartippaa
1084,heben::V,hæve,kivippaa
1085,hochheben::V,løfte,kissumiarpaa
1086,ergreifen::V,gribe fat i,isaappaa
1087,ergreifen::V,gribe fat i,isaguppaa
1088,halten::V,holde,minarpaa
1089,drücken::V,trykke,naqittaat
1090,schieben::V,skyde,
1091,schieben::V,skubbe,
1092,kratzen::V,klø,qitsuppaa
1093,kratzen::V,kradse,qitsuppaa
1094,lecken::V,slikke,aluppaa
1095,beißen::V,bide,kiivaa
1096,abreißen::V,rive af,aqqarpaa
1097,abreißen::V,rive af,isaterpaa
1098,abschneiden::V,skære af,kipivaa
1099,binden::V,binde,kakkersarpaa
1100,stecken::V,stikke,kussunneq
1101,brechen::V,brække,nallorpaa
1102,klopfen::V,banke,pattappaa
1103,hauen::V,hugge,aqivaa
1104,kleben::V,klistre,qaappoq
1105,reiben::V,gnide,tagiarpaa
1106,reiben::V,gnide,tangiarpaa
1107,streichen::V,smøre,erlerpoq
1108,schleifen::V,slibe,sequppaa
1109,schneiden::V,skære,uullivoq
1110,schneiden::V,klippe,uullivoq
1111,rütteln::V,ruske,
1112,schütteln::V,ryste,aalavoq
1113,schwenken::V,svinge,issarpoq
1114,schütten::V,hælde,
1115,füllen::V,fylde,immerpaa
1116,einwickeln::V,pakke ind,immoqquserpaa
1117,tragen::V,bære,maqippaa
1118,tragen::V,bære,assartorpoq
1119,schleppen::V,slæbe,assartorpoq
1120,ziehen::V,trække,kalippaa
1121,ziehen::V,trække,kalissarpoq
1122,aufbewahren::V,opbevare,toqqorpaa
1123,werfen::V,kaste,kuivaa
1124,fangen::V,fange,anguaa
1125,packen::V,gribe,
1126,verstecken::V,gemme,anngigaa
1127,teilen::V,dele,agguut
1128,teilen::V,dele,agguusersorpaa
1129,schicken::V,sende,nassiuppaa
1130,bringen::V,bringe,aggiuppaa
1131,bringen::V,bringe,nassataraa
1132,hinzufügen::V,tilføje,
1133,bekommen::V,få,tiguaa
1134,erhalten::V,få,tiguaa
1135,nehmen::V,tage,pivoq
1136,nehmen::V,tage,tiguaa
1137,wählen::V,vælge,
1138,auswählen::V,udvælge,
1139,bewahren::V,bevare,sukkunik simerserpaa
1140,behindern::V,hindre,
1141,behindern::V,forhindre,
1142,verderben::V,ødelægge,asiutippaa
1143,verderben::V,ødelægge,piuneerunnerit
1144,beschädigen::V,beskadige,
1145,zerbrechen::V,brække itu,ukuvoq
1146,zerreißen::V,rive itu,tisavaa
1147,zerreißen::V,rive itu,alittorpaa
1148,zerstören::V,ødelægge,aserorpaa
1149,verbrennen::V,brænde,seerpoq
1150,geben::V,give,pivoq
1151,reichen::V,række,
1152,schenken::V,forære,
1153,versprechen::V,love,neriorsorpaa
1154,wünschen::V,ønske,kissaat
1155,loben::V,rose,nersorpaa
1156,loben::V,rose,nersornaat
1157,küssen::V,kysse,kunippaa
1158,küssen::V,kysse,kunissorpaa
1159,wiegen::V,vugge,
1160,zudecken::V,dække til,majorpaa
1161,wecken::V,vække,itersarpaa
1162,zeigen::V,vise,tikkuuppaa
1163,führen::V,føre,tasissiuppaa
1164,führen::V,føre,ilitsersorpaa
1165,führen::V,føre,tasissersuuppaa
1166,lehren::V,lære,ilinniartippaa
1167,unterrichten::V,undervise,ajoqerpaa
1168,unterrichten::V,undervise,ajoqersorpaa
1169,unterrichten::V,undervise,ilinniartitsivoq
1170,aufziehen::V,opdrage,inororsarpaa
1171,leiten::V,lede,iluatsippaa
1172,antreiben::V,skynde på,ikusimmippaa
1173,lassen::V,få til at,
1174,einladen::V,indbyde,qaaqquaa
1175,einladen::V,indbyde,qaasarpaa
1176,einladen::V,invitere,qaaqquaa
1177,einladen::V,invitere,qaasarpaa
1178,vereinigen::V,forene,taperserpaa
1179,besuchen::V,besøge,tikeraarpaa
1180,treffen::V,møde,aporappaa
1181,sich versammeln::V,forsamles,majorpoq
1182,spielen::V,lege,pinnguarpoq
1183,spielen::V,spille,pinnguarpoq
1184,singen::V,synge,erinarsorpoq
1185,tanzen::V,danse,qitippoq
1186,sich trennen::V,skilles,immikkoortippaa
1187,verlassen::V,forlade,
1188,retten::V,redde,annaappaa
1189,bewachen::V,bevogte,
1190,schützen::V,skærme,eriagaa
1191,schützen::V,skærme,pineqartaalivaa
1192,schützen::V,beskytte,eriagaa
1193,schützen::V,beskytte,pineqartaalivaa
1194,verteidigen::V,forsvare,
1195,sich schlagen::V,slås,
1196,schießen::V,skyde,aallaavaa
1197,schießen::V,skyde,piseriuppaa
1198,siegen::V,sejre,
1199,ärgern::V,ærgre,ninngassarpaa
1200,ärgern::V,ærgre,ninngassaarpaa
1201,schlagen::V,slå,unatarpaa
1202,treten::V,sparke,tukerpoq
1203,stechen::V,stikke,iguppaa
1204,stechen::V,stikke,qasilippoq
1205,stoßen::V,støde,ikuserpaa
1206,stoßen::V,støde,ikusimmippaa
1207,stehlen::V,stjæle,tillippaa
1208,stören::V,forstyrre,akornuserpaa
1209,belästigen::V,genere,
1210,belästigen::V,ulejlige,
1211,verbergen::V,skjule,anngigaa
1212,täuschen::V,villede,
1213,betrügen::V,bedrage,peqquserluttuliorfigaa
1214,töten::V,dræbe,maappaa
1215,töten::V,dræbe,toquppaa
1216,wohnen::V,bo,najugaqarpoq
1217,arbeiten::V,arbejde,sulivoq
1218,sammeln::V,samle,katersorpai
1219,pflücken::V,plukke,
1220,jagen::V,jage,piniarpoq
1221,fischen::V,fiske,aalisarpoq
1222,fassen::V,fange,
1223,hüten::V,vogte,
1224,treiben::V,drive,
1225,anbinden::V,binde fast,qilerut
1226,anbinden::V,binde fast,qilersorpaa
1227,anbinden::V,binde fast,ungerlatserpaa
1228,füttern::V,fodre,nerlerpaa
1229,melken::V,malke,
1230,hacken::V,hakke,
1231,gießen::V,hælde,imerterpaa
1232,reifen::V,modne,
1233,zubereiten::V,tilberede,
1234,kochen::V,koge,igavoq
1235,backen::V,bage,
1236,braten::V,stege,siappaa
1237,umrühren::V,røre om,qeerlerpaa
1238,stricken::V,strikke,
1239,nähen::V,sy,
1240,färben::V,farve,misuppaa
1241,reinigen::V,rense,sanniarpaa
1242,reinigen::V,gøre ren,sanniarpaa
1243,waschen::V,vaske,asappaa
1244,abwischen::V,tørre af,saligarpaa
1245,abwischen::V,tørre af,saligartorpaa
1246,spülen::V,skylle,
1247,fegen::V,feje,sanngiarpaa
1248,kehren::V,feje,
1249,baden::V,bade,uffarpoq
1250,sich waschen::V,vaske sig,uffarpoq
1251,ausziehen::V,tage af,annoraajarpaa
1252,anziehen::V,tage på,ativaa
1253,anziehen::V,tage på,atitippaa
1254,sich anziehen::V,klæde sig på,atisalersorpoq
1255,kämmen::V,rede,
1256,kämmen::V,frisere,
1257,schmücken::V,pynte,
1258,schmücken::V,smykke,
1259,sagen::V,sige,oqarpoq
1260,sprechen::V,snakke,oqaluttarpoq
1261,reden::V,tale,oqaluppoq
1262,reden::V,snakke,oqaluppoq
1263,sich unterhalten::V,snakke sammen,
1264,fragen::V,spørge,aperaa
1265,bitten::V,bede,aperaa
1266,bitten::V,bede,qinnuigaa
1267,erzählen::V,berette,oqaluttuaraa
1268,erzählen::V,fortælle,oqaluttuaraa
1269,mitteilen::V,meddele,oqalualaarpoq
1270,nennen::V,nævne,
1271,rufen::V,råbe,qaaqquaa
1272,prahlen::V,prale,oqqartuvoq
1273,prahlen::V,prale,oqallortuvoq
1274,übersetzen::V,oversætte,ikaarpoq
1275,übersetzen::V,oversætte,nutserpaa
1276,denken::V,tænke,isumaqarpoq
1277,glauben::V,tro,upperaa
1278,glauben::V,tro,isumaqarpoq
1279,bemerken::V,bemærke,
1280,bemerken::V,lægge mærke til,
1281,erkennen::V,genkende,ilisaraa
1282,begreifen::V,begribe,
1283,verstehen::V,forstå,paasivaa
1284,lernen::V,lære,ilinniarpoq
1285,wissen::V,vide,nalunngilaa
1286,sich erinnern an::V,mindes,eqqaavaa
1287,sich erinnern an::V,huske på,eqqaavaa
1288,vergessen::V,glemme,puiorpaa
1289,messen::V,måle,ussersarpaa
1290,zählen::V,tælle,kisitsivoq
1291,rechnen::V,regne,kisitsivoq
1292,lesen::V,læse,atuarpoq
1293,malen::V,male,qalipappaa
1294,zeichnen::V,tegne,
1295,schreiben::V,skrive,allappoq
1296,besitzen::V,eje,
1297,besitzen::V,besidde,
1298,kaufen::V,købe,pisiaraa
1299,verkaufen::V,sælge,akigaa
1300,bezahlen::V,betale,akilerpaa
1301,zahlen::V,betale,
1302,beherrschen::V,beherske,inappaa
1303,ertragen::V,tåle,ernertaaraa
1304,ertragen::V,udholde,ernertaaraa
