,Concept_ID,hu,fi
444,Leiter::N,létra,tikapuut
445,Besen::N,seprű,luuta
446,Spaten::N,ásó,lapio
447,Schaufel::N,lapát,lapio
448,Gabel::N,villa,haarukka
449,Löffel::N,kanál,lusikka
450,Messer::N,kés,veitsi
451,Nagel::N,szeg,naula
452,Netz::N,háló,verkko
453,Haken::N,kampó,haka
454,Haken::N,kampó,koukku
455,Griff::N,nyél,ripa
456,Griff::N,nyél,kahva
457,Griff::N,fogantyú,ripa
458,Griff::N,fogantyú,kahva
459,Schloss::N,zár,lukko
460,Bild::N,kép,kuva
461,Figur::N,alak,kuvio
462,Puppe::N,bábu,nukke
463,Beutel::N,zacskó,pussi
464,Bündel::N,köteg,nippu
465,Bündel::N,köteg,kimppu
466,Tasche::N,táska,laukku
467,Eimer::N,vödör,sanko
468,Eimer::N,vödör,ämpäri
469,Deckel::N,fedő,kansi
470,Deckel::N,fedél,kansi
471,Geschirr::N,edény,astia
472,Sack::N,zsák,säkki
473,Tasse::N,csésze,kuppi
474,Topf::N,fazék,pata
475,Kessel::N,üst,kattila
476,Kessel::N,bogrács,kattila
477,Essen::N,evés,syönti
478,Essen::N,étkezés,syönti
479,Nahrung::N,ennivaló,ruoka
480,Nahrung::N,ennivaló,ravinto
481,Speise::N,étel,ruoka
482,Fleisch::N,hús,liha
483,Getreide::N,gabona,vilja
484,Brei::N,pép,puuro
485,Brei::N,kása,puuro
486,Brot::N,kenyér,leipä
487,Scheibe::N,szelet,viipale
488,Fett::N,háj,rasva
489,Fett::N,zsír,rasva
490,Butter::N,vaj,voi
491,Öl::N,olaj,öljy
492,Salz::N,só,suola
493,Suppe::N,leves,keitto
494,Honig::N,méz,hunaja
495,Milch::N,tej,maito
496,Tee::N,tea,tee
497,Leder::N,bőr,nahka
498,Wolle::N,gyapjú,villa
499,Stoff::N,szövet,kangas
500,Nadel::N,tű,neula
501,Faden::N,fonál,lanka
502,Knopf::N,gomb,nappi
503,Knoten::N,csomó,solmu
504,Farbe::N,szín,maali
505,Farbe::N,festék,maali
506,Kleidung::N,ruha,vaatteet
507,Kleidung::N,ruházat,vaatteet
508,Hemd::N,ing,paita
509,Kragen::N,gallér,kaulus
510,Ärmel::N,ujj,hiha
511,Hose::N,gatya,housut
512,Hose::N,nadrág,housut
513,Gürtel::N,öv,vyö
514,Mütze::N,sapka,lakki
515,Schuh::N,cipő,kenkä
516,Stiefel::N,csizma,saapas
517,Ring::N,gyűrű,sormus
518,Band::N,szalag,nauha
519,Kamm::N,fésű,kampa
520,Spiegel::N,tükör,peili
521,Riemen::N,szíj,hihna
522,Schnur::N,zsinór,naru
523,Schnur::N,zsinór,nuora
524,Leine::N,póráz,talutushihna
525,Decke::N,takaró,peite
526,Kissen::N,párna,tyyny
527,Kissen::N,párna,pielus
528,Tuch::N,kendő,huivi
529,Handtuch::N,törülköző,pyyheliina
530,Kraft::N,erő,väki
531,Kraft::N,erő,voima
532,Stärke::N,erő,vahvuus
533,Stärke::N,erősség,vahvuus
534,Gesundheit::N,egészség,terveys
535,Krankheit::N,kór,tauti
536,Krankheit::N,kór,sairaus
537,Krankheit::N,betegség,tauti
538,Krankheit::N,betegség,sairaus
539,Schmerz::N,fájdalom,kipu
540,Schmerz::N,fájdalom,särky
541,Wunde::N,seb,haava
542,Fieber::N,láz,kuume
543,Arznei::N,orvosság,lääke
544,Arznei::N,gyógyszer,lääke
545,Brücke::N,híd,silta
546,Brunnen::N,kút,kaivo
547,Weide::N,legelő,laidun
548,Pfad::N,ösvény,polku
549,Weg::N,út,tie
550,Straße::N,út,katu
551,Dorf::N,falu,kylä
552,Stadt::N,város,kaupunki
553,Brief::N,levél,kirje
554,Buch::N,könyv,kirja
555,Buchstabe::N,betű,kirjain
556,Zeitung::N,újság,lehti
557,Zeitung::N,újság,sanomalehti
558,Zeitung::N,hírlap,lehti
559,Zeitung::N,hírlap,sanomalehti
560,Leben::N,élet,elo
561,Leben::N,élet,elämä
562,Tod::N,halál,kuolema
563,Grab::N,sír,hauta
564,Kirche::N,templom,kirkko
565,Sünde::N,bűn,synti
566,Sünde::N,vétek,synti
567,Gott::N,isten,jumala
568,Arbeiter::N,munkás,työläinen
569,Chef::N,főnök,päällikkö
570,Meister::N,mester,mestari
571,Arzt::N,orvos,lääkäri
572,Lehrer::N,tanár,opettaja
573,Lehrer::N,tanító,opettaja
574,Geld::N,pénz,raha
575,Geschäft::N,üzlet,liike
576,Laden::N,bolt,puoti
577,Laden::N,bolt,kauppa
578,Preis::N,ár,hinta
579,Ware::N,áru,tavara
580,Nutzen::N,haszon,hyöty
581,Reichtum::N,gazdagság,rikkaus
582,Welt::N,világ,maailma
583,Land::N,ország,maa
584,Staat::N,állam,valtio
585,König::N,király,kuningas
586,Macht::N,hatalom,mahti
587,Grenze::N,határ,raja
588,Krieg::N,háború,sota
589,Feind::N,ellenség,vihollinen
590,Gewalt::N,erőszak,väkivalta
591,Kampf::N,harc,taistelu
592,Bogen[Waffe]::N,íj,jousi
593,Pfeil::N,nyíl,nuoli
594,Gewehr::N,puska,kivääri
595,Gewehr::N,fegyver,kivääri
596,Fehler::N,hiba,vika
597,Fehler::N,hiba,virhe
598,Lüge::N,hazugság,valhe
599,Schaden::N,kár,vaurio
600,Schaden::N,kár,vahinko
601,Unglück::N,csapás,vahinko
602,Unglück::N,csapás,onnettomuus
603,Unglück::N,balszerencse,vahinko
604,Unglück::N,balszerencse,onnettomuus
605,Schuld::N,bűn,syy
606,Alter::N,kor,ikä
607,Schluss::N,vég,loppu
608,Schluss::N,befejezés,loppu
609,Zeit::N,idő,aika
610,Tag::N,nap,päivä
611,Morgen::N,reggel,aamu
612,Morgen::N,reggel,huomen
613,Mittag::N,dél,keskipäivä
614,Abend::N,este,ilta
615,Nacht::N,éj,yö
616,Nacht::N,éjszaka,yö
617,Woche::N,hét,viikko
618,Monat::N,hó,kuukausi
619,Monat::N,hónap,kuukausi
620,Jahr::N,év,vuosi
621,Frühling::N,tavasz,kevät
622,Sommer::N,nyár,kesä
623,Herbst::N,ősz,syksy
624,Winter::N,tél,talvi
625,Januar::N,január,tammikuu
626,Februar::N,február,helmikuu
627,März::N,március,maaliskuu
628,April::N,április,huhtikuu
629,Mai::N,május,toukokuu
630,Juni::N,június,kesäkuu
631,Juli::N,július,heinäkuu
632,August::N,augusztus,elokuu
633,September::N,szeptember,syyskuu
634,Oktober::N,október,lokakuu
635,November::N,november,marraskuu
636,Dezember::N,december,joulukuu
637,Montag::N,hétfő,maanantai
638,Dienstag::N,kedd,tiistai
639,Mittwoch::N,szerda,keskiviikko
640,Donnerstag::N,csütörtök,torstai
641,Freitag::N,péntek,perjantai
642,Samstag::N,szombat,lauantai
643,Sonntag::N,vasárnap,sunnuntai
644,groß::A,nagy,iso
645,groß::A,nagy,suuri
646,klein::A,pici,pieni
647,klein::A,kicsi,pieni
648,lang::A,hosszú,pitkä
649,kurz::A,rövid,lyhyt
650,breit::A,széles,leveä
651,schmal::A,keskeny,kapea
652,dicht::A,sűrű,taaja
653,dick[Gegenstand]::A,vastag,paksu
654,dünn::A,vékony,ohut
655,fein::A,vékony,hieno
656,fest::A,szilárd,luja
657,flach::A,sík,litteä
658,flach::A,sík,tasainen
659,flach::A,lapos,litteä
660,flach::A,lapos,tasainen
661,glatt::A,sima,sileä
662,glatt::A,sima,siloinen
663,hart::A,kemény,kova
664,weich::A,puha,pehmeä
665,rund::A,kerek,pyöreä
666,spitz::A,hegyes,terävä
667,scharf::A,éles,terävä
668,stumpf::A,tompa,tylsä
669,stumpf::A,életlen,tylsä
670,schwer::A,nehéz,raskas
671,schwer::A,nehéz,painava
672,schwer::A,súlyos,raskas
673,schwer::A,súlyos,painava
674,schön::A,szép,kaunis
675,heiß::A,forró,kuuma
676,warm::A,meleg,lämmin
677,kalt::A,hideg,kylmä
678,kalt::A,hideg,viluinen
679,kühl::A,hűs,viileä
680,kühl::A,hűvös,viileä
681,frisch::A,üde,tuore
682,frisch::A,friss,tuore
683,feucht::A,nedves,kostea
684,nass::A,vizes,märkä
685,trocken::A,száraz,kuiva
686,voll::A,telt,täysi
687,leer::A,üres,tyhjä
688,offen::A,nyílt,avonainen
689,offen::A,nyitott,avonainen
690,geschlossen::A,zárt,suljettu
691,geschlossen::A,csukott,suljettu
692,sauber::A,tiszta,puhdas
693,schmutzig::A,piszkos,likainen
694,schmutzig::A,szennyes,likainen
695,roh::A,nyers,raaka
696,reif::A,érett,kypsä
697,lecker::A,finom,herkullinen
698,süß::A,édes,makea
699,bitter::A,keserű,karvas
700,bitter::A,keserű,kitkerä
701,sauer::A,savanyú,hapan
702,hell::A,világos,kirkas
703,hell::A,világos,valoisa
704,dunkel::A,sötét,pimeä
705,schwarz::A,fekete,musta
706,weiß::A,fehér,valkea
707,rot::A,vörös,punainen
708,gelb::A,sárga,keltainen
709,blau::A,kék,sininen
710,grün::A,zöld,vihreä
711,grau::A,ősz,harmaa
712,grau::A,szürke,harmaa
713,bunt::A,tarka,kirjava
714,bunt::A,színes,kirjava
715,billig::A,olcsó,halpa
716,billig::A,olcsó,huokea
717,teuer::A,drága,kallis
718,wertvoll::A,értékes,arvokas
719,blind::A,vak,sokea
720,taub::A,süket,kuuro
721,kräftig::A,erős,väkevä
722,kräftig::A,erős,voimakas
723,stark::A,erős,vahva
724,schwach::A,gyenge,heikko
725,schwach::A,erőtlen,heikko
726,fett::A,hájas,lihava
727,schlank::A,karcsú,hoikka
728,schlank::A,karcsú,solakka
729,hübsch::A,csinos,soma
730,hübsch::A,csinos,sievä
731,böse::A,rossz,paha
732,böse::A,rossz,häijy
733,böse::A,gonosz,paha
734,böse::A,gonosz,häijy
735,dumm::A,buta,tyhmä
736,dumm::A,buta,typerä
737,dumm::A,ostoba,tyhmä
738,dumm::A,ostoba,typerä
739,faul::A,lusta,laiska
740,fleißig::A,szorgalmas,ahkera
741,geizig::A,fukar,saita
742,geizig::A,fösvény,saita
743,klug::A,okos,älykäs
744,klug::A,eszes,älykäs
745,geschickt::A,ügyes,taitava
746,lieb::A,drága,rakas
747,lieb::A,kedves,rakas
748,lustig::A,víg,hauska
749,lustig::A,víg,iloinen
750,lustig::A,vidám,hauska
751,lustig::A,vidám,iloinen
752,sanft::A,enyhe,lauha
753,sanft::A,enyhe,lempeä
754,hungrig::A,éhes,nälkäinen
755,krank::A,beteg,sairas
756,nackt::A,csupasz,alaston
757,nackt::A,meztelen,alaston
758,traurig::A,bús,surullinen
759,traurig::A,bús,murheellinen
760,traurig::A,szomorú,surullinen
761,traurig::A,szomorú,murheellinen
762,lebendig::A,élő,elävä
763,gut::A,jó,hyvä
764,schlecht::A,rossz,paha
765,schlecht::A,rossz,huono
766,richtig::A,helyes,oikea
767,schlimm::A,rossz,paha
768,wahr::A,igaz,tosi
769,alt::A,ó,vanha
770,alt::A,régi,vanha
771,neu::A,új,uusi
772,ehemalig::A,volt,entinen
773,ehemalig::A,volt,muinainen
774,ehemalig::A,egykori,entinen
775,ehemalig::A,egykori,muinainen
776,alt[Lebewesen]::A,öreg,vanha
777,jung::A,fiatal,nuori
778,arm::A,szegény,köyhä
779,reich::A,gazdag,rikas
780,bekannt::A,ismert,tuttu
781,bekannt::A,ismert,tunnettu
782,bekannt::A,ismeretes,tuttu
783,bekannt::A,ismeretes,tunnettu
784,berühmt::A,híres,kuuluisa
785,fremd::A,idegen,vieras
786,verschieden::A,különböző,eri
787,verschieden::A,különböző,erilainen
788,nah::A,közeli,läheinen
789,fern::A,távoli,etäinen
790,linker::A,bal,vasen
791,rechter::A,jobb,oikea
792,anderer::A,más,muu
793,anderer::A,más,toinen
794,anderer::A,másik,muu
795,anderer::A,másik,toinen
796,erster::A,első,ensimmäinen
797,zweiter::A,második,toinen
798,dritter::A,harmadik,kolmas
799,letzter::A,utolsó,viimeinen
800,allein::ADV,egyedül,yksin
801,auf einmal::ADV,egyszerre,yhdellä kertaa
802,zusammen::ADV,együtt,yhdessä
803,zusammen::ADV,összesen,yhdessä
804,lange::ADV,sokáig,kauan
805,lange::ADV,sokáig,pitkään
806,lange::ADV,hosszan,kauan
807,lange::ADV,hosszan,pitkään
808,plötzlich::ADV,hirtelen,äkkiä
809,plötzlich::ADV,egyszerre,äkkiä
810,sofort::ADV,rögtön,heti
811,sofort::ADV,tüstént,heti
812,später::ADV,későn,myöhemmin
813,jetzt::ADV,most,nyt
814,heute::ADV,ma,tänään
815,morgen::ADV,holnap,huomenna
816,bald::ADV,majd,pian
817,bald::ADV,nemsokára,pian
818,dann::ADV,akkor,sitten
819,gestern::ADV,tegnap,eilen
820,einst::ADV,hajdan,aikanaan
821,damals::ADV,akkor,silloin
822,damals::ADV,akkor,siihen aikaan
823,damals::ADV,akkoriban,silloin
824,damals::ADV,akkoriban,siihen aikaan
825,danach::ADV,azután,sen jälkeen
826,vorher::ADV,előbb,ennen
827,zuerst::ADV,először,ensin
828,zuerst::ADV,először,ensiksi
