,Concept_ID,cv,se
2037,Angelegenheit::N,ӗҫ,saake
2038,Angelegenheit::N,ӗҫ,ássje
2039,Angelegenheit::N,ӗҫ,ášši
2040,Angelegenheit::N,ӗҫ,äšši
2041,Angelegenheit::N,ӗҫ,ä´šš
2042,Angelegenheit::N,ӗҫ,тӯйй
2043,Anzahl::N,йыш,taale
2044,Anzahl::N,йыш,låhkoe
2045,Anzahl::N,йыш,låhko
2046,Anzahl::N,йыш,mierre
2047,Anzahl::N,йыш,mearri
2048,Anzahl::N,йыш,lohkomearra
2049,Anzahl::N,йыш,meeṛi
2050,Anzahl::N,йыш,mie´rr
2051,Anzahl::N,йыш,чӣссел
2052,Anzahl::N,хисеп,taale
2053,Anzahl::N,хисеп,låhkoe
2054,Anzahl::N,хисеп,låhko
2055,Anzahl::N,хисеп,mierre
2056,Anzahl::N,хисеп,mearri
2057,Anzahl::N,хисеп,lohkomearra
2058,Anzahl::N,хисеп,meeṛi
2059,Anzahl::N,хисеп,mie´rr
2060,Anzahl::N,хисеп,чӣссел
2061,Art::N,тӗс,aarhte
2062,Art::N,тӗс,sládja
2063,Art::N,тӗс,tjærdda
2064,Art::N,тӗс,čearda
2065,Art::N,тӗс,šlaaj̣â
2066,Art::N,тӗс,nää´ll
2067,Art::N,тӗс,на̄лль
2068,Stück::N,татӑк,bæhta
2069,Stück::N,татӑк,biehkie
2070,Stück::N,татӑк,biehkke
2071,Stück::N,татӑк,bihttá
2072,Stück::N,татӑк,pittá
2073,Stück::N,татӑк,káppálâh
2074,Stück::N,татӑк,ku´sǩǩ
2075,Stück::N,татӑк,кусськ
2076,Teil::N,пай,stuhtje
2077,Teil::N,пай,oasse
2078,Teil::N,пай,bielle
2079,Teil::N,пай,guovllo
2080,Teil::N,пай,oassi
2081,Teil::N,пай,bihttá
2082,Teil::N,пай,uási
2083,Teil::N,пай,vuâ´ss
2084,Teil::N,пай,pie´ǩ'ǩ
2085,Teil::N,пай,кусськ
2086,Hälfte::N,ҫурӑ,lehkie
2087,Hälfte::N,ҫурӑ,lahkke
2088,Hälfte::N,ҫурӑ,bealli
2089,Hälfte::N,ҫурӑ,peeḷi
2090,Hälfte::N,ҫурӑ,lâ´ǩǩ
2091,Hälfte::N,ҫурӑ,pie´ll
2092,Hälfte::N,ҫурӑ,пе̄лль
2093,Kreis::N,ункӑ,rïngke
2094,Kreis::N,ункӑ,gievlle
2095,Kreis::N,ункӑ,gierdu
2096,Kreis::N,ункӑ,riggee
2097,Kreis::N,ункӑ,kruugg
2098,Kreis::N,ункӑ,круг
2099,Kreis::N,ҫавракӑш,rïngke
2100,Kreis::N,ҫавракӑш,gievlle
2101,Kreis::N,ҫавракӑш,gierdu
2102,Kreis::N,ҫавракӑш,riggee
2103,Kreis::N,ҫавракӑш,kruugg
2104,Kreis::N,ҫавракӑш,круг
2105,Kreuz::N,хӗрес,kroesse
2106,Kreuz::N,хӗрес,ruossa
2107,Kreuz::N,хӗрес,rista
2108,Kreuz::N,хӗрес,ristâ
2109,Kreuz::N,хӗрес,ristt
2110,Kreuz::N,хӗрес,рысст
2111,Linie::N,йӗр,sïeve
2112,Linie::N,йӗр,linnja
2113,Linie::N,йӗр,linjá
2114,Linie::N,йӗр,linnjá
2115,Linie::N,йӗр,njuálgus
2116,Linie::N,йӗр,certldõk
2117,Linie::N,йӗр,це̄кесь
2118,Strich::N,йӗр,sïeve
2119,Strich::N,йӗр,sáhtso
2120,Strich::N,йӗр,sárggis
2121,Strich::N,йӗр,čálástâh
2122,Strich::N,йӗр,certldõk
2123,Strich::N,йӗр,ця̄кас
2124,Strich::N,йӗр,це̄кесь
2125,Abstand::N,хушӑ,gåhkoe
2126,Abstand::N,хушӑ,gåhkaldahke
2127,Abstand::N,хушӑ,lahka
2128,Abstand::N,хушӑ,gasska
2129,Abstand::N,хушӑ,gaska
2130,Abstand::N,хушӑ,koskâ
2131,Abstand::N,хушӑ,kõskk
2132,Abstand::N,хушӑ,кэ̄сск
2133,Entfernung::N,хушӑ,gåhkoe
2134,Entfernung::N,хушӑ,gåhkaldahke
2135,Entfernung::N,хушӑ,gasska
2136,Entfernung::N,хушӑ,mælggat
2137,Entfernung::N,хушӑ,gaska
2138,Entfernung::N,хушӑ,mátkegaska
2139,Entfernung::N,хушӑ,koskâ
2140,Entfernung::N,хушӑ,kõskk
2141,Entfernung::N,хушӑ,jäämkõskk
2142,Entfernung::N,хушӑ,кэ̄сск
2143,Gegend::N,вырӑн,haerie
2144,Gegend::N,вырӑн,guovvlo
2145,Gegend::N,вырӑн,bájkke
2146,Gegend::N,вырӑн,guovlu
2147,Gegend::N,вырӑн,duovdda
2148,Gegend::N,вырӑн,kuáv'lu
2149,Gegend::N,вырӑн,vu´vdd
2150,Gegend::N,вырӑн,па̄йхьк
2151,Platz::N,хутлӑх,sijjie
2152,Platz::N,хутлӑх,sadje
2153,Platz::N,хутлӑх,sadji
2154,Platz::N,хутлӑх,tááḷu
2155,Platz::N,хутлӑх,tääll
2156,Platz::N,хутлӑх,сайй
2157,Ort::N,вырӑн,sijjie
2158,Ort::N,вырӑн,bájkke
2159,Ort::N,вырӑн,sadje
2160,Ort::N,вырӑн,báiki
2161,Ort::N,вырӑн,päikki
2162,Ort::N,вырӑн,pâi´ǩǩ
2163,Ort::N,вырӑн,сайй
2164,Ort::N,вырӑн,па̄йхьк
2165,Seite::N,ен,bielie
2166,Seite::N,ен,sijddo
2167,Seite::N,ен,bealli
2168,Seite::N,ен,ertti
2169,Seite::N,ен,jeä´rtt
2170,Seite::N,ен,пе̄лль
2171,Seite::N,ен,е̄ммьне
2172,Seite::N,аяк,bielie
2173,Seite::N,аяк,sijddo
2174,Seite::N,аяк,bealli
2175,Seite::N,аяк,ertti
2176,Seite::N,аяк,jeä´rtt
2177,Seite::N,аяк,пе̄лль
2178,Seite::N,аяк,е̄ммьне
2179,Seite::N,айӑк,bielie
2180,Seite::N,айӑк,sijddo
2181,Seite::N,айӑк,bealli
2182,Seite::N,айӑк,ertti
2183,Seite::N,айӑк,jeä´rtt
2184,Seite::N,айӑк,пе̄лль
2185,Seite::N,айӑк,е̄ммьне
2186,Mitte::N,варӑ,gaske
2187,Mitte::N,варӑ,jarnge
2188,Mitte::N,варӑ,gasska
2189,Mitte::N,варӑ,guovddaš
2190,Mitte::N,варӑ,gaskamuddu
2191,Mitte::N,варӑ,koskâ
2192,Mitte::N,варӑ,kõskk
2193,Mitte::N,варӑ,кэ̄сск
2194,Gegenstand::N,япала,daevere
2195,Gegenstand::N,япала,oabme
2196,Gegenstand::N,япала,gávnne
2197,Gegenstand::N,япала,bierggas
2198,Gegenstand::N,япала,ettâ
2199,Gegenstand::N,япала,kápulâh
2200,Gegenstand::N,япала,käu´nn
2201,Gegenstand::N,япала,ка̄ввьн
2202,Sache::N,япала,aate
2203,Sache::N,япала,saake
2204,Sache::N,япала,ássje
2205,Sache::N,япала,ášši
2206,Sache::N,япала,äšši
2207,Sache::N,япала,ä´šš
2208,Sache::N,япала,ве̄шш
2209,Rand::N,вӗҫ,raedtie
2210,Rand::N,вӗҫ,rabdda
2211,Rand::N,вӗҫ,ravda
2212,Rand::N,вӗҫ,robdâ
2213,Rand::N,вӗҫ,čårr
2214,Rand::N,вӗҫ,ruõbdd
2215,Rand::N,вӗҫ,рӯммт
2216,Rand::N,вӗҫ,ре̄ввьн
2217,Rand::N,хӗрӗ,raedtie
2218,Rand::N,хӗрӗ,rabdda
2219,Rand::N,хӗрӗ,ravda
2220,Rand::N,хӗрӗ,robdâ
2221,Rand::N,хӗрӗ,čårr
2222,Rand::N,хӗрӗ,ruõbdd
2223,Rand::N,хӗрӗ,рӯммт
2224,Rand::N,хӗрӗ,ре̄ввьн
2225,Rand::N,хӗрри,raedtie
2226,Rand::N,хӗрри,rabdda
2227,Rand::N,хӗрри,ravda
2228,Rand::N,хӗрри,robdâ
2229,Rand::N,хӗрри,čårr
2230,Rand::N,хӗрри,ruõbdd
2231,Rand::N,хӗрри,рӯммт
2232,Rand::N,хӗрри,ре̄ввьн
2233,Kante::N,хайкача,raedtie
2234,Kante::N,хайкача,rabdda
2235,Kante::N,хайкача,ravda
2236,Kante::N,хайкача,robdâ
2237,Kante::N,хайкача,å´rdd
2238,Kante::N,хайкача,ruõbdd
2239,Kante::N,хайкача,рӯммт
2240,Kante::N,хайкача,ре̄ввьн
2241,Kante::N,хысак,raedtie
2242,Kante::N,хысак,rabdda
2243,Kante::N,хысак,ravda
2244,Kante::N,хысак,robdâ
2245,Kante::N,хысак,å´rdd
2246,Kante::N,хысак,ruõbdd
2247,Kante::N,хысак,рӯммт
2248,Kante::N,хысак,ре̄ввьн
2249,Ecke::N,кӗтес,roene
2250,Ecke::N,кӗтес,kråane
2251,Ecke::N,кӗтес,náhpo
2252,Ecke::N,кӗтес,nusske
2253,Ecke::N,кӗтес,nurki
2254,Ecke::N,кӗтес,čiehka
2255,Ecke::N,кӗтес,čiehâ
2256,Ecke::N,кӗтес,čiõkk
2257,Ecke::N,кӗтес,suåp'p
2258,Ecke::N,кӗтес,уггл
2259,Spitze::N,вӗҫ,gietjie
2260,Spitze::N,вӗҫ,snjuhtje
2261,Spitze::N,вӗҫ,gihttje
2262,Spitze::N,вӗҫ,geahči
2263,Spitze::N,вӗҫ,picci
2264,Spitze::N,вӗҫ,keeči
2265,Spitze::N,вӗҫ,ǩie´čč
2266,Spitze::N,вӗҫ,кя̄женч
2267,Ende::N,вӗҫ,gietjie
2268,Ende::N,вӗҫ,giehtje
2269,Ende::N,вӗҫ,geahči
2270,Ende::N,вӗҫ,keeči
2271,Ende::N,вӗҫ,puäš'š
2272,Ende::N,вӗҫ,ке̄джь
2273,Loch::N,шӑтӑк,raejkie
2274,Loch::N,шӑтӑк,rájgge
2275,Loch::N,шӑтӑк,ráigi
2276,Loch::N,шӑтӑк,räigi
2277,Loch::N,шӑтӑк,loikk
2278,Loch::N,шӑтӑк,râi´ǧǧ
2279,Loch::N,шӑтӑк,ра̄ййк
2280,Winkel::N,кӗтес,skaavhte
2281,Winkel::N,кӗтес,tjiehka
2282,Winkel::N,кӗтес,soahppa
2283,Winkel::N,кӗтес,čiehka
2284,Winkel::N,кӗтес,sogge
2285,Winkel::N,кӗтес,suåp'p
2286,Winkel::N,кӗтес,уггл
2287,Muster::N,эреш,goere
2288,Muster::N,эреш,girjja
2289,Muster::N,эреш,girjjit
2290,Muster::N,эреш,kovos
2291,Muster::N,эреш,кыррьй
2292,Muster::N,эреш,кырьйнесс
2293,Größe::N,пысӑкӑш,ståaroe
2294,Größe::N,пысӑкӑш,stuorrudahka
2295,Größe::N,пысӑкӑш,stūrrodat
2296,Größe::N,пысӑкӑш,mahtodat
2297,Größe::N,пысӑкӑш,allodat
2298,Größe::N,пысӑкӑш,stuá'ṛudâh
2299,Größe::N,пысӑкӑш,роаӈӈьк
2300,Länge::N,вӑрӑмӑш,gåhkoe
2301,Länge::N,вӑрӑмӑш,guhkkudahka
2302,Länge::N,вӑрӑмӑш,guhkkodat
2303,Länge::N,вӑрӑмӑш,kukkodâh
2304,Länge::N,вӑрӑмӑш,õllâdvuõtt
2305,Länge::N,вӑрӑмӑш,куххьквӯдт
2306,Höhe::N,ҫӳллӗш,jalloe
2307,Höhe::N,ҫӳллӗш,jalladahke
2308,Höhe::N,ҫӳллӗш,alludahka
2309,Höhe::N,ҫӳллӗш,allatvuohta
2310,Höhe::N,ҫӳллӗш,allodat
2311,Höhe::N,ҫӳллӗш,aḷodâh
2312,Höhe::N,ҫӳллӗш,âlladvuõtt
2313,Höhe::N,ҫӳллӗш,э̄ллвӯдт
2314,Gewicht::N,виҫе,leavloe
2315,Gewicht::N,виҫе,dædda
2316,Gewicht::N,виҫе,låssudahka
2317,Gewicht::N,виҫе,deaddu
2318,Gewicht::N,виҫе,tiäd'du
2319,Gewicht::N,виҫе,teäd'd
2320,Gewicht::N,виҫе,тя̄ннт
2321,Gewicht::N,виҫе,вӣссь
2322,Gewicht::N,йывӑрӑш,leavloe
2323,Gewicht::N,йывӑрӑш,dædda
2324,Gewicht::N,йывӑрӑш,låssudahka
2325,Gewicht::N,йывӑрӑш,deaddu
2326,Gewicht::N,йывӑрӑш,tiäd'du
2327,Gewicht::N,йывӑрӑш,teäd'd
2328,Gewicht::N,йывӑрӑш,тя̄ннт
2329,Gewicht::N,йывӑрӑш,вӣссь
2330,Menge::N,йыш,mierie
2331,Menge::N,йыш,ållo
2332,Menge::N,йыш,mearri
2333,Menge::N,йыш,doahkki
2334,Menge::N,йыш,meeṛi
2335,Menge::N,йыш,tukk
2336,Menge::N,йыш,mie´rr
2337,Menge::N,йыш,туххк
2338,Menge::N,йыш,ла̄ннҍт
2339,Haufen::N,купа,deava
2340,Haufen::N,купа,håevkie
2341,Haufen::N,купа,hårre
2342,Haufen::N,купа,látna
2343,Haufen::N,купа,laaṇâ
2344,Haufen::N,купа,laađđ
2345,Haufen::N,купа,поанн
2346,Reihe::N,рет,raajroe
2347,Reihe::N,рет,rájddo
2348,Reihe::N,рет,gurgadas
2349,Reihe::N,рет,kuáḷus
2350,Reihe::N,рет,riâd'd
2351,Reihe::N,рет,по̄ллт
2352,Boot::N,кимӗ,vïnhtse
2353,Boot::N,кимӗ,vanás
2354,Boot::N,кимӗ,vanntsa
2355,Boot::N,кимӗ,fanas
2356,Boot::N,кимӗ,voonâs
2357,Boot::N,кимӗ,käärbis
2358,Boot::N,кимӗ,võõnâs
2359,Boot::N,кимӗ,вэнс
2360,Ruder::N,кӗсмен,aajroe
2361,Ruder::N,кӗсмен,ájrro
2362,Ruder::N,кӗсмен,áiru
2363,Ruder::N,кӗсмен,áiru
2364,Ruder::N,кӗсмен,äirr
2365,Ruder::N,кӗсмен,а̄ррьй
2366,Schlitten::N,ҫуна,slærra
2367,Schlitten::N,ҫуна,tjïelhke
2368,Schlitten::N,ҫуна,gieris
2369,Schlitten::N,ҫуна,tjielkká
2370,Schlitten::N,ҫуна,gielká
2371,Schlitten::N,ҫуна,kiäl'kká
2372,Schlitten::N,ҫуна,saan
2373,Schlitten::N,ҫуна,ǩeâlkk
2374,Schlitten::N,ҫуна,со̄а̄н
2375,Ski::N,йӗлтӗр,treavka
2376,Ski::N,йӗлтӗр,sabek
2377,Ski::N,йӗлтӗр,sabet
2378,Ski::N,йӗлтӗр,saaveeh
2379,Ski::N,йӗлтӗр,koolâs
2380,Ski::N,йӗлтӗр,коаллас
2381,Ski::N,йӗлтӗр,са̄вехь
2382,Lagerfeuer::N,вут,dålle
2383,Lagerfeuer::N,вут,sajijdållå
2384,Lagerfeuer::N,вут,dolla
2385,Lagerfeuer::N,вут,tullâ
2386,Lagerfeuer::N,вут,toll
2387,Lagerfeuer::N,вут,то̄лл
2388,Lagerfeuer::N,кӑвайт,dålle
2389,Lagerfeuer::N,кӑвайт,sajijdållå
2390,Lagerfeuer::N,кӑвайт,dolla
2391,Lagerfeuer::N,кӑвайт,tullâ
2392,Lagerfeuer::N,кӑвайт,toll
2393,Lagerfeuer::N,кӑвайт,то̄лл
2394,Last::N,сулмаклӑх,maajsoe
2395,Last::N,сулмаклӑх,noade
2396,Last::N,сулмаклӑх,guorbmi
2397,Last::N,сулмаклӑх,kye'rmi
2398,Last::N,сулмаклӑх,nue´đđ
2399,Last::N,сулмаклӑх,kue´rmm
2400,Last::N,сулмаклӑх,нуэдът
2401,Last::N,йывӑр япала,maajsoe
2402,Last::N,йывӑр япала,noade
2403,Last::N,йывӑр япала,guorbmi
2404,Last::N,йывӑр япала,kye'rmi
2405,Last::N,йывӑр япала,nue´đđ
2406,Last::N,йывӑр япала,kue´rmm
2407,Last::N,йывӑр япала,нуэдът
2408,Gang::N,куҫӑм,vaedtseme
2409,Gang::N,куҫӑм,mannulahka
2410,Gang::N,куҫӑм,johtu
2411,Gang::N,куҫӑм,jotteem
2412,Gang::N,куҫӑм,joto
2413,Gang::N,куҫӑм,jäl'lmõš
2414,Gang::N,куҫӑм,ёадтмушш
2415,Gang::N,куҫӑм,ёадтҌмушш
2416,Schritt::N,утӑм,sïlle
2417,Schritt::N,утӑм,lávkke
2418,Schritt::N,утӑм,lávki
2419,Schritt::N,утӑм,lävkki
2420,Schritt::N,утӑм,läu´ǩǩ
2421,Schritt::N,утӑм,ла̄ффьк
2422,Schritt::N,пусӑм,sïlle
2423,Schritt::N,пусӑм,lávkke
2424,Schritt::N,пусӑм,lávki
2425,Schritt::N,пусӑм,lävkki
2426,Schritt::N,пусӑм,läu´ǩǩ
2427,Schritt::N,пусӑм,ла̄ффьк
2428,Norden::N,ҫурҫӗр,noerhte
2429,Norden::N,ҫурҫӗр,nuortta
2430,Norden::N,ҫурҫӗр,davvi
2431,Norden::N,ҫурҫӗр,taṿe
2432,Norden::N,ҫурҫӗр,tâ´vv
2433,Norden::N,ҫурҫӗр,таввял
2434,Süden::N,кӑнтӑр,åarjel
2435,Süden::N,кӑнтӑр,oarjje
2436,Süden::N,кӑнтӑр,lulli
2437,Süden::N,кӑнтӑр,mäddi
2438,Süden::N,кӑнтӑр,kesipieg'gâ
2439,Süden::N,кӑнтӑр,saujj
2440,Süden::N,кӑнтӑр,со̄а̄ййв
2441,Westen::N,анӑҫ,jillie
2442,Westen::N,анӑҫ,alle
2443,Westen::N,анӑҫ,oarji
2444,Westen::N,анӑҫ,uár'ji
2445,Westen::N,анӑҫ,viõstâr
2446,Westen::N,анӑҫ,вуэрьял
2447,Westen::N,хӗвел анӑҫ,jillie
2448,Westen::N,хӗвел анӑҫ,alle
2449,Westen::N,хӗвел анӑҫ,oarji
2450,Westen::N,хӗвел анӑҫ,uár'ji
2451,Westen::N,хӗвел анӑҫ,viõstâr
2452,Westen::N,хӗвел анӑҫ,вуэрьял
2453,Osten::N,хӗвел тухӑҫ,luvlie
2454,Osten::N,хӗвел тухӑҫ,lulle
2455,Osten::N,хӗвел тухӑҫ,nuorta
2456,Osten::N,хӗвел тухӑҫ,nuor'ttâ
2457,Osten::N,хӗвел тухӑҫ,nuõrti
2458,Osten::N,хӗвел тухӑҫ,нуҏҏьт
2459,Holz::N,йывӑҫ,moere
2460,Holz::N,йывӑҫ,muorra
2461,Holz::N,йывӑҫ,muorra
2462,Holz::N,йывӑҫ,muoṛâ
2463,Holz::N,йывӑҫ,muõrr
2464,Holz::N,йывӑҫ,мӯрр
2465,Brett::N,хӑма,fealloe
2466,Brett::N,хӑма,fiello
2467,Brett::N,хӑма,lávdi
2468,Brett::N,хӑма,lyev'di
2469,Brett::N,хӑма,lu´vdd
2470,Brett::N,хӑма,лаййт
2471,Platte::N,плита,spaagkoe
2472,Platte::N,плита,skierro
2473,Platte::N,плита,skearru
2474,Platte::N,плита,ráptu
2475,Platte::N,плита,ка̄ррьт
2476,Stütze::N,ура,dovtege
2477,Stütze::N,ура,dåarjege
2478,Stütze::N,ура,tsagge
2479,Stütze::N,ура,nihta
2480,Stütze::N,ура,duvdda
2481,Stütze::N,ура,caggi
2482,Stütze::N,ура,cagge
2483,Stütze::N,ура,cõgldõk
2484,Stütze::N,ура,стуэлльп
2485,Stange::N,шерте,staavra
2486,Stange::N,шерте,stággo
2487,Stange::N,шерте,hålggå
2488,Stange::N,шерте,stávrá
2489,Stange::N,шерте,stággu
2490,Stange::N,шерте,čuálgui
2491,Stange::N,шерте,kaŋgg
2492,Stange::N,шерте,кэ̄ллт
2493,Stange::N,шерте,пе̄лльк
2494,Stock::N,патак,galte
2495,Stock::N,патак,klåbpoe
2496,Stock::N,патак,soabbe
2497,Stock::N,патак,soabbi
2498,Stock::N,патак,suáb'bi
2499,Stock::N,патак,suä´b'b
2500,Stock::N,патак,суэммьп
2501,Stab::N,шӑчӑ,klaahka
2502,Stab::N,шӑчӑ,soabbe
2503,Stab::N,шӑчӑ,soabbi
2504,Stab::N,шӑчӑ,suáb'bi
2505,Stab::N,шӑчӑ,suä´b'b
2506,Stab::N,шӑчӑ,суэммьп
2507,Rohr::N,пӑрӑх,gïrse
2508,Rohr::N,пӑрӑх,båhttså
2509,Rohr::N,пӑрӑх,bohcci
2510,Rohr::N,пӑрӑх,poccee
2511,Rohr::N,пӑрӑх,puu´lčiǩ
2512,Rohr::N,пӑрӑх,туррьп
2513,Haus::N,ҫурт,ståapoe
2514,Haus::N,ҫурт,goahte
2515,Haus::N,ҫурт,stohpu
2516,Haus::N,ҫурт,tááḷu
2517,Haus::N,ҫурт,tääll
2518,Haus::N,ҫурт,пэ̄ҏҏт
2519,Heim::N,кил,hïejme
2520,Heim::N,кил,viesso
2521,Heim::N,кил,ruoktu
2522,Heim::N,кил,päikki
2523,Heim::N,кил,päi´ǩǩ
2524,Heim::N,кил,пэ̄ҏҏт
2525,Ofen::N,кӑмака,vuebnie
2526,Ofen::N,кӑмака,vuodná
2527,Ofen::N,кӑмака,vuobnne
2528,Ofen::N,кӑмака,uvdna
2529,Ofen::N,кӑмака,uvnâ
2530,Ofen::N,кӑмака,ǩiiuǥân
2531,Ofen::N,кӑмака,пе̄ххц
2532,Ofen::N,кӑмака,кыввкан
2533,Fußboden::N,урай,guelpie
2534,Fußboden::N,урай,guolbbe
2535,Fußboden::N,урай,láhtti
2536,Fußboden::N,урай,šalde
2537,Fußboden::N,урай,šâ´ldd
2538,Fußboden::N,урай,шалльт
2539,Tisch::N,сӗтел,buertie
2540,Tisch::N,сӗтел,bievdde
2541,Tisch::N,сӗтел,beavdi
2542,Tisch::N,сӗтел,pevdi
2543,Tisch::N,сӗтел,på´rdd
2544,Tisch::N,сӗтел,stue´ll
2545,Tisch::N,сӗтел,туэлль
2546,Stuhl::N,пукан,stovle
2547,Stuhl::N,пукан,ståvllå
2548,Stuhl::N,пукан,stuollu
2549,Stuhl::N,пукан,stovli
2550,Stuhl::N,пукан,stuu´l
2551,Stuhl::N,пукан,стула
2552,Wiege::N,сӑпка,gïerhkeme
2553,Wiege::N,сӑпка,vuoggo
2554,Wiege::N,сӑпка,geaŧŧu
2555,Wiege::N,сӑпка,geaktu
2556,Wiege::N,сӑпка,gietkka
2557,Wiege::N,сӑпка,kiäh'tu
2558,Wiege::N,сӑпка,vogga
2559,Wiege::N,сӑпка,кӣткэм
2560,Bett::N,кравать,seangkoe
2561,Bett::N,кравать,sæŋŋga
2562,Bett::N,кравать,seaŋga
2563,Bett::N,кравать,seŋgâ
2564,Bett::N,кравать,sââ´jj
2565,Bett::N,кравать,вуэдтӭмсайй
2566,Regal::N,ҫӳлӗк,hælla
2567,Regal::N,ҫӳлӗк,hilldo
2568,Regal::N,ҫӳлӗк,hildu
2569,Regal::N,ҫӳлӗк,ildee
2570,Regal::N,ҫӳлӗк,i´lddi
2571,Regal::N,ҫӳлӗк,ылльтэ
2572,Regal::N,сентре,hælla
2573,Regal::N,сентре,hilldo
2574,Regal::N,сентре,hildu
2575,Regal::N,сентре,ildee
2576,Regal::N,сентре,i´lddi
2577,Regal::N,сентре,ылльтэ
2578,Kiste::N,ещӗк,aeskie
2579,Kiste::N,ещӗк,kássa
2580,Kiste::N,ещӗк,kássa
2581,Kiste::N,ещӗк,árkku
2582,Kiste::N,ещӗк,ču´ǩǩ
2583,Kiste::N,ещӗк,чуххьк
2584,Kiste::N,сунтӑх,aeskie
2585,Kiste::N,сунтӑх,kássa
2586,Kiste::N,сунтӑх,kássa
2587,Kiste::N,сунтӑх,árkku
2588,Kiste::N,сунтӑх,ču´ǩǩ
2589,Kiste::N,сунтӑх,чуххьк
2590,Fenster::N,чӳрече,klaase
2591,Fenster::N,чӳрече,vinndek
2592,Fenster::N,чӳрече,láse
2593,Fenster::N,чӳрече,laasâ
2594,Fenster::N,чӳрече,ikkân
2595,Fenster::N,чӳрече,эххкан
2596,Tür::N,алӑк,okse
2597,Tür::N,алӑк,uksa
2598,Tür::N,алӑк,uksa
2599,Tür::N,алӑк,uksâ
2600,Tür::N,алӑк,uhss
2601,Tür::N,алӑк,уккс
2602,Tor::N,хапха,okse
2603,Tor::N,хапха,pårttå
2604,Tor::N,хапха,uksa
2605,Tor::N,хапха,poarta
2606,Tor::N,хапха,porttâ
2607,Tor::N,хапха,uustõk
2608,Tor::N,хапха,čuâlluhss
2609,Tor::N,хапха,уккс
2610,Zaun::N,хӳме,haakene
2611,Zaun::N,хӳме,jerra
2612,Zaun::N,хӳме,gárdde
2613,Zaun::N,хӳме,áidi
2614,Zaun::N,хӳме,äiđi
2615,Zaun::N,хӳме,äidd
2616,Zaun::N,хӳме,čuâll
2617,Zaun::N,хӳме,а̄ййт
2618,Dach::N,тӑрӑ,rehpie
2619,Dach::N,тӑрӑ,dæhkko
2620,Dach::N,тӑрӑ,gáhttu
2621,Dach::N,тӑрӑ,káttu
2622,Dach::N,тӑрӑ,laakk
2623,Dach::N,тӑрӑ,пэ̄ҏҏтэ̄ля
2624,Dach::N,тӑрӑ,кры̄ша
2625,Leiter::N,пусма,raajtere
2626,Leiter::N,пусма,tjajmos
2627,Leiter::N,пусма,boagos
2628,Leiter::N,пусма,ráidalas
2629,Leiter::N,пусма,raidlâs
2630,Leiter::N,пусма,лествец
2631,Besen::N,шӑпӑр,saehpie
2632,Besen::N,шӑпӑр,gaerpene
2633,Besen::N,шӑпӑр,njáman
2634,Besen::N,шӑпӑр,luvdá
2635,Besen::N,шӑпӑр,luvdá
2636,Besen::N,шӑпӑр,västt
2637,Besen::N,шӑпӑр,ва̄сст
2638,Spaten::N,кӗреҫе,gåajvoe
2639,Spaten::N,кӗреҫе,spádá
2640,Spaten::N,кӗреҫе,goajvvo
2641,Spaten::N,кӗреҫе,goaivu
2642,Spaten::N,кӗреҫе,kuái'vu
2643,Spaten::N,кӗреҫе,kuäivv
2644,Spaten::N,кӗреҫе,куаййв
2645,Schaufel::N,кӗреҫе,gåajvoe
2646,Schaufel::N,кӗреҫе,gåjvun
2647,Schaufel::N,кӗреҫе,goajvvo
2648,Schaufel::N,кӗреҫе,goaivu
2649,Schaufel::N,кӗреҫе,kuái'vu
2650,Schaufel::N,кӗреҫе,kuäivv
2651,Schaufel::N,кӗреҫе,куаййв
2652,Gabel::N,вилка,tjåagka
2653,Gabel::N,вилка,gáffil
2654,Gabel::N,вилка,káffal
2655,Gabel::N,вилка,kaahvâl
2656,Gabel::N,вилка,velkk
2657,Gabel::N,вилка,а̄лльс
2658,Löffel::N,кашӑк,buste
2659,Löffel::N,кашӑк,bassti
2660,Löffel::N,кашӑк,baste
2661,Löffel::N,кашӑк,pastem
2662,Löffel::N,кашӑк,pâ´sttem
2663,Löffel::N,кашӑк,пасьтэмь
2664,Messer::N,ҫӗҫӗ,nejpie
2665,Messer::N,ҫӗҫӗ,nijbbe
2666,Messer::N,ҫӗҫӗ,niibi
2667,Messer::N,ҫӗҫӗ,nijbe
2668,Messer::N,ҫӗҫӗ,nei´bb
2669,Messer::N,ҫӗҫӗ,ныййп
2670,Nagel::N,пӑта,spæjhkere
2671,Nagel::N,пӑта,spiger
2672,Nagel::N,пӑта,návlle
2673,Nagel::N,пӑта,spiikkár
2674,Nagel::N,пӑта,spijkkár
2675,Nagel::N,пӑта,näu´ll
2676,Nagel::N,пӑта,на̄ввьл
2677,Netz::N,тетел,viermie
2678,Netz::N,тетел,viermme
2679,Netz::N,тетел,næhtta
2680,Netz::N,тетел,fierbmi
2681,Netz::N,тетел,viermi
2682,Netz::N,тетел,säi´mm
2683,Netz::N,тетел,нӯжхьт
2684,Haken::N,йӑрхах,kruehkie
2685,Haken::N,йӑрхах,ruohkke
2686,Haken::N,йӑрхах,vagge
2687,Haken::N,йӑрхах,roahkki
2688,Haken::N,йӑрхах,faggi
2689,Haken::N,йӑрхах,kuák'ki
2690,Haken::N,йӑрхах,kuä´ǩ'ǩ
2691,Haken::N,йӑрхах,ва̄ӈӈк
2692,Haken::N,йӑрхах,куэххьк
