,Concept_ID,,kn
91,Wiese::N,,ಹುಲ್ಲುಗಾವಲು
92,Wald::N,,ಕಾಡು
93,Hügel::N,,ಗುಡ್ಡೆ
94,Anhöhe::N,,ದಿಬ್ಬ
95,Berg::N,,ಮಲೆ
96,Berg::N,,ಪರ್ವತ
97,Gipfel::N,,ಶೃಂಗ
98,Höhle::N,,ಗುಹೆ
99,Abhang::N,,ಇಳಿಜಾರು
100,Quelle::N,,ಮೂಲ
101,Bach::N,,ತೊರೆ
102,Fluss::N,,ನದಿ
103,Ufer::N,,ತೀರ
104,Küste::N,,ದಂಡೆ
105,Festland::N,,ಭೂಮಿ
106,Meer::N,,ಕಡಲು
107,Bucht::N,,ಖಾರಿ
108,Insel::N,,ದ್ವೀಪ
109,Blume::N,,ಸುಮ
110,Gras::N,,ಹುಲ್ಲು
111,Wurzel::N,,ಬೇರು
112,Baum::N,,ಮರ
113,Stamm::N,,ಕಾಂಡ
114,Rinde::N,,ತೂಗಟಿ
115,Ast::N,,ಶಾಖೆ
116,Zweig::N,,ರೆಂಬೆ
117,Blatt::N,,ಎಲೆ
118,Birke::N,,ಬರ್ಚ್ ಮರ
119,Kiefer[Baum]::N,,ದೇವದಾರು ಮರ
120,Weide[Baum]::N,,ವಿಲೋಮರ
121,Tanne::N,,ಭದ್ರದಾರು
122,Horn::N,,ಕೊಂಬು
123,Feder::N,,ಪುಕ್ಕ
124,Fell::N,,ರೋಮ
125,Flügel::N,,ರೆಕ್ಕೆ
126,Klaue::N,,ಪಂಜ
127,Kralle::N,,ಉಗುರು
128,Schwanz::N,,ಬಾಲ
129,Ei::N,,ಮೊಟ್ಟೆ
130,Nest::N,,ಗೂಡು
131,Bau::N,,ಅಡಗುದಾಣ
132,Tier::N,,ಪ್ರಾಣಿ
133,Herde::N,,ಗುಂಪು
134,Kuh::N,,ಹಸು
135,Bulle::N,,ಗೂಳಿ
136,Pferd::N,,ಕುದುರೆ
137,Schaf::N,,ಕುರಿ
138,Schwein::N,,ಹಂದಿ
139,Hund::N,,ನಾಯಿ
140,Katze::N,,ಬೆಕ್ಕು
141,Bär::N,,ಕರಡಿ
142,Eichhörnchen::N,,ಉಡುತೆ
143,Elch::N,,ಕಡವೆ
144,Fuchs::N,,ನರಿ
145,Hase::N,,ಮೊಲ
146,Maus::N,,ಇಲಿ
147,Wolf::N,,ತೋಳ
148,Vogel::N,,ಪಕ್ಷಿ
149,Schwarm::N,,ಗುಂಪು
150,Huhn::N,,ಚಿಕ್
151,Hahn::N,,ಹುಂಜ
152,Gans::N,,ವರಟೆ
153,Adler::N,,ಗರುಡ
154,Ente::N,,ಬಾತು
155,Eule::N,,ಗೂಬೆ
156,Kranich::N,,ಕೊಕ್ಕರ
157,Krähe::N,,ಕಾಗೆ
158,Kuckuck::N,,ಕೋಗಿಲೆ
159,Schwan::N,,ಹಂಸಪಕ್ಷಿ
160,Fisch::N,,ಮೀನು
161,Barsch::N,,ಪರ್ಚ್ ಮೀನು
162,Hecht::N,,ಪೈಕ್ ಮೀನು
163,Schlange[Tier]::N,,ಹಾವು
164,Wurm::N,,ಹುಳು
165,Spinne::N,,ಊರ್ಣನಾಭ
166,Ameise::N,,ಇರುವೆ
167,Laus::N,,ಹೇನು
168,Mücke::N,,ಸೊಳ್ಳೆ
169,Fliege::N,,ನೊಣ
170,Schmetterling::N,,ಪತಂಗ
171,Beere::N,,ನಯವಣ್ಣು
172,Apfel::N,,ಸೇಬು
173,Pilz::N,,ಅಣಬೆ
174,Zwiebel::N,,ನೀರುಳ್ಳಿ
175,Saat::N,,ಬಿತ್ತ
176,Korn::N,,ಬೀಜ
177,Heu::N,,ಕರಡ
178,Schale::N,,ಹೊಟ್ಟು
179,Grube::N,,ಗುಂಡಿ
180,Falle::N,,ಬೋನು
181,Schlinge::N,,ಉರುಲು
182,Spur::N,,ಜಾಡು
183,Asche::N,,ಬೂದಿ
184,Dreck::N,,ಹೊಲಸು
185,Eisen::N,,ಕಬ್ಬಿಣ
186,Gold::N,,ಚಿನ್ನ
187,Silber::N,,ಬೆಳ್ಳಿ
188,Kohle::N,,ಕಲ್ಲಿದ್ದಲು
189,Glas::N,,ಗಾಜು
190,Lehm::N,,ಜೇಡಿಮಣ್ಣು
191,Sand::N,,ಮರಳು
192,Mensch::N,,ಪುರುಷ
193,Mann::N,,ಆಳು
194,Frau::N,,ಹೆಣ್ಣು
195,Kind::N,,ಮಗು
196,Junge::N,,ಹುಡುಗ
197,Mädchen::N,,ಹುಡುಗಿ
198,Familie::N,,ಕುಟುಂಬ
199,Großvater::N,,ಅಜ್ಜ
200,Großmutter::N,,ಅಮ್ಮ
201,Eltern::N,,ಹೆತ್ತವರು
202,Vater::N,,ತಂದೆ
203,Mutter::N,,ಅಮ್ಮ
204,Sohn::N,,ಮಗ 
205,Tochter::N,,ಮಗಳು
206,Bruder::N,,ತಮ್ಮ
207,Schwester::N,,ತಂಗಿ
208,Onkel::N,,ಸೋದರಮಾವ
209,Onkel::N,,ದೊಡ್ಡಪ್ಪ
210,Tante::N,,ಚಿಕ್ಕಮ್ಮ
211,Ehemann::N,,ಗಂಡ
212,Ehefrau::N,,ಹೆಂಡತಿ
213,Freude::N,,ನಲಿವು
214,Gelächter::N,,ನಗೆ
215,Glück::N,,ಆನಂದ
216,Kummer::N,,ದುಃಖ
217,Wunsch::N,,ಬಯಕೆ
218,Lust::N,,ಇಷ್ಟ
219,Geist::N,,ಆತ್ಮ
220,Gedanke::N,,ಯೋಚನೆ
221,Gedächtnis::N,,ಸ್ಮರಣೆ
222,Verstand::N,,ಮನಸ್ಸು
223,Sinn::N,,ಅರ್ಥ
224,Grund::N,,ಕಾರಣ
225,Wahrheit::N,,ಸತ್ಯ
226,Gespräch::N,,ಸಂಭಾಷಣೆ
227,Märchen::N,,ಸುಳ್ಳು ಕಥೆ
228,Erzählung::N,,ಕಥೆ
229,Nachricht::N,,ಸಂದೇಶ
230,Neuigkeit::N,,ಸುದ್ದಿ
231,Name::N,,ಹೆಸರು
232,Rätsel::N,,ಒಗಟು
233,Rede::N,,ಮಾತು
234,Sprache::N,,ಭಾಷೆ
235,Stimme::N,,ಧ್ವನಿ
236,Wort::N,,ಮಾತು
237,Zeichen::N,,ಗುರುತು
238,Ruf::N,,ಕೂಗು
239,Lärm::N,,ಸದ್ದು
240,Laut::N,,ಶಬ್ದ
241,Ton::N,,ನಾದ
242,Lied::N,,ಗಾನ
243,Ruhe::N,,ಶಾಂತಿ
244,Leute::N,,ಮಂದಿ
245,Volk::N,,ಜನಾಂಗ
246,Arbeit::N,,ಕೆಲಸ
247,Gast::N,,ಅತಿಥಿ
248,Geschenk::N,,ಕಾಣಿಕೆ
249,Spiel::N,,ಆಟ
250,Gesellschaft::N,,ಸಂಗ
251,Hilfe::N,,ಸಹಾಯ
252,Freund::N,,ಸ್ನೇಹಿತ
253,Kamerad::N,,ಜೊತೆಗಾರ
254,Angelegenheit::N,,ವಿಚಾರ
255,Anzahl::N,,ಎಣಿಕೆ
256,Art::N,,ತರ
257,Stück::N,,ತುಂಡು
258,Teil::N,,ಭಾಗ
259,Hälfte::N,,ಅರ್ಧ
260,Kreis::N,,ವೃತ್ತ
261,Kreuz::N,,ಶಿಲುಬೆ
262,Linie::N,,ರೀಖೆ
263,Strich::N,,ಗೀಟು
264,Abstand::N,,ಅಂತರ
265,Entfernung::N,,ದೂರ
266,Gegend::N,,ವಿಸ್ತೀರ್ಣ
267,Platz::N,,ಅಂತರ
268,Ort::N,,ಸ್ಥಳ
269,Seite::N,,ಪಕ್ಷ
270,Mitte::N,,ನಡು
271,Gegenstand::N,,ವಸ್ತು
272,Sache::N,,ವಸ್ತು
273,Rand::N,,ಅಂಚು
274,Kante::N,,ಅಂಚು
275,Ecke::N,,ಮೂಲೆ
276,Spitze::N,,ತುದಿ
277,Ende::N,,ಕೊನೆ
278,Loch::N,,ತೂತು
279,Winkel::N,,ಕೋನ
280,Muster::N,,ನಮೂನೆ
281,Größe::N,,ಪ್ರಮಾಣ
282,Länge::N,,ಉದ್ದ
283,Höhe::N,,ಎತ್ತರ
284,Gewicht::N,,ತೂಕ
285,Menge::N,,ಮೊತ್ತ
286,Haufen::N,,ರಾಶಿ
287,Reihe::N,,ಸಾಲು
288,Boot::N,,ದೋಣಿ
289,Ruder::N,,ಹುಟ್ಟು
290,Schlitten::N,,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
291,Ski::N,,ಜಾರುಪಟ್ಟಿ
292,Lagerfeuer::N,,ಶಿಬಿರಾಗ್ನಿ
293,Last::N,,ಹೊರೆ
294,Gang::N,,ತಿರುಗಾಟ
295,Schritt::N,,ಹೆಜ್ಜೆ
296,Norden::N,,ಉತ್ತರ
297,Süden::N,,ದಕ್ಷಿಣ
298,Westen::N,,ಪಶ್ಚಿಮ
299,Osten::N,,ಮೂಡಲು
300,Holz::N,,ಚೌಬೀನೆ
301,Brett::N,,ಹಲಗೆ
302,Platte::N,,ಹಲಗೆ
303,Stütze::N,,ಆಸರೆ
304,Stange::N,,ಕಂಬ
305,Stock::N,,ಕೋಲು
306,Stab::N,,ದೊಣ್ಣೆ
307,Rohr::N,,ನಳಿಕೆ
308,Haus::N,,ಮನೆ
309,Heim::N,,ಗೃಹ
310,Ofen::N,,ಒಲೆ
311,Fußboden::N,,ನೆಲ
312,Tisch::N,,ಮೇಜು
313,Stuhl::N,,ಕುರ್ಚಿ
314,Wiege::N,,ತೊಟ್ಟಿಲು
315,Bett::N,,ಹಾಸಿಗೆ
316,Regal::N,,ಬೀರು
317,Kiste::N,,ಪಟ್ಟಿಗೆ
318,Fenster::N,,ಕಿಟಕಿ
319,Tür::N,,ಬಾಗಿಲು
320,Tor::N,,ಹೆಬ್ಬಾಗಿಲು
321,Zaun::N,,ಬೇಲಿ
322,Dach::N,,ಮಾಳಿಗೆ
323,Leiter::N,,ಏಣಿ
324,Besen::N,,ಪೊರಕೆ
325,Spaten::N,,ಗುದ್ದಲಿ
326,Schaufel::N,,ಸನಿಕೆ
327,Gabel::N,,ಕವಲು
328,Löffel::N,,ಚಮಚ
329,Messer::N,,ಚಾಕು
330,Nagel::N,,ಆಣಿ
331,Netz::N,,ಬಲೆ
332,Haken::N,,ಕೊಂಡಿ
333,Griff::N,,ಹಿಡಿ
334,Schloss::N,,ವೀಗ
335,Bild::N,,ಚಿತ್ರ
336,Figur::N,,ಆಕಾರ
337,Puppe::N,,ಗೊಂಬೆ
338,Beutel::N,,ಸಂಚಿ
339,Bündel::N,,ಕಟ್ಟು
340,Tasche::N,,ಚೀಲ
341,Eimer::N,,ಬಾನೆ
342,Deckel::N,,ಮುಚ್ಚಳ
343,Geschirr::N,,ಭಕ್ಷ್ಯಗಳು
344,Sack::N,,ಮೂಟೆ
345,Tasse::N,,ಬಟ್ಟಲು
346,Topf::N,,ಮಡಕೆ
347,Kessel::N,,ಕೆಟಲ್
348,Essen::N,,ಊಟ
349,Nahrung::N,,ಆಹಾರ
350,Speise::N,,ಊಟ
351,Fleisch::N,,ಮಾಂಸ
352,Getreide::N,,ಧಾನ್ಯ
353,Brei::N,,ಗಂಜಿ
354,Brot::N,,ರೊಟ್ಟಿ
355,Scheibe::N,,ಹೋಳು
356,Fett::N,,ಕೊಬ್ಬು
357,Butter::N,,ಬೆಣ್ಣೆ
358,Öl::N,,ಎಣ್ಣೆ
359,Salz::N,,ಉಪ್ಪು
360,Suppe::N,,ಎಸರು
361,Honig::N,,ಮಧು
362,Milch::N,,ಹಾಲು
363,Tee::N,,ಚಹ
364,Leder::N,,ಚಕ್ಕಳ
365,Wolle::N,,ಉಣ್ಣೆ
366,Stoff::N,,ಬಟ್ಟೆ
367,Nadel::N,,ಸೂಜಿ
368,Faden::N,,ದಾರ
369,Knopf::N,,ಗುಂಡು
370,Knoten::N,,ಗಂಟು
371,Farbe::N,,ಬಣ್ಣ
372,Kleidung::N,,ಅರಿವೆ
373,Hemd::N,,ಅಂಗಿ
374,Kragen::N,,ಕುತ್ತಿಗೆಪಟ್ಟಿ
375,Ärmel::N,,ತೋಳು
376,Hose::N,,ಇಜಾರ
377,Gürtel::N,,ಬೆಲ್ಟು
378,Mütze::N,,ಟೋಪಿ
379,Schuh::N,,ಪಾದರಕ್ಷೆ
380,Stiefel::N,,ಬೂಟು
381,Ring::N,,ಉಂಗುರ
382,Band::N,,ರಿಬ್ಬನ್
383,Kamm::N,,ಹಣಿಗೆ
384,Spiegel::N,,ಕನ್ನಡಿ
385,Riemen::N,,ಬಾರು
386,Schnur::N,,ಹುರಿ
387,Leine::N,,ಹಗ್ಗ
388,Decke::N,,ಕಂಬಳಿ
389,Kissen::N,,ದಿಂಬು
390,Tuch::N,,ಕೊರಳ ಬಟ್ಟೆ
391,Handtuch::N,,ಚೌಕ
392,Kraft::N,,ಬಲ
393,Stärke::N,,ಶಕ್ತಿ
394,Gesundheit::N,,ಆರೋಗ್ಯ
395,Krankheit::N,,ರೋಗ
396,Schmerz::N,,ನೋವು
397,Wunde::N,,ಗಾಯ
398,Fieber::N,,ಜ್ವರ
399,Arznei::N,,ಔಷಧ
400,Brücke::N,,ಸೇತುವೆ
401,Brunnen::N,,ಬಾವಿ
402,Weide::N,,ಗೋಮಾಳ
403,Pfad::N,,ದಾರಿ
404,Weg::N,,ಹಾದಿ
405,Straße::N,,ರಸ್ತೆ
406,Dorf::N,,ಹಳ್ಳಿ
407,Stadt::N,,ಪಟ್ಟಣ
408,Brief::N,,ಕಾಗದ
409,Buch::N,,ಪುಸ್ತಕ
410,Buchstabe::N,,ಅಕ್ಷರ
411,Zeitung::N,,ವಾರ್ತಾಪತ್ರಿಕೆ
412,Leben::N,,ಜೀವನ
413,Tod::N,,ಮರಣ
414,Grab::N,,ಗೋರಿ
415,Kirche::N,,ಚರ್ಚು
416,Sünde::N,,ಪಾಪ
417,Gott::N,,ದೇವರು
418,Arbeiter::N,,ಕೆಲಸಗಾರ
419,Chef::N,,ದಣಿ
420,Meister::N,,ಶಿಕ್ಷಕ
421,Arzt::N,,ವೈದ್ಯ
422,Lehrer::N,,ಉಪಾಧ್ಯಾಯ
423,Geld::N,,ಹಣ
424,Geschäft::N,,ವಾಣಿಜ್ಯ
425,Laden::N,,ಅಂಗಡಿ
426,Preis::N,,ಬೆಲೆ
427,Ware::N,,ಸರಕು
428,Nutzen::N,,ಲಾಭ
429,Reichtum::N,,ಸಂಪತ್ತು
430,Welt::N,,ಭೂಲೋಕ
431,Land::N,,ದೇಶ
432,Staat::N,,ರಾಜ್ಯ
433,König::N,,ರಾಜ
434,Macht::N,,ಅಧಿಕಾರ
435,Grenze::N,,ಗಡಿ
436,Krieg::N,,ಯುದ್ಧ
437,Feind::N,,ಶತ್ರು
438,Gewalt::N,,ಹಿಂಸೆ
439,Kampf::N,,ಹೋರಾಟ
440,Bogen[Waffe]::N,,ಬಿಲ್ಲು
441,Pfeil::N,,ಅಂಬು
442,Gewehr::N,,ಬಂದೂಕು
443,Fehler::N,,ತಪ್ಪು
444,Lüge::N,,ಸುಳ್ಳು
445,Schaden::N,,ಹಾನಿ
446,Unglück::N,,ಅಪಾಯ
447,Schuld::N,,ದೋಷ
448,Alter::N,,ಮುಪ್ಪು
449,Schluss::N,,ಮುಕ್ತಾಯ
450,Zeit::N,,ಕಾಲ
451,Tag::N,,ದಿನ
452,Morgen::N,,ಮುಂಜಾನೆ
453,Mittag::N,,ನಡುಹಗಲು
454,Abend::N,,ಸಂಜೆ
455,Nacht::N,,ರಾತ್ರಿ
456,Woche::N,,ವಾರ
457,Monat::N,,ತಿಂಗಳು
458,Jahr::N,,ಸಂವತ್ಸರ
459,Frühling::N,,ವಸಂತ
460,Sommer::N,,ಬಿಸಿಲುಕಾಲ
461,Herbst::N,,ಶರತ್ಕಾಲ
462,Winter::N,,ಚಳಿಗಾಲ
463,Januar::N,,ನಾಲ್ಚಳಿ
464,Februar::N,,ಅಯ್ಚಳಿ
465,März::N,,ಮೊಬ್ಬೇಸಿಗೆ
466,April::N,,ಇಬ್ಬೇಸಿಗೆ
467,Mai::N,,ಮುಬ್ಬೇಸಿಗೆ
468,Juni::N,,ಮೊಮ್ಮಳೆ
469,Juli::N,,ಇಮ್ಮಳೆ
470,August::N,,ಮುಮ್ಮಳೆ
471,September::N,,ನಾಲ್ಮಳೆ
472,Oktober::N,,ಮೊಚ್ಚಳಿ
473,November::N,,ಇಚ್ಚಳಿ
474,Dezember::N,,ಮುಚ್ಚಳಿ
475,Montag::N,,ಸೋಮುವಾರ
476,Dienstag::N,,ಮಂಗಳವಾರ
477,Mittwoch::N,,ಬುಧವಾರ
478,Donnerstag::N,,ಗುರುವಾರ
479,Freitag::N,,ಶುಕ್ರವಾರ
480,Samstag::N,,ಶನಿವಾರ
481,Sonntag::N,,ಭಾನುವಾರ
482,groß::A,,ದೊಡ್ಡ
483,klein::A,,ಪುಟ್ಟ
484,lang::A,,ದೀರ್ಘ
485,kurz::A,,ಚಕ್ಕ
486,breit::A,,ಅಗಲವಾದ
487,schmal::A,,ಇಕ್ಕಟ್ಟಾದ
488,dicht::A,,ದಟ್ಟ
489,dick[Gegenstand]::A,,ದಟ್ಟ
490,dünn::A,,ತೆಳು
491,fein::A,,ಕೋಮಲ
492,fest::A,,ಘನ
493,flach::A,,ಚಪ್ಪಟೆ
494,glatt::A,,ನಯ
495,hart::A,,ಗಟ್ಟಿ
496,weich::A,,ಮೃದುವಾದ
497,rund::A,,ವರ್ತುಳ
498,spitz::A,,ಮೊನಚಾದ
499,scharf::A,,ತೀಕ್ಷ್ಣ
500,stumpf::A,,ಮೊಂಡು
501,schwer::A,,ಭಾರಿ
502,schön::A,,ಸುಂದರ
503,heiß::A,,ಬಿಸಿ
504,warm::A,,ಬಿಸಿ
505,kalt::A,,ತಣ್ಣನೆಯ
506,kühl::A,,ತಂಪಾದ
507,frisch::A,,ನಿರ್ಮಲ
508,feucht::A,,ಒದ್ದೆಯಾದ
509,nass::A,,ಒದ್ದೆಯಾದ
510,trocken::A,,ಶುಷ್ಕ
511,voll::A,,ತುಂಬಿದ
512,leer::A,,ಖಾಲಿ
513,offen::A,,ಮುಚ್ಚಲ್ಲದ
514,geschlossen::A,,ಮುಚ್ಚಿದ
515,sauber::A,,ಶುದ್ಧ
516,schmutzig::A,,ಅಶುದ್ಧ
517,roh::A,,ಹಸಿ
518,reif::A,,ಹಣ್ಣಾದ
519,lecker::A,,ಗುಚಿಕರ
520,süß::A,,ಸಿಹಿ
521,bitter::A,,ಕಹಿ
522,sauer::A,,ಹುಳಿಯಾದ
523,hell::A,,ಹೊಳೆಯುವ
524,dunkel::A,,ಮಬ್ಬಾದ
525,schwarz::A,,ಕಪ್ಪು
526,weiß::A,,ಬಿಳಿಯ
527,rot::A,,ಕೆಂಪು
528,gelb::A,,ಹಳದಯ
529,blau::A,,ನೀಲ
530,grün::A,,ಕಾಯಾದ
531,grau::A,,ಬೂದುಬಣ್ಣದ
532,bunt::A,,ವರ್ಣರಂಜಿತ
533,billig::A,,ಅಗ್ಗ
534,teuer::A,,ದುಬಾರಿಯಾದ
535,wertvoll::A,,ಅಮೂಲ್ಯ
536,blind::A,,ಅಂಧ
537,taub::A,,ಕಿವುಡಾದ
538,kräftig::A,,ಪ್ರಬಲ
539,stark::A,,ಶಕ್ತಿವಂತ
540,schwach::A,,ದುರ್ಬಲ
541,fett::A,,ಕೊಬ್ಬಿದ
542,schlank::A,,ತೆಳ್ಳಗಿನ
543,hübsch::A,,ಅಂದವಾದ
544,böse::A,,ಕೆಟ್ಟ
545,dumm::A,,ಮಂದ
546,faul::A,,ಆಲಸ
547,fleißig::A,,ಕಡಗುವ
548,geizig::A,,ಜುಗ್ಗ
549,klug::A,,ಚತುರ
550,geschickt::A,,ದಕ್ಷ
551,lieb::A,,ಪ್ರಿಯ
552,lustig::A,,ಖುಷಿಯಾದ
553,sanft::A,,ಸೌಮ್ಯ
554,hungrig::A,,ಹಸಿದ
555,krank::A,,ಅಸ್ವಸ್ಥ
556,nackt::A,,ನಗ್ನ
557,traurig::A,,ದುಃಖಿತ
558,lebendig::A,,ಜೀವಂತ
559,gut::A,,ಒಳ್ಳೆಯ
560,schlecht::A,,ದುಷ್ಟ
561,richtig::A,,ಸರಿ
562,schlimm::A,,ಅಸಹ್ಯ
563,wahr::A,,ನಿಜ
564,alt::A,,ಮುದಿ
565,neu::A,,ಹೊಸ
566,ehemalig::A,,ಮಾಜೀ
567,alt[Lebewesen]::A,,ವೃದ್ಧ
568,jung::A,,ಎಳ
569,arm::A,,ಬಡ
570,reich::A,,ಶ್ರೀಮಂತ
571,bekannt::A,,ಅಪ್ತ
572,berühmt::A,,ಪ್ರಸಿದ್ಧ
573,fremd::A,,ಪರಕೀಯ
574,verschieden::A,,ಬೇರೆ
575,nah::A,,ಹತ್ತಿರವಾದ
576,fern::A,,ದೂರದ
577,linker::A,,ಎಡ
578,rechter::A,,ಬಲ
579,anderer::A,,ಇತರ
580,erster::A,,ಪ್ರಥಮ
581,zweiter::A,,ದ್ವಿತೀಯ
582,dritter::A,,ಮೂರನೆಯಜಗತ್ತು
583,letzter::A,,ಅಂತ್ಯ
584,allein::ADV,,ಒಬ್ಬನೇ
585,auf einmal::ADV,,ಒಡನೆ
586,zusammen::ADV,,ಒಟ್ಟಿಗೆ
587,lange::ADV,,ದೀರ್ಘ
588,plötzlich::ADV,,ಅನಾಮತ್ತು
589,sofort::ADV,,ಜಾಗ್ರತೆ
590,später::ADV,,ತರುವಾಯ
591,jetzt::ADV,,ಈಗ
592,heute::ADV,,ಇಂದು
593,morgen::ADV,,ನಾಳೆ
594,bald::ADV,,ಬೇಗ
595,dann::ADV,,ಆಗ
596,gestern::ADV,,ನಿನ್ನೆ
597,einst::ADV,,ಪೂರ್ವದಲ್ಲಿ
598,damals::ADV,,ಆಗ
599,danach::ADV,,ಆಮೇಲೆ
600,vorher::ADV,,ಮುಂಚೆ
601,zuerst::ADV,,ಮೊದಲಿಗೆ
602,einmal::ADV,,ಒಮ್ಮೆ
603,manchmal::ADV,,ಆಗಾಗ
604,oft::ADV,,ಅನೇಕಸಲ
605,immer::ADV,,ಯಾವಾಗಲೂ
606,niemals::ADV,,ಯಾವಾಗಲೂ ಇಲ್ಲ
607,hier::ADV,,ಇಲ್ಲಿ
608,hierhin::ADV,,ಇತ್ತ
609,von hier::ADV,,ಇಲ್ಲಿಂದ
610,dort::ADV,,ಅಲ್ಲಿ
611,dorthin::ADV,,ಅಲ್ಲಿಗೆ
612,geradeaus::ADV,,ಸೀದಾ
613,vorwärts::ADV,,ಮುನ್ನೆಡೆವ
614,rückwärts::ADV,,ಹಿಂದುಗಡೆಗೆ
615,zurück::ADV,,ಹಿಂದಕ್ಕೆ
616,unten::ADV,,ಕೆಳಗೆ
617,hinab::ADV,,ಕೆಳಕ್ಕೆ
618,oben::ADV,,ಮೇಲೆ
619,hinauf::ADV,,ಮೇಲಕ್ಕೆ
620,überall::ADV,,ಎಲ್ಲಸ್ಥಳಗಳು
621,nicht::ADV,,ಇಲ್ಲ
622,nicht::ADV,,ಅಲ್ಲ
623,ein wenig::ADV,,ತುಸು
624,kaum::ADV,,ಕಠಿನವಾಗಿ
625,sehr::ADV,,ಬಹು
626,so::ADV,,ಅಷ್ಟು
627,noch::ADV,,ಇನ್ನು
628,nur::ADV,,ಕೇವಲ
629,schon::ADV,,ಆಗಲೇ
630,wieder::ADV,,ಪುನಃ
631,vergebens::ADV,,ನಿಷ್ಫಲವಾಗಿ
632,vor::PRP,,ಮುಂದೆ
633,hinter::PRP,,ಹಿಂದ
634,unter::PRP,,ಕೆಳ
635,durch::PRP,,ನೇರವಾಗಿ
636,neben::PRP,,ಅಧರ ಬಲಿಕ
637,zwischen::PRP,,ನಡುವೆ
638,wegen::PRP,,ಅಧಕ್ಕಗಿ
639,dies::PRN,,ಈ
640,das::PRN,,ಅದು
641,alles::PRN,,ಎಲ್ಲ
