,Concept_ID,hr,ab
745,fleißig::A,radin,иҟубҷоу
746,fleißig::A,marljiv,иҟубҷоу
747,geizig::A,škrt,акы
748,geizig::A,škrt,акаҷбеи
749,geizig::A,škrt,аҟəџьыр
750,klug::A,razborit,аҟəыш
751,klug::A,razborit,аҟəыӷа
752,geschickt::A,vješt,напҟазала
753,lieb::A,drag,алашара
754,lustig::A,veseo,алах-ҿых
755,lustig::A,veseo,игурҕьаччо
756,lustig::A,veseo,агурҕьа
757,lustig::A,veseo,агурҿыхага
758,sanft::A,blag,атата
759,sanft::A,blag,аҟəымшəышə
760,sanft::A,blag,ақьыҧш
761,hungrig::A,gladan,амлашь
762,krank::A,bolestan,ачымазаҩ
763,nackt::A,nag,аҟьантаз
764,traurig::A,tužan,алахьеиқəҵага
765,traurig::A,žalostan,алахьеиқəҵага
766,lebendig::A,živ,абза
767,gut::A,dobar,абзиа
768,schlecht::A,loš,-хəарҭам
769,schlecht::A,rđav,-хəарҭам
770,richtig::A,tačan,иашоу
771,richtig::A,ispravan,иашоу
772,schlimm::A,zao,абааҧсы
773,schlimm::A,zločest,абааҧсы
774,wahr::A,istinit,агəҭылса
775,wahr::A,istinit,абзиаҵəҟьа
776,alt::A,star,Ажə
777,neu::A,nov,аҿыц
778,ehemalig::A,bivši,анкьатәи
779,alt[Lebewesen]::A,star,абырг
780,alt[Lebewesen]::A,star,ақабада
781,alt[Lebewesen]::A,star,Ажə
782,jung::A,mlad,аҟата
783,arm::A,ubog,ананамга
784,arm::A,siromašan,ананамга
785,reich::A,bogat,абеиа
786,bekannt::A,poznat,адыр
787,berühmt::A,čuven,адыр
788,berühmt::A,slavan,адыр
789,fremd::A,tuđ,атəым
790,fremd::A,stran,атəым
791,verschieden::A,razan,Еиуа-еиҧшым
792,verschieden::A,različan,Еиуа-еиҧшым
793,nah::A,blizak,ааигəа
794,fern::A,dalek,ахара
795,fern::A,daljnji,ахара
796,linker::A,lijevi,арма
797,rechter::A,desni,арҕьа
798,anderer::A,drugi,даҽа
799,anderer::A,drugi,даҽакы
800,anderer::A,drugačiji,даҽа
801,anderer::A,drugačiji,даҽакы
802,erster::A,prvi,актәи
803,zweiter::A,drugi,аҩбатəи
804,dritter::A,treći,ахҕатәи
805,letzter::A,zadnji,аҵыхəтəантəи
806,allein::ADV,sam,мацара
807,auf einmal::ADV,istodobno,зныкала
808,auf einmal::ADV,istodobno,зныкҟьара
809,zusammen::ADV,skupa,аиц...
810,zusammen::ADV,zajedno,аиц...
811,lange::ADV,dugo,акыраамҭа
812,plötzlich::ADV,naglo,иаалырҟьаны
813,plötzlich::ADV,iznenada,иаалырҟьаны
814,sofort::ADV,odmah,иаразнакҵәҟьа
815,später::ADV,kasnije,уажəшьҭаншəа
816,jetzt::ADV,sad,уажәы
817,jetzt::ADV,sada,уажәы
818,heute::ADV,danas,иахьа
819,morgen::ADV,sutra,уаҵәы
820,bald::ADV,skoro,иласны
821,bald::ADV,doskora,иласны
822,dann::ADV,zatim,нас
823,gestern::ADV,juče,иацы
824,gestern::ADV,jučer,иацы
825,einst::ADV,negda,зны
826,einst::ADV,nekada,зны
827,damals::ADV,tada,усҟан
828,damals::ADV,onda,усҟан
829,danach::ADV,poslije,нас
830,danach::ADV,nakon toga,нас
831,vorher::ADV,prije,уаанӡа
832,vorher::ADV,prije toga,уаанӡа
833,zuerst::ADV,prvo,азнаказы
834,zuerst::ADV,prvo,аҧхьа
835,zuerst::ADV,najprije,азнаказы
836,zuerst::ADV,najprije,аҧхьа
837,einmal::ADV,jednom,зны
838,einmal::ADV,jedanput,зны
839,manchmal::ADV,katkad,зны-зынла
840,manchmal::ADV,katkada,зны-зынла
841,oft::ADV,često,лассы-лассы
842,immer::ADV,vazda,енагь
843,immer::ADV,vazda,еснагь
844,immer::ADV,uvijek,енагь
845,immer::ADV,uvijek,еснагь
846,niemals::ADV,nikad,ианакəызаалак
847,niemals::ADV,nikada,ианакəызаалак
848,hier::ADV,tu,ара
849,hier::ADV,tu,абра
850,hier::ADV,tu,араҟа
851,hier::ADV,ovdje,ара
852,hier::ADV,ovdje,абра
853,hier::ADV,ovdje,араҟа
854,hierhin::ADV,amo,ара
855,hierhin::ADV,amo,араҟа
856,hierhin::ADV,ovamo,ара
857,hierhin::ADV,ovamo,араҟа
858,von hier::ADV,odavde,арантә
859,dort::ADV,ondje,уа
860,dorthin::ADV,onamo,уахь
861,dorthin::ADV,onamo,анахь
862,geradeaus::ADV,ravno,ишиашоу
863,vorwärts::ADV,naprijed,ҕхьаҟа
864,rückwärts::ADV,natrag,шьҭахьла
865,zurück::ADV,nazad,шьҭахьҟа
866,zurück::ADV,natrag,шьҭахьҟа
867,unten::ADV,dolje,лбаа
868,hinab::ADV,nizbrdo,алада
869,oben::ADV,gore,хыхь
870,hinauf::ADV,uzbrdo,аҩада
871,überall::ADV,svuda,зегьынцьара
872,überall::ADV,svagdje,зегьынцьара
873,nicht::ADV,ne,-м
874,ein wenig::ADV,malo,ҕыҭк
875,kaum::ADV,tek,аарлаҳәа
876,kaum::ADV,tek,афергьҳәа
877,kaum::ADV,jedva,аарлаҳәа
878,kaum::ADV,jedva,афергьҳәа
879,sehr::ADV,jako,даара
880,sehr::ADV,veoma,даара
881,so::ADV,tako,ас
882,so::ADV,tako,абас
883,so::ADV,ovako,ас
884,so::ADV,ovako,абас
885,noch::ADV,još,макьана
886,nur::ADV,samo,заҵәык
887,schon::ADV,već,уажәшьҭа
888,schon::ADV,već,аиҳа ипоу
889,wieder::ADV,opet,ҿыц
890,wieder::ADV,opet,дырҩегь
891,wieder::ADV,opet,дырҩегьых
892,wieder::ADV,ponovo,ҿыц
893,wieder::ADV,ponovo,дырҩегь
894,wieder::ADV,ponovo,дырҩегьых
895,vergebens::ADV,uzalud,баша
896,vergebens::ADV,zabadava,баша
897,vor::PRP,pred,аҕхьа
898,vor::PRP,ispred,аҕхьа
899,hinter::PRP,za,нхыҵ
900,hinter::PRP,iza,нхыҵ
901,unter::PRP,pod,амҵа
902,unter::PRP,pod,амҵан
903,unter::PRP,ispod,амҵа
904,unter::PRP,ispod,амҵан
905,durch::PRP,po,
906,durch::PRP,kroz,
907,neben::PRP,kraj,ааигуара
908,neben::PRP,pored,ааигуара
909,neben::PRP,pokraj,ааигуара
910,zwischen::PRP,među,абжьара
911,zwischen::PRP,između,абжьара
912,wegen::PRP,radi,-иззы
913,wegen::PRP,radi,-ҟнытә
914,wegen::PRP,zbog,-иззы
915,wegen::PRP,zbog,-ҟнытә
916,dies::PRN,ovo,ари
917,dies::PRN,ovo,абри
918,das::PRN,to,Абни
919,das::PRN,to,убри
920,das::PRN,ono,Абни
921,das::PRN,ono,убри
922,alles::PRN,sve,зегьы
923,ich::PRN,ja,са
924,ich::PRN,ja,сара
925,du::PRN,ti,бара
926,er::PRN,on,иара
927,wir::PRN,mi,ҳара
928,ihr::PRN,vi,шәара
929,sie::PRN,oni,дара
930,was::FPRN,što,
931,wer::FPRN,tko,дарбан
932,wo::FADV,gdje,иабыкуу
933,wo::FADV,gdje,аба-
934,wo::FADV,gdje,ахь-
935,wohin::FADV,kuda,иабыкуу
936,wohin::FADV,kuda,аба-
937,wohin::FADV,kuda,ахь-
938,wohin::FADV,kamo,иабыкуу
939,wohin::FADV,kamo,аба-
940,wohin::FADV,kamo,ахь-
941,wie::FADV,kako,-шҕа
942,warum::FADV,zašto,избан
943,wieviel::FNUM,koliko,заҟа
944,eins::NUM,jedan,акы
945,eins::NUM,jedan,аӡәы
946,zwei::NUM,dva,ҩба
947,drei::NUM,tri,хҕа
948,vier::NUM,četiri,ҕшьба
949,fünf::NUM,pet,хəба
950,sechs::NUM,šest,фба
951,sieben::NUM,sedam,Бжьба
952,acht::NUM,osam,ааба
953,neun::NUM,devet,жәба
954,zehn::NUM,deset,жәаба
955,elf::NUM,jedanaest,жәеизатәи
956,zwölf::NUM,dvanaest,жәаҩа
957,zwanzig::NUM,dvadeset,ҩажәа
958,dreißig::NUM,trideset,ҩажәижәабатәи
959,vierzig::NUM,četrdeset,ҩынҩажәа
960,fünfzig::NUM,pedeset,ҩынҩажәеижәаба
961,sechzig::NUM,šezdeset,хынҩажәа
962,siebzig::NUM,sedamdeset,хынҩажәижәаба
963,achtzig::NUM,osamdeset,ҕшьынҩажәа
964,neunzig::NUM,devetdeset,ҕшьынҩажәижәаба
965,hundert::NUM,sto,шәкы
966,tausend::NUM,tisuća,зқьы
967,und::CNJ,i,-и
968,und::CNJ,te,-и
969,oder::CNJ,ili,ма
970,stehen::V,stajati,агылазаара
971,sitzen::V,sjediti,атəара
972,sitzen::V,sjediti,атəа(заа)ра
973,liegen::V,ležati,аиара
974,hängen::V,visiti,акнаҳара
975,werden::V,postati,аҟалара
976,werden::V,činiti se,аҟалара
977,passieren::V,desiti se,аҟалара
978,passieren::V,dogoditi se,аҟалара
979,beginnen::V,početi,алагара
980,enden::V,prestati,алгара
981,enden::V,svršiti se,алгара
982,wechseln::V,mijenjati se,аҽыҧсахра
983,aufgehen[Sonne]::V,izići,агылара
984,aufgehen[Sonne]::V,izići,ахашлара
985,aufgehen[Sonne]::V,izići,аҩаҵхахара
986,untergehen[Sonne]::V,zaći,аҭашəара
987,scheinen[Sonne]::V,sijati,акаҧхара
988,donnern::V,grmjeti,адыдра
989,wehen::V,duhati,асра
990,strömen::V,strujati,акаҭəара
991,fließen::V,teći,ацара
992,sich drehen::V,obrtati se,ахагьежьра
993,sich drehen::V,vrtjeti se,ахагьежьра
994,schwanken::V,teturati,аҵысра
995,schwanken::V,kolebati se,аҵысра
996,schwingen::V,njihati,ахызазара
997,schwingen::V,njihati,акьаандара
998,schwingen::V,titrati,ахызазара
999,schwingen::V,titrati,акьаандара
1000,fallen::V,padati,акаҳара
1001,brennen::V,gorjeti,абылра
1002,rauchen::V,dimiti se,ахылҵра
1003,regnen::V,kišiti,аура
1004,regnen::V,daždjeti,аура
1005,gefrieren::V,smrznuti se,аҵаара
1006,tauen::V,kopnjeti,аӡҭра
1007,tauen::V,kraviti se,аӡҭра
1008,schmelzen::V,topiti se,ақəӡыҭра
1009,schmelzen::V,topiti se,аҭəара
1010,trocknen::V,sušiti se,абара
1011,sieden::V,kipjeti,ашра
1012,sieden::V,ključati,ашра
1013,faulen::V,gnjiti,абаара
1014,verfaulen::V,sagnjiti,абаара
1015,verfaulen::V,sagnjiti,аилашра
1016,reißen::V,otrgnuti se,аҧжəара
1017,versinken::V,tonuti,аӡааҟəрылара
1018,versinken::V,propasti,аӡааҟəрылара
1019,vergehen::V,prolaziti,ацара
1020,erscheinen::V,pojaviti se,ацəырҵра
1021,verschwinden::V,nestati,аҵашəкəара
1022,verschwinden::V,izgubiti se,аҵашəкəара
1023,sinken::V,trgnuti,атəара
1024,sinken::V,trgnuti,алаҟəра
1025,sinken::V,spustiti se,атəара
1026,sinken::V,spustiti se,алаҟəра
1027,abnehmen::V,opasti,ацӡаара
1028,abnehmen::V,opasti,аиҵалара
1029,zunehmen::V,povećati se,аҽырҭбаара
1030,zunehmen::V,povećati se,аиҵыҵра
1031,zunehmen::V,povećati se,арацəахара
1032,steigen::V,uzići,азҳара
1033,steigen::V,uzići,ашьҭыҵра
1034,steigen::V,uzići,адухара
1035,steigen::V,uzići,ацлара
1036,steigen::V,nadoći,азҳара
1037,steigen::V,nadoći,ашьҭыҵра
1038,steigen::V,nadoći,адухара
1039,steigen::V,nadoći,ацлара
1040,wachsen::V,rasti,азҳара
1041,glänzen::V,blistati,ацыр-цырра
1042,glänzen::V,blistati,ацыҩ-цыҩра
1043,glänzen::V,blistati,аказказра
1044,glänzen::V,sjati se,ацыр-цырра
1045,glänzen::V,sjati se,ацыҩ-цыҩра
1046,glänzen::V,sjati se,аказказра
1047,funkeln::V,svjetlucati,ашап-шапра
1048,funkeln::V,svjetlucati,ацым-цымра
1049,lärmen::V,bučati,ашьҭыбжьгара
1050,lärmen::V,bučati,аҕьҕьаҳәа аилалара
1051,lärmen::V,galamiti,ашьҭыбжьгара
1052,lärmen::V,galamiti,аҕьҕьаҳәа аилалара
1053,läuten::V,zvoniti,аҵəҵəасра
1054,klingeln::V,zvoniti,аҵəҵəасра
1055,klirren::V,zvečati,ахьархьарра
1056,klirren::V,zvečati,архьархьарра
1057,brausen::V,hujati,аилаҽҽара
1058,brausen::V,hujati,еилашуера
1059,rauschen::V,šumiti,
1060,rauschen::V,šuškati,
1061,klingen::V,zvučati,агара
1062,klingen::V,zvučati,ашьҭыбжь гара
1063,bellen::V,lajati,ашра
1064,heulen::V,zavijati,ауура
1065,blasen::V,puhati,аҭəҳəара
1066,pfeifen::V,fućkati,ашəшəра
1067,schreien::V,vikati,аҳəҳəара
1068,schreien::V,vikati,ахəаара
1069,schreien::V,vikati,аҟаара
1070,schreien::V,kričati,аҳəҳəара
1071,schreien::V,kričati,ахəаара
1072,schreien::V,kričati,аҟаара
1073,stöhnen::V,stenjati,ақьра
1074,zittern::V,drhtati,аҵыс-ҵысра
1075,zittern::V,trepetati,аҵыс-ҵысра
1076,leben::V,živjeti,аҟазаара
1077,geboren werden::V,roditi se,Аира
1078,atmen::V,disati,аҕсыҕ лагаҩагара
1079,trinken::V,piti,ажəра
1080,essen::V,jesti,акрыфара
1081,schlucken::V,gutati,албаадара
1082,müde werden::V,umoriti se,ааҕсара
1083,einschlafen::V,usnuti,ацəара
1084,einschlafen::V,zaspati,ацəара
1085,schlafen::V,spati,ацəазаара
1086,aufwachen::V,probuditi se,аҿыхара
1087,aufstehen::V,ustati,Агəылҵра
1088,sich erholen::V,odmoriti se,аҧсшьара
1089,krank werden::V,oboljeti se,ачмазаҩхара
1090,krank werden::V,razboljeti se,ачмазаҩхара
1091,krank sein::V,bolovati,аҳəарҧсарра
1092,schmerzen::V,boljeti,ахьра
1093,husten::V,kašljati,аимҳәара
1094,genesen::V,ozdraviti,абзиахара
1095,genesen::V,ozdraviti,аӷəӷəахара
1096,genesen::V,oporaviti se,абзиахара
1097,genesen::V,oporaviti se,аӷəӷəахара
1098,sterben::V,umrijeti,аҧсра
1099,umkommen::V,skapati,аҭахара
1100,sich bewegen::V,gibati se,аиҭаҵра
1101,sich bewegen::V,kretati se,аиҭаҵра
1102,sich rühren::V,maknuti se,ақəацара
1103,sich erheben::V,dići se,аҩагылара
1104,sich setzen::V,sjesti,атəара
1105,hinfallen::V,pasti,акаҳара
1106,laufen::V,hodati,аныҟəара
1107,schreiten::V,stupati,ашьаҿа еихгара
1108,spazierengehen::V,šetati se,анеи-ааира
1109,eilen::V,hitati,аццакра
1110,sich beeilen::V,požuriti se,аццакра
1111,sausen::V,juriti,аҧырра
1112,sausen::V,juriti,иҭрысны
1113,sausen::V,juriti,ишьҭҟьаны ацара
1114,rennen::V,trčati,аҩра
1115,springen::V,skakati,аҧара
1116,klettern::V,popeti se,ақəлара
1117,klettern::V,penjati se,ақəлара
1118,schaukeln::V,ljuljati se,аҟəараҟəанҽара
1119,kriechen::V,puzati,аҳəазара
1120,kriechen::V,gmizati,аҳəазара
1121,schwimmen::V,plivati,аӡсара
1122,tauchen::V,roniti,ахəӡааҵəира
1123,tauchen::V,gnjuriti,ахəӡааҵəира
1124,rudern::V,veslati,аҵшьра
1125,fahren::V,voziti se,акала
1126,fliegen::V,letjeti,аҧырра
1127,fliegen::V,lijetati,аҧырра
1128,gehen::V,ići,аиҭаҵра
1129,weggehen::V,otići,ацара
1130,abfahren::V,krenuti,адəықəлара
1131,abfahren::V,krenuti,ацара
1132,abfahren::V,otputovati,адəықəлара
1133,abfahren::V,otputovati,ацара
1134,anhalten::V,stati,ааныргылара
1135,anhalten::V,zaustaviti,ааныргылара
1136,hineingehen::V,ulaziti,аҭалара
1137,eintreten::V,ući,аҩналара
1138,kommen::V,doći,аара
1139,kommen::V,doći,ааира
1140,ankommen::V,stići,ааира
1141,ankommen::V,stići,аара
1142,ankommen::V,stići,анеира
1143,zurückkommen::V,vratiti se,азыхынҳəра
1144,zurückkommen::V,povratiti se,азыхынҳəра
1145,bleiben::V,ostati,аанхара
1146,bleiben::V,ostati,анхара
1147,bleiben::V,ostati,аангылара
1148,warten::V,čekati,азҧшзаара
1149,erwarten::V,očekivati,азҧшра
1150,suchen::V,tražiti,ашьҭазаара
1151,finden::V,naći,аҧшаара
1152,versuchen::V,pokušati,аҽазкра
1153,vorbereiten::V,spremiti,армазеира
1154,vorbereiten::V,pripremiti,армазеира
1155,lieben::V,voljeti,абзиабара
1156,mögen::V,voljeti,агəаҧхара
1157,lachen::V,smijati se,аччара
1158,rühren::V,taknuti,арҵəуара
1159,weinen::V,plakati,аҵəуара
1160,schimpfen::V,psovati,ацəҳара
1161,sich ärgern::V,ljutiti se,агəаара
1162,sich fürchten::V,bojati se,аӡыӡара
1163,fürchten::V,bojati se,ацəшəара
1164,fliehen::V,pobjeći,абналара
1165,fliehen::V,pobjeći,ацəцара
1166,flüchten::V,utjeći,абналара
1167,flüchten::V,utjeći,ацəцара
1168,sehen::V,vidjeti,абара
1169,anschauen::V,ogledati,ахəаҧшра
1170,ansehen::V,gledati,ахəаҧшра
1171,hören::V,čuti,аҳара
1172,zuhören::V,slušati,азыӡырҩра
1173,probieren::V,probati,аҧышəара
1174,riechen::V,osjećati miris,афыҩра
1175,fühlen::V,osjećati,анырра
1176,fühlen::V,osjećati,ацәакырра
1177,scheinen::V,činiti se,шәа
1178,scheinen::V,činiti se,аацәырҵа
1179,zu sehen sein::V,biti vidljiv,
1180,vernehmen::V,saznati,аҳара
1181,frieren::V,zima je,ашəра
1182,frieren::V,zima je,аҵаара
1183,tun::V,raditi,аҟаҵара
1184,können::V,moći,алшара
1185,wollen::V,htjeti,аҭахра
1186,anfangen::V,početi,алагара
1187,beenden::V,svršiti,алгара
1188,beenden::V,dovršiti,алгара
1189,aufhören::V,prestati,аҟəыҵра
1190,gelingen::V,uspjeti,аура
1191,gelingen::V,uspjeti,аманшəалахара
1192,gelingen::V,uspjeti,алҵра
1193,geraten::V,desiti se,нзаарын
1194,öffnen::V,otvoriti,аартра
1195,schließen::V,zatvoriti,аркра
1196,stellen::V,metnuti,аргылара
1197,stellen::V,postaviti,аргылара
1198,setzen::V,posaditi,артəара
1199,legen::V,polagati,ақəҵара
1200,berühren::V,doticati,акьысра
1201,berühren::V,doticati,алакьысра
1202,berühren::V,dodirivati,акьысра
1203,berühren::V,dodirivati,алакьысра
1204,verbinden::V,spojiti,аҿаҳəара
1205,verbinden::V,zavezati,аҿаҳəара
1206,bedecken::V,pokriti,ақəршəра
1207,aufhängen::V,objesiti,акнаҳара
1208,anzünden::V,upaliti,аркра
1209,anzünden::V,zapaliti,аркра
1210,aufheben::V,podići,ашьҭыхра
1211,aufheben::V,podignuti,ашьҭыхра
1212,zurücklassen::V,ostaviti,аныжьра
1213,zurücklassen::V,pustiti natrag,аныжьра
1214,verlieren::V,izgubiti,ацəыӡра
1215,fallen lassen::V,ispustiti,ацəкаҳара
1216,machen::V,uraditi,ачаҧара
1217,machen::V,načiniti,ачаҧара
1218,machen::V,napraviti,ачаҧара
1219,herstellen::V,proizvesti,аиҵдара
1220,bauen::V,graditi,аргылара
1221,reparieren::V,popraviti,арҽеира
1222,verbessern::V,poboljšati,аиҕьтəра
1223,ändern::V,promijeniti,аҧсахра
1224,graben::V,kopati,ажра
1225,graben::V,kopkati,ажра
1226,beugen::V,saviti,арҟəра
1227,beugen::V,saviti,архəара
1228,biegen::V,saviti,арҟəра
1229,biegen::V,saviti,архəара
1230,biegen::V,sagnuti,арҟəра
1231,biegen::V,sagnuti,архəара
1232,drehen::V,vrtjeti,аргьежьра
1233,wenden::V,obrnuti,
1234,umdrehen::V,okrenuti,аарҳәра
1235,umdrehen::V,prevŕnuti,аарҳәра
1236,heben::V,dizati,аҩахара
1237,heben::V,dizati,араҳара
1238,hochheben::V,dignuti,ахагалара
1239,hochheben::V,dignuti,ашьҭҳəара
1240,ergreifen::V,uhvatiti,
1241,ergreifen::V,prihvatiti,
1242,halten::V,držati,акра
1243,drücken::V,pritiskivati,ақəрӷəӷəара
1244,schieben::V,gurati,аҵгəара
1245,schieben::V,gurati,агəара
1246,kratzen::V,česati,ацəҟьара
1247,kratzen::V,grepsti,ацəҟьара
1248,lecken::V,lizati,арбзара
1249,beißen::V,ujesti,ацҳара
1250,beißen::V,gristi,ацҳара
1251,abreißen::V,otkinuti,амжəара
1252,abschneiden::V,odrezati,ахҵəара
1253,abschneiden::V,odrezati,аҿахҵəара
1254,binden::V,vezati,аҿаҳəара
1255,stecken::V,turiti,алаҵара
1256,brechen::V,slomiti,аҧҵəара
1257,klopfen::V,lupati,асра
1258,klopfen::V,kucati,асра
1259,hauen::V,tući,ақəкшара
1260,hauen::V,udarati,ақəкшара
1261,kleben::V,lijepiti,аҷабра
1262,reiben::V,trti,арҟəыҷра
1263,streichen::V,namazati,ахьшьра
1264,schleifen::V,brusiti,ахра
1265,schneiden::V,rezati,аҧҟара
1266,rütteln::V,drmati,арҵысра
1267,schütteln::V,tresti,аршəшəара
1268,schwenken::V,mahati,аҟьара
1269,schütten::V,sipati,аҭаҭəара
1270,schütten::V,lijevati,аҭаҭəара
1271,füllen::V,napuniti,арҭəра
1272,einwickeln::V,umotati,алаҳəара
1273,einwickeln::V,zamotati,алаҳəара
1274,tragen::V,nositi,аҩагара
1275,schleppen::V,tegliti,арҳəазара
1276,ziehen::V,vući,ахара
1277,aufbewahren::V,čuvati,аҵəахра
1278,werfen::V,bacati,аршəра
1279,fangen::V,loviti,акра
1280,fangen::V,hvatati,акра
1281,packen::V,ščepati,анкра
1282,packen::V,ščepati,аҵкаара
1283,packen::V,zgrabiti,анкра
1284,packen::V,zgrabiti,аҵкаара
1285,verstecken::V,sakriti,аҵəахра
1286,teilen::V,podijeliti,ашара
1287,schicken::V,slati,ашьҭра
1288,bringen::V,donijeti,аагара
1289,hinzufügen::V,dodati,ацҵара
1290,hinzufügen::V,pridati,ацҵара
1291,bekommen::V,dobiti,аҧшаара
1292,bekommen::V,dobiti,архиара
1293,bekommen::V,dobiti,аура
1294,erhalten::V,primiti,аиура
1295,nehmen::V,uzeti,агара
1296,wählen::V,izabrati,алҧшаара
1297,auswählen::V,odabrati,алхра
1298,bewahren::V,sačuvati,
1299,behindern::V,smetati,аҧырхагахара
1300,verderben::V,pokvariti,алгара
1301,verderben::V,pokvariti,абжьыхра
1302,verderben::V,pokvariti,аҧхасҭатəра
1303,beschädigen::V,oštetiti,аҧхасҭатəра
1304,zerbrechen::V,razbiti,аҧҽра
1305,zerbrechen::V,prelomiti,аҧҽра
1306,zerreißen::V,poderati,аҧжəара
1307,zerreißen::V,rastrgnuti,аҧжəара
1308,zerstören::V,razoriti,аилаҧыххаара
1309,zerstören::V,razrušiti,аилаҧыххаара
1310,verbrennen::V,spaliti,абылра
1311,verbrennen::V,sagorjeti,абылра
1312,geben::V,dati,аҭара
1313,reichen::V,pružiti,аҭара
1314,schenken::V,darivati,аҩгара
1315,versprechen::V,obećati,ақəргəыӷра
1316,wünschen::V,željeti,
1317,loben::V,hvaliti,арҽхəара
1318,küssen::V,ljubiti,агəӡра
1319,wiegen::V,njihati,
1320,wiegen::V,ljuljati,
1321,zudecken::V,pokriti,аҵахҩара
1322,zudecken::V,pokriti,ақəршəра
1323,wecken::V,probuditi,арҿыхара
1324,zeigen::V,pokazati,арбара
1325,führen::V,voditi,аныҟəгара
1326,lehren::V,učiti,арҵара
1327,unterrichten::V,poučiti,арҧхьара
1328,aufziehen::V,uzgajati,ааӡара
1329,leiten::V,upravljati,ахагылазаара
1330,antreiben::V,natjeravati,арццакра
1331,lassen::V,dati,арҟаҵара
1332,einladen::V,pozvati,ааҕхьара
1333,einladen::V,pozvati,анаҧхьара
1334,vereinigen::V,ujediniti,аилаҵара
1335,besuchen::V,posjetiti,абара
1336,treffen::V,sresti,аҧылара
1337,sich versammeln::V,okupiti se,аизара
1338,spielen::V,igrati se,ахəмарра
1339,singen::V,pjevati,ашəаҳəара
1340,tanzen::V,plesati,акəашара
1341,sich trennen::V,razići se,аилыҵра
1342,verlassen::V,ostaviti,акажьра
1343,verlassen::V,napustiti,акажьра
1344,retten::V,spasiti,Аиқəрхара
1345,bewachen::V,čuvati,ахьчара
1346,bewachen::V,stražariti,ахьчара
1347,schützen::V,čuvati,ацəыхьчара
1348,verteidigen::V,obraniti,ахьчара
1349,sich schlagen::V,biti se,аисра
1350,sich schlagen::V,udariti se,аисра
1351,schießen::V,pucati,ахысра
1352,schießen::V,strijeljati,ахысра
1353,siegen::V,pobijediti,аиааира
1354,ärgern::V,ljutiti,аргəаара
1355,schlagen::V,biti,асра
1356,schlagen::V,biti,аҭасра
1357,schlagen::V,udariti,асра
1358,schlagen::V,udariti,аҭасра
1359,treten::V,šutnuti,
1360,stechen::V,ubosti,алакшара
1361,stoßen::V,gurnuti,агəҭасра
1362,stehlen::V,ukrasti,аӡара
1363,stören::V,smetati,аҧырхагахара
1364,belästigen::V,smetati,аргəамҵра
1365,belästigen::V,dosaditi,аргəамҵра
1366,verbergen::V,skriti,аӡара
1367,täuschen::V,obmanuti,ажьара
1368,betrügen::V,prevarati,ажьара
1369,töten::V,ubiti,ашьра
1370,wohnen::V,stanovati,анхара
1371,arbeiten::V,raditi,аусура
1372,sammeln::V,sabrati,аҟəшəара
1373,pflücken::V,ubrati,аҿыршəара
1374,pflücken::V,ubrati,аҿыхра
1375,jagen::V,loviti,ашəарыцара
1376,fischen::V,ribati,аҧсыӡ икуеит
1377,fischen::V,loviti ribu,аҧсыӡ икуеит
1378,fassen::V,uloviti,акра
1379,hüten::V,pasti,арҳəра
1380,hüten::V,pasti,ахьчара
1381,treiben::V,goniti,акацара
1382,anbinden::V,privezati,адҳəалара
1383,füttern::V,hraniti,акырҿаҵара
1384,melken::V,musti,ахьара
1385,hacken::V,sjeckati,аҟəаҟəара
1386,gießen::V,politi,аҵаҭəара
1387,reifen::V,sazreti,ашəра
1388,reifen::V,sazreti,аҟалара
1389,zubereiten::V,prigotoviti,ацура
1390,kochen::V,kuhati,ажəра
1391,backen::V,peći,аӡра
1392,braten::V,peći,аӡра
1393,braten::V,pržiti,аӡра
1394,umrühren::V,promiješati,аилрыхра
1395,stricken::V,plesti,аҧара
1396,nähen::V,šiti,аӡахра
1397,färben::V,obojiti,ашəра
1398,reinigen::V,očistiti,арыцқьара
1399,reinigen::V,počistiti,арыцқьара
1400,waschen::V,prati,аӡәӡәара
1401,abwischen::V,otrti,арбара
1402,spülen::V,isprati,аҭыршара
1403,spülen::V,oplakati,аҭыршара
1404,fegen::V,mesti,аҧссара
1405,fegen::V,pomesti,аҧссара
1406,kehren::V,mesti,
1407,baden::V,kupati se,аҽыкəабара
1408,sich waschen::V,umiti se,аҽыӡəӡəара
1409,sich waschen::V,prati se,аҽыӡəӡəара
1410,ausziehen::V,svući,ашəыхра
1411,anziehen::V,obući,ашəҵара
1412,sich anziehen::V,obući se,аҽеилаҳəара
1413,kämmen::V,češljati,аҳəара
1414,schmücken::V,uresiti,арҧшӡара
1415,schmücken::V,nakititi,арҧшӡара
1416,sagen::V,reći,аҳəара
1417,sagen::V,kazati,аҳəара
1418,sprechen::V,govoriti,ацəажəара
1419,reden::V,govoriti,ацəажəара
1420,reden::V,govoriti,аицәажәара
1421,reden::V,besjediti,ацəажəара
1422,reden::V,besjediti,аицәажәара
1423,sich unterhalten::V,razgovarati se,аицәажәара
1424,fragen::V,pitati,азҵаара
1425,bitten::V,moliti,аҳəара
1426,erzählen::V,ispričati,аҳəара
1427,erzählen::V,pripovjediti,аҳəара
1428,mitteilen::V,saopćiti,азыцҳара
1429,nennen::V,nazvati,ахьӡҵара
1430,rufen::V,zvati,азҿыҭра
1431,rufen::V,dozvati,азҿыҭра
