,Concept_ID,hu,en
119,Quelle::N,forrás,source
120,Bach::N,patak,brook
121,Fluss::N,folyó,river
122,Ufer::N,part,shore
123,Küste::N,tengerpart,coast
124,Festland::N,szárazföld,land
125,Meer::N,tenger,sea
126,Bucht::N,öböl,cove
127,Insel::N,sziget,island
128,Blume::N,virág,flower
129,Gras::N,fű,grass
130,Wurzel::N,gyökér,root
131,Baum::N,fa,tree
132,Stamm::N,tő,trunk
133,Stamm::N,törzs,trunk
134,Rinde::N,kéreg,bark
135,Ast::N,ág,limb
136,Zweig::N,gally,branch
137,Blatt::N,levél,leaf
138,Birke::N,nyír,birch
139,Kiefer[Baum]::N,fenyő,pine
140,Weide[Baum]::N,fűz,willow
141,Tanne::N,fenyő,fir
142,Horn::N,szarv,horn
143,Feder::N,toll,feather
144,Fell::N,szőr,fur
145,Fell::N,bunda,fur
146,Flügel::N,szárny,wing
147,Klaue::N,köröm,claw
148,Kralle::N,karom,claw
149,Schwanz::N,farok,tail
150,Ei::N,tojás,egg
151,Nest::N,fészek,nest
152,Bau::N,odú,lair
153,Tier::N,állat,animal
154,Herde::N,nyáj,flock
155,Herde::N,csorda,flock
156,Kuh::N,tehén,cow
157,Bulle::N,bika,bull
158,Pferd::N,ló,horse
159,Schaf::N,juh,sheep
160,Schaf::N,birka,sheep
161,Schwein::N,sertés,pig
162,Hund::N,eb,dog
163,Hund::N,kutya,dog
164,Katze::N,macska,cat
165,Bär::N,medve,bear
166,Eichhörnchen::N,mókus,squirrel
167,Elch::N,jávorszarvas,elk
168,Fuchs::N,róka,fox
169,Hase::N,nyúl,hare
170,Maus::N,egér,mouse
171,Wolf::N,farkas,wolf
172,Vogel::N,madár,bird
173,Schwarm::N,raj,swarm
174,Huhn::N,tyúk,chicken
175,Hahn::N,kakas,cock
176,Gans::N,lúd,goose
177,Gans::N,liba,goose
178,Adler::N,sas,eagle
179,Ente::N,kacsa,duck
180,Eule::N,bagoly,owl
181,Kranich::N,daru,crane
182,Krähe::N,varjú,crow
183,Kuckuck::N,kakukk,cuckoo
184,Schwan::N,hattyú,swan
185,Fisch::N,hal,fish
186,Barsch::N,sügér,perch
187,Hecht::N,csuka,pike
188,Schlange[Tier]::N,kígyó,snake
189,Wurm::N,kukac,worm
190,Spinne::N,pók,spider
191,Ameise::N,hangya,ant
192,Laus::N,tetű,louse
193,Mücke::N,szúnyog,midge
194,Fliege::N,légy,fly
195,Schmetterling::N,lepke,butterfly
196,Schmetterling::N,pillangó,butterfly
197,Beere::N,bogyó,berry
198,Apfel::N,alma,apple
199,Pilz::N,gomba,mushroom
200,Zwiebel::N,hagyma,onion
201,Saat::N,vetőmag,seed
202,Korn::N,mag,grain
203,Korn::N,szem,grain
204,Heu::N,széna,hay
205,Schale::N,héj,husk
206,Grube::N,verem,pit
207,Falle::N,csapda,trap
208,Schlinge::N,tőr,noose
209,Spur::N,nyom,track
210,Asche::N,hamu,ashes
211,Dreck::N,sár,filth
212,Dreck::N,piszok,filth
213,Eisen::N,vas,iron
214,Gold::N,arany,gold
215,Silber::N,ezüst,silver
216,Kohle::N,szén,coal
217,Glas::N,üveg,glass
218,Lehm::N,agyag,clay
219,Lehm::N,vályog,clay
220,Sand::N,homok,sand
221,Mensch::N,ember,human
222,Mann::N,úr,man
223,Mann::N,férfi,man
224,Frau::N,nő,woman
225,Frau::N,asszony,woman
226,Kind::N,gyerek,child
227,Kind::N,gyermek,child
228,Junge::N,fiú,boy
229,Mädchen::N,lány,girl
230,Familie::N,család,family
231,Großvater::N,nagyapa,grandfather
232,Großmutter::N,nagyanya,grandmother
233,Eltern::N,szülők,parents
234,Vater::N,apa,father
235,Vater::N,atya,father
236,Mutter::N,anya,mother
237,Sohn::N,fiú,son
238,Tochter::N,lány,daughter
239,Bruder::N,fivér,brother
240,Bruder::N,testvér,brother
241,Schwester::N,nővér,sister
242,Schwester::N,lánytestvér,sister
243,Onkel::N,nagybácsi,uncle
244,Tante::N,nagynéni,aunt
245,Ehemann::N,férj,husband
246,Ehefrau::N,feleség,wife
247,Freude::N,öröm,joy
248,Gelächter::N,nevetés,laughter
249,Gelächter::N,hahotázás,laughter
250,Glück::N,boldogság,happiness
251,Kummer::N,bánat,grief
252,Wunsch::N,óhaj,wish
253,Lust::N,kedv,desire
254,Geist::N,elme,spirit
255,Geist::N,szellem,spirit
256,Gedanke::N,gondolat,thought
257,Gedächtnis::N,emlékezet,memory
258,Verstand::N,ész,mind
259,Verstand::N,értelem,mind
260,Sinn::N,értelem,meaning
261,Grund::N,ok,reason
262,Grund::N,alap,reason
263,Wahrheit::N,igaz,truth
264,Wahrheit::N,igazság,truth
265,Gespräch::N,beszélgetés,talk
266,Märchen::N,mese,fairy tale
267,Erzählung::N,elbeszélés,story
268,Nachricht::N,hír,message
269,Nachricht::N,híradás,message
270,Neuigkeit::N,újság,news
271,Name::N,név,name
272,Rätsel::N,rejtvény,puzzle
273,Rede::N,beszéd,speech
274,Rede::N,szónoklat,speech
275,Sprache::N,nyelv,language
276,Stimme::N,hang,voice
277,Wort::N,szó,word
278,Zeichen::N,jel,sign
279,Ruf::N,kiáltás,call
280,Lärm::N,zaj,noise
281,Laut::N,hang,sound
282,Ton::N,hang,tone
283,Lied::N,dal,song
284,Lied::N,ének,song
285,Ruhe::N,csend,calm
286,Ruhe::N,nyugalom,calm
287,Leute::N,emberek,people
288,Volk::N,nép,nation
289,Arbeit::N,dolog,work
290,Gast::N,vendég,guest
291,Geschenk::N,ajándék,gift
292,Spiel::N,játék,game
293,Gesellschaft::N,társaság,company
294,Hilfe::N,segítség,help
295,Freund::N,barát,friend
296,Kamerad::N,társ,companion
297,Angelegenheit::N,ügy,matter
298,Anzahl::N,szám,count
299,Art::N,faj,sort
300,Art::N,fajta,sort
301,Stück::N,darab,piece
302,Teil::N,rész,part
303,Hälfte::N,fél,half
304,Kreis::N,kör,circle
305,Kreuz::N,kereszt,cross
306,Linie::N,vonal,line
307,Strich::N,vonás,stroke
308,Abstand::N,köz,gap
309,Entfernung::N,távolság,distance
310,Gegend::N,táj,area
311,Gegend::N,vidék,area
312,Platz::N,hely,space
313,Ort::N,hely,place
314,Seite::N,fél,side
315,Seite::N,oldal,side
316,Mitte::N,közép,middle
317,Gegenstand::N,tárgy,item
318,Sache::N,dolog,thing
319,Rand::N,szél,fringe
320,Rand::N,perem,fringe
321,Rand::N,szegély,fringe
322,Kante::N,él,edge
323,Ecke::N,sarok,corner
324,Ecke::N,szöglet,corner
325,Spitze::N,csúcs,tip
326,Ende::N,vég,end
327,Loch::N,lyuk,hole
328,Winkel::N,szög,angle
329,Muster::N,minta,pattern
330,Größe::N,nagyság,size
331,Länge::N,hossz,length
332,Länge::N,hosszúság,length
333,Höhe::N,magasság,height
334,Gewicht::N,súly,weight
335,Menge::N,sokaság,amount
336,Menge::N,mennyiség,amount
337,Haufen::N,halom,heap
338,Reihe::N,sor,row
339,Boot::N,csónak,boat
340,Ruder::N,evező,oar
341,Schlitten::N,szánkó,sleigh
342,Ski::N,sí,ski
343,Lagerfeuer::N,tábortűz,campfire
344,Last::N,teher,load
345,Gang::N,járás,walk
346,Schritt::N,lépés,step
347,Norden::N,észak,north
348,Süden::N,dél,south
349,Westen::N,nyugat,west
350,Osten::N,kelet,east
351,Holz::N,fa,wood
352,Brett::N,deszka,board
353,Platte::N,lap,slab
354,Platte::N,lemez,slab
355,Stütze::N,támasz,bracket
356,Stütze::N,támaszték,bracket
357,Stange::N,rúd,pole
358,Stange::N,pózna,pole
359,Stock::N,pálca,stick
360,Stab::N,bot,staff
361,Rohr::N,cső,pipe
362,Haus::N,ház,house
363,Heim::N,otthon,home
364,Ofen::N,kályha,stove
365,Fußboden::N,padló,floor
366,Tisch::N,asztal,table
367,Stuhl::N,szék,chair
368,Wiege::N,bölcső,cradle
369,Bett::N,ágy,bed
370,Regal::N,polc,shelf
371,Regal::N,állvány,shelf
372,Kiste::N,láda,box
373,Fenster::N,ablak,window
374,Tür::N,ajtó,door
375,Tor::N,kapu,gate
376,Zaun::N,kerítés,fence
377,Dach::N,tető,roof
378,Leiter::N,létra,ladder
379,Besen::N,seprű,broom
380,Spaten::N,ásó,spade
381,Schaufel::N,lapát,shovel
382,Gabel::N,villa,fork
383,Löffel::N,kanál,spoon
384,Messer::N,kés,knife
385,Nagel::N,szeg,nail
386,Netz::N,háló,net
387,Haken::N,kampó,hook
388,Griff::N,nyél,handle
389,Griff::N,fogantyú,handle
390,Schloss::N,zár,lock
391,Bild::N,kép,picture
392,Figur::N,alak,figure
393,Puppe::N,bábu,doll
394,Beutel::N,zacskó,pouch
395,Bündel::N,köteg,bundle
396,Tasche::N,táska,bag
397,Eimer::N,vödör,bucket
398,Deckel::N,fedő,cover
399,Deckel::N,fedél,cover
400,Geschirr::N,edény,dishes
401,Sack::N,zsák,sack
402,Tasse::N,csésze,cup
403,Topf::N,fazék,pot
404,Kessel::N,üst,kettle
405,Kessel::N,bogrács,kettle
406,Essen::N,evés,meal
407,Essen::N,étkezés,meal
408,Nahrung::N,ennivaló,food
409,Speise::N,étel,dish
410,Fleisch::N,hús,meat
411,Getreide::N,gabona,corn
412,Brei::N,pép,mush
413,Brei::N,kása,mush
414,Brot::N,kenyér,bread
415,Scheibe::N,szelet,slice
416,Fett::N,háj,fat
417,Fett::N,zsír,fat
418,Butter::N,vaj,butter
419,Öl::N,olaj,oil
420,Salz::N,só,salt
421,Suppe::N,leves,soup
422,Honig::N,méz,honey
423,Milch::N,tej,milk
424,Tee::N,tea,tea
425,Leder::N,bőr,leather
426,Wolle::N,gyapjú,wool
427,Stoff::N,szövet,cloth
428,Nadel::N,tű,needle
429,Faden::N,fonál,thread
430,Knopf::N,gomb,button
431,Knoten::N,csomó,knot
432,Farbe::N,szín,paint
433,Farbe::N,festék,paint
434,Kleidung::N,ruha,clothes
435,Kleidung::N,ruházat,clothes
436,Hemd::N,ing,shirt
437,Kragen::N,gallér,collar
438,Ärmel::N,ujj,sleeve
439,Hose::N,gatya,trousers
440,Hose::N,nadrág,trousers
441,Gürtel::N,öv,belt
442,Mütze::N,sapka,cap
443,Schuh::N,cipő,shoe
444,Stiefel::N,csizma,boot
445,Ring::N,gyűrű,ring
446,Band::N,szalag,ribbon
447,Kamm::N,fésű,comb
448,Spiegel::N,tükör,mirror
449,Riemen::N,szíj,strap
450,Schnur::N,zsinór,string
451,Leine::N,póráz,leash
452,Decke::N,takaró,blanket
453,Kissen::N,párna,pillow
454,Tuch::N,kendő,scarf
455,Handtuch::N,törülköző,towel
456,Kraft::N,erő,force
457,Stärke::N,erő,strength
458,Stärke::N,erősség,strength
459,Gesundheit::N,egészség,health
460,Krankheit::N,kór,illness
461,Krankheit::N,betegség,illness
462,Schmerz::N,fájdalom,pain
463,Wunde::N,seb,wound
464,Fieber::N,láz,fever
465,Arznei::N,orvosság,medicine
466,Arznei::N,gyógyszer,medicine
467,Brücke::N,híd,bridge
468,Brunnen::N,kút,well
469,Weide::N,legelő,pasture
470,Pfad::N,ösvény,path
471,Weg::N,út,way
472,Straße::N,út,road
473,Dorf::N,falu,village
474,Stadt::N,város,town
475,Brief::N,levél,letter
476,Buch::N,könyv,book
477,Buchstabe::N,betű,character
478,Zeitung::N,újság,newspaper
479,Zeitung::N,hírlap,newspaper
480,Leben::N,élet,life
481,Tod::N,halál,death
482,Grab::N,sír,grave
483,Kirche::N,templom,church
484,Sünde::N,bűn,sin
485,Sünde::N,vétek,sin
486,Gott::N,isten,god
487,Arbeiter::N,munkás,worker
488,Chef::N,főnök,boss
489,Meister::N,mester,master
490,Arzt::N,orvos,doctor
491,Lehrer::N,tanár,teacher
492,Lehrer::N,tanító,teacher
493,Geld::N,pénz,money
494,Geschäft::N,üzlet,business
495,Laden::N,bolt,shop
496,Preis::N,ár,price
497,Ware::N,áru,ware
498,Nutzen::N,haszon,profit
499,Reichtum::N,gazdagság,wealth
500,Welt::N,világ,world
501,Land::N,ország,country
502,Staat::N,állam,state
503,König::N,király,king
504,Macht::N,hatalom,power
505,Grenze::N,határ,border
506,Krieg::N,háború,war
507,Feind::N,ellenség,enemy
508,Gewalt::N,erőszak,violence
509,Kampf::N,harc,fight
510,Bogen[Waffe]::N,íj,bow
511,Pfeil::N,nyíl,arrow
512,Gewehr::N,puska,gun
513,Gewehr::N,fegyver,gun
514,Fehler::N,hiba,mistake
515,Lüge::N,hazugság,lie
516,Schaden::N,kár,damage
517,Unglück::N,csapás,misfortune
518,Unglück::N,balszerencse,misfortune
519,Schuld::N,bűn,fault
520,Alter::N,kor,age
521,Schluss::N,vég,conclusion
522,Schluss::N,befejezés,conclusion
523,Zeit::N,idő,time
524,Tag::N,nap,day
525,Morgen::N,reggel,morning
526,Mittag::N,dél,noon
527,Abend::N,este,evening
528,Nacht::N,éj,night
529,Nacht::N,éjszaka,night
530,Woche::N,hét,week
531,Monat::N,hó,month
532,Monat::N,hónap,month
533,Jahr::N,év,year
534,Frühling::N,tavasz,spring
535,Sommer::N,nyár,summer
536,Herbst::N,ősz,autumn
537,Winter::N,tél,winter
538,Januar::N,január,January
539,Februar::N,február,February
540,März::N,március,March
541,April::N,április,April
542,Mai::N,május,May
543,Juni::N,június,June
544,Juli::N,július,July
545,August::N,augusztus,August
546,September::N,szeptember,September
547,Oktober::N,október,October
548,November::N,november,November
549,Dezember::N,december,December
550,Montag::N,hétfő,Monday
551,Dienstag::N,kedd,Tuesday
552,Mittwoch::N,szerda,Wednesday
553,Donnerstag::N,csütörtök,Thursday
554,Freitag::N,péntek,Friday
555,Samstag::N,szombat,Saturday
556,Sonntag::N,vasárnap,Sunday
557,groß::A,nagy,big
558,klein::A,pici,little
559,klein::A,kicsi,little
560,lang::A,hosszú,long
561,kurz::A,rövid,short
562,breit::A,széles,wide
563,schmal::A,keskeny,narrow
564,dicht::A,sűrű,dense
565,dick[Gegenstand]::A,vastag,thick
566,dünn::A,vékony,thin
567,fein::A,vékony,delicate
568,fest::A,szilárd,firm
569,flach::A,sík,flat
570,flach::A,lapos,flat
571,glatt::A,sima,smooth
572,hart::A,kemény,hard
573,weich::A,puha,soft
574,rund::A,kerek,round
575,spitz::A,hegyes,pointed
576,scharf::A,éles,sharp
577,stumpf::A,tompa,blunt
578,stumpf::A,életlen,blunt
579,schwer::A,nehéz,heavy
580,schwer::A,súlyos,heavy
581,schön::A,szép,beautiful
582,heiß::A,forró,hot
583,warm::A,meleg,warm
584,kalt::A,hideg,cold
585,kühl::A,hűs,cool
586,kühl::A,hűvös,cool
587,frisch::A,üde,fresh
588,frisch::A,friss,fresh
589,feucht::A,nedves,damp
590,nass::A,vizes,wet
591,trocken::A,száraz,dry
592,voll::A,telt,full
593,leer::A,üres,empty
594,offen::A,nyílt,open
595,offen::A,nyitott,open
596,geschlossen::A,zárt,closed
597,geschlossen::A,csukott,closed
598,sauber::A,tiszta,clean
599,schmutzig::A,piszkos,dirty
600,schmutzig::A,szennyes,dirty
601,roh::A,nyers,raw
602,reif::A,érett,ripe
603,lecker::A,finom,delicious
604,süß::A,édes,sweet
605,bitter::A,keserű,bitter
606,sauer::A,savanyú,sour
607,hell::A,világos,bright
608,dunkel::A,sötét,dark
609,schwarz::A,fekete,black
610,weiß::A,fehér,white
611,rot::A,vörös,red
612,gelb::A,sárga,yellow
613,blau::A,kék,blue
614,grün::A,zöld,green
615,grau::A,ősz,grey
616,grau::A,szürke,grey
617,bunt::A,tarka,colourful
618,bunt::A,tarka,colorful
619,bunt::A,színes,colourful
620,bunt::A,színes,colorful
621,billig::A,olcsó,cheap
622,teuer::A,drága,dear
623,wertvoll::A,értékes,precious
624,blind::A,vak,blind
625,taub::A,süket,deaf
626,kräftig::A,erős,powerful
627,stark::A,erős,strong
628,schwach::A,gyenge,weak
629,schwach::A,erőtlen,weak
630,fett::A,hájas,fat
631,schlank::A,karcsú,slim
632,hübsch::A,csinos,pretty
633,böse::A,rossz,evil
634,böse::A,gonosz,evil
635,dumm::A,buta,stupid
636,dumm::A,ostoba,stupid
637,faul::A,lusta,lazy
638,fleißig::A,szorgalmas,diligent
639,geizig::A,fukar,stingy
640,geizig::A,fösvény,stingy
641,klug::A,okos,clever
642,klug::A,eszes,clever
643,geschickt::A,ügyes,skilful
644,geschickt::A,ügyes,skillful
645,lieb::A,drága,dear
646,lieb::A,kedves,dear
647,lustig::A,víg,merry
648,lustig::A,vidám,merry
649,sanft::A,enyhe,gentle
650,hungrig::A,éhes,hungry
651,krank::A,beteg,sick
652,nackt::A,csupasz,naked
653,nackt::A,meztelen,naked
654,traurig::A,bús,sad
655,traurig::A,szomorú,sad
656,lebendig::A,élő,living
657,gut::A,jó,good
658,schlecht::A,rossz,bad
659,richtig::A,helyes,correct
660,schlimm::A,rossz,nasty
661,wahr::A,igaz,true
662,alt::A,ó,old
663,alt::A,régi,old
664,neu::A,új,new
665,ehemalig::A,volt,former
666,ehemalig::A,egykori,former
667,alt[Lebewesen]::A,öreg,aged
668,jung::A,fiatal,young
669,arm::A,szegény,poor
670,reich::A,gazdag,rich
671,bekannt::A,ismert,familiar
672,bekannt::A,ismeretes,familiar
673,berühmt::A,híres,famous
674,fremd::A,idegen,foreign
675,verschieden::A,különböző,different
676,nah::A,közeli,near
677,fern::A,távoli,far
678,linker::A,bal,left
679,rechter::A,jobb,right
680,anderer::A,más,other
681,anderer::A,másik,other
682,erster::A,első,first
683,zweiter::A,második,second
684,dritter::A,harmadik,third
685,letzter::A,utolsó,last
686,allein::ADV,egyedül,alone
687,auf einmal::ADV,egyszerre,at once
688,zusammen::ADV,együtt,together
689,zusammen::ADV,összesen,together
690,lange::ADV,sokáig,long
691,lange::ADV,hosszan,long
692,plötzlich::ADV,hirtelen,suddenly
693,plötzlich::ADV,egyszerre,suddenly
694,sofort::ADV,rögtön,instantly
695,sofort::ADV,tüstént,instantly
696,später::ADV,későn,later
697,jetzt::ADV,most,now
698,heute::ADV,ma,today
699,morgen::ADV,holnap,tomorrow
700,bald::ADV,majd,soon
701,bald::ADV,nemsokára,soon
702,dann::ADV,akkor,then
703,gestern::ADV,tegnap,yesterday
704,einst::ADV,hajdan,once
705,damals::ADV,akkor,at that time
706,damals::ADV,akkoriban,at that time
707,danach::ADV,azután,afterwards
708,vorher::ADV,előbb,before
709,zuerst::ADV,először,at first
710,einmal::ADV,egyszer,once
711,manchmal::ADV,néha,sometimes
712,manchmal::ADV,olykor,sometimes
713,oft::ADV,sokszor,often
714,immer::ADV,mindig,always
715,niemals::ADV,sohasem,never
716,hier::ADV,itt,here
717,hierhin::ADV,erre,hither
718,hierhin::ADV,erre,to here
719,hierhin::ADV,erre,here
720,von hier::ADV,innen,hence
721,dort::ADV,ott,there
722,dorthin::ADV,oda,thither
723,dorthin::ADV,oda,there
724,dorthin::ADV,oda,to there
725,geradeaus::ADV,egyenesen,ahead
726,vorwärts::ADV,előre,forward
727,rückwärts::ADV,hátrafelé,backward
728,zurück::ADV,hátra,back
729,zurück::ADV,vissza,back
730,unten::ADV,alul,below
731,hinab::ADV,le,down
732,hinab::ADV,lefelé,down
733,oben::ADV,fenn,above
734,oben::ADV,felül,above
735,hinauf::ADV,fel,up
736,hinauf::ADV,felfelé,up
737,überall::ADV,mindenütt,everywhere
738,nicht::ADV,nem,not
739,ein wenig::ADV,egy kicsit,a little
740,kaum::ADV,alig,hardly
741,sehr::ADV,nagyon,very
742,so::ADV,úgy,so
743,noch::ADV,még,still
744,nur::ADV,csak,only
745,nur::ADV,csupán,only
746,schon::ADV,már,already
747,wieder::ADV,ismét,again
748,wieder::ADV,megint,again
749,vergebens::ADV,hiába,in vain
750,vor::PRP,előtt,in front of
751,hinter::PRP,mögött,behind
752,unter::PRP,alatt,under
753,durch::PRP,át,through
754,durch::PRP,keresztül,through
755,neben::PRP,mellett,next to
756,zwischen::PRP,között,between
757,wegen::PRP,miatt,because of
758,wegen::PRP,végett,because of
759,dies::PRN,ez,this
760,das::PRN,az,that
761,alles::PRN,minden,everything
762,ich::PRN,én,I
763,du::PRN,te,you
764,du::PRN,te,thou
765,er::PRN,ő,he
766,wir::PRN,mi,we
767,ihr::PRN,ti,you
768,sie::PRN,ők,they
769,was::FPRN,mi,what
770,wer::FPRN,ki,who
771,wo::FADV,hol,where
772,wohin::FADV,hova,where ... to
773,wohin::FADV,hova,where to
774,wohin::FADV,hova,where
775,wie::FADV,hogy,how
776,wie::FADV,hogyan,how
777,warum::FADV,miért,why
778,wieviel::FNUM,hány,how much
779,wieviel::FNUM,mennyi,how much
780,eins::NUM,egy,one
781,zwei::NUM,kettő,two
782,drei::NUM,három,three
783,vier::NUM,négy,four
784,fünf::NUM,öt,five
785,sechs::NUM,hat,six
786,sieben::NUM,hét,seven
787,acht::NUM,nyolc,eight
788,neun::NUM,kilenc,nine
789,zehn::NUM,tíz,ten
790,elf::NUM,tizenegy,eleven
791,zwölf::NUM,tizenkettő,twelve
792,zwanzig::NUM,húsz,twenty
793,dreißig::NUM,harminc,thirty
794,vierzig::NUM,negyven,forty
795,fünfzig::NUM,ötven,fifty
796,sechzig::NUM,hatvan,sixty
797,siebzig::NUM,hetven,seventy
798,achtzig::NUM,nyolcvan,eighty
799,neunzig::NUM,kilencven,ninety
800,hundert::NUM,száz,a hundred
801,tausend::NUM,ezer,a thousand
802,und::CNJ,és,and
803,und::CNJ,meg,and
804,oder::CNJ,vagy,or
805,stehen::V,áll,stand
806,sitzen::V,ül,sit
807,liegen::V,fekszik,lie
808,hängen::V,függ,hang
809,werden::V,lesz,become
810,passieren::V,történik,happen
811,beginnen::V,kezdődik,begin
812,enden::V,végződik,end
813,enden::V,befejeződik,end
814,wechseln::V,változik,change
815,aufgehen[Sonne]::V,kel,rise
816,untergehen[Sonne]::V,lemegy,set
817,scheinen[Sonne]::V,süt,shine
818,donnern::V,dörög,thunder
819,wehen::V,fúj,blow
820,strömen::V,áramlik,stream
821,fließen::V,folyik,flow
822,sich drehen::V,forog,revolve
823,schwanken::V,inog,sway
824,schwanken::V,ingadozik,sway
825,schwingen::V,leng,swing
826,fallen::V,esik,fall
827,brennen::V,ég,burn
828,rauchen::V,füstöl,smoke
829,regnen::V,esik,rain
830,gefrieren::V,megfagy,freeze
831,tauen::V,olvad,thaw
832,schmelzen::V,olvad,melt
833,schmelzen::V,elolvad,melt
834,trocknen::V,szárad,dry
835,sieden::V,forr,boil
836,faulen::V,rothad,rot
837,verfaulen::V,elrothad,decay
838,verfaulen::V,megrothad,decay
839,reißen::V,szakad,snap
840,versinken::V,süllyed,sink
841,versinken::V,elsüllyed,sink
842,vergehen::V,múlik,pass
843,vergehen::V,elmúlik,pass
844,erscheinen::V,feltűnik,appear
845,erscheinen::V,megjelenik,appear
846,verschwinden::V,letűnik,disappear
847,sinken::V,süllyed,drop
848,abnehmen::V,apad,decrease
849,abnehmen::V,csökken,decrease
850,zunehmen::V,növekszik,increase
851,zunehmen::V,gyarapszik,increase
852,steigen::V,emelkedik,rise
853,wachsen::V,nő,grow
854,wachsen::V,terem,grow
855,wachsen::V,növekszik,grow
856,glänzen::V,ragyog,shine
857,glänzen::V,fénylik,shine
858,funkeln::V,csillog,sparkle
859,funkeln::V,tündöklik,sparkle
860,lärmen::V,lármázik,be noisy
861,läuten::V,cseng,chime
862,klingeln::V,csenget,ring
863,klirren::V,csörömpöl,tinkle
864,brausen::V,zúg,roar
865,brausen::V,morajlik,roar
866,rauschen::V,zúg,rustle
867,klingen::V,hangzik,sound
868,bellen::V,ugat,bark
869,heulen::V,bőg,howl
870,heulen::V,üvölt,howl
871,blasen::V,fúj,blow
872,pfeifen::V,fütyül,whistle
873,schreien::V,kiált,shout
874,schreien::V,kiabál,shout
875,stöhnen::V,nyög,groan
876,zittern::V,remeg,tremble
877,zittern::V,reszket,tremble
878,leben::V,él,be alive
879,geboren werden::V,születik,be born
880,atmen::V,lélegzik,breathe
881,trinken::V,iszik,drink
882,essen::V,eszik,eat
883,schlucken::V,nyel,swallow
884,müde werden::V,elfárad,get tired
885,müde werden::V,kifárad,get tired
