,Concept_ID,myv,os
368,Loch::N,варя,хуынкъ
369,Winkel::N,ужо,къуым
370,Muster::N,сёрма,нывæфтыд
371,Muster::N,сёрма,кæдзист
372,Größe::N,сэрь,ас
373,Größe::N,покшолма,ас
374,Länge::N,кувалмо,дӕргъ
375,Höhe::N,сэрь,бæрзонд
376,Höhe::N,сэрь,бæрзæнд
377,Höhe::N,сэрь,бæрзонддзинад
378,Höhe::N,пандо,бæрзонд
379,Höhe::N,пандо,бæрзæнд
380,Höhe::N,пандо,бæрзонддзинад
381,Gewicht::N,сталмо,уӕз
382,Menge::N,лововкс,бӕрц
383,Haufen::N,мар,кӕри
384,Haufen::N,валявкс,кӕри
385,Reihe::N,ряд,рӕнхъ
386,Boot::N,венч,чема
387,Ruder::N,милё,къохар
388,Schlitten::N,нурдт,дзоныгъ
389,Ski::N,сокс,къахдзоныгътæ
390,Ski::N,сокс,лыжæтæ
391,Lagerfeuer::N,толбандя,арт
392,Last::N,сталмо,уаргъ
393,Last::N,кандома,уаргъ
394,Gang::N,молема,цыд
395,Gang::N,якамо,цыд
396,Schritt::N,эскелькс,санчъех
397,Schritt::N,эскелькс,къахдзӕф
398,Norden::N,якшамо ёнкс,цæгат
399,Süden::N,лембе ёнкс,хуссар
400,Westen::N,чивалгома,ныгуылæн
401,Osten::N,чилисема,скæсæн
402,Holz::N,чувто,хъӕдӕрмӕг
403,Brett::N,лаз,фæйнæг
404,Platte::N,плита,къӕй
405,Stütze::N,неже,быцæу
406,Stange::N,олга,хъил
407,Stock::N,мандо,лӕдзӕг
408,Stab::N,олога,хъил
409,Rohr::N,турба,хӕтӕл
410,Haus::N,кудо,хӕдзар
411,Heim::N,кудо,къона
412,Ofen::N,каштомо,пец
413,Fußboden::N,киякс,астӕрд
414,Tisch::N,столь,стъол
415,Stuhl::N,стул,бандон
416,Wiege::N,лавсь,авдæн
417,Wiege::N,нурямот,авдæн
418,Bett::N,ацамо,сынтӕг
419,Regal::N,лався,тӕрхӕг
420,Regal::N,лався,уӕлвӕйнӕг
421,Regal::N,лавсяланго,тӕрхӕг
422,Regal::N,лавсяланго,уӕлвӕйнӕг
423,Kiste::N,горобия,асыкк
424,Kiste::N,сундук,асыкк
425,Fenster::N,вальма,рудзынг
426,Fenster::N,вальма,фæрссаг
427,Tür::N,кенкш,дуар
428,Tor::N,ортат,кулдуар
429,Zaun::N,пирявт,æмбонд
430,Zaun::N,пирявт,быру
431,Zaun::N,пирявт,гæрæн
432,Zaun::N,пирвякс,æмбонд
433,Zaun::N,пирвякс,быру
434,Zaun::N,пирвякс,гæрæн
435,Dach::N,кудопря,уӕлхӕдзар
436,Leiter::N,кузтема,асин
437,Besen::N,тенсть,уисой
438,Spaten::N,койме,бел
439,Schaufel::N,кече,æвгæнæн
440,Schaufel::N,кече,кæфой
441,Schaufel::N,келей койме,æвгæнæн
442,Schaufel::N,келей койме,кæфой
443,Gabel::N,сянгине,вилкæ
444,Löffel::N,пенч,уидыг
445,Messer::N,пеель,кард
446,Nagel::N,эске,зӕгӕл
447,Netz::N,алтыма,хыз
448,Haken::N,кечказ,хæдз
449,Haken::N,кечказ,хæбырæгъ
450,Griff::N,кедне,фистон
451,Schloss::N,замок,гуыдыр
452,Schloss::N,панжома,гуыдыр
453,Bild::N,картина,ныв
454,Figur::N,рунго,кæрдгæныв
455,Puppe::N,няка,чындз
456,Beutel::N,кескав,дзӕкъул
457,Bündel::N,керькс,баст
458,Tasche::N,юдма,хызын
459,Tasche::N,юдма,дзæкъул
460,Eimer::N,ведра,къæрта
461,Eimer::N,ведра,чъыбыла
462,Eimer::N,ведра,ведра
463,Deckel::N,велькс,сæр
464,Deckel::N,велькс,æмбæрзæн
465,Geschirr::N,кедьге,мигæнæн
466,Geschirr::N,кедьге,мигæнæнтæ
467,Sack::N,кескав,голлаг
468,Tasse::N,чакш,пиала
469,Tasse::N,чакш,къус
470,Topf::N,кастрюля,аг
471,Topf::N,кастрюля,чысыл аг
472,Kessel::N,котёл,аг
473,Essen::N,ярсамо,хӕрд
474,Nahrung::N,ярсамопель,хойраг
475,Speise::N,ярсамопель,хӕринаг
476,Fleisch::N,сывель,дзидза
477,Fleisch::N,сывель,фыдызгъӕл
478,Getreide::N,сюро,халсар
479,Brei::N,каша,кас
480,Brot::N,кши,дзул
481,Scheibe::N,кочом,къӕбӕр
482,Scheibe::N,сускомо,къӕбӕр
483,Fett::N,куя,сой
484,Butter::N,ой,нӕлхӕ
485,Öl::N,ой,зети
486,Salz::N,сал,цӕхх
487,Suppe::N,ям,бас
488,Honig::N,медь,мыд
489,Milch::N,ловсо,ӕхсыр
490,Tee::N,чай,цай
491,Leder::N,киське,мæскуы
492,Wolle::N,пона,фӕсмын
493,Stoff::N,коцт,хъуымац
494,Nadel::N,салмукс,судзин
495,Faden::N,суре,ӕндах
496,Knopf::N,пов,цӕппӕр
497,Knoten::N,сюлмо,ӕлхынцъ
498,Farbe::N,артомапель,ахорæн
499,Kleidung::N,оршамот,дарӕс
500,Hemd::N,панар,хӕдон
501,Kragen::N,сиве,æфцæггот
502,Ärmel::N,ожа,дыс
503,Hose::N,понкст,хæлаф
504,Hose::N,понкст,æддаг хæлаф
505,Hose::N,понкст,салбар
506,Gürtel::N,каркс,рон
507,Mütze::N,чапка,худ
508,Schuh::N,туфля,басмахъ
509,Stiefel::N,кем,цырыхъхъ
510,Ring::N,суркс,къухдарӕн
511,Band::N,лента,лент
512,Kamm::N,сурсеме,сӕрвасӕн
513,Spiegel::N,чавачамо,айдæн
514,Spiegel::N,чавачамо,кæсæн
515,Riemen::N,кшнань каркс,гӕрз
516,Schnur::N,пикс,бӕндӕн
517,Leine::N,ведьме,
518,Decke::N,вельтямо,хъӕццул
519,Kissen::N,тодов,баз
520,Tuch::N,паця,кæлмæрзæн
521,Tuch::N,паця,кæрдæн
522,Handtuch::N,нардамо,хисæрфæн
523,Kraft::N,вий,тых
524,Kraft::N,вий,хъомыс
525,Stärke::N,виевчи,тых
526,Stärke::N,виевчи,æхсар
527,Gesundheit::N,шумбрачи,æнæниздзинад
528,Krankheit::N,орма,низ
529,Krankheit::N,орма,рын
530,Krankheit::N,сэредема,низ
531,Krankheit::N,сэредема,рын
532,Schmerz::N,сэредькс,рис
533,Wunde::N,керявкс,цӕф
534,Fieber::N,маштыкс,ризӕг
535,Fieber::N,маштыкс,тӕфсӕг
536,Arznei::N,ормаменькс,хос
537,Brücke::N,сэдь,хид
538,Brücke::N,мадамо,хид
539,Brunnen::N,лисьма,цъай
540,Weide::N,ракшань ванома тарка,хизæн
541,Weide::N,ракшань ванома тарка,хизæнуат
542,Weide::N,ракшань ванома тарка,сæрвæт
543,Pfad::N,ян,къахвæндаг
544,Pfad::N,ян,къахвæд
545,Weg::N,ки,фӕндаг
546,Straße::N,ки,фӕндаг
547,Dorf::N,веле,хъӕу
548,Stadt::N,ош,сахар
549,Brief::N,сёрма,фыстӕг
550,Buch::N,книга,чиныг
551,Buchstabe::N,буква,дамгъӕ
552,Zeitung::N,газета,газет
553,Leben::N,эрямо,цард
554,Leben::N,эрямо,цӕрӕнбон
555,Tod::N,кулома,мæлæт
556,Tod::N,кулома,адзал
557,Grab::N,калмо,ингӕн
558,Kirche::N,церькова,аргъуан
559,Sünde::N,чумочи,тæригъæд
560,Gott::N,паз,хуыцау
561,Arbeiter::N,робочей,кусæг
562,Chef::N,прявт,ӕмцег
563,Meister::N,кол тевень тенця,мастер
564,Meister::N,кол тевень тенця,дæсны
565,Arzt::N,врач,хосгæнæг
566,Arzt::N,врач,дохтыр
567,Lehrer::N,учитель,ахуыргæнæг
568,Lehrer::N,тонавтыця,ахуыргæнæг
569,Geld::N,ярмак,ӕхца
570,Geschäft::N,ладязь тев,бизнес
571,Geschäft::N,ладязь тев,хъуыддаг
572,Laden::N,лавка,дукани
573,Preis::N,питне,аргъ
574,Ware::N,миевкс,базайраг
575,Ware::N,рамавкс,базайраг
576,Nutzen::N,паро,пайда
577,Nutzen::N,лезэ,пайда
578,Reichtum::N,сюпавчи,хъæздыгдзинад
579,Reichtum::N,сюпавчи,исбон
580,Reichtum::N,сюпавчи,мулк
581,Welt::N,мир,дуне
582,Welt::N,мастор ланго,дуне
583,Land::N,мастор,бӕстӕ
584,Staat::N,государства,паддзахад
585,König::N,король,къарол
586,Macht::N,азорксчи,хицаудзинад
587,Grenze::N,буен тешкс,арӕн
588,Krieg::N,война,хӕст
589,Feind::N,душман,знаг
590,Feind::N,душман,фыдгул
591,Feind::N,душман,фыдзæрдæ
592,Feind::N,душман,сон
593,Gewalt::N,нарьгамо,тыхми
594,Gewalt::N,нарьгамо,тыхдзинад
595,Kampf::N,тюрема,хæст
596,Kampf::N,тюрема,хъæбысæйхæст
597,Kampf::N,тюрема,тох
598,Bogen[Waffe]::N,нал,ӕрдын
599,Pfeil::N,нал,фат
600,Gewehr::N,ружия,топп
601,Gewehr::N,винтовка,топп
602,Fehler::N,ильведькс,рӕдыд
603,Fehler::N,ильведевкс,рӕдыд
604,Lüge::N,манчема,мӕнг
605,Lüge::N,манчема,гӕдыдзинад
606,Lüge::N,кенгелема,мӕнг
607,Lüge::N,кенгелема,гӕдыдзинад
608,Schaden::N,зыян,зиан
609,Unglück::N,зыян,бæллæх
610,Schuld::N,чумочи,азым
611,Alter::N,шка,кар
612,Schluss::N,пе,кæрон
613,Zeit::N,шка,рӕстӕг
614,Zeit::N,пинге,рӕстӕг
615,Tag::N,чи,бон
616,Morgen::N,валске,райсом
617,Mittag::N,чикуншка,æмбисбон
618,Abend::N,чокшнэ,изӕр
619,Nacht::N,ве,ӕхсӕв
620,Woche::N,недля,къуыри
621,Monat::N,ков,мӕй
622,Jahr::N,ие,аз
623,Jahr::N,ие,афӕдз
624,Frühling::N,тундо,уалдзæг
625,Sommer::N,кизэ,сӕрд
626,Herbst::N,сёксь,фæззæг
627,Winter::N,теле,зымӕг
628,Januar::N,якшамков,январь
629,Februar::N,февраль,февраль
630,März::N,март,мартъи
631,April::N,апрель,апрель
632,Mai::N,май,май
633,Juni::N,июнь,июнь
634,Juli::N,июль,июль
635,August::N,август,август
636,September::N,сентября,сентябрь
637,Oktober::N,октября,октябрь
638,November::N,ноября,ноябрь
639,Dezember::N,декабря,декабрь
640,Montag::N,пондельник,къуырисæр
641,Dienstag::N,овторник,дыццæг
642,Mittwoch::N,серёда,æртыццæг
643,Donnerstag::N,цетьверьг,цыппæрæм
644,Freitag::N,пеця,майрæмбон
645,Samstag::N,субута,сабат
646,Samstag::N,шлямочи,сабат
647,Sonntag::N,недлячи,хуыцаубон
648,groß::A,ине,дынджыр
649,groß::A,покш,дынджыр
650,klein::A,вишка,гыццыл
651,lang::A,кувака,даргъ
652,kurz::A,нурькине,цыбыр
653,breit::A,келей,фӕтӕн
654,schmal::A,теине,нарӕг
655,schmal::A,теине,уынгӕг
656,dicht::A,тусто,бæзджын
657,dicht::A,тусто,тар
658,dick[Gegenstand]::A,эчке,сӕвджын
659,dünn::A,човине,тæнæг
660,fein::A,човине,лыстӕг
661,fest::A,кеме,фидар
662,fest::A,кеме,хъӕддых
663,flach::A,лапужа,тъӕпӕн
664,glatt::A,валаня,лӕгъз
665,hart::A,калгодо,хъӕбӕр
666,weich::A,чевте,фӕлмӕн
667,rund::A,кеверь,тымбыл
668,spitz::A,пшти,цыргъбырынкъ
669,spitz::A,пшти,цыргъфындз
670,scharf::A,пшти,цыргъ
671,stumpf::A,ношка,къуымых
672,schwer::A,стака,уӕззау
673,schön::A,мазый,аив
674,schön::A,мазый,рӕсугъд
675,heiß::A,пси,тӕвд
676,warm::A,лембе,хъарм
677,kalt::A,якшамо,уазал
678,kühl::A,экше,сатæг
679,kühl::A,экше,уазалгомау
680,frisch::A,свежа,сатæг
681,feucht::A,летьке,уымӕл
682,nass::A,начко,хуылыдз
683,trocken::A,коське,хус
684,voll::A,пешксе,дзаг
685,voll::A,пешксе,йедзаг 
686,leer::A,чаво,афтид
687,offen::A,панжадо,гом
688,offen::A,виде,гом
689,geschlossen::A,пекстазь,æхгæд
690,geschlossen::A,сёлгозь,æхгæд
691,sauber::A,ванькс,сыгъдæг
692,schmutzig::A,ливезев,чъиллон
693,roh::A,верек,хом
694,reif::A,кенерезь,рӕгъӕд
695,lecker::A,тантей,хӕрзад
696,süß::A,ламбамо,адджын
697,bitter::A,сэпей,судзаг
698,sauer::A,чапамо,туаг
699,hell::A,валдо,рухс
700,dunkel::A,чопода,талынг
701,schwarz::A,раужо,сау
702,weiß::A,ашо,урс
703,rot::A,якстере,сырх
704,gelb::A,ожо,бур
705,blau::A,сэнь,цъӕх
706,grün::A,пиже,цъӕх
707,grün::A,пиже,кӕрдӕгхуыз
708,grau::A,шержев,цъӕх
709,grau::A,шержев,фӕныкхуыз
710,bunt::A,сёрмав,хъулон
711,bunt::A,сёрмав,гæрæм
712,billig::A,аволь питней,аслам
713,teuer::A,питней,зынаргъ
714,wertvoll::A,питней,зынаргъ
715,blind::A,сокор,куырм
716,taub::A,амариця,къуырма
717,kräftig::A,пек виев,домбай
718,kräftig::A,пек виев,тыхджын
719,stark::A,виев,тыхджын
720,schwach::A,лавшо,ӕнӕбон
721,fett::A,куя,нард
722,schlank::A,виде ронга,гуырвидыц
723,schlank::A,виде ронга,хæрзконд
724,schlank::A,виде ронга,рæхснæг
725,schlank::A,виде ронга,сагамад
726,hübsch::A,мазый,аив
727,hübsch::A,мазый,рӕсугъд
728,böse::A,кежей,фыдзӕрдӕ
729,dumm::A,чавола,ӕдылы
730,dumm::A,превтеме,ӕдылы
731,faul::A,нузякс,зивӕг
732,faul::A,нузякс,зивӕггӕнаг
733,fleißig::A,мелень путыця,æнæзивæг
734,fleißig::A,мелень путыця,æнувыд
735,geizig::A,скупой,чъынды
736,geizig::A,скупой,æлгъин
737,geizig::A,скупой,мæрддзæст
738,klug::A,превей,зондджын
739,geschickt::A,маштозь теезь,хӕрзарӕхст
740,lieb::A,вадря,уарзон
741,lustig::A,весёла,хъӕлдзӕг
742,sanft::A,сэтьме,мынчын
743,hungrig::A,вачо,ӕххормаг
