,Concept_ID,uk,sah
779,sechzig::NUM,шістдесят,алта уон
780,siebzig::NUM,сімдесят,сэттэ уон
781,achtzig::NUM,вісімдесят,аҕыс уон
782,neunzig::NUM,дев’яносто,тоҕус уонус
783,hundert::NUM,сто,сүүс
784,tausend::NUM,тисяча,тыһыынча
785,und::CNJ,і,да
786,und::CNJ,і,уонна
787,und::CNJ,і,итиэннэ
788,oder::CNJ,або,эбэтэр
789,stehen::V,стояти,тур
790,sitzen::V,сидіти,олор
791,liegen::V,лежати,сыт
792,hängen::V,висіти,санньылый
793,werden::V,стати,буол
794,werden::V,робитися,буол
795,passieren::V,трапитися,буол
796,beginnen::V,початися,саҕалан
797,enden::V,кінчитися,бүт
798,wechseln::V,мінятися,уларый
799,aufgehen[Sonne]::V,зійти,ой
800,untergehen[Sonne]::V,зайти,киир
801,scheinen[Sonne]::V,світити,сырдат
802,donnern::V,гриміти,эт
803,wehen::V,віяти,үр
804,strömen::V,литися,кутулун
805,fließen::V,текти,сүүр
806,sich drehen::V,обертатися,эргий
807,schwanken::V,коливатися,биэтэҥнээ
808,schwingen::V,хитатися,эйэҥнээ
809,schwingen::V,гойдатися,эйэҥнээ
810,fallen::V,падати,оҕут
811,brennen::V,горіти,умай
812,rauchen::V,диміти,буруолаа
813,regnen::V,дощити,самыырдаа
814,gefrieren::V,змерзнути,тоҥ
815,tauen::V,танути,ир
816,schmelzen::V,плавитися,уулун
817,trocknen::V,сохнути,куур
818,sieden::V,кипіти,оргуй
819,faulen::V,гнити,сытый
820,verfaulen::V,згнити,сытыйан_хаал
821,reißen::V,рватися,хайыт
822,reißen::V,рватися,быһытталан
823,versinken::V,тонути,тимир
824,versinken::V,тонути,батылын
825,vergehen::V,проходити,дьай
826,erscheinen::V,з’явитися,көһүн
827,verschwinden::V,щезнути,сүт
828,verschwinden::V,зникнути,сүт
829,sinken::V,спадати,намтаа
830,abnehmen::V,поменшитися,аччаа
831,zunehmen::V,збільшуватися,элбээ
832,steigen::V,підніматися,үрдээ
833,wachsen::V,рости,үүн
834,glänzen::V,блищати,кылбай
835,funkeln::V,блискати,күлүмнээ
836,funkeln::V,блискати,күлүмүрдээ
837,lärmen::V,шуміти,тыаһаа
838,läuten::V,дзвонити,собуоннаа
839,klingeln::V,дзвонити,линкинээ
840,klirren::V,дзвякати,айгырат
841,brausen::V,бушувати,сирилээ
842,rauschen::V,шелестіти,суугунаа
843,klingen::V,лунати,доргуй
844,klingen::V,звучати,доргуй
845,bellen::V,гавкати,үр
846,heulen::V,вити,улуй
847,blasen::V,дунути,үр
848,pfeifen::V,свистіти,иһиир
849,schreien::V,кричати,кылан
850,schreien::V,кричати,хаһыытаа
851,stöhnen::V,стогнати,ынчыктаа
852,zittern::V,тремтіти,титирээ
853,zittern::V,тремтіти,дьигиһий
854,leben::V,жити,олор
855,geboren werden::V,народитися,төрөө
856,atmen::V,дихати,тыын
857,trinken::V,пити,ис
858,essen::V,їсти,аһаа
859,schlucken::V,ковтати,ыйыһын
860,müde werden::V,втомитися,сылай
861,einschlafen::V,заснути,утуйан хаал
862,schlafen::V,спати,утуй
863,schlafen::V,спати,утуйа сыт
864,aufwachen::V,прокинутися,уһугун
865,aufstehen::V,встати,тур
866,sich erholen::V,відпочивати,сынньан
867,krank werden::V,захворіти,ыарый
868,krank sein::V,хворіти,ыарый
869,krank sein::V,хворіти,ыарыт
870,schmerzen::V,боліти,ыарыт
871,husten::V,кашляти,сөтөлүн
872,genesen::V,одужати,көн
873,genesen::V,видужати,көн
874,sterben::V,померти,өл
875,umkommen::V,згинути,өл
876,umkommen::V,згинути,оҕут
877,sich bewegen::V,рухатися,хамсаа
878,sich rühren::V,ворушитися,хамсаа
879,sich erheben::V,встати,тур
880,sich setzen::V,сісти,олор
881,hinfallen::V,упасти,оҕут
882,laufen::V,ходити,хаам
883,schreiten::V,крокувати,атыллаа
884,spazierengehen::V,гуляти,дьаарбай
885,eilen::V,спішити,тиэтэй
886,sich beeilen::V,поспішати,ыксаа
887,sausen::V,мчатися,элээр
888,rennen::V,бігати,сүүрэкэлээ
889,springen::V,скакати,ой
890,springen::V,скакати,ыстан
891,springen::V,стрибати,ой
892,springen::V,стрибати,ыстан
893,klettern::V,лазити,ытын
894,schaukeln::V,гойдатися,эйэҥнээ
895,schaukeln::V,гойдатися,биэрэҥнээ
896,kriechen::V,повзати,сыыл
897,schwimmen::V,пливти,уһун
898,schwimmen::V,пливти,харбаа
899,schwimmen::V,плавати,уһун
900,schwimmen::V,плавати,харбаа
901,tauchen::V,пірнати,умус
902,rudern::V,гребти,эрт
903,rudern::V,веслувати,эрт
904,fahren::V,їхати,айаннаа
905,fliegen::V,літати,көт
906,gehen::V,іти,бар
907,weggehen::V,піти,бар
908,abfahren::V,від’їхати,бар
909,abfahren::V,відправитися,бар
910,anhalten::V,зупинитися,тохтоо
911,hineingehen::V,входити,киир
912,eintreten::V,увійти,киир
913,kommen::V,прийти,кэл
914,ankommen::V,прибути,кэл
915,ankommen::V,прибути,тиий
916,zurückkommen::V,повернутися,төнүн
917,bleiben::V,залишитися,хаал
918,warten::V,чекати,көһүт
919,erwarten::V,чекати,күүт
920,erwarten::V,чекати,көһүт
921,suchen::V,шукати,ирдээ
922,suchen::V,шукати,көрдөө
923,finden::V,знайти,бул
924,versuchen::V,випробовувати,сорун
925,vorbereiten::V,підготувати,бэлэмнээ
926,lieben::V,любити,таптаа
927,mögen::V,любити,сөбүл
928,mögen::V,подобатися,сөбүл
929,lachen::V,сміятися,күл
930,rühren::V,розчулити,долгут
931,weinen::V,плакати,ытаа
932,schimpfen::V,лаятися,үөҕүс
933,sich ärgern::V,сердитися,кыыһыр
934,sich ärgern::V,сердитися,кыйахан
935,sich fürchten::V,боятися,куттан
936,sich fürchten::V,боятися,дьиксин
937,fürchten::V,боятися,дьиксин
938,fürchten::V,боятися,куттан
939,fliehen::V,тікати,күрээ
940,flüchten::V,утекти,күрээ
941,sehen::V,бачити,көр
942,anschauen::V,поглянути,көр
943,ansehen::V,дивитися на,көр
944,hören::V,чути,бил
945,hören::V,чути,иһит
946,zuhören::V,слухати,иһит
947,probieren::V,покуштувати,боруобалаан көр
948,probieren::V,покуштувати,амсайан көр
949,riechen::V,нюхати,сытырҕаа
950,fühlen::V,відчувати,бил
951,scheinen::V,здаватися,көһүн
952,zu sehen sein::V,виднітися,көһүн
953,vernehmen::V,почути,иһит
954,frieren::V,мерзнути,тоҥ
955,frieren::V,мерзнути,үлүй
956,tun::V,робити,гын
957,können::V,могти,кыай
958,wollen::V,хотіти,баҕар
959,anfangen::V,почати,саҕалаа
960,beenden::V,закінчити,бүтэр
961,aufhören::V,перестати,уурай
962,gelingen::V,вдатися,сатан
963,geraten::V,опинитися,баар буолан биэр
964,geraten::V,опинитися,баар буола тус
965,geraten::V,опинитися,буолан таҕыс
966,öffnen::V,відкрити,ас
967,schließen::V,закрити,сап
968,schließen::V,закрити,хатаа
969,stellen::V,поставити,уур
970,stellen::V,поставити,туруор
971,setzen::V,посадити,туруор
972,setzen::V,посадити,уур
973,legen::V,класти,уур
974,berühren::V,чіпати,тыыт
975,berühren::V,чіпати,таарый
976,verbinden::V,зв’язати,кэлгий
977,bedecken::V,покрити,бүрүй
978,aufhängen::V,повісити,ыйаа
979,anzünden::V,запалити,умат
980,aufheben::V,підняти,өрө тарт
981,zurücklassen::V,залишити,бырах
982,verlieren::V,загубити,сүтэр
983,fallen lassen::V,упустити,түһэр
984,fallen lassen::V,упустити,мүлчү тут
985,machen::V,зробити,оҥор
986,machen::V,зробити,оҥоһун
987,herstellen::V,виготовити,оҥор
988,bauen::V,будувати,тут
989,reparieren::V,лагодити,абырахтаа
990,verbessern::V,поліпшити,тупсар
991,ändern::V,змінити,уларыт
992,graben::V,копати,хас
993,beugen::V,зігнути,бокут
994,beugen::V,зігнути,токурут
995,beugen::V,зігнути,бүк баттаа
996,biegen::V,погнути,иэх
997,biegen::V,погнути,өҕүлүннэр
998,drehen::V,вертіти,эргит
999,drehen::V,вертіти,эргичит
1000,wenden::V,повернути,эргилин
1001,umdrehen::V,перевернути,түҥнэр
1002,heben::V,піднімати,көтөх
1003,hochheben::V,підняти,таһаар
1004,ergreifen::V,схопити,тут
1005,halten::V,тримати,тут
1006,drücken::V,натискати,ык
1007,schieben::V,пхати,ас
1008,schieben::V,штовхати,ас
1009,kratzen::V,шкребти,кыһыы
1010,lecken::V,лизати,салаа
1011,beißen::V,кусати,ытыр
1012,abreißen::V,відірвати,быһа тарт
1013,abreißen::V,відірвати,туура тарт
1014,abschneiden::V,відрізати,быс
1015,abschneiden::V,відрізати,быһан ыл
1016,abschneiden::V,відрізати,быһа баттаа
1017,binden::V,в’язати,кэлгий
1018,stecken::V,увіткнути,батары ас
1019,brechen::V,зламати,тоһут
1020,klopfen::V,стукати,тоҥсуй
1021,hauen::V,бити,оҕус
1022,kleben::V,клеїти,силимнээ
1023,reiben::V,терти,аал
1024,streichen::V,намазати,сыбаа
1025,schleifen::V,точити,чочуй
1026,schneiden::V,різати,быс
1027,rütteln::V,хитати,иэҕэҥнэт
1028,schütteln::V,трясти,сахсый
1029,schwenken::V,махати,дайбаа
1030,schütten::V,налити,кут
1031,füllen::V,наповнити,толор
1032,einwickeln::V,загорнути,суулаа
1033,tragen::V,нести,ит
1034,schleppen::V,тягти,сос
1035,ziehen::V,тягнути,тарт
1036,aufbewahren::V,зберігати,уур
1037,aufbewahren::V,зберігати,харай
1038,werfen::V,кидати,бырах
1039,fangen::V,ловити,хап
1040,packen::V,схопити,тут
1041,verstecken::V,сховати,саһыар
1042,teilen::V,розділити,үллэр
1043,schicken::V,посилати,ыыт
1044,bringen::V,принести,аҕал
1045,hinzufügen::V,додати,эп
1046,bekommen::V,дістати,ыл
1047,bekommen::V,дістати,булун
1048,erhalten::V,одержати,ыл
1049,nehmen::V,взяти,ыл
1050,wählen::V,вибрати,быыбардаа
1051,auswählen::V,відібрати,тал
1052,bewahren::V,зберегти,харай
1053,behindern::V,перешкоджати,мэһэйдээ
1054,verderben::V,зіпсувати,буорту гын
1055,beschädigen::V,зашкодити,алдьат
1056,zerbrechen::V,розбити,үлтүрүт
1057,zerreißen::V,розірвати,хайыта тарт
1058,zerstören::V,зруйнувати,алдьат
1059,verbrennen::V,спалити,уоттаа
1060,geben::V,дати,биэр
1061,reichen::V,передати,аҕал
1062,schenken::V,дарувати,бэлэхтээ
1063,versprechen::V,обіцяти,эрэннэр
1064,wünschen::V,бажати,баҕар
1065,loben::V,хвалити,хайҕаа
1066,küssen::V,цілувати,уураа
1067,wiegen::V,качати,бигээ
1068,zudecken::V,накрити,сап
1069,zudecken::V,накрити,бүрүй
1070,wecken::V,розбудити,уһугуннар
1071,zeigen::V,показати,көрдөр
1072,führen::V,вести,салай
1073,lehren::V,вчити,үөрэт
1074,unterrichten::V,викладати,үөрэт
1075,aufziehen::V,виховати,иит
1076,leiten::V,керувати,салай
1077,antreiben::V,підганяти,кыһай
1078,lassen::V,змусити,күһэй
1079,einladen::V,запросити,ыҥыр
1080,vereinigen::V,об’єднати,холбоо
1081,vereinigen::V,об’єднати,түм
1082,besuchen::V,завітати,сырыт
1083,besuchen::V,завітати,билсэ сырыт
1084,besuchen::V,відвідати,сырыт
1085,besuchen::V,відвідати,билсэ сырыт
1086,treffen::V,зустріти,көрүс
1087,sich versammeln::V,зібратися,мүһүн
1088,sich versammeln::V,зібратися,түмүс
1089,spielen::V,грати,оонньоо
1090,singen::V,співати,ыллаа
1091,tanzen::V,танцювати,үҥкүүлээ
1092,sich trennen::V,розлучитися,араҕыс
1093,verlassen::V,покинути,хааллар
1094,retten::V,врятувати,өрүһүй
1095,bewachen::V,охороняти,араҥаччылаа
1096,schützen::V,уберігати,көмүскээ
1097,verteidigen::V,захистити,көмүскээ
1098,sich schlagen::V,битися,охсус
1099,sich schlagen::V,дратися,охсус
1100,schießen::V,стріляти,ытыалаа
1101,siegen::V,перемогти,хот
1102,siegen::V,перемогти,кыай
1103,ärgern::V,сердити,кыыһырт
1104,schlagen::V,ударити,оҕус
1105,treten::V,штовхати,тэп
1106,stechen::V,вколоти,кэй
1107,stoßen::V,штовхнути,кэп
1108,stoßen::V,штовхнути,үтүрүй
1109,stehlen::V,украсти,уор
1110,stören::V,перешкодити,мэһэйдээ
1111,belästigen::V,докучати,батар
1112,verbergen::V,сховати,кистээ
1113,täuschen::V,обдурити,албыннаа
1114,betrügen::V,зшахраювати,албыннаа
1115,töten::V,убити,өлөр
1116,wohnen::V,жити,олор
1117,wohnen::V,мешкати,олор
1118,arbeiten::V,працювати,үлэлээ
1119,sammeln::V,зібрати,мус
1120,sammeln::V,зібрати,хомуй
1121,pflücken::V,зривати,үргээ
1122,jagen::V,полювати,бултаа
1123,fischen::V,рибалити,балыктаа
1124,fassen::V,піймати,тут
1125,hüten::V,пасти,манаа
1126,treiben::V,гнати,үүр
1127,anbinden::V,прив’язати,баай
1128,füttern::V,годувати,аһат
1129,füttern::V,харчувати,аһат
1130,melken::V,доїти,ыа
1131,hacken::V,рубати,кэрт
1132,gießen::V,полити,сиигирт
1133,reifen::V,дозріти,бус
1134,zubereiten::V,зготовити,бэлэмнээ
1135,zubereiten::V,приготувати,бэлэмнээ
1136,kochen::V,варити,буһар
1137,kochen::V,готувати,буһар
1138,backen::V,пекти,буһар
1139,braten::V,смажити,хооруй
1140,braten::V,смажити,ыһаарылаа
1141,braten::V,смажити,соркуойдаа
1142,umrühren::V,переміщати,былаа
1143,stricken::V,в’язати,өр
1144,nähen::V,шити,иистэн
1145,färben::V,пофарбувати,кырааскалаа
1146,reinigen::V,очистити,ыраастаа
1147,waschen::V,мити,сууй
1148,abwischen::V,витерти,сот
1149,spülen::V,полоскати,сайҕаа
1150,fegen::V,підмітати,сиппий
1151,kehren::V,мести,харбаа
1152,baden::V,купатися,сөтүөлээ
1153,sich waschen::V,митися,суун
1154,ausziehen::V,зняти,уһул
1155,anziehen::V,надіти,кэтэрт
1156,sich anziehen::V,одягтися,таҥын
1157,sich anziehen::V,одягнутися,таҥын
1158,kämmen::V,зачесати,тараа
1159,schmücken::V,оздобити,симээ
1160,sagen::V,сказати,диэ
1161,sprechen::V,говорити,эт
1162,sprechen::V,говорити,саҥар
1163,reden::V,розмовляти,кэпсэт
1164,sich unterhalten::V,бесідувати,кэпсэт
1165,fragen::V,запитати,ыйыт
1166,bitten::V,просити,көрдөс
1167,erzählen::V,розповісти,кэпсээ
1168,erzählen::V,розповісти,сэһэргээ
1169,mitteilen::V,повідомити,биллэр
1170,nennen::V,назвати,ааттаа
1171,rufen::V,кликати,ыҥыр
1172,prahlen::V,хвалитися,чабылан
1173,prahlen::V,хвалитися,киһиргээ
1174,übersetzen::V,перекласти,тылбаастаа
1175,denken::V,думати,санаа
1176,denken::V,думати,толкуйдаа
1177,denken::V,мислити,санаа
1178,denken::V,мислити,толкуйдаа
1179,glauben::V,вірити,итэҕэй
1180,bemerken::V,помітити,бэлиэтээ
1181,erkennen::V,пізнати,бил
1182,begreifen::V,осягнути,өйдөө
1183,verstehen::V,почути,өйдөө
1184,lernen::V,навчатися,үөрэн
1185,wissen::V,знати,бил
1186,sich erinnern an::V,пам’ятати,аҕын
1187,vergessen::V,забути,умун
1188,messen::V,міряти,кэмнээ
1189,messen::V,міряти,кээмэйдээ
1190,zählen::V,лічити,аах
1191,rechnen::V,рахувати,аах
1192,lesen::V,читати,аах
1193,malen::V,малювати,уруһуйдаа
1194,zeichnen::V,рисувати,уруһуйдаа
1195,schreiben::V,писати,суруй
1196,besitzen::V,мати,баһылаа
1197,kaufen::V,купити,атыылас
1198,verkaufen::V,продати,атыылаа
1199,bezahlen::V,заплатити,төлөө
1200,zahlen::V,платити,төлөө
1201,beherrschen::V,володіти,баһылаа
1202,ertragen::V,витерпіти,тулуй
