,Concept_ID,kv,ku
792,gefrieren::V,гегдыны,qefilandin
793,tauen::V,сывны,helandin
794,schmelzen::V,сывны,helandin
795,trocknen::V,косьмыны,zuwabûn
796,sieden::V,пизьны,kelîn
797,faulen::V,нёльзьыны,xerabûn
798,verfaulen::V,тӧрмыны,xerabûn
799,verfaulen::V,сiсьмыны,xerabûn
800,reißen::V,косясьны,jêkirin
801,versinken::V,вӧйны,xerq bûn
802,vergehen::V,мунны,derbas bûn
803,erscheinen::V,мыччисьны,peyda bûn
804,verschwinden::V,ӧшны,wendabûn
805,sinken::V,ямны,noq bûn
806,abnehmen::V,ямны,kêm bûn
807,zunehmen::V,паськавны,qelew bûn
808,steigen::V,лэбтiсьны,hildan
809,wachsen::V,быдмыны,mezin bûn
810,glänzen::V,свиттявны,biriqîn
811,funkeln::V,югйовтлыны,çikisîn
812,funkeln::V,югйӧв-керны,çikisîn
813,lärmen::V,чавзыны,guşîn
814,läuten::V,диньгыны,lê de
815,klingeln::V,силькӧтны,sîl dan
816,klingeln::V,силькӧтны,ringerin
817,klirren::V,жольӧтны,zingzing hat
818,brausen::V,гуасьны,guşîn
819,rauschen::V,кышӧтны,guşîn
820,klingen::V,горавны,deng pe ketin
821,bellen::V,увтны,kewtîn
822,bellen::V,вувтны,kewtîn
823,heulen::V,уннявны,ûrîn
824,blasen::V,пӧлявны,puf kirin
825,pfeifen::V,пиксыны,fîkandin
826,schreien::V,айзыны,qîrîn
827,stöhnen::V,ойзыны,nalîn
828,stöhnen::V,ружтыны,nalîn
829,zittern::V,легьявны,hejîn
830,leben::V,овны,jihîn
831,geboren werden::V,шогмыны,hatin dinyê
832,geboren werden::V,шогмыны,bûn
833,atmen::V,лолавны,hilmijîn
834,trinken::V,юны,vexwarin
835,essen::V,сёйны,xwarin
836,schlucken::V,ньылавны,daqulbandin
837,müde werden::V,мыдзны,betilîln
838,müde werden::V,мыдзны,qerimîn
839,einschlafen::V,ланьтны,razan
840,schlafen::V,узьны,razan
841,schlafen::V,узьны,razandin
842,aufwachen::V,саймыны,şiyarbûn
843,aufwachen::V,пальмыны,şiyarbûn
844,aufstehen::V,сувтны,rabûn
845,sich erholen::V,шоччисьлыны,baş bûn
846,krank werden::V,моржитны,nexweş kêt
847,krank sein::V,шогавны,nexweş bû
848,krank sein::V,визьӧтны,nexweş bû
849,schmerzen::V,висьны,êşandin
850,husten::V,кашляйтны,kuxin
851,genesen::V,бурдны,baş bûn
852,sterben::V,кувны,mirin
853,umkommen::V,вийсьыны,mirin
854,sich bewegen::V,локны,leqîn
855,sich bewegen::V,ветлӧтны,leqîn
856,sich rühren::V,вӧрзьӧтчыны,leqîn
857,sich erheben::V,сувтны,rabûn
858,sich setzen::V,пуксьыны,runiştin
859,hinfallen::V,пӧрласьны,kêtin
860,laufen::V,мунны,meşîn
861,schreiten::V,тальччавны,meşkirin
862,spazierengehen::V,котрасьны,gerandin
863,eilen::V,тэрмасьны,lezandin
864,sich beeilen::V,тэрмасьны,zûkirin
865,sausen::V,вирдавны-котӧртны,fîzîn
866,springen::V,чеччавны,hilpekîn
867,klettern::V,кышасьны,hilperikîn
868,schaukeln::V,чурликасьны,lorandin
869,kriechen::V,кыскасьны-мунны,xuşandin
870,schwimmen::V,вартчыны,avjenîn
871,tauchen::V,сунгисьны ваӧ,qutxuyardin
872,tauchen::V,сунгисьны ваӧ,noqîn
873,rudern::V,сынны,qaîq ajotin
874,fahren::V,мунны,ajotin
875,fliegen::V,лэбавны,firîn
876,gehen::V,мунны,çûn
877,weggehen::V,мунны,çûn
878,abfahren::V,иньдӧтчыны,çûyin
879,abfahren::V,мунны,çûyin
880,anhalten::V,сувтны,rawestîn
881,hineingehen::V,пырны,ketin hundir
882,eintreten::V,пырны,têketin
883,kommen::V,локны,hatin
884,ankommen::V,локны,gihan
885,ankommen::V,локны,gihîştin
886,zurückkommen::V,бертны,vegerandin
887,zurückkommen::V,панӧвтсьыны,vegerandin
888,bleiben::V,кольччыны,sekinîn
889,warten::V,видзчисьны,payîn
890,erwarten::V,видзчисьны,payîn
891,suchen::V,кошшыны,lêgerîn
892,finden::V,адззыны,peyda kirin
893,versuchen::V,пондыны,çeribandin
894,versuchen::V,пондӧтны,çeribandin
895,vorbereiten::V,лӧсьӧтны,amade kirin
896,lieben::V,милуйтны,hez kirin
897,mögen::V,радейтны,dil kirin
898,lachen::V,серавны,kenîn
899,rühren::V,сьӧлӧм вӧрзьӧтны,hêjan
900,weinen::V,горзыны,girîn
901,schimpfen::V,видчыны,pevçûn
902,sich ärgern::V,лёкавны,enirîn
903,sich fürchten::V,повны,tirsîn
904,fürchten::V,повны,tirsin
905,fliehen::V,пышшыны,bazdan
906,flüchten::V,пышшыны,revîn
907,sehen::V,адззыны,dîtin
908,anschauen::V,видзӧтны,sêr kirin
909,ansehen::V,видзӧтны,hesibandin
910,hören::V,кывны,guhdar jirin
911,zuhören::V,кывзыны,guhdarî kirin
912,probieren::V,пешлыны,tehm kirin
913,riechen::V,дукавны,bihn kirin
914,fühlen::V,кывны,hîs kirin
915,scheinen::V,декуйтчыны,xoyer kir
916,zu sehen sein::V,тыдавны,diyar bûn
917,vernehmen::V,тӧдмавны,bihîstin
918,frieren::V,гегдыны,qerişîn
919,tun::V,керны,kirin
920,können::V,вермыны,karin
921,wollen::V,мӧдны,xwestîn
922,anfangen::V,петны,dest pêkirin
923,beenden::V,ештӧтны,xelas kirin
924,beenden::V,керыштны,xelas kirin
925,aufhören::V,дугдыны,xelas kirin
926,gelingen::V,шогмыны,çe bûn
927,geraten::V,мыччисьны,qewîmîn
928,öffnen::V,осьтны,vekirin
929,schließen::V,пӧднавны,girtin
930,stellen::V,сувтӧтны,danîn
931,setzen::V,пуксьӧтны,rûniştin
932,legen::V,пуктыны,danîn
933,legen::V,пуктыны,razandin
934,berühren::V,вӧрзьӧтны,lêketin
935,verbinden::V,йитны,anîn pê
936,bedecken::V,вевттьыны,sergirtin
937,aufhängen::V,ӧшӧтны,aliqandin
938,anzünden::V,ӧзтыны,pêxistin
939,aufheben::V,лэбтыны,hildan
940,zurücklassen::V,кольны,hiştin
941,zurücklassen::V,кольны,vehiştin
942,verlieren::V,ӧштыны,wendakirin
943,fallen lassen::V,уськӧтны,xistin bixe
944,fallen lassen::V,уськӧтны,xistin
945,machen::V,керны,kirin
946,machen::V,керны,çêkirin
947,herstellen::V,вӧчны,çê kirin
948,herstellen::V,вӧчны,peyda kirin
949,bauen::V,строитны,lêkirin
950,reparieren::V,вочны,veherînerîn
951,verbessern::V,бурсьӧтны,sererastkirin
952,ändern::V,вежны,degiş kirin
953,graben::V,гарйыны,kolandin
954,beugen::V,кусіньтны,tewîn
955,beugen::V,кусіньтны,xwar kirin
956,biegen::V,чукыльтыштны,tewandin
957,biegen::V,чукыльтыштны,xwarkirin
958,drehen::V,бергӧтны,fitilandin
959,wenden::V,бергӧтны,zivîrin
960,umdrehen::V,бергӧтны,vegerandin
961,heben::V,лэбтыны,hildan
962,hochheben::V,лэбтыны,hildan
963,ergreifen::V,кватитны,dest avêtin
964,halten::V,видзны,hîştin
965,halten::V,видзны,sekinîn
966,drücken::V,личкыны,pêl kirin
967,schieben::V,тойлавны,damdan
968,kratzen::V,шаркӧтны,xurandin
969,lecken::V,нювны,alastin
970,beißen::V,йирны,gez kirin
971,abreißen::V,орӧтны,hilşandin
972,abschneiden::V,шӧрыштны,jêkirin
973,abschneiden::V,вундыштны,jêkirin
974,binden::V,гӧрдззыны,girêdan
975,stecken::V,мӧртны,têxistin
976,brechen::V,жугдыны,şikandin
977,klopfen::V,зукӧтны,kutandin
978,hauen::V,желльыны,li dan
979,kleben::V,лякӧтны,zeliqîn
980,kleben::V,лякӧтны,şirêz kirin
981,reiben::V,зыртны,firikandin
982,streichen::V,мавтны,bax dan
983,schleifen::V,кыскыны,çarkirin
984,schneiden::V,вундавны,jêkirin
985,rütteln::V,шатлавны,hejandin
986,schütteln::V,зыбӧтны,daweşîn
987,schwenken::V,ӧвтны,têwdan
988,schwenken::V,макайтны,têwdan
989,schütten::V,кисьтны,rijandin
990,füllen::V,тыртны,dagirtin
991,füllen::V,тырсьӧтны,dagirtin
992,einwickeln::V,тубны,pêçandin
993,tragen::V,новйӧтны,kişandin
994,tragen::V,новйӧтны,rajtin
995,schleppen::V,кыскыны,kişandin
996,ziehen::V,кыскыны,kişandin
997,aufbewahren::V,видзны,hilandin
998,werfen::V,шентывлыны,avêtin
999,fangen::V,кутны,sem kirin
1000,fangen::V,кутны,girtin
1001,packen::V,кутасьны,pê girtin
1002,packen::V,кватитны,pê girtin
1003,verstecken::V,дзебны,hîlanin
1004,teilen::V,торйӧтны,parvekirin
1005,schicken::V,иньдыны,şandin
1006,bringen::V,вайны,anîn
1007,bringen::V,вайны,birin
1008,hinzufügen::V,содтыны,dan ser
1009,hinzufügen::V,содтыны,li tiştekî zêde kirin
1010,bekommen::V,получитны,standin
1011,erhalten::V,получитны,standin
1012,nehmen::V,босьтны,girtin
1013,wählen::V,бӧрйыны,ray dan
1014,auswählen::V,бӧрйыны,bijartin
1015,bewahren::V,видзны,rê li ber girtin
1016,bewahren::V,видзны,lê xwedî derketin
1017,behindern::V,падтыны,bara wi
1018,verderben::V,изводавны,heram bûn
1019,beschädigen::V,паздыны,xerab kirin
1020,zerbrechen::V,паздыны,şikênandin
1021,zerbrechen::V,паздыны,perçe kirin
1022,zerreißen::V,косявны,qelişandin
1023,zerstören::V,паздыны,hilşandin
1024,verbrennen::V,сотны,şewitandin
1025,geben::V,сетны,dan
1026,geben::V,сетны,dayin
1027,reichen::V,сетны,besbûn
1028,reichen::V,сетны,têrkirin
1029,schenken::V,козьнавны,diyarî kirin
1030,versprechen::V,кӧсйыны,soz dan
1031,wünschen::V,бурсьыны,dil kirin
1032,loben::V,ошкыны,pesinandin
1033,küssen::V,окавны,maçkirin
1034,wiegen::V,тюттьӧтны,lorandin
1035,wiegen::V,тюттьӧтны,wezinandin
1036,zudecken::V,вевттьыны,nixumandin
1037,wecken::V,саймӧтны,bixwe hesandin
1038,zeigen::V,мыччавны,şanîdan
1039,führen::V,нуӧтны,raber kirin
1040,lehren::V,велӧтны,hîn kirin
1041,unterrichten::V,велӧтны,ders dan
1042,aufziehen::V,быдтыны,mesinkirin
1043,leiten::V,юравны,rêberî kirin
1044,leiten::V,веськӧтлыны,rêberî kirin
1045,antreiben::V,тэрмӧтны,bezandin
1046,lassen::V,-ӧтыны,berdan
1047,lassen::V,-ӧтыны,hiştin
1048,einladen::V,корны,dawet kirin
1049,vereinigen::V,ӧтувтны,bi yek kirin
1050,vereinigen::V,ӧтлаавны,bi yek kirin
1051,besuchen::V,пыравлыны,mêvan bûn
1052,treffen::V,пантавны,rast hatin
1053,sich versammeln::V,ӧксьыны,li hev çivîn
1054,spielen::V,орсны,listin
1055,singen::V,сьывны,stran
1056,tanzen::V,йӧктыны,reqisîn
1057,sich trennen::V,торьясьны,hew berdan
1058,verlassen::V,кольны,tanê hişt
1059,verlassen::V,кольны,bêkes
1060,retten::V,мынтны,rihakirin
1061,bewachen::V,смекайтны,raçavkirin
1062,schützen::V,дорйыны,hemet kirin
1063,verteidigen::V,дорйыны,paraztin
1064,sich schlagen::V,тышкасьны,li hev bezîn
1065,schießen::V,лыйны,agir kirin
1066,siegen::V,вермыны,biser ketin
1067,ärgern::V,лӧгӧтны,xeyirandin
1068,schlagen::V,базнитны,lêdan
1069,schlagen::V,базнитны,lêxistin
1070,treten::V,чужьявны,têlekirin
1071,stechen::V,бытшкыны,têrekirin
1072,stoßen::V,тапкыны,lêketin
1073,stoßen::V,тойыштны,lêketin
1074,stehlen::V,гусявны,dizîn
1075,stehlen::V,гусявны,dizî birin
1076,stören::V,костіавны,aciz kirin
1077,belästigen::V,назыляйтны,li tela yeki ketin
1078,verbergen::V,дзебны,veşartin
1079,verbergen::V,дзебны,kemîndanîn
1080,täuschen::V,бӧбӧтны,xapandin
1081,täuschen::V,бӧбӧтны,lê zexeli kirin
1082,täuschen::V,пӧрьявны,xapandin
1083,täuschen::V,пӧрьявны,lê zexeli kirin
1084,betrügen::V,муклачитны,xapandin
1085,töten::V,вийны,kûştin
1086,wohnen::V,овны,rûniştin
1087,arbeiten::V,уджавны,kar kirin
1088,arbeiten::V,уджавны,şêxulin
1089,sammeln::V,ӧктыны,komkirin
1090,pflücken::V,судзлавны,çinîn
1091,jagen::V,вӧравны,nêçîr kirin
1092,fischen::V,чериавны,masî girtin
1093,fassen::V,кутны,pê girtin
1094,fassen::V,кутны,sêm kirin
1095,hüten::V,вердны,hei jê man
1096,hüten::V,йирсьӧтны,hei jê man
1097,treiben::V,вашӧтны,bêherandin
1098,anbinden::V,кӧртавны,tewilandin
1099,füttern::V,вердны,xwarine dan lê
1100,melken::V,высьтыны,dotin
1101,melken::V,чилькӧтны,dotin
1102,hacken::V,керавны,kolandin
1103,gießen::V,киськавны,av dan
1104,reifen::V,кисьмыны,kemilîn
1105,zubereiten::V,лӧсьӧтны,çe kirin
1106,kochen::V,пуны,xwarin çe kirin
1107,kochen::V,пуны,kelandin
1108,backen::V,пӧжавны,pijandin
1109,braten::V,жаритны,qelandin
1110,braten::V,жаритны,sor kirin
1111,umrühren::V,соравны,têvdan
1112,stricken::V,домавны,hûnan
1113,nähen::V,вурны,kêl kirin
1114,färben::V,краситны,boyax kirin
1115,reinigen::V,весӧтны,paqijkirin
1116,waschen::V,пеславны,şuştin
1117,abwischen::V,чышкыны,pakîj kirin
1118,spülen::V,гывьявны,şuştin
1119,fegen::V,чышкыны,maliştin
1120,kehren::V,чышкыны,maliştin
1121,baden::V,купайтчыны ,serîşûştin
1122,sich waschen::V,миссьыны,serîşûştin
1123,ausziehen::V,гыжтӧтны,jê kirin
1124,ausziehen::V,пӧрччавны,jê kirin
1125,anziehen::V,пасьтавны,pê kirin
1126,sich anziehen::V,пасьтасьны,xwe kirin
1127,kämmen::V,сынавны,şeh kirin
1128,schmücken::V,баситны,xemilandin
1129,sagen::V,висьтавны,gotin
1130,sagen::V,висьтавны,peyivîn
1131,sprechen::V,шуны,peyivîn
1132,reden::V,баитны,axaftin
1133,sich unterhalten::V,сёрнитны,hev biştaxilin
1134,fragen::V,юавны,pirsîn
1135,fragen::V,юавны,pirs kirin
1136,bitten::V,корны,tika kirin
1137,erzählen::V,висьтавны,behs kirin
1138,mitteilen::V,висьтавны,vegotin
1139,nennen::V,нимтны,bi nav kirin
1140,rufen::V,китсавны,bakirin
1141,rufen::V,корны,bakirin
1142,rufen::V,чукӧстны,bakirin
1143,prahlen::V,ошшасьны,pesnê xwe dan
1144,übersetzen::V,вуджӧтны,qulibandin
1145,übersetzen::V,вуджӧтны,derbas kirin
1146,denken::V,чайтны,fikirîn
1147,glauben::V,веритны,bawer bûn
1148,bemerken::V,казявны,bala xwe dan
1149,bemerken::V,казявны,çac lê ketin
1150,erkennen::V,тӧдсавны,pêhesîn
1151,begreifen::V,вежӧртны,fêmkirin
1152,verstehen::V,кывны,fêmkirin
1153,lernen::V,велӧтчыны,halmandin
1154,lernen::V,велӧтчыны,fêrbun
1155,wissen::V,тӧдны,zanîn
1156,sich erinnern an::V,касьтывны,bir bûn
1157,vergessen::V,вунӧтны,ji bir kirin
1158,messen::V,меряйтны,pê kanîn
1159,zählen::V,лыддьыны,hejmardin
1160,rechnen::V,лыддьыны,hesibandin
1161,lesen::V,лыддьӧтны,xwendin
1162,zeichnen::V,гижмавны,işaret kirin
1163,schreiben::V,гижны,nivîsandin
1164,besitzen::V,лоны,hebûn
1165,kaufen::V,небны,kirîn
1166,verkaufen::V,вузавны,firotin
1167,bezahlen::V,вештыны,pere dan
1168,zahlen::V,вештыны,pere dan
1169,zahlen::V,вештыны,dayin
1170,ertragen::V,терпитны,bihêzkirin
1171,Insel::N,,girav
1172,Menge::N,,qas
1173,Gewalt::N,,zor
1174,Alter::N,,temen
1175,richtig::A,,rast
1176,richtig::A,,saxlem
1177,wahr::A,,rast
1178,berühmt::A,,navdar
1179,allein::ADV,,tenê
1180,rennen::V,,baz dan
1181,malen::V,,rengandin
1182,malen::V,,boyax kirin
1183,beherrschen::V,,zebt kirin
1184,beherrschen::V,,hukim kirin
