,Concept_ID,he,hy
745,noch::ADV,עוד,դեռ
746,noch::ADV,עדין,դեռ
747,nur::ADV,רק,միայն
748,schon::ADV,כבר,արդեն
749,wieder::ADV,שוב,նորից
750,wieder::ADV,שוב,դարձյալ
751,vergebens::ADV,לריק,իզուր
752,vergebens::ADV,לשוא,իզուր
753,vor::PRP,מול,դիմացը
754,hinter::PRP,מאחורי,ետեւը
755,unter::PRP,מתחת,տակ
756,durch::PRP,דרך,միջով
757,neben::PRP,ליד,քովը
758,neben::PRP,על-יד,քովը
759,zwischen::PRP,בין,միջեւ
760,wegen::PRP,בשל,պատճառով
761,wegen::PRP,בשל,շնորհից
762,wegen::PRP,בגלל,պատճառով
763,wegen::PRP,בגלל,շնորհից
764,dies::PRN,זה,սա
765,dies::PRN,זה,այս
766,das::PRN,זה,դա
767,das::PRN,זה,այդ
768,alles::PRN,הכל,ամեն ինչ
769,ich::PRN,אני,ես
770,du::PRN,את,դու
771,du::PRN,אתה,դու
772,er::PRN,הוא,նա
773,wir::PRN,אנחנו,մենք
774,ihr::PRN,לה,դուք
775,sie::PRN,הם,նրանք
776,was::FPRN,מה,ինչ
777,wer::FPRN,מי,ով
778,wo::FADV,איפה,ուր
779,wo::FADV,איפה,որտեղ
780,wohin::FADV,לאן,դեպի ուր
781,wie::FADV,איך,ինչպես
782,warum::FADV,למה,ինչու
783,wieviel::FNUM,כמה,որչափ
784,eins::NUM,אחד,մեկ
785,zwei::NUM,שתים,երկու
786,drei::NUM,שלושה,երեք
787,vier::NUM,ארבעה,չորս
788,fünf::NUM,חמשה,հինգ
789,sechs::NUM,ששה,վեց
790,sieben::NUM,שבעה,յոթ
791,acht::NUM,שמונה,ութ
792,neun::NUM,תשעה,ինը
793,zehn::NUM,עשרה,տասը
794,elf::NUM,אחת עשרה,տասնմեկ
795,zwölf::NUM,שתים עשרה,տասներկու
796,zwanzig::NUM,עשרים,քսան
797,dreißig::NUM,שלושים,երեսուն
798,vierzig::NUM,ארבעים,քառասուն
799,fünfzig::NUM,חמשים,հիսուն
800,sechzig::NUM,ששים,վաթսուն
801,siebzig::NUM,שבעים,յոթանասուն
802,achtzig::NUM,שמונים,ութսուն
803,neunzig::NUM,תשעים,իննսուն
804,hundert::NUM,מאה,հարյուր
805,tausend::NUM,אלף,հազար
806,und::CNJ,ו,ու
807,oder::CNJ,או,կամ
808,stehen::V,עמד,կանգնել
809,sitzen::V,ישב,նստել
810,liegen::V,שכב,ստել
811,hängen::V,היה תלוי,կախվել
812,werden::V,הפך ל,դառնալ
813,passieren::V,קרה,պատահել
814,beginnen::V,התחיל,սկսվել
815,enden::V,הסתים,վերջանալ
816,wechseln::V,השתנה,փոխվել
817,aufgehen[Sonne]::V,זרח,բարձրանալ
818,aufgehen[Sonne]::V,זרח,ելնել 
819,untergehen[Sonne]::V,שקע,մտնել
820,scheinen[Sonne]::V,בהק,շողալ
821,scheinen[Sonne]::V,בהק,փայլել
822,donnern::V,רעם,որոտալ
823,wehen::V,נשב,փչել
824,strömen::V,זרם,հոսել
825,fließen::V,זרם,հոսել
826,sich drehen::V,הסתובב,պտտվել
827,schwanken::V,התנודד,տատանվել
828,schwingen::V,התנענע,ճոճվել
829,fallen::V,נפל,ընկնել
830,brennen::V,בער,այրվել
831,rauchen::V,עשן,ծխել
832,regnen::V,ירד גשם,անձրեւ գալ
833,gefrieren::V,קפא,սառչել
834,tauen::V,נמס,լկիլ
835,schmelzen::V,התיך,հալիլ
836,trocknen::V,התיבש,չորանալ
837,sieden::V,רתח,եռալ
838,faulen::V,רקב,փտել
839,verfaulen::V,רקב,նեխել
840,reißen::V,נקרע,պատռվել
841,reißen::V,נקרע,ճղվել
842,versinken::V,טבע,սուզվել
843,vergehen::V,עבר,անցնել 
844,erscheinen::V,נגלה,հայտնվել
845,erscheinen::V,נגלה,երեւալ
846,erscheinen::V,הופיע,հայտնվել
847,erscheinen::V,הופיע,երեւալ
848,verschwinden::V,נעלם,անհետանալ
849,sinken::V,ירד,ընկնել
850,abnehmen::V,הפחית,փոքրանալ
851,zunehmen::V,רבה,մեծանալ
852,steigen::V,עלה,բարձրանալ
853,wachsen::V,גדל,աճել
854,glänzen::V,נצץ,նշուլել
855,glänzen::V,נצץ,փայլիլ
856,glänzen::V,בהק,նշուլել
857,glänzen::V,בהק,փայլիլ
858,funkeln::V,נצנץ,փայլատակել
859,lärmen::V,רעש,աղմուկ հանել
860,läuten::V,צלצל,զնգալ
861,klingeln::V,צלצל,զնգալ
862,klirren::V,קרקש,զնգզնգալ
863,brausen::V,געש,մոլեգնել
864,rauschen::V,רשרש,սոսափել
865,klingen::V,נשמע,հնչել
866,bellen::V,נבח,հաչել
867,heulen::V,ילל,ոռնալ 
868,blasen::V,נשף,փչել 
869,pfeifen::V,שרק,սուլել
870,schreien::V,צעק,գոռալ 
871,stöhnen::V,נאנק,տնքալ
872,zittern::V,רעד,դողալ
873,leben::V,חי,ապրել
874,geboren werden::V,נולד,ծնվել
875,atmen::V,נשם,շնչել
876,trinken::V,שתה,խմել
877,essen::V,אכל,ուտել
878,schlucken::V,בלע,կլանել
879,schlucken::V,בלע,կուլ տալ
880,müde werden::V,התעיף,հոգնել
881,einschlafen::V,נרדם,քուն մտնել
882,schlafen::V,ישן,քնել
883,aufwachen::V,התעורר,արթննալ
884,aufstehen::V,קם,ելլել
885,sich erholen::V,נפש,հանգստանալ
886,krank werden::V,חלה,հիւանդանալ
887,krank sein::V,היה חולה,հիվանդ լինել
888,schmerzen::V,כאב,ցավել
889,husten::V,השתעל,հազալ
890,genesen::V,הבריא,ապաքինվել
891,sterben::V,מת,մեռնել
892,sterben::V,מת,վախճանվել
893,umkommen::V,נספה,կործանվել
894,sich bewegen::V,נע,ընթանալ
895,sich rühren::V,זז,շարժվել
896,sich erheben::V,קם,կանգնել
897,sich erheben::V,קם,վեր կենալ
898,sich setzen::V,התישב,նստել
899,hinfallen::V,נפל,ընկնել
900,laufen::V,הלך ברגל,քայլել
901,schreiten::V,פסע,ճեմել
902,spazierengehen::V,טיל,շրջագայել
903,eilen::V,אץ,շտապել
904,eilen::V,מהר,շտապել
905,sich beeilen::V,מהר,շտապել 
906,sausen::V,אץ,սլանալ
907,rennen::V,רץ,վազել
908,springen::V,קפץ,ցատկել
909,klettern::V,טפס,մագլցել
910,schaukeln::V,התנדנד,ճոճվել
911,schaukeln::V,התנדנד,օրորվել
912,kriechen::V,זחל,սողալ
913,schwimmen::V,שחה,լողալ
914,tauchen::V,צלל,սուզվել
915,rudern::V,חתר,թիավարել
916,fahren::V,נסע,ընթանալ
917,fliegen::V,עף,թռչել
918,gehen::V,הלך,գնալ
919,weggehen::V,עזב,հեռանալ
920,abfahren::V,יצא,ճանապարհվել
921,anhalten::V,עצר,կանգնել
922,hineingehen::V,נכנס,մտնել
923,eintreten::V,נכנס,մտնել
924,kommen::V,בא,գալ
925,ankommen::V,הגיע,ժամանել
926,zurückkommen::V,שב,վերադառնալ
927,zurückkommen::V,חזר,վերադառնալ
928,bleiben::V,נשאר,մնալ
929,warten::V,חכה,սպասել
930,warten::V,המתין,սպասել
931,erwarten::V,צפה,սպասել
932,suchen::V,חפש,որոնել
933,finden::V,מצא,գտնել
934,versuchen::V,נסה,փորձել
935,vorbereiten::V,הכין,պատրաստել
936,lieben::V,אהב,սիրել
937,mögen::V,אהב,հավանել
938,mögen::V,אהב,սիրել
939,lachen::V,צחק,ծիծաղել
940,rühren::V,נגע ללב,հուզել
941,weinen::V,בכה,լալ
942,schimpfen::V,גער,տրտնջալ
943,schimpfen::V,גער,քրթմնջել
944,sich ärgern::V,זעם,զայրանալ
945,sich ärgern::V,כעס,զայրանալ
946,sich fürchten::V,פחד,վախնալ
947,sich fürchten::V,חשש,վախնալ
948,fürchten::V,פחד מ,վախենալ
949,fürchten::V,חשש מ,վախենալ
950,fliehen::V,ברח,փախչել
951,flüchten::V,נמלט,փախչել
952,sehen::V,ראה,տեսնել
953,anschauen::V,הביט,դիտել
954,ansehen::V,התבונן,նայել
955,hören::V,שמע,լսել
956,zuhören::V,הקשיב,ունկնդրել
957,probieren::V,נסה,համը տեսել
958,riechen::V,הריח,հոտ առնել
959,fühlen::V,חש,զգալ
960,scheinen::V,נדמה,երեւալ
961,zu sehen sein::V,נראה,երեւալ
962,vernehmen::V,נודע ל,իմանալ 
963,frieren::V,קר ל,մրսել
964,tun::V,פעל,անել
965,können::V,יכל,կարողանալ
966,wollen::V,רצה,ուզել
967,wollen::V,רצה,ցանկանալ
968,anfangen::V,התחיל,սկսել
969,beenden::V,גמר,վերջացնել
970,aufhören::V,סים,դադարել
971,gelingen::V,הצליח,հաջողվել
972,gelingen::V,הצליח,գլուխ գալ
973,geraten::V,עלה,ստացվել
974,öffnen::V,פתח,բաց անել
975,schließen::V,סגר,փակել 
976,stellen::V,העמיד,դնել
977,setzen::V,הושיב,նստեցնել
978,legen::V,שם,դնել
979,berühren::V,נגע,դիպչել
980,berühren::V,נגע,շոշափել
981,verbinden::V,קשר,շաղկապել
982,bedecken::V,כסה,ծածկել
983,aufhängen::V,תלה,կախել
984,anzünden::V,הצית,վառել
985,aufheben::V,אסף,վերցնել
986,zurücklassen::V,השאיר,թողնել
987,verlieren::V,אבד,կորցնել
988,fallen lassen::V,שמט,գցել
989,fallen lassen::V,הפיל,գցել
990,machen::V,עשה,անել
991,herstellen::V,יצר,արտադրել
992,bauen::V,בנה,կառուցել
993,reparieren::V,תקן,նորոգել
994,verbessern::V,שפר,բարելավել
995,ändern::V,שנה,փոխել
996,graben::V,חפר,փորել
997,beugen::V,כפף,ծռել
998,biegen::V,כופף,թեքել
999,drehen::V,סובב,ոլորել
1000,wenden::V,הפך,պտտել
1001,umdrehen::V,סובב,շրջել
1002,heben::V,הרים,բարձրացնել
1003,hochheben::V,הרים,բարձրացնել
1004,ergreifen::V,אחז,վարակվել
1005,halten::V,החזיק,բռնել
1006,drücken::V,לחץ,ճնշել
1007,schieben::V,הזיז,հրել
1008,kratzen::V,שרט,քերել
1009,kratzen::V,שפשף,քերել
1010,lecken::V,לקק,լիզել
1011,beißen::V,נשך,կծել
1012,abreißen::V,קרע,պոկել
1013,abschneiden::V,חתך,կտրել 
1014,binden::V,קשר,կապել
1015,stecken::V,תקע,խրել
1016,brechen::V,שבר,կոտրել 
1017,klopfen::V,נקש,թակել
1018,hauen::V,הכה,ծեծել
1019,kleben::V,הדביק,կպցնել
1020,reiben::V,שפשף,շփել
1021,streichen::V,מרח,վրան քսել
1022,schleifen::V,השחיז,սրել 
1023,schneiden::V,גזר,կտրել
1024,rütteln::V,נענע,ցնցել
1025,schütteln::V,נער,թափահարել
1026,schwenken::V,נופף,ճոճել
1027,schwenken::V,טלטל,ճոճել
1028,schütten::V,שפך,լցնել
1029,füllen::V,מלא,լիքը լցնել
1030,einwickeln::V,עטף,փաթաթել
1031,tragen::V,נשא,կրել
1032,tragen::V,נשא,տանել
1033,schleppen::V,סחב,քաշել
1034,ziehen::V,משך,ձգել
1035,ziehen::V,משך,քաշել
1036,aufbewahren::V,שמר,պահել 
1037,werfen::V,זרק,նետել
1038,fangen::V,תפס,
1039,packen::V,אחז,հափշտակել
1040,verstecken::V,החביא,ծածկել
1041,teilen::V,חלק,բաժանել
1042,schicken::V,שלח,ուղարկել
1043,bringen::V,הביא,բերել
1044,hinzufügen::V,הוסיף,ավելացնել
1045,bekommen::V,תפס,հայթայթել
1046,erhalten::V,קבל,ստանալ
1047,nehmen::V,אחז,վերցնել
1048,wählen::V,בחר,ընտրել
1049,auswählen::V,בחר ב,գերադասել
1050,bewahren::V,קים,պահպանել
1051,behindern::V,מנע,խոչընդոտել
1052,verderben::V,מנע,փչացնել
1053,beschädigen::V,הזיק,վնասել
1054,zerbrechen::V,נשבר,ջարդել
1055,zerbrechen::V,נשבר,կոտրել
1056,zerreißen::V,קרע,պատռել
1057,zerstören::V,הרס,քանդել
1058,zerstören::V,השמיד,քանդել
1059,verbrennen::V,שרף,այրել
1060,geben::V,נתן,տալ
1061,reichen::V,העביר,հանձնել
1062,schenken::V,נתן במתנה,նվիրել
1063,versprechen::V,הבטיח,խոստանալ
1064,wünschen::V,אחל,մաղթել
1065,loben::V,שבח,գովել
1066,küssen::V,נשק,համբուրել
1067,wiegen::V,נדנד,օրորել
1068,zudecken::V,כסה,վրան գցել
1069,wecken::V,עורר,զարթնեցնել
1070,zeigen::V,הראה,ցույց տալ
1071,führen::V,הביא,ուղեկցել
1072,führen::V,הוביל,ուղեկցել
1073,lehren::V,למד,սովորեցնել
1074,unterrichten::V,למד,ավանդել
1075,aufziehen::V,רומם,դաստիարակել
1076,leiten::V,נהל,ղեկավարել
1077,leiten::V,נהל,կառավարել
1078,antreiben::V,המרץ,շտապեցնել
1079,lassen::V,נתן,ստիպել
1080,einladen::V,הזמין,հրավիրել
1081,vereinigen::V,אחד,միացնել
1082,vereinigen::V,לכד,միացնել
1083,besuchen::V,בקר,այցելել
1084,treffen::V,פגש,հանդիպել
1085,sich versammeln::V,התאסף,հավաքվել
1086,spielen::V,שחק,խաղալ
1087,singen::V,שר,երգել
1088,tanzen::V,רקד,պարել
1089,sich trennen::V,נפרד,ցրվել
1090,verlassen::V,עזב,լքել
1091,retten::V,הציל,փրկել
1092,bewachen::V,שמר,պահել
1093,schützen::V,אבטח,պաշտպանել
1094,verteidigen::V,הגן,պաշտպանել
1095,sich schlagen::V,התכתש,կռվել
1096,schießen::V,ירה,կրակել
1097,siegen::V,גבר,հաղթել
1098,siegen::V,נצח,հաղթել
1099,ärgern::V,עצבן,ձանձրացնել
1100,schlagen::V,הכה,խփել
1101,schlagen::V,הלקה,խփել
1102,treten::V,בעט,քացի տալ
1103,stechen::V,דקר,խայթել
1104,stoßen::V,דחק,մղել
1105,stehlen::V,גנב,գողանալ
1106,stören::V,קטע,խանգարել
1107,stören::V,הפריע,խանգարել
1108,belästigen::V,הציק,անհանգստացնել
1109,belästigen::V,הטריד,անհանգստացնել
1110,verbergen::V,הצניע,թաքցնել
1111,täuschen::V,שגע,խաբել
1112,betrügen::V,הונה,խաբել
1113,töten::V,הרג,սպանել 
1114,wohnen::V,גר,բնակվել
1115,arbeiten::V,עבד,աշխատել
1116,sammeln::V,אסף,հավաքել
1117,pflücken::V,קטף,քաղել
1118,jagen::V,צד,որս անել
1119,fischen::V,דג,ձուկ բռնել
1120,fassen::V,תפס,բռնել
1121,hüten::V,רעה,արածեցնել
1122,treiben::V,הוציא,հովուել
1123,anbinden::V,קשר,չուանել
1124,füttern::V,הלעיט,կերակրել
1125,melken::V,חלב,կթել
1126,hacken::V,קצץ,կոտորել
1127,gießen::V,השקה,ջրել
1128,reifen::V,בשל,հասունանալ 
1129,zubereiten::V,הכין,պատրաստել
1130,kochen::V,בשל,եփել
1131,backen::V,אפה,թխել
1132,braten::V,צלה,տապակել
1133,braten::V,טגן,տապակել
1134,umrühren::V,ערבב,խառնել
1135,stricken::V,סרג,գործել
1136,nähen::V,תפר,կարել
1137,färben::V,צבע,ներկել
1138,reinigen::V,נקה,մաքրել
1139,waschen::V,רחץ,լվանալ
1140,waschen::V,כבס,լվանալ
1141,abwischen::V,נגב,սրբել
1142,spülen::V,שטף,ողողել
1143,spülen::V,שטף,պարզաջրել
1144,fegen::V,טאטא,ավլել
1145,kehren::V,טאטא,ավլել
1146,baden::V,טבל,լողանալ
1147,baden::V,שחה,լողանալ
1148,sich waschen::V,התרחץ,լվացվել
1149,ausziehen::V,הוריד,հանել
1150,anziehen::V,לבש,հագնել
1151,sich anziehen::V,התלבש,հագնվել
1152,kämmen::V,סרק,սանրել
1153,schmücken::V,קשט,զարդարել
1154,sagen::V,אמר,ասել
1155,sprechen::V,דבר,խոսել
1156,reden::V,דבר,զրուցել
1157,sich unterhalten::V,שוחח,խոսակցել
1158,fragen::V,שאל,հարցնել
1159,bitten::V,בקש,խնդրել
1160,erzählen::V,ספר,պատմել
1161,mitteilen::V,מסר,հաղորդել
1162,mitteilen::V,הודיע,հաղորդել
1163,nennen::V,קרא בשם,անվանել
1164,rufen::V,גיס,կանչել
1165,rufen::V,הזמין לבוא,կանչել
1166,prahlen::V,התרברב,պարծենալ
1167,übersetzen::V,תרגם,թարգմանել
1168,denken::V,חשב,մտածել
1169,glauben::V,האמין,հավատալ
1170,bemerken::V,הבחין,նկատել
1171,erkennen::V,זהה,ճանաչել
1172,begreifen::V,קלט,հասկանալ
1173,begreifen::V,הבין,հասկանալ
1174,verstehen::V,הבין,ըմբռնել
1175,lernen::V,למד,սովորել
1176,wissen::V,ידע,իմանալ
1177,sich erinnern an::V,זכר,հիշել
1178,sich erinnern an::V,זכר,մտաբերել
1179,vergessen::V,שכח,մոռանալ
1180,messen::V,מדד,չափել
1181,zählen::V,ספר,թվել
1182,zählen::V,ספר,հաշվել
1183,rechnen::V,חשב,հաշվել
1184,rechnen::V,חשב,հաշվարկել
1185,lesen::V,קרא,կարդալ
1186,malen::V,ציר,նկարել
1187,zeichnen::V,שרטט,գծել
1188,schreiben::V,כתב,գրել
1189,besitzen::V,היה בעל של,ունենալ
1190,besitzen::V,היה בעל של,տեր լինել
1191,kaufen::V,קנה,գնել
1192,kaufen::V,רכש,գնել
1193,verkaufen::V,מכר,վաճառել
1194,bezahlen::V,שלם,վճարել
1195,zahlen::V,שלם,վճարել
1196,beherrschen::V,שלט,ղեկավարել
1197,ertragen::V,סבל,դիմանալ
