,Concept_ID,ja,hr
99,Regenbogen::N,虹,duga
100,Donner::N,雷,grom
101,Donner::N,雷,grmljavina
102,Strömung::N,流れ,struja
103,Strömung::N,流れ,strujanje
104,Tropfen::N,滴,kap
105,Tropfen::N,滴,kaplja
106,Schaum::N,泡,pjena
107,Schmutz::N,汚れ,nečistoća
108,Schmutz::N,汚れ,prljavština
109,See::N,湖,jezero
110,Sumpf::N,沼,bara
111,Moor::N,湿原,močvara
112,Wiese::N,草原,livada
113,Wald::N,森,šuma
114,Hügel::N,丘,brijeg
115,Hügel::N,丘,brežuljak
116,Anhöhe::N,高み,uzvišica
117,Berg::N,山,brdo
118,Gipfel::N,頂上,vrh
119,Höhle::N,洞窟,pećina
120,Höhle::N,洞窟,spilja
121,Abhang::N,斜面,obronak
122,Abhang::N,斜面,nizbrdica
123,Quelle::N,泉,izvor
124,Quelle::N,泉,vrelo
125,Bach::N,小川,potok
126,Fluss::N,川,rijeka
127,Ufer::N,岸,obala
128,Küste::N,海岸,obala
129,Küste::N,海岸,morska obala
130,Festland::N,陸,kopno
131,Meer::N,海,more
132,Bucht::N,湾,zaliv
133,Insel::N,島,ada
134,Insel::N,島,otok
135,Blume::N,花,cvijet
136,Gras::N,草,trava
137,Wurzel::N,根,korijen
138,Baum::N,木,drvo
139,Baum::N,木,stablo
140,Stamm::N,幹,deblo
141,Stamm::N,幹,stablo
142,Rinde::N,皮層,kora
143,Ast::N,枝,grana
144,Zweig::N,小枝,grana
145,Blatt::N,葉,list
146,Birke::N,樺,breza
147,Kiefer[Baum]::N,松,bor
148,Weide[Baum]::N,柳,iva
149,Weide[Baum]::N,柳,vŕba
150,Tanne::N,樅,jela
151,Horn::N,角,rog
152,Feder::N,羽根,pero
153,Fell::N,毛皮,koža
154,Flügel::N,羽,krilo
155,Klaue::N,鉤爪,papak
156,Kralle::N,爪,pandža
157,Schwanz::N,尻尾,rep
158,Ei::N,卵,jaje
159,Nest::N,巣,gnijezdo
160,Bau::N,穴,jazbina
161,Tier::N,動物,životinja
162,Herde::N,群れ,krdo
163,Herde::N,群れ,stado
164,Kuh::N,牛,krava
165,Bulle::N,雄牛,bik
166,Pferd::N,馬,konj
167,Schaf::N,羊,ovca
168,Schwein::N,豚,svinja
169,Hund::N,犬,pas
170,Hund::N,犬,pseto
171,Katze::N,猫,mačka
172,Bär::N,熊,medvjed
173,Eichhörnchen::N,栗鼠,vjeverica
174,Elch::N,ヘラジカ,los
175,Fuchs::N,狐,lisica
176,Hase::N,兎,zec
177,Maus::N,鼠,miš
178,Wolf::N,狼,vuk
179,Wolf::N,狼,kurjak
180,Vogel::N,鳥,ptica
181,Schwarm::N,群れ,roj
182,Schwarm::N,群れ,jato
183,Huhn::N,鶏,kokoš
184,Hahn::N,雄鶏,kokot
185,Hahn::N,雄鶏,pijevac
186,Gans::N,ガチョウ,guska
187,Adler::N,鷲,orao
188,Ente::N,鴨,patka
189,Eule::N,フクロウ,sova
190,Kranich::N,鶴,ždral
191,Krähe::N,烏,vrana
192,Kuckuck::N,郭公,kukavica
193,Schwan::N,白鳥,labud
194,Fisch::N,魚,riba
195,Barsch::N,鱸,grgeč
196,Hecht::N,川魳,štuka
197,Schlange[Tier]::N,蛇,guja
198,Schlange[Tier]::N,蛇,zmija
199,Wurm::N,虫,crv
200,Spinne::N,蜘蛛,pauk
201,Ameise::N,蟻,mrav
202,Laus::N,虱,uš
203,Mücke::N,蚊,komarac
204,Fliege::N,蝿,muha
205,Schmetterling::N,蝶,leptir
206,Beere::N,漿果,boba
207,Beere::N,漿果,bobica
208,Apfel::N,林檎,jabuka
209,Pilz::N,茸,pečurka
210,Zwiebel::N,玉葱,luk
211,Zwiebel::N,玉葱,kapula
212,Saat::N,種,sjemenje
213,Korn::N,粒,zrno
214,Heu::N,干し草,sijeno
215,Schale::N,皮,kora
216,Schale::N,皮,ljuska
217,Grube::N,穴,jama
218,Falle::N,わな,zamka
219,Falle::N,わな,klopka
220,Schlinge::N,輪,uzao
221,Schlinge::N,輪,petlja
222,Spur::N,跡,trag
223,Spur::N,跡,slijed
224,Asche::N,灰,pepeo
225,Dreck::N,泥,blato
226,Eisen::N,鉄,željezo
227,Gold::N,金,zlato
228,Silber::N,銀,srebro
229,Kohle::N,炭,ugalj
230,Kohle::N,炭,ugljen
231,Glas::N,ガラス,staklo
232,Lehm::N,ローム,glina
233,Lehm::N,ローム,ilovača
234,Sand::N,砂,pijesak
235,Mensch::N,人,čovjek
236,Mann::N,男,muškarac
237,Mann::N,男性,muškarac
238,Frau::N,女,žena
239,Frau::N,女性,žena
240,Kind::N,子,čedo
241,Kind::N,子,dijete
242,Kind::N,子供,čedo
243,Kind::N,子供,dijete
244,Junge::N,男の子,momče
245,Junge::N,男の子,dječak
246,Mädchen::N,女の子,djevojka
247,Mädchen::N,女の子,djevojčica
248,Familie::N,家族,obitelj
249,Familie::N,家族,porodica
250,Großvater::N,祖父,djed
251,Großvater::N,おじいさん,djed
252,Großmutter::N,祖母,baka
253,Großmutter::N,おばあさん,baka
254,Eltern::N,親,roditelji
255,Eltern::N,両親,roditelji
256,Vater::N,父,otac
257,Vater::N,お父さん,otac
258,Mutter::N,母,majka
259,Mutter::N,お母さん,majka
260,Sohn::N,息子,sin
261,Sohn::N,息子さん,sin
262,Tochter::N,娘,kći
263,Tochter::N,娘,kćerka
264,Tochter::N,お嬢さん,kći
265,Tochter::N,お嬢さん,kćerka
266,Bruder::N,弟,brat
267,Schwester::N,妹,sestra
268,Onkel::N,伯父,čika
269,Onkel::N,伯父,ujak
270,Onkel::N,伯父さん,čika
271,Onkel::N,伯父さん,ujak
272,Tante::N,叔母,ujna
273,Tante::N,叔母,tetka
274,Tante::N,叔母さん,ujna
275,Tante::N,叔母さん,tetka
276,Ehemann::N,夫,muž
277,Ehemann::N,夫,suprug
278,Ehemann::N,主人,muž
279,Ehemann::N,主人,suprug
280,Ehefrau::N,妻,žena
281,Ehefrau::N,妻,supruga
282,Ehefrau::N,奥さん,žena
283,Ehefrau::N,奥さん,supruga
284,Freude::N,喜び,radost
285,Gelächter::N,笑い,grohot
286,Glück::N,幸せ,sreća
287,Kummer::N,悩み,jad
288,Kummer::N,悩み,briga
289,Wunsch::N,希望,želja
290,Lust::N,気,volja
291,Geist::N,精神,duh
292,Gedanke::N,考え,misao
293,Gedächtnis::N,記憶,pamćenje
294,Verstand::N,理解力,um
295,Verstand::N,理解力,razum
296,Sinn::N,意味,smisao
297,Sinn::N,意味,značenje
298,Grund::N,理由,razlog
299,Wahrheit::N,真実,istina
300,Gespräch::N,会話,razgovor
301,Märchen::N,童話,bajka
302,Erzählung::N,物語,priča
303,Erzählung::N,物語,pripovijest
304,Nachricht::N,報告,vijest
305,Neuigkeit::N,ニュース,novost
306,Name::N,名前,ime
307,Rätsel::N,謎,zagonetka
308,Rede::N,演説,govor
309,Rede::N,演説,besjeda
310,Sprache::N,言語,jezik
311,Stimme::N,声,glas
312,Wort::N,言葉,riječ
313,Zeichen::N,記号,znak
314,Ruf::N,呼び声,povik
315,Ruf::N,呼び声,poklik
316,Lärm::N,騒音,buka
317,Lärm::N,騒音,galama
318,Laut::N,音,zvuk
319,Ton::N,音,ton
320,Lied::N,歌,pjesma
321,Ruhe::N,静けさ,tišina
322,Ruhe::N,静けさ,počinak
323,Leute::N,人々,ljudi
324,Volk::N,民族,puk
325,Volk::N,民族,narod
326,Arbeit::N,仕事,rad
327,Arbeit::N,仕事,posao
328,Gast::N,客,gost
329,Geschenk::N,贈り物,dar
330,Geschenk::N,贈り物,poklon
331,Spiel::N,遊び,igra
332,Gesellschaft::N,社会,društvo
333,Gesellschaft::N,社会,kompanija
334,Hilfe::N,援助,pomoć
335,Freund::N,友達,prijatelj
336,Kamerad::N,同志,drug
337,Kamerad::N,同志,drugar
338,Angelegenheit::N,件,posao
339,Anzahl::N,数,broj
340,Anzahl::N,数,brojnost
341,Art::N,種類,vid
342,Art::N,種類,vrst
343,Stück::N,部分,komad
344,Teil::N,部分,dio
345,Hälfte::N,半分,polovina
346,Kreis::N,円,krug
347,Kreuz::N,十字,križ
348,Linie::N,線,crta
349,Strich::N,線,crta
350,Abstand::N,距離,razmak
351,Abstand::N,距離,odstojanje
352,Entfernung::N,距離,udaljenost
353,Gegend::N,辺,kraj
354,Gegend::N,辺,predeo
355,Gegend::N,地域,kraj
356,Gegend::N,地域,predeo
357,Platz::N,ゆとり,mjesto
358,Ort::N,所,mjesto
359,Ort::N,場所,mjesto
360,Seite::N,横,bok
361,Seite::N,横,strana
362,Mitte::N,真ん中,sredina
363,Gegenstand::N,物件,predmet
364,Sache::N,物,posao
365,Rand::N,端,rub
366,Rand::N,端,kraj
367,Kante::N,縁,brid
368,Kante::N,縁,ivica
369,Ecke::N,角,ugao
370,Spitze::N,先頭,vrh
371,Spitze::N,先頭,šiljak
372,Ende::N,端,konac
373,Loch::N,穴,rupa
374,Winkel::N,片隅,kut
375,Winkel::N,片隅,ugao
376,Muster::N,模様,uzor
377,Größe::N,大きさ,veličina
378,Länge::N,長さ,duljina
379,Höhe::N,高さ,visina
380,Gewicht::N,重さ,težina
381,Menge::N,量,mnoštvo
382,Menge::N,量,količina
383,Haufen::N,堆積,hrpa
384,Haufen::N,堆積,gomila
385,Reihe::N,並び,red
386,Boot::N,ボート,čun
387,Boot::N,ボート,čamac
388,Ruder::N,オール,veslo
389,Schlitten::N,そり,saone
390,Ski::N,スキー,ski
391,Ski::N,スキー,smučka
392,Lagerfeuer::N,篝火,logorska vatra
393,Last::N,荷物,tovar
394,Gang::N,歩み,hod
395,Schritt::N,歩,korak
396,Norden::N,北,sjever
397,Süden::N,南,jug
398,Westen::N,西,zapad
399,Osten::N,東,istok
400,Holz::N,木,drvo
401,Holz::N,木材,drvo
402,Brett::N,板,daska
403,Platte::N,盤,ploča
404,Stütze::N,支柱,potpora
405,Stange::N,棒,motka
406,Stock::N,杖,štap
407,Stock::N,杖,palica
408,Stab::N,棒,štap
409,Stab::N,棒,šipka
410,Rohr::N,管,cijev
411,Haus::N,家,kuća
412,Heim::N,家,dom
413,Ofen::N,ストーブ,peć
414,Fußboden::N,床,pod
415,Tisch::N,机,stol
416,Tisch::N,机,trpeza
417,Stuhl::N,椅子,stolac
418,Stuhl::N,椅子,stolica
419,Wiege::N,揺籃,kolijevka
420,Bett::N,ベッド,krevet
421,Bett::N,ベッド,postelja
422,Regal::N,棚,polica
423,Kiste::N,箱,sanduk
424,Fenster::N,窓,prozor
425,Tür::N,戸,vrata
426,Tür::N,ドア,vrata
427,Tor::N,門,vrata
428,Tor::N,門,kapija
429,Zaun::N,垣根,plot
430,Zaun::N,垣根,ograda
431,Dach::N,屋根,krov
432,Leiter::N,梯子,ljestve
433,Leiter::N,梯子,ljestvice
434,Besen::N,ほうき,metla
435,Spaten::N,スコップ,ašov
436,Schaufel::N,シャベル,lopata
437,Gabel::N,フォーク,viljuška
438,Löffel::N,スプーン,žlica
439,Messer::N,ナイフ,nož
440,Nagel::N,釘,čavao
441,Netz::N,網,mreža
442,Haken::N,鉤,kuka
443,Haken::N,フック,kuka
444,Griff::N,取っ手,držak
445,Griff::N,取っ手,ručica
446,Schloss::N,錠,brava
447,Bild::N,絵,slika
448,Figur::N,像,figura
449,Puppe::N,人形,lutka
450,Beutel::N,袋,kesa
451,Bündel::N,束,snop
452,Bündel::N,束,svežanj
453,Bündel::N,包み,snop
454,Bündel::N,包み,svežanj
455,Tasche::N,かばん,torba
456,Tasche::N,かばん,taška
457,Eimer::N,バケツ,kabao
458,Deckel::N,蓋,poklopac
459,Geschirr::N,食器,suđe
460,Geschirr::N,食器,posuđe
461,Sack::N,袋,džak
462,Sack::N,袋,vreća
463,Tasse::N,カップ,šalica
464,Topf::N,鍋,lonac
465,Kessel::N,釜,kazan
466,Essen::N,食事,obrok
467,Nahrung::N,食物,hrana
468,Speise::N,料理,jelo
469,Fleisch::N,肉,meso
470,Getreide::N,麦,žito
471,Getreide::N,麦,žitarice
472,Getreide::N,穀物,žito
473,Getreide::N,穀物,žitarice
474,Brei::N,粥,kaša
475,Brot::N,パン,kruh
476,Scheibe::N,枚,kriška
477,Scheibe::N,切れ,kriška
478,Fett::N,脂肪,mast
479,Fett::N,脂肪,salo
480,Butter::N,バター,buter
481,Butter::N,バター,maslac
482,Öl::N,油,ulje
483,Salz::N,塩,sol
484,Suppe::N,スープ,supa
485,Honig::N,蜂蜜,med
486,Milch::N,牛乳,mlijeko
487,Tee::N,茶,čaj
488,Tee::N,お茶,čaj
489,Leder::N,革,koža
490,Wolle::N,毛糸,vuna
491,Stoff::N,布,štof
492,Stoff::N,布,tkanina
493,Nadel::N,針,igla
494,Faden::N,糸,nit
495,Faden::N,糸,konac
496,Knopf::N,ボタン,dugme
497,Knoten::N,結び目,čvor
498,Knoten::N,結び目,uzao
499,Farbe::N,ペンキ,farba
500,Kleidung::N,衣服,odjeća
501,Hemd::N,シャツ,košulja
502,Kragen::N,襟,ovratnik
503,Ärmel::N,袖,rukav
504,Hose::N,ズボン,hlače
505,Gürtel::N,帯,pas
506,Gürtel::N,帯,pojas
507,Gürtel::N,ベルト,pas
508,Gürtel::N,ベルト,pojas
509,Mütze::N,帽子,kapa
510,Schuh::N,靴,cipela
511,Stiefel::N,ブーツ,čizma
512,Ring::N,輪,prsten
513,Band::N,リボン,vrpca
514,Kamm::N,櫛,češalj
515,Spiegel::N,鏡,zrcalo
516,Spiegel::N,鏡,ogledalo
517,Riemen::N,緒,kaiš
518,Riemen::N,緒,remen
519,Schnur::N,紐,vrpca
520,Leine::N,綱,uzica
521,Decke::N,掛け布団,ćebe
522,Decke::N,掛け布団,pokrivač
523,Kissen::N,枕,jastuk
524,Tuch::N,スカーフ,rubac
525,Tuch::N,スカーフ,marama
526,Handtuch::N,タオル,ručnik
527,Kraft::N,力,snaga
528,Stärke::N,強さ,jakost
529,Gesundheit::N,健康,zdravlje
530,Krankheit::N,病気,bolest
531,Schmerz::N,痛み,bol
532,Wunde::N,傷,rana
533,Fieber::N,熱,groznica
534,Arznei::N,薬,lijek
535,Brücke::N,橋,most
536,Brücke::N,橋,ćuprija
537,Brunnen::N,井戸,bunar
538,Brunnen::N,井戸,zdenac
539,Weide::N,牧場,paša
540,Weide::N,牧場,pašnjak
541,Pfad::N,小路,staza
542,Weg::N,道,put
543,Straße::N,街道,drum
544,Straße::N,街道,cesta
545,Dorf::N,村,selo
546,Stadt::N,町,grad
547,Stadt::N,町,varoš
548,Stadt::N,都市,grad
549,Stadt::N,都市,varoš
550,Brief::N,手紙,list
551,Brief::N,手紙,pismo
552,Buch::N,本,knjiga
553,Buchstabe::N,文字,slovo
554,Zeitung::N,新聞,novine
555,Leben::N,生活,život
556,Tod::N,死,smrt
557,Grab::N,墓,raka
558,Kirche::N,教会,crkva
559,Sünde::N,罪,grijeh
560,Gott::N,神,bog
561,Arbeiter::N,労働者,radnik
562,Chef::N,上司,šef
563,Meister::N,達人,majstor
564,Meister::N,マイスター,majstor
565,Arzt::N,医者,liječnik
566,Lehrer::N,先生,učitelj
567,Geld::N,金,novac
568,Geschäft::N,取り引き,posao
569,Geschäft::N,取り引き,trgovina
570,Laden::N,店,dućan
571,Preis::N,値段,cijena
572,Ware::N,商品,roba
573,Nutzen::N,利益,korist
574,Reichtum::N,豊かさ,bogatstvo
575,Welt::N,世界,svijet
576,Land::N,国,zemlja
577,Staat::N,国家,država
578,König::N,国王,kralj
579,Macht::N,権力,moć
580,Macht::N,権力,vlast
581,Grenze::N,国境,granica
582,Krieg::N,戦争,rat
583,Feind::N,敵,neprijatelj
584,Gewalt::N,暴力,sila
585,Gewalt::N,暴力,nasilje
586,Kampf::N,戦い,boj
587,Kampf::N,戦い,borba
588,Bogen[Waffe]::N,弓,luk
589,Pfeil::N,矢,strijela
590,Gewehr::N,銃,puška
591,Fehler::N,間違い,pogreška
592,Fehler::N,間違い,griješka
593,Lüge::N,嘘,laž
594,Schaden::N,損害,šteta
595,Unglück::N,不幸,nesreća
596,Schuld::N,罪,krivnja
597,Alter::N,年,dob
598,Alter::N,年齢,dob
599,Schluss::N,終わり,kraj
600,Schluss::N,終わり,konac
601,Zeit::N,時,doba
602,Zeit::N,時,vrijeme
603,Zeit::N,時間,doba
604,Zeit::N,時間,vrijeme
605,Tag::N,日,dan
606,Morgen::N,朝,jutro
607,Mittag::N,昼,podne
608,Abend::N,晩,veče
609,Abend::N,晩,večer
610,Abend::N,夕方,veče
611,Abend::N,夕方,večer
612,Nacht::N,夜,noć
613,Woche::N,週,sedmica
614,Monat::N,月,mjesec
615,Jahr::N,年,godina
616,Frühling::N,春,proljeće
617,Sommer::N,夏,ljeto
618,Herbst::N,秋,jesen
619,Winter::N,冬,zima
620,Januar::N,一月,januar
621,Januar::N,一月,siječanj
622,Februar::N,二月,veljača
623,Februar::N,二月,februar
624,März::N,三月,mart
625,März::N,三月,ožujak
626,April::N,四月,april
627,April::N,四月,travanj
628,Mai::N,五月,maj
629,Mai::N,五月,svibanj
630,Juni::N,六月,juni
631,Juni::N,六月,lipanj
632,Juli::N,七月,juli
633,Juli::N,七月,srpanj
634,August::N,八月,august
635,August::N,八月,kolovoz
636,September::N,九月,rujan
637,September::N,九月,septembar
638,Oktober::N,十月,oktobar
639,Oktober::N,十月,listopad
640,November::N,十一月,studeni
641,November::N,十一月,novembar
642,Dezember::N,十二月,prosinac
643,Montag::N,月曜日,ponedjeljak
644,Montag::N,月曜日,ponedjeljnik
645,Dienstag::N,火曜日,utorak
646,Dienstag::N,火曜日,utornik
647,Mittwoch::N,水曜日,srijeda
648,Donnerstag::N,木曜日,četvrtak
649,Freitag::N,金曜日,petak
650,Samstag::N,土曜日,subota
651,Sonntag::N,日曜日,nedjelja
652,groß::A,大きい,velik
653,klein::A,小さい,mali
654,klein::A,小さい,malen
655,lang::A,長い,dug
656,lang::A,長い,dugačak
657,kurz::A,短い,kratak
658,breit::A,広い,širok
659,schmal::A,狭い,uski
660,schmal::A,狭い,uzak
661,dicht::A,密な,gust
662,dick[Gegenstand]::A,厚い,debeo
663,dünn::A,薄い,tanak
664,fein::A,細い,fin
665,fein::A,細い,tanak
666,fest::A,硬い,čvrst
667,flach::A,平らな,ravan
668,flach::A,平らな,plosnat
669,glatt::A,滑らかな,gladak
670,hart::A,堅い,tvrd
671,weich::A,柔らかい,mek
672,weich::A,柔らかい,mekan
673,rund::A,丸い,okrugao
674,spitz::A,尖った,oštar
675,spitz::A,尖った,šiljast
676,scharf::A,鋭い,oštar
677,scharf::A,鋭い,bridak
678,stumpf::A,鈍い,tup
679,schwer::A,重い,težak
680,schön::A,綺麗な,krasan
681,heiß::A,熱い,vruć
682,warm::A,温かい,topao
683,kalt::A,寒い,hladan
684,kalt::A,冷たい,hladan
685,kühl::A,涼しい,hladan
686,frisch::A,ひんやりした,svjež
687,feucht::A,湿った,vlažan
688,nass::A,濡れた,mokar
689,trocken::A,乾いた,suh
690,voll::A,いっぱいの,pun
691,leer::A,空の,prazan
692,offen::A,開いた,otvoren
693,geschlossen::A,閉まった,zatvoren
694,sauber::A,清潔な,čist
695,schmutzig::A,汚い,nečist
696,schmutzig::A,汚い,blatan
697,roh::A,生の,sirov
698,reif::A,熟した,zreo
699,lecker::A,美味しい,tečan
700,lecker::A,美味しい,ukusan
701,süß::A,甘い,sladak
702,bitter::A,苦い,gorak
703,sauer::A,酸っぱい,kiseo
704,hell::A,明るい,vedar
705,hell::A,明るい,svijetao
706,dunkel::A,暗い,taman
707,schwarz::A,黒い,crn
708,weiß::A,白い,bio
709,weiß::A,白い,bijel
710,rot::A,赤い,crven
711,gelb::A,黄色い,žut
712,blau::A,青い,plav
713,blau::A,青い,modar
714,grün::A,緑の,zelen
715,grau::A,灰色の,siv
716,bunt::A,色取り取りの,šaren
717,billig::A,安い,jeftin
718,teuer::A,高い,skup
719,wertvoll::A,貴重な,vrijedan
720,wertvoll::A,貴重な,dragocjen
721,blind::A,盲目の,slijep
722,taub::A,耳が聞こえない,gluh
723,kräftig::A,強力な,snažan
724,stark::A,強い,jak
725,stark::A,強い,snažan
726,schwach::A,弱い,slab
727,fett::A,太った,pretio
728,schlank::A,ほっそりした,vitak
729,hübsch::A,素敵な,zgodan
730,böse::A,悪い,zao
731,böse::A,悪い,opak
732,dumm::A,馬鹿な,glup
733,faul::A,怠惰な,lijen
734,fleißig::A,勤勉な,radin
735,fleißig::A,勤勉な,marljiv
736,geizig::A,けちな,škrt
737,klug::A,賢い,razborit
738,klug::A,頭のいい,razborit
739,geschickt::A,器用な,vješt
740,lieb::A,愛らしい,drag
741,lustig::A,楽しい,veseo
742,sanft::A,温和な,blag
743,hungrig::A,空腹の,gladan
744,krank::A,病気の,bolestan
745,nackt::A,裸の,nag
746,traurig::A,悲しい,tužan
747,traurig::A,悲しい,žalostan
748,lebendig::A,生きた,živ
749,gut::A,良い,dobar
750,schlecht::A,悪い,loš
751,schlecht::A,悪い,rđav
752,schlecht::A,駄目な,loš
753,schlecht::A,駄目な,rđav
754,richtig::A,正しい,tačan
755,richtig::A,正しい,ispravan
756,schlimm::A,ひどい,zao
757,schlimm::A,ひどい,zločest
758,wahr::A,本当の,istinit
759,alt::A,古い,star
760,neu::A,新しい,nov
761,ehemalig::A,以前の,bivši
762,alt[Lebewesen]::A,年を取った,star
763,jung::A,若い,mlad
764,arm::A,貧乏な,ubog
765,arm::A,貧乏な,siromašan
766,reich::A,裕福な,bogat
767,bekannt::A,有名な,poznat
768,berühmt::A,有名な,čuven
769,berühmt::A,有名な,slavan
770,fremd::A,見知らぬ,tuđ
771,fremd::A,見知らぬ,stran
772,verschieden::A,色々な,razan
773,verschieden::A,色々な,različan
774,nah::A,近い,blizak
775,fern::A,遠い,dalek
776,fern::A,遠い,daljnji
777,linker::A,左の,lijevi
778,rechter::A,右の,desni
779,anderer::A,別の,drugi
780,anderer::A,別の,drugačiji
781,erster::A,一番目,prvi
782,zweiter::A,二番目,drugi
783,dritter::A,三番目,treći
784,letzter::A,最後の,zadnji
785,allein::ADV,一人で,sam
786,auf einmal::ADV,同時に,istodobno
787,zusammen::ADV,一緒に,skupa
788,zusammen::ADV,一緒に,zajedno
789,lange::ADV,長い間,dugo
790,plötzlich::ADV,急に,naglo
791,plötzlich::ADV,急に,iznenada
792,sofort::ADV,すぐに,odmah
793,später::ADV,後で,kasnije
794,jetzt::ADV,今,sad
795,jetzt::ADV,今,sada
796,heute::ADV,今日,danas
797,morgen::ADV,明日,sutra
798,bald::ADV,間もなく,skoro
799,bald::ADV,間もなく,doskora
800,dann::ADV,それから,zatim
801,gestern::ADV,昨日,juče
802,gestern::ADV,昨日,jučer
803,einst::ADV,過去に,negda
804,einst::ADV,過去に,nekada
805,damals::ADV,あの時,tada
806,damals::ADV,あの時,onda
807,danach::ADV,その後で,poslije
808,danach::ADV,その後で,nakon toga
809,vorher::ADV,以前に,prije
810,vorher::ADV,以前に,prije toga
811,zuerst::ADV,まず,prvo
812,zuerst::ADV,まず,najprije
813,zuerst::ADV,最初に,prvo
814,zuerst::ADV,最初に,najprije
815,einmal::ADV,一回,jednom
816,einmal::ADV,一回,jedanput
817,manchmal::ADV,時々,katkad
818,manchmal::ADV,時々,katkada
819,oft::ADV,よく,često
820,immer::ADV,いつも,vazda
821,immer::ADV,いつも,uvijek
822,niemals::ADV,一度も...ない,nikad
823,niemals::ADV,一度も...ない,nikada
824,hier::ADV,こちら,tu
825,hier::ADV,こちら,ovdje
826,hierhin::ADV,ここへ,amo
827,hierhin::ADV,ここへ,ovamo
828,hierhin::ADV,こちらへ,amo
829,hierhin::ADV,こちらへ,ovamo
830,von hier::ADV,ここから,odavde
831,dort::ADV,そちら,ondje
832,dorthin::ADV,そこへ,onamo
833,dorthin::ADV,そちらへ,onamo
834,geradeaus::ADV,真っ直ぐに,ravno
835,vorwärts::ADV,前へ,naprijed
836,rückwärts::ADV,後ろへ,natrag
837,zurück::ADV,後ろへ,nazad
838,zurück::ADV,後ろへ,natrag
839,unten::ADV,下に,dolje
840,hinab::ADV,下へ,nizbrdo
841,oben::ADV,上に,gore
842,hinauf::ADV,上へ,uzbrdo
843,überall::ADV,どこでも,svuda
844,überall::ADV,どこでも,svagdje
845,nicht::ADV,ない,ne
846,ein wenig::ADV,少し,malo
847,ein wenig::ADV,ちょっと,malo
848,kaum::ADV,ほとんど～ない,tek
849,kaum::ADV,ほとんど～ない,jedva
850,sehr::ADV,とても,jako
851,sehr::ADV,とても,veoma
852,so::ADV,こう,tako
853,so::ADV,こう,ovako
854,noch::ADV,まだ,još
855,nur::ADV,～だけ,samo
856,schon::ADV,もう,već
