,Concept_ID,sah,de
134,Flügel::N,кынат,Flügel
135,Klaue::N,тыҥырах,Klaue
136,Kralle::N,баппаҕай,Kralle
137,Schwanz::N,кутурук,Schwanz
138,Ei::N,сымыыт,Ei
139,Nest::N,уйа,Nest
140,Bau::N,хороон,Bau
141,Tier::N,кыыл,Tier
142,Tier::N,харамай,Tier
143,Herde::N,үөр,Herde
144,Kuh::N,ынах,Kuh
145,Bulle::N,оҕус,Bulle
146,Pferd::N,сылгы,Pferd
147,Schaf::N,овца,Schaf
148,Schwein::N,сибиинньэ,Schwein
149,Hund::N,ыт,Hund
150,Katze::N,куоска,Katze
151,Bär::N,эһэ,Bär
152,Eichhörnchen::N,тииҥ,Eichhörnchen
153,Elch::N,тайах,Elch
154,Fuchs::N,саһыл,Fuchs
155,Hase::N,куобах,Hase
156,Maus::N,кутуйах,Maus
157,Wolf::N,бөрө,Wolf
158,Vogel::N,көтөр,Vogel
159,Schwarm::N,бөлөх,Schwarm
160,Huhn::N,куурусса,Huhn
161,Hahn::N,бөтүүк,Hahn
162,Gans::N,хаас,Gans
163,Adler::N,хотой,Adler
164,Ente::N,кус,Ente
165,Eule::N,мэкчиргэ,Eule
166,Kranich::N,туруйа,Kranich
167,Krähe::N,тураах,Krähe
168,Kuckuck::N,кэҕэ,Kuckuck
169,Schwan::N,куба,Schwan
170,Fisch::N,балык,Fisch
171,Barsch::N,алыһар,Barsch
172,Hecht::N,сордон,Hecht
173,Schlange[Tier]::N,моҕой,Schlange
174,Schlange[Tier]::N,эриэн үөн,Schlange
175,Wurm::N,үөн,Wurm
176,Spinne::N,ооҕуй,Spinne
177,Ameise::N,кымырдаҕас,Ameise
178,Laus::N,быт,Laus
179,Mücke::N,кумаар,Mücke
180,Fliege::N,сахсырҕа,Fliege
181,Schmetterling::N,лыах,Schmetterling
182,Schmetterling::N,үрүмэччи,Schmetterling
183,Beere::N,отон,Beere
184,Apfel::N,яблоко,Apfel
185,Pilz::N,тэллэй,Pilz
186,Zwiebel::N,луук,Zwiebel
187,Saat::N,сиэмэ,Saat
188,Korn::N,сиэмэ,Korn
189,Heu::N,от,Heu
190,Schale::N,хах,Schale
191,Grube::N,дьаама,Grube
192,Falle::N,сохсо,Falle
193,Schlinge::N,уктаа,Schlinge
194,Spur::N,суол,Spur
195,Asche::N,күл,Asche
196,Dreck::N,бадараан,Dreck
197,Eisen::N,тимир,Eisen
198,Gold::N,көмүс,Gold
199,Gold::N,кыһыл көмүс,Gold
200,Silber::N,көмүс,Silber
201,Silber::N,үрүҥ көмүс,Silber
202,Kohle::N,чох,Kohle
203,Glas::N,өстүөкүлэ,Glas
204,Lehm::N,туой,Lehm
205,Sand::N,кумах,Sand
206,Mensch::N,киһи,Mensch
207,Mann::N,эр,Mann
208,Frau::N,дьахтар,Frau
209,Kind::N,оҕо,Kind
210,Junge::N,уол,Junge
211,Mädchen::N,кыыс оҕо,Mädchen
212,Familie::N,кэргэн,Familie
213,Großvater::N,эһэ,Großvater
214,Großmutter::N,эбэ,Großmutter
215,Eltern::N,аҕа-ийэ,Eltern
216,Vater::N,аҕа,Vater
217,Mutter::N,ийэ,Mutter
218,Sohn::N,уол,Sohn
219,Tochter::N,кыыс,Tochter
220,Bruder::N,убай,Bruder
221,Bruder::N,быраат,Bruder
222,Schwester::N,аҕас,Schwester
223,Schwester::N,балыс,Schwester
224,Onkel::N,таай,Onkel
225,Onkel::N,абаҕа,Onkel
226,Tante::N,эдьиий,Tante
227,Ehemann::N,эр,Ehemann
228,Ehefrau::N,ойох,Ehefrau
229,Freude::N,үөрүү,Freude
230,Gelächter::N,күлүү,Gelächter
231,Glück::N,дьол,Glück
232,Glück::N,соргу,Glück
233,Kummer::N,кутурҕан,Kummer
234,Wunsch::N,баҕарыы,Wunsch
235,Lust::N,баҕа,Lust
236,Geist::N,тыын,Geist
237,Gedanke::N,санаа,Gedanke
238,Gedächtnis::N,өй,Gedächtnis
239,Verstand::N,өй,Verstand
240,Sinn::N,суолта,Sinn
241,Grund::N,төрүөт,Grund
242,Wahrheit::N,кырдьык,Wahrheit
243,Gespräch::N,бэсиэдэ,Gespräch
244,Gespräch::N,кэпсэтии,Gespräch
245,Märchen::N,остуоруйа,Märchen
246,Erzählung::N,кэпсээн,Erzählung
247,Nachricht::N,биллэриллии,Nachricht
248,Neuigkeit::N,сонун,Neuigkeit
249,Name::N,аат,Name
250,Rätsel::N,таабырын,Rätsel
251,Rede::N,этии,Rede
252,Sprache::N,тыл,Sprache
253,Stimme::N,куолас,Stimme
254,Wort::N,тыл,Wort
255,Zeichen::N,бэлиэ,Zeichen
256,Ruf::N,ыҥырыы,Ruf
257,Lärm::N,айдаан,Lärm
258,Laut::N,тыас,Laut
259,Ton::N,дорҕоон,Ton
260,Lied::N,ырыа,Lied
261,Ruhe::N,уу чуумпу,Ruhe
262,Leute::N,дьон,Leute
263,Volk::N,дьон,Volk
264,Volk::N,норуот,Volk
265,Arbeit::N,үлэ,Arbeit
266,Gast::N,ыалдьыт,Gast
267,Geschenk::N,бэлэх,Geschenk
268,Spiel::N,оонньуу,Spiel
269,Gesellschaft::N,общество,Gesellschaft
270,Hilfe::N,көмө,Hilfe
271,Freund::N,доҕор,Freund
272,Kamerad::N,атас,Kamerad
273,Angelegenheit::N,дьыала,Angelegenheit
274,Anzahl::N,ахсаан,Anzahl
275,Art::N,биис,Art
276,Stück::N,кырбас,Stück
277,Teil::N,ирээт,Teil
278,Hälfte::N,аҥар,Hälfte
279,Kreis::N,төгүрүк,Kreis
280,Kreis::N,төгүрүмтэ,Kreis
281,Kreuz::N,кириэс,Kreuz
282,Linie::N,сурааһын,Linie
283,Strich::N,сурааһын,Strich
284,Abstand::N,арыт,Abstand
285,Entfernung::N,ыраах,Entfernung
286,Gegend::N,сир,Gegend
287,Platz::N,арыт,Platz
288,Ort::N,сир,Ort
289,Seite::N,өрүт,Seite
290,Seite::N,сирэй,Seite
291,Mitte::N,орто,Mitte
292,Gegenstand::N,предмет,Gegenstand
293,Sache::N,мал,Sache
294,Rand::N,кытыы,Rand
295,Rand::N,ойоҕос,Rand
296,Kante::N,кырыы,Kante
297,Ecke::N,муннук,Ecke
298,Spitze::N,чыпчаал,Spitze
299,Ende::N,төбө,Ende
300,Loch::N,тэһэҕэс,Loch
301,Loch::N,дьөлөҕөс,Loch
302,Winkel::N,муннук,Winkel
303,Muster::N,оһуор,Muster
304,Größe::N,кээмэй,Größe
305,Länge::N,уста,Länge
306,Höhe::N,үрдүк,Höhe
307,Gewicht::N,ыйааһын,Gewicht
308,Menge::N,ахсаан,Menge
309,Haufen::N,чөмчөх,Haufen
310,Reihe::N,кэккэ,Reihe
311,Boot::N,оҥочо,Boot
312,Ruder::N,эрдии,Ruder
313,Schlitten::N,сыарҕа,Schlitten
314,Ski::N,хайыһар,Ski
315,Lagerfeuer::N,кутаа,Lagerfeuer
316,Last::N,ыарахан,Last
317,Gang::N,хаамыы,Gang
318,Schritt::N,хардыы,Schritt
319,Norden::N,хоту,Norden
320,Süden::N,соҕуруу,Süden
321,Westen::N,арҕаа,Westen
322,Osten::N,илин,Osten
323,Holz::N,мас,Holz
324,Brett::N,дуоска,Brett
325,Brett::N,хаптаһын,Brett
326,Platte::N,билиитэ,Platte
327,Stütze::N,тулааһын,Stütze
328,Stange::N,ураҕас,Stange
329,Stock::N,мас,Stock
330,Stock::N,баалкы,Stock
331,Stab::N,ураҕас,Stab
332,Rohr::N,турба,Rohr
333,Haus::N,дьиэ,Haus
334,Heim::N,дьиэ,Heim
335,Ofen::N,оһох,Ofen
336,Fußboden::N,муоста,Fußboden
337,Tisch::N,остуол,Tisch
338,Stuhl::N,устуул,Stuhl
339,Wiege::N,биһик,Wiege
340,Bett::N,кырабаат,Bett
341,Regal::N,долбуур,Regal
342,Kiste::N,дьааһык,Kiste
343,Fenster::N,түннүк,Fenster
344,Tür::N,аан,Tür
345,Tor::N,аан,Tor
346,Zaun::N,соппулуот,Zaun
347,Dach::N,кырыыса,Dach
348,Leiter::N,кирилиэс,Leiter
349,Besen::N,миинньик,Besen
350,Spaten::N,күрдьэх,Spaten
351,Schaufel::N,күрдьэх,Schaufel
352,Gabel::N,биилкэ,Gabel
353,Löffel::N,луоска,Löffel
354,Messer::N,быһах,Messer
355,Nagel::N,тоһоҕо,Nagel
356,Netz::N,илим,Netz
357,Haken::N,көхө,Haken
358,Griff::N,ук,Griff
359,Griff::N,тутаах,Griff
360,Schloss::N,күлүүс,Schloss
361,Bild::N,хартыына,Bild
362,Figur::N,фигура,Figur
363,Puppe::N,куукула,Puppe
364,Beutel::N,мөһөөччук,Beutel
365,Bündel::N,баайыы,Bündel
366,Tasche::N,суумка,Tasche
367,Eimer::N,биэдэрэ,Eimer
368,Deckel::N,хаппах,Deckel
369,Geschirr::N,иһит,Geschirr
370,Sack::N,куул,Sack
371,Tasse::N,сэлиэнэй,Tasse
372,Topf::N,көстүрүүҥкэ,Topf
373,Kessel::N,хочуол,Kessel
374,Essen::N,аһылык,Essen
375,Nahrung::N,ас,Nahrung
376,Speise::N,аһылык,Speise
377,Fleisch::N,эт,Fleisch
378,Getreide::N,злактар,Getreide
379,Brei::N,хааһы,Brei
380,Brot::N,килиэп,Brot
381,Scheibe::N,куһуок,Scheibe
382,Fett::N,сыа,Fett
383,Butter::N,арыы,Butter
384,Öl::N,арыы,Öl
385,Salz::N,туус,Salz
386,Suppe::N,мин,Suppe
387,Honig::N,мүөт,Honig
388,Milch::N,үүт,Milch
389,Tee::N,чэй,Tee
390,Leder::N,тирии,Leder
391,Wolle::N,түү,Wolle
392,Stoff::N,таҥас,Stoff
393,Nadel::N,иннэ,Nadel
394,Faden::N,сап,Faden
395,Knopf::N,тимэх,Knopf
396,Knoten::N,түмүк,Knoten
397,Farbe::N,кырааска,Farbe
398,Kleidung::N,таҥас,Kleidung
399,Hemd::N,ырбаахы,Hemd
400,Kragen::N,саҕа,Kragen
401,Ärmel::N,сиэх,Ärmel
402,Hose::N,ыстаан,Hose
403,Hose::N,бүрүүкэ,Hose
404,Gürtel::N,кур,Gürtel
405,Mütze::N,бэргэһэ,Mütze
406,Schuh::N,бачыыҥка,Schuh
407,Stiefel::N,саппыкы,Stiefel
408,Ring::N,биһилэх,Ring
409,Band::N,лиэнтэ,Band
410,Kamm::N,тараах,Kamm
411,Spiegel::N,сиэркилэ,Spiegel
412,Riemen::N,кур,Riemen
413,Schnur::N,быа,Schnur
414,Leine::N,тэһиин,Leine
415,Decke::N,суорҕан,Decke
416,Kissen::N,сыттык,Kissen
417,Tuch::N,былаат,Tuch
418,Handtuch::N,соттор,Handtuch
419,Kraft::N,сыра,Kraft
420,Stärke::N,күүс,Stärke
421,Gesundheit::N,доруобуйа,Gesundheit
422,Krankheit::N,ыарыы,Krankheit
423,Schmerz::N,ыарыы,Schmerz
424,Wunde::N,баас,Wunde
425,Fieber::N,түрүлгэн,Fieber
426,Fieber::N,лихорадка,Fieber
427,Fieber::N,температура,Fieber
428,Arznei::N,эмп,Arznei
429,Brücke::N,күргэ,Brücke
430,Brunnen::N,холуодьас,Brunnen
431,Weide::N,мэччирэҥ,Weide
432,Pfad::N,ыллык,Pfad
433,Weg::N,суол,Weg
434,Straße::N,суол,Straße
435,Dorf::N,дэриэбинэ,Dorf
436,Stadt::N,куорат,Stadt
437,Brief::N,сурук,Brief
438,Buch::N,кинигэ,Buch
439,Buchstabe::N,буква,Buchstabe
440,Zeitung::N,хаһыат,Zeitung
441,Leben::N,тыын,Leben
442,Tod::N,өлүү,Tod
443,Grab::N,иин,Grab
444,Kirche::N,таҥара дьиэтэ,Kirche
445,Sünde::N,айыы,Sünde
446,Gott::N,тангара,Gott
447,Arbeiter::N,үлэһит,Arbeiter
448,Chef::N,баһылык,Chef
449,Chef::N,начальник,Chef
450,Meister::N,уус,Meister
451,Meister::N,маастар,Meister
452,Arzt::N,врач,Arzt
453,Lehrer::N,учуутал,Lehrer
454,Geld::N,харчы,Geld
455,Geschäft::N,идэ,Geschäft
456,Laden::N,маҕаһыын,Laden
457,Preis::N,сыана,Preis
458,Ware::N,табаар,Ware
459,Nutzen::N,туһа,Nutzen
460,Reichtum::N,баай,Reichtum
461,Welt::N,аан дойду,Welt
462,Land::N,дойду,Land
463,Staat::N,государство,Staat
464,König::N,король,König
465,Macht::N,былаас,Macht
466,Grenze::N,кыраныысса,Grenze
467,Krieg::N,сэрии,Krieg
468,Feind::N,өстөөх,Feind
469,Gewalt::N,күүһүлээһин,Gewalt
470,Kampf::N,охсуһуу,Kampf
471,Bogen[Waffe]::N,ох,Bogen
472,Pfeil::N,ох,Pfeil
473,Gewehr::N,саа,Gewehr
474,Fehler::N,сыыһа,Fehler
475,Lüge::N,сымыйа,Lüge
476,Schaden::N,хоромньу,Schaden
477,Unglück::N,алдьархай,Unglück
478,Schuld::N,буруй,Schuld
479,Alter::N,саас,Alter
480,Schluss::N,тиһэх,Schluss
481,Zeit::N,бириэмэ,Zeit
482,Tag::N,күн,Tag
483,Morgen::N,сарсыарда,Morgen
484,Mittag::N,күн ортото,Mittag
485,Abend::N,киэһэ,Abend
486,Nacht::N,түүн,Nacht
487,Woche::N,нэдиэлэ,Woche
488,Monat::N,ый,Monat
489,Jahr::N,сыл,Jahr
490,Jahr::N,дьыл,Jahr
491,Frühling::N,саас,Frühling
492,Sommer::N,сайын,Sommer
493,Herbst::N,күһүн,Herbst
494,Winter::N,кыһын,Winter
495,Januar::N,тохсунньу,Januar
496,Februar::N,олунньу,Februar
497,März::N,кулун тутар,März
498,April::N,муус устар ый,April
499,Mai::N,ыам ыйа,Mai
500,Juni::N,бэс ыйа,Juni
501,Juli::N,от ыйа,Juli
502,August::N,атырдьах ыйа,August
503,September::N,балаҕан ыйа,September
504,Oktober::N,алтынньы,Oktober
505,November::N,сэтинньи,November
506,Dezember::N,ахсынньы,Dezember
507,Montag::N,бэнидиэнньик,Montag
508,Dienstag::N,оптуорунньук,Dienstag
509,Mittwoch::N,сэрэдэ,Mittwoch
510,Donnerstag::N,чэппиэр,Donnerstag
511,Freitag::N,бээтинсэ,Freitag
512,Samstag::N,субуота,Samstag
513,Sonntag::N,баскыһыанньа,Sonntag
514,groß::A,бөдөҥ,groß
515,groß::A,улахан,groß
516,klein::A,кыр,klein
517,lang::A,уһун,lang
518,kurz::A,кылгас,kurz
519,breit::A,кэтит,breit
520,schmal::A,кыараҕас,schmal
521,dicht::A,хойуу,dicht
522,dick[Gegenstand]::A,суон,dick
523,dick[Gegenstand]::A,хойуу,dick
524,dünn::A,чараас,dünn
525,fein::A,бытархай,fein
526,fein::A,синньигес,fein
527,fest::A,бөҕө,fest
528,fest::A,кытаанах,fest
529,flach::A,хаптаҕай,flach
530,glatt::A,кылааккай,glatt
531,hart::A,хатан,hart
532,hart::A,кытаанах,hart
533,weich::A,сымнаҕас,weich
534,rund::A,төгүрүк,rund
535,spitz::A,сытыы,spitz
536,spitz::A,уһуктаах,spitz
537,scharf::A,сытыы,scharf
538,stumpf::A,сыппах,stumpf
539,schwer::A,ыарахан,schwer
540,schön::A,кыраһыабай,schön
541,heiß::A,итии,heiß
542,warm::A,ичигэс,warm
543,kalt::A,тымныы,kalt
544,kühl::A,сөрүүн,kühl
545,frisch::A,ыраас,frisch
546,frisch::A,сөрүүн,frisch
547,frisch::A,тымныы,frisch
548,feucht::A,сииктээх,feucht
549,nass::A,инчэҕэй,nass
550,trocken::A,кураан,trocken
551,voll::A,толору,voll
552,leer::A,иччитэх,leer
553,offen::A,аһаҕас,offen
554,geschlossen::A,бүтэй,geschlossen
555,sauber::A,сэбэр,sauber
556,schmutzig::A,кирдээх,schmutzig
557,roh::A,сиикэй,roh
558,reif::A,буспут,reif
559,reif::A,сиппит-хоппут,reif
560,lecker::A,минньигэс,lecker
561,süß::A,минньигэс,süß
562,bitter::A,аһыы,bitter
563,sauer::A,аһыы,sauer
564,hell::A,сырдык,hell
565,dunkel::A,хараҥа,dunkel
566,schwarz::A,хара,schwarz
567,weiß::A,үрүҥ,weiß
568,weiß::A,маҥан,weiß
569,rot::A,кыһыл,rot
570,gelb::A,саһархай,gelb
571,blau::A,күөх,blau
572,grün::A,күөх,grün
573,grün::A,от күөҕэ,grün
574,grau::A,сиэрэй,grau
575,bunt::A,эриэн,bunt
576,billig::A,чэпчэки,billig
577,teuer::A,сыаналаах,teuer
578,wertvoll::A,сыаналаах,wertvoll
579,blind::A,хараҕа суох,blind
580,taub::A,дьүлэй,taub
581,kräftig::A,модун,kräftig
582,stark::A,күүстээх,stark
583,schwach::A,мөлтөх,schwach
584,fett::A,эмис,fett
585,schlank::A,дьылҕан,schlank
586,schlank::A,дьыпсаҕай,schlank
587,hübsch::A,олус кэрэ,hübsch
588,hübsch::A,көрүөхтэн үчүгэй,hübsch
589,böse::A,өһүөннээх,böse
590,dumm::A,акаары,dumm
591,faul::A,нэс,faul
592,fleißig::A,кыһамньылаах,fleißig
593,geizig::A,иҥсэлээх,geizig
594,klug::A,өйдөөх,klug
595,geschickt::A,наһаа дьоҕурдаах,geschickt
596,lieb::A,тапталлаах,lieb
597,lustig::A,көрдөөх,lustig
598,sanft::A,намчы,sanft
599,sanft::A,сымнаҕас,sanft
600,hungrig::A,аччык,hungrig
601,krank::A,ыалдьар,krank
602,nackt::A,сыгынньах,nackt
603,traurig::A,санаарҕабыллаах,traurig
604,lebendig::A,тыыннаах,lebendig
605,gut::A,үтүө,gut
606,gut::A,үчүгэй,gut
607,schlecht::A,куһаҕан,schlecht
608,richtig::A,сөп,richtig
609,schlimm::A,сидьиҥ,schlimm
610,schlimm::A,быдьар,schlimm
611,wahr::A,кырдьык,wahr
612,alt::A,былыргы,alt
613,neu::A,саҥа,neu
614,ehemalig::A,урукку,ehemalig
615,alt[Lebewesen]::A,кырдьаҕас,alt
616,jung::A,эдэр,jung
617,arm::A,дьадаҥы,arm
618,reich::A,баай,reich
619,bekannt::A,билэр,bekannt
620,berühmt::A,аатырбыт,berühmt
621,fremd::A,атын,fremd
622,verschieden::A,араас,verschieden
623,nah::A,чугас,nah
624,fern::A,ыраах,fern
625,linker::A,хаҥас,linker
626,rechter::A,уҥа,rechter
627,anderer::A,атын,anderer
628,erster::A,маҥнайгы,erster
629,zweiter::A,иккис,zweiter
630,dritter::A,үһүс,dritter
631,letzter::A,тиһэх,letzter
632,allein::ADV,соҕотох,allein
633,auf einmal::ADV,биирдэ,auf einmal
634,zusammen::ADV,холбуу,zusammen
635,lange::ADV,уһуннук,lange
636,plötzlich::ADV,эмискэ,plötzlich
637,sofort::ADV,тута,sofort
638,später::ADV,хойут,später
639,jetzt::ADV,билигин,jetzt
640,heute::ADV,бүгүн,heute
641,morgen::ADV,сарсын,morgen
642,bald::ADV,өтөр,bald
643,dann::ADV,кэнна,dann
644,gestern::ADV,бэҕэһээ,gestern
645,einst::ADV,биир төгүл,einst
646,einst::ADV,арай биирдэ,einst
647,damals::ADV,оччоҕо,damals
648,danach::ADV,аары,danach
649,danach::ADV,ол кэнниттэн,danach
650,vorher::ADV,урут,vorher
651,zuerst::ADV,маҥнай,zuerst
652,einmal::ADV,биирдэ,einmal
653,manchmal::ADV,арыт,manchmal
654,oft::ADV,чаастатык,oft
655,immer::ADV,мэлдьи,immer
656,niemals::ADV,хаһан да,niemals
657,hier::ADV,маныаха,hier
658,hierhin::ADV,бэттэх,hierhin
659,von hier::ADV,мантан,von hier
660,dort::ADV,онно,dort
661,dorthin::ADV,онно,dorthin
662,geradeaus::ADV,быһа,geradeaus
663,geradeaus::ADV,быһаччы,geradeaus
664,vorwärts::ADV,инники,vorwärts
665,rückwärts::ADV,төттөру,rückwärts
666,zurück::ADV,төттөрү,zurück
667,unten::ADV,аллара,unten
668,hinab::ADV,аллара,hinab
669,oben::ADV,үөһэ,oben
670,hinauf::ADV,өрө,hinauf
671,hinauf::ADV,үөһэ,hinauf
672,überall::ADV,бэйдиэ,überall
673,nicht::ADV,буолбатах,nicht
674,ein wenig::ADV,кыратык,ein wenig
675,kaum::ADV,нэһиилэ,kaum
676,sehr::ADV,бэрт,sehr
677,sehr::ADV,наһаа,sehr
678,so::ADV,оччо,so
679,so::ADV,оннук,so
680,noch::ADV,өссө,noch
681,nur::ADV,эрэ,nur
682,nur::ADV,сыччах,nur
683,schon::ADV,бэлиэр,schon
684,wieder::ADV,эмиэ,wieder
685,vergebens::ADV,таак,vergebens
686,vor::PRP,иннигэр,vor
687,hinter::PRP,кэлин,hinter
688,unter::PRP,-ҕа,unter
689,unter::PRP,оһох түгэҕэ,unter
690,durch::PRP,курдары,durch
691,neben::PRP,аттыгар,neben
692,zwischen::PRP,ыккардынан,zwischen
693,wegen::PRP,уҥуортан,wegen
694,dies::PRN,ити,dies
695,dies::PRN,бу,dies
696,das::PRN,били,das
697,alles::PRN,барыта,alles
698,ich::PRN,мин,ich
699,du::PRN,эн,du
700,er::PRN,кнни,er
701,wir::PRN,биһиги,wir
702,ihr::PRN,эһиги,ihr
703,sie::PRN,кинилэр,sie
704,was::FPRN,туох,was
705,wer::FPRN,ким,wer
706,wo::FADV,ханна,wo
707,wohin::FADV,ханна,wohin
708,wie::FADV,хайдах,wie
709,warum::FADV,тоҕо,warum
710,wieviel::FNUM,төһө,wieviel
711,eins::NUM,биир,eins
712,zwei::NUM,икки,zwei
713,drei::NUM,үс,drei
714,vier::NUM,түөрт,vier
715,fünf::NUM,биэс,fünf
716,sechs::NUM,алта,sechs
717,sieben::NUM,сэттэ,sieben
718,acht::NUM,аҕыс,acht
719,neun::NUM,тоҕус,neun
720,zehn::NUM,уон,zehn
721,elf::NUM,уон биир,elf
722,zwölf::NUM,уон икки,zwölf
723,zwanzig::NUM,сүүрбэ,zwanzig
724,dreißig::NUM,отут,dreißig
725,vierzig::NUM,түөрт уон,vierzig
726,fünfzig::NUM,биэс уон,fünfzig
727,sechzig::NUM,алта уон,sechzig
728,siebzig::NUM,сэттэ уон,siebzig
729,achtzig::NUM,аҕыс уон,achtzig
730,neunzig::NUM,тоҕус уонус,neunzig
731,hundert::NUM,сүүс,hundert
732,tausend::NUM,тыһыынча,tausend
733,und::CNJ,да,und
734,und::CNJ,уонна,und
735,und::CNJ,итиэннэ,und
736,oder::CNJ,эбэтэр,oder
737,stehen::V,тур,stehen
738,sitzen::V,олор,sitzen
739,liegen::V,сыт,liegen
740,hängen::V,санньылый,hängen
741,werden::V,буол,werden
742,passieren::V,буол,passieren
743,beginnen::V,саҕалан,beginnen
744,enden::V,бүт,enden
745,wechseln::V,уларый,wechseln
746,aufgehen[Sonne]::V,ой,aufgehen
747,untergehen[Sonne]::V,киир,untergehen
748,scheinen[Sonne]::V,сырдат,scheinen
749,donnern::V,эт,donnern
750,wehen::V,үр,wehen
751,strömen::V,кутулун,strömen
752,fließen::V,сүүр,fließen
