,Concept_ID,ar,kk
784,schlecht::A,سيء,жаман
785,richtig::A,صحيح,дұрыс
786,schlimm::A,خبيث,жаман
787,wahr::A,حق,нағыз
788,alt::A,قديم,ескі
789,neu::A,جديد,жаңа
790,ehemalig::A,سابق,өткен
791,ehemalig::A,سابق,бұрынғы
792,alt[Lebewesen]::A,مسن,кексе
793,jung::A,شاب,науша
794,jung::A,صغير,науша
795,arm::A,فقير,кедей
796,arm::A,فقير,дәулетсіз
797,reich::A,غني,малды
798,bekannt::A,معلوم,таныс
799,bekannt::A,معلوم,көзтаныс
800,berühmt::A,مشهور,атақты
801,fremd::A,أجنبي,бөтен
802,verschieden::A,مختلف,түрлі
803,nah::A,قريب,жуық
804,nah::A,قريب,етене
805,fern::A,بعيد,алыс
806,fern::A,بعيد,алыстағы
807,linker::A,يسار,сол
808,linker::A,يسار,солшыл
809,rechter::A,يمين,оң
810,anderer::A,آخر,өзге
811,anderer::A,آخر,былайғы
812,erster::A,أول,алғашқы
813,zweiter::A,ثان,екінші
814,dritter::A,ثالث,үшінші
815,letzter::A,أخير,артқы
816,letzter::A,أخير,кейінгі
817,allein::ADV,وحده,серіксіз
818,auf einmal::ADV,بالمرة,бірден
819,zusammen::ADV,معا,бірлесіп
820,lange::ADV,مدة طويلة,ұзақ
821,plötzlich::ADV,فجأة,кенет
822,sofort::ADV,حالا,әне-міне дегенше
823,sofort::ADV,فورا,әне-міне дегенше
824,später::ADV,فيما بعد,артынан
825,jetzt::ADV,الآن,енді
826,jetzt::ADV,الآن,қазір
827,jetzt::ADV,حاليا,енді
828,jetzt::ADV,حاليا,қазір
829,heute::ADV,اليوم,бүгін
830,morgen::ADV,غدا,ертең
831,bald::ADV,قريبا,тез
832,dann::ADV,ثم,онан соң
833,dann::ADV,ثم,сонан соң
834,gestern::ADV,أمس,кеше
835,gestern::ADV,البارحة,кеше
836,einst::ADV,قديما,бірде
837,einst::ADV,قديما,бір кезде
838,damals::ADV,حينئذ,анада
839,danach::ADV,ثم,онан соң
840,danach::ADV,ثم,сонан соң
841,danach::ADV,بعد ذلك,онан соң
842,danach::ADV,بعد ذلك,сонан соң
843,vorher::ADV,من قبل,бұрын
844,vorher::ADV,قبل ذلك,бұрын
845,zuerst::ADV,أولا,әуелі
846,zuerst::ADV,أولا,алдымен
847,einmal::ADV,مرة,бір жолы
848,manchmal::ADV,أحيانا,кейде
849,oft::ADV,كثيرا,ылғи
850,immer::ADV,دائما,өнебойы
851,niemals::ADV,لا أبدا,ешуақытта
852,hier::ADV,هنا,бұнда
853,hier::ADV,هنا,осында
854,hierhin::ADV,إلى هنا,бермен
855,von hier::ADV,من هنا,бер жақтан
856,dort::ADV,هناك,анда
857,dorthin::ADV,إلى هناك,әрі
858,geradeaus::ADV,إلى الأمام,тура
859,vorwärts::ADV,إلى الأمام,ілгері
860,rückwärts::ADV,إلى الوراء,артқа
861,zurück::ADV,عودا,кейін қарай
862,zurück::ADV,إلى الخلف,кейін қарай
863,unten::ADV,تحت,төменде
864,unten::ADV,في الأسفل,төменде
865,hinab::ADV,إلى تحت,астына
866,hinab::ADV,إلى تحت,төмен
867,oben::ADV,فوق,жоғарыда
868,oben::ADV,في الأعلى,жоғарыда
869,hinauf::ADV,إلى فوق,өрге
870,hinauf::ADV,إلى الأعلى,өрге
871,überall::ADV,في كل مكان,әрқайда
872,nicht::ADV,لا,емес
873,nicht::ADV,لم,емес
874,ein wenig::ADV,قليلا,азырақ
875,ein wenig::ADV,قليلا,аздаған
876,ein wenig::ADV,قليلا,азғантай
877,kaum::ADV,كاد لا,зорға
878,sehr::ADV,جدا,орасан
879,sehr::ADV,كثيرا,орасан
880,so::ADV,كذا,бұлай
881,so::ADV,كذا,былайша
882,so::ADV,كذلك,бұлай
883,so::ADV,كذلك,былайша
884,noch::ADV,ما زال,әлі
885,nur::ADV,فقط,ғана
886,schon::ADV,قد,түге
887,wieder::ADV,من جديد,жаңа
888,wieder::ADV,من جديد,қайта
889,wieder::ADV,من جديد,жаңадан
890,wieder::ADV,مرة أخرى,жаңа
891,wieder::ADV,مرة أخرى,қайта
892,wieder::ADV,مرة أخرى,жаңадан
893,vergebens::ADV,عبثا,бекер
894,vor::PRP,أمام,алды
895,hinter::PRP,خلف,артынан
896,hinter::PRP,وراء,артынан
897,unter::PRP,تحت,түп
898,unter::PRP,تحت,маңында
899,durch::PRP,عبر,арқылы
900,durch::PRP,خلال,арқылы
901,neben::PRP,جنب,іргеде
902,neben::PRP,جنب,жанында
903,neben::PRP,بجانب,іргеде
904,neben::PRP,بجانب,жанында
905,zwischen::PRP,بين,арада
906,wegen::PRP,بسبب,үшін
907,dies::PRN,هذا,бұ
908,dies::PRN,هذا,осы
909,das::PRN,ذلك,сол
910,alles::PRN,الكل,дүйім
911,alles::PRN,الكل,күллі
912,ich::PRN,أنا,мен
913,du::PRN,أنت,сен
914,er::PRN,هو,ол
915,wir::PRN,نحن,біз
916,ihr::PRN,أنتم,сіз
917,ihr::PRN,أنتن,сіз
918,sie::PRN,هم,олар
919,sie::PRN,هن,олар
920,was::FPRN,ما,не
921,wer::FPRN,من,кім
922,wo::FADV,أين,кәні
923,wo::FADV,أين,қайда
924,wohin::FADV,إلى أين,қайда
925,wie::FADV,كيف,калай
926,warum::FADV,لماذا,неғып
927,wieviel::FNUM,كم,неше
928,wieviel::FNUM,كم,қанша
929,eins::NUM,واحد,бір
930,zwei::NUM,اثنين,екі
931,drei::NUM,ثلاثة,үш
932,vier::NUM,أربعة,төрт
933,fünf::NUM,خمسة,бес
934,sechs::NUM,ستة,алты
935,sieben::NUM,سبعة,жеті
936,acht::NUM,ثمانية,сегіз
937,neun::NUM,تسعة,тоғыз
938,zehn::NUM,عشرة,он
939,elf::NUM,أحد عشر,он бір
940,zwölf::NUM,اثنا عشر,он екі
941,zwanzig::NUM,عشرون,жиырма
942,dreißig::NUM,ثلاثون,отыз
943,vierzig::NUM,أربعون,қырық
944,fünfzig::NUM,خمسون,елу
945,sechzig::NUM,ستون,алпыс
946,siebzig::NUM,سبعون,жетпіс
947,achtzig::NUM,ثمانون,сексен
948,neunzig::NUM,تسعون,тоқсан
949,hundert::NUM,مئة,жүз
950,tausend::NUM,ألف,мың
951,und::CNJ,و,та
952,oder::CNJ,أو,әлде
953,oder::CNJ,أو,немесе
954,stehen::V,وقف,тұру
955,sitzen::V,جلس,отыру
956,liegen::V,رقد,жату
957,hängen::V,تعلق,ілу
958,werden::V,صار,болу
959,werden::V,صار,түрегелу
960,werden::V,أصبح,болу
961,werden::V,أصبح,түрегелу
962,passieren::V,حدث,болу
963,beginnen::V,ابتدأ,басталу
964,enden::V,انتهى,ада болу
965,wechseln::V,تغير,құбылу
966,wechseln::V,تغير,өзгеру
967,aufgehen[Sonne]::V,شرق,шығу
968,untergehen[Sonne]::V,غرب,батыру
969,scheinen[Sonne]::V,أضاء,жылтырау
970,donnern::V,رعد,күркіреу
971,wehen::V,هب,огып тур
972,strömen::V,جرى,сорғалау
973,fließen::V,سال,ағу
974,sich drehen::V,دار,айналу
975,schwanken::V,ترنح,толықсу
976,schwingen::V,ترجح,тербелу
977,fallen::V,سقط,құлау
978,fallen::V,سقط,жығылу
979,fallen::V,سقط,төмендеу
980,brennen::V,احترق,жану
981,rauchen::V,دخن,түтету
982,regnen::V,أمطر,жауу
983,gefrieren::V,تجمد,мұздай қату
984,gefrieren::V,تجمد,мұз боп қату
985,tauen::V,ذاب,жібу
986,schmelzen::V,ذاب,еру
987,trocknen::V,نشف,курау
988,sieden::V,غلى,қайнау
989,faulen::V,فسد,иістену
990,verfaulen::V,تعفن,шіру
991,reißen::V,انقطع,жыртылу
992,versinken::V,غرق,малтығу
993,vergehen::V,مضى,өту
994,erscheinen::V,لاح,көріну
995,erscheinen::V,لاح,көрініп қалу
996,erscheinen::V,ظهر,көріну
997,erscheinen::V,ظهر,көрініп қалу
998,verschwinden::V,غاب,ғайып_болу
999,sinken::V,هبط,ылдилау
1000,sinken::V,هبط,төмендеу
1001,abnehmen::V,نقص,кемітілу
1002,zunehmen::V,ازداد,көбею
1003,steigen::V,صعد,қобу
1004,steigen::V,صعد,көтерілу
1005,steigen::V,صعد,жоғарылау
1006,steigen::V,ارتفع,қобу
1007,steigen::V,ارتفع,көтерілу
1008,steigen::V,ارتفع,жоғарылау
1009,wachsen::V,نما,өсу
1010,wachsen::V,نبت,өсу
1011,glänzen::V,لمع,жалтырау
1012,funkeln::V,تلألأ,жарқырау
1013,funkeln::V,تلألأ,нұрлану
1014,funkeln::V,تلألأ,жылтылдау
1015,lärmen::V,ضج,шулау
1016,lärmen::V,ضج,шуылдау
1017,lärmen::V,صخب,шулау
1018,lärmen::V,صخب,шуылдау
1019,läuten::V,قرع,қоңыраулату
1020,klingeln::V,دق,дыңғырлау
1021,klirren::V,قعقع,дыңылдату
1022,brausen::V,عج,тасу
1023,rauschen::V,حف,сусылдау
1024,rauschen::V,حف,сыбдырлау
1025,klingen::V,رن,дыбыс шығару
1026,bellen::V,نبح,үру
1027,heulen::V,عوى,ұлу
1028,blasen::V,نفخ,үру
1029,pfeifen::V,صفر,ысқыру
1030,schreien::V,صرخ,шыңғыру
1031,schreien::V,صرخ,айғайлау
1032,schreien::V,صرخ,байбайлау
1033,schreien::V,صرخ,бажалақтау
1034,stöhnen::V,أن,ыңырсу
1035,stöhnen::V,أن,ыңкылдау
1036,zittern::V,ارتعش,қалш
1037,zittern::V,ارتعش,қалшылдату
1038,leben::V,عاش,жасау
1039,leben::V,عاش,күнелту
1040,leben::V,عاش,күн көру
1041,leben::V,عاش,тіршілік ету
1042,geboren werden::V,ولد,туу
1043,atmen::V,تنفس,дем алу
1044,atmen::V,تنفس,ауа жұту
1045,trinken::V,شرب,ішу
1046,trinken::V,شرب,ұрттау
1047,essen::V,أكل,жеу
1048,essen::V,أكل,тамақтану
1049,schlucken::V,جرع,жұту
1050,müde werden::V,تعب,болдыру
1051,einschlafen::V,نام,үйыктап калу
1052,schlafen::V,نام,ұйықтау
1053,aufwachen::V,استيقظ,ояну
1054,aufstehen::V,قام,ояну
1055,sich erholen::V,استجم,тынығу
1056,krank werden::V,مرض,кеселдену
1057,krank werden::V,مرض,сырқаттану
1058,krank werden::V,مرض,ауырып қалу
1059,krank werden::V,مرض,ауыра бастау
1060,krank werden::V,مرض,кеселге ұшырау
1061,krank werden::V,مرض,сырқаттанып қалу
1062,krank sein::V,مرض,ауыру
1063,krank sein::V,مرض,сырқаттану
1064,schmerzen::V,آلم,ауырады
1065,husten::V,كح,жөтелу
1066,husten::V,سعل,жөтелу
1067,genesen::V,نقه,айығу
1068,sterben::V,مات,өлу
1069,sterben::V,مات,қайтыс
1070,sterben::V,مات,жантапсыру
1071,umkommen::V,هلك,өлу
1072,umkommen::V,هلك,қаза табу
1073,sich bewegen::V,تحرك,жылжу
1074,sich rühren::V,تحرك,қыбырлау
1075,sich erheben::V,قام,тұру
1076,sich setzen::V,جلس,отыру
1077,hinfallen::V,وقع,жығылу
1078,laufen::V,مشى,жояу жүру
1079,schreiten::V,خطا,кадамдау
1080,spazierengehen::V,تنزه,қыдыру
1081,eilen::V,عجل,асығу
1082,eilen::V,عجل,жеделдену
1083,eilen::V,عجل,жедепдеу
1084,sich beeilen::V,استعجل,асығу
1085,sich beeilen::V,استعجل,жеделдену
1086,sausen::V,أسرع,заулау
1087,rennen::V,عدا,жүгіру
1088,rennen::V,ركض,жүгіру
1089,springen::V,قفز,секіру
1090,klettern::V,تسلق,өрмелеп шығу
1091,schaukeln::V,تأرجح,тербелу
1092,kriechen::V,دب,еңбектеу
1093,kriechen::V,زحف,еңбектеу
1094,schwimmen::V,سبح,жүзу
1095,schwimmen::V,سبح,малту
1096,schwimmen::V,سبح,қалықтау
1097,tauchen::V,غطس,сүңгу
1098,rudern::V,جذف,есу
1099,fahren::V,ركب,бару
1100,fahren::V,سافر,бару
1101,fliegen::V,طار,ұшу
1102,gehen::V,سار,бару
1103,gehen::V,ذهب,бару
1104,weggehen::V,ذهب,кету
1105,weggehen::V,انصرف,кету
1106,abfahren::V,رحل,жөнелу
1107,anhalten::V,توقف,тоқтау
1108,hineingehen::V,دخل,кіру
1109,eintreten::V,دخل,ену
1110,kommen::V,أتى,жету
1111,kommen::V,جاء,жету
1112,ankommen::V,وصل,келу
1113,zurückkommen::V,عاد,қайту
1114,zurückkommen::V,رجع,қайту
1115,bleiben::V,مكث,қалу
1116,warten::V,انتظر,тосу
1117,erwarten::V,ترقب,күту
1118,erwarten::V,انتظر,күту
1119,suchen::V,بحث,іздеу
1120,finden::V,وجد,табу
1121,versuchen::V,حاول,талпыну
1122,vorbereiten::V,أعد,әзірлеу
1123,vorbereiten::V,حضر,әзірлеу
1124,lieben::V,أحب,сүю
1125,mögen::V,أحب,жарату
1126,mögen::V,أحب,жақсы_көру
1127,lachen::V,ضحك,күлу
1128,lachen::V,ضحك,күлісу
1129,rühren::V,أثر,көңілін бұзу
1130,weinen::V,بكى,жылау
1131,schimpfen::V,سب,ақырып-бақыру
1132,schimpfen::V,شتم,ақырып-бақыру
1133,sich ärgern::V,زعل,ашулану
1134,sich fürchten::V,هاب,сескену
1135,fürchten::V,خاف,қауіптену
1136,fürchten::V,خاف,сақсыну
1137,fürchten::V,خشي,қауіптену
1138,fürchten::V,خشي,сақсыну
1139,fliehen::V,هرب,қашу
1140,fliehen::V,هرب,қашып кету
1141,flüchten::V,فر,қашу
1142,flüchten::V,فر,қашып кету
1143,sehen::V,رأى,көру
1144,anschauen::V,نظر,назар салу
1145,ansehen::V,نظر,тамашалау
1146,hören::V,سمع,есту
1147,zuhören::V,أصغى,тыңдау
1148,zuhören::V,أصغى,құлақ қою
1149,probieren::V,ذاق,тату
1150,probieren::V,ذاق,дәм тату
1151,riechen::V,شم,иіскеу
1152,riechen::V,استنشق,иіскеу
1153,fühlen::V,شعر,сезу
1154,fühlen::V,شعر,сезіну
1155,scheinen::V,ظهر,болып көріну
1156,zu sehen sein::V,ظهر,көріну
1157,vernehmen::V,سمع,есту
1158,vernehmen::V,سمع,есітіп қалу
1159,frieren::V,بردان,тоңу
1160,frieren::V,بردان,жаурау
1161,tun::V,فعل,ету
1162,tun::V,فعل,істеу
1163,können::V,قدر,білу
1164,können::V,استطاع,білу
1165,wollen::V,شاء,қалау
1166,wollen::V,أراد,қалау
1167,anfangen::V,بدأ,бастау
1168,beenden::V,أنهى,бітіру
1169,beenden::V,أنهى,адақтау
1170,beenden::V,أنهى,тамамдау
1171,beenden::V,أنهى,аяқтап шығу
1172,aufhören::V,توقف,доғару
1173,aufhören::V,انقطع,доғару
1174,gelingen::V,نجح,жолы түсу
1175,geraten::V,طلع,калу
1176,öffnen::V,فتح,ашу
1177,öffnen::V,فتح,ашып қою
1178,schließen::V,أغلق,жабу
1179,stellen::V,وضع,қою
1180,stellen::V,وضع,қойдыру
1181,stellen::V,أقام,қою
1182,stellen::V,أقام,қойдыру
1183,setzen::V,أجلس,отырғызу
1184,legen::V,وضع,салу
1185,legen::V,وضع,калау
1186,berühren::V,مس,тию
1187,berühren::V,لمس,тию
1188,verbinden::V,ربط,байлап алу
1189,verbinden::V,ربط,сабақтастыру
1190,verbinden::V,وصل,байлап алу
1191,verbinden::V,وصل,сабақтастыру
1192,bedecken::V,غطى,бүркеу
1193,aufhängen::V,علق,ілу
1194,aufhängen::V,علق,асып қою
1195,anzünden::V,أوقد,тұтату
1196,aufheben::V,لقط,көтеру
1197,zurücklassen::V,ترك,қалдыру
1198,verlieren::V,فقد,жоғалту
1199,fallen lassen::V,أسقط,құлатып алу
1200,fallen lassen::V,أسقط,қолдан түсіріп алу
1201,machen::V,فعل,ету
1202,machen::V,فعل,жасау
1203,machen::V,فعل,жасап шығару
1204,herstellen::V,صنع,жасап шығару
1205,herstellen::V,أنتج,жасап шығару
1206,bauen::V,بنى,тұрғызу
1207,bauen::V,شيد,тұрғызу
1208,reparieren::V,صلح,оңдау
1209,verbessern::V,صحح,дұрыстау
1210,ändern::V,غير,өзгерту
1211,graben::V,حفر,үңгу
1212,beugen::V,ثنى,буғу
1213,beugen::V,أحنى,буғу
1214,biegen::V,لوى,ию
1215,biegen::V,لوى,майыстыру
1216,drehen::V,أدار,айналдыру
1217,drehen::V,دور,айналдыру
1218,wenden::V,قلب,екінші жағын айналдыру
1219,umdrehen::V,قلب,бұру
1220,heben::V,رفع,көтеру
1221,hochheben::V,رفع,жоғарылату
1222,hochheben::V,رفع,көтеру
1223,ergreifen::V,مسك,бас_салу
1224,ergreifen::V,مسك,шап_беріп_ұстап_алу
1225,ergreifen::V,مسك,шап_беру
1226,ergreifen::V,مسك,шап_ете_түсу
1227,halten::V,مسك,тұту
1228,halten::V,مسك,ұстау
1229,drücken::V,ضغط,басу
1230,schieben::V,حرك,итеру
1231,kratzen::V,خدش,қыру
1232,lecken::V,لعق,жалау
1233,beißen::V,عض,қабу
1234,beißen::V,عض,тістеу
1235,beißen::V,عض,қауып алу
1236,abreißen::V,قلع,үзу
1237,abschneiden::V,قطع,қырқу
1238,binden::V,ربط,байланыстыру
1239,binden::V,ربط,байлап_алу
1240,binden::V,ربط,байластыру
1241,binden::V,ربط,байлау
1242,binden::V,ربط,буу
1243,binden::V,ربط,матау
1244,binden::V,ربط,сабақтастыру
1245,binden::V,ربط,ұштастыру
1246,stecken::V,دس,сұғу
1247,brechen::V,كسر,сындыру
1248,klopfen::V,طرق,қағу
1249,hauen::V,ضرب,соғу
1250,kleben::V,ألصق,желімдеу
1251,reiben::V,حك,үйкеу
1252,streichen::V,نشر,сүйкеу
1253,schleifen::V,سن,егеу
1254,schleifen::V,سن,қайрау
1255,schleifen::V,سن,егеулеу
1256,schneiden::V,قطع,кесу
1257,rütteln::V,رج,қозғау
1258,rütteln::V,رج,жұлмалау
1259,schütteln::V,هز,дірілдету
1260,schütteln::V,هز,селкілдету
1261,schwenken::V,لوح,бұлғау
1262,schwenken::V,لوح,сермеу
1263,schütten::V,صب,құю
1264,füllen::V,ملأ,толтыру
1265,einwickeln::V,لف,орау
1266,tragen::V,حمل,алып жүру
1267,schleppen::V,سحب,тарту
1268,ziehen::V,سحب,тарту
1269,aufbewahren::V,حفظ,сақтау
1270,werfen::V,رمى,лақтыру
1271,werfen::V,ألقى,лақтыру
1272,fangen::V,التقط,қармау
1273,fangen::V,التقط,қағып алу
1274,packen::V,مسك,шап беру
1275,packen::V,مسك,шап ете түсу
1276,packen::V,مسك,шап беріп ұстап алу
1277,verstecken::V,خبأ,тығу
1278,verstecken::V,خبأ,жасыру
1279,teilen::V,قسم,бөлу
1280,schicken::V,بعث,жіберу
1281,schicken::V,أرسل,жіберу
1282,bringen::V,جلب,әкелу
1283,bringen::V,جلب,алып келу
1284,hinzufügen::V,أضاف,қосу
1285,hinzufügen::V,أضاف,үстеу
1286,bekommen::V,حصل,алу
1287,erhalten::V,استلم,алмақ
1288,nehmen::V,أخذ,алу
1289,nehmen::V,أخذ,алмақ
1290,wählen::V,اختار,таңдау
1291,auswählen::V,انتقى,екшеу
1292,auswählen::V,انتقى,саралау
1293,auswählen::V,انتقى,сұрыптау
1294,auswählen::V,انتقى,сайлап алу
1295,bewahren::V,حافظ,сақтау
1296,behindern::V,عاق,оралғы болу
1297,verderben::V,أفسد,бүлдіру
1298,beschädigen::V,أضر,бұзу
1299,zerbrechen::V,كسر,уату
1300,zerreißen::V,مزق,жырту
1301,zerstören::V,دمر,қирату
1302,zerstören::V,دمر,талқандау
1303,verbrennen::V,حرق,өртеу
1304,verbrennen::V,حرق,жандыру
1305,verbrennen::V,حرق,өртеп жіберу
1306,verbrennen::V,حرق,жандырып жіберу
1307,geben::V,أعطى,беру
1308,reichen::V,ناول,беру
1309,schenken::V,وهب,тарту
1310,versprechen::V,وعد,уәде беру
1311,wünschen::V,تمنى,тілеу
1312,loben::V,مدح,мақтау
1313,loben::V,مدح,дәріптеу
1314,küssen::V,قبل,сүю
1315,wiegen::V,هدهد,тербеу
1316,zudecken::V,غطى,бүркеу
1317,wecken::V,أيقظ,ояту
1318,zeigen::V,أرى,көрсету
1319,führen::V,دل,ерту
1320,führen::V,دل,жетектеу
1321,lehren::V,علم,оқыту
1322,unterrichten::V,علم,оқыту
1323,aufziehen::V,ربى,бағу
1324,leiten::V,دل,басқару
1325,leiten::V,دل,жетекшілік ету
1326,leiten::V,أدار,басқару
1327,leiten::V,أدار,жетекшілік ету
1328,antreiben::V,حث,асықтыру
1329,lassen::V,حدا,-ткізу
1330,lassen::V,حدا,мәжбүр ету
1331,einladen::V,دعا,шақыру
1332,vereinigen::V,وحد,біріктіру
1333,vereinigen::V,وحد,біріктіріп қою
1334,besuchen::V,زار,кіріп шығу
1335,besuchen::V,زار,барып шығу
1336,treffen::V,قابل,кездесу
1337,sich versammeln::V,اجتمع,топталу
1338,spielen::V,لعب,ойнау
1339,singen::V,غنى,сайрау
1340,tanzen::V,رقص,билеу
1341,sich trennen::V,افترق,айрылысу
1342,verlassen::V,ترك,тастау
1343,retten::V,نجى,құтқару
1344,retten::V,أنقذ,құтқару
1345,bewachen::V,حرس,күзету
1346,schützen::V,حمى,жақтау
1347,schützen::V,حمى,жақтасу
1348,verteidigen::V,دافع,қорғау
1349,sich schlagen::V,تضارب,алысу
1350,schießen::V,أطلق,ату
1351,siegen::V,انتصر,жеңу
1352,ärgern::V,أزعل,ашуландыру
1353,schlagen::V,ضرب,ұру
1354,treten::V,رفس,тебу
1355,stechen::V,شك,шаншу
1356,stoßen::V,دفع,түрту
1357,stehlen::V,سرق,ұрлау
1358,stören::V,ضايق,кесірлен
1359,belästigen::V,أزعج,мазасын алу
1360,verbergen::V,كتم,сездірмеу
1361,täuschen::V,خدع,жалған айту
1362,betrügen::V,غش,алдау
1363,betrügen::V,غش,алдап кету
1364,betrügen::V,غش,ақымақ қылу
1365,töten::V,قتل,құрту
1366,töten::V,قتل,өлтіру
1367,wohnen::V,سكن,мекендеу
1368,wohnen::V,سكن,өмір сүру
1369,arbeiten::V,عمل,істеу
1370,arbeiten::V,عمل,еңбектену
1371,arbeiten::V,اشتغل,істеу
1372,arbeiten::V,اشتغل,еңбектену
1373,sammeln::V,جمع,жыю
1374,pflücken::V,جنى,жұлу
1375,pflücken::V,قطف,жұлу
1376,jagen::V,صاد,аулау
1377,fischen::V,اصطاد,балык_аулау
1378,fassen::V,قبض,ұстау
1379,hüten::V,رعى,жаю
1380,hüten::V,رعى,бағу
1381,treiben::V,ساق,айдау
1382,anbinden::V,ربط,байлау
1383,füttern::V,علف,ас ішкізу
1384,füttern::V,علف,азықтандыру
1385,füttern::V,علف,қоректендіру
1386,melken::V,حلب,сауу
1387,hacken::V,فرم,турау
1388,gießen::V,سقى,суару
1389,reifen::V,نضج,жетілу
1390,zubereiten::V,حضر,даяр ету
1391,kochen::V,طبخ,асу
1392,backen::V,خبز,пісіру
1393,braten::V,قلى,қуыру
1394,braten::V,حمر,қуыру
1395,umrühren::V,قلب,былғалау
1396,umrühren::V,قلب,сапырылыстыру
1397,stricken::V,حاك,торлау
1398,stricken::V,حاك,тоқу
1399,nähen::V,خاط,тігу
1400,färben::V,صبغ,бояу
1401,färben::V,صبغ,сырлау
1402,färben::V,لون,бояу
1403,färben::V,لون,сырлау
1404,reinigen::V,نظف,аршу
1405,reinigen::V,نظف,тазалау
1406,waschen::V,غسل,жуу
1407,abwischen::V,مسح,сүрту
1408,spülen::V,شطف,шаю
1409,fegen::V,كنس,сыпыру
1410,kehren::V,كنس,сыпыру
1411,baden::V,استحم,шомылу
1412,sich waschen::V,اغتسل,жуыну
1413,ausziehen::V,خلع,шешу
1414,anziehen::V,لبس,кигізу
1415,sich anziehen::V,اكتسى,киіну
1416,kämmen::V,مشط,тарау
1417,schmücken::V,زين,әсемдеу
1418,schmücken::V,زين,мәнерлеу
1419,schmücken::V,زين,көріктендіру
1420,sagen::V,قال,деу
1421,sagen::V,قال,айту
1422,sprechen::V,تكلم,деу
1423,sprechen::V,تكلم,айту
1424,reden::V,تكلم,сөйлеу
1425,reden::V,تكلم,сөйлесу
1426,reden::V,تكلم,тіл қатысу
1427,sich unterhalten::V,تحادث,сұхбаттасу
1428,fragen::V,سأل,сұрау
1429,bitten::V,رجا,өтіну
1430,bitten::V,رجا,жалыну
1431,erzählen::V,حكي,айту
1432,mitteilen::V,بلغ,білдіру
1433,nennen::V,سمى,атау
1434,rufen::V,نادى,шақыру
1435,prahlen::V,فشر,бөсу
1436,prahlen::V,تفاخر,бөсу
1437,übersetzen::V,ترجم,аудару
1438,denken::V,فكر,ойлау
1439,glauben::V,اعتقد,нану
1440,glauben::V,اعتقد,илану
1441,bemerken::V,لاحظ,аңғару
1442,erkennen::V,عرف,тану
1443,begreifen::V,فهم,ұғу
1444,begreifen::V,فهم,аңғарып алу
1445,begreifen::V,أدرك,ұғу
1446,begreifen::V,أدرك,аңғарып алу
1447,verstehen::V,فهم,пайым
1448,verstehen::V,فهم,түсіну
1449,lernen::V,درس,оқу
1450,wissen::V,علم,хабардар болу
1451,sich erinnern an::V,تذكر,еске түсіру
1452,vergessen::V,نسي,ұмыту
1453,messen::V,قاس,өлшеу
1454,zählen::V,عد,санау
1455,zählen::V,أحصى,санау
1456,rechnen::V,حسب,санап шығару
1457,rechnen::V,حسب,санап шығу
1458,rechnen::V,حسب,санау
1459,lesen::V,قرأ,оқу
1460,malen::V,صور,сурет салу
1461,zeichnen::V,رسم,сурет салу
1462,schreiben::V,كتب,жазу
1463,besitzen::V,حاز,болу
1464,besitzen::V,ملك,болу
1465,kaufen::V,اشترى,алу
1466,kaufen::V,اشترى,әперу
1467,verkaufen::V,باع,сату
1468,bezahlen::V,دفع,төлеу
1469,bezahlen::V,دفع,ақы беру
1470,bezahlen::V,دفع,ақы төлеу
1471,zahlen::V,سدد,төлеу
1472,beherrschen::V,حكم,билеу
1473,ertragen::V,أطاق,төзу
1474,ertragen::V,أطاق,шыдау
1475,ertragen::V,تحمل,төзу
1476,ertragen::V,تحمل,шыдау
