,Concept_ID,kk,myv
210,Ameise::N,қүмырска,коткудав
211,Laus::N,бит,сий
212,Mücke::N,маса,сеське
213,Fliege::N,шыбын,карво
214,Schmetterling::N,көбелек,нимиляв
215,Beere::N,жидек,умарь
216,Apfel::N,алма,умарь
217,Pilz::N,қозықұйрық,панго
218,Pilz::N,саңыраукулақ,панго
219,Zwiebel::N,жуа,чурька
220,Saat::N,тұқым,видьметь
221,Korn::N,дән,сюро
222,Heu::N,шөп,тикше
223,Schale::N,қабық,кедь
224,Schale::N,қабық,ваткавкс
225,Schale::N,қабығы,кедь
226,Schale::N,қабығы,ваткавкс
227,Grube::N,ор,латко
228,Falle::N,дұзақ,тувор
229,Falle::N,дұзақ,кундамка
230,Falle::N,қақпан,тувор
231,Falle::N,қақпан,кундамка
232,Schlinge::N,ілмек,килькш
233,Spur::N,із,челькс
234,Spur::N,із,пильгеки
235,Asche::N,күл,кулов
236,Dreck::N,былғаныш,рудаз
237,Eisen::N,темір,кшни
238,Gold::N,алтын,сырне
239,Silber::N,күміс,сия
240,Kohle::N,көмір,сэдь
241,Kohle::N,көмір,уголия
242,Glas::N,шыны,сулика
243,Lehm::N,балшық,сёвонь
244,Sand::N,құм,човар
245,Mensch::N,адам,ломань
246,Mann::N,еркек,аля
247,Mann::N,еркек,цёраломань
248,Mann::N,ер адам,аля
249,Mann::N,ер адам,цёраломань
250,Frau::N,бике,ава
251,Frau::N,қатын,ава
252,Kind::N,бала,эйкакш
253,Kind::N,перзент,эйкакш
254,Junge::N,бала,цёрыне
255,Junge::N,ер бала,цёрыне
256,Mädchen::N,қыз,тейтерне
257,Familie::N,жанұя,семия
258,Großvater::N,ата,покштя
259,Großmutter::N,әже,баба
260,Großmutter::N,әжей,баба
261,Eltern::N,ата-аналар,тетят-ават
262,Vater::N,әке,тетя
263,Mutter::N,ана,ава
264,Sohn::N,ұл,цёра
265,Tochter::N,қызым,тейтерь
266,Bruder::N,бауырым,леля
267,Bruder::N,бауырым,ялакс
268,Schwester::N,әпке,сазор
269,Onkel::N,көке,леля
270,Tante::N,тәте,патя
271,Ehemann::N,ер,мирде
272,Ehefrau::N,зайып,ни
273,Freude::N,қуаныш,кеняркс
274,Freude::N,сүйініш,кеняркс
275,Freude::N,шат-думан,кеняркс
276,Freude::N,қуаныштылық,кеняркс
277,Gelächter::N,күлу,ракамо
278,Gelächter::N,күлу,пейдема
279,Glück::N,бақыт,уцяска
280,Glück::N,бақыттылық,уцяска
281,Kummer::N,аза,рискс
282,Kummer::N,аза,мелявкс
283,Kummer::N,қайғы,рискс
284,Kummer::N,қайғы,мелявкс
285,Kummer::N,қасырет,рискс
286,Kummer::N,қасырет,мелявкс
287,Wunsch::N,мүдде,мель
288,Wunsch::N,мүдде,бажамо
289,Lust::N,тәбет,бажамо
290,Lust::N,ынтызар,бажамо
291,Lust::N,құштарлық,бажамо
292,Geist::N,рух,ойме
293,Gedanke::N,ой,мель
294,Gedächtnis::N,ес,мель
295,Gedächtnis::N,жады,мель
296,Gedächtnis::N,ақыл-ес,мель
297,Verstand::N,ақыл,прев
298,Verstand::N,парасат,прев
299,Sinn::N,мән,толк
300,Sinn::N,мән,смысла
301,Sinn::N,маныз,толк
302,Sinn::N,маныз,смысла
303,Sinn::N,мағына,толк
304,Sinn::N,мағына,смысла
305,Sinn::N,мән-мағына,толк
306,Sinn::N,мән-мағына,смысла
307,Grund::N,себеп,тувтал
308,Wahrheit::N,рас,видечи
309,Gespräch::N,әңгіме,кортнема
310,Märchen::N,ертеп,ёвкс
311,Märchen::N,ертек,ёвкс
312,Erzählung::N,әңгіме,ёвтнема
313,Nachricht::N,хабар,куля
314,Neuigkeit::N,жаңалық,куля
315,Name::N,ат,лем
316,Name::N,атау,лем
317,Rätsel::N,жұмбақ,содамоёвкс
318,Rede::N,сөз,кортамо
319,Sprache::N,тіл,кель
320,Stimme::N,үн,ваигель
321,Stimme::N,әуен,ваигель
322,Stimme::N,дауыс,ваигель
323,Wort::N,сөз,вал
324,Zeichen::N,ишара,теште
325,Ruf::N,айғай,тердема
326,Lärm::N,айғай-шу,шалнома
327,Lärm::N,айғай-ұйғай,шалнома
328,Laut::N,дыбыс,вайгель
329,Laut::N,дауыс,вайгель
330,Ton::N,әуен,гайнема
331,Lied::N,ән,моро
332,Lied::N,жыр,моро
333,Lied::N,ән-жыр,моро
334,Ruhe::N,тыныштық,оймамо
335,Leute::N,кісілер,ломанть
336,Volk::N,халық,народ
337,Arbeit::N,еңбек,тев
338,Gast::N,қонақ,инже
339,Gast::N,мейман,инже
340,Geschenk::N,қадия,казне
341,Spiel::N,ойын,налксема
342,Gesellschaft::N,қауым,община
343,Gesellschaft::N,жұртшылық,община
344,Hilfe::N,жэрдем,лездамо
345,Freund::N,дос,оя
346,Freund::N,дос,ялга
347,Kamerad::N,дос-жар,оя
348,Kamerad::N,дос-жар,ялга
349,Angelegenheit::N,жұмыс,тев
350,Anzahl::N,сан,ламоксчи
351,Anzahl::N,саны,ламоксчи
352,Art::N,түр,вид
353,Stück::N,тілім,пакш
354,Stück::N,тілім,пелькс
355,Teil::N,үлес,часть
356,Teil::N,үлес,пелькс
357,Teil::N,бөлшек,часть
358,Teil::N,бөлшек,пелькс
359,Hälfte::N,жарты,пель
360,Hälfte::N,жарты,пелькс
361,Kreis::N,шеңбер,кирькс
362,Kreuz::N,крест,крёст
363,Linie::N,сызық,кикс
364,Strich::N,сызық,межа
365,Abstand::N,ара,ютко
366,Abstand::N,аралық,ютко
367,Entfernung::N,аралық,ютко
368,Gegend::N,өңір,тарка
369,Gegend::N,өңір,пертьпелькс
370,Platz::N,орны,васолкс
371,Ort::N,орын,тарка
372,Seite::N,жақ,ён
373,Seite::N,жақ,чире
374,Seite::N,бүйір,ён
375,Seite::N,бүйір,чире
376,Mitte::N,ортасы,куншка
377,Gegenstand::N,зат,предмет
378,Gegenstand::N,нәрсе,предмет
379,Sache::N,бұйым,тев
380,Sache::N,бұйым,веща
381,Rand::N,шет,пе
382,Rand::N,шет,чире
383,Rand::N,шеті,пе
384,Rand::N,шеті,чире
385,Kante::N,қыр,ирдез
386,Kante::N,қыры,ирдез
387,Ecke::N,қыры,ужо
388,Ecke::N,бұрыш,ужо
389,Spitze::N,ұшы,пряне
390,Spitze::N,ұшы,пе
391,Ende::N,аяқ,пе
392,Ende::N,соңы,пе
393,Loch::N,тесік,варя
394,Winkel::N,мүйіс,ужо
395,Muster::N,мәнер,сёрма
396,Größe::N,ауқым,сэрь
397,Größe::N,ауқым,покшолма
398,Größe::N,көлемдік,сэрь
399,Größe::N,көлемдік,покшолма
400,Länge::N,бой,кувалмо
401,Länge::N,ұзындық,кувалмо
402,Höhe::N,жоғарылық,сэрь
403,Höhe::N,жоғарылық,пандо
404,Höhe::N,биіктік,сэрь
405,Höhe::N,биіктік,пандо
406,Gewicht::N,салмақ,сталмо
407,Menge::N,мөлшер,лововкс
408,Haufen::N,үйме,мар
409,Haufen::N,үйме,валявкс
410,Haufen::N,үйінді,мар
411,Haufen::N,үйінді,валявкс
412,Reihe::N,сап,ряд
413,Boot::N,қайық,венч
414,Ruder::N,ескек,милё
415,Schlitten::N,шана,нурдт
416,Ski::N,шаңғы,сокс
417,Lagerfeuer::N,алау,толбандя
418,Last::N,ауырлық,сталмо
419,Last::N,ауырлық,кандома
420,Last::N,ауыр зат,сталмо
421,Last::N,ауыр зат,кандома
422,Gang::N,жүріс,молема
423,Gang::N,жүріс,якамо
424,Schritt::N,адым,эскелькс
425,Norden::N,солтүстік,якшамо ёнкс
426,Norden::N,терістік,якшамо ёнкс
427,Süden::N,оңтүстік,лембе ёнкс
428,Westen::N,батыс,чивалгома
429,Osten::N,күншығыс,чилисема
430,Holz::N,ағаш,чувто
431,Holz::N,сүрек,чувто
432,Brett::N,тақта,лаз
433,Platte::N,тақта,плита
434,Stütze::N,тіреу,неже
435,Stange::N,қада,олга
436,Stock::N,сойыл,мандо
437,Stab::N,сырық,олога
438,Rohr::N,құбыр,турба
439,Haus::N,үй,кудо
440,Heim::N,үйлі,кудо
441,Heim::N,шаңырақ,кудо
442,Ofen::N,ошақ,каштомо
443,Ofen::N,пеш,каштомо
444,Fußboden::N,еден,киякс
445,Tisch::N,үстел,столь
446,Stuhl::N,орындық,стул
447,Wiege::N,бесік,лавсь
448,Wiege::N,бесік,нурямот
449,Bett::N,кереует,ацамо
450,Regal::N,сөре,лався
451,Regal::N,сөре,лавсяланго
452,Kiste::N,жәшік,горобия
453,Kiste::N,жәшік,сундук
454,Fenster::N,терезе,вальма
455,Tür::N,есік,кенкш
456,Tor::N,дарбаза,ортат
457,Zaun::N,дуал,пирявт
458,Zaun::N,дуал,пирвякс
459,Dach::N,шатыр,кудопря
460,Leiter::N,саты,кузтема
461,Leiter::N,басқыш,кузтема
462,Besen::N,сыпырғыш,тенсть
463,Spaten::N,күрек,койме
464,Schaufel::N,қалақ,кече
465,Schaufel::N,қалақ,келей койме
466,Gabel::N,аша,сянгине
467,Gabel::N,шанышқы,сянгине
468,Löffel::N,қасық,пенч
469,Messer::N,пышақ,пеель
470,Nagel::N,мық,эске
471,Nagel::N,шеге,эске
472,Netz::N,керегекөз,алтыма
473,Haken::N,ілмек,кечказ
474,Griff::N,сап,кедне
475,Griff::N,тұтқа,кедне
476,Schloss::N,құлып,замок
477,Schloss::N,құлып,панжома
478,Schloss::N,бекіткіш,замок
479,Schloss::N,бекіткіш,панжома
480,Bild::N,сурет,картина
481,Figur::N,тұлға,рунго
482,Puppe::N,қуыршақ,няка
483,Beutel::N,қапшық,кескав
484,Bündel::N,байлам,керькс
485,Tasche::N,дорба,юдма
486,Eimer::N,шелек,ведра
487,Deckel::N,жапқыш,велькс
488,Geschirr::N,ыдыс,кедьге
489,Sack::N,қап,кескав
490,Tasse::N,шыныаяқ,чакш
491,Topf::N,кәстрөл,кастрюля
492,Kessel::N,қазан,котёл
493,Essen::N,ас,ярсамо
494,Nahrung::N,ас,ярсамопель
495,Nahrung::N,тамақ,ярсамопель
496,Speise::N,тағам,ярсамопель
497,Fleisch::N,ет,сывель
498,Getreide::N,дәнді,сюро
499,Brei::N,ботқа,каша
500,Brot::N,күлше,кши
501,Scheibe::N,тілім,кочом
502,Scheibe::N,тілім,сускомо
503,Fett::N,май,куя
504,Butter::N,май,ой
505,Öl::N,май,ой
506,Salz::N,тұз,сал
507,Suppe::N,көже,ям
508,Honig::N,бал,медь
509,Milch::N,сүт,ловсо
510,Tee::N,шай,чай
511,Leder::N,көн,киське
512,Wolle::N,жүн,пона
513,Stoff::N,мата,коцт
514,Stoff::N,кездеме,коцт
515,Nadel::N,ине,салмукс
516,Faden::N,жіп,суре
517,Knopf::N,түйме,пов
518,Knoten::N,түйін,сюлмо
519,Farbe::N,рең,артомапель
520,Kleidung::N,киім,оршамот
521,Hemd::N,жейде,панар
522,Kragen::N,жаға,сиве
523,Ärmel::N,жең,ожа
524,Hose::N,шалбар,понкст
525,Gürtel::N,белбеу,каркс
526,Mütze::N,қалпақ,чапка
527,Schuh::N,кебіс,туфля
528,Stiefel::N,етік,кем
529,Ring::N,жүзік,суркс
530,Band::N,таспа,лента
531,Kamm::N,тарақ,сурсеме
532,Spiegel::N,айна,чавачамо
533,Riemen::N,қайыс,кшнань каркс
534,Schnur::N,жіп,пикс
535,Leine::N,тізгін,ведьме
536,Decke::N,көрпе,вельтямо
537,Kissen::N,жастық,тодов
538,Tuch::N,орамал,паця
539,Handtuch::N,сүлгі,нардамо
540,Kraft::N,қуат,вий
541,Kraft::N,қарқын,вий
542,Kraft::N,әл-шама,вий
543,Kraft::N,әл-дәрмен,вий
544,Stärke::N,әл,виевчи
545,Stärke::N,күш,виевчи
546,Gesundheit::N,денсаулык,шумбрачи
547,Krankheit::N,ауру,орма
548,Krankheit::N,ауру,сэредема
549,Schmerz::N,ауру,сэредькс
550,Wunde::N,зақым,керявкс
551,Wunde::N,жарақат,керявкс
552,Fieber::N,безгек,маштыкс
553,Fieber::N,қалтырау,маштыкс
554,Fieber::N,қызу көтерілуі,маштыкс
555,Arznei::N,дәрі,ормаменькс
556,Arznei::N,дәрі-дәрмек,ормаменькс
557,Brücke::N,көпір,сэдь
558,Brücke::N,көпір,мадамо
559,Brunnen::N,құдық,лисьма
560,Weide::N,өріс,ракшань ванома тарка
561,Weide::N,жайылым,ракшань ванома тарка
562,Pfad::N,жол,ян
563,Weg::N,жол,ки
564,Straße::N,жол,ки
565,Dorf::N,ауыл,веле
566,Stadt::N,қала,ош
567,Stadt::N,шаһар,ош
568,Brief::N,хат,сёрма
569,Brief::N,жазу,сёрма
570,Buch::N,кітап,книга
571,Buchstabe::N,әріп,буква
572,Buchstabe::N,қаріп,буква
573,Zeitung::N,газет,газета
574,Leben::N,өмір,эрямо
575,Leben::N,тіршілік,эрямо
576,Tod::N,опат,кулома
577,Grab::N,мола,калмо
578,Grab::N,мазар,калмо
579,Kirche::N,шіркеу,церькова
580,Sünde::N,күнә,чумочи
581,Gott::N,алла,паз
582,Gott::N,құдай,паз
583,Gott::N,тәңірі,паз
584,Gott::N,пәруардігер,паз
585,Gott::N,жаратқан тәңірі,паз
586,Arbeiter::N,жүмысшы,робочей
587,Chef::N,басшы,прявт
588,Chef::N,жұмыс басқарушысы,прявт
589,Meister::N,шебер,кол тевень тенця
590,Meister::N,өнерпаз,кол тевень тенця
591,Arzt::N,дәрігер,врач
592,Lehrer::N,мұғалім,учитель
593,Lehrer::N,мұғалім,тонавтыця
594,Geld::N,пұл,ярмак
595,Geschäft::N,бизнес,ладязь тев
596,Laden::N,дүкен,лавка
597,Preis::N,ақы,питне
598,Preis::N,құны,питне
599,Preis::N,нарық,питне
600,Ware::N,тауар,миевкс
601,Ware::N,тауар,рамавкс
602,Nutzen::N,пайда,паро
603,Nutzen::N,пайда,лезэ
604,Reichtum::N,бақ-дәулет,сюпавчи
605,Welt::N,әлем,мир
606,Welt::N,әлем,мастор ланго
607,Welt::N,жиһан,мир
608,Welt::N,жиһан,мастор ланго
609,Land::N,аймақ,мастор
610,Staat::N,мемлекет,государства
611,König::N,патша,король
612,Macht::N,өкімет,азорксчи
613,Macht::N,қожалық,азорксчи
614,Grenze::N,шек,буен тешкс
615,Krieg::N,соғыс,война
616,Feind::N,жау,душман
617,Feind::N,дұшпан,душман
618,Gewalt::N,зорлык,нарьгамо
619,Gewalt::N,зорлық-зомбылык,нарьгамо
620,Kampf::N,күрес,тюрема
621,Kampf::N,алыспақ,тюрема
622,Bogen[Waffe]::N,саржа,нал
623,Pfeil::N,жебе,нал
624,Gewehr::N,қару,ружия
625,Gewehr::N,қару,винтовка
626,Fehler::N,әбес,ильведькс
627,Fehler::N,әбес,ильведевкс
628,Fehler::N,қаталық,ильведькс
629,Fehler::N,қаталық,ильведевкс
630,Lüge::N,өтірік,манчема
631,Lüge::N,өтірік,кенгелема
632,Schaden::N,зиян,зыян
633,Schaden::N,зарар,зыян
634,Unglück::N,пәле,зыян
635,Unglück::N,қасырет,зыян
636,Unglück::N,ауыртпалық,зыян
637,Schuld::N,айыптылық,чумочи
638,Alter::N,жас,шка
639,Alter::N,жас шамасы,шка
640,Schluss::N,ада,пе
641,Schluss::N,бітуі,пе
642,Zeit::N,уақыт,шка
643,Zeit::N,уақыт,пинге
644,Tag::N,күн,чи
645,Morgen::N,таң,валске
646,Morgen::N,таңертең,валске
647,Mittag::N,талтүс,чикуншка
648,Abend::N,кеш,чокшнэ
649,Nacht::N,түн,ве
650,Woche::N,апта,недля
651,Monat::N,ай,ков
652,Jahr::N,жыл,ие
653,Frühling::N,көктем,тундо
654,Sommer::N,жаз,кизэ
655,Herbst::N,күз,сёксь
656,Winter::N,қыс,теле
657,Januar::N,каңтар,якшамков
658,Februar::N,ақпан,февраль
659,März::N,наурыз,март
660,April::N,сәуір,апрель
661,Mai::N,мамыр,май
662,Juni::N,маусым,июнь
663,Juli::N,шілде,июль
664,August::N,сүмбіле,август
665,August::N,тамыз,август
666,September::N,қыркүйек,сентября
667,Oktober::N,ақырап,октября
668,November::N,қараша,ноября
669,Dezember::N,желтоқсан,декабря
670,Montag::N,дүйсенбі,пондельник
671,Dienstag::N,сейсенбі,овторник
672,Mittwoch::N,сәрсенбі,серёда
673,Donnerstag::N,бейсенбі,цетьверьг
674,Freitag::N,жұма,пеця
675,Samstag::N,сенбі,субута
676,Samstag::N,сенбі,шлямочи
677,Sonntag::N,жексембі,недлячи
678,groß::A,алпамсадай,ине
679,groß::A,алпамсадай,покш
680,klein::A,кішкене,вишка
681,klein::A,қарғадай,вишка
682,lang::A,сопақ,кувака
683,lang::A,сорайған,кувака
684,kurz::A,кеспелтек,нурькине
685,breit::A,айдынды,келей
686,schmal::A,қысық,теине
687,dicht::A,жиі,тусто
688,dick[Gegenstand]::A,шомбал,эчке
689,dünn::A,жұқа,човине
690,dünn::A,жіңішке,човине
691,fein::A,қаңылтақ,човине
692,fest::A,берік,кеме
693,fest::A,мызғымас,кеме
694,flach::A,жалпак,лапужа
695,glatt::A,типыл,валаня
696,hart::A,қатты,калгодо
697,weich::A,жұмсақ,чевте
698,rund::A,домалақ,кеверь
699,spitz::A,үшкір,пшти
700,scharf::A,сүйрік,пшти
701,stumpf::A,доғал,ношка
702,stumpf::A,өтпейтін,ношка
703,schwer::A,салмақты,стака
704,schön::A,сұлу,мазый
705,heiß::A,ыссы,пси
706,warm::A,жылы,лембе
707,kalt::A,аязды,якшамо
708,kühl::A,салқын,экше
709,frisch::A,таза,свежа
710,frisch::A,жаңа,свежа
711,feucht::A,нам,летьке
712,feucht::A,дымқылды,летьке
713,nass::A,сулы,начко
714,trocken::A,құрғақ,коське
715,voll::A,толы,пешксе
716,leer::A,бос,чаво
717,offen::A,ашып қойылған,панжадо
718,offen::A,ашып қойылған,виде
719,geschlossen::A,жабулы,пекстазь
720,geschlossen::A,жабулы,сёлгозь
721,sauber::A,дақсыз,ванькс
722,sauber::A,мұнтаздай,ванькс
723,schmutzig::A,айғыз,ливезев
724,schmutzig::A,сатпақ,ливезев
725,schmutzig::A,сатал-сатал,ливезев
726,roh::A,шикі,верек
727,reif::A,піскен,кенерезь
728,lecker::A,дәмді,тантей
729,süß::A,тәтті,ламбамо
730,bitter::A,ащы,сэпей
731,sauer::A,қышқыл,чапамо
732,hell::A,жарық,валдо
733,hell::A,жарқын,валдо
734,dunkel::A,қараңғы,чопода
735,schwarz::A,қара,раужо
736,weiß::A,ақ,ашо
737,rot::A,қызыл,якстере
738,gelb::A,сары,ожо
739,blau::A,көк,сэнь
740,grün::A,жасыл,пиже
741,grau::A,бозамық,шержев
742,bunt::A,алабажак,сёрмав
743,billig::A,арзан,аволь питней
744,teuer::A,бағалы,питней
745,wertvoll::A,құнды,питней
746,wertvoll::A,қымбат,питней
747,blind::A,көзсіз,сокор
748,blind::A,көр,сокор
749,blind::A,көр_соқыр,сокор
750,taub::A,керең,амариця
751,taub::A,саңырау,амариця
752,kräftig::A,қуатты,пек виев
753,kräftig::A,қарымды,пек виев
754,stark::A,білекті,виев
755,schwach::A,әлсіз,лавшо
756,schwach::A,күшсіз,лавшо
757,schwach::A,қайратсыз,лавшо
758,fett::A,семіз,куя
759,schlank::A,ашаң,виде ронга
760,hübsch::A,ажарлы,мазый
761,hübsch::A,шырайлы,мазый
762,böse::A,өш,кежей
763,böse::A,сұм,кежей
764,böse::A,жауыз,кежей
765,dumm::A,көкми,чавола
766,dumm::A,көкми,превтеме
767,dumm::A,ақымақ,чавола
768,dumm::A,ақымақ,превтеме
769,dumm::A,миы жоқ,чавола
770,dumm::A,миы жоқ,превтеме
771,faul::A,жалқау,нузякс
772,faul::A,еріншек,нузякс
773,fleißig::A,ұқыпты,мелень путыця
774,geizig::A,сараң,скупой
775,klug::A,жетік,превей
776,klug::A,ақылды,превей
777,geschickt::A,шебер,маштозь теезь
778,lieb::A,абзал,вадря
779,lieb::A,айналайын,вадря
780,lustig::A,көңілді,весёла
781,sanft::A,жуас,сэтьме
782,hungrig::A,аш,вачо
783,krank::A,кеселді,сэредиця
784,nackt::A,жалаңаш,штапо
785,traurig::A,қапа,нусманя
786,lebendig::A,тірі,эриця
787,lebendig::A,жанды,эриця
788,gut::A,жақсы,паро
789,schlecht::A,жаман,берянь
790,richtig::A,дұрыс,виде
791,schlimm::A,жаман,берянь
792,wahr::A,нағыз,алкуксонь
793,alt::A,ескі,ташто
