,Concept_ID,ka,sl
148,Ast::N,ტოტი,véja
149,Zweig::N,შტო,véja
150,Blatt::N,ფოთოლი,líst
151,Birke::N,არყი,bréza
152,Kiefer[Baum]::N,ფიჭვი,bòr
153,Weide[Baum]::N,ტირიფი,vŕba
154,Tanne::N,ნაძვი,hója
155,Horn::N,რქა,róg
156,Feder::N,ფრთა,peró
157,Fell::N,ტყავი,kŕzno
158,Flügel::N,ფრთა,krílo
159,Klaue::N,კლანჭი,párkelj
160,Kralle::N,ტორი,krémpelj
161,Schwanz::N,კუდი,rèp
162,Ei::N,კვერცხი,jájce
163,Nest::N,ბუდე,gnézdo
164,Bau::N,სორო,brlòg
165,Tier::N,ნადირი,živál
166,Tier::N,ცხოველი,živál
167,Herde::N,ფარა,čréda
168,Kuh::N,ფური,kráva
169,Kuh::N,ძროხა,kráva
170,Bulle::N,ხარი,bìk
171,Pferd::N,რაში,kònj
172,Pferd::N,ცხენი,kònj
173,Schaf::N,ცხვარი,ôvca
174,Schwein::N,ღორი,svínja
175,Hund::N,ძაღლი,pès
176,Katze::N,კატა,máčka
177,Bär::N,დათვი,mêdved
178,Eichhörnchen::N,ციყვი,véverica
179,Elch::N,ცხენ-ირემი,lós
180,Fuchs::N,მელა,lisíca
181,Hase::N,კურდღელი,zájec
182,Maus::N,თაგვი,mìš
183,Wolf::N,მგელი,vólk
184,Vogel::N,ჩიტი,ptìč
185,Vogel::N,ჩიტი,ptíca
186,Vogel::N,ფრინველი,ptìč
187,Vogel::N,ფრინველი,ptíca
188,Schwarm::N,გუნდი,játa
189,Huhn::N,დედალი,kokóš
190,Hahn::N,მამალი,petêlin
191,Gans::N,ბატი,gós
192,Adler::N,არწივი,ôrel
193,Ente::N,იხვი,ráca
194,Eule::N,ბუ,sôva
195,Kranich::N,წერო,žerjàv
196,Krähe::N,ყვავი,vrána
197,Kuckuck::N,გუგული,kúkavica
198,Schwan::N,გედი,labód
199,Fisch::N,თევზი,ríba
200,Barsch::N,ქორჭილა,ostríž
201,Hecht::N,ქარიყლაპია,ščúka
202,Schlange[Tier]::N,გველი,káča
203,Wurm::N,ჭია,čr̀v
204,Wurm::N,ჭია,glísta
205,Spinne::N,ობობა,pájek
206,Ameise::N,ჭიანჭველა,mrávlja
207,Laus::N,ტილი,úš
208,Laus::N,მკბენარი,úš
209,Mücke::N,კოღო,komár
210,Fliege::N,ბუზი,múha
211,Schmetterling::N,პეპელა,metúlj
212,Beere::N,კენკრა,jágoda
213,Apfel::N,ვაშლი,jábolko
214,Pilz::N,სოკო,góba
215,Zwiebel::N,ხახვი,čebúla
216,Saat::N,თესლი,séme
217,Korn::N,მარცვალი,zŕno
218,Heu::N,თივა,senó
219,Schale::N,ჩენჩო,lupína
220,Grube::N,ორმო,jáma
221,Falle::N,ხაფანგი,pást
222,Schlinge::N,მახე,zánka
223,Schlinge::N,მახე,pêtlja
224,Spur::N,კვალი,sléd
225,Asche::N,ფერფლი,pepél
226,Dreck::N,ტალახი,bláto
227,Dreck::N,სიბინძურე,bláto
228,Eisen::N,რკინა,želézo
229,Gold::N,ოქრო,zlató
230,Silber::N,ვერცხლი,srebró
231,Kohle::N,ნახშირი,ógel
232,Glas::N,მინა,stêklo
233,Lehm::N,თიხა,ílo
234,Sand::N,ქვიშა,pések
235,Mensch::N,ადამიანი,člôvek
236,Mann::N,კაცი,móž
237,Mann::N,კაცი,môški
238,Frau::N,ქალი,gospá
239,Frau::N,ქალი,žénska
240,Kind::N,ბავშვი,déte
241,Kind::N,ბავშვი,otròk
242,Junge::N,ვაჟი,fànt
243,Junge::N,ვაჟი,déček
244,Mädchen::N,გოგო,deklè
245,Mädchen::N,გოგო,déklica
246,Familie::N,ოჯახი,družína
247,Großvater::N,პაპა,dèd
248,Großvater::N,პაპა,dédek
249,Großvater::N,ბაბუა,dèd
250,Großvater::N,ბაბუა,dédek
251,Großmutter::N,ბებია,bábica
252,Großmutter::N,დიდედა,bábica
253,Eltern::N,მშობლები,stárši
254,Vater::N,მამა,ôče
255,Mutter::N,დედა,máma
256,Sohn::N,ვაჟიშვილი,sín
257,Tochter::N,ქალიშვილი,hčí
258,Tochter::N,ქალიშვილი,hčérka
259,Bruder::N,ძმა,bràt
260,Schwester::N,და,sêstra
261,Onkel::N,ბიძა,újec
262,Onkel::N,ბიძა,stríc
263,Tante::N,დეიდა,têta
264,Tante::N,დეიდა,strína
265,Tante::N,მამიდა,têta
266,Tante::N,მამიდა,strína
267,Ehemann::N,ქმარი,móž
268,Ehemann::N,ქმარი,sopróg
269,Ehefrau::N,ცოლი,žêna
270,Ehefrau::N,ცოლი,sopróga
271,Freude::N,სიხარული,rádost
272,Freude::N,სიხარული,vesêlje
273,Gelächter::N,სიცილი,sméh
274,Gelächter::N,სიცილი,grohòt
275,Glück::N,ბედნიერება,sréča
276,Kummer::N,მწუხარება,gorjé
277,Wunsch::N,წადილი,žêlja
278,Wunsch::N,სურვილი,žêlja
279,Lust::N,წადილი,poželênje
280,Geist::N,სული,dúša
281,Gedanke::N,ფიქრი,mísel
282,Gedächtnis::N,მეხსიერება,pámet
283,Verstand::N,ჭკუა,
284,Verstand::N,გონება,
285,Sinn::N,მნიშვნელობა,pomèn
286,Sinn::N,მნიშვნელობა,smísel
287,Grund::N,მიზეზი,vzròk
288,Wahrheit::N,სიმართლე,resníca
289,Wahrheit::N,ჭეშმარიტება,resníca
290,Gespräch::N,ბაასი,pogóvor
291,Gespräch::N,საუბარი,pogóvor
292,Märchen::N,არაკი,právljica
293,Märchen::N,ზღაპარი,právljica
294,Erzählung::N,თქმულება,povést
295,Nachricht::N,ცნობა,sporočílo
296,Nachricht::N,ამბავი,sporočílo
297,Neuigkeit::N,სიახლე,novóst
298,Name::N,სახელი,imé
299,Rätsel::N,გამოცანა,ugánka
300,Rede::N,სიტყვა,góvor
301,Sprache::N,ენა,jêzik
302,Stimme::N,ხმა,glás
303,Wort::N,სიტყვა,beséda
304,Zeichen::N,ნიშანი,znák
305,Ruf::N,ძახილი,klíc
306,Lärm::N,ხმაური,hrúp
307,Lärm::N,ხმაური,trúšč
308,Laut::N,ხმა,glás
309,Laut::N,ბგერა,glás
310,Ton::N,ტონი,tón
311,Lied::N,სიმღერა,pésem
312,Ruhe::N,სიწყნარე,pokòj
313,Leute::N,ადამიანები,ljudjé
314,Volk::N,ერი,národ
315,Volk::N,ხალხი,národ
316,Arbeit::N,მუშაობა,délo
317,Gast::N,სტუმარი,gòst
318,Geschenk::N,საჩუქარი,darílo
319,Spiel::N,თამაში,ígra
320,Gesellschaft::N,საზოგადოება,drúžba
321,Hilfe::N,შველა,pomóč
322,Hilfe::N,დახმარება,pomóč
323,Freund::N,მეგობარი,prijátelj
324,Kamerad::N,ამხანაგი,továriš
325,Angelegenheit::N,საქმე,zadéva
326,Anzahl::N,ოდენობა,števílo
327,Art::N,სახეობა,vŕsta
328,Stück::N,ნატეხი,kós
329,Teil::N,წილი,dél
330,Hälfte::N,ნახევარი,polovíca
331,Kreis::N,წრე,króg
332,Kreis::N,წრე,kolobár
333,Kreuz::N,ჯვარი,kríž
334,Linie::N,ხაზი,próga
335,Strich::N,შტრიხი,čŕta
336,Abstand::N,მანძილი,preslédek
337,Entfernung::N,სიშორე,oddáljenost
338,Gegend::N,არე,kràj
339,Gegend::N,არე,dežêla
340,Gegend::N,მხარე,kràj
341,Gegend::N,მხარე,dežêla
342,Platz::N,ფართობი,prôstor
343,Ort::N,ადგილი,mésto
344,Seite::N,მხარე,bòk
345,Seite::N,მხარე,strán
346,Mitte::N,შუა,sredína
347,Gegenstand::N,საგანი,prédmet
348,Sache::N,ნივთი,réč
349,Sache::N,ნივთი,stvár
350,Rand::N,კიდე,kràj
351,Kante::N,ნაწიბული,rób
352,Ecke::N,კუთხე,vogál
353,Spitze::N,წვეტი,óst
354,Ende::N,ბოლო,kônec
355,Loch::N,ხვრელი,lúknja
356,Winkel::N,კუთხე,kót
357,Muster::N,მოხატულობა,vzórec
358,Größe::N,ზომა,veličína
359,Größe::N,სიდიდე,veličína
360,Länge::N,სიგრძე,dolžína
361,Höhe::N,სიმაღლე,vršína
362,Gewicht::N,წონა,téža
363,Menge::N,რაოდენობა,količína
364,Haufen::N,გროვა,kùp
365,Haufen::N,გროვა,kopíca
366,Reihe::N,რიგი,níz
367,Reihe::N,რიგი,vŕsta
368,Reihe::N,წყება,níz
369,Reihe::N,წყება,vŕsta
370,Boot::N,გემი,čóln
371,Ruder::N,ხოფი,vêslo
372,Ruder::N,ნიჩაბი,vêslo
373,Schlitten::N,მარხილი,saní
374,Ski::N,თხილამური,smučí
375,Lagerfeuer::N,კოცონი,táborni ôgenj
376,Last::N,ტვირთი,tôvor
377,Gang::N,სვლა,hòd
378,Schritt::N,ბიჯი,korák
379,Norden::N,ჩრდილოეთი,séver
380,Süden::N,სამხრეთი,júg
381,Westen::N,დასავლეთი,zapàd
382,Osten::N,აღმოსავლეთი,vzhòd
383,Holz::N,ხე,lés
384,Brett::N,დაფა,deskà
385,Brett::N,ფიცარი,deskà
386,Platte::N,თლილი ქვა,plôča
387,Stütze::N,საყრდენი,opóra
388,Stütze::N,საყრდენი,zaslómba
389,Stange::N,ჭოკი,gréd
390,Stock::N,კეტი,pálica
391,Stab::N,ლატანი,pálica
392,Rohr::N,მილაკი,cév
393,Haus::N,სახლი,híša
394,Heim::N,ოჯახის კერა,dóm
395,Ofen::N,ღუმელი,péč
396,Fußboden::N,იატაკი,pòd
397,Tisch::N,სუფრა,míza
398,Tisch::N,მაგიდა,míza
399,Stuhl::N,სკამი,stòl
400,Wiege::N,აკვანი,zíbel
401,Bett::N,საწოლი,póstelja
402,Bett::N,სარეცელი,póstelja
403,Regal::N,თაროები,políca
404,Kiste::N,ყუთი,zabòj
405,Kiste::N,სკივრი,zabòj
406,Fenster::N,ფანჯარა,ôkno
407,Fenster::N,სარკმელი,ôkno
408,Tür::N,ბჭე,vráta
409,Tür::N,კარი,vráta
410,Tor::N,ჭიშკარი,velíka vráta
411,Zaun::N,ღობე,ográja
412,Zaun::N,გალავანი,ográja
413,Dach::N,სახურავი,stréha
414,Leiter::N,კიბე,léstev
415,Besen::N,ცოცხი,mêtla
416,Spaten::N,ნიჩაბი,lopáta
417,Schaufel::N,ბარი,lopáta
418,Gabel::N,ჩანგალი,vílice
419,Löffel::N,კოვზი,žlíca
420,Messer::N,დანა,nòž
421,Nagel::N,ლურსმანი,žebèlj
422,Netz::N,ბადე,mréža
423,Haken::N,კავი,kljúka
424,Haken::N,კაუჭი,kljúka
425,Griff::N,ტარი,ročáj
426,Griff::N,ტარი,oprijèm
427,Schloss::N,კლიტე,ključávnica
428,Schloss::N,საკეტი,ključávnica
429,Bild::N,სურათი,slíka
430,Figur::N,ფიგურა,figúra
431,Figur::N,ფიგურა,postáva
432,Puppe::N,თოჯინა,lútka
433,Beutel::N,პარკი,môšnja
434,Bündel::N,გალა,cúla
435,Bündel::N,გალა,svéženj
436,Bündel::N,ასხმა,cúla
437,Bündel::N,ასხმა,svéženj
438,Tasche::N,ჩანთა,tórba
439,Tasche::N,ჩანთა,tobôlec
440,Eimer::N,ჩამჩა,vêdro
441,Deckel::N,ხუფი,pokròv
442,Deckel::N,ხუფი,poklópec
443,Deckel::N,სარქველი,pokròv
444,Deckel::N,სარქველი,poklópec
445,Geschirr::N,ჭურჭელი,posóda
446,Sack::N,ტომარა,vréča
447,Tasse::N,ფინჯანი,skodélica
448,Topf::N,ქოთანი,lônec
449,Kessel::N,ქვაბი,kôtel
450,Essen::N,ჭამა,hrána
451,Nahrung::N,საზრდო,živílo
452,Nahrung::N,საკვები,živílo
453,Speise::N,საჭმელი,jéd
454,Fleisch::N,ხორცი,mesó
455,Getreide::N,მარცვლოვანი,žíto
456,Brei::N,ფაფა,káša
457,Brot::N,პური,krùh
458,Scheibe::N,ნაჭერი,réženj
459,Fett::N,ქონი,mást
460,Fett::N,ქონი,maščôba
461,Fett::N,ცხიმი,mást
462,Fett::N,ცხიმი,maščôba
463,Butter::N,კარაქი,máslo
464,Öl::N,ზეთი,ólje
465,Salz::N,მარილი,sól
466,Suppe::N,სუფი,júha
467,Honig::N,თაფლი,méd
468,Milch::N,რძე,mléko
469,Tee::N,ჩაი,čáj
470,Leder::N,ტყავი,úsnje
471,Wolle::N,მატყლი,vólna
472,Stoff::N,ქსოვილი,blagó
473,Nadel::N,ნემსი,ígla
474,Faden::N,ძაფი,nít
475,Faden::N,მკედი,nít
476,Knopf::N,ღილი,gúmb
477,Knoten::N,ნასკვი,vôzel
478,Farbe::N,საღებავი,bárva
479,Kleidung::N,ტანსაცმელი,obléka
480,Hemd::N,ხალათი,srájca
481,Hemd::N,პერანგი,srájca
482,Kragen::N,საყელო,ovrátnik
483,Ärmel::N,სახელო,rokáv
484,Hose::N,შარვალი,hláče
485,Gürtel::N,ქამარი,pás
486,Mütze::N,ქუდი,kápa
487,Mütze::N,ქუდი,čépica
488,Schuh::N,ფეხსაცმელი,čévelj
489,Stiefel::N,ჩექმა,škórenj
490,Ring::N,ბეჭედი,pŕstan
491,Band::N,ბაფთი,trák
492,Kamm::N,სავარცხელი,glavník
493,Spiegel::N,სარკე,zrcálo
494,Spiegel::N,სარკე,ogledálo
495,Riemen::N,ღვედი,jêrmen
496,Schnur::N,ლარი,vŕvca
497,Leine::N,ჯაჭვი,konôpec
498,Decke::N,საბანი,odéja
499,Kissen::N,ბალიში,blazína
500,Tuch::N,მაუდი,pŕt
501,Tuch::N,მაუდი,rúta
502,Tuch::N,თავშალი,pŕt
503,Tuch::N,თავშალი,rúta
504,Handtuch::N,ხელსახოცი,brisáča
505,Kraft::N,ძალა,síla
506,Stärke::N,ღონე,jákost
507,Gesundheit::N,ჯანმრთელობა,zdrávje
508,Krankheit::N,სენი,bolézen
509,Krankheit::N,ავადმყოფობა,bolézen
510,Schmerz::N,ტკივილი,ból
511,Schmerz::N,ტკივილი,bolečína
512,Wunde::N,იარი,rána
513,Wunde::N,ჭრილობა,rána
514,Fieber::N,ციება,vročína
515,Arznei::N,წამალი,lék
516,Arznei::N,წამალი,zdravílo
517,Brücke::N,ხიდი,móst
518,Brunnen::N,ჭა,vodnják
519,Weide::N,საძოვარი,páša
520,Pfad::N,ბილიკი,stezà
521,Weg::N,გზა,pót
522,Straße::N,შარაგზა,césta
523,Dorf::N,დაბა,vás
524,Dorf::N,სოფელი,vás
525,Stadt::N,ქალაქი,mésto
526,Brief::N,წერილი,písmo
527,Buch::N,წიგნი,knjíga
528,Buchstabe::N,ასო,čŕka
529,Zeitung::N,გაზეთი,čásnik
530,Leben::N,სიცოცხლე,življênje
531,Tod::N,სიკვდილი,smŕt
532,Grab::N,სამარე,gròb
533,Grab::N,საფლავი,gròb
534,Kirche::N,ეკლესია,cérkev
535,Sünde::N,ცოდვა,gréh
536,Gott::N,ღმერთი,bóg
537,Arbeiter::N,მუშა,délavec
538,Chef::N,გამგე,šéf
539,Meister::N,ოსტატი,mójster
540,Arzt::N,ექიმი,zdravník
541,Arzt::N,მკურნალი,zdravník
542,Lehrer::N,მასწავლებელი,učítelj
543,Geld::N,ფული,denár
544,Geschäft::N,საქმე,kupčíja
545,Geschäft::N,ბიზნესი,kupčíja
546,Laden::N,დუქანი,trgovína
547,Laden::N,მაღაზია,trgovína
548,Preis::N,ფასი,céna
549,Ware::N,საქონელი,róba
550,Nutzen::N,ხეირი,príd
551,Reichtum::N,სიმდიდრე,bogástvo
552,Welt::N,მსოფლიო,svét
553,Land::N,მხარე,dežêla
554,Land::N,ქვეყანა,dežêla
555,Staat::N,სახელმწიფო,držáva
556,König::N,მეფე,králj
557,Macht::N,ძლიერება,oblást
558,Grenze::N,ზღვარი,mêja
559,Krieg::N,ომი,vôjna
560,Feind::N,მტერი,sovrážnik
561,Gewalt::N,სისასტიკე,nasílje
562,Kampf::N,ბრძოლა,bòj
563,Kampf::N,ბრძოლა,bórba
564,Bogen[Waffe]::N,მშვილდი,lók
565,Pfeil::N,ისარი,puščíca
566,Pfeil::N,მახვილი,puščíca
567,Gewehr::N,თოფი,púška
568,Gewehr::N,შაშხანა,púška
569,Fehler::N,შეცდომა,zmóta
570,Lüge::N,სიცრუე,láž
571,Schaden::N,ვნება,okvára
572,Unglück::N,ხიფათი,nesréča
573,Unglück::N,უბედურება,nesréča
574,Schuld::N,ბრალი,krívda
575,Alter::N,ასაკი,dôba
576,Schluss::N,ბოლო,kônec
577,Schluss::N,დასასრული,kônec
578,Zeit::N,დრო,čàs
579,Tag::N,დღე,dán
580,Morgen::N,დილა,jútro
581,Mittag::N,შუადღე,póldan
582,Abend::N,საღამო,večér
583,Nacht::N,ღამე,nóč
584,Woche::N,კვირა,téden
585,Monat::N,თვე,mésec
586,Jahr::N,წელი,léto
587,Frühling::N,გაზაფხული,pomlád
588,Sommer::N,ზაფხული,polétje
589,Herbst::N,შემოდგომა,jesén
590,Winter::N,ზამთარი,zíma
591,Januar::N,იანვარი,jánuar
592,Februar::N,თებერვალი,fébruar
593,März::N,მარტი,márec
594,April::N,აპრილი,apríl
595,Mai::N,მაისი,máj
596,Juni::N,ივნისი,júnij
597,Juli::N,ივლისი,júlij
598,August::N,აგვისტო,avgúst
599,September::N,სექტემბერი,septêmber
600,Oktober::N,ოქტომბერი,október
601,November::N,ნოემბერი,novêmber
602,Dezember::N,დეკემბერი,decémber
603,Montag::N,ორშაბათი,ponedéljek
604,Dienstag::N,სამშაბათი,tôrek
605,Mittwoch::N,ოთხშაბათი,sréda
606,Donnerstag::N,ხუთშაბათი,četŕtek
607,Freitag::N,პარასკევი,pétek
608,Samstag::N,შაბათი,sobóta
609,Sonntag::N,კვირა,nedélja
610,groß::A,დიდი,vêlik
611,klein::A,მცირე,májhen
612,klein::A,პატარა,májhen
613,lang::A,გრძელი,dólg
614,kurz::A,მოკლე,krátek
615,breit::A,ფართო,širòk
616,breit::A,განიერი,širòk
617,schmal::A,ვიწრო,ózek
618,schmal::A,წვრილი,ózek
619,dicht::A,მჭიდრო,góst
620,dick[Gegenstand]::A,სქელი,dêbel
621,dünn::A,წვრილი,tánek
622,fein::A,თხელი,drôben
623,fest::A,მყარი,tŕden
624,flach::A,ბრტყელი,plán
625,flach::A,ბრტყელი,plòsk
626,glatt::A,გლუ,gládek
627,hart::A,მაგარი,tŕd
628,weich::A,რბილი,mehák
629,rund::A,მრგვალი,okrógel
630,spitz::A,წვეტიანი,šílast
631,scharf::A,მჭრელი,óster
632,stumpf::A,ბლაგვი,tóp
633,stumpf::A,ბლაგვი,skŕhan
634,schwer::A,მძიმე,têžek
635,schön::A,ლამაზი,lép
636,schön::A,ლამაზი,krásen
637,heiß::A,ცხელი,vròč
638,warm::A,თბილი,tôpel
639,kalt::A,ცივი,mŕzel
640,kalt::A,ცივი,hláden
641,kühl::A,გრილი,hláden
642,frisch::A,სუფთა,svéž
643,feucht::A,ნოტიო,vlážen
644,nass::A,სველი,móker
645,trocken::A,მშრალი,súh
646,voll::A,სავსე,póln
647,leer::A,ცარიელი,prázen
648,offen::A,ღია,odpŕt
649,offen::A,გაშლილი,odpŕt
650,geschlossen::A,დახურული,zapŕt
651,sauber::A,სუფთა,číst
652,sauber::A,სუფთა,líčen
653,sauber::A,წმინდა,číst
654,sauber::A,წმინდა,líčen
655,schmutzig::A,ტალახიანი,umázan
656,roh::A,უმი,suròv
657,reif::A,მწიფე,zrèl
658,lecker::A,გემრიელი,okúsen
659,süß::A,ტკბილი,sládek
660,bitter::A,მწარე,grenák
661,sauer::A,მჟავე,kísel
662,hell::A,ნათელი,svetèl
663,dunkel::A,ბნელი,temèn
664,schwarz::A,შავი,čŕn
665,weiß::A,თეთრი,bél
666,rot::A,წითელი,rdèč
667,gelb::A,ყვითელი,žólt
668,gelb::A,ყვითელი,rumèn
669,blau::A,ლურჯი,móder
670,blau::A,ცისფერი,móder
671,grün::A,მწვანე,zelèn
672,grau::A,რუხი,sív
673,grau::A,ნაცრისფერი,sív
674,bunt::A,ჭრელი,písan
675,bunt::A,ფერადი,písan
676,billig::A,იაფი,pocéni
677,teuer::A,ძვირი,drág
678,wertvoll::A,ღირსიანი,dragocén
679,blind::A,ბრმა,slép
680,taub::A,ყრუ,glúh
681,kräftig::A,ძალავანი,močán
682,stark::A,ძლიერი,ják
683,stark::A,ღონიერი,ják
684,schwach::A,სუსტი,šíbek
685,fett::A,სქელი,dêbel
686,schlank::A,გამხდარი,vítek
687,hübsch::A,ეშხიანი,lép
688,hübsch::A,მშვენიერი,lép
689,böse::A,ავი,zèl
690,böse::A,ავი,hudôben
691,böse::A,ბოროტი,zèl
692,böse::A,ბოროტი,hudôben
693,dumm::A,ბოთე,glúp
694,dumm::A,ბოთე,bédast
695,dumm::A,სულელი,glúp
696,dumm::A,სულელი,bédast
697,faul::A,ზანტი,lén
698,faul::A,ზარმაცი,lén
699,fleißig::A,ბეჯითი,marljív
700,fleißig::A,მუყაითი,marljív
701,geizig::A,ძუნწი,škŕt
702,klug::A,ჭკვიანი,pámeten
703,geschickt::A,მარჯვე,spréten
704,geschickt::A,გაწაფული,spréten
705,lieb::A,სატრფიალო,míl
706,lieb::A,სატრფიალო,ljúb
707,lustig::A,მხიარული,vesél
708,sanft::A,ალერსიანი,láhek
709,sanft::A,გრძნობიერი,láhek
710,hungrig::A,მშიერი,láčen
711,krank::A,სნეული,bolán
712,krank::A,ავადმყოფი,bolán
713,nackt::A,ტიტველი,nág
714,traurig::A,მწუხარე,túžen
715,traurig::A,სევდიანი,túžen
716,lebendig::A,ცოცხალი,žív
717,gut::A,კარგი,dóber
718,schlecht::A,უხეირო,malopríden
719,richtig::A,ნამდვილი,pravílen
720,schlimm::A,ცუდი,húd
721,wahr::A,სწორი,resníčen
722,wahr::A,ჭეშმარიტი,resníčen
723,alt::A,ძველი,stàr
724,neu::A,ახალი,nòv
725,ehemalig::A,ყოფილი,nekdánji
726,alt[Lebewesen]::A,ბებერი,stàr
727,jung::A,ნორჩი,mlád
728,jung::A,ახალგაზრდა,mlád
729,arm::A,ღარიბი,ubóg
730,arm::A,ღარიბი,réven
731,reich::A,მდიდარი,bogàt
