,Concept_ID,kl,he
729,unten::ADV,kana,למטה
730,hinab::ADV,qiviu,למטה
731,überall::ADV,tamaginni,בכל מקום
732,überall::ADV,tamani tamaani,בכל מקום
733,kaum::ADV,qaqutigorsuaq,בקשי
734,sehr::ADV,assut,מאוד
735,noch::ADV,qeratavoq,עוד
736,noch::ADV,qeratavoq,עדין
737,schon::ADV,taava-una,כבר
738,wieder::ADV,kingumut,שוב
739,vergebens::ADV,angiluk,לריק
740,vergebens::ADV,angiluk,לשוא
741,dies::PRN,manna,זה
742,dies::PRN,matuma,זה
743,das::PRN,ua,זה
744,ich::PRN,uanga,אני
745,du::PRN,illit,את
746,du::PRN,illit,אתה
747,er::PRN,una,הוא
748,wir::PRN,uagut,אנחנו
749,ihr::PRN,ilissi,לה
750,sie::PRN,uku,הם
751,was::FPRN,aat?,מה
752,wer::FPRN,kikkut,מי
753,wo::FADV,sumi,איפה
754,wohin::FADV,sumut,לאן
755,wie::FADV,qanoq,איך
756,warum::FADV,sooq,למה
757,wieviel::FNUM,qassit,כמה
758,wieviel::FNUM,qanoq atsigisumik?,כמה
759,eins::NUM,ataaseq,אחד
760,zwei::NUM,marluk,שתים
761,drei::NUM,pingasut,שלושה
762,vier::NUM,sisamat,ארבעה
763,vier::NUM,qajuusat,ארבעה
764,fünf::NUM,tallimat,חמשה
765,sechs::NUM,arfineq,ששה
766,sechs::NUM,arfinillit,ששה
767,sieben::NUM,arfineq-marluk,שבעה
768,acht::NUM,arfineq pingasut,שמונה
769,neun::NUM,qulingiluat,תשעה
770,neun::NUM,arfineq sisamat,תשעה
771,zehn::NUM,qulit,עשרה
772,elf::NUM,aqqaneq,אחת עשרה
773,zwölf::NUM,aqqaneq-marluk,שתים עשרה
774,zwanzig::NUM,tyve,עשרים
775,dreißig::NUM,tredive,שלושים
776,dreißig::NUM,pingasunik qulillit,שלושים
777,vierzig::NUM,fyrre,ארבעים
778,fünfzig::NUM,halvtreds,חמשים
779,fünfzig::NUM,tallimanik qulillit,חמשים
780,sechzig::NUM,tres,ששים
781,siebzig::NUM,halvfjerds,שבעים
782,achtzig::NUM,firs,שמונים
783,neunzig::NUM,halvfems,תשעים
784,hundert::NUM,et hundrede,מאה
785,tausend::NUM,et tusinde,אלף
786,und::CNJ,aamma,ו
787,oder::CNJ,imalluunnit,או
788,stehen::V,sikingavoq,עמד
789,sitzen::V,ingippoq,ישב
790,liegen::V,nalavoq,שכב
791,liegen::V,aqupivoq,שכב
792,hängen::V,nivinngarpaa,היה תלוי
793,werden::V,pinngorpoq,הפך ל
794,passieren::V,pivoq,קרה
795,beginnen::V,aallarnerpaa,התחיל
796,enden::V,naggaserpaa,הסתים
797,wechseln::V,immikkut ilivoq,השתנה
798,untergehen[Sonne]::V,ilioqqaasoq,שקע
799,scheinen[Sonne]::V,qinnorpoq,בהק
800,scheinen[Sonne]::V,qinngorpoq,בהק
801,donnern::V,kalleq,רעם
802,wehen::V,timmivoq,נשב
803,sich drehen::V,ipippaa,הסתובב
804,schwanken::V,aalavoq,התנודד
805,schwingen::V,issakajaat or issakatsiaarut,התנענע
806,fallen::V,quasivaa,נפל
807,brennen::V,seerpoq,בער
808,brennen::V,uuppaa,בער
809,rauchen::V,pujoorpoq,עשן
810,regnen::V,siallerpoq,ירד גשם
811,gefrieren::V,qiulerpoq,קפא
812,tauen::V,aappoq,נמס
813,schmelzen::V,aappoq,התיך
814,schmelzen::V,aatsippaa,התיך
815,trocknen::V,panerserpaa,התיבש
816,sieden::V,qalappoq,רתח
817,reißen::V,qulli,נקרע
818,reißen::V,alittorpaa,נקרע
819,reißen::V,kimillanneq,נקרע
820,versinken::V,kivivaa,טבע
821,versinken::V,apparpoq,טבע
822,vergehen::V,qaangerpaa,עבר
823,vergehen::V,sarsuppoq,עבר
824,erscheinen::V,takutippoq,נגלה
825,erscheinen::V,takutippoq,הופיע
826,sinken::V,kivivaa,ירד
827,sinken::V,apparpoq,ירד
828,abnehmen::V,ikillipput,הפחית
829,zunehmen::V,allisippaa,רבה
830,steigen::V,allisippaa,עלה
831,wachsen::V,allivoq,גדל
832,glänzen::V,qinngorpoq,נצץ
833,glänzen::V,qinngorpoq,בהק
834,glänzen::V,qinnorpoq,נצץ
835,glänzen::V,qinnorpoq,בהק
836,funkeln::V,uisorilavoq,נצנץ
837,läuten::V,avilualaarpoq,צלצל
838,klingeln::V,aviluarpoq,צלצל
839,klingeln::V,aviluarpaluppoq,צלצל
840,brausen::V,ittuk,געש
841,brausen::V,ittuppoq,געש
842,brausen::V,ittuppaluppoq,געש
843,bellen::V,qiluppoq,נבח
844,heulen::V,maarpoq,ילל
845,heulen::V,maalavoq,ילל
846,heulen::V,miaggoorpoq,ילל
847,blasen::V,aporneq,נשף
848,pfeifen::V,siggartartitsivoq,שרק
849,pfeifen::V,siorsulavoq,שרק
850,schreien::V,suaarpoq,צעק
851,stöhnen::V,nipiliorpoq,נאנק
852,stöhnen::V,nipilliorpoq,נאנק
853,zittern::V,qarsulivik,רעד
854,leben::V,inuuvoq,חי
855,geboren werden::V,inuuvoq,נולד
856,geboren werden::V,inunngorpoq,נולד
857,atmen::V,anersaarpoq,נשם
858,trinken::V,imerpoq,שתה
859,essen::V,tamorpoq,אכל
860,schlucken::V,tuluarnaq,בלע
861,einschlafen::V,sinippoq,נרדם
862,schlafen::V,sinik,ישן
863,aufwachen::V,iterpoq,התעורר
864,aufwachen::V,eqqumavoq,התעורר
865,aufstehen::V,makippoq,קם
866,sich erholen::V,qasuerserpoq,נפש
867,schmerzen::V,anneraa,כאב
868,schmerzen::V,annernarpoq,כאב
869,husten::V,quersorpoq,השתעל
870,genesen::V,ajunngissivoq,הבריא
871,genesen::V,ilisimmarpoq,הבריא
872,genesen::V,ilorrippoq,הבריא
873,sterben::V,toquvoq,מת
874,sich bewegen::V,ingerlavoq,נע
875,sich setzen::V,ingippoq,התישב
876,laufen::V,arpappoq,הלך ברגל
877,schreiten::V,ingerlavoq,פסע
878,spazierengehen::V,utertakajaarpoq,טיל
879,spazierengehen::V,utertakattajaarpoq,טיל
880,eilen::V,qaa qaa,אץ
881,eilen::V,qaa qaa,מהר
882,eilen::V,qiilasaarpoq,אץ
883,eilen::V,qiilasaarpoq,מהר
884,eilen::V,ingerlasaarpaa,אץ
885,eilen::V,ingerlasaarpaa,מהר
886,sich beeilen::V,tuaviorpoq,מהר
887,sausen::V,uiguut,אץ
888,rennen::V,igivoq,רץ
889,springen::V,upernassaq,קפץ
890,klettern::V,pilaakkeerpoq,טפס
891,schaukeln::V,aalavoq,התנדנד
892,schwimmen::V,naluppoq,שחה
893,tauchen::V,allorpoq,צלל
894,rudern::V,ipuppaa,חתר
895,fahren::V,qimusserpoq,נסע
896,fliegen::V,timmivoq,עף
897,weggehen::V,piiarpoq,עזב
898,anhalten::V,unitsippaa,עצר
899,hineingehen::V,timaappaa,נכנס
900,eintreten::V,allattorpaa,נכנס
901,kommen::V,qaa-,בא
902,kommen::V,pivaa,בא
903,ankommen::V,tikippoq,הגיע
904,zurückkommen::V,angerlarpoq,שב
905,zurückkommen::V,angerlarpoq,חזר
906,bleiben::V,uninngavoq,נשאר
907,warten::V,paavoq,חכה
908,warten::V,paavoq,המתין
909,warten::V,utaqqivoq,חכה
910,warten::V,utaqqivoq,המתין
911,suchen::V,nivivaa,חפש
912,finden::V,nanivaa,מצא
913,versuchen::V,uuppaa,נסה
914,versuchen::V,ussersarpaa,נסה
915,vorbereiten::V,piareersarpaa,הכין
916,lieben::V,asavaa,אהב
917,mögen::V,akaaraa,אהב
918,rühren::V,qeerlerpaa,נגע ללב
919,weinen::V,qiavoq,בכה
920,schimpfen::V,qatimaarpoq,גער
921,sich ärgern::V,ugguutigaa,זעם
922,sich ärgern::V,ugguutigaa,כעס
923,sich fürchten::V,eqqanaarpoq,פחד
924,sich fürchten::V,eqqanaarpoq,חשש
925,fürchten::V,ersigaa,פחד מ
926,fürchten::V,ersigaa,חשש מ
927,fliehen::V,qimaavoq,ברח
928,flüchten::V,allikarfigaa,נמלט
929,sehen::V,isigaa,ראה
930,ansehen::V,alaatsinaappaa,התבונן
931,hören::V,tusarpaa,שמע
932,zuhören::V,naalappoq,הקשיב
933,riechen::V,tipippoq,הריח
934,fühlen::V,misigaa,חש
935,scheinen::V,takutippoq,נדמה
936,frieren::V,qiiavoq,קר ל
937,tun::V,iliorpoq,פעל
938,wollen::V,piumavaa,רצה
939,anfangen::V,pilerpoq,התחיל
940,beenden::V,naggaserpaa,גמר
941,aufhören::V,naammatsippaa,סים
942,öffnen::V,ammarpaa,פתח
943,schließen::V,matuaa,סגר
944,stellen::V,ilivaa,העמיד
945,stellen::V,iliorarpai,העמיד
946,stellen::V,ilioqqarpai,העמיד
947,setzen::V,iliorarpai,הושיב
948,setzen::V,ilioqqarpai,הושיב
949,legen::V,ilivaa,שם
950,berühren::V,attorpaa,נגע
951,verbinden::V,taperserpaa,קשר
952,bedecken::V,iikkerpaa,כסה
953,bedecken::V,iikkersorpaa,כסה
954,aufhängen::V,inivaa,תלה
955,aufhängen::V,iniorarpai,תלה
956,anzünden::V,saggaavoq,הצית
957,aufheben::V,allisippaa,אסף
958,zurücklassen::V,aallarpoq,השאיר
959,verlieren::V,annaavaa,אבד
960,fallen lassen::V,nakkaavaa,שמט
961,fallen lassen::V,nakkaavaa,הפיל
962,machen::V,iliorpoq,עשה
963,herstellen::V,anillatsippaa,יצר
964,bauen::V,marrarterpaa,בנה
965,reparieren::V,iluarsaappaa,תקן
966,verbessern::V,naqqippaa,שפר
967,graben::V,assappaa,חפר
968,beugen::V,qappappoq,כפף
969,biegen::V,qappappoq,כופף
970,wenden::V,assappaa,הפך
971,wenden::V,assakarpoq,הפך
972,umdrehen::V,assakartippaa,סובב
973,heben::V,kivippaa,הרים
974,hochheben::V,kissumiarpaa,הרים
975,ergreifen::V,isaappaa,אחז
976,ergreifen::V,isaguppaa,אחז
977,halten::V,minarpaa,החזיק
978,drücken::V,naqittaat,לחץ
979,kratzen::V,qitsuppaa,שרט
980,kratzen::V,qitsuppaa,שפשף
981,lecken::V,aluppaa,לקק
982,beißen::V,kiivaa,נשך
983,abreißen::V,aqqarpaa,קרע
984,abreißen::V,isaterpaa,קרע
985,abschneiden::V,kipivaa,חתך
986,binden::V,kakkersarpaa,קשר
987,stecken::V,kussunneq,תקע
988,brechen::V,nallorpaa,שבר
989,klopfen::V,pattappaa,נקש
990,hauen::V,aqivaa,הכה
991,kleben::V,qaappoq,הדביק
992,reiben::V,tagiarpaa,שפשף
993,reiben::V,tangiarpaa,שפשף
994,streichen::V,erlerpoq,מרח
995,schleifen::V,sequppaa,השחיז
996,schneiden::V,uullivoq,גזר
997,schütteln::V,aalavoq,נער
998,schwenken::V,issarpoq,נופף
999,schwenken::V,issarpoq,טלטל
1000,füllen::V,immerpaa,מלא
1001,einwickeln::V,immoqquserpaa,עטף
1002,tragen::V,maqippaa,נשא
1003,tragen::V,assartorpoq,נשא
1004,schleppen::V,assartorpoq,סחב
1005,ziehen::V,kalippaa,משך
1006,ziehen::V,kalissarpoq,משך
1007,aufbewahren::V,toqqorpaa,שמר
1008,werfen::V,kuivaa,זרק
1009,fangen::V,anguaa,תפס
1010,verstecken::V,anngigaa,החביא
1011,teilen::V,agguut,חלק
1012,teilen::V,agguusersorpaa,חלק
1013,schicken::V,nassiuppaa,שלח
1014,bringen::V,aggiuppaa,הביא
1015,bringen::V,nassataraa,הביא
1016,bekommen::V,tiguaa,תפס
1017,erhalten::V,tiguaa,קבל
1018,nehmen::V,pivoq,אחז
1019,nehmen::V,tiguaa,אחז
1020,bewahren::V,sukkunik simerserpaa,קים
1021,verderben::V,asiutippaa,מנע
1022,verderben::V,piuneerunnerit,מנע
1023,zerbrechen::V,ukuvoq,נשבר
1024,zerreißen::V,tisavaa,קרע
1025,zerreißen::V,alittorpaa,קרע
1026,zerstören::V,aserorpaa,הרס
1027,zerstören::V,aserorpaa,השמיד
1028,verbrennen::V,seerpoq,שרף
1029,geben::V,pivoq,נתן
1030,versprechen::V,neriorsorpaa,הבטיח
1031,wünschen::V,kissaat,אחל
1032,loben::V,nersorpaa,שבח
1033,loben::V,nersornaat,שבח
1034,küssen::V,kunippaa,נשק
1035,küssen::V,kunissorpaa,נשק
1036,zudecken::V,majorpaa,כסה
1037,wecken::V,itersarpaa,עורר
1038,zeigen::V,tikkuuppaa,הראה
1039,führen::V,tasissiuppaa,הביא
1040,führen::V,tasissiuppaa,הוביל
1041,führen::V,ilitsersorpaa,הביא
1042,führen::V,ilitsersorpaa,הוביל
1043,führen::V,tasissersuuppaa,הביא
1044,führen::V,tasissersuuppaa,הוביל
1045,lehren::V,ilinniartippaa,למד
1046,unterrichten::V,ajoqerpaa,למד
1047,unterrichten::V,ajoqersorpaa,למד
1048,unterrichten::V,ilinniartitsivoq,למד
1049,aufziehen::V,inororsarpaa,רומם
1050,leiten::V,iluatsippaa,נהל
1051,antreiben::V,ikusimmippaa,המרץ
1052,einladen::V,qaaqquaa,הזמין
1053,einladen::V,qaasarpaa,הזמין
1054,vereinigen::V,taperserpaa,אחד
1055,vereinigen::V,taperserpaa,לכד
1056,besuchen::V,tikeraarpaa,בקר
1057,treffen::V,aporappaa,פגש
1058,sich versammeln::V,majorpoq,התאסף
1059,spielen::V,pinnguarpoq,שחק
1060,singen::V,erinarsorpoq,שר
1061,tanzen::V,qitippoq,רקד
1062,sich trennen::V,immikkoortippaa,נפרד
1063,retten::V,annaappaa,הציל
1064,schützen::V,eriagaa,אבטח
1065,schützen::V,pineqartaalivaa,אבטח
1066,schießen::V,aallaavaa,ירה
1067,schießen::V,piseriuppaa,ירה
1068,ärgern::V,ninngassarpaa,עצבן
1069,ärgern::V,ninngassaarpaa,עצבן
1070,schlagen::V,unatarpaa,הכה
1071,schlagen::V,unatarpaa,הלקה
1072,treten::V,tukerpoq,בעט
1073,stechen::V,iguppaa,דקר
1074,stechen::V,qasilippoq,דקר
1075,stoßen::V,ikuserpaa,דחק
1076,stoßen::V,ikusimmippaa,דחק
1077,stehlen::V,tillippaa,גנב
1078,stören::V,akornuserpaa,קטע
1079,stören::V,akornuserpaa,הפריע
1080,verbergen::V,anngigaa,הצניע
1081,betrügen::V,peqquserluttuliorfigaa,הונה
1082,töten::V,maappaa,הרג
1083,töten::V,toquppaa,הרג
1084,wohnen::V,najugaqarpoq,גר
1085,arbeiten::V,sulivoq,עבד
1086,sammeln::V,katersorpai,אסף
1087,jagen::V,piniarpoq,צד
1088,fischen::V,aalisarpoq,דג
1089,anbinden::V,qilerut,קשר
1090,anbinden::V,qilersorpaa,קשר
1091,anbinden::V,ungerlatserpaa,קשר
1092,füttern::V,nerlerpaa,הלעיט
1093,gießen::V,imerterpaa,השקה
1094,kochen::V,igavoq,בשל
1095,braten::V,siappaa,צלה
1096,braten::V,siappaa,טגן
1097,umrühren::V,qeerlerpaa,ערבב
1098,färben::V,misuppaa,צבע
1099,reinigen::V,sanniarpaa,נקה
1100,waschen::V,asappaa,רחץ
1101,waschen::V,asappaa,כבס
1102,abwischen::V,saligarpaa,נגב
1103,abwischen::V,saligartorpaa,נגב
1104,fegen::V,sanngiarpaa,טאטא
1105,baden::V,uffarpoq,טבל
1106,baden::V,uffarpoq,שחה
1107,sich waschen::V,uffarpoq,התרחץ
1108,ausziehen::V,annoraajarpaa,הוריד
1109,anziehen::V,ativaa,לבש
1110,anziehen::V,atitippaa,לבש
1111,sich anziehen::V,atisalersorpoq,התלבש
1112,sagen::V,oqarpoq,אמר
1113,sprechen::V,oqaluttarpoq,דבר
1114,reden::V,oqaluppoq,דבר
1115,fragen::V,aperaa,שאל
1116,bitten::V,aperaa,בקש
1117,bitten::V,qinnuigaa,בקש
1118,erzählen::V,oqaluttuaraa,ספר
1119,mitteilen::V,oqalualaarpoq,מסר
1120,mitteilen::V,oqalualaarpoq,הודיע
1121,rufen::V,qaaqquaa,גיס
1122,rufen::V,qaaqquaa,הזמין לבוא
1123,prahlen::V,oqqartuvoq,התרברב
1124,prahlen::V,oqallortuvoq,התרברב
1125,übersetzen::V,ikaarpoq,תרגם
1126,übersetzen::V,nutserpaa,תרגם
1127,denken::V,isumaqarpoq,חשב
1128,glauben::V,upperaa,האמין
1129,glauben::V,isumaqarpoq,האמין
1130,erkennen::V,ilisaraa,זהה
1131,verstehen::V,paasivaa,הבין
1132,lernen::V,ilinniarpoq,למד
1133,wissen::V,nalunngilaa,ידע
1134,sich erinnern an::V,eqqaavaa,זכר
1135,vergessen::V,puiorpaa,שכח
1136,messen::V,ussersarpaa,מדד
1137,zählen::V,kisitsivoq,ספר
1138,rechnen::V,kisitsivoq,חשב
1139,lesen::V,atuarpoq,קרא
1140,malen::V,qalipappaa,ציר
1141,schreiben::V,allappoq,כתב
1142,kaufen::V,pisiaraa,קנה
1143,kaufen::V,pisiaraa,רכש
1144,verkaufen::V,akigaa,מכר
1145,bezahlen::V,akilerpaa,שלם
1146,beherrschen::V,inappaa,שלט
1147,ertragen::V,ernertaaraa,סבל
1148,Nase::N,,אף
1149,Nase::N,,חטם
1150,Schnurrbart::N,,שפם
1151,Fuß::N,,רגל
1152,Schlaf::N,,שנה
1153,Strömung::N,,זרימה
1154,Moor::N,,בצה
1155,Wald::N,,יער
1156,Anhöhe::N,,מעלה
1157,Gipfel::N,,פסגה
1158,Quelle::N,,מעין
1159,Festland::N,,יבשה
1160,Kiefer[Baum]::N,,ארן
1161,Pferd::N,,סוס
1162,Elch::N,,דישון
1163,Schwarm::N,,נחיל
1164,Schwarm::N,,להקה
1165,Ente::N,,ברוז
1166,Barsch::N,,אוקונוס
1167,Hecht::N,,זאב הים
1168,Wurm::N,,תולעת
1169,Heu::N,,חציר
1170,Kummer::N,,יגון
1171,Kummer::N,,עגמה
1172,Gespräch::N,,דיון
1173,Spiel::N,,משחק
1174,Gesellschaft::N,,חברה
1175,Angelegenheit::N,,ענין
1176,Anzahl::N,,מספר
1177,Strich::N,,קו קצר
1178,Gegenstand::N,,אוביקט
1179,Höhe::N,,קומה
1180,Höhe::N,,גבה
1181,Lagerfeuer::N,,מדורה
1182,Gang::N,,הליכה
1183,Heim::N,,בית
1184,Beutel::N,,שק
1185,Eimer::N,,דלי
1186,Sack::N,,שק
1187,Brei::N,,מחית
1188,Leder::N,,עור
1189,Gott::N,,אל
1190,Reichtum::N,,עשר
1191,Staat::N,,מדינה
1192,Gewalt::N,,אלימות
1193,Bogen[Waffe]::N,,קשת
1194,Lüge::N,,שקר
1195,Schaden::N,,נזק
1196,April::N,,אפריל
1197,frisch::A,,טרי
1198,lecker::A,,טעים
1199,sauer::A,,חמוץ
1200,bunt::A,,צבעוני
1201,teuer::A,,יקר
1202,geschickt::A,,מימן
1203,nackt::A,,ערום
1204,ehemalig::A,,לשעבר
1205,bekannt::A,,ידוע
1206,anderer::A,,אחר
1207,zuerst::ADV,,קדם
1208,niemals::ADV,,אף פעם
1209,von hier::ADV,,מפה
1210,dort::ADV,,שם
1211,oben::ADV,,מעל
1212,oben::ADV,,למעלה
1213,hinauf::ADV,,למעלה
1214,nicht::ADV,,לא
1215,ein wenig::ADV,,קצת
1216,so::ADV,,כך
1217,so::ADV,,ככה
1218,nur::ADV,,רק
1219,vor::PRP,,מול
1220,hinter::PRP,,מאחורי
1221,unter::PRP,,מתחת
1222,durch::PRP,,דרך
1223,neben::PRP,,ליד
1224,neben::PRP,,על-יד
1225,zwischen::PRP,,בין
1226,wegen::PRP,,בשל
1227,wegen::PRP,,בגלל
1228,alles::PRN,,הכל
1229,aufgehen[Sonne]::V,,זרח
1230,strömen::V,,זרם
1231,fließen::V,,זרם
1232,faulen::V,,רקב
1233,verfaulen::V,,רקב
1234,verschwinden::V,,נעלם
1235,lärmen::V,,רעש
1236,klirren::V,,קרקש
1237,rauschen::V,,רשרש
1238,klingen::V,,נשמע
1239,müde werden::V,,התעיף
1240,krank werden::V,,חלה
1241,krank sein::V,,היה חולה
1242,umkommen::V,,נספה
1243,sich rühren::V,,זז
1244,sich erheben::V,,קם
1245,hinfallen::V,,נפל
1246,kriechen::V,,זחל
1247,gehen::V,,הלך
1248,abfahren::V,,יצא
1249,erwarten::V,,צפה
1250,lachen::V,,צחק
1251,anschauen::V,,הביט
1252,probieren::V,,נסה
1253,zu sehen sein::V,,נראה
1254,vernehmen::V,,נודע ל
1255,können::V,,יכל
1256,gelingen::V,,הצליח
1257,geraten::V,,עלה
1258,ändern::V,,שנה
1259,drehen::V,,סובב
1260,schieben::V,,הזיז
1261,rütteln::V,,נענע
1262,schütten::V,,שפך
1263,packen::V,,אחז
1264,hinzufügen::V,,הוסיף
1265,wählen::V,,בחר
1266,auswählen::V,,בחר ב
1267,behindern::V,,מנע
1268,beschädigen::V,,הזיק
1269,reichen::V,,העביר
1270,schenken::V,,נתן במתנה
1271,wiegen::V,,נדנד
1272,lassen::V,,נתן
1273,verlassen::V,,עזב
1274,bewachen::V,,שמר
1275,verteidigen::V,,הגן
1276,sich schlagen::V,,התכתש
1277,siegen::V,,גבר
1278,siegen::V,,נצח
1279,belästigen::V,,הציק
1280,belästigen::V,,הטריד
1281,täuschen::V,,שגע
1282,pflücken::V,,קטף
1283,fassen::V,,תפס
1284,hüten::V,,רעה
1285,treiben::V,,הוציא
1286,melken::V,,חלב
1287,hacken::V,,קצץ
1288,reifen::V,,בשל
1289,zubereiten::V,,הכין
1290,backen::V,,אפה
1291,stricken::V,,סרג
1292,nähen::V,,תפר
1293,spülen::V,,שטף
1294,kehren::V,,טאטא
1295,kämmen::V,,סרק
1296,schmücken::V,,קשט
1297,sich unterhalten::V,,שוחח
1298,nennen::V,,קרא בשם
1299,bemerken::V,,הבחין
1300,begreifen::V,,קלט
1301,begreifen::V,,הבין
1302,zeichnen::V,,שרטט
1303,besitzen::V,,היה בעל של
1304,zahlen::V,,שלם
