,Concept_ID,hu,no
858,liegen::V,fekszik,ligge
859,hängen::V,függ,henge
860,werden::V,lesz,bli
861,passieren::V,történik,skje
862,passieren::V,történik,hende
863,beginnen::V,kezdődik,begynne
864,enden::V,végződik,ende
865,enden::V,végződik,slutte
866,enden::V,befejeződik,ende
867,enden::V,befejeződik,slutte
868,wechseln::V,változik,veksle
869,aufgehen[Sonne]::V,kel,stå opp
870,untergehen[Sonne]::V,lemegy,gå ned
871,scheinen[Sonne]::V,süt,skinne
872,donnern::V,dörög,tordne
873,wehen::V,fúj,blåse
874,strömen::V,áramlik,strømme
875,fließen::V,folyik,flyte
876,sich drehen::V,forog,dreie seg
877,schwanken::V,inog,svaie
878,schwanken::V,ingadozik,svaie
879,schwingen::V,leng,svinge
880,fallen::V,esik,falle
881,brennen::V,ég,brenne
882,rauchen::V,füstöl,ryke
883,regnen::V,esik,regne
884,gefrieren::V,megfagy,fryse
885,tauen::V,olvad,tine
886,schmelzen::V,olvad,smelte
887,schmelzen::V,elolvad,smelte
888,trocknen::V,szárad,tørre
889,sieden::V,forr,koke
890,faulen::V,rothad,råtne
891,verfaulen::V,elrothad,råtne
892,verfaulen::V,megrothad,råtne
893,reißen::V,szakad,briste
894,versinken::V,süllyed,synke
895,versinken::V,süllyed,synke ned
896,versinken::V,elsüllyed,synke
897,versinken::V,elsüllyed,synke ned
898,vergehen::V,múlik,forløpe
899,vergehen::V,elmúlik,forløpe
900,erscheinen::V,feltűnik,synes
901,erscheinen::V,megjelenik,synes
902,verschwinden::V,letűnik,forsvinne
903,sinken::V,süllyed,synke
904,abnehmen::V,apad,avta
905,abnehmen::V,apad,minske
906,abnehmen::V,csökken,avta
907,abnehmen::V,csökken,minske
908,zunehmen::V,növekszik,tilta
909,zunehmen::V,gyarapszik,tilta
910,steigen::V,emelkedik,stige
911,wachsen::V,nő,gro
912,wachsen::V,nő,vokse
913,wachsen::V,terem,gro
914,wachsen::V,terem,vokse
915,wachsen::V,növekszik,gro
916,wachsen::V,növekszik,vokse
917,glänzen::V,ragyog,skinne
918,glänzen::V,fénylik,skinne
919,funkeln::V,csillog,tindre
920,funkeln::V,tündöklik,tindre
921,lärmen::V,lármázik,bråke
922,läuten::V,cseng,ringe
923,klingeln::V,csenget,ringe
924,klirren::V,csörömpöl,klirre
925,brausen::V,zúg,bruse
926,brausen::V,morajlik,bruse
927,rauschen::V,zúg,suse
928,klingen::V,hangzik,lyde
929,klingen::V,hangzik,klinge
930,bellen::V,ugat,gjø
931,bellen::V,ugat,bjeffe
932,heulen::V,bőg,ule
933,heulen::V,üvölt,ule
934,blasen::V,fúj,blåse
935,pfeifen::V,fütyül,plystre
936,schreien::V,kiált,skrike
937,schreien::V,kiabál,skrike
938,stöhnen::V,nyög,stønne
939,zittern::V,remeg,dirre
940,zittern::V,remeg,skjelve
941,zittern::V,reszket,dirre
942,zittern::V,reszket,skjelve
943,leben::V,él,leve
944,geboren werden::V,születik,fødes
945,atmen::V,lélegzik,ånde
946,atmen::V,lélegzik,puste
947,trinken::V,iszik,drikke
948,essen::V,eszik,spise
949,schlucken::V,nyel,svelge
950,müde werden::V,elfárad,bli trett
951,müde werden::V,kifárad,bli trett
952,einschlafen::V,elalszik,sovne
953,schlafen::V,alszik,sove
954,aufwachen::V,felébred,våkne
955,aufstehen::V,felkel,stå opp
956,sich erholen::V,pihen,bli bra
957,sich erholen::V,pihen,komme seg
958,krank werden::V,megbetegedik,bli syk
959,krank werden::V,belebetegszik,bli syk
960,krank sein::V,betegeskedik,være syk
961,schmerzen::V,fáj,gjøre vondt
962,husten::V,köhög,hoste
963,genesen::V,meggyógyul,komme seg
964,sterben::V,hal,dø
965,umkommen::V,elpusztul,omkomme
966,sich bewegen::V,mozog,bevege seg
967,sich rühren::V,mozdul,røre på seg
968,sich erheben::V,feláll,reise seg
969,sich erheben::V,felemelkedik,reise seg
970,sich setzen::V,ül,sette sig
971,sich setzen::V,leül,sette sig
972,hinfallen::V,bukik,falle over ende
973,hinfallen::V,elesik,falle over ende
974,laufen::V,jár,løpe
975,schreiten::V,lép,skride
976,spazierengehen::V,sétál,spasere
977,spazierengehen::V,sétál,gå en tur
978,eilen::V,siet,ile
979,sich beeilen::V,siet,skynde seg
980,sausen::V,robog,suse
981,rennen::V,fut,løpe
982,rennen::V,szalad,løpe
983,springen::V,ugrik,hoppe
984,springen::V,ugrik,springe
985,klettern::V,kúszik,klatre
986,schaukeln::V,hintázik,huske
987,kriechen::V,kúszik,krype
988,schwimmen::V,úszik,svømme
989,tauchen::V,merül,dykke
990,rudern::V,evez,ro
991,fahren::V,jár,kjøre
992,fahren::V,megy,kjøre
993,fahren::V,utazik,kjøre
994,fliegen::V,száll,fly
995,gehen::V,megy,gå
996,weggehen::V,elmegy,gå bort
997,abfahren::V,indul,reise
998,anhalten::V,megáll,stanse
999,hineingehen::V,bemegy,gå inn
1000,eintreten::V,belép,tre inn
1001,kommen::V,jön,komme
1002,ankommen::V,érkezik,ankomme
1003,ankommen::V,érkezik,komme til
1004,ankommen::V,megérkezik,ankomme
1005,ankommen::V,megérkezik,komme til
1006,zurückkommen::V,visszajön,komme tilbake
1007,bleiben::V,marad,bli
1008,bleiben::V,marad,forbli
1009,bleiben::V,megmarad,bli
1010,bleiben::V,megmarad,forbli
1011,warten::V,vár,vente
1012,warten::V,várakozik,vente
1013,erwarten::V,vár,vente
1014,erwarten::V,megvár,vente
1015,suchen::V,kutat,søke
1016,finden::V,talál,finne
1017,versuchen::V,megpróbál,prøve
1018,versuchen::V,megpróbál,forsøke
1019,versuchen::V,megkísérel,prøve
1020,versuchen::V,megkísérel,forsøke
1021,vorbereiten::V,előkészít,forberede
1022,lieben::V,szeret,elske
1023,mögen::V,szeret,like
1024,lachen::V,nevet,le
1025,rühren::V,mozdít,røre
1026,weinen::V,sír,gråte
1027,schimpfen::V,szid,skjelle
1028,schimpfen::V,szitkozódik,skjelle
1029,sich ärgern::V,mérgelődik,ergre seg
1030,sich ärgern::V,bosszankodik,ergre seg
1031,sich fürchten::V,fél,være redd
1032,sich fürchten::V,retteg,være redd
1033,fürchten::V,fél,være redd for
1034,fliehen::V,menekül,rømme
1035,fliehen::V,menekül,flykte
1036,flüchten::V,elmenekül,flykte
1037,sehen::V,néz,se
1038,anschauen::V,megnéz,se på
1039,anschauen::V,megnéz,betrakte
1040,ansehen::V,néz,anse
1041,ansehen::V,ránéz,anse
1042,ansehen::V,megnéz,anse
1043,hören::V,hall,høre
1044,zuhören::V,hallgat,tilhøre
1045,zuhören::V,meghallgat,tilhøre
1046,probieren::V,kóstol,smake
1047,probieren::V,kóstol,smake på
1048,probieren::V,megkóstol,smake
1049,probieren::V,megkóstol,smake på
1050,riechen::V,szagol,lukte
1051,fühlen::V,érez,føle
1052,scheinen::V,tűnik,se ut
1053,scheinen::V,látszik,se ut
1054,zu sehen sein::V,mutatkozik,synes
1055,vernehmen::V,hall,få vite
1056,frieren::V,fázik,fryse
1057,tun::V,csinál,gjøre
1058,tun::V,cselekszik,gjøre
1059,können::V,tud,kunne
1060,wollen::V,akar,ville
1061,anfangen::V,kezd,begynne
1062,beenden::V,befejez,avslutte
1063,aufhören::V,megszűnik,slutte
1064,aufhören::V,megszűnik,holde opp
1065,gelingen::V,sikerül,lykkes
1066,geraten::V,kerül,bli
1067,geraten::V,jut,bli
1068,öffnen::V,nyit,åpne
1069,öffnen::V,kinyit,åpne
1070,schließen::V,csuk,lukke
1071,schließen::V,csuk,stenge
1072,schließen::V,becsuk,lukke
1073,schließen::V,becsuk,stenge
1074,stellen::V,állít,stille
1075,stellen::V,helyez,stille
1076,setzen::V,ültet,sette
1077,setzen::V,helyez,sette
1078,legen::V,tesz,legge
1079,legen::V,fektet,legge
1080,berühren::V,érint,berøre
1081,verbinden::V,beköt,forbinde
1082,verbinden::V,összeköt,forbinde
1083,bedecken::V,betakar,dekke
1084,bedecken::V,beborít,dekke
1085,aufhängen::V,felakaszt,henge
1086,aufhängen::V,felakaszt,henge opp
1087,anzünden::V,gyújt,tenne
1088,anzünden::V,gyújt,antenne
1089,anzünden::V,gyújt,tenne på
1090,anzünden::V,meggyújt,tenne
1091,anzünden::V,meggyújt,antenne
1092,anzünden::V,meggyújt,tenne på
1093,aufheben::V,felemel,løfte
1094,aufheben::V,felemel,ta opp
1095,zurücklassen::V,hátrahagy,slippe tilbake
1096,verlieren::V,veszít,miste
1097,verlieren::V,elveszít,miste
1098,fallen lassen::V,elejt,droppe
1099,fallen lassen::V,elejt,la falle
1100,machen::V,tesz,lage
1101,machen::V,tesz,gjøre
1102,machen::V,csinál,lage
1103,machen::V,csinál,gjøre
1104,herstellen::V,gyárt,fremstille
1105,herstellen::V,előállít,fremstille
1106,bauen::V,épít,bygge
1107,reparieren::V,javít,reparere
1108,reparieren::V,kijavít,reparere
1109,reparieren::V,megjavít,reparere
1110,verbessern::V,megjavít,rette
1111,verbessern::V,megjavít,forbedre
1112,ändern::V,változtat,forandre
1113,ändern::V,megváltoztat,forandre
1114,graben::V,ás,grave
1115,beugen::V,meghajt,bøye
1116,biegen::V,hajlít,bøye
1117,drehen::V,forgat,dreie
1118,wenden::V,fordít,vende
1119,wenden::V,megfordít,vende
1120,umdrehen::V,megfordít,snu
1121,umdrehen::V,megforgat,snu
1122,heben::V,emel,heve
1123,hochheben::V,felemel,løfte
1124,ergreifen::V,megfog,gripe
1125,ergreifen::V,megfog,få tak i
1126,halten::V,tart,holde
1127,drücken::V,nyom,trykke
1128,drücken::V,megnyom,trykke
1129,schieben::V,tol,skyve
1130,kratzen::V,vakar,klø
1131,kratzen::V,vakar,klore
1132,lecken::V,nyal,slikke
1133,beißen::V,harap,bite
1134,abreißen::V,letép,rive av
1135,abschneiden::V,levág,skjære av
1136,binden::V,köt,binde
1137,binden::V,kötöz,binde
1138,stecken::V,dug,stikke
1139,brechen::V,tör,bryte
1140,brechen::V,tör,briste
1141,brechen::V,eltör,bryte
1142,brechen::V,eltör,briste
1143,klopfen::V,kopogtat,banke
1144,hauen::V,vág,hogge
1145,hauen::V,levág,hogge
1146,kleben::V,tapaszt,klistre
1147,reiben::V,dörzsöl,gni
1148,reiben::V,súrol,gni
1149,streichen::V,simít,stryke
1150,schleifen::V,fen,slipe
1151,schleifen::V,csiszol,slipe
1152,schleifen::V,köszörül,slipe
1153,schneiden::V,vág,klippe
1154,schneiden::V,szel,klippe
1155,schneiden::V,metsz,klippe
1156,rütteln::V,ráz,ruske
1157,schütteln::V,ráz,riste
1158,schütteln::V,megráz,riste
1159,schwenken::V,lóbál,svinge
1160,schwenken::V,lobogtat,svinge
1161,schütten::V,önt,helle
1162,füllen::V,tölt,fylle
1163,füllen::V,megtölt,fylle
1164,einwickeln::V,becsavar,vikle inn
1165,tragen::V,hord,bære
1166,schleppen::V,vonszol,slepe
1167,ziehen::V,húz,dra
1168,ziehen::V,húz,trekke
1169,aufbewahren::V,megőriz,oppbevare
1170,aufbewahren::V,megőriz,ta vare på
1171,werfen::V,dob,kaste
1172,werfen::V,hajít,kaste
1173,fangen::V,fog,fange
1174,packen::V,megragad,gripe
1175,packen::V,megragad,gripe tak i
1176,verstecken::V,eldug,gjemme
1177,verstecken::V,elrejt,gjemme
1178,teilen::V,oszt,dele
1179,teilen::V,megoszt,dele
1180,schicken::V,küld,sende
1181,bringen::V,hoz,bringe
1182,bringen::V,visz,bringe
1183,hinzufügen::V,hozzáad,tilføye
1184,bekommen::V,kap,få
1185,bekommen::V,megkap,få
1186,erhalten::V,kap,få
1187,erhalten::V,megkap,få
1188,nehmen::V,vesz,ta
1189,wählen::V,választ,velge
1190,auswählen::V,kiválaszt,velge ut
1191,bewahren::V,megtart,bevare
1192,behindern::V,akadályoz,hindre
1193,behindern::V,akadályoz,forhindre
1194,behindern::V,gátol,hindre
1195,behindern::V,gátol,forhindre
1196,verderben::V,elront,ødelegge
1197,beschädigen::V,rongál,skade
1198,zerbrechen::V,eltör,brekke i stykker
1199,zerbrechen::V,széttör,brekke i stykker
1200,zerbrechen::V,kettétör,brekke i stykker
1201,zerreißen::V,eltép,rive i stykker
1202,zerreißen::V,széttép,rive i stykker
1203,zerstören::V,elpusztít,ødelegge
1204,verbrennen::V,éget,brenne
1205,verbrennen::V,éget,brenne opp
1206,verbrennen::V,eléget,brenne
1207,verbrennen::V,eléget,brenne opp
1208,geben::V,ad,gi
1209,reichen::V,nyújt,rekke
1210,schenken::V,ajándékoz,forære
1211,schenken::V,ajándékoz,skjenke
1212,versprechen::V,ígér,love
1213,wünschen::V,kíván,ønske
1214,loben::V,dicsér,rose
1215,küssen::V,csókol,kysse
1216,wiegen::V,ringat,vogge
1217,zudecken::V,betakar,dekke til
1218,wecken::V,kelt,vekke
1219,wecken::V,ébreszt,vekke
1220,zeigen::V,mutat,vise
1221,führen::V,visz,føre
1222,führen::V,vezet,føre
1223,lehren::V,tanít,lære
1224,unterrichten::V,tanít,undervise
1225,aufziehen::V,felnevel,oppdra
1226,leiten::V,vezet,lede
1227,leiten::V,vezérel,lede
1228,antreiben::V,hajt,drive på
1229,lassen::V,-tat,få til å
1230,lassen::V,-at,få til å
1231,einladen::V,meghív,be
1232,einladen::V,meghív,invitere
1233,vereinigen::V,egyesít,forene
1234,besuchen::V,látogat,besøke
1235,treffen::V,talál,møte
1236,treffen::V,talál,treffe
1237,sich versammeln::V,gyülekezik,forsamles
1238,sich versammeln::V,összegyűlik,forsamles
1239,spielen::V,játszik,leke
1240,spielen::V,játszik,spille
1241,singen::V,énekel,synge
1242,tanzen::V,táncol,danse
1243,sich trennen::V,elválik,skilles
1244,verlassen::V,elhagy,forlate
1245,retten::V,ment,redde
1246,bewachen::V,őriz,bevokte
1247,schützen::V,óv,verne
1248,schützen::V,óv,beskytte
1249,schützen::V,véd,verne
1250,schützen::V,véd,beskytte
1251,verteidigen::V,véd,forsvare
1252,sich schlagen::V,verekszik,slåss
1253,schießen::V,lő,skyte
1254,siegen::V,győz,seire
1255,ärgern::V,bosszant,ergre
1256,schlagen::V,üt,
1257,schlagen::V,ver,
1258,treten::V,rúg,sparke
1259,stechen::V,döf,stikke
1260,stechen::V,szúr,stikke
1261,stoßen::V,lök,støte
1262,stehlen::V,lop,stjele
1263,stören::V,zavar,forstyrre
1264,belästigen::V,zaklat,plage
1265,belästigen::V,zaklat,sjenere
1266,verbergen::V,rejt,gjemme
1267,verbergen::V,elrejt,gjemme
1268,täuschen::V,megtéveszt,villede
1269,betrügen::V,csal,bedra
1270,töten::V,öl,drepe
1271,wohnen::V,lakik,bo
1272,arbeiten::V,dolgozik,arbeide
1273,sammeln::V,szed,samle
1274,sammeln::V,gyűjt,samle
1275,pflücken::V,szed,plukke
1276,jagen::V,vadászik,jage
1277,fischen::V,halászik,fiske
1278,fassen::V,fog,fange
1279,hüten::V,őriz,vokte
1280,hüten::V,legeltet,vokte
1281,treiben::V,hajt,drive
1282,anbinden::V,köt,feste
1283,füttern::V,etet,fore
1284,melken::V,fej,melke
1285,hacken::V,vág,hakke
1286,gießen::V,öntöz,helle
1287,reifen::V,érik,modne
1288,zubereiten::V,elkészít,lage
1289,zubereiten::V,elkészít,tilberede
1290,kochen::V,főz,koke
1291,backen::V,süt,bake
1292,braten::V,süt,steke
1293,umrühren::V,megkever,røre om
1294,stricken::V,köt,strikke
1295,nähen::V,varr,sy
1296,färben::V,fest,farge
1297,reinigen::V,tisztít,rense
1298,reinigen::V,tisztít,gjøre ren
1299,waschen::V,mos,vaske
1300,abwischen::V,letöröl,tørke av
1301,spülen::V,mosogat,spyle
1302,spülen::V,mosogat,skylle
1303,fegen::V,söpör,feie
1304,kehren::V,söpör,koste
1305,baden::V,fürdik,bade
1306,sich waschen::V,mosdik,vaske seg
1307,sich waschen::V,mosakszik,vaske seg
1308,ausziehen::V,levesz,ta av
1309,anziehen::V,felölt,ta på
1310,anziehen::V,felvesz,ta på
1311,sich anziehen::V,öltözik,kle på seg
1312,sich anziehen::V,felöltözik,kle på seg
1313,kämmen::V,fésül,gre
1314,kämmen::V,fésül,kjemme
1315,schmücken::V,díszít,pynte
1316,schmücken::V,díszít,smykke
1317,sagen::V,mond,si
1318,sprechen::V,beszél,snakke
1319,reden::V,beszél,tale
1320,reden::V,beszél,snakke
1321,sich unterhalten::V,beszélget,samtale
1322,fragen::V,kérdez,spørre
1323,bitten::V,kér,be
1324,erzählen::V,mesél,fortelle
1325,erzählen::V,elbeszél,fortelle
1326,mitteilen::V,közöl,meddele
1327,nennen::V,hív,kalle
1328,nennen::V,nevez,kalle
1329,rufen::V,hív,rope
1330,prahlen::V,dicsekszik,skryte
1331,übersetzen::V,fordít,oversette
1332,denken::V,gondol,tenke
1333,glauben::V,hisz,tro
1334,bemerken::V,észrevesz,bemerke
1335,bemerken::V,észrevesz,legge merke til
1336,erkennen::V,ráismer,gjenkjenne
1337,erkennen::V,felismer,gjenkjenne
1338,begreifen::V,felfog,begripe
1339,verstehen::V,ért,forstå
1340,verstehen::V,ért,skjønne
1341,verstehen::V,megért,forstå
1342,verstehen::V,megért,skjønne
1343,lernen::V,tanul,lære
1344,lernen::V,megtanul,lære
1345,wissen::V,tud,vite
1346,sich erinnern an::V,emlékszik,huske på
1347,vergessen::V,felejt,glemme
1348,vergessen::V,elfelejt,glemme
1349,messen::V,mér,måle
1350,messen::V,megmér,måle
1351,zählen::V,számol,telle
1352,zählen::V,megszámol,telle
1353,rechnen::V,számít,regne
1354,lesen::V,olvas,lese
1355,malen::V,fest,male
1356,zeichnen::V,rajzol,tegne
1357,schreiben::V,ír,skrive
1358,besitzen::V,birtokol,eie
1359,besitzen::V,birtokol,inneha
1360,kaufen::V,vesz,kjøpe
1361,kaufen::V,megvesz,kjøpe
1362,verkaufen::V,elad,selge
1363,bezahlen::V,fizet,betale
1364,bezahlen::V,kifizet,betale
1365,zahlen::V,fizet,betale
1366,zahlen::V,megfizet,betale
1367,beherrschen::V,ural,beherske
1368,ertragen::V,elbír,orke
1369,ertragen::V,elvisel,orke
