,Concept_ID,it,fr
202,Gans::N,oca,oie
203,Adler::N,àquila,aigle
204,Ente::N,ànatra,canard
205,Eule::N,gufo,hibou
206,Eule::N,civetta,hibou
207,Kranich::N,gru,grue
208,Krähe::N,cornacchia,corneille
209,Kuckuck::N,cuccù,coucou
210,Kuckuck::N,cùculo,coucou
211,Schwan::N,cigno,cygne
212,Fisch::N,pesce,poisson
213,Barsch::N,pèrsico,perche
214,Hecht::N,luccio,brochet
215,Schlange[Tier]::N,serpente,serpent
216,Wurm::N,baco,ver
217,Wurm::N,verme,ver
218,Spinne::N,ragno,araignée
219,Ameise::N,formica,fourmi
220,Laus::N,pidocchio,pou
221,Mücke::N,zanzara,moucheron
222,Fliege::N,mosca,mouche
223,Schmetterling::N,farfalla,papillon
224,Beere::N,bacca,baie
225,Apfel::N,mela,pomme
226,Pilz::N,fungo,champignon
227,Zwiebel::N,cipolla,oignon
228,Saat::N,semente,semence
229,Korn::N,grano,grain
230,Heu::N,fieno,foin
231,Schale::N,buccia,pelure
232,Grube::N,cava,fosse
233,Grube::N,fossa,fosse
234,Falle::N,tràppola,piège
235,Schlinge::N,laccio,lacs
236,Spur::N,traccia,trace
237,Asche::N,cenere,cendre
238,Dreck::N,fango,crotte
239,Eisen::N,ferro,fer
240,Gold::N,oro,or
241,Silber::N,argento,argent
242,Kohle::N,carbone,charbon
243,Glas::N,vetro,verre
244,Lehm::N,argilla,glaise
245,Sand::N,arena,sable
246,Sand::N,sabbia,sable
247,Mensch::N,uomo,homme
248,Mensch::N,èssere umano,homme
249,Mann::N,uomo,homme
250,Frau::N,donna,femme
251,Kind::N,bambino,enfant
252,Junge::N,ragazzo,garçon
253,Mädchen::N,ragazza,fille
254,Mädchen::N,ragazza,jeune fille
255,Familie::N,famiglia,famille
256,Großvater::N,nonno,grand-père
257,Großmutter::N,nonna,grand-mère
258,Eltern::N,genitori,parents
259,Vater::N,padre,père
260,Mutter::N,madre,mère
261,Sohn::N,figlio,fils
262,Tochter::N,figlia,fille
263,Bruder::N,fratello,frère
264,Schwester::N,sorella,sœur
265,Onkel::N,zio,oncle
266,Tante::N,zia,tante
267,Ehemann::N,marito,mari
268,Ehemann::N,marito,époux
269,Ehefrau::N,moglie,femme
270,Ehefrau::N,moglie,épouse
271,Freude::N,gioia,joie
272,Freude::N,gioia,plaisir
273,Freude::N,piacere,joie
274,Freude::N,piacere,plaisir
275,Gelächter::N,risata,rires
276,Glück::N,felicità,bonheur
277,Kummer::N,afflizione,peine
278,Kummer::N,afflizione,chagrin
279,Wunsch::N,desiderio,désir
280,Lust::N,voglia,envie
281,Geist::N,mente,esprit
282,Geist::N,spìrito,esprit
283,Gedanke::N,idea,idée
284,Gedanke::N,idea,pensée
285,Gedanke::N,pensiero,idée
286,Gedanke::N,pensiero,pensée
287,Gedächtnis::N,memoria,mémoire
288,Verstand::N,intelletto,raison
289,Sinn::N,senso,sens
290,Sinn::N,significato,sens
291,Grund::N,causa,cause
292,Grund::N,causa,raison
293,Grund::N,motivo,cause
294,Grund::N,motivo,raison
295,Grund::N,ragione,cause
296,Grund::N,ragione,raison
297,Wahrheit::N,verità,vérité
298,Gespräch::N,discorso,conversation
299,Gespräch::N,conversazione,conversation
300,Märchen::N,fiaba,conte
301,Märchen::N,fiaba,conte de fées
302,Märchen::N,fàvola,conte
303,Märchen::N,fàvola,conte de fées
304,Erzählung::N,racconto,conte
305,Erzählung::N,racconto,narration
306,Erzählung::N,narrazione,conte
307,Erzählung::N,narrazione,narration
308,Nachricht::N,messaggio,message
309,Neuigkeit::N,notizia,nouvelle
310,Name::N,nome,nom
311,Rätsel::N,indovinello,énigme
312,Rätsel::N,indovinello,devinette
313,Rede::N,discorso,parole
314,Rede::N,discorso,discours
315,Sprache::N,lingua,langue
316,Sprache::N,lingua,langage
317,Sprache::N,linguaggio,langue
318,Sprache::N,linguaggio,langage
319,Stimme::N,voce,voix
320,Wort::N,parola,mot
321,Zeichen::N,segno,signe
322,Zeichen::N,segnale,signe
323,Ruf::N,chiamata,cri
324,Ruf::N,chiamata,appel
325,Lärm::N,chiasso,bruit
326,Lärm::N,strèpito,bruit
327,Laut::N,suono,son
328,Ton::N,tono,ton
329,Lied::N,canto,chant
330,Lied::N,canto,chanson
331,Lied::N,canzone,chant
332,Lied::N,canzone,chanson
333,Ruhe::N,calma,calme
334,Ruhe::N,calma,tranquillité
335,Ruhe::N,tranquillità,calme
336,Ruhe::N,tranquillità,tranquillité
337,Leute::N,gente,gens
338,Volk::N,pòpolo,peuple
339,Arbeit::N,lavoro,travail
340,Gast::N,òspite,hôte
341,Gast::N,òspite,invité
342,Gast::N,invitato,hôte
343,Gast::N,invitato,invité
344,Geschenk::N,regalo,cadeau
345,Geschenk::N,regalo,présent
346,Spiel::N,gioco,jeu
347,Gesellschaft::N,compagnìa,compagnie
348,Hilfe::N,aiuto,aide
349,Hilfe::N,aiuto,secours
350,Hilfe::N,soccorso,aide
351,Hilfe::N,soccorso,secours
352,Freund::N,amico,ami
353,Kamerad::N,camerata,copain
354,Kamerad::N,camerata,camarade
355,Angelegenheit::N,affare,affaire
356,Angelegenheit::N,faccenda,affaire
357,Anzahl::N,nùmero,nombre
358,Anzahl::N,quantità,nombre
359,Art::N,tipo,sorte
360,Art::N,tipo,espèce
361,Art::N,specie,sorte
362,Art::N,specie,espèce
363,Stück::N,pezzo,morceau
364,Teil::N,parte,part
365,Teil::N,parte,partie
366,Hälfte::N,metà,moitié
367,Kreis::N,cìrcolo,cercle
368,Kreuz::N,croce,croix
369,Linie::N,lìnea,ligne
370,Strich::N,tratto,trait
371,Abstand::N,distanza,écart
372,Entfernung::N,distanza,distance
373,Entfernung::N,lontananza,distance
374,Gegend::N,regione,région
375,Gegend::N,regione,contrée
376,Platz::N,posto,place
377,Platz::N,spazio,place
378,Ort::N,luogo,lieu
379,Ort::N,luogo,endroit
380,Ort::N,località,lieu
381,Ort::N,località,endroit
382,Seite::N,lato,côté
383,Seite::N,parte,côté
384,Mitte::N,mezzo,milieu
385,Mitte::N,centro,milieu
386,Gegenstand::N,oggetto,objet
387,Sache::N,cosa,chose
388,Rand::N,orlo,bord
389,Rand::N,bordo,bord
390,Kante::N,spìgolo,arête
391,Ecke::N,canto,coin
392,Ecke::N,canto,tournant
393,Spitze::N,punta,cime
394,Spitze::N,punta,pointe
395,Ende::N,capo,bout
396,Ende::N,estremità,bout
397,Loch::N,buco,trou
398,Winkel::N,àngolo,coin
399,Winkel::N,àngolo,réduit
400,Muster::N,disegno,dessin
401,Größe::N,taglia,grandeur
402,Größe::N,grandezza,grandeur
403,Länge::N,lunghezza,longueur
404,Höhe::N,altezza,hauteur
405,Höhe::N,altezza,altitude
406,Gewicht::N,peso,poids
407,Menge::N,quantità,quantité
408,Haufen::N,cùmulo,tas
409,Haufen::N,mucchio,tas
410,Reihe::N,fila,file
411,Reihe::N,fila,rangée
412,Boot::N,barca,canot
413,Boot::N,barca,bateau
414,Boot::N,battello,canot
415,Boot::N,battello,bateau
416,Ruder::N,remo,rame
417,Ruder::N,remo,aviron
418,Schlitten::N,slitta,traîneau
419,Ski::N,sci,ski
420,Lagerfeuer::N,falò,feu de camp
421,Lagerfeuer::N,fuoco di bivacco,feu de camp
422,Last::N,càrico,charge
423,Last::N,càrico,fardeau
424,Gang::N,andata,tour
425,Gang::N,andata,marche
426,Schritt::N,passo,pas
427,Norden::N,nord,nord
428,Norden::N,settentrione,nord
429,Süden::N,sud,sud
430,Süden::N,meridione,sud
431,Westen::N,òvest,ouest
432,Westen::N,òvest,occident
433,Westen::N,occidente,ouest
434,Westen::N,occidente,occident
435,Osten::N,est,est
436,Osten::N,est,orient
437,Osten::N,oriente,est
438,Osten::N,oriente,orient
439,Holz::N,legno,bois
440,Brett::N,asse,planche
441,Brett::N,tàvola,planche
442,Platte::N,lastra,plaque
443,Platte::N,piastra,plaque
444,Stütze::N,supporto,appui
445,Stütze::N,supporto,soutien
446,Stange::N,sbarra,barre
447,Stange::N,sbarra,perche
448,Stange::N,pèrtica,barre
449,Stange::N,pèrtica,perche
450,Stock::N,verga,canne
451,Stock::N,bastone,canne
452,Stock::N,bacchetta,canne
453,Stab::N,asta,bâton
454,Rohr::N,tubo,tube
455,Rohr::N,tubo,tuyau
456,Haus::N,casa,maison
457,Heim::N,casa,maison
458,Ofen::N,stufa,poêle
459,Fußboden::N,pavimento,plancher
460,Tisch::N,tàvolo,table
461,Stuhl::N,sedia,chaise
462,Wiege::N,culla,berceau
463,Bett::N,letto,lit
464,Regal::N,scaffale,étagère
465,Kiste::N,cassa,caisse
466,Fenster::N,finestra,fenêtre
467,Tür::N,porta,porte
468,Tor::N,portone,porte
469,Tor::N,portone,portail
470,Zaun::N,recinto,clôture
471,Dach::N,tetto,toit
472,Leiter::N,scala,échelle
473,Leiter::N,scala a pioli,échelle
474,Besen::N,scopa,balai
475,Spaten::N,vanga,bêche
476,Schaufel::N,pala,pelle
477,Gabel::N,forchetta,fourchette
478,Löffel::N,cucchiaio,cuiller
479,Messer::N,coltello,couteau
480,Nagel::N,chiodo,clou
481,Netz::N,rete,filet
482,Haken::N,uncino,croc
483,Haken::N,uncino,crochet
484,Griff::N,mànico,prise
485,Griff::N,mànico,manche
486,Griff::N,maniglia,prise
487,Griff::N,maniglia,manche
488,Schloss::N,serratura,serrure
489,Bild::N,quadro,image
490,Bild::N,quadro,tableau
491,Bild::N,immàgine,image
492,Bild::N,immàgine,tableau
493,Figur::N,figura,figure
494,Puppe::N,bàmbola,poupée
495,Beutel::N,borsa,sac
496,Beutel::N,borsa,petit sac
497,Beutel::N,sacchetto,sac
498,Beutel::N,sacchetto,petit sac
499,Bündel::N,fascio,paquet
500,Bündel::N,fascio,faisceau
501,Bündel::N,fagotto,paquet
502,Bündel::N,fagotto,faisceau
503,Tasche::N,borsa,sac
504,Eimer::N,secchio,seau
505,Deckel::N,coperchio,couvercle
506,Geschirr::N,stoviglie,vaisselle
507,Sack::N,sacco,sac
508,Tasse::N,tazza,tasse
509,Topf::N,pèntola,pot
510,Topf::N,pèntola,marmite
511,Kessel::N,paiolo,chaudron
512,Kessel::N,calderone,chaudron
513,Essen::N,pasto,repas
514,Essen::N,pasto,manger
515,Essen::N,mangiare,repas
516,Essen::N,mangiare,manger
517,Nahrung::N,cibo,nourriture
518,Nahrung::N,alimento,nourriture
519,Speise::N,piatto,plat
520,Fleisch::N,carne,viande
521,Getreide::N,cereali,blé
522,Getreide::N,cereali,céréales
523,Brei::N,purè,purée
524,Brei::N,purè,bouillie
525,Brei::N,pappa,purée
526,Brei::N,pappa,bouillie
527,Brot::N,pane,pain
528,Scheibe::N,fetta,tranche
529,Scheibe::N,trancia,tranche
530,Fett::N,grasso,graisse
531,Butter::N,burro,beurre
532,Öl::N,olio,huile
533,Salz::N,sale,sel
534,Suppe::N,zuppa,soupe
535,Suppe::N,zuppa,potage
536,Suppe::N,minestra,soupe
537,Suppe::N,minestra,potage
538,Honig::N,miele,miel
539,Milch::N,latte,lait
540,Tee::N,tè,thé
541,Leder::N,pelle,cuir
542,Wolle::N,lana,laine
543,Stoff::N,panno,tissu
544,Stoff::N,panno,étoffe
545,Stoff::N,tessuto,tissu
546,Stoff::N,tessuto,étoffe
547,Nadel::N,ago,aiguille
548,Faden::N,filo,fil
549,Knopf::N,bottone,bouton
550,Knoten::N,nodo,nœud
551,Farbe::N,pittura,peinture
552,Kleidung::N,vestiti,vêtements
553,Kleidung::N,vestiti,habillement
554,Kleidung::N,vestiario,vêtements
555,Kleidung::N,vestiario,habillement
556,Hemd::N,camicia,chemise
557,Kragen::N,bàvero,col
558,Kragen::N,colletto,col
559,Ärmel::N,mànica,manche
560,Hose::N,calzoni,pantalon
561,Gürtel::N,cintura,ceinture
562,Mütze::N,berretto,bonnet
563,Mütze::N,berretto,casquette
564,Schuh::N,scarpa,soulier
565,Schuh::N,scarpa,chaussure
566,Stiefel::N,stivale,botte
567,Ring::N,anello,bague
568,Band::N,nastro,ruban
569,Band::N,fettuccia,ruban
570,Kamm::N,pèttine,peigne
571,Spiegel::N,specchio,glace
572,Spiegel::N,specchio,miroir
573,Riemen::N,cinghia,lanière
574,Riemen::N,cinghia,courroie
575,Schnur::N,corda,corde
576,Schnur::N,corda,ficelle
577,Leine::N,guinzaglio,laisse
578,Decke::N,coperta,couverture
579,Kissen::N,cuscino,oreiller
580,Kissen::N,guanciale,oreiller
581,Tuch::N,fazzoletto,drap
582,Tuch::N,fazzoletto,fichu
583,Handtuch::N,asciugamano,serviette
584,Handtuch::N,asciugamano,essuie-mains
585,Kraft::N,forza,force
586,Stärke::N,forza,vigueur
587,Stärke::N,vigore,vigueur
588,Stärke::N,fortezza,vigueur
589,Gesundheit::N,salute,santé
590,Krankheit::N,malattìa,maladie
591,Schmerz::N,dolore,douleur
592,Wunde::N,piaga,plaie
593,Wunde::N,piaga,blessure
594,Wunde::N,ferita,plaie
595,Wunde::N,ferita,blessure
596,Fieber::N,febbre,fièvre
597,Arznei::N,fàrmaco,remède
598,Arznei::N,fàrmaco,médecine
599,Arznei::N,medicina,remède
600,Arznei::N,medicina,médecine
601,Brücke::N,ponte,pont
602,Brunnen::N,pozzo,puits
603,Weide::N,pàscolo,pâturage
604,Pfad::N,sentiero,sentier
605,Weg::N,via,voie
606,Weg::N,via,chemin
607,Weg::N,cammino,voie
608,Weg::N,cammino,chemin
609,Straße::N,strada,route
610,Dorf::N,paese,village
611,Dorf::N,villaggio,village
612,Stadt::N,città,cité
613,Stadt::N,città,ville
614,Brief::N,lèttera,lettre
615,Buch::N,libro,livre
616,Buchstabe::N,lèttera,lettre
617,Buchstabe::N,lèttera,caractère
618,Zeitung::N,giornale,journal
619,Leben::N,vita,vie
620,Tod::N,morte,mort
621,Grab::N,tomba,tombe
622,Grab::N,sepolcro,tombe
623,Kirche::N,chiesa,église
624,Sünde::N,peccato,péché
625,Gott::N,dio,dieu
626,Arbeiter::N,operaio,ouvrier
627,Arbeiter::N,operaio,travailleur
628,Arbeiter::N,lavoratore,ouvrier
629,Arbeiter::N,lavoratore,travailleur
630,Chef::N,capo,chef
631,Chef::N,capo,patron
632,Chef::N,padrone,chef
633,Chef::N,padrone,patron
634,Meister::N,mastro,maître
635,Meister::N,maestro,maître
636,Arzt::N,mèdico,médecin
637,Arzt::N,dottore,médecin
638,Lehrer::N,professore,professeur
639,Lehrer::N,professore,instituteur
640,Geld::N,soldi,argent
641,Geld::N,denaro,argent
642,Geschäft::N,affare,affaire
643,Geschäft::N,affare,commerce
644,Geschäft::N,negozio,affaire
645,Geschäft::N,negozio,commerce
646,Laden::N,negozio,magasin
647,Laden::N,negozio,boutique
648,Preis::N,prezzo,prix
649,Ware::N,merce,marchandise
650,Nutzen::N,ùtile,profit
651,Nutzen::N,profitto,profit
652,Reichtum::N,ricchezza,richesse
653,Welt::N,mondo,monde
654,Land::N,paese,pays
655,Staat::N,Stato,État
656,König::N,re,roi
657,Macht::N,potere,pouvoir
658,Macht::N,potere,puissance
659,Grenze::N,confine,frontière
660,Grenze::N,frontiera,frontière
661,Krieg::N,guerra,guerre
662,Feind::N,nemico,ennemi
663,Gewalt::N,violenza,violence
664,Kampf::N,lotta,lutte
665,Kampf::N,lotta,combat
666,Bogen[Waffe]::N,arco,arc
667,Pfeil::N,freccia,flèche
668,Gewehr::N,fucile,fusil
669,Fehler::N,errore,faute
670,Fehler::N,errore,erreur
671,Fehler::N,sbaglio,faute
672,Fehler::N,sbaglio,erreur
673,Lüge::N,bugìa,mensonge
674,Lüge::N,menzogna,mensonge
675,Schaden::N,danno,dégât
676,Schaden::N,danno,dommage
677,Unglück::N,sfortuna,malheur
678,Schuld::N,colpa,faute
679,Schuld::N,colpa,culpabilité
680,Alter::N,età,âge
681,Schluss::N,fine,fin
682,Zeit::N,tempo,temps
683,Tag::N,giorno,jour
684,Tag::N,giorno,journée
685,Tag::N,giornata,jour
686,Tag::N,giornata,journée
687,Morgen::N,mattina,matin
688,Morgen::N,mattina,matinée
689,Mittag::N,mezzogiorno,midi
690,Abend::N,sera,soir
691,Abend::N,sera,soirée
692,Abend::N,serata,soir
693,Abend::N,serata,soirée
694,Nacht::N,notte,nuit
695,Woche::N,settimana,semaine
696,Monat::N,mese,mois
697,Jahr::N,anno,an
698,Jahr::N,anno,année
699,Frühling::N,primavera,printemps
700,Sommer::N,estate,été
701,Herbst::N,autunno,automne
702,Winter::N,inverno,hiver
703,Januar::N,gennaio,janvier
704,Februar::N,febbraio,février
705,März::N,marzo,mars
706,April::N,aprile,avril
707,Mai::N,maggio,mai
708,Juni::N,giugno,juin
709,Juli::N,luglio,juillet
710,August::N,agosto,août
711,September::N,settembre,septembre
712,Oktober::N,ottobre,octobre
713,November::N,novembre,novembre
714,Dezember::N,dicembre,décembre
715,Montag::N,lunedì,lundi
716,Dienstag::N,martedì,mardi
717,Mittwoch::N,mercoledì,mercredi
718,Donnerstag::N,giovedì,jeudi
719,Freitag::N,venerdì,vendredi
720,Samstag::N,sàbato,samedi
721,Sonntag::N,domenica,dimanche
722,groß::A,grande,grand
723,klein::A,pìccolo,petit
724,lang::A,lungo,long
725,kurz::A,corto,court
726,breit::A,largo,large
727,schmal::A,stretto,étroit
728,dicht::A,denso,dense
729,dick[Gegenstand]::A,spesso,épais
730,dünn::A,sottile,mince
731,fein::A,fine,fin
732,fein::A,fine,menu
733,fein::A,delicato,fin
734,fein::A,delicato,menu
735,fest::A,sodo,ferme
736,fest::A,sodo,solide
737,fest::A,fisso,ferme
738,fest::A,fisso,solide
739,flach::A,piano,plat
740,flach::A,piatto,plat
741,glatt::A,liscio,poli
742,glatt::A,liscio,lisse
743,hart::A,duro,dur
744,weich::A,molle,mou
745,rund::A,rotondo,rond
746,spitz::A,aguzzo,aigu
747,spitz::A,aguzzo,pointu
748,spitz::A,appuntito,aigu
749,spitz::A,appuntito,pointu
750,scharf::A,affilato,tranchant
751,scharf::A,tagliente,tranchant
752,stumpf::A,smussato,mousse
753,stumpf::A,smussato,émoussé
754,schwer::A,pesante,lourd
755,schwer::A,pesante,pesant
756,schön::A,bello,beau
757,heiß::A,caldo,chaud
758,heiß::A,caldo,très chaud
759,heiß::A,bollente,chaud
760,heiß::A,bollente,très chaud
761,warm::A,caldo,chaud
762,kalt::A,freddo,froid
763,kühl::A,fresco,frais
764,frisch::A,fresco,frais
765,feucht::A,ùmido,humide
766,nass::A,bagnato,mouillé
767,trocken::A,secco,sec
768,voll::A,pieno,plein
769,voll::A,pieno,rempli
770,leer::A,vuoto,vide
771,offen::A,aperto,ouvert
772,geschlossen::A,chiuso,clos
773,geschlossen::A,chiuso,fermé
774,sauber::A,netto,net
775,sauber::A,netto,propre
776,sauber::A,pulito,net
777,sauber::A,pulito,propre
778,schmutzig::A,sporco,sale
779,schmutzig::A,sporco,crasseux
780,schmutzig::A,sùdicio,sale
781,schmutzig::A,sùdicio,crasseux
782,roh::A,crudo,cru
783,roh::A,crudo,brut
784,reif::A,maturo,mûr
785,lecker::A,ghiotto,délicieux
786,lecker::A,ghiotto,appétissant
787,lecker::A,squisito,délicieux
788,lecker::A,squisito,appétissant
789,süß::A,dolce,doux
790,bitter::A,amaro,amer
791,sauer::A,aspro,aigre
792,sauer::A,acerbo,aigre
793,hell::A,chiaro,clair
794,dunkel::A,buio,sombre
795,dunkel::A,oscuro,sombre
796,schwarz::A,nero,noir
797,weiß::A,bianco,blanc
798,rot::A,rosso,rouge
799,gelb::A,giallo,jaune
800,blau::A,blu,bleu
801,blau::A,azzurro,bleu
802,grün::A,verde,vert
803,grau::A,grigio,gris
804,bunt::A,variopinto,multicolore
805,billig::A,a buon prezzo,bon marché
806,billig::A,a buon mercato,bon marché
807,teuer::A,caro,cher
808,wertvoll::A,prezioso,précieux
809,blind::A,cieco,aveugle
810,taub::A,sordo,sourd
811,kräftig::A,forte,fort
812,kräftig::A,forte,vigoureux
813,kräftig::A,robusto,fort
814,kräftig::A,robusto,vigoureux
815,stark::A,forte,fort
816,stark::A,forte,puissant
817,stark::A,vigoroso,fort
818,stark::A,vigoroso,puissant
819,schwach::A,dèbole,faible
820,fett::A,grasso,gras
821,schlank::A,snello,svelte
822,schlank::A,slanciato,svelte
823,hübsch::A,bello,joli
824,hübsch::A,carino,joli
825,böse::A,cattivo,mauvais
826,dumm::A,stùpido,sot
827,dumm::A,stùpido,bête
828,faul::A,pigro,fainéant
829,faul::A,pigro,paresseux
830,fleißig::A,diligente,appliqué
831,geizig::A,avaro,avare
832,klug::A,intelligente,intelligent
833,geschickt::A,àbile,habile
834,lieb::A,caro,cher
835,lieb::A,caro,gentil
836,lustig::A,gaio,gai
837,lustig::A,gaio,joyeux
838,lustig::A,allegro,gai
839,lustig::A,allegro,joyeux
840,sanft::A,dolce,doux
841,hungrig::A,affamato,affamé
842,krank::A,malato,malade
843,krank::A,infermo,malade
844,nackt::A,nudo,nu
845,traurig::A,triste,triste
846,lebendig::A,vivo,vivant
847,gut::A,buono,bon
848,schlecht::A,cattivo,mauvais
849,richtig::A,giusto,juste
850,richtig::A,giusto,correct
851,schlimm::A,grave,grave
