,Concept_ID,hu,hy
125,Bach::N,patak,վտակ
126,Fluss::N,folyó,գետ
127,Ufer::N,part,ծովափ
128,Küste::N,tengerpart,ափ
129,Küste::N,tengerpart,ծովափ
130,Festland::N,szárazföld,ցամաք
131,Meer::N,tenger,ծով
132,Bucht::N,öböl,հաչիւն
133,Insel::N,sziget,վղզի
134,Blume::N,virág,ծաղիկ
135,Gras::N,fű,խոտ
136,Wurzel::N,gyökér,արմատ
137,Baum::N,fa,ծառ
138,Stamm::N,tő,իրան
139,Stamm::N,törzs,իրան
140,Rinde::N,kéreg,կեղեւ
141,Rinde::N,kéreg,հաչոց
142,Ast::N,ág,ճյուղ
143,Zweig::N,gally,ճյուղ
144,Blatt::N,levél,տերեւ
145,Birke::N,nyír,ցարասի
146,Kiefer[Baum]::N,fenyő,սոճի
147,Weide[Baum]::N,fűz,ուռենի
148,Tanne::N,fenyő,եղեւին
149,Horn::N,szarv,
150,Feder::N,toll,փետուր
151,Fell::N,szőr,մորթի
152,Fell::N,bunda,մորթի
153,Flügel::N,szárny,թեւ
154,Klaue::N,köröm,չանչ
155,Kralle::N,karom,ճանկ
156,Schwanz::N,farok,պոչ
157,Ei::N,tojás,ձու
158,Nest::N,fészek,բույն
159,Bau::N,odú,որջ
160,Bau::N,odú,բայոց
161,Tier::N,állat,կենդանի
162,Herde::N,nyáj,հոտ
163,Herde::N,csorda,հոտ
164,Kuh::N,tehén,կով
165,Bulle::N,bika,ցուլ
166,Pferd::N,ló,ձի
167,Schaf::N,juh,ոչխար
168,Schaf::N,birka,ոչխար
169,Schwein::N,sertés,խոզ
170,Hund::N,eb,շուն
171,Hund::N,kutya,շուն
172,Katze::N,macska,կատու
173,Bär::N,medve,արջ
174,Eichhörnchen::N,mókus,սկյուռ
175,Elch::N,jávorszarvas,հիւսիսային եղջերու
176,Fuchs::N,róka,աղվես
177,Hase::N,nyúl,նապաստակ
178,Maus::N,egér,մուկ
179,Wolf::N,farkas,գայլ
180,Vogel::N,madár,թռչուն
181,Schwarm::N,raj,երամ
182,Huhn::N,tyúk,հավ
183,Hahn::N,kakas,աքաղաղ
184,Gans::N,lúd,սագ
185,Gans::N,liba,սագ
186,Adler::N,sas,արծիվ
187,Ente::N,kacsa,բադ
188,Eule::N,bagoly,բու
189,Kranich::N,daru,կռունկ
190,Krähe::N,varjú,ագռավ
191,Kuckuck::N,kakukk,կուկու
192,Schwan::N,hattyú,կարապ
193,Fisch::N,hal,ձուկ
194,Barsch::N,sügér,պերկես
195,Hecht::N,csuka,գայլաձուկ
196,Schlange[Tier]::N,kígyó,օձ
197,Wurm::N,kukac,որդ
198,Wurm::N,kukac,ճիճու
199,Spinne::N,pók,սարդ
200,Ameise::N,hangya,միջյուն
201,Laus::N,tetű,ոջիլ
202,Mücke::N,szúnyog,մժղուկ
203,Fliege::N,légy,ճանճ
204,Schmetterling::N,lepke,թիթեռ
205,Schmetterling::N,pillangó,թիթեռ
206,Beere::N,bogyó,հատապտուղ
207,Apfel::N,alma,խնձոր
208,Pilz::N,gomba,սունկ
209,Zwiebel::N,hagyma,սոխ
210,Saat::N,vetőmag,սերմ
211,Korn::N,mag,հատիկ
212,Korn::N,szem,հատիկ
213,Heu::N,széna,խոտ
214,Schale::N,héj,կեղեւ
215,Grube::N,verem,փոս
216,Falle::N,csapda,ծուղակ
217,Schlinge::N,tőr,խեղդան
218,Spur::N,nyom,հետք
219,Asche::N,hamu,մոխիր
220,Dreck::N,sár,աղտ
221,Dreck::N,piszok,աղտ
222,Eisen::N,vas,երկաթ
223,Gold::N,arany,ոսկի
224,Silber::N,ezüst,արծաթ
225,Kohle::N,szén,քարածուխ
226,Glas::N,üveg,ապակի
227,Lehm::N,agyag,կավ
228,Lehm::N,vályog,կավ
229,Sand::N,homok,ավազ
230,Mensch::N,ember,մարդ
231,Mann::N,úr,մարդ
232,Mann::N,úr,տղամարդ
233,Mann::N,férfi,մարդ
234,Mann::N,férfi,տղամարդ
235,Frau::N,nő,կին
236,Frau::N,asszony,կին
237,Kind::N,gyerek,զավակ
238,Kind::N,gyermek,զավակ
239,Junge::N,fiú,տղա
240,Mädchen::N,lány,աղջիկ
241,Familie::N,család,ընտանիք
242,Großvater::N,nagyapa,պապ
243,Großmutter::N,nagyanya,տատ
244,Eltern::N,szülők,ծնողներ
245,Vater::N,apa,հայր
246,Vater::N,atya,հայր
247,Mutter::N,anya,մայր
248,Sohn::N,fiú,որդի
249,Tochter::N,lány,աղջիկ
250,Tochter::N,lány,դուստր
251,Bruder::N,fivér,եղբայր
252,Bruder::N,testvér,եղբայր
253,Schwester::N,nővér,քույր
254,Schwester::N,lánytestvér,քույր
255,Onkel::N,nagybácsi,քեռի
256,Onkel::N,nagybácsi,հորեղբայր
257,Tante::N,nagynéni,մորաքույր
258,Ehemann::N,férj,մարդ
259,Ehemann::N,férj,ամուսին
260,Ehefrau::N,feleség,կին ամուսին
261,Freude::N,öröm,ուրախություն
262,Gelächter::N,nevetés,ծիծաղ
263,Gelächter::N,hahotázás,ծիծաղ
264,Glück::N,boldogság,երջանկություն
265,Kummer::N,bánat,վիշտ
266,Wunsch::N,óhaj,ցանկություն
267,Lust::N,kedv,փափագ
268,Lust::N,kedv,իղձ
269,Geist::N,elme,ոգի
270,Geist::N,szellem,ոգի
271,Gedanke::N,gondolat,միտք
272,Gedächtnis::N,emlékezet,հիշողություն
273,Verstand::N,ész,խելք
274,Verstand::N,értelem,խելք
275,Sinn::N,értelem,իմաստ
276,Grund::N,ok,պատճառ
277,Grund::N,alap,պատճառ
278,Wahrheit::N,igaz,ճշմարտություն
279,Wahrheit::N,igazság,ճշմարտություն
280,Gespräch::N,beszélgetés,զրույց
281,Märchen::N,mese,պայիկի պատմություն
282,Erzählung::N,elbeszélés,պատմվածք
283,Erzählung::N,elbeszélés,պատմություն
284,Nachricht::N,hír,հաղորդագրություն
285,Nachricht::N,híradás,հաղորդագրություն
286,Neuigkeit::N,újság,լուր
287,Neuigkeit::N,újság,նորություն
288,Name::N,név,անուն
289,Rätsel::N,rejtvény,բարդ խնդիր
290,Rede::N,beszéd,ճառ
291,Rede::N,beszéd,ելույթ
292,Rede::N,szónoklat,ճառ
293,Rede::N,szónoklat,ելույթ
294,Sprache::N,nyelv,լեզու
295,Stimme::N,hang,ձայն
296,Wort::N,szó,բառ
297,Zeichen::N,jel,նշան
298,Ruf::N,kiáltás,կոչ
299,Ruf::N,kiáltás,կանչ
300,Lärm::N,zaj,աղմուկ
301,Laut::N,hang,հնչյուն
302,Laut::N,hang,ձայն
303,Ton::N,hang,տոն
304,Lied::N,dal,երգ
305,Lied::N,ének,երգ
306,Ruhe::N,csend,անդորրություն
307,Ruhe::N,nyugalom,անդորրություն
308,Leute::N,emberek,մարդիկ
309,Volk::N,nép,ազգ
310,Arbeit::N,dolog,գործ
311,Arbeit::N,dolog,աշխատանք
312,Gast::N,vendég,հյուր
313,Geschenk::N,ajándék,նվեր
314,Spiel::N,játék,խաղ
315,Gesellschaft::N,társaság,ընկերություն
316,Hilfe::N,segítség,օգնությթուն
317,Freund::N,barát,ընկեր
318,Freund::N,barát,բարեկամ
319,Kamerad::N,társ,ուղեկից
320,Angelegenheit::N,ügy,բան
321,Angelegenheit::N,ügy,գործ
322,Anzahl::N,szám,քանակ
323,Anzahl::N,szám,գումար
324,Art::N,faj,տեսակ
325,Art::N,fajta,տեսակ
326,Stück::N,darab,կտոր
327,Teil::N,rész,մաս
328,Hälfte::N,fél,կես
329,Kreis::N,kör,շիջանակ
330,Kreuz::N,kereszt,խաչ
331,Linie::N,vonal,գիծ
332,Strich::N,vonás,գիծ
333,Abstand::N,köz,անջրպետ
334,Entfernung::N,távolság,հեռավորություն
335,Gegend::N,táj,շրջան
336,Gegend::N,vidék,շրջան
337,Platz::N,hely,տարածություն
338,Ort::N,hely,տեղ
339,Ort::N,hely,վայր
340,Seite::N,fél,կողմ
341,Seite::N,oldal,կողմ
342,Mitte::N,közép,մեջտեղ
343,Gegenstand::N,tárgy,առարկա
344,Sache::N,dolog,բան
345,Rand::N,szél,վերջք
346,Rand::N,perem,վերջք
347,Rand::N,szegély,վերջք
348,Kante::N,él,եզր
349,Ecke::N,sarok,անկյուն
350,Ecke::N,szöglet,անկյուն
351,Spitze::N,csúcs,ծայր
352,Ende::N,vég,ծայր
353,Loch::N,lyuk,անցք
354,Winkel::N,szög,անկյուն
355,Muster::N,minta,օրինակ
356,Größe::N,nagyság,մեծություն
357,Länge::N,hossz,երկարություն
358,Länge::N,hosszúság,երկարություն
359,Höhe::N,magasság,բարձրություն
360,Gewicht::N,súly,կշիռ
361,Menge::N,sokaság,քանակ
362,Menge::N,mennyiség,քանակ
363,Haufen::N,halom,դեզ
364,Haufen::N,halom,կույտ
365,Reihe::N,sor,շարք
366,Reihe::N,sor,կարգ
367,Boot::N,csónak,նավակ
368,Ruder::N,evező,թի
369,Ruder::N,evező,թիակ
370,Schlitten::N,szánkó,բալխիր
371,Ski::N,sí,դահուկ
372,Lagerfeuer::N,tábortűz,բացօդեայ կրակ
373,Last::N,teher,բեռ
374,Gang::N,járás,զբոսանք
375,Schritt::N,lépés,քայլ
376,Norden::N,észak,հյուսիս
377,Süden::N,dél,հարավ
378,Westen::N,nyugat,արեւմուտք
379,Osten::N,kelet,արեւելք
380,Holz::N,fa,փայտ
381,Brett::N,deszka,տախտակ
382,Platte::N,lap,թիթեղ
383,Platte::N,lemez,թիթեղ
384,Stütze::N,támasz,նեցուկ
385,Stütze::N,támaszték,նեցուկ
386,Stange::N,rúd,ձող
387,Stange::N,pózna,ձող
388,Stock::N,pálca,փայտ
389,Stab::N,bot,ցուպ
390,Stab::N,bot,գավազան
391,Rohr::N,cső,խողովակ
392,Haus::N,ház,տուն
393,Heim::N,otthon,տուն
394,Ofen::N,kályha,վառարան
395,Fußboden::N,padló,հատակ
396,Tisch::N,asztal,սեղան
397,Stuhl::N,szék,աթոռ
398,Wiege::N,bölcső,օրորոց
399,Bett::N,ágy,անկողին
400,Regal::N,polc,դարակ
401,Regal::N,állvány,դարակ
402,Kiste::N,láda,տուփ
403,Fenster::N,ablak,պատուհան
404,Tür::N,ajtó,դուռ
405,Tor::N,kapu,դարպաս
406,Zaun::N,kerítés,ցանկապատ
407,Dach::N,tető,տանիք
408,Dach::N,tető,կտուր
409,Leiter::N,létra,սանդուղք
410,Besen::N,seprű,ավել
411,Spaten::N,ásó,բահ
412,Schaufel::N,lapát,թի
413,Gabel::N,villa,պատառաքաղ
414,Löffel::N,kanál,գդալ
415,Messer::N,kés,դանակ
416,Nagel::N,szeg,մեխ
417,Netz::N,háló,ցանց
418,Haken::N,kampó,կարթ
419,Griff::N,nyél,կոթ
420,Griff::N,nyél,բռնակ
421,Griff::N,fogantyú,կոթ
422,Griff::N,fogantyú,բռնակ
423,Schloss::N,zár,կողպեք
424,Bild::N,kép,նկար
425,Bild::N,kép,պատկեր
426,Figur::N,alak,քանդակ
427,Figur::N,alak,պատկեր
428,Puppe::N,bábu,տիկնիկ
429,Beutel::N,zacskó,տոպրակ
430,Bündel::N,köteg,կապոց
431,Tasche::N,táska,պայուսակ
432,Eimer::N,vödör,դույլ
433,Deckel::N,fedő,կափարիչ
434,Deckel::N,fedél,կափարիչ
435,Geschirr::N,edény,ամանեղեն
436,Sack::N,zsák,պարկ
437,Sack::N,zsák,տոպրակ
438,Tasse::N,csésze,թաս
439,Tasse::N,csésze,գավաթ
440,Topf::N,fazék,անոթ
441,Kessel::N,üst,կաթսա
442,Kessel::N,bogrács,կաթսա
443,Essen::N,evés,կերակուր
444,Essen::N,étkezés,կերակուր
445,Nahrung::N,ennivaló,ուտելիք
446,Speise::N,étel,խորտիկ
447,Speise::N,étel,կերակուր
448,Fleisch::N,hús,միս
449,Getreide::N,gabona,հացահատիկ
450,Brei::N,pép,լանդակ
451,Brei::N,kása,լանդակ
452,Brot::N,kenyér,հաց
453,Scheibe::N,szelet,կտոր
454,Scheibe::N,szelet,պատառ
455,Fett::N,háj,ճարպ
456,Fett::N,zsír,ճարպ
457,Butter::N,vaj,կարագ
458,Öl::N,olaj,ձեթ
459,Salz::N,só,աղ
460,Suppe::N,leves,սուպ
461,Suppe::N,leves,ապուր
462,Honig::N,méz,մեղր
463,Milch::N,tej,կաթ
464,Tee::N,tea,թեյ
465,Leder::N,bőr,կաշի
466,Wolle::N,gyapjú,բուրդ
467,Stoff::N,szövet,գործվածք
468,Nadel::N,tű,ասեղ
469,Faden::N,fonál,թել
470,Knopf::N,gomb,կոճակ
471,Knoten::N,csomó,հանգույց
472,Farbe::N,szín,ներկ
473,Farbe::N,festék,ներկ
474,Kleidung::N,ruha,հագուստ
475,Kleidung::N,ruházat,հագուստ
476,Hemd::N,ing,վերնաշապիկ
477,Kragen::N,gallér,օձիք
478,Ärmel::N,ujj,թեւք
479,Hose::N,gatya,շալվար
480,Hose::N,nadrág,շալվար
481,Gürtel::N,öv,գոտի
482,Mütze::N,sapka,կեպի
483,Schuh::N,cipő,կոշիկ
484,Stiefel::N,csizma,երկարաճիթ կոշիկ
485,Ring::N,gyűrű,զնգալ
486,Band::N,szalag,ժապավեն
487,Kamm::N,fésű,սանր
488,Spiegel::N,tükör,հայելի
489,Riemen::N,szíj,փոկ
490,Schnur::N,zsinór,լար
491,Leine::N,póráz,փոկ
492,Decke::N,takaró,վերմակ
493,Kissen::N,párna,բարձ
494,Tuch::N,kendő,թաշկինակ
495,Handtuch::N,törülköző,սրբիչ
496,Kraft::N,erő,ուժ
497,Stärke::N,erő,պնդություն
498,Stärke::N,erő,ամրություն
499,Stärke::N,erősség,պնդություն
500,Stärke::N,erősség,ամրություն
501,Gesundheit::N,egészség,առողջություն
502,Krankheit::N,kór,ախտ
503,Krankheit::N,kór,հիվանդություն
504,Krankheit::N,betegség,ախտ
505,Krankheit::N,betegség,հիվանդություն
506,Schmerz::N,fájdalom,ցավ
507,Schmerz::N,fájdalom,տանջանք
508,Wunde::N,seb,վերք
509,Fieber::N,láz,տենդ
510,Arznei::N,orvosság,դեղ
511,Arznei::N,gyógyszer,դեղ
512,Brücke::N,híd,կամուրջ
513,Brunnen::N,kút,հոր
514,Brunnen::N,kút,ջրհոր
515,Weide::N,legelő,արոտավայր
516,Pfad::N,ösvény,արահետ
517,Weg::N,út,ուղի
518,Straße::N,út,ճանապարհ
519,Dorf::N,falu,գյուղ
520,Stadt::N,város,քաղաք
521,Brief::N,levél,նամակ
522,Buch::N,könyv,գիրք
523,Buchstabe::N,betű,տառ
524,Buchstabe::N,betű,գիր
525,Zeitung::N,újság,լրագիր
526,Zeitung::N,hírlap,լրագիր
527,Leben::N,élet,կյանք
528,Tod::N,halál,մահ
529,Grab::N,sír,գերեզման
530,Kirche::N,templom,եկեղեցի
531,Sünde::N,bűn,մեղք
532,Sünde::N,vétek,մեղք
533,Gott::N,isten,աստված
534,Arbeiter::N,munkás,բանվոր
535,Arbeiter::N,munkás,աշխատող
536,Chef::N,főnök,տեր
537,Meister::N,mester,վարպետ
538,Arzt::N,orvos,բժիշկ
539,Lehrer::N,tanár,ուսուցիչ
540,Lehrer::N,tanító,ուսուցիչ
541,Geld::N,pénz,փող
542,Geschäft::N,üzlet,գործ
543,Geschäft::N,üzlet,աշխատանք
544,Laden::N,bolt,կրպակ
545,Laden::N,bolt,խանութ
546,Preis::N,ár,գին
547,Ware::N,áru,ապրանք
548,Nutzen::N,haszon,օգուտ
549,Reichtum::N,gazdagság,հարստություն
550,Welt::N,világ,աշխարհ
551,Land::N,ország,երկիր
552,Staat::N,állam,պետություն
553,König::N,király,արքա
554,König::N,király,թագավոր
555,Macht::N,hatalom,իշխանություն
556,Grenze::N,határ,սահման
557,Krieg::N,háború,պատերազմ
558,Feind::N,ellenség,թշնամի
559,Gewalt::N,erőszak,բռնություն
560,Gewalt::N,erőszak,սաստկություն
561,Kampf::N,harc,մարտ
562,Bogen[Waffe]::N,íj,աղեղ
563,Pfeil::N,nyíl,նետ
564,Gewehr::N,puska,հրացան
565,Gewehr::N,fegyver,հրացան
566,Fehler::N,hiba,սխալ
567,Lüge::N,hazugság,սուտ
568,Schaden::N,kár,վնաս
569,Unglück::N,csapás,դժբախտություն
570,Unglück::N,balszerencse,դժբախտություն
571,Schuld::N,bűn,պակասություն
572,Alter::N,kor,հասակ
573,Schluss::N,vég,վերջ
574,Schluss::N,vég,վախճան
575,Schluss::N,befejezés,վերջ
576,Schluss::N,befejezés,վախճան
577,Zeit::N,idő,ժամանակ
578,Tag::N,nap,օր
579,Morgen::N,reggel,առավոտ
580,Mittag::N,dél,կեսօր
581,Abend::N,este,երեկո
582,Nacht::N,éj,գիշեր
583,Nacht::N,éjszaka,գիշեր
584,Woche::N,hét,շաբաթ
585,Monat::N,hó,ամիս
586,Monat::N,hónap,ամիս
587,Jahr::N,év,տարի
588,Frühling::N,tavasz,գարուն
589,Sommer::N,nyár,ամառ
590,Herbst::N,ősz,աշուն
591,Winter::N,tél,ձմեռ
592,Januar::N,január,հունվար
593,Februar::N,február,փետրվար
594,März::N,március,մարտ
595,April::N,április,ապրիլ
596,Mai::N,május,մայիս
597,Juni::N,június,հունիս
598,Juli::N,július,հուլիս
599,August::N,augusztus,օգոստոս
600,September::N,szeptember,սեպտեմբեր
601,Oktober::N,október,հոկտեմբեր
602,November::N,november,նոյեմբեր
603,Dezember::N,december,դեկտեմբեր
604,Montag::N,hétfő,երկուշաբթի
605,Dienstag::N,kedd,երեքշաբթի
606,Mittwoch::N,szerda,չորեքշաբթի
607,Donnerstag::N,csütörtök,հինգշաբթի
608,Freitag::N,péntek,ուրբաթ
609,Samstag::N,szombat,շաբաթ
610,Sonntag::N,vasárnap,կիրակի
611,groß::A,nagy,մեծ
612,groß::A,nagy,խոշոր
613,klein::A,pici,պստիկ
614,klein::A,pici,փոքրիկ
615,klein::A,kicsi,պստիկ
616,klein::A,kicsi,փոքրիկ
617,lang::A,hosszú,երկար
618,kurz::A,rövid,կարճ
619,breit::A,széles,լայն
620,schmal::A,keskeny,նեղ
621,dicht::A,sűrű,խիտ
622,dick[Gegenstand]::A,vastag,հաստ
623,dünn::A,vékony,բարակ
624,fein::A,vékony,նուրբ
625,fest::A,szilárd,ամուր
626,fest::A,szilárd,պինդ
627,flach::A,sík,տափակ
628,flach::A,lapos,տափակ
629,glatt::A,sima,հարթ
630,hart::A,kemény,կարծր
631,weich::A,puha,մեղմ
632,weich::A,puha,փափուկ
633,rund::A,kerek,կլոր
634,spitz::A,hegyes,սրածայր
635,scharf::A,éles,սուր
636,stumpf::A,tompa,գուլ
637,stumpf::A,életlen,գուլ
638,schwer::A,nehéz,ծանր
639,schwer::A,súlyos,ծանր
640,schön::A,szép,սիրուն
641,schön::A,szép,գեղեցիկ
642,heiß::A,forró,թեժ
643,warm::A,meleg,տաք
644,warm::A,meleg,ջերմ
645,kalt::A,hideg,ցուրտ
646,kühl::A,hűs,զով
647,kühl::A,hűvös,զով
648,frisch::A,üde,թարմ
649,frisch::A,friss,թարմ
650,feucht::A,nedves,ղոնավ
651,nass::A,vizes,թաց
652,trocken::A,száraz,ցամաք
653,voll::A,telt,լի
654,voll::A,telt,լիքը
655,leer::A,üres,դատարկ
656,offen::A,nyílt,բաց
657,offen::A,nyitott,բաց
658,geschlossen::A,zárt,գոց
659,geschlossen::A,csukott,գոց
660,sauber::A,tiszta,մաքուր
661,schmutzig::A,piszkos,կեղտոտ
662,schmutzig::A,szennyes,կեղտոտ
663,roh::A,nyers,հում
664,reif::A,érett,հասած
665,reif::A,érett,հասուն
666,lecker::A,finom,համեղ
667,süß::A,édes,անուշ
668,bitter::A,keserű,կծու
669,sauer::A,savanyú,թթու
670,sauer::A,savanyú,թթված
671,hell::A,világos,պայծառ
672,hell::A,világos,խելամիտ
673,dunkel::A,sötét,մութ
674,schwarz::A,fekete,սեւ
675,weiß::A,fehér,սպիտակ
676,rot::A,vörös,կարմիր
677,gelb::A,sárga,դեղին
678,blau::A,kék,կապույտ
679,grün::A,zöld,կանաչ
680,grau::A,ősz,գորշ
681,grau::A,szürke,գորշ
682,bunt::A,tarka,գոյնզգոյն
683,bunt::A,színes,գոյնզգոյն
684,billig::A,olcsó,էժան
685,teuer::A,drága,թանկ
686,wertvoll::A,értékes,թանկարժեք
687,blind::A,vak,կույր
688,taub::A,süket,խուլ
689,kräftig::A,erős,հզոր
690,stark::A,erős,ուժեղ
691,schwach::A,gyenge,տկար
692,schwach::A,gyenge,թույլ
693,schwach::A,erőtlen,տկար
694,schwach::A,erőtlen,թույլ
695,fett::A,hájas,գեր
696,schlank::A,karcsú,նիհար
697,hübsch::A,csinos,գրավիչ
698,hübsch::A,csinos,սիրունիկ
699,böse::A,rossz,չար
700,böse::A,gonosz,չար
701,dumm::A,buta,հիմար
702,dumm::A,ostoba,հիմար
703,faul::A,lusta,ծույլ
704,fleißig::A,szorgalmas,ջանասեր
705,fleißig::A,szorgalmas,փութաջան
706,geizig::A,fukar,ագահ
707,geizig::A,fukar,կծծի
708,geizig::A,fösvény,ագահ
709,geizig::A,fösvény,կծծի
710,klug::A,okos,խելոք
711,klug::A,okos,ընդունակ
712,klug::A,eszes,խելոք
713,klug::A,eszes,ընդունակ
714,geschickt::A,ügyes,ճարտար
715,lieb::A,drága,սիրելի
716,lieb::A,kedves,սիրելի
717,lustig::A,víg,զվարթ
718,lustig::A,vidám,զվարթ
719,sanft::A,enyhe,հեզ
720,hungrig::A,éhes,քաղցած
721,krank::A,beteg,հիվանդ
722,nackt::A,csupasz,մերկ
723,nackt::A,meztelen,մերկ
724,traurig::A,bús,տխուր
725,traurig::A,szomorú,տխուր
726,lebendig::A,élő,կենդանի
727,gut::A,jó,լավ
728,schlecht::A,rossz,վատ
729,richtig::A,helyes,ձիշտ
730,schlimm::A,rossz,լղրճուկ
731,wahr::A,igaz,ճիշտ
732,wahr::A,igaz,իրական
733,alt::A,ó,հին
734,alt::A,régi,հին
735,neu::A,új,նոր
736,ehemalig::A,volt,նախկին
737,ehemalig::A,egykori,նախկին
738,alt[Lebewesen]::A,öreg,ծեր
739,alt[Lebewesen]::A,öreg,պառավ
740,jung::A,fiatal,մատաղ
741,arm::A,szegény,աղքատ
742,reich::A,gazdag,հարուստ
743,bekannt::A,ismert,ծանոթ
744,bekannt::A,ismeretes,ծանոթ
745,berühmt::A,híres,հայտնի
746,berühmt::A,híres,հռչակավոր
747,fremd::A,idegen,օտար
748,verschieden::A,különböző,տարբեր
749,nah::A,közeli,մոտ
750,nah::A,közeli,մերձ
751,fern::A,távoli,հեռավոր
752,linker::A,bal,ձախ
753,rechter::A,jobb,աջ
754,anderer::A,más,այլ
755,anderer::A,más,ուրիշ
756,anderer::A,másik,այլ
757,anderer::A,másik,ուրիշ
758,erster::A,első,առաջին
759,zweiter::A,második,երկրորդ
760,dritter::A,harmadik,երրորդ
761,letzter::A,utolsó,վերջին
762,allein::ADV,egyedül,միայնակ
763,auf einmal::ADV,egyszerre,միասնաբար
764,zusammen::ADV,együtt,միասին
765,zusammen::ADV,együtt,իրար հետ
766,zusammen::ADV,összesen,միասին
767,zusammen::ADV,összesen,իրար հետ
768,lange::ADV,sokáig,երկար ժամանակ
769,lange::ADV,hosszan,երկար ժամանակ
770,plötzlich::ADV,hirtelen,հանկարծ
