,Concept_ID,fa,ka
722,blau::A,آبی,ლურჯი
723,blau::A,آبی,ცისფერი
724,grün::A,سبز,მწვანე
725,grau::A,طوسی,რუხი
726,grau::A,طوسی,ნაცრისფერი
727,grau::A,خاکستری,რუხი
728,grau::A,خاکستری,ნაცრისფერი
729,bunt::A,رنگارنگ,ჭრელი
730,bunt::A,رنگارنگ,ფერადი
731,billig::A,ارزان,იაფი
732,teuer::A,گران,ძვირი
733,wertvoll::A,قیمتی,ღირსიანი
734,wertvoll::A,گرانبها,ღირსიანი
735,blind::A,کور,ბრმა
736,blind::A,نابینا,ბრმა
737,taub::A,کر,ყრუ
738,taub::A,ناشنوا,ყრუ
739,kräftig::A,قوی,ძალავანი
740,stark::A,قوی,ძლიერი
741,stark::A,قوی,ღონიერი
742,stark::A,نیرومند,ძლიერი
743,stark::A,نیرومند,ღონიერი
744,schwach::A,ضعیف,სუსტი
745,fett::A,چرب,სქელი
746,schlank::A,باریک‌اندام,გამხდარი
747,hübsch::A,قشنگ,ეშხიანი
748,hübsch::A,قشنگ,მშვენიერი
749,hübsch::A,خوشگل,ეშხიანი
750,hübsch::A,خوشگل,მშვენიერი
751,böse::A,بد,ავი
752,böse::A,بد,ბოროტი
753,dumm::A,احمق,ბოთე
754,dumm::A,احمق,სულელი
755,faul::A,لش,ზანტი
756,faul::A,لش,ზარმაცი
757,faul::A,تنبل,ზანტი
758,faul::A,تنبل,ზარმაცი
759,fleißig::A,زرنگ,ბეჯითი
760,fleißig::A,زرنگ,მუყაითი
761,geizig::A,خسیس,ძუნწი
762,klug::A,عاقل,ჭკვიანი
763,klug::A,باهوش,ჭკვიანი
764,geschickt::A,ماهر,მარჯვე
765,geschickt::A,ماهر,გაწაფული
766,lieb::A,عزیز,სატრფიალო
767,lustig::A,شاد,მხიარული
768,lustig::A,خوشحال,მხიარული
769,sanft::A,لطیف,ალერსიანი
770,sanft::A,لطیف,გრძნობიერი
771,hungrig::A,گرسنه,მშიერი
772,krank::A,مریض,სნეული
773,krank::A,مریض,ავადმყოფი
774,krank::A,بیمار,სნეული
775,krank::A,بیمار,ავადმყოფი
776,nackt::A,لخت,ტიტველი
777,nackt::A,برهنه,ტიტველი
778,traurig::A,غمگین,მწუხარე
779,traurig::A,غمگین,სევდიანი
780,lebendig::A,زنده,ცოცხალი
781,gut::A,خوب,კარგი
782,schlecht::A,بد,უხეირო
783,richtig::A,درست,ნამდვილი
784,schlimm::A,وخيم,ცუდი
785,wahr::A,درست,სწორი
786,wahr::A,درست,ჭეშმარიტი
787,wahr::A,حقیقی,სწორი
788,wahr::A,حقیقی,ჭეშმარიტი
789,alt::A,کهنه,ძველი
790,neu::A,نو,ახალი
791,ehemalig::A,قبلی,ყოფილი
792,alt[Lebewesen]::A,پیر,ბებერი
793,jung::A,جوان,ნორჩი
794,jung::A,جوان,ახალგაზრდა
795,arm::A,فقیر,ღარიბი
796,reich::A,پولدار,მდიდარი
797,reich::A,ثروتمند,მდიდარი
798,bekannt::A,آشنا,ცნობილი
799,bekannt::A,معلوم,ცნობილი
800,berühmt::A,مشهور,გამოჩენილი
801,fremd::A,خارجی,უცხო
802,fremd::A,خارجی,გარეშე
803,fremd::A,بیگانه,უცხო
804,fremd::A,بیگانه,გარეშე
805,verschieden::A,مختلف,სხვაგვარი
806,verschieden::A,متفاوت,სხვაგვარი
807,nah::A,نزدیک,ახლო
808,fern::A,دور,შორი
809,fern::A,دور,შორეული
810,linker::A,چپ,მარცხენა
811,rechter::A,راست,მარჯვენა
812,anderer::A,دیگر,სხვა
813,erster::A,اول,პირველი
814,zweiter::A,دوم,მეორე
815,dritter::A,سوم,მესამე
816,letzter::A,آخر,ბოლო
817,letzter::A,آخر,უკანასკნელი
818,allein::ADV,تنها,მარტო
819,auf einmal::ADV,همزمان,ერთდროულად
820,zusammen::ADV,باهم,ერთად
821,lange::ADV,مدت‌ها,დიდხანს
822,lange::ADV,مدت زیادی,დიდხანს
823,plötzlich::ADV,ناگهان,მოულოდნელად
824,sofort::ADV,فوراً,ახლავე
825,später::ADV,بعدها,მოგვიანებით
826,jetzt::ADV,حالا,ახლა
827,jetzt::ADV,اکنون,ახლა
828,heute::ADV,امروز,დღეს
829,morgen::ADV,فردا,ხვალ
830,bald::ADV,زود,მალე
831,bald::ADV,بزودی,მალე
832,dann::ADV,سپس,მერე
833,dann::ADV,آنوقت,მერე
834,gestern::ADV,دیروز,გუშინ
835,einst::ADV,وقتی,ოდესღაც
836,einst::ADV,زمانی,ოდესღაც
837,damals::ADV,آنوقت,მაშინ
838,damals::ADV,آنزمان,მაშინ
839,danach::ADV,بعد,მერმე
840,danach::ADV,بعد,შემდეგ
841,vorher::ADV,قبلاً,ადრე
842,vorher::ADV,قبلاً,წინათ
843,zuerst::ADV,اول,ჯერ
844,zuerst::ADV,ابتداء,ჯერ
845,einmal::ADV,یکدفعه,ერთხელ
846,manchmal::ADV,گاهی,ხან
847,manchmal::ADV,گاهی,ზოგჯერ
848,manchmal::ADV,بعضی اوقات,ხან
849,manchmal::ADV,بعضی اوقات,ზოგჯერ
850,oft::ADV,اغلب,ხშირად
851,immer::ADV,همیشه,მუდამ
852,immer::ADV,همیشه,ყოველთვის
853,niemals::ADV,هرگز,არასდროს
854,hier::ADV,اینجا,აქ
855,hierhin::ADV,به اینجا,აქეთ
856,von hier::ADV,از اینجا,აქედან
857,dort::ADV,آنجا,იქ
858,dorthin::ADV,به آنجا,იქით
859,geradeaus::ADV,راست,პირდაპირ
860,vorwärts::ADV,جلو,წინ
861,vorwärts::ADV,به پیش,წინ
862,rückwärts::ADV,عقب,უკან
863,zurück::ADV,پس,უკანვე
864,zurück::ADV,عقب,უკანვე
865,zurück::ADV,بالعکس,უკანვე
866,unten::ADV,زیر,დაბლა
867,unten::ADV,زیر,ქვევით
868,unten::ADV,پایین,დაბლა
869,unten::ADV,پایین,ქვევით
870,hinab::ADV,به پایین,ძირს
871,oben::ADV,بالا,ზემოთ
872,hinauf::ADV,به بالا,ზევით
873,überall::ADV,همه‌جا,ყველგან
874,nicht::ADV,نه,არ
875,ein wenig::ADV,کمی,ცოტა
876,kaum::ADV,به سختی,ძლივს
877,sehr::ADV,خیلی,მეტად
878,sehr::ADV,خیلی,ძალიან
879,sehr::ADV,بسیار,მეტად
880,sehr::ADV,بسیار,ძალიან
881,so::ADV,چنین,ისე
882,so::ADV,اینطور,ისე
883,noch::ADV,هنوز,ჯერ
884,nur::ADV,فقط,მხოლოდ
885,nur::ADV,تنها,მხოლოდ
886,schon::ADV,قبلاً,უკვე
887,schon::ADV,به این زودی,უკვე
888,wieder::ADV,باز,ისევ
889,wieder::ADV,باز,კიდევ
890,wieder::ADV,دوباره,ისევ
891,wieder::ADV,دوباره,კიდევ
892,vergebens::ADV,بیهوده,ამაოდ
893,vergebens::ADV,بیهوده,ტყუილად
894,vor::PRP,در جلوی,წინ
895,hinter::PRP,پشت,უკან
896,hinter::PRP,پشت,მიღმა
897,unter::PRP,تحت,ქვეშ
898,unter::PRP,تحت,ქვევით
899,durch::PRP,از وسط,გავლით
900,durch::PRP,از ميان,გავლით
901,neben::PRP,کنار,გვერდით
902,neben::PRP,پهلوی,გვერდით
903,zwischen::PRP,بین,შუა
904,zwischen::PRP,بین,შორის
905,zwischen::PRP,میان,შუა
906,zwischen::PRP,میان,შორის
907,wegen::PRP,برای,გამო
908,wegen::PRP,برای,შედეგად
909,wegen::PRP,بخاطر,გამო
910,wegen::PRP,بخاطر,შედეგად
911,dies::PRN,این,ეს
912,das::PRN,آن,ეგ
913,alles::PRN,تمام,ყველაფერი
914,alles::PRN,همه‌چیر,ყველაფერი
915,ich::PRN,من,მე
916,du::PRN,تو,შენ
917,er::PRN,او,ის
918,er::PRN,او,იგი
919,wir::PRN,ما,ჩვენ
920,ihr::PRN,شما,თქვენ
921,sie::PRN,آنها,ისინი
922,was::FPRN,چه,რა
923,wer::FPRN,کی,ვინ
924,wo::FADV,کجا,სად
925,wohin::FADV,بکجا,საით
926,wie::FADV,چطور,როგორ
927,wie::FADV,چگونه,როგორ
928,warum::FADV,چرا,რაზე
929,warum::FADV,چرا,რატომ
930,warum::FADV,برای چه,რაზე
931,warum::FADV,برای چه,რატომ
932,wieviel::FNUM,چند,რამდენი
933,wieviel::FNUM,چقدر,რამდენი
934,eins::NUM,یک,ერთი
935,zwei::NUM,دو,ორი
936,drei::NUM,سه,სამი
937,vier::NUM,چهار,ოთხი
938,fünf::NUM,پنج,ხუთი
939,sechs::NUM,شش,ექვსი
940,sieben::NUM,هفت,შვიდი
941,acht::NUM,هشت,რვა
942,neun::NUM,نه,ცხრა
943,zehn::NUM,ده,ათი
944,elf::NUM,یازده,თერთმეტი
945,zwölf::NUM,دوازده,თორმეტი
946,zwanzig::NUM,بیست,ოცი
947,dreißig::NUM,سی,ოცდაათი
948,vierzig::NUM,چهل,ორმოცი
949,fünfzig::NUM,پنجاه,ორმოცდაათი
950,sechzig::NUM,شصت,სამოცი
951,siebzig::NUM,هفتاد,სამოცდაათი
952,achtzig::NUM,هشتاد,ოთხმოცი
953,neunzig::NUM,نود,ოთხმოცდაათი
954,hundert::NUM,صد,ასი
955,tausend::NUM,هزار,ათასი
956,und::CNJ,و,და
957,oder::CNJ,یا,ან
958,stehen::V,ایستادن,დგას
959,sitzen::V,نشستن,ზის
960,liegen::V,خوابیدن,აწევს
961,liegen::V,دراز کشیدن,აწევს
962,hängen::V,آویزان بودن,კიდია
963,werden::V,شدن,გახდება
964,passieren::V,گذشتن,მოხდება
965,passieren::V,اتفاق افتادن,მოხდება
966,beginnen::V,شروع شدن,იწყება
967,enden::V,تمام شدن,გათავდება
968,wechseln::V,عوض شدن,იცვლება
969,aufgehen[Sonne]::V,برآمدن,ამოდის
970,aufgehen[Sonne]::V,طلوع کردن,ამოდის
971,untergehen[Sonne]::V,غروب کردن,ჩადის
972,scheinen[Sonne]::V,تابیدن,ანათებს
973,donnern::V,رعد زدن,ქუხს
974,wehen::V,دمیدن,ქრის
975,wehen::V,دمیدن,დაუბერავს
976,strömen::V,روان شدن,იღვრება
977,fließen::V,روان شدن,დის
978,fließen::V,روان شدن,მიედინება
979,sich drehen::V,چرخیدن,ტრიალებს
980,schwanken::V,خم و راست شدن,ირხევა
981,schwingen::V,تاب خوردن,ირხევა
982,schwingen::V,نوسان کردن,ირხევა
983,fallen::V,افتادن,დავარდება
984,fallen::V,سقوط کردن,დავარდება
985,brennen::V,سوزاندن,იწვის
986,rauchen::V,دود کردن,ბოლავს
987,rauchen::V,دود کردن,აბოლებს
988,regnen::V,باران آمدن,წვიმს
989,gefrieren::V,یخ بستن,იყინება
990,tauen::V,آب شدن,დნება
991,schmelzen::V,آب شدن,დნება
992,trocknen::V,خشک شدن,გაშრება
993,sieden::V,جوشیدن,დუღს
994,faulen::V,فاسد شدن,ლპება
995,verfaulen::V,پوسیدن,ლპება
996,reißen::V,پاره شدن,დაიხევა
997,versinken::V,غرق شدن,ეფლობა
998,versinken::V,غرق شدن,ჩაიძირება
999,vergehen::V,گذشتن,გადის
1000,erscheinen::V,ظاهر شدن,გამოჩნდება
1001,verschwinden::V,گم شدن,გააქრება
1002,verschwinden::V,گم شدن,დაიკარგება
1003,verschwinden::V,از بین رفتن,გააქრება
1004,verschwinden::V,از بین رفتن,დაიკარგება
1005,sinken::V,پایین آمدن,დაიწევს
1006,abnehmen::V,کم شدن,შემცირდება
1007,zunehmen::V,زیاد شدن,გასუქდება
1008,steigen::V,بالا رفتن,მოიმატებს
1009,wachsen::V,قد کشیدن,იზრდება
1010,wachsen::V,قد کشیدن,მრავლდება
1011,glänzen::V,برق زدن,ბრწყინავს
1012,funkeln::V,جرقه زدن,კაშკაშებს
1013,lärmen::V,شلوغ کردن,ხმაურობს
1014,läuten::V,زنگ زدن,დარეკავს
1015,klingeln::V,زنگ زدن,დარეკავს
1016,klirren::V,جرنگ جرنگ صدا کردن,დააწკარუნებს
1017,brausen::V,طوفانی بودن,ბობოქრობს
1018,rauschen::V,خش‌خش کردن,შრიალებს
1019,klingen::V,صدا دادن,ხმას გამოსცემს
1020,bellen::V,عوعو کردن,უყეფს
1021,heulen::V,زوزه کشیدن,ღმუის
1022,blasen::V,فوت کردن,დაუბერავს
1023,pfeifen::V,سوت زدن,უსტვენს
1024,schreien::V,فریاد زدن,ყვირის
1025,stöhnen::V,نالیدن,კვნესის
1026,zittern::V,لرزیدن,აძაგძაგებს
1027,leben::V,زیستن,ცოცხლობს
1028,leben::V,زندگی کردن,ცოცხლობს
1029,geboren werden::V,متولد شدن,იშვება
1030,geboren werden::V,متولد شدن,იბადება
1031,atmen::V,تنفس کردن,სუნთქავს
1032,trinken::V,نوشیدن,სვამს
1033,trinken::V,نوشیدن,დალევს
1034,essen::V,خوردن,შეჭამს
1035,schlucken::V,بلعیدن,ყლაპავს
1036,schlucken::V,قورت دادن,ყლაპავს
1037,müde werden::V,خسته شدن,დაიქანცება
1038,einschlafen::V,خواب رفتن,დაიძინებს
1039,schlafen::V,خوابیدن,სძინავს
1040,aufwachen::V,از خواب بیدار شدن,გაიღვიძებს
1041,aufstehen::V,بیدار شدن,ადგება
1042,sich erholen::V,استراحت کردن,დაისვენებს
1043,krank werden::V,مریض شدن,ავად გახდება
1044,krank sein::V,بیمار بودن,ავადმყოფობს
1045,schmerzen::V,درد کردن,სტკივა
1046,husten::V,سرفه کردن,ახველებს
1047,genesen::V,بهبود یافتن,მორჩება
1048,sterben::V,مردن,კვდება
1049,umkommen::V,کشته شدن,დაიღუპება
1050,sich bewegen::V,حرکت کردن,იძვრის
1051,sich bewegen::V,حرکت کردن,მოძრაობს
1052,sich rühren::V,تکان خوردن,გაინძრევა
1053,sich erheben::V,برخواستن,ადგება
1054,sich setzen::V,نشستن,დაჯდება
1055,hinfallen::V,زمین خوردن,დაეცემა
1056,laufen::V,پیاده رفتن,დადის
1057,schreiten::V,قدم زدن,აბიჯებს
1058,spazierengehen::V,گردش رفتن,დასეირნობს
1059,eilen::V,شتاب کردن,მიიჩქარის
1060,sich beeilen::V,عجله کردن,აჩქარდება
1061,sausen::V,صفیر کشیدن,მიქრის
1062,rennen::V,دویدن,დარბის
1063,springen::V,پریدن,ხტის
1064,klettern::V,بالا رفتن,ძვრება
1065,schaukeln::V,تاب خوردن,ქანაობს
1066,kriechen::V,خزیدن,დაბობღავს
1067,schwimmen::V,شنا کردن,ცურავს
1068,tauchen::V,غواصی کردن,ჩაიძირება
1069,rudern::V,پارو زدن,ნიჩაბს უსვამს
1070,fahren::V,سواره رفتن,დადის
1071,fahren::V,سواره رفتن,მგზავრობს
1072,fliegen::V,پریدن,იფრენს
1073,fliegen::V,پریدن,გაფრინდება
1074,gehen::V,رفتن,მიდის
1075,weggehen::V,رفتن,წამოდის
1076,abfahren::V,حرکت کردن,მიემგზავრება
1077,anhalten::V,ایست کردن,ჩერდება
1078,hineingehen::V,داخل شدن,შედის
1079,eintreten::V,وارد شدن,შედის
1080,kommen::V,آمدن,მოდის
1081,ankommen::V,رسیدن,ჩადის
1082,zurückkommen::V,برگشتن,დაბრუნდება
1083,bleiben::V,ماندن,დარჩება
1084,warten::V,منتظر بودن,ელოდება
1085,erwarten::V,انتظار داشتن,ელის
1086,erwarten::V,انتظار داشتن,დაიცდის
1087,suchen::V,جستجو کردن,ეძებს
1088,suchen::V,جستجو کردن,მოძებნის
1089,finden::V,یافتن,მიაგნებს
1090,finden::V,یافتن,გამოძებნის
1091,finden::V,پیدا کردن,მიაგნებს
1092,finden::V,پیدا کردن,გამოძებნის
1093,versuchen::V,سعی کردن,ცდის
1094,versuchen::V,سعی کردن,ცდილობს
1095,versuchen::V,کوشش کردن,ცდის
1096,versuchen::V,کوشش کردن,ცდილობს
1097,vorbereiten::V,آماده کردن,მოამზადებს
1098,lieben::V,عاشق بودن,უყვარს
1099,mögen::V,میل داشتن,ეტრფის
1100,mögen::V,دوست داشتن,ეტრფის
1101,lachen::V,خندیدن,იცინის
1102,rühren::V,به رقت آوردن,გულს აუჩუყებს
1103,weinen::V,گریه کردن,ტირის
1104,schimpfen::V,فحاشی کردن,შეიგინება
1105,sich ärgern::V,ناراحت شدن,გაბრაზობს
1106,sich fürchten::V,واهمه کردن,შიშობს
1107,fürchten::V,ترسیدن,ფრთხილობს
1108,fliehen::V,گریختن,გაიქცევა
1109,flüchten::V,فرار کردن,გაიქცევა
1110,sehen::V,دیدن,ხედავს
1111,anschauen::V,نگاه کردن,ნახავს
1112,ansehen::V,تماشا کردن,უყურებს
1113,hören::V,شنیدن,ისმენს
1114,zuhören::V,گوش دادن,მოისმენს
1115,probieren::V,چشیدن,გასინჯავს
1116,riechen::V,بوییدن,ყნოსავს
1117,riechen::V,بو کردن,ყნოსავს
1118,fühlen::V,احساس کردن,გრძნობს
1119,scheinen::V,بنظر آمدن,ეჩვენება
1120,zu sehen sein::V,دیده شدن,მოჩანს
1121,vernehmen::V,شنیدن,გაიგებს
1122,frieren::V,سرد بودن,იყინება
1123,tun::V,کردن,აკეთებს
1124,können::V,توانستن,შეიძლება
1125,wollen::V,خواستن,უნდა
1126,anfangen::V,شروع کردن,დაიწყებს
1127,beenden::V,تمام کردن,ამთავრებს
1128,beenden::V,پایان دادن,ამთავრებს
1129,aufhören::V,دست کشیدن,შეწყვეტს
1130,gelingen::V,موفق شدن,მოახერხებს
1131,geraten::V,نتیجه دادن,გამოდის
1132,öffnen::V,گشودن,გახსნის
1133,öffnen::V,باز کردن,გახსნის
1134,schließen::V,بستن,ხურავს
1135,schließen::V,بستن,დაკეტავს
1136,schließen::V,قفل کردن,ხურავს
1137,schließen::V,قفل کردن,დაკეტავს
1138,stellen::V,گذاردن,დადგამს
1139,setzen::V,نشاندن,დასვამს
1140,legen::V,گذاشتن,დადებს
1141,berühren::V,دست زدن,შეახებს
1142,berühren::V,دست زدن,მიაკარებს
1143,berühren::V,لمس کردن,შეახებს
1144,berühren::V,لمس کردن,მიაკარებს
1145,verbinden::V,وصل کردن,შეაერთებს
1146,bedecken::V,پوشاندن,გადააფარებს
1147,aufhängen::V,آویختن,დაკიდებს
1148,anzünden::V,سوزاندن,დაანთებს
1149,anzünden::V,سوزاندن,მოუკიდებს
1150,aufheben::V,برداشتن,აიღებს
1151,aufheben::V,برداشتن,აიყვანს
1152,aufheben::V,بلند کردن,აიღებს
1153,aufheben::V,بلند کردن,აიყვანს
1154,zurücklassen::V,گذاشتن,დატოვებს
1155,verlieren::V,گم کردن,დაკარგავს
1156,fallen lassen::V,انداختن,გაუვარდება
1157,machen::V,کردن,გააკეთებს
1158,machen::V,کردن,გამოიწვევს
1159,machen::V,ساختن,გააკეთებს
1160,machen::V,ساختن,გამოიწვევს
1161,herstellen::V,ساختن,დაამზადებს
1162,herstellen::V,تولید کردن,დაამზადებს
1163,bauen::V,ساختن,ააშენებს
1164,bauen::V,بنا کردن,ააშენებს
1165,reparieren::V,درست کردن,შეაკეთებს
1166,reparieren::V,درست کردن,გაარემონტებს
1167,reparieren::V,تعمیر کردن,შეაკეთებს
1168,reparieren::V,تعمیر کردن,გაარემონტებს
1169,verbessern::V,بهتر کردن,გამოაკეთებს
1170,verbessern::V,بهتر کردن,გააუმჯობესებს
1171,ändern::V,تغییر دادن,შეცვლის
1172,graben::V,کندن,თხრის
1173,graben::V,گود کردن,თხრის
1174,beugen::V,کج کردن,ხრის
1175,biegen::V,خم کردن,გაღუნავს
1176,drehen::V,چرخاندن,ატრიალებს
1177,wenden::V,برگرداندن,მოაბრუნებს
1178,umdrehen::V,برگرداندن,შეატრიალებს
1179,heben::V,برداشتن,ასწევს
1180,hochheben::V,برآوردن,აიყვანს
1181,hochheben::V,بلند کردن,აიყვანს
1182,ergreifen::V,گرفتن,სტაცებს
1183,halten::V,نگاه داشتن,უჭირავს
1184,drücken::V,فشار دادن,დააწვება
1185,drücken::V,فشار آوردن,დააწვება
1186,schieben::V,هل دادن,მისწევს
1187,kratzen::V,خاریدن,მოფხანს
1188,lecken::V,لیسیدن,ლოკავს
1189,beißen::V,گاز زدن,უკბენს
1190,abreißen::V,پاره کردن,გლეჯს
1191,abreißen::V,پاره کردن,მოწყვეტს
1192,abschneiden::V,بریدن,გაჭრის
1193,abschneiden::V,قطع کردن,გაჭრის
1194,binden::V,بستن,შეკრავს
1195,binden::V,بستن,გადააბამს
1196,stecken::V,فرو کردن,ჩაასობს
1197,brechen::V,شکستن,მოიტეხს
1198,klopfen::V,کوبیدن,აკაკუნებს
1199,hauen::V,زدن,ლეწავს
1200,kleben::V,چسباندن,წებავს
1201,kleben::V,چسباندن,დააწებებს
1202,reiben::V,مالش دادن,დაზელს
1203,streichen::V,مالیدن,უსვამს
1204,schleifen::V,تیز کردن,ლესავს
1205,schneiden::V,چیدن,გაჭრის
1206,schneiden::V,بریدن,გაჭრის
1207,rütteln::V,لرزاندن,არხევს
1208,rütteln::V,تکان دادن,არხევს
1209,schütteln::V,تکان دادن,არყევს
1210,schütteln::V,تکان دادن,ანძრევს
1211,schwenken::V,تاب دادن,აქნევს
1212,schütten::V,ریختن,ღვრის
1213,schütten::V,ریختن,დააქცევს
1214,füllen::V,پر کردن,გაავსებს
1215,einwickeln::V,پیچیدن,შეახვევს
1216,tragen::V,بردن,მიიტანს
1217,tragen::V,حمل کردن,მიიტანს
1218,schleppen::V,کشیدن,მიათრევს
1219,ziehen::V,کشیدن,წევს
1220,ziehen::V,کشیدن,ათრევს
1221,aufbewahren::V,نگهداری کردن,შეინახავს
1222,werfen::V,انداختن,ისვრის
1223,werfen::V,پرتاب کردن,ისვრის
1224,fangen::V,گرفتن,დაიჭერს
1225,packen::V,گرفتن,სტაცებს
1226,verstecken::V,قایم کردن,მალავს
1227,verstecken::V,پنهان کردن,მალავს
1228,teilen::V,قسمت کردن,დაყოფს
1229,teilen::V,تقسیم کردن,დაყოფს
1230,schicken::V,فرستادن,გაგზავნის
1231,schicken::V,ارسال کردن,გაგზავნის
1232,bringen::V,آوردن,მოიტანს
1233,hinzufügen::V,افزودن,დაამატებს
1234,hinzufügen::V,اضافه کردن,დაამატებს
1235,bekommen::V,گرفتن,ამოიღებს
1236,erhalten::V,دریافت کردن,იღებს
1237,nehmen::V,گرفتن,აიღებს
1238,nehmen::V,برداشتن,აიღებს
1239,wählen::V,انتخاب کردن,გადაარჩევს
1240,auswählen::V,برگزیدن,ამოარჩევს
1241,bewahren::V,حفظ کردن,ინარჩუნებს
1242,bewahren::V,حفاظت کردن,ინარჩუნებს
1243,behindern::V,مانع بودن,აბრკოლებს
1244,behindern::V,مانع بودن,გააძნელებს
1245,verderben::V,از بین بردن,გააფუჭებს
1246,beschädigen::V,صدمه زدن,დააზიანებს
1247,zerbrechen::V,شکستن,დაამტვრევს
1248,zerreißen::V,دریدن,გახევს
1249,zerreißen::V,پاره کردن,გახევს
1250,zerstören::V,خراب کردن,მოსპობს
1251,zerstören::V,خراب کردن,დაანგრევს
1252,zerstören::V,ویران کردن,მოსპობს
1253,zerstören::V,ویران کردن,დაანგრევს
1254,verbrennen::V,سوزاندن,დაწვავს
1255,geben::V,دادن,აძლევს
1256,reichen::V,دادن,მიაწოდებს
1257,schenken::V,هدیه دادن,აჩუქებს
1258,versprechen::V,قول دادن,აღუთქვამს
1259,versprechen::V,وعده دادن,აღუთქვამს
1260,wünschen::V,آرزو کردن,უსურვებს
1261,loben::V,ستایش کردن,აქებს
1262,loben::V,ستایش کردن,ამკობს
1263,küssen::V,بوسیدن,აკოცებს
1264,wiegen::V,نوسان کردن,არხევს
1265,zudecken::V,پوشاندن,გადახურავს
1266,wecken::V,بیدار کردن,გააღვიძებს
1267,zeigen::V,نشان دادن,დაანახვებს
1268,führen::V,رهنمائی کردن,მიჰყავს
1269,lehren::V,آموختن,ასწავლის
1270,lehren::V,یاد دادن,ასწავლის
1271,unterrichten::V,درس دادن,ასწავლის
1272,unterrichten::V,تدریس کردن,ასწავლის
1273,aufziehen::V,تربیت کردن,აღზრდის
1274,leiten::V,اداره کردن,აწარმოებს
1275,leiten::V,اداره کردن,ხელმძღვანელობს
1276,antreiben::V,عجله دادن,დააჩქარებს
1277,lassen::V,وادار کردن,ა--ინებს
1278,einladen::V,دعوت کردن,მოიპატიჟებს
1279,einladen::V,مهمان کردن,მოიპატიჟებს
1280,vereinigen::V,یکی کردن,შეაერთებს
1281,vereinigen::V,متحد کردن,შეაერთებს
1282,besuchen::V,دیدار کردن,სანახავად მიდის
1283,treffen::V,ملاقات کردن,შეხვდება
1284,sich versammeln::V,جمع شدن,შეიკრიბება
1285,spielen::V,بازی کردن,ეთამაშება
1286,singen::V,آواز خواندن,მღერის
1287,tanzen::V,رقصیدن,ცეკვავს
1288,sich trennen::V,جدا شدن,მოშორდება
1289,verlassen::V,ترک کردن,მიატოვებს
1290,retten::V,نجات دادن,იხსნის
1291,retten::V,نجات دادن,გადაარჩენს
1292,bewachen::V,حراست کردن,დარაჯობს
1293,bewachen::V,حراست کردن,უთვალთვალებს
1294,schützen::V,حفظ کردن,დაიფარავს
1295,verteidigen::V,دفاع کردن,დაიცავს
1296,sich schlagen::V,کتک‌کاری کردن,იჩხუბებს
1297,schießen::V,تیر زدن,ისვრის
1298,siegen::V,پیروز شدن,გაიმარჯვებს
1299,ärgern::V,ناراحت کردن,აჯავრებს
1300,schlagen::V,زدن,ცემს
1301,schlagen::V,کوبیدن,ცემს
1302,treten::V,لگد زدن,პანღურს ამოჰკრავს
1303,stechen::V,چاقو زدن,სჩხვლეტს
1304,stoßen::V,هل دادن,დაეჯახება
1305,stehlen::V,دزدیدن,ქურდობს
1306,stehlen::V,دزدیدن,მოიპარავს
1307,stören::V,مزاحم شدن,შეაწუხებს
1308,belästigen::V,زحمت دادن,მობეზრდება
1309,verbergen::V,پنهان کردن,დამალავს
1310,täuschen::V,گول زدن,შეცდებს
1311,täuschen::V,فریب دادن,შეცდებს
1312,betrügen::V,گول زدن,მოატყუებს
1313,betrügen::V,فریب دادن,მოატყუებს
1314,töten::V,کشتن,მოკლავს
1315,wohnen::V,منزل داشتن,ცხოვრობს
1316,wohnen::V,منزل داشتن,ბინადრობს
1317,wohnen::V,سکونت داشتن,ცხოვრობს
1318,wohnen::V,سکونت داشتن,ბინადრობს
1319,arbeiten::V,کار کردن,მუშაობს
1320,sammeln::V,جمع کردن,შეკრებს
1321,pflücken::V,چیدن,კრეფს
1322,jagen::V,شکار کردن,ნადირობს
1323,fischen::V,صید کردن,თევზაობს
1324,fischen::V,ماهی‌گیری کردن,თევზაობს
1325,fassen::V,گرفتن,დააჭერს
1326,hüten::V,چراندن,მწყემსავს
1327,hüten::V,مراقبت کردن,მწყემსავს
1328,treiben::V,راندن,მიერეკება
1329,anbinden::V,متصل کردن,მიაბამს
1330,füttern::V,غذا دادن,აჭმევს
1331,melken::V,دوشیدن,წველის
1332,hacken::V,خرد کردن,კეპავს
1333,gießen::V,ریختن,რწყავს
1334,reifen::V,رسیدن,მწიფდება
1335,zubereiten::V,طبخ کردن,მოამზადებს
1336,zubereiten::V,آماده کردن,მოამზადებს
1337,kochen::V,پختن,მოხარშავს
1338,kochen::V,آشپزی کردن,მოხარშავს
1339,backen::V,پختن,გამოაცხობს
1340,braten::V,سرخ کردن,შეწვავს
1341,umrühren::V,هم زدن,შეურევს
1342,umrühren::V,هم زدن,გათქვეფს
1343,stricken::V,بافتن,ქსოვს
1344,nähen::V,دوختن,გაკერავს
1345,färben::V,رنگ زدن,შეღებავს
1346,reinigen::V,پاک کردن,გაწმენდს
1347,reinigen::V,پاک کردن,გასუფთავებს
1348,reinigen::V,تمیز کردن,გაწმენდს
1349,reinigen::V,تمیز کردن,გასუფთავებს
1350,waschen::V,شستن,გარეცხავს
1351,abwischen::V,زدودن,წაშლის
