,Concept_ID,kv,xal
775,dreißig::NUM,куимдас,һучн
776,vierzig::NUM,нёльдас,дөчн
777,fünfzig::NUM,витдас,тәвн
778,sechzig::NUM,кватьдас,җирн
779,siebzig::NUM,сизимдас,далн
780,achtzig::NUM,кыкьямысдас,найн
781,neunzig::NUM,ӧкмысдас,йирн
782,hundert::NUM,сто,зун
783,tausend::NUM,тысяча,миңһн
784,und::CNJ,и,болн
785,und::CNJ,да,болн
786,oder::CNJ,или,эс гиҗ
787,oder::CNJ,или,эс гихлә
788,stehen::V,сулавны,зогсх
789,sitzen::V,пукавны,суух
790,liegen::V,куйлыны,кевтх
791,hängen::V,ӧшавны,өлгәтә бәәх
792,werden::V,лоны,болх
793,passieren::V,аркмыны,болх
794,beginnen::V,петны,эклх
795,enden::V,-сь,төгсх
796,enden::V,бырны,төгсх
797,wechseln::V,вежсьыны,хүврх
798,aufgehen[Sonne]::V,петавны,һарх
799,untergehen[Sonne]::V,пуксьыны,орх
800,untergehen[Sonne]::V,пуксьыны,сүүрлх
801,scheinen[Sonne]::V,югьявны,герлтх
802,donnern::V,гымавны,күрҗңнх
803,wehen::V,пӧлявны,сальклх
804,strömen::V,киссьыны,һооҗх
805,fließen::V,визывтны,урсх
806,sich drehen::V,бергавны,эргх
807,schwanken::V,кӧвьясьны,дәәвлх
808,schwingen::V,дюттясьны,нәәхлх
809,fallen::V,усьны,унх
810,fallen::V,усьны,киисх
811,brennen::V,сотчыны,шатх
812,rauchen::V,тшынасьны,ута һарһх
813,regnen::V,зэрны,орх
814,gefrieren::V,гегдыны,мөстх
815,tauen::V,сывны,хәәлх
816,schmelzen::V,сывны,хәәлх
817,schmelzen::V,сывны,хәәлгдх
818,trocknen::V,косьмыны,эврх
819,sieden::V,пизьны,буслх
820,faulen::V,нёльзьыны,үмкәрх
821,verfaulen::V,тӧрмыны,илҗрх
822,verfaulen::V,сiсьмыны,илҗрх
823,reißen::V,косясьны,тасрх
824,versinken::V,вӧйны,чивх
825,vergehen::V,мунны,болх
826,erscheinen::V,мыччисьны,һарх
827,verschwinden::V,ӧшны,уга болх
828,sinken::V,ямны,татгдх
829,abnehmen::V,ямны,хасгдх
830,zunehmen::V,паськавны,өсх
831,steigen::V,лэбтiсьны,немх
832,wachsen::V,быдмыны,өсх
833,wachsen::V,быдмыны,урһх
834,glänzen::V,свиттявны,гилвкх
835,funkeln::V,югйовтлыны,цәклх
836,funkeln::V,югйӧв-керны,цәклх
837,lärmen::V,чавзыны,шууглдх
838,läuten::V,диньгыны,хоңх
839,klingeln::V,силькӧтны,җиңнулх
840,klirren::V,жольӧтны,җиңнх
841,brausen::V,гуасьны,догшрхх
842,rauschen::V,кышӧтны,сарҗңнх
843,klingen::V,горавны,ә һарх
844,bellen::V,увтны,хуцх
845,bellen::V,вувтны,хуцх
846,heulen::V,уннявны,уульх
847,blasen::V,пӧлявны,үләх
848,pfeifen::V,пиксыны,ишкрх
849,schreien::V,айзыны,хәәкрх
850,stöhnen::V,ойзыны,түңшх
851,stöhnen::V,ружтыны,түңшх
852,zittern::V,легьявны,дагҗннх
853,leben::V,овны,бәәх
854,geboren werden::V,шогмыны,төрх
855,atmen::V,лолавны,әмсхлх
856,trinken::V,юны,уух
857,essen::V,сёйны,идх
858,schlucken::V,ньылавны,зальгх
859,müde werden::V,мыдзны,көшх
860,einschlafen::V,ланьтны,унтх
861,schlafen::V,узьны,нөөрсх
862,aufwachen::V,саймыны,серх
863,aufwachen::V,пальмыны,серх
864,aufstehen::V,сувтны,босх
865,sich erholen::V,шоччисьлыны,амрх
866,krank werden::V,моржитны,гемтх
867,krank sein::V,шогавны,шалтглх
868,krank sein::V,визьӧтны,шалтглх
869,schmerzen::V,висьны,өвдх
870,husten::V,кашляйтны,ханях
871,genesen::V,бурдны,эдгх
872,sterben::V,кувны,үкх
873,sterben::V,кувны,өңгрх
874,umkommen::V,вийсьыны,үкх
875,sich bewegen::V,локны,көдлх
876,sich bewegen::V,локны,көндрх
877,sich bewegen::V,ветлӧтны,көдлх
878,sich bewegen::V,ветлӧтны,көндрх
879,sich rühren::V,вӧрзьӧтчыны,көндрх
880,sich erheben::V,сувтны,босх
881,sich setzen::V,пуксьыны,суух
882,hinfallen::V,пӧрласьны,унх
883,hinfallen::V,пӧрласьны,киисх
884,laufen::V,мунны,йовх
885,schreiten::V,тальччавны,алхх
886,spazierengehen::V,котрасьны,сергҗ йовх
887,eilen::V,тэрмасьны,шулудх
888,sich beeilen::V,тэрмасьны,адһх
889,sich beeilen::V,тэрмасьны,шамдх
890,sausen::V,вирдавны-котӧртны,хурдлх
891,sausen::V,вирдавны-котӧртны,йир_хурдар_гүүх
892,sausen::V,вирдавны-котӧртны,йир_хурдар_йовх
893,springen::V,чеччавны,һәрәдх
894,klettern::V,кышасьны,давшх
895,schaukeln::V,чурликасьны,дүүдңндх
896,kriechen::V,кыскасьны-мунны,мөлкх
897,schwimmen::V,вартчыны,усчх
898,tauchen::V,сунгисьны ваӧ,булхх
899,rudern::V,сынны,хәәвдх
900,fahren::V,мунны,йовх
901,fliegen::V,лэбавны,нисх
902,gehen::V,мунны,йовх
903,weggehen::V,мунны,йовх
904,weggehen::V,мунны,одх
905,weggehen::V,мунны,һарх
906,weggehen::V,мунны,мөрлх
907,abfahren::V,иньдӧтчыны,мордх
908,abfahren::V,мунны,мордх
909,anhalten::V,сувтны,зогсх
910,hineingehen::V,пырны,орх
911,eintreten::V,пырны,орх
912,kommen::V,локны,ирх
913,ankommen::V,локны,ирх
914,zurückkommen::V,бертны,орх
915,zurückkommen::V,панӧвтсьыны,орх
916,bleiben::V,кольччыны,бәәх
917,warten::V,видзчисьны,күләх
918,erwarten::V,видзчисьны,күләх
919,suchen::V,кошшыны,хәәх
920,finden::V,адззыны,олх
921,versuchen::V,пондыны,седх
922,versuchen::V,пондӧтны,седх
923,vorbereiten::V,лӧсьӧтны,белдх
924,lieben::V,милуйтны,дурлх
925,mögen::V,радейтны,таассгдх
926,lachen::V,серавны,инәх
927,rühren::V,сьӧлӧм вӧрзьӧтны,уйрах
928,weinen::V,горзыны,уульх
929,schimpfen::V,видчыны,харах
930,sich ärgern::V,лёкавны,уурлх
931,sich fürchten::V,повны,әәх
932,fürchten::V,повны,әәх
933,fürchten::V,повны,сүрдх
934,fliehen::V,пышшыны,зулх
935,flüchten::V,пышшыны,орһх
936,flüchten::V,пышшыны,зулх
937,sehen::V,адззыны,үзх
938,anschauen::V,видзӧтны,харх
939,ansehen::V,видзӧтны,хәләх
940,ansehen::V,видзӧтны,үзх
941,hören::V,кывны,соңсх
942,zuhören::V,кывзыны,соңсх
943,probieren::V,пешлыны,амсх
944,riechen::V,дукавны,үнрчлх
945,fühlen::V,кывны,медх
946,scheinen::V,декуйтчыны,болҗ медгдх
947,scheinen::V,декуйтчыны,миниһәр болхла
948,scheinen::V,декуйтчыны,болад бәәх
949,zu sehen sein::V,тыдавны,үзгдх
950,vernehmen::V,тӧдмавны,соңсх
951,frieren::V,гегдыны,даарх
952,tun::V,керны,кех
953,können::V,вермыны,чадх
954,wollen::V,мӧдны,дурлх
955,anfangen::V,петны,эклх
956,beenden::V,ештӧтны,дуусх
957,beenden::V,керыштны,дуусх
958,aufhören::V,дугдыны,уурх
959,gelingen::V,шогмыны,бүтх
960,gelingen::V,шогмыны,күцәх
961,geraten::V,мыччисьны,болх
962,öffnen::V,осьтны,секх
963,schließen::V,пӧднавны,хаах
964,stellen::V,сувтӧтны,тәвх
965,setzen::V,пуксьӧтны,суулһх
966,legen::V,пуктыны,тәвх
967,berühren::V,вӧрзьӧтны,көндәх
968,verbinden::V,йитны,боох
969,bedecken::V,вевттьыны,хучх
970,bedecken::V,вевттьыны,бүркх
971,aufhängen::V,ӧшӧтны,өлгх
972,anzünden::V,ӧзтыны,асах
973,anzünden::V,ӧзтыны,шатах
974,aufheben::V,лэбтыны,өөдән өргх
975,zurücklassen::V,кольны,үлдәх
976,verlieren::V,ӧштыны,геех
977,fallen lassen::V,уськӧтны,алдх
978,machen::V,керны,кех
979,herstellen::V,вӧчны,кех
980,bauen::V,строитны,тосхх
981,reparieren::V,вочны,ясх
982,verbessern::V,бурсьӧтны,сәәрүлх
983,ändern::V,вежны,хүврәх
984,graben::V,гарйыны,малтх
985,beugen::V,кусіньтны,нуһлх
986,biegen::V,чукыльтыштны,матилһх
987,drehen::V,бергӧтны,эргүлх
988,wenden::V,бергӧтны,көмрх
989,wenden::V,бергӧтны,эргүлх
990,umdrehen::V,бергӧтны,эргүлх
991,heben::V,лэбтыны,өргх
992,heben::V,лэбтыны,деер өргх
993,hochheben::V,лэбтыны,өргх
994,ergreifen::V,кватитны,бәрх
995,halten::V,видзны,бәрх
996,drücken::V,личкыны,шахх
997,schieben::V,тойлавны,түлкх
998,kratzen::V,шаркӧтны,мааҗх
999,lecken::V,нювны,долах
1000,beißen::V,йирны,хазх
1001,abreißen::V,орӧтны,таслх
1002,abschneiden::V,шӧрыштны,тәәрх
1003,abschneiden::V,вундыштны,тәәрх
1004,binden::V,гӧрдззыны,боох
1005,stecken::V,мӧртны,шаах
1006,stecken::V,мӧртны,хатхх
1007,brechen::V,жугдыны,хамхлх
1008,klopfen::V,зукӧтны,цокх
1009,hauen::V,желльыны,цокх
1010,kleben::V,лякӧтны,наах
1011,reiben::V,зыртны,зүлгх
1012,streichen::V,мавтны,наах
1013,streichen::V,мавтны,лашх
1014,streichen::V,мавтны,түркх
1015,schleifen::V,кыскыны,хурцлх
1016,schneiden::V,вундавны,хәәчлх
1017,rütteln::V,шатлавны,дәәвлүлх
1018,schütteln::V,зыбӧтны,сегсрх
1019,schwenken::V,ӧвтны,дайлх
1020,schwenken::V,макайтны,дайлх
1021,schütten::V,кисьтны,кех
1022,füllen::V,тыртны,дүүргх
1023,füllen::V,тырсьӧтны,дүүргх
1024,einwickeln::V,тубны,орах
1025,tragen::V,новйӧтны,зөөх
1026,schleppen::V,кыскыны,чирх
1027,ziehen::V,кыскыны,татх
1028,aufbewahren::V,видзны,хадһлх
1029,werfen::V,шентывлыны,хайх
1030,fangen::V,кутны,бәрх
1031,fangen::V,кутны,хавлх
1032,packen::V,кутасьны,бәрх
1033,packen::V,кватитны,бәрх
1034,verstecken::V,дзебны,дүрх
1035,verstecken::V,дзебны,бултулх
1036,teilen::V,торйӧтны,хувах
1037,schicken::V,иньдыны,илгәх
1038,bringen::V,вайны,авч ирх
1039,hinzufügen::V,содтыны,немх
1040,bekommen::V,получитны,авх
1041,erhalten::V,получитны,авх 
1042,nehmen::V,босьтны,авх
1043,wählen::V,бӧрйыны,шүүх
1044,auswählen::V,бӧрйыны,шүүх
1045,bewahren::V,видзны,хадһлх
1046,bewahren::V,видзны,кевтнь үлдәх
1047,bewahren::V,видзны,кевтнь бәәлһх
1048,behindern::V,падтыны,харшлх
1049,verderben::V,изводавны,үрәх
1050,beschädigen::V,паздыны,эвдх
1051,zerbrechen::V,паздыны,күүлх
1052,zerbrechen::V,паздыны,хамхлх
1053,zerreißen::V,косявны,шуучх
1054,zerstören::V,паздыны,эвдх
1055,verbrennen::V,сотны,шатах
1056,geben::V,сетны,өгх
1057,reichen::V,сетны,өгх
1058,schenken::V,козьнавны,белглх
1059,versprechen::V,кӧсйыны,амлх
1060,wünschen::V,бурсьыны,сә хәәх
1061,loben::V,ошкыны,магтх
1062,küssen::V,окавны,үмсх
1063,wiegen::V,тюттьӧтны,саатулх
1064,zudecken::V,вевттьыны,бүркх
1065,wecken::V,саймӧтны,серүлх
1066,zeigen::V,мыччавны,үзүлх
1067,führen::V,нуӧтны,көтлх
1068,lehren::V,велӧтны,заах
1069,lehren::V,велӧтны,сурһх
1070,unterrichten::V,велӧтны,сурһх
1071,unterrichten::V,велӧтны,багшлх
1072,aufziehen::V,быдтыны,өскәх
1073,leiten::V,юравны,һардх
1074,leiten::V,юравны,толһалх
1075,leiten::V,веськӧтлыны,һардх
1076,leiten::V,веськӧтлыны,толһалх
1077,antreiben::V,тэрмӧтны,шамдах
1078,lassen::V,-ӧтыны,күч үзүлх
1079,einladen::V,корны,үрх
1080,vereinigen::V,ӧтувтны,хамцулх
1081,vereinigen::V,ӧтлаавны,хамцулх
1082,besuchen::V,пыравлыны,одх
1083,treffen::V,пантавны,харһх
1084,sich versammeln::V,ӧксьыны,цуглрх
1085,sich versammeln::V,ӧксьыны,хурх
1086,spielen::V,орсны,наадх
1087,singen::V,сьывны,дуулх
1088,tanzen::V,йӧктыны,биилх
1089,sich trennen::V,торьясьны,хаһцх
1090,verlassen::V,кольны,хайх
1091,retten::V,мынтны,әм аврх
1092,retten::V,мынтны,әәмшгәс харсх
1093,bewachen::V,смекайтны,харх
1094,bewachen::V,смекайтны,манх
1095,schützen::V,дорйыны,харсх
1096,verteidigen::V,дорйыны,харсх
1097,sich schlagen::V,тышкасьны,гүвдлдх
1098,schießen::V,лыйны,хах
1099,siegen::V,вермыны,диилх
1100,ärgern::V,лӧгӧтны,уурлулх
1101,schlagen::V,базнитны,цокх
1102,schlagen::V,базнитны,гүвдх
1103,treten::V,чужьявны,
1104,stechen::V,бытшкыны,хатхх
1105,stoßen::V,тапкыны,түлкчкх
1106,stoßen::V,тойыштны,түлкчкх
1107,stehlen::V,гусявны,хулхалх
1108,stören::V,костіавны,һә болх
1109,belästigen::V,назыляйтны,амр эс өгх
1110,verbergen::V,дзебны,нуух
1111,verbergen::V,дзебны,бултулх
1112,täuschen::V,бӧбӧтны,меклх
1113,täuschen::V,пӧрьявны,меклх
1114,betrügen::V,муклачитны,меклх
1115,betrügen::V,муклачитны,мек һарһх
1116,töten::V,вийны,алх
1117,wohnen::V,овны,бәәх
1118,arbeiten::V,уджавны,көдлх
1119,sammeln::V,ӧктыны,түүх
1120,pflücken::V,судзлавны,түүх
1121,pflücken::V,судзлавны,хурах
1122,jagen::V,вӧравны,аңнх
1123,jagen::V,вӧравны,аңһучлх
1124,fischen::V,чериавны,заһс аңнх
1125,fassen::V,кутны,бәрх
1126,hüten::V,вердны,хәрүлх
1127,hüten::V,йирсьӧтны,хәрүлх
1128,treiben::V,вашӧтны,туух
1129,anbinden::V,кӧртавны,уйх
1130,füttern::V,вердны,теҗәх
1131,melken::V,высьтыны,саах
1132,melken::V,чилькӧтны,саах
1133,hacken::V,керавны,чавчх
1134,gießen::V,киськавны,услх
1135,reifen::V,кисьмыны,болх
1136,reifen::V,кисьмыны,болвсрх
1137,zubereiten::V,лӧсьӧтны,белдх
1138,kochen::V,пуны,чанх
1139,kochen::V,пуны,болһх
1140,backen::V,пӧжавны,болһх
1141,braten::V,жаритны,хуурх
1142,umrühren::V,соравны,самрх
1143,stricken::V,домавны,өлгх
1144,nähen::V,вурны,уйх
1145,färben::V,краситны,будх
1146,reinigen::V,весӧтны,цеврлх
1147,waschen::V,пеславны,уһах
1148,abwischen::V,чышкыны,арчх
1149,spülen::V,гывьявны,зәәлх
1150,fegen::V,чышкыны,сәвүрдх
1151,kehren::V,чышкыны,сәвүрдх
1152,baden::V,купайтчыны ,өөмх
1153,sich waschen::V,миссьыны,уһах
1154,sich waschen::V,миссьыны,бийән уһаҗ
1155,ausziehen::V,гыжтӧтны,тәәлх
1156,ausziehen::V,пӧрччавны,тәәлх
1157,anziehen::V,пасьтавны,өмсх
1158,sich anziehen::V,пасьтасьны,хувцлх
1159,kämmen::V,сынавны,самлх
1160,schmücken::V,баситны,чимх
1161,schmücken::V,баситны,кеерүлх
1162,sagen::V,висьтавны,келх
1163,sprechen::V,шуны,келх
1164,reden::V,баитны,күүндх
1165,reden::V,баитны,күр_кех
1166,sich unterhalten::V,сёрнитны,күүндх
1167,fragen::V,юавны,сурх
1168,bitten::V,корны,эрх
1169,erzählen::V,висьтавны,келх
1170,erzählen::V,висьтавны,келҗ өгх
1171,mitteilen::V,висьтавны,медүлх
1172,nennen::V,нимтны,нерәдх
1173,nennen::V,нимтны,нер өгх
1174,rufen::V,китсавны,дуудх
1175,rufen::V,корны,дуудх
1176,rufen::V,чукӧстны,дуудх
1177,prahlen::V,ошшасьны,көөрх
1178,übersetzen::V,вуджӧтны,орчулх
1179,denken::V,чайтны,санх
1180,glauben::V,веритны,шүтх
1181,glauben::V,веритны,нәәлх
1182,bemerken::V,казявны,темдглх
1183,erkennen::V,тӧдсавны,таньх
1184,erkennen::V,тӧдсавны,медх
1185,begreifen::V,вежӧртны,медх
1186,verstehen::V,кывны,соңсх
1187,lernen::V,велӧтчыны,сурх
1188,wissen::V,тӧдны,медх
1189,sich erinnern an::V,касьтывны,санх
1190,vergessen::V,вунӧтны,мартх
1191,messen::V,меряйтны,кемҗәлх
1192,zählen::V,лыддьыны,тоолх
1193,rechnen::V,лыддьыны,тоолх
1194,lesen::V,лыддьӧтны,умшх
1195,zeichnen::V,гижмавны,зурх
1196,schreiben::V,гижны,бичх
1197,besitzen::V,лоны,эзлх
1198,kaufen::V,небны,хулдҗ авх
1199,verkaufen::V,вузавны,хулдх
1200,verkaufen::V,вузавны,гүүлгх
1201,bezahlen::V,вештыны,өгх
1202,zahlen::V,вештыны,өгх
1203,ertragen::V,терпитны,даах
1204,Insel::N,,арл
1205,Menge::N,,ик
1206,Gewalt::N,,күч һарһлһн
1207,Alter::N,,насн
1208,richtig::A,,зөвтә
1209,wahr::A,,үнн
1210,wahr::A,,мөн
1211,berühmt::A,,туурсн
1212,allein::ADV,,һанцарн
1213,rennen::V,,гүүх
1214,malen::V,,зурх
1215,beherrschen::V,,эзлх
