,Concept_ID,eu,kk
67,Traum::N,amets,түс
68,Himmel::N,zeru,аспан
69,Himmel::N,zeru,көқ
70,Himmel::N,zeru,таңдай
71,Sonne::N,eguzki,күн
72,Mond::N,ilargi,ай
73,Stern::N,izar,жұлдыз
74,Luft::N,aire,әуе
75,Wind::N,haize,жел
76,Welle::N,uhin,толқын
77,Welle::N,olatu,толқын
78,Wasser::N,ur,су
79,Stein::N,harri,тас
80,Boden::N,lur,қыртыс
81,Boden::N,zoru,қыртыс
82,Erde::N,lur,топырақ
83,Staub::N,hauts,шаң
84,Rauch::N,ke,түтін
85,Funke::N,zirta,ұшқын
86,Funke::N,txinparta,ұшқын
87,Feuer::N,su,алау
88,Licht::N,argi,шұғыла
89,Schatten::N,itzal,көлеңке
90,Schatten::N,geriza,көлеңке
91,Wetter::N,eguraldi,ауа райы
92,Nebel::N,laino,тұман
93,Wolke::N,hodei,бұлт
94,Regen::N,euri,жаңбыр
95,Schnee::N,elur,қар
96,Eis::N,horma,мұз
97,Frost::N,izotzaldi,суық
98,Kälte::N,hotz,ызғар
99,Kälte::N,hotz,суықтық
100,Hitze::N,bero,аптап
101,Raureif::N,antzigar,қырау
102,Regenbogen::N,ostadar,кемпірқосақ
103,Regenbogen::N,ortzadar,кемпірқосақ
104,Donner::N,ostots,күн күркіреу
105,Donner::N,ihurtzuri,күн күркіреу
106,Strömung::N,laster,ағын
107,Tropfen::N,xorta,тамшы
108,Schaum::N,bits,көбік
109,Schmutz::N,lohi,кір
110,Schmutz::N,zikin,кір
111,See::N,laku,көл
112,See::N,aintzira,көл
113,Sumpf::N,zingira,саз
114,Moor::N,zohikaztegi,саз
115,Wiese::N,larre,шалғын
116,Wiese::N,belardi,шалғын
117,Wald::N,baso,орман
118,Wald::N,oihan,орман
119,Hügel::N,muino,төбе
120,Hügel::N,muino,белес
121,Hügel::N,muino,белес-белес
122,Hügel::N,pentoka,төбе
123,Hügel::N,pentoka,белес
124,Hügel::N,pentoka,белес-белес
125,Anhöhe::N,garai,дөң
126,Anhöhe::N,garai,адыр
127,Anhöhe::N,garai,қырат
128,Anhöhe::N,goragune,дөң
129,Anhöhe::N,goragune,адыр
130,Anhöhe::N,goragune,қырат
131,Berg::N,mendi,тау
132,Gipfel::N,gain,төбе
133,Gipfel::N,tontor,төбе
134,Höhle::N,kobazulo,үңгір
135,Abhang::N,aldapa,бауыр
136,Quelle::N,iturri,қайнар
137,Quelle::N,iturbegi,қайнар
138,Bach::N,lats,жылға
139,Bach::N,erreka,жылға
140,Fluss::N,ibai,өзен
141,Fluss::N,uhaitz,өзен
142,Ufer::N,bazter,жиек
143,Küste::N,itsasalde,жиегі
144,Küste::N,itsasalde,жағалау
145,Festland::N,lehor,құрылық
146,Meer::N,itsaso,теңіз
147,Bucht::N,golko,шығанақ
148,Insel::N,irla,арал
149,Insel::N,uharte,арал
150,Blume::N,lili,гүл
151,Gras::N,belar,от
152,Wurzel::N,zuztar,түбір
153,Wurzel::N,sustrai,түбір
154,Baum::N,zuhaitz,ағаш
155,Baum::N,zuhaitz,дарақ
156,Stamm::N,enbor,сояу
157,Stamm::N,enbor,оқпан
158,Rinde::N,azal,қабық
159,Ast::N,adar,бұтақ
160,Zweig::N,abar,шыбық
161,Blatt::N,hosto,жапырақ
162,Birke::N,urki,қайың
163,Kiefer[Baum]::N,ler,қарағай
164,Weide[Baum]::N,zume,тал
165,Weide[Baum]::N,sahats,тал
166,Tanne::N,izei,шырша
167,Horn::N,adar,мүйіз
168,Feder::N,luma,қаламұш
169,Feder::N,hegaki,қаламұш
170,Fell::N,ile,тері
171,Fell::N,larru,тері
172,Flügel::N,hego,қанат
173,Klaue::N,atzapar,тырнақ
174,Kralle::N,erpe,аяқ
175,Kralle::N,atzapar,аяқ
176,Schwanz::N,isats,құйрық
177,Schwanz::N,buztan,құйрық
178,Ei::N,arrautza,жұмыртқа
179,Nest::N,habia,ұя
180,Bau::N,ohantze,жатақ
181,Tier::N,abere,айуан
182,Tier::N,abere,жануар
183,Tier::N,piztia,айуан
184,Tier::N,piztia,жануар
185,Herde::N,saldo,пада
186,Herde::N,abere talde,пада
187,Kuh::N,behi,сиыр
188,Bulle::N,zezen,өгіз
189,Pferd::N,zaldi,жылқы
190,Schaf::N,ardi,қой
191,Schwein::N,urde,шошқа
192,Schwein::N,txerri,шошқа
193,Hund::N,txakur,ит
194,Katze::N,katu,мысық
195,Bär::N,hartz,аю
196,Eichhörnchen::N,urtxintxa,тиін
197,Elch::N,altze,бұғы
198,Fuchs::N,azeri,түлкі
199,Hase::N,erbi,қоян
200,Maus::N,sagu,қаптесер
201,Wolf::N,otso,бөрі
202,Wolf::N,otso,қасқыр
203,Vogel::N,txori,құс
204,Vogel::N,hegazti,құс
205,Schwarm::N,aldra,топ
206,Schwarm::N,aldra,үйір
207,Huhn::N,oilo,тауық
208,Huhn::N,oilo,мекиен
209,Hahn::N,oilar,әтеш
210,Hahn::N,oilar,қораз
211,Gans::N,antzara,қаз
212,Adler::N,arrano,бүркіт
213,Ente::N,ahate,үйрек
214,Eule::N,hontza,жапалақ
215,Kranich::N,kurrilo,тырна
216,Krähe::N,bele,қарға
217,Kuckuck::N,kuku,көкек
218,Schwan::N,beltxarga,аққу
219,Fisch::N,arrain,балық
220,Barsch::N,perka,алабұға
221,Hecht::N,lutxo,шортан
222,Schlange[Tier]::N,suge,жылан
223,Wurm::N,har,шұбалшаң
224,Spinne::N,armiarma,өрмекші
225,Ameise::N,inurri,қүмырска
226,Laus::N,zorri,бит
227,Mücke::N,eltxo,маса
228,Fliege::N,euli,шыбын
229,Schmetterling::N,pinpirin,көбелек
230,Schmetterling::N,tximeleta,көбелек
231,Beere::N,baia,жидек
232,Apfel::N,sagar,алма
233,Pilz::N,onddo,қозықұйрық
234,Pilz::N,onddo,саңыраукулақ
235,Pilz::N,perretxiko,қозықұйрық
236,Pilz::N,perretxiko,саңыраукулақ
237,Zwiebel::N,tipula,жуа
238,Saat::N,haziak,тұқым
239,Korn::N,ale,дән
240,Korn::N,pikor,дән
241,Heu::N,belar ondu,шөп
242,Schale::N,azal,қабық
243,Schale::N,azal,қабығы
244,Grube::N,hobi,ор
245,Falle::N,harrapagailu,дұзақ
246,Falle::N,harrapagailu,қақпан
247,Schlinge::N,bilur,ілмек
248,Schlinge::N,xedera,ілмек
249,Spur::N,lorratz,із
250,Asche::N,errauts,күл
251,Dreck::N,satsukeria,былғаныш
252,Eisen::N,burdina,темір
253,Gold::N,urre,алтын
254,Gold::N,urregorri,алтын
255,Silber::N,zilar,күміс
256,Silber::N,urrezuri,күміс
257,Kohle::N,ikatz,көмір
258,Glas::N,beira,шыны
259,Lehm::N,buztin,балшық
260,Sand::N,harea,құм
261,Sand::N,hondar,құм
262,Mensch::N,gizaki,адам
263,Mann::N,gizon,еркек
264,Mann::N,gizon,ер адам
265,Frau::N,andere,бике
266,Frau::N,andere,қатын
267,Frau::N,emakume,бике
268,Frau::N,emakume,қатын
269,Kind::N,haur,бала
270,Kind::N,haur,перзент
271,Junge::N,mutil,бала
272,Junge::N,mutil,ер бала
273,Mädchen::N,neska,қыз
274,Familie::N,sendi,жанұя
275,Familie::N,familia,жанұя
276,Großvater::N,aitona,ата
277,Großvater::N,aitatxi,ата
278,Großmutter::N,amona,әже
279,Großmutter::N,amona,әжей
280,Großmutter::N,amatxi,әже
281,Großmutter::N,amatxi,әжей
282,Eltern::N,gurasoak,ата-аналар
283,Vater::N,aita,әке
284,Mutter::N,ama,ана
285,Sohn::N,seme,ұл
286,Tochter::N,alaba,қызым
287,Bruder::N,neba,бауырым
288,Bruder::N,anaia,бауырым
289,Schwester::N,ahizpa,әпке
290,Onkel::N,osaba,көке
291,Tante::N,izeba,тәте
292,Ehemann::N,senar,ер
293,Ehefrau::N,emazte,зайып
294,Freude::N,poz,қуаныш
295,Freude::N,poz,сүйініш
296,Freude::N,poz,шат-думан
297,Freude::N,poz,қуаныштылық
298,Freude::N,pozkari,қуаныш
299,Freude::N,pozkari,сүйініш
300,Freude::N,pozkari,шат-думан
301,Freude::N,pozkari,қуаныштылық
302,Gelächter::N,barre,күлу
303,Gelächter::N,karkara,күлу
304,Glück::N,zori,бақыт
305,Glück::N,zori,бақыттылық
306,Kummer::N,xangrin,аза
307,Kummer::N,xangrin,қайғы
308,Kummer::N,xangrin,қасырет
309,Kummer::N,atsekabe,аза
310,Kummer::N,atsekabe,қайғы
311,Kummer::N,atsekabe,қасырет
312,Wunsch::N,nahi,мүдде
313,Wunsch::N,nahikunde,мүдде
314,Lust::N,gogo,тәбет
315,Lust::N,gogo,ынтызар
316,Lust::N,gogo,құштарлық
317,Geist::N,gogo,рух
318,Gedanke::N,gogoeta,ой
319,Gedächtnis::N,oroimen,ес
320,Gedächtnis::N,oroimen,жады
321,Gedächtnis::N,oroimen,ақыл-ес
322,Gedächtnis::N,gogoramen,ес
323,Gedächtnis::N,gogoramen,жады
324,Gedächtnis::N,gogoramen,ақыл-ес
325,Verstand::N,adimen,ақыл
326,Verstand::N,adimen,парасат
327,Verstand::N,ulermen,ақыл
328,Verstand::N,ulermen,парасат
329,Sinn::N,zentzu,мән
330,Sinn::N,zentzu,маныз
331,Sinn::N,zentzu,мағына
332,Sinn::N,zentzu,мән-мағына
333,Grund::N,zergati,себеп
334,Wahrheit::N,egia,рас
335,Gespräch::N,hizketa,әңгіме
336,Gespräch::N,elkarrizketa,әңгіме
337,Märchen::N,ipuin,ертеп
338,Märchen::N,ipuin,ертек
339,Erzählung::N,edesti,әңгіме
340,Erzählung::N,kontakizun,әңгіме
341,Nachricht::N,albiste,хабар
342,Neuigkeit::N,berri,жаңалық
343,Name::N,izen,ат
344,Name::N,izen,атау
345,Rätsel::N,asmakizun,жұмбақ
346,Rede::N,hitzaldi,сөз
347,Rede::N,mintzaldi,сөз
348,Sprache::N,hizkuntza,тіл
349,Stimme::N,ahots,үн
350,Stimme::N,ahots,әуен
351,Stimme::N,ahots,дауыс
352,Wort::N,hitz,сөз
353,Zeichen::N,agerbide,ишара
354,Zeichen::N,agergarri,ишара
355,Ruf::N,dei,айғай
356,Lärm::N,zarata,айғай-шу
357,Lärm::N,zarata,айғай-ұйғай
358,Lärm::N,harrabots,айғай-шу
359,Lärm::N,harrabots,айғай-ұйғай
360,Laut::N,hots,дыбыс
361,Laut::N,hots,дауыс
362,Ton::N,tonu,әуен
363,Ton::N,soinu,әуен
364,Lied::N,abesti,ән
365,Lied::N,abesti,жыр
366,Lied::N,abesti,ән-жыр
367,Ruhe::N,nasaitasun,тыныштық
368,Leute::N,jende,кісілер
369,Volk::N,herri,халық
370,Volk::N,populu,халық
371,Arbeit::N,lan,еңбек
372,Gast::N,arrotz,қонақ
373,Gast::N,arrotz,мейман
374,Gast::N,apopilo,қонақ
375,Gast::N,apopilo,мейман
376,Geschenk::N,opari,қадия
377,Spiel::N,jolas,ойын
378,Gesellschaft::N,gizarte,қауым
379,Gesellschaft::N,gizarte,жұртшылық
380,Hilfe::N,helpide,жэрдем
381,Hilfe::N,laguntza,жэрдем
382,Freund::N,lagun,дос
383,Kamerad::N,adiskide,дос-жар
384,Kamerad::N,lagunkide,дос-жар
385,Angelegenheit::N,afera,жұмыс
386,Anzahl::N,kopuru,сан
387,Anzahl::N,kopuru,саны
388,Art::N,mota,түр
389,Stück::N,puska,тілім
390,Teil::N,atal,үлес
391,Teil::N,atal,бөлшек
392,Hälfte::N,erdi,жарты
393,Kreis::N,biribilki,шеңбер
394,Kreuz::N,gurutze,крест
395,Linie::N,linea,сызық
396,Strich::N,marra,сызық
397,Abstand::N,tarte,ара
398,Abstand::N,tarte,аралық
399,Entfernung::N,urrunera,аралық
400,Gegend::N,alderdi,өңір
401,Gegend::N,eskualde,өңір
402,Platz::N,leku,орны
403,Ort::N,toki,орын
404,Seite::N,albo,жақ
405,Seite::N,albo,бүйір
406,Mitte::N,erdi,ортасы
407,Gegenstand::N,gauzaki,зат
408,Gegenstand::N,gauzaki,нәрсе
409,Sache::N,gauza,бұйым
410,Rand::N,ertz,шет
411,Rand::N,ertz,шеті
412,Kante::N,ertz,қыр
413,Kante::N,ertz,қыры
414,Ecke::N,kantoi,қыры
415,Ecke::N,kantoi,бұрыш
416,Spitze::N,punta,ұшы
417,Ende::N,buru,аяқ
418,Ende::N,buru,соңы
419,Ende::N,mutur,аяқ
420,Ende::N,mutur,соңы
421,Loch::N,zulo,тесік
422,Winkel::N,zoko,мүйіс
423,Winkel::N,bazter,мүйіс
424,Muster::N,eredu,мәнер
425,Muster::N,marrazki,мәнер
426,Größe::N,kaizu,ауқым
427,Größe::N,kaizu,көлемдік
428,Größe::N,tamaina,ауқым
429,Größe::N,tamaina,көлемдік
430,Länge::N,luzera,бой
431,Länge::N,luzera,ұзындық
432,Höhe::N,goiera,жоғарылық
433,Höhe::N,goiera,биіктік
434,Höhe::N,garaiera,жоғарылық
435,Höhe::N,garaiera,биіктік
436,Gewicht::N,hazta,салмақ
437,Menge::N,kopuru,мөлшер
438,Haufen::N,pila,үйме
439,Haufen::N,pila,үйінді
440,Haufen::N,mendoi,үйме
441,Haufen::N,mendoi,үйінді
442,Reihe::N,ilara,сап
443,Reihe::N,errenkada,сап
444,Boot::N,potin,қайық
445,Boot::N,txalupa,қайық
446,Ruder::N,arraun,ескек
447,Schlitten::N,lera,шана
448,Schlitten::N,narra,шана
449,Ski::N,eski,шаңғы
450,Lagerfeuer::N,su,алау
451,Last::N,zama,ауырлық
452,Last::N,zama,ауыр зат
453,Last::N,karga,ауырлық
454,Last::N,karga,ауыр зат
455,Gang::N,ibilera,жүріс
456,Schritt::N,pauso,адым
457,Schritt::N,urrats,адым
458,Norden::N,ipar,солтүстік
459,Norden::N,ipar,терістік
460,Norden::N,iparralde,солтүстік
461,Norden::N,iparralde,терістік
462,Süden::N,hego,оңтүстік
463,Süden::N,hegoalde,оңтүстік
464,Westen::N,sartalde,батыс
465,Westen::N,mendebalde,батыс
466,Osten::N,ekialde,күншығыс
467,Osten::N,sortalde,күншығыс
468,Holz::N,zur,ағаш
469,Holz::N,zur,сүрек
470,Brett::N,ohol,тақта
471,Platte::N,lauza,тақта
472,Stütze::N,irozgarri,тіреу
473,Stütze::N,bermagailu,тіреу
474,Stange::N,haga,қада
475,Stock::N,makila,сойыл
476,Stab::N,makila,сырық
477,Rohr::N,hodi,құбыр
478,Haus::N,etxe,үй
479,Heim::N,etxe,үйлі
480,Heim::N,etxe,шаңырақ
481,Heim::N,etxaleku,үйлі
482,Heim::N,etxaleku,шаңырақ
483,Ofen::N,berogailu,ошақ
484,Ofen::N,berogailu,пеш
485,Fußboden::N,zoru,еден
486,Tisch::N,mahai,үстел
487,Stuhl::N,aulki,орындық
488,Wiege::N,kuma,бесік
489,Wiege::N,sehaska,бесік
490,Bett::N,ohe,кереует
491,Bett::N,ohatze,кереует
492,Regal::N,apalategi,сөре
493,Kiste::N,kutxa,жәшік
494,Fenster::N,leiho,терезе
495,Tür::N,ate,есік
496,Tor::N,atari,дарбаза
497,Zaun::N,hesi,дуал
498,Dach::N,teilatu,шатыр
499,Leiter::N,zurubi,саты
500,Leiter::N,zurubi,басқыш
501,Besen::N,erratz,сыпырғыш
502,Spaten::N,burdinpala,күрек
503,Schaufel::N,pala,қалақ
504,Gabel::N,sardexka,аша
505,Gabel::N,sardexka,шанышқы
506,Löffel::N,koilara,қасық
507,Messer::N,aizto,пышақ
508,Nagel::N,iltze,мық
509,Nagel::N,iltze,шеге
510,Netz::N,sare,керегекөз
511,Haken::N,mako,ілмек
512,Griff::N,eskutoki,сап
513,Griff::N,eskutoki,тұтқа
514,Schloss::N,sarraila,құлып
515,Schloss::N,sarraila,бекіткіш
516,Bild::N,irudi,сурет
517,Figur::N,figura,тұлға
518,Puppe::N,panpina,қуыршақ
519,Puppe::N,andrakila,қуыршақ
520,Beutel::N,zorro,қапшық
521,Bündel::N,azao,байлам
522,Bündel::N,espal,байлам
523,Tasche::N,poltsa,дорба
524,Eimer::N,treska,шелек
525,Deckel::N,tapa,жапқыш
526,Deckel::N,estalki,жапқыш
527,Geschirr::N,baxera,ыдыс
528,Geschirr::N,ontziteria,ыдыс
529,Sack::N,zaku,қап
530,Tasse::N,kikara,шыныаяқ
531,Topf::N,ontzi,кәстрөл
532,Topf::N,lapiko,кәстрөл
533,Kessel::N,pazia,қазан
534,Essen::N,janaldi,ас
535,Nahrung::N,jan,ас
536,Nahrung::N,jan,тамақ
537,Speise::N,jaki,тағам
538,Fleisch::N,okela,ет
539,Fleisch::N,haragi,ет
540,Getreide::N,labore,дәнді
541,Brei::N,ahi,ботқа
542,Brei::N,pure,ботқа
543,Brot::N,ogi,күлше
544,Scheibe::N,xerra,тілім
545,Scheibe::N,pirripita,тілім
546,Fett::N,urin,май
547,Fett::N,koipe,май
548,Butter::N,gurin,май
549,Öl::N,olio,май
550,Salz::N,gatz,тұз
551,Suppe::N,zopa,көже
552,Suppe::N,salda,көже
553,Honig::N,ezti,бал
554,Milch::N,esne,сүт
555,Tee::N,te,шай
556,Leder::N,larru,көн
557,Wolle::N,artile,жүн
558,Stoff::N,ehun,мата
559,Stoff::N,ehun,кездеме
560,Nadel::N,orratz,ине
561,Nadel::N,jostorratz,ине
562,Faden::N,hari,жіп
563,Knopf::N,botoi,түйме
564,Knoten::N,korapilo,түйін
565,Farbe::N,pintura,рең
566,Kleidung::N,arropa,киім
567,Kleidung::N,jantziak,киім
568,Hemd::N,atorra,жейде
569,Hemd::N,alkandora,жейде
570,Kragen::N,idun,жаға
571,Ärmel::N,mahuka,жең
572,Hose::N,prakak,шалбар
573,Hose::N,galtzak,шалбар
574,Gürtel::N,gerriko,белбеу
575,Mütze::N,txano,қалпақ
576,Mütze::N,txapel,қалпақ
577,Schuh::N,oski,кебіс
578,Schuh::N,oinetako,кебіс
579,Stiefel::N,bota,етік
580,Ring::N,uztai,жүзік
581,Band::N,zinta,таспа
582,Band::N,xingola,таспа
583,Kamm::N,orrazi,тарақ
584,Spiegel::N,mirail,айна
585,Riemen::N,uhal,қайыс
586,Schnur::N,lokailu,жіп
587,Leine::N,lotura,тізгін
588,Decke::N,burusi,көрпе
589,Kissen::N,kuxin,жастық
590,Tuch::N,zapi,орамал
591,Tuch::N,oihal,орамал
592,Handtuch::N,eskuzapi,сүлгі
593,Handtuch::N,eskuoihal,сүлгі
594,Kraft::N,indar,қуат
595,Kraft::N,indar,қарқын
596,Kraft::N,indar,әл-шама
597,Kraft::N,indar,әл-дәрмен
598,Stärke::N,indar,әл
599,Stärke::N,indar,күш
600,Gesundheit::N,osasun,денсаулык
601,Krankheit::N,eritasun,ауру
602,Krankheit::N,gaixotasun,ауру
603,Schmerz::N,min,ауру
604,Wunde::N,zauri,зақым
605,Wunde::N,zauri,жарақат
606,Fieber::N,sukar,безгек
607,Fieber::N,sukar,қалтырау
608,Fieber::N,sukar,қызу көтерілуі
609,Arznei::N,osagai,дәрі
610,Arznei::N,osagai,дәрі-дәрмек
611,Arznei::N,sendagai,дәрі
612,Arznei::N,sendagai,дәрі-дәрмек
613,Brücke::N,zubi,көпір
614,Brunnen::N,putzu,құдық
615,Weide::N,alha,өріс
616,Weide::N,alha,жайылым
617,Weide::N,bazkaleku,өріс
618,Weide::N,bazkaleku,жайылым
619,Pfad::N,zidor,жол
620,Pfad::N,bidexka,жол
621,Weg::N,bide,жол
622,Straße::N,errepide,жол
623,Dorf::N,herri,ауыл
624,Stadt::N,hiri,қала
625,Stadt::N,hiri,шаһар
626,Brief::N,gutun,хат
627,Brief::N,gutun,жазу
628,Brief::N,eskutitz,хат
629,Brief::N,eskutitz,жазу
630,Buch::N,liburu,кітап
631,Buchstabe::N,hizki,әріп
632,Buchstabe::N,hizki,қаріп
633,Zeitung::N,egunkari,газет
634,Leben::N,bizi,өмір
635,Leben::N,bizi,тіршілік
636,Leben::N,bizitza,өмір
637,Leben::N,bizitza,тіршілік
638,Tod::N,herio,опат
639,Tod::N,heriotza,опат
640,Grab::N,hobi,мола
641,Grab::N,hobi,мазар
642,Grab::N,hilobi,мола
643,Grab::N,hilobi,мазар
644,Kirche::N,eliza,шіркеу
645,Sünde::N,hoben,күнә
646,Sünde::N,bekatu,күнә
647,Gott::N,jainko,алла
648,Gott::N,jainko,құдай
649,Gott::N,jainko,тәңірі
650,Gott::N,jainko,пәруардігер
651,Gott::N,jainko,жаратқан тәңірі
652,Arbeiter::N,langile,жүмысшы
653,Arbeiter::N,behargin,жүмысшы
654,Chef::N,nagusi,басшы
655,Chef::N,nagusi,жұмыс басқарушысы
656,Meister::N,maisu,шебер
657,Meister::N,maisu,өнерпаз
658,Arzt::N,osagile,дәрігер
659,Arzt::N,sendagile,дәрігер
660,Lehrer::N,irakasle,мұғалім
661,Geld::N,diru,пұл
662,Geschäft::N,negozio,бизнес
663,Laden::N,denda,дүкен
664,Laden::N,saltegi,дүкен
665,Preis::N,prezio,ақы
666,Preis::N,prezio,құны
667,Preis::N,prezio,нарық
668,Preis::N,salneurri,ақы
669,Preis::N,salneurri,құны
670,Preis::N,salneurri,нарық
671,Ware::N,salgai,тауар
672,Nutzen::N,onura,пайда
673,Nutzen::N,probetxu,пайда
674,Reichtum::N,aberastasun,бақ-дәулет
675,Welt::N,ludi,әлем
676,Welt::N,ludi,жиһан
677,Welt::N,mundu,әлем
678,Welt::N,mundu,жиһан
679,Land::N,herrialde,аймақ
680,Staat::N,estatu,мемлекет
681,König::N,errege,патша
682,Macht::N,botere,өкімет
683,Macht::N,botere,қожалық
684,Grenze::N,muga,шек
685,Krieg::N,guda,соғыс
686,Feind::N,etsai,жау
687,Feind::N,etsai,дұшпан
688,Feind::N,arerio,жау
689,Feind::N,arerio,дұшпан
690,Gewalt::N,bortxa,зорлык
691,Gewalt::N,bortxa,зорлық-зомбылык
692,Gewalt::N,bortizkeria,зорлык
693,Gewalt::N,bortizkeria,зорлық-зомбылык
694,Kampf::N,gudu,күрес
695,Kampf::N,gudu,алыспақ
696,Kampf::N,auska,күрес
697,Kampf::N,auska,алыспақ
698,Bogen[Waffe]::N,arku,саржа
699,Pfeil::N,gezi,жебе
700,Gewehr::N,fusil,қару
701,Fehler::N,huts,әбес
702,Fehler::N,huts,қаталық
703,Fehler::N,hutsegin,әбес
704,Fehler::N,hutsegin,қаталық
705,Lüge::N,gezur,өтірік
706,Schaden::N,kalte,зиян
707,Schaden::N,kalte,зарар
708,Unglück::N,zoritxar,пәле
709,Unglück::N,zoritxar,қасырет
710,Unglück::N,zoritxar,ауыртпалық
711,Unglück::N,zorigaitz,пәле
712,Unglück::N,zorigaitz,қасырет
713,Unglück::N,zorigaitz,ауыртпалық
714,Schuld::N,erru,айыптылық
715,Alter::N,adin,жас
716,Alter::N,adin,жас шамасы
717,Schluss::N,bukaera,ада
718,Schluss::N,bukaera,бітуі
719,Zeit::N,aldi,уақыт
720,Zeit::N,denbora,уақыт
721,Tag::N,egun,күн
722,Morgen::N,goiz,таң
723,Morgen::N,goiz,таңертең
724,Mittag::N,eguerdi,талтүс
725,Abend::N,arrats,кеш
726,Nacht::N,gau,түн
727,Woche::N,aste,апта
728,Monat::N,hil,ай
729,Jahr::N,urte,жыл
730,Frühling::N,udalehen,көктем
731,Sommer::N,uda,жаз
732,Herbst::N,udazken,күз
733,Herbst::N,neguantz,күз
734,Winter::N,negu,қыс
735,Januar::N,urtarril,каңтар
736,Februar::N,otsail,ақпан
737,März::N,martxo,наурыз
738,April::N,apiril,сәуір
739,Mai::N,maiatz,мамыр
740,Juni::N,ekain,маусым
741,Juli::N,uztail,шілде
742,August::N,abuztu,сүмбіле
743,August::N,abuztu,тамыз
744,September::N,irail,қыркүйек
745,Oktober::N,urri,ақырап
746,November::N,azaro,қараша
747,Dezember::N,abendu,желтоқсан
748,Montag::N,astelehen,дүйсенбі
749,Dienstag::N,astearte,сейсенбі
750,Mittwoch::N,asteazken,сәрсенбі
751,Donnerstag::N,ostegun,бейсенбі
752,Freitag::N,ostiral,жұма
753,Samstag::N,larunbat,сенбі
754,Sonntag::N,igande,жексембі
755,groß::A,handi,алпамсадай
756,klein::A,txiki,кішкене
757,klein::A,txiki,қарғадай
758,lang::A,luze,сопақ
759,lang::A,luze,сорайған
760,kurz::A,labur,кеспелтек
761,breit::A,zabal,айдынды
762,schmal::A,mehar,қысық
763,dicht::A,sarri,жиі
764,dicht::A,trinko,жиі
765,dick[Gegenstand]::A,lodi,шомбал
766,dünn::A,mehe,жұқа
767,dünn::A,mehe,жіңішке
768,fein::A,fin,қаңылтақ
769,fest::A,tinko,берік
770,fest::A,tinko,мызғымас
771,flach::A,lau,жалпак
772,flach::A,ordoki,жалпак
773,glatt::A,leun,типыл
774,hart::A,gogor,қатты
775,weich::A,bigun,жұмсақ
776,weich::A,beratz,жұмсақ
777,rund::A,biribil,домалақ
778,spitz::A,puntadun,үшкір
779,scharf::A,zorrotz,сүйрік
780,stumpf::A,kamuts,доғал
781,stumpf::A,kamuts,өтпейтін
782,schwer::A,astun,салмақты
783,schwer::A,pisutsu,салмақты
784,schön::A,eder,сұлу
785,heiß::A,bero,ыссы
786,heiß::A,oso bero,ыссы
787,warm::A,bero,жылы
788,kalt::A,hotz,аязды
789,kühl::A,hotzil,салқын
790,frisch::A,fresko,таза
791,frisch::A,fresko,жаңа
792,frisch::A,hozkirri,таза
793,frisch::A,hozkirri,жаңа
794,feucht::A,heze,нам
