,Concept_ID,fi,da
832,neunzig::NUM,yhdeksänkymmentä,halvfems
833,hundert::NUM,sata,hundrede
834,tausend::NUM,tuhat,tusind
835,und::CNJ,ja,og
836,oder::CNJ,tai,eller
837,stehen::V,seisoa,stå
838,sitzen::V,istua,sidde
839,liegen::V,maata,ligge
840,hängen::V,riippua,hænge
841,werden::V,tulla,blive
842,werden::V,joutua,blive
843,passieren::V,sattua,ske
844,passieren::V,sattua,hænde
845,passieren::V,tapahtua,ske
846,passieren::V,tapahtua,hænde
847,beginnen::V,alkaa,begynde
848,enden::V,loppua,ende
849,enden::V,päättyä,ende
850,wechseln::V,vaihtua,veksle
851,wechseln::V,vaihdella,veksle
852,aufgehen[Sonne]::V,nousta,gå op
853,aufgehen[Sonne]::V,nousta,stå op
854,untergehen[Sonne]::V,laskea,gå ned
855,scheinen[Sonne]::V,paistaa,skinne
856,donnern::V,jyristä,tordne
857,wehen::V,tuulla,blæse
858,wehen::V,puhaltaa,blæse
859,strömen::V,virrata,strømme
860,fließen::V,valua,flyde
861,fließen::V,juosta,flyde
862,sich drehen::V,pyöriä,dreje sig
863,schwanken::V,horjua,vakle
864,schwingen::V,heilua,svinge
865,schwingen::V,värähdellä,svinge
866,fallen::V,pudota,falde
867,fallen::V,langeta,falde
868,brennen::V,palaa,brænde
869,rauchen::V,savuta,ryge
870,regnen::V,sataa,regne
871,gefrieren::V,jäätyä,fryse
872,tauen::V,sulaa,tø
873,schmelzen::V,sulaa,smelte
874,trocknen::V,kuivua,tørre
875,sieden::V,kiehua,koge
876,faulen::V,mädätä,rådne
877,verfaulen::V,mädätä,rådne
878,verfaulen::V,mädäntyä,rådne
879,reißen::V,revetä,briste
880,versinken::V,upota,synke
881,versinken::V,upota,synke ned
882,versinken::V,vajota,synke
883,versinken::V,vajota,synke ned
884,vergehen::V,kulua,forløbe
885,erscheinen::V,ilmestyä,vise sig
886,verschwinden::V,kadota,forsvinde
887,sinken::V,vajota,synke
888,abnehmen::V,vähetä,aftage
889,zunehmen::V,kasvaa,tiltage
890,zunehmen::V,lisääntyä,tiltage
891,steigen::V,nousta,stige
892,wachsen::V,kasvaa,gro
893,wachsen::V,kasvaa,vokse
894,glänzen::V,kiiltää,glinse
895,funkeln::V,kipinöidä,tindre
896,lärmen::V,meluta,larme
897,läuten::V,soida,ringe
898,klingeln::V,soida,ringe
899,klirren::V,kalista,klirre
900,brausen::V,kohista,bruse
901,rauschen::V,kohista,suse
902,klingen::V,soida,lyde
903,klingen::V,soida,klinge
904,bellen::V,haukkua,gø
905,heulen::V,ulvoa,hyle
906,blasen::V,puhaltaa,blæse
907,pfeifen::V,viheltää,fløjte
908,schreien::V,kirkua,skrige
909,stöhnen::V,voihkia,stønne
910,zittern::V,vapista,dirre
911,zittern::V,vapista,skælve
912,leben::V,elää,leve
913,geboren werden::V,syntyä,fødes
914,atmen::V,hengittää,ånde
915,trinken::V,juoda,drikke
916,essen::V,syödä,spise
917,schlucken::V,niellä,synke
918,müde werden::V,uupua,blive træt
919,einschlafen::V,uinahtaa,falde i søvn
920,schlafen::V,maata,sove
921,schlafen::V,nukkua,sove
922,aufwachen::V,herätä,vågne
923,aufstehen::V,nousta,stå op
924,aufstehen::V,nousta ylös,stå op
925,sich erholen::V,levätä,komme sig
926,krank werden::V,sairastua,blive syg
927,krank sein::V,potea,være syg
928,krank sein::V,sairastaa,være syg
929,schmerzen::V,särkeä,smerte
930,schmerzen::V,kivistää,smerte
931,husten::V,yskiä,hoste
932,genesen::V,toipua,komme sig
933,sterben::V,kuolla,dø
934,umkommen::V,saada surmansa,omkomme
935,umkommen::V,kuolla,omkomme
936,sich bewegen::V,liikkua,bevæge sig
937,sich rühren::V,liikahtaa,røre på sig
938,sich erheben::V,nousta,rejse sig
939,sich setzen::V,istuutua,sætte sig
940,hinfallen::V,kaatua,
941,laufen::V,kävellä,løbe
942,schreiten::V,astua,skride
943,schreiten::V,astella,skride
944,spazierengehen::V,kävellä,gå en tur
945,eilen::V,kiirehtiä,ile
946,sich beeilen::V,kiirehtiä,skynde sig
947,sich beeilen::V,olla kiireissään,skynde sig
948,sausen::V,rynnätä,suse
949,sausen::V,viilettää,suse
950,rennen::V,juosta,løbe
951,rennen::V,juosta,rende
952,springen::V,hypätä,hoppe
953,springen::V,hypätä,springe
954,klettern::V,kiivetä,klatre
955,schaukeln::V,kiikkua,gynge
956,kriechen::V,ryömiä,krybe
957,schwimmen::V,uida,svømme
958,tauchen::V,sukeltaa,dykke
959,rudern::V,soutaa,ro
960,fahren::V,ajaa,køre
961,fahren::V,kulkea,køre
962,fliegen::V,lentää,flyve
963,gehen::V,käydä,gå
964,weggehen::V,lähteä,gå bort
965,weggehen::V,poistua,gå bort
966,abfahren::V,lähteä,køre bort
967,anhalten::V,pysähtyä,standse
968,anhalten::V,seisahtua,standse
969,hineingehen::V,mennä sisään,gå ind
970,eintreten::V,astua sisään,træde ind
971,kommen::V,tulla,komme
972,ankommen::V,saapua,ankomme
973,zurückkommen::V,palata,komme tilbage
974,bleiben::V,jäädä,blive
975,bleiben::V,jäädä,forblive
976,bleiben::V,viipyä,blive
977,bleiben::V,viipyä,forblive
978,warten::V,odottaa,vente
979,erwarten::V,odottaa,vente
980,erwarten::V,odottaa,afvente
981,suchen::V,etsiä,søge
982,finden::V,löytää,finde
983,versuchen::V,yrittää,forsøge
984,vorbereiten::V,valmistaa,forberede
985,lieben::V,pitää,elske
986,lieben::V,rakastaa,elske
987,mögen::V,pitää,holde af
988,mögen::V,pitää,kunne lide
989,mögen::V,tykätä,holde af
990,mögen::V,tykätä,kunne lide
991,lachen::V,nauraa,le
992,rühren::V,liikuttaa,røre
993,weinen::V,itkeä,græde
994,schimpfen::V,haukkua,skænde
995,sich ärgern::V,suuttua,ærgre sig
996,sich fürchten::V,pelätä,være bange
997,fürchten::V,pelätä,være bange for
998,fliehen::V,paeta,flygte
999,flüchten::V,paeta,flygte
1000,sehen::V,nähdä,se
1001,anschauen::V,katsoa,se på
1002,anschauen::V,katsoa,betragte
1003,ansehen::V,katsoa,anse
1004,hören::V,kuulla,høre
1005,zuhören::V,kuunnella,høre til
1006,probieren::V,maistaa,smage
1007,probieren::V,maistaa,smage på
1008,riechen::V,haistaa,lugte
1009,fühlen::V,tuntea,føle
1010,scheinen::V,tuntua,synes
1011,zu sehen sein::V,näkyä,synes
1012,vernehmen::V,kuulla,erfare
1013,frieren::V,palella,fryse
1014,tun::V,tehdä,gøre
1015,können::V,osata,kunne
1016,wollen::V,tahtoa,ville
1017,anfangen::V,ruveta,begynde
1018,anfangen::V,aloittaa,begynde
1019,beenden::V,lopettaa,afslutte
1020,aufhören::V,loppua,ophøre
1021,aufhören::V,loppua,holde op
1022,gelingen::V,onnistua,lykkes
1023,geraten::V,sujua,blive
1024,geraten::V,joutua,blive
1025,öffnen::V,avata,åbne
1026,öffnen::V,aukaista,åbne
1027,schließen::V,sulkea,lukke
1028,stellen::V,panna,stille
1029,stellen::V,asettaa,stille
1030,setzen::V,panna,sætte
1031,setzen::V,istuttaa,sætte
1032,legen::V,panna,lægge
1033,legen::V,asettaa,lægge
1034,berühren::V,koskea,berøre
1035,berühren::V,koskettaa,berøre
1036,verbinden::V,liittää,forbinde
1037,verbinden::V,yhdistää,forbinde
1038,bedecken::V,kattaa,dække
1039,bedecken::V,kattaa,bedække
1040,bedecken::V,peittää,dække
1041,bedecken::V,peittää,bedække
1042,aufhängen::V,ripustaa,hænge
1043,aufhängen::V,ripustaa,hænge op
1044,anzünden::V,sytyttää,tænde
1045,anzünden::V,sytyttää,antænde
1046,aufheben::V,ylös nostaa,løfte
1047,aufheben::V,ylös nostaa,tage op
1048,aufheben::V,nostaa,løfte
1049,aufheben::V,nostaa,tage op
1050,zurücklassen::V,jättää,lade tilbage
1051,verlieren::V,kadottaa,miste
1052,fallen lassen::V,pudottaa,tabe
1053,fallen lassen::V,pudottaa,droppe
1054,machen::V,tehdä,gøre
1055,herstellen::V,tuottaa,fremstille
1056,herstellen::V,valmistaa,fremstille
1057,bauen::V,rakentaa,bygge
1058,reparieren::V,korjata,reparere
1059,verbessern::V,parantaa,rette
1060,verbessern::V,parantaa,forbedre
1061,ändern::V,muuttaa,ændre
1062,graben::V,kaivaa,grave
1063,beugen::V,taivuttaa,bøje
1064,biegen::V,taivuttaa,bøje
1065,drehen::V,kääntää,dreje
1066,wenden::V,kääntää,vende
1067,umdrehen::V,kääntää,dreje om
1068,heben::V,nostaa,hæve
1069,heben::V,kohottaa,hæve
1070,hochheben::V,nostaa,løfte
1071,ergreifen::V,tarttua,gribe fat i
1072,halten::V,pitää,holde
1073,drücken::V,painaa,trykke
1074,drücken::V,puristaa,trykke
1075,schieben::V,työntää,skyde
1076,schieben::V,työntää,skubbe
1077,kratzen::V,raapia,klø
1078,kratzen::V,raapia,kradse
1079,lecken::V,nuolla,slikke
1080,beißen::V,purra,bide
1081,abreißen::V,repiä,rive af
1082,abschneiden::V,leikata poikki,skære af
1083,abschneiden::V,leikata,skære af
1084,binden::V,sitoa,binde
1085,stecken::V,pistää,stikke
1086,brechen::V,murtaa,brække
1087,klopfen::V,koputtaa,banke
1088,klopfen::V,kolkuttaa,banke
1089,hauen::V,lyödä,hugge
1090,kleben::V,liimata,klistre
1091,reiben::V,hieroa,gnide
1092,reiben::V,hangata,gnide
1093,streichen::V,sivellä,smøre
1094,schleifen::V,hioa,slibe
1095,schneiden::V,leikata,skære
1096,schneiden::V,leikata,klippe
1097,rütteln::V,ravistaa,ruske
1098,schütteln::V,pudistaa,ryste
1099,schwenken::V,heiluttaa,svinge
1100,schütten::V,kaataa,hælde
1101,füllen::V,täyttää,fylde
1102,einwickeln::V,kääriä,pakke ind
1103,tragen::V,kantaa,bære
1104,schleppen::V,raahata,slæbe
1105,ziehen::V,vetää,trække
1106,aufbewahren::V,säilyttää,opbevare
1107,werfen::V,viskata,kaste
1108,fangen::V,napata,fange
1109,fangen::V,ottaa kiinni,fange
1110,packen::V,tarttua,gribe
1111,verstecken::V,kätkeä,gemme
1112,verstecken::V,piilottaa,gemme
1113,teilen::V,jakaa,dele
1114,schicken::V,lähettää,sende
1115,bringen::V,viedä,bringe
1116,hinzufügen::V,lisätä,tilføje
1117,bekommen::V,saada,få
1118,erhalten::V,saada,få
1119,nehmen::V,ottaa,tage
1120,wählen::V,valita,vælge
1121,auswählen::V,valikoida,udvælge
1122,bewahren::V,säilyttää,bevare
1123,behindern::V,estää,hindre
1124,behindern::V,estää,forhindre
1125,verderben::V,pilata,ødelægge
1126,verderben::V,turmella,ødelægge
1127,beschädigen::V,vioittaa,beskadige
1128,beschädigen::V,vahingoittaa,beskadige
1129,zerbrechen::V,rikkoa,brække itu
1130,zerreißen::V,repiä rikki,rive itu
1131,zerreißen::V,repiä palasiksi,rive itu
1132,zerstören::V,hävittää,ødelægge
1133,verbrennen::V,polttaa,brænde
1134,geben::V,antaa,give
1135,reichen::V,ojentaa,række
1136,schenken::V,lahjoittaa,forære
1137,versprechen::V,luvata,love
1138,wünschen::V,toivottaa,ønske
1139,loben::V,ylistää,rose
1140,küssen::V,suudella,kysse
1141,wiegen::V,tuudittaa,vugge
1142,wiegen::V,keinuttaa,vugge
1143,zudecken::V,peittää,dække til
1144,wecken::V,herättää,vække
1145,zeigen::V,näyttää,vise
1146,zeigen::V,osoittaa,vise
1147,führen::V,johdattaa,føre
1148,lehren::V,opettaa,lære
1149,unterrichten::V,opettaa,undervise
1150,aufziehen::V,kasvattaa,opdrage
1151,leiten::V,johtaa,lede
1152,antreiben::V,hoputtaa,skynde på
1153,lassen::V,antaa,få til at
1154,einladen::V,kutsua,indbyde
1155,einladen::V,kutsua,invitere
1156,vereinigen::V,yhdistää,forene
1157,besuchen::V,vierailla,besøge
1158,treffen::V,tavata,møde
1159,sich versammeln::V,kokoontua,forsamles
1160,spielen::V,pelata,lege
1161,spielen::V,pelata,spille
1162,spielen::V,leikkiä,lege
1163,spielen::V,leikkiä,spille
1164,singen::V,laulaa,synge
1165,tanzen::V,tanssia,danse
1166,sich trennen::V,erota,skilles
1167,verlassen::V,jättää,forlade
1168,retten::V,pelastaa,redde
1169,bewachen::V,vartioida,bevogte
1170,schützen::V,suojella,skærme
1171,schützen::V,suojella,beskytte
1172,verteidigen::V,puolustaa,forsvare
1173,sich schlagen::V,tapella,slås
1174,schießen::V,ampua,skyde
1175,siegen::V,voittaa,sejre
1176,ärgern::V,ärsyttää,ærgre
1177,schlagen::V,lyödä,slå
1178,treten::V,potkaista,sparke
1179,stechen::V,pistää,stikke
1180,stoßen::V,sysätä,støde
1181,stoßen::V,työntää,støde
1182,stehlen::V,varastaa,stjæle
1183,stören::V,häiritä,forstyrre
1184,belästigen::V,häiritä,genere
1185,belästigen::V,häiritä,ulejlige
1186,verbergen::V,kätkeä,skjule
1187,täuschen::V,harhauttaa,villede
1188,betrügen::V,pettää,bedrage
1189,betrügen::V,petkuttaa,bedrage
1190,töten::V,tappaa,dræbe
1191,wohnen::V,asua,bo
1192,arbeiten::V,tehdä työtä,arbejde
1193,arbeiten::V,työskennellä,arbejde
1194,sammeln::V,koota,samle
1195,sammeln::V,kerätä,samle
1196,pflücken::V,poimia,plukke
1197,jagen::V,metsästää,jage
1198,fischen::V,kalastaa,fiske
1199,fassen::V,pyydystää,fange
1200,fassen::V,saalistaa,fange
1201,hüten::V,paimentaa,vogte
1202,treiben::V,ajaa,drive
1203,anbinden::V,kytkeä,binde fast
1204,füttern::V,ruokkia,fodre
1205,melken::V,lypsää,malke
1206,hacken::V,hakata,hakke
1207,gießen::V,kastella,hælde
1208,reifen::V,kypsyä,modne
1209,zubereiten::V,valmistaa,tilberede
1210,kochen::V,keittää,koge
1211,backen::V,leipoa,bage
1212,braten::V,paistaa,stege
1213,umrühren::V,hämmentää,røre om
1214,stricken::V,kutoa,strikke
1215,stricken::V,neuloa,strikke
1216,nähen::V,ommella,sy
1217,färben::V,värjätä,farve
1218,färben::V,värittää,farve
1219,reinigen::V,puhdistaa,rense
1220,reinigen::V,puhdistaa,gøre ren
1221,waschen::V,pestä,vaske
1222,abwischen::V,pyyhkiä,tørre af
1223,spülen::V,huuhtoa,skylle
1224,fegen::V,pyyhkäistä,feje
1225,kehren::V,lakaista,feje
1226,baden::V,kylpeä,bade
1227,sich waschen::V,peseytyä,vaske sig
1228,ausziehen::V,riisua,tage af
1229,anziehen::V,pukea ylleen,tage på
1230,sich anziehen::V,pukeutua,klæde sig på
1231,kämmen::V,kammata,rede
1232,kämmen::V,kammata,frisere
1233,schmücken::V,koristaa,pynte
1234,schmücken::V,koristaa,smykke
1235,schmücken::V,kaunistaa,pynte
1236,schmücken::V,kaunistaa,smykke
1237,sagen::V,sanoa,sige
1238,sprechen::V,puhua,snakke
1239,reden::V,keskustella,tale
1240,reden::V,keskustella,snakke
1241,sich unterhalten::V,jutella,snakke sammen
1242,fragen::V,kysyä,spørge
1243,bitten::V,pyytää,bede
1244,erzählen::V,kertoa,berette
1245,erzählen::V,kertoa,fortælle
1246,mitteilen::V,ilmoittaa,meddele
1247,nennen::V,kutsua,nævne
1248,nennen::V,nimittää,nævne
1249,rufen::V,kutsua,råbe
1250,prahlen::V,kerskailla,prale
1251,übersetzen::V,kääntää,oversætte
1252,denken::V,miettiä,tænke
1253,denken::V,ajatella,tænke
1254,glauben::V,uskoa,tro
1255,bemerken::V,huomata,bemærke
1256,bemerken::V,huomata,lægge mærke til
1257,erkennen::V,tunnistaa,genkende
1258,begreifen::V,ymmärtää,begribe
1259,verstehen::V,ymmärtää,forstå
1260,lernen::V,oppia,lære
1261,wissen::V,tietää,vide
1262,sich erinnern an::V,muistaa,mindes
1263,sich erinnern an::V,muistaa,huske på
1264,vergessen::V,unohtaa,glemme
1265,messen::V,mitata,måle
1266,zählen::V,laskea,tælle
1267,rechnen::V,laskea,regne
1268,lesen::V,lukea,læse
1269,malen::V,maalata,male
1270,zeichnen::V,piirtää,tegne
1271,zeichnen::V,piirustaa,tegne
1272,schreiben::V,kirjoittaa,skrive
1273,besitzen::V,omistaa,eje
1274,besitzen::V,omistaa,besidde
1275,kaufen::V,ostaa,købe
1276,verkaufen::V,myydä,sælge
1277,bezahlen::V,maksaa,betale
1278,zahlen::V,maksaa,betale
1279,beherrschen::V,hallita,beherske
1280,ertragen::V,kestää,tåle
1281,ertragen::V,kestää,udholde
