,Concept_ID,ku,kv
795,schwanken::V,hejandin,кӧвьясьны
796,schwingen::V,libakirin,дюттясьны
797,fallen::V,ketin,усьны
798,brennen::V,şewitîn,сотчыны
799,rauchen::V,kişandin,тшынасьны
800,regnen::V,bahran tê,зэрны
801,gefrieren::V,qefilandin,гегдыны
802,tauen::V,helandin,сывны
803,schmelzen::V,helandin,сывны
804,trocknen::V,zuwabûn,косьмыны
805,sieden::V,kelîn,пизьны
806,faulen::V,xerabûn,нёльзьыны
807,verfaulen::V,xerabûn,тӧрмыны
808,verfaulen::V,xerabûn,сiсьмыны
809,reißen::V,jêkirin,косясьны
810,versinken::V,xerq bûn,вӧйны
811,vergehen::V,derbas bûn,мунны
812,erscheinen::V,peyda bûn,мыччисьны
813,verschwinden::V,wendabûn,ӧшны
814,sinken::V,noq bûn,ямны
815,abnehmen::V,kêm bûn,ямны
816,zunehmen::V,qelew bûn,паськавны
817,steigen::V,hildan,лэбтiсьны
818,wachsen::V,mezin bûn,быдмыны
819,glänzen::V,biriqîn,свиттявны
820,funkeln::V,çikisîn,югйовтлыны
821,funkeln::V,çikisîn,югйӧв-керны
822,lärmen::V,guşîn,чавзыны
823,läuten::V,lê de,диньгыны
824,klingeln::V,sîl dan,силькӧтны
825,klingeln::V,ringerin,силькӧтны
826,klirren::V,zingzing hat,жольӧтны
827,brausen::V,guşîn,гуасьны
828,rauschen::V,guşîn,кышӧтны
829,klingen::V,deng pe ketin,горавны
830,bellen::V,kewtîn,увтны
831,bellen::V,kewtîn,вувтны
832,heulen::V,ûrîn,уннявны
833,blasen::V,puf kirin,пӧлявны
834,pfeifen::V,fîkandin,пиксыны
835,schreien::V,qîrîn,айзыны
836,stöhnen::V,nalîn,ойзыны
837,stöhnen::V,nalîn,ружтыны
838,zittern::V,hejîn,легьявны
839,leben::V,jihîn,овны
840,geboren werden::V,hatin dinyê,шогмыны
841,geboren werden::V,bûn,шогмыны
842,atmen::V,hilmijîn,лолавны
843,trinken::V,vexwarin,юны
844,essen::V,xwarin,сёйны
845,schlucken::V,daqulbandin,ньылавны
846,müde werden::V,betilîln,мыдзны
847,müde werden::V,qerimîn,мыдзны
848,einschlafen::V,razan,ланьтны
849,schlafen::V,razan,узьны
850,schlafen::V,razandin,узьны
851,aufwachen::V,şiyarbûn,саймыны
852,aufwachen::V,şiyarbûn,пальмыны
853,aufstehen::V,rabûn,сувтны
854,sich erholen::V,baş bûn,шоччисьлыны
855,krank werden::V,nexweş kêt,моржитны
856,krank sein::V,nexweş bû,шогавны
857,krank sein::V,nexweş bû,визьӧтны
858,schmerzen::V,êşandin,висьны
859,husten::V,kuxin,кашляйтны
860,genesen::V,baş bûn,бурдны
861,sterben::V,mirin,кувны
862,umkommen::V,mirin,вийсьыны
863,sich bewegen::V,leqîn,локны
864,sich bewegen::V,leqîn,ветлӧтны
865,sich rühren::V,leqîn,вӧрзьӧтчыны
866,sich erheben::V,rabûn,сувтны
867,sich setzen::V,runiştin,пуксьыны
868,hinfallen::V,kêtin,пӧрласьны
869,laufen::V,meşîn,мунны
870,schreiten::V,meşkirin,тальччавны
871,spazierengehen::V,gerandin,котрасьны
872,eilen::V,lezandin,тэрмасьны
873,sich beeilen::V,zûkirin,тэрмасьны
874,sausen::V,fîzîn,вирдавны-котӧртны
875,rennen::V,baz dan,
876,springen::V,hilpekîn,чеччавны
877,klettern::V,hilperikîn,кышасьны
878,schaukeln::V,lorandin,чурликасьны
879,kriechen::V,xuşandin,кыскасьны-мунны
880,schwimmen::V,avjenîn,вартчыны
881,tauchen::V,qutxuyardin,сунгисьны ваӧ
882,tauchen::V,noqîn,сунгисьны ваӧ
883,rudern::V,qaîq ajotin,сынны
884,fahren::V,ajotin,мунны
885,fliegen::V,firîn,лэбавны
886,gehen::V,çûn,мунны
887,weggehen::V,çûn,мунны
888,abfahren::V,çûyin,иньдӧтчыны
889,abfahren::V,çûyin,мунны
890,anhalten::V,rawestîn,сувтны
891,hineingehen::V,ketin hundir,пырны
892,eintreten::V,têketin,пырны
893,kommen::V,hatin,локны
894,ankommen::V,gihan,локны
895,ankommen::V,gihîştin,локны
896,zurückkommen::V,vegerandin,бертны
897,zurückkommen::V,vegerandin,панӧвтсьыны
898,bleiben::V,sekinîn,кольччыны
899,warten::V,payîn,видзчисьны
900,erwarten::V,payîn,видзчисьны
901,suchen::V,lêgerîn,кошшыны
902,finden::V,peyda kirin,адззыны
903,versuchen::V,çeribandin,пондыны
904,versuchen::V,çeribandin,пондӧтны
905,vorbereiten::V,amade kirin,лӧсьӧтны
906,lieben::V,hez kirin,милуйтны
907,mögen::V,dil kirin,радейтны
908,lachen::V,kenîn,серавны
909,rühren::V,hêjan,сьӧлӧм вӧрзьӧтны
910,weinen::V,girîn,горзыны
911,schimpfen::V,pevçûn,видчыны
912,sich ärgern::V,enirîn,лёкавны
913,sich fürchten::V,tirsîn,повны
914,fürchten::V,tirsin,повны
915,fliehen::V,bazdan,пышшыны
916,flüchten::V,revîn,пышшыны
917,sehen::V,dîtin,адззыны
918,anschauen::V,sêr kirin,видзӧтны
919,ansehen::V,hesibandin,видзӧтны
920,hören::V,guhdar jirin,кывны
921,zuhören::V,guhdarî kirin,кывзыны
922,probieren::V,tehm kirin,пешлыны
923,riechen::V,bihn kirin,дукавны
924,fühlen::V,hîs kirin,кывны
925,scheinen::V,xoyer kir,декуйтчыны
926,zu sehen sein::V,diyar bûn,тыдавны
927,vernehmen::V,bihîstin,тӧдмавны
928,frieren::V,qerişîn,гегдыны
929,tun::V,kirin,керны
930,können::V,karin,вермыны
931,wollen::V,xwestîn,мӧдны
932,anfangen::V,dest pêkirin,петны
933,beenden::V,xelas kirin,ештӧтны
934,beenden::V,xelas kirin,керыштны
935,aufhören::V,xelas kirin,дугдыны
936,gelingen::V,çe bûn,шогмыны
937,geraten::V,qewîmîn,мыччисьны
938,öffnen::V,vekirin,осьтны
939,schließen::V,girtin,пӧднавны
940,stellen::V,danîn,сувтӧтны
941,setzen::V,rûniştin,пуксьӧтны
942,legen::V,danîn,пуктыны
943,legen::V,razandin,пуктыны
944,berühren::V,lêketin,вӧрзьӧтны
945,verbinden::V,anîn pê,йитны
946,bedecken::V,sergirtin,вевттьыны
947,aufhängen::V,aliqandin,ӧшӧтны
948,anzünden::V,pêxistin,ӧзтыны
949,aufheben::V,hildan,лэбтыны
950,zurücklassen::V,hiştin,кольны
951,zurücklassen::V,vehiştin,кольны
952,verlieren::V,wendakirin,ӧштыны
953,fallen lassen::V,xistin bixe,уськӧтны
954,fallen lassen::V,xistin,уськӧтны
955,machen::V,kirin,керны
956,machen::V,çêkirin,керны
957,herstellen::V,çê kirin,вӧчны
958,herstellen::V,peyda kirin,вӧчны
959,bauen::V,lêkirin,строитны
960,reparieren::V,veherînerîn,вочны
961,verbessern::V,sererastkirin,бурсьӧтны
962,ändern::V,degiş kirin,вежны
963,graben::V,kolandin,гарйыны
964,beugen::V,tewîn,кусіньтны
965,beugen::V,xwar kirin,кусіньтны
966,biegen::V,tewandin,чукыльтыштны
967,biegen::V,xwarkirin,чукыльтыштны
968,drehen::V,fitilandin,бергӧтны
969,wenden::V,zivîrin,бергӧтны
970,umdrehen::V,vegerandin,бергӧтны
971,heben::V,hildan,лэбтыны
972,hochheben::V,hildan,лэбтыны
973,ergreifen::V,dest avêtin,кватитны
974,halten::V,hîştin,видзны
975,halten::V,sekinîn,видзны
976,drücken::V,pêl kirin,личкыны
977,schieben::V,damdan,тойлавны
978,kratzen::V,xurandin,шаркӧтны
979,lecken::V,alastin,нювны
980,beißen::V,gez kirin,йирны
981,abreißen::V,hilşandin,орӧтны
982,abschneiden::V,jêkirin,шӧрыштны
983,abschneiden::V,jêkirin,вундыштны
984,binden::V,girêdan,гӧрдззыны
985,stecken::V,têxistin,мӧртны
986,brechen::V,şikandin,жугдыны
987,klopfen::V,kutandin,зукӧтны
988,hauen::V,li dan,желльыны
989,kleben::V,zeliqîn,лякӧтны
990,kleben::V,şirêz kirin,лякӧтны
991,reiben::V,firikandin,зыртны
992,streichen::V,bax dan,мавтны
993,schleifen::V,çarkirin,кыскыны
994,schneiden::V,jêkirin,вундавны
995,rütteln::V,hejandin,шатлавны
996,schütteln::V,daweşîn,зыбӧтны
997,schwenken::V,têwdan,ӧвтны
998,schwenken::V,têwdan,макайтны
999,schütten::V,rijandin,кисьтны
1000,füllen::V,dagirtin,тыртны
1001,füllen::V,dagirtin,тырсьӧтны
1002,einwickeln::V,pêçandin,тубны
1003,tragen::V,kişandin,новйӧтны
1004,tragen::V,rajtin,новйӧтны
1005,schleppen::V,kişandin,кыскыны
1006,ziehen::V,kişandin,кыскыны
1007,aufbewahren::V,hilandin,видзны
1008,werfen::V,avêtin,шентывлыны
1009,fangen::V,sem kirin,кутны
1010,fangen::V,girtin,кутны
1011,packen::V,pê girtin,кутасьны
1012,packen::V,pê girtin,кватитны
1013,verstecken::V,hîlanin,дзебны
1014,teilen::V,parvekirin,торйӧтны
1015,schicken::V,şandin,иньдыны
1016,bringen::V,anîn,вайны
1017,bringen::V,birin,вайны
1018,hinzufügen::V,dan ser,содтыны
1019,hinzufügen::V,li tiştekî zêde kirin,содтыны
1020,bekommen::V,standin,получитны
1021,erhalten::V,standin,получитны
1022,nehmen::V,girtin,босьтны
1023,wählen::V,ray dan,бӧрйыны
1024,auswählen::V,bijartin,бӧрйыны
1025,bewahren::V,rê li ber girtin,видзны
1026,bewahren::V,lê xwedî derketin,видзны
1027,behindern::V,bara wi,падтыны
1028,verderben::V,heram bûn,изводавны
1029,beschädigen::V,xerab kirin,паздыны
1030,zerbrechen::V,şikênandin,паздыны
1031,zerbrechen::V,perçe kirin,паздыны
1032,zerreißen::V,qelişandin,косявны
1033,zerstören::V,hilşandin,паздыны
1034,verbrennen::V,şewitandin,сотны
1035,geben::V,dan,сетны
1036,geben::V,dayin,сетны
1037,reichen::V,besbûn,сетны
1038,reichen::V,têrkirin,сетны
1039,schenken::V,diyarî kirin,козьнавны
1040,versprechen::V,soz dan,кӧсйыны
1041,wünschen::V,dil kirin,бурсьыны
1042,loben::V,pesinandin,ошкыны
1043,küssen::V,maçkirin,окавны
1044,wiegen::V,lorandin,тюттьӧтны
1045,wiegen::V,wezinandin,тюттьӧтны
1046,zudecken::V,nixumandin,вевттьыны
1047,wecken::V,bixwe hesandin,саймӧтны
1048,zeigen::V,şanîdan,мыччавны
1049,führen::V,raber kirin,нуӧтны
1050,lehren::V,hîn kirin,велӧтны
1051,unterrichten::V,ders dan,велӧтны
1052,aufziehen::V,mesinkirin,быдтыны
1053,leiten::V,rêberî kirin,юравны
1054,leiten::V,rêberî kirin,веськӧтлыны
1055,antreiben::V,bezandin,тэрмӧтны
1056,lassen::V,berdan,-ӧтыны
1057,lassen::V,hiştin,-ӧтыны
1058,einladen::V,dawet kirin,корны
1059,vereinigen::V,bi yek kirin,ӧтувтны
1060,vereinigen::V,bi yek kirin,ӧтлаавны
1061,besuchen::V,mêvan bûn,пыравлыны
1062,treffen::V,rast hatin,пантавны
1063,sich versammeln::V,li hev çivîn,ӧксьыны
1064,spielen::V,listin,орсны
1065,singen::V,stran,сьывны
1066,tanzen::V,reqisîn,йӧктыны
1067,sich trennen::V,hew berdan,торьясьны
1068,verlassen::V,tanê hişt,кольны
1069,verlassen::V,bêkes,кольны
1070,retten::V,rihakirin,мынтны
1071,bewachen::V,raçavkirin,смекайтны
1072,schützen::V,hemet kirin,дорйыны
1073,verteidigen::V,paraztin,дорйыны
1074,sich schlagen::V,li hev bezîn,тышкасьны
1075,schießen::V,agir kirin,лыйны
1076,siegen::V,biser ketin,вермыны
1077,ärgern::V,xeyirandin,лӧгӧтны
1078,schlagen::V,lêdan,базнитны
1079,schlagen::V,lêxistin,базнитны
1080,treten::V,têlekirin,чужьявны
1081,stechen::V,têrekirin,бытшкыны
1082,stoßen::V,lêketin,тапкыны
1083,stoßen::V,lêketin,тойыштны
1084,stehlen::V,dizîn,гусявны
1085,stehlen::V,dizî birin,гусявны
1086,stören::V,aciz kirin,костіавны
1087,belästigen::V,li tela yeki ketin,назыляйтны
1088,verbergen::V,veşartin,дзебны
1089,verbergen::V,kemîndanîn,дзебны
1090,täuschen::V,xapandin,бӧбӧтны
1091,täuschen::V,xapandin,пӧрьявны
1092,täuschen::V,lê zexeli kirin,бӧбӧтны
1093,täuschen::V,lê zexeli kirin,пӧрьявны
1094,betrügen::V,xapandin,муклачитны
1095,töten::V,kûştin,вийны
1096,wohnen::V,rûniştin,овны
1097,arbeiten::V,kar kirin,уджавны
1098,arbeiten::V,şêxulin,уджавны
1099,sammeln::V,komkirin,ӧктыны
1100,pflücken::V,çinîn,судзлавны
1101,jagen::V,nêçîr kirin,вӧравны
1102,fischen::V,masî girtin,чериавны
1103,fassen::V,pê girtin,кутны
1104,fassen::V,sêm kirin,кутны
1105,hüten::V,hei jê man,вердны
1106,hüten::V,hei jê man,йирсьӧтны
1107,treiben::V,bêherandin,вашӧтны
1108,anbinden::V,tewilandin,кӧртавны
1109,füttern::V,xwarine dan lê,вердны
1110,melken::V,dotin,высьтыны
1111,melken::V,dotin,чилькӧтны
1112,hacken::V,kolandin,керавны
1113,gießen::V,av dan,киськавны
1114,reifen::V,kemilîn,кисьмыны
1115,zubereiten::V,çe kirin,лӧсьӧтны
1116,kochen::V,xwarin çe kirin,пуны
1117,kochen::V,kelandin,пуны
1118,backen::V,pijandin,пӧжавны
1119,braten::V,qelandin,жаритны
1120,braten::V,sor kirin,жаритны
1121,umrühren::V,têvdan,соравны
1122,stricken::V,hûnan,домавны
1123,nähen::V,kêl kirin,вурны
1124,färben::V,boyax kirin,краситны
1125,reinigen::V,paqijkirin,весӧтны
1126,waschen::V,şuştin,пеславны
1127,abwischen::V,pakîj kirin,чышкыны
1128,spülen::V,şuştin,гывьявны
1129,fegen::V,maliştin,чышкыны
1130,kehren::V,maliştin,чышкыны
1131,baden::V,serîşûştin,купайтчыны 
1132,sich waschen::V,serîşûştin,миссьыны
1133,ausziehen::V,jê kirin,гыжтӧтны
1134,ausziehen::V,jê kirin,пӧрччавны
1135,anziehen::V,pê kirin,пасьтавны
1136,sich anziehen::V,xwe kirin,пасьтасьны
1137,kämmen::V,şeh kirin,сынавны
1138,schmücken::V,xemilandin,баситны
1139,sagen::V,gotin,висьтавны
1140,sagen::V,peyivîn,висьтавны
1141,sprechen::V,peyivîn,шуны
1142,reden::V,axaftin,баитны
1143,sich unterhalten::V,hev biştaxilin,сёрнитны
1144,fragen::V,pirsîn,юавны
1145,fragen::V,pirs kirin,юавны
1146,bitten::V,tika kirin,корны
1147,erzählen::V,behs kirin,висьтавны
1148,mitteilen::V,vegotin,висьтавны
1149,nennen::V,bi nav kirin,нимтны
1150,rufen::V,bakirin,китсавны
1151,rufen::V,bakirin,корны
1152,rufen::V,bakirin,чукӧстны
1153,prahlen::V,pesnê xwe dan,ошшасьны
1154,übersetzen::V,qulibandin,вуджӧтны
1155,übersetzen::V,derbas kirin,вуджӧтны
1156,denken::V,fikirîn,чайтны
1157,glauben::V,bawer bûn,веритны
1158,bemerken::V,bala xwe dan,казявны
1159,bemerken::V,çac lê ketin,казявны
1160,erkennen::V,pêhesîn,тӧдсавны
1161,begreifen::V,fêmkirin,вежӧртны
1162,verstehen::V,fêmkirin,кывны
1163,lernen::V,halmandin,велӧтчыны
1164,lernen::V,fêrbun,велӧтчыны
1165,wissen::V,zanîn,тӧдны
1166,sich erinnern an::V,bir bûn,касьтывны
1167,vergessen::V,ji bir kirin,вунӧтны
1168,messen::V,pê kanîn,меряйтны
1169,zählen::V,hejmardin,лыддьыны
1170,rechnen::V,hesibandin,лыддьыны
1171,lesen::V,xwendin,лыддьӧтны
1172,malen::V,rengandin,
1173,malen::V,boyax kirin,
1174,zeichnen::V,işaret kirin,гижмавны
1175,schreiben::V,nivîsandin,гижны
1176,besitzen::V,hebûn,лоны
1177,kaufen::V,kirîn,небны
1178,verkaufen::V,firotin,вузавны
1179,bezahlen::V,pere dan,вештыны
1180,zahlen::V,pere dan,вештыны
1181,zahlen::V,dayin,вештыны
1182,beherrschen::V,zebt kirin,
1183,beherrschen::V,hukim kirin,
1184,ertragen::V,bihêzkirin,терпитны
