,Concept_ID,kk,hi
84,Magen::N,асқазан,मेदा
85,Magen::N,асқазан,अमाशय
86,Leber::N,бауыр,जिगर
87,Leber::N,бауыр,यकृत्
88,Atem::N,леп,दम
89,Atem::N,леп,साँस
90,Atem::N,леп,श्वास
91,Hunger::N,ашаршылық,भूख
92,Hunger::N,ашаршылық,क्षुधा
93,Träne::N,жас,आँसू
94,Träne::N,жас,अश्रु
95,Geschmack::N,дәм,स्वाद
96,Geschmack::N,дәм,ज़ायक़ा
97,Geschmack::N,татым,स्वाद
98,Geschmack::N,татым,ज़ायक़ा
99,Geschmack::N,талғам,स्वाद
100,Geschmack::N,талғам,ज़ायक़ा
101,Geruch::N,иіс,बू
102,Geruch::N,иіс,गंध
103,Schlaf::N,ұйқы,नींद
104,Schlaf::N,ұйқы,निद्रा
105,Schlaf::N,ұйықтау,नींद
106,Schlaf::N,ұйықтау,निद्रा
107,Traum::N,түс,सपना
108,Traum::N,түс,स्वप्न
109,Himmel::N,аспан,आकाश
110,Himmel::N,аспан,आसमान
111,Himmel::N,көқ,आकाश
112,Himmel::N,көқ,आसमान
113,Himmel::N,таңдай,आकाश
114,Himmel::N,таңдай,आसमान
115,Sonne::N,күн,रवि
116,Sonne::N,күн,सूरज
117,Sonne::N,күн,सूर्य
118,Mond::N,ай,चाँद
119,Mond::N,ай,चंद्र
120,Stern::N,жұлдыз,तारा
121,Stern::N,жұлдыз,सितारा
122,Luft::N,әуе,हवा
123,Luft::N,әуе,वायु
124,Wind::N,жел,पाद
125,Welle::N,толқын,लहर
126,Welle::N,толқын,तरंग
127,Wasser::N,су,जल
128,Wasser::N,су,पानी
129,Stein::N,тас,पत्थर
130,Boden::N,қыртыс,मिट्टी
131,Erde::N,топырақ,भूमि
132,Erde::N,топырақ,ज़मीन
133,Staub::N,шаң,धूल
134,Rauch::N,түтін,धूआँ
135,Rauch::N,түтін,धुम्र
136,Funke::N,ұшқын,चिनगारी
137,Funke::N,ұшқын,स्फुलिंग
138,Feuer::N,алау,आग
139,Feuer::N,алау,आतिश
140,Feuer::N,алау,अग्नि
141,Licht::N,шұғыла,रोशनी
142,Licht::N,шұғыла,प्रकाश
143,Schatten::N,көлеңке,छाया
144,Schatten::N,көлеңке,परछाई
145,Wetter::N,ауа райы,ऋतु
146,Wetter::N,ауа райы,मौसम
147,Nebel::N,тұман,धुँध
148,Nebel::N,тұман,कुहरा
149,Wolke::N,бұлт,मेघ
150,Wolke::N,бұлт,अभ्र
151,Regen::N,жаңбыр,मेंह
152,Regen::N,жаңбыр,बारिश
153,Schnee::N,қар,हिम
154,Schnee::N,қар,बर्फ़
155,Eis::N,мұз,हिम
156,Eis::N,мұз,बर्फ़
157,Frost::N,суық,ठंड
158,Kälte::N,ызғар,सर्दी
159,Kälte::N,ызғар,शीतलता
160,Kälte::N,суықтық,सर्दी
161,Kälte::N,суықтық,शीतलता
162,Hitze::N,аптап,ताप
163,Hitze::N,аптап,गरमी
164,Raureif::N,қырау,पाला
165,Regenbogen::N,кемпірқосақ,इंद्र-धनुष
166,Donner::N,күн күркіреу,गरज
167,Donner::N,күн күркіреу,मेघ-गर्जन
168,Strömung::N,ағын,बहाव
169,Strömung::N,ағын,प्रवाह
170,Tropfen::N,тамшы,बूँद
171,Schaum::N,көбік,झाग
172,Schmutz::N,кір,गंद
173,Schmutz::N,кір,कीचड़
174,See::N,көл,झील
175,See::N,көл,सरोवर
176,Sumpf::N,саз,दलदल
177,Sumpf::N,саз,धँसान
178,Moor::N,саз,झाबर
179,Moor::N,саз,धँसान
180,Wiese::N,шалғын,घास-स्थल
181,Wald::N,орман,जंगल
182,Hügel::N,төбе,टीला
183,Hügel::N,төбе,पहाड़
184,Hügel::N,белес,टीला
185,Hügel::N,белес,पहाड़
186,Hügel::N,белес-белес,टीला
187,Hügel::N,белес-белес,पहाड़
188,Anhöhe::N,дөң,टीला
189,Anhöhe::N,дөң,पहाड़ी
190,Anhöhe::N,адыр,टीला
191,Anhöhe::N,адыр,पहाड़ी
192,Anhöhe::N,қырат,टीला
193,Anhöhe::N,қырат,पहाड़ी
194,Berg::N,тау,पहाड़
195,Gipfel::N,төбе,शिखर
196,Höhle::N,үңгір,गुहा
197,Höhle::N,үңгір,गुफ़ा
198,Abhang::N,бауыр,ढाल
199,Abhang::N,бауыр,ढलान
200,Quelle::N,қайнар,चश्मा
201,Bach::N,жылға,सोता
202,Bach::N,жылға,नदिका
203,Fluss::N,өзен,नदी
204,Fluss::N,өзен,सरिता
205,Ufer::N,жиек,तट
206,Ufer::N,жиек,किनारा
207,Küste::N,жиегі,समुद्र-तट
208,Küste::N,жағалау,समुद्र-तट
209,Festland::N,құрылық,महाद्वीप
210,Meer::N,теңіз,सागर
211,Meer::N,теңіз,समुद्र
212,Bucht::N,шығанақ,खाड़ी
213,Insel::N,арал,टापू
214,Insel::N,арал,द्वीप
215,Blume::N,гүл,फूल
216,Blume::N,гүл,पुष्प
217,Gras::N,от,घास
218,Wurzel::N,түбір,मूल
219,Baum::N,ағаш,पेड़
220,Baum::N,ағаш,वृक्ष
221,Baum::N,дарақ,पेड़
222,Baum::N,дарақ,वृक्ष
223,Stamm::N,сояу,धड़
224,Stamm::N,оқпан,धड़
225,Rinde::N,қабық,छाल
226,Rinde::N,қабық,वल्कल
227,Ast::N,бұтақ,डाल
228,Ast::N,бұтақ,शाखा
229,Zweig::N,шыбық,टहनी
230,Blatt::N,жапырақ,पत्र
231,Blatt::N,жапырақ,पत्ता
232,Birke::N,қайың,भूर्ज
233,Kiefer[Baum]::N,қарағай,पाइन-वृक्ष
234,Weide[Baum]::N,тал,बेंत
235,Tanne::N,шырша,फ़र
236,Horn::N,мүйіз,सींग
237,Horn::N,мүйіз,विषाण
238,Feder::N,қаламұш,पर
239,Feder::N,қаламұш,पंख
240,Fell::N,тері,खाल
241,Fell::N,тері,पशु-चर्म
242,Flügel::N,қанат,पंख
243,Flügel::N,қанат,डैना
244,Klaue::N,тырнақ,पंजा
245,Kralle::N,аяқ,पंजा
246,Kralle::N,аяқ,नाख़ून
247,Schwanz::N,құйрық,पूँछ
248,Ei::N,жұмыртқа,अंडा
249,Nest::N,ұя,नीड़
250,Nest::N,ұя,घोंसला
251,Bau::N,жатақ,बिल
252,Bau::N,жатақ,माँद
253,Tier::N,айуан,पशु
254,Tier::N,айуан,जानवर
255,Tier::N,жануар,पशु
256,Tier::N,жануар,जानवर
257,Herde::N,пада,गल्ला
258,Kuh::N,сиыр,गौ
259,Kuh::N,сиыр,गाय
260,Bulle::N,өгіз,साँड़
261,Pferd::N,жылқы,अश्व
262,Pferd::N,жылқы,घोड़ा
263,Schaf::N,қой,भेड़
264,Schwein::N,шошқа,शूकर
265,Hund::N,ит,श्वान
266,Hund::N,ит,कुत्ता
267,Katze::N,мысық,बिल्ली
268,Bär::N,аю,रीछ
269,Bär::N,аю,भालू
270,Eichhörnchen::N,тиін,गिलहरी
271,Elch::N,бұғы,एल्क
272,Fuchs::N,түлкі,लोमड़ी
273,Hase::N,қоян,खरहा
274,Hase::N,қоян,ख़रगोश
275,Maus::N,қаптесер,मूष
276,Maus::N,қаптесер,चूहा
277,Wolf::N,бөрі,वृक
278,Wolf::N,бөрі,भेड़िया
279,Wolf::N,қасқыр,वृक
280,Wolf::N,қасқыр,भेड़िया
281,Vogel::N,құс,पक्षी
282,Vogel::N,құс,चिड़िया
283,Schwarm::N,топ,झुंड
284,Schwarm::N,үйір,झुंड
285,Huhn::N,тауық,मुर्ग़ी
286,Huhn::N,мекиен,मुर्ग़ी
287,Hahn::N,әтеш,मुर्ग़ा
288,Hahn::N,қораз,मुर्ग़ा
289,Gans::N,қаз,हंस
290,Gans::N,қаз,हंसिनी
291,Adler::N,бүркіт,उक़ाब
292,Ente::N,үйрек,बतख़
293,Ente::N,үйрек,बत्तक
294,Eule::N,жапалақ,उल्लू
295,Kranich::N,тырна,सारस
296,Kranich::N,тырна,क्रौंंच
297,Krähe::N,қарға,काक
298,Kuckuck::N,көкек,कोयल
299,Kuckuck::N,көкек,कोकिल
300,Schwan::N,аққу,हंस
301,Schwan::N,аққу,मराल
302,Fisch::N,балық,मछली
303,Fisch::N,балық,मत्स्य
304,Barsch::N,алабұға,पर्च
305,Hecht::N,шортан,पाइक
306,Schlange[Tier]::N,жылан,सर्प
307,Wurm::N,шұбалшаң,कृमि
308,Wurm::N,шұбалшаң,कीड़ा
309,Spinne::N,өрмекші,लूता
310,Spinne::N,өрмекші,मकड़ी
311,Ameise::N,қүмырска,चींटी
312,Laus::N,бит,जूँ
313,Mücke::N,маса,डाँस
314,Fliege::N,шыбын,मक्खी
315,Fliege::N,шыбын,मक्षिका
316,Schmetterling::N,көбелек,तितली
317,Beere::N,жидек,बेरी
318,Apfel::N,алма,सेब
319,Pilz::N,қозықұйрық,खुंबी
320,Pilz::N,саңыраукулақ,खुंबी
321,Zwiebel::N,жуа,प्याज़
322,Saat::N,тұқым,बीज
323,Korn::N,дән,दाना
324,Heu::N,шөп,मूखी घास
325,Schale::N,қабық,बकला
326,Schale::N,қабық,छिलका
327,Schale::N,қабығы,बकला
328,Schale::N,қабығы,छिलका
329,Grube::N,ор,गड्ढा
330,Falle::N,дұзақ,जाल
331,Falle::N,дұзақ,फँदा
332,Falle::N,қақпан,जाल
333,Falle::N,қақпан,फँदा
334,Schlinge::N,ілмек,फँदा
335,Spur::N,із,सुराग़
336,Spur::N,із,पद-चिह्न
337,Asche::N,күл,राख
338,Dreck::N,былғаныш,मैल
339,Dreck::N,былғаныш,गंदगी
340,Eisen::N,темір,लोहा
341,Gold::N,алтын,सोना
342,Gold::N,алтын,स्वर्ण
343,Silber::N,күміс,रजत
344,Silber::N,күміс,चाँदी
345,Kohle::N,көмір,कोयला
346,Glas::N,шыны,काँच
347,Lehm::N,балшық,चिकनी मिट्टी
348,Sand::N,құм,रेत
349,Sand::N,құм,बालू
350,Mensch::N,адам,मानव
351,Mensch::N,адам,इनसान
352,Mensch::N,адам,मनुष्य
353,Mann::N,еркек,आदमी
354,Mann::N,еркек,पुरुष
355,Mann::N,ер адам,आदमी
356,Mann::N,ер адам,पुरुष
357,Frau::N,бике,औरत
358,Frau::N,бике,महिला
359,Frau::N,бике,स्त्री
360,Frau::N,қатын,औरत
361,Frau::N,қатын,महिला
362,Frau::N,қатын,स्त्री
363,Kind::N,бала,बाल
364,Kind::N,бала,बच्चा
365,Kind::N,перзент,बाल
366,Kind::N,перзент,बच्चा
367,Junge::N,бала,लड़का
368,Junge::N,ер бала,लड़का
369,Mädchen::N,қыз,लड़की
370,Mädchen::N,қыз,कुमारी
371,Familie::N,жанұя,परिवार
372,Großvater::N,ата,दादा
373,Großmutter::N,әже,नानी
374,Großmutter::N,әжей,नानी
375,Eltern::N,ата-аналар,माँ-बाप
376,Eltern::N,ата-аналар,माता-पिता
377,Vater::N,әке,बाप
378,Vater::N,әке,पिता
379,Mutter::N,ана,माँ
380,Mutter::N,ана,माता
381,Sohn::N,ұл,बेटा
382,Sohn::N,ұл,पुत्र
383,Tochter::N,қызым,बेटी
384,Tochter::N,қызым,पुत्री
385,Bruder::N,бауырым,भाई
386,Bruder::N,бауырым,भ्राता
387,Schwester::N,әпке,बहन
388,Schwester::N,әпке,भगिनी
389,Onkel::N,көке,ताऊ
390,Onkel::N,көке,काका
391,Tante::N,тәте,बूआ
392,Tante::N,тәте,फूफी
393,Tante::N,тәте,ख़ाला
394,Ehemann::N,ер,पति
395,Ehemann::N,ер,शौहर
396,Ehefrau::N,зайып,बीवी
397,Freude::N,қуаныш,आनंद
398,Freude::N,қуаныш,प्रसन्नता
399,Freude::N,сүйініш,आनंद
400,Freude::N,сүйініш,प्रसन्नता
401,Freude::N,шат-думан,आनंद
402,Freude::N,шат-думан,प्रसन्नता
403,Freude::N,қуаныштылық,आनंद
404,Freude::N,қуаныштылық,प्रसन्नता
405,Gelächter::N,күлу,हँसी
406,Gelächter::N,күлу,क़हक़हा
407,Glück::N,бақыт,आनंद
408,Glück::N,бақыт,ख़ुशी
409,Glück::N,бақыттылық,आनंद
410,Glück::N,бақыттылық,ख़ुशी
411,Kummer::N,аза,शोक
412,Kummer::N,аза,दुःख
413,Kummer::N,қайғы,शोक
414,Kummer::N,қайғы,दुःख
415,Kummer::N,қасырет,शोक
416,Kummer::N,қасырет,दुःख
417,Wunsch::N,мүдде,इच्छा
418,Wunsch::N,мүдде,अभिलाषा
419,Lust::N,тәбет,चाह
420,Lust::N,тәбет,कामना
421,Lust::N,ынтызар,चाह
422,Lust::N,ынтызар,कामना
423,Lust::N,құштарлық,चाह
424,Lust::N,құштарлық,कामना
425,Geist::N,рух,जान
426,Geist::N,рух,प्राण
427,Gedanke::N,ой,विचार
428,Gedächtnis::N,ес,याददाश्त
429,Gedächtnis::N,ес,स्मरण-शक्ति
430,Gedächtnis::N,жады,याददाश्त
431,Gedächtnis::N,жады,स्मरण-शक्ति
432,Gedächtnis::N,ақыл-ес,याददाश्त
433,Gedächtnis::N,ақыл-ес,स्मरण-शक्ति
434,Verstand::N,ақыл,समझ
435,Verstand::N,ақыл,अक़्ल
436,Verstand::N,ақыл,बुद्धि
437,Verstand::N,парасат,समझ
438,Verstand::N,парасат,अक़्ल
439,Verstand::N,парасат,बुद्धि
440,Sinn::N,мән,अर्थ
441,Sinn::N,маныз,अर्थ
442,Sinn::N,мағына,अर्थ
443,Sinn::N,мән-мағына,अर्थ
444,Grund::N,себеп,वजह
445,Grund::N,себеп,कारण
446,Wahrheit::N,рас,सत्य
447,Wahrheit::N,рас,सच्चाई
448,Gespräch::N,әңгіме,चर्चा
449,Gespräch::N,әңгіме,वार्ता
450,Gespräch::N,әңгіме,बात-चीत
451,Märchen::N,ертеп,क़िस्सा
452,Märchen::N,ертек,क़िस्सा
453,Erzählung::N,әңгіме,कथा
454,Erzählung::N,әңгіме,कहानी
455,Nachricht::N,хабар,सूचना
456,Nachricht::N,хабар,समाचार
457,Neuigkeit::N,жаңалық,ख़बर
458,Neuigkeit::N,жаңалық,समाचार
459,Name::N,ат,नाम
460,Name::N,атау,नाम
461,Rätsel::N,жұмбақ,पहेली
462,Rede::N,сөз,वचन
463,Rede::N,сөз,भाषण
464,Sprache::N,тіл,भाषा
465,Sprache::N,тіл,ज़बान
466,Stimme::N,үн,स्वर
467,Stimme::N,үн,आवाज़
468,Stimme::N,әуен,स्वर
469,Stimme::N,әуен,आवाज़
470,Stimme::N,дауыс,स्वर
471,Stimme::N,дауыс,आवाज़
472,Wort::N,сөз,शब्द
473,Wort::N,сөз,लफ़्ज़
474,Zeichen::N,ишара,निशान
475,Ruf::N,айғай,पुकार
476,Ruf::N,айғай,आह्वान
477,Lärm::N,айғай-шу,शोर
478,Lärm::N,айғай-шу,हुल्लड़
479,Lärm::N,айғай-ұйғай,शोर
480,Lärm::N,айғай-ұйғай,हुल्लड़
481,Laut::N,дыбыс,स्वर
482,Laut::N,дыбыс,ध्वनि
483,Laut::N,дауыс,स्वर
484,Laut::N,дауыс,ध्वनि
485,Ton::N,әуен,सुर
486,Ton::N,әуен,स्वर
487,Lied::N,ән,गीत
488,Lied::N,жыр,गीत
489,Lied::N,ән-жыр,गीत
490,Ruhe::N,тыныштық,आराम
491,Ruhe::N,тыныштық,ख़ामोशी
492,Leute::N,кісілер,लोग
493,Volk::N,халық,क़ौम
494,Volk::N,халық,प्रजा
495,Arbeit::N,еңбек,काम
496,Gast::N,қонақ,अतिथि
497,Gast::N,қонақ,मेहमान
498,Gast::N,мейман,अतिथि
499,Gast::N,мейман,मेहमान
500,Geschenk::N,қадия,उपहार
501,Geschenk::N,қадия,तोहफ़ा
502,Spiel::N,ойын,खेल
503,Spiel::N,ойын,क्रीड़ा
504,Gesellschaft::N,қауым,साथ
505,Gesellschaft::N,жұртшылық,साथ
506,Hilfe::N,жэрдем,मदद
507,Hilfe::N,жэрдем,सहायता
508,Freund::N,дос,मित्र
509,Kamerad::N,дос-жар,साथी
510,Kamerad::N,дос-жар,कामरेड
511,Angelegenheit::N,жұмыс,बात
512,Angelegenheit::N,жұмыс,मामला
513,Anzahl::N,сан,तादाद
514,Anzahl::N,сан,संख्या
515,Anzahl::N,саны,तादाद
516,Anzahl::N,саны,संख्या
517,Art::N,түр,तरह
518,Art::N,түр,क़िस्म
519,Stück::N,тілім,फाँक
520,Stück::N,тілім,टुकड़ा
521,Teil::N,үлес,भाग
522,Teil::N,үлес,हिस्सा
523,Teil::N,бөлшек,भाग
524,Teil::N,бөлшек,हिस्सा
525,Hälfte::N,жарты,अर्धभाग
526,Kreis::N,шеңбер,चक्कर
527,Kreuz::N,крест,सलीब
528,Kreuz::N,крест,क्रूस
529,Linie::N,сызық,लाइन
530,Strich::N,сызық,लकीर
531,Abstand::N,ара,अंतर
532,Abstand::N,ара,फ़ासला
533,Abstand::N,аралық,अंतर
534,Abstand::N,аралық,फ़ासला
535,Entfernung::N,аралық,दूरी
536,Entfernung::N,аралық,फ़ासला
537,Gegend::N,өңір,इलाक़ा
538,Platz::N,орны,जगह
539,Platz::N,орны,स्थान
540,Ort::N,орын,स्थल
541,Ort::N,орын,स्थान
542,Seite::N,жақ,ओर
543,Seite::N,жақ,तरफ़
544,Seite::N,бүйір,ओर
545,Seite::N,бүйір,तरफ़
546,Mitte::N,ортасы,बीच
547,Mitte::N,ортасы,मध्य
548,Gegenstand::N,зат,चीज़
549,Gegenstand::N,зат,पदार्थ
550,Gegenstand::N,нәрсе,चीज़
551,Gegenstand::N,нәрсе,पदार्थ
552,Sache::N,бұйым,चीज़
553,Sache::N,бұйым,वस्तु
554,Rand::N,шет,छोर
555,Rand::N,шет,उपांत
556,Rand::N,шеті,छोर
557,Rand::N,шеті,उपांत
558,Kante::N,қыр,कोर
559,Kante::N,қыр,किनारा
560,Kante::N,қыры,कोर
561,Kante::N,қыры,किनारा
562,Ecke::N,қыры,कोना
563,Ecke::N,қыры,नुक्कड़
564,Ecke::N,бұрыш,कोना
565,Ecke::N,бұрыш,नुक्कड़
566,Spitze::N,ұшы,नोक
567,Ende::N,аяқ,छोर
568,Ende::N,аяқ,सिरा
569,Ende::N,соңы,छोर
570,Ende::N,соңы,सिरा
571,Loch::N,тесік,छेद
572,Loch::N,тесік,सूराख़
573,Winkel::N,мүйіс,कोण
574,Winkel::N,мүйіс,कोना
575,Muster::N,мәнер,नमूना
576,Muster::N,мәнер,डिज़ाइन
577,Größe::N,ауқым,परिमाण
578,Größe::N,ауқым,विस्तार
579,Größe::N,көлемдік,परिमाण
580,Größe::N,көлемдік,विस्तार
581,Länge::N,бой,लंबाई
582,Länge::N,ұзындық,लंबाई
583,Höhe::N,жоғарылық,ऊँचाई
584,Höhe::N,жоғарылық,उच्चता
585,Höhe::N,биіктік,ऊँचाई
586,Höhe::N,биіктік,उच्चता
587,Gewicht::N,салмақ,भार
588,Gewicht::N,салмақ,वज़न
589,Menge::N,мөлшер,मात्रा
590,Haufen::N,үйме,ढेर
591,Haufen::N,үйме,अंबार
592,Haufen::N,үйінді,ढेर
593,Haufen::N,үйінді,अंबार
594,Reihe::N,сап,क़तार
595,Reihe::N,сап,पंक्ति
596,Boot::N,қайық,नाव
597,Boot::N,қайық,नौका
598,Ruder::N,ескек,चप्पू
599,Schlitten::N,шана,बर्फ़-गाड़ी
600,Ski::N,шаңғы,स्की
601,Lagerfeuer::N,алау,अलाव
602,Lagerfeuer::N,алау,कैंप-फ़ायर
603,Last::N,ауырлық,भार
604,Last::N,ауыр зат,भार
605,Gang::N,жүріс,चाल
606,Schritt::N,адым,डग
607,Schritt::N,адым,क़दम
608,Norden::N,солтүстік,उत्तर
609,Norden::N,терістік,उत्तर
610,Süden::N,оңтүстік,दक्खिन
611,Westen::N,батыс,पश्चिम
612,Osten::N,күншығыс,पूरब
613,Holz::N,ағаш,काठ
614,Holz::N,ағаш,काष्ठ
615,Holz::N,сүрек,काठ
616,Holz::N,сүрек,काष्ठ
617,Brett::N,тақта,पटरा
618,Brett::N,тақта,तख़्ता
619,Platte::N,тақта,फलक
620,Platte::N,тақта,तख़्ता
621,Stütze::N,тіреу,टेक
622,Stütze::N,тіреу,थूनी
623,Stange::N,қада,छड़
624,Stange::N,қада,बाँस
625,Stock::N,сойыл,लाठी
626,Stab::N,сырық,लग्गा
627,Rohr::N,құбыр,नल
628,Haus::N,үй,घर
629,Haus::N,үй,मकान
630,Heim::N,үйлі,घर
631,Heim::N,үйлі,गृह
632,Heim::N,шаңырақ,घर
633,Heim::N,шаңырақ,गृह
634,Ofen::N,ошақ,चूल्हा
635,Ofen::N,пеш,चूल्हा
636,Fußboden::N,еден,फ़र्श
637,Tisch::N,үстел,मेज़
638,Stuhl::N,орындық,कुरसी
639,Wiege::N,бесік,पालना
640,Wiege::N,бесік,हिंडोला
641,Bett::N,кереует,खाट
642,Bett::N,кереует,पलंग
643,Regal::N,сөре,शेल्फ़
644,Kiste::N,жәшік,पेटी
645,Kiste::N,жәшік,डिब्बा
646,Fenster::N,терезе,खिड़की
647,Tür::N,есік,द्वार
648,Tür::N,есік,दरवाज़ा
649,Tor::N,дарбаза,फाटक
650,Zaun::N,дуал,बाड़ा
651,Dach::N,шатыр,छत
652,Dach::N,шатыр,छप्पर
653,Leiter::N,саты,सीढ़ी
654,Leiter::N,басқыш,सीढ़ी
655,Besen::N,сыпырғыш,झाड़ू
656,Besen::N,сыпырғыш,बुहारी
657,Spaten::N,күрек,कुदाल
658,Schaufel::N,қалақ,बेलचा
659,Schaufel::N,қалақ,फावड़ा
660,Gabel::N,аша,काँटा
661,Gabel::N,шанышқы,काँटा
662,Löffel::N,қасық,चम्मच
663,Messer::N,пышақ,छुरा
664,Messer::N,пышақ,चाक़ू
665,Nagel::N,мық,कील
666,Nagel::N,мық,मेख़
667,Nagel::N,шеге,कील
668,Nagel::N,шеге,मेख़
669,Netz::N,керегекөз,जाल
670,Haken::N,ілмек,अंकुश
671,Griff::N,сап,मूठ
672,Griff::N,сап,हत्था
673,Griff::N,тұтқа,मूठ
674,Griff::N,тұтқа,हत्था
675,Schloss::N,құлып,ताला
676,Schloss::N,бекіткіш,ताला
677,Bild::N,сурет,चित्र
678,Figur::N,тұлға,मूर्ति
679,Puppe::N,қуыршақ,पुतली
680,Puppe::N,қуыршақ,गुड़िया
681,Beutel::N,қапшық,झोला
682,Bündel::N,байлам,पुलिंदा
683,Tasche::N,дорба,बेग
684,Tasche::N,дорба,बस्ता
685,Eimer::N,шелек,बाल्टी
686,Deckel::N,жапқыш,ढक्कन
687,Geschirr::N,ыдыс,बरतन-भाँड़े
688,Sack::N,қап,बोरा
689,Tasse::N,шыныаяқ,प्याला
690,Topf::N,кәстрөл,देग़चा
691,Kessel::N,қазан,देग़
692,Kessel::N,қазан,बटलोई
693,Essen::N,ас,खाना
694,Nahrung::N,ас,भोजन
695,Nahrung::N,тамақ,भोजन
696,Speise::N,тағам,खाना
697,Speise::N,тағам,व्यंजन
698,Fleisch::N,ет,मांस
699,Fleisch::N,ет,गोश्त
700,Getreide::N,дәнді,अनाज
701,Brei::N,ботқа,भरता
702,Brei::N,ботқа,दलिया
703,Brot::N,күлше,रोटी
704,Scheibe::N,тілім,कतला
705,Fett::N,май,वसा
706,Fett::N,май,चरबी
707,Butter::N,май,मक्खन
708,Öl::N,май,तेल
709,Salz::N,тұз,नमक
710,Suppe::N,көже,सूप
711,Suppe::N,көже,शोरबा
712,Honig::N,бал,शहद
713,Milch::N,сүт,दूध
714,Tee::N,шай,चाय
715,Leder::N,көн,चमड़ा
716,Wolle::N,жүн,ऊन
717,Stoff::N,мата,कपड़ा
718,Stoff::N,кездеме,कपड़ा
719,Nadel::N,ине,सूई
720,Faden::N,жіп,डोरा
721,Knopf::N,түйме,बटन
722,Knopf::N,түйме,घुंडी
723,Knoten::N,түйін,गाँठ
724,Knoten::N,түйін,गुत्थी
725,Farbe::N,рең,रंग
726,Farbe::N,рең,वर्ण
727,Kleidung::N,киім,पहनावा
728,Hemd::N,жейде,कुरता
729,Hemd::N,жейде,क़मीज़
730,Kragen::N,жаға,गरदनी
731,Kragen::N,жаға,गरेबान
732,Ärmel::N,жең,आस्तीन
733,Hose::N,шалбар,पैंट
734,Hose::N,шалбар,पतलून
735,Gürtel::N,белбеу,पेटी
736,Gürtel::N,белбеу,मेखला
737,Mütze::N,қалпақ,टोपी
738,Schuh::N,кебіс,जूता
739,Stiefel::N,етік,बूट
740,Ring::N,жүзік,अँगूठी
741,Band::N,таспа,पट्टी
742,Kamm::N,тарақ,कंघी
743,Spiegel::N,айна,आईना
744,Spiegel::N,айна,दर्पण
