,Concept_ID,myv,mdf
87,Feuer::N,тол,тол
88,Licht::N,валдо,ва́лда
89,Schatten::N,сулей,цильф
90,Schatten::N,сулейкс,цильф
91,Wetter::N,ушо,уша
92,Nebel::N,сув,тума́н
93,Wolke::N,пель,ковол
94,Regen::N,пиземс,пизем
95,Schnee::N,лов,лов
96,Eis::N,эй,эй
97,Frost::N,кельме,ке́льме
98,Kälte::N,якшамо,якшама
99,Hitze::N,пси,пси
100,Raureif::N,лекш,леш
101,Regenbogen::N,пурьгинечирьке,а́тямъёнга
102,Regenbogen::N,пурьгинеёнкс,а́тямъёнга
103,Donner::N,пурьгине,атям
104,Strömung::N,чудема,шудема́
105,Strömung::N,чудевкс,шудема́
106,Tropfen::N,петнявкс,путькс
107,Tropfen::N,петнявкс,пътняфкс
108,Schaum::N,чов,шов
109,Schmutz::N,рудаз,ърда́з
110,See::N,эрьке,эрьхке
111,Sumpf::N,чей,шяй
112,Moor::N,чей,шяй
113,Wiese::N,луга,луга
114,Wald::N,вирь,вирь
115,Hügel::N,губорь,губо́р
116,Hügel::N,губорь,пандоня
117,Hügel::N,пандыне,губо́р
118,Hügel::N,пандыне,пандоня
119,Anhöhe::N,губорь,губо́р
120,Anhöhe::N,пандыне,губо́р
121,Berg::N,пандо,панда
122,Gipfel::N,пря,пря
123,Höhle::N,пещера,у́нда
124,Abhang::N,пандочама,па́нда ша́ма
125,Quelle::N,ушодкс,эшиня
126,Bach::N,чудикерькс,шудерькс
127,Fluss::N,лей,ляй
128,Ufer::N,чире,търва́
129,Küste::N,лейчире,ляйтърва́
130,Festland::N,мода,мода
131,Meer::N,моря,моря
132,Bucht::N,усия,ведьуське
133,Insel::N,усия,цёнга
134,Blume::N,цеця,панчф
135,Gras::N,тикше,тише
136,Wurzel::N,юр,юр
137,Wurzel::N,юр,ункс
138,Wurzel::N,ундокс,юр
139,Wurzel::N,ундокс,ункс
140,Baum::N,чувто,шуфта
141,Stamm::N,рунго,ро́нга
142,Rinde::N,суд,кер
143,Rinde::N,керь,кер
144,Ast::N,морго,морга
145,Zweig::N,тарад,тарад
146,Blatt::N,лопа,лопа
147,Birke::N,килей,ке́лу
148,Kiefer[Baum]::N,пиче,пиче
149,Weide[Baum]::N,каль,каль
150,Tanne::N,куз,куз
151,Horn::N,сюро,сюра
152,Feder::N,толга,толга
153,Fell::N,пона,кедь
154,Flügel::N,сёлмо,паця
155,Klaue::N,кенже,кенже
156,Kralle::N,кенже,кенже
157,Schwanz::N,пуло,пула
158,Ei::N,ал,ал
159,Nest::N,пизэ,пиза
160,Bau::N,варя,пиза
161,Bau::N,пизе,пиза
162,Tier::N,ракша,жува́та
163,Herde::N,стада,нал
164,Herde::N,стада,стада
165,Kuh::N,скал,скал
166,Kuh::N,скал,тракс
167,Bulle::N,бука,бука
168,Pferd::N,лишме,лишме
169,Schaf::N,реве,уча́
170,Schwein::N,туво,тува
171,Hund::N,пине,пине
172,Hund::N,киска,пине
173,Katze::N,псака,катоня
174,Katze::N,псака,аваката
175,Bär::N,овто,офта
176,Eichhörnchen::N,ур,ур
177,Elch::N,сярдо,ся́рда
178,Fuchs::N,ривезь,келазь
179,Hase::N,нумоло,ну́мол
180,Maus::N,чеерь,шеер
181,Wolf::N,верьгиз,върьгаз
182,Vogel::N,нармунь,нармонь
183,Schwarm::N,полк,ко́вол
184,Schwarm::N,полк,ме́швеле
185,Schwarm::N,стада,ко́вол
186,Schwarm::N,стада,ме́швеле
187,Huhn::N,сараз,сараз
188,Hahn::N,атякш,а́тякш
189,Gans::N,гала,маци
190,Gans::N,мацей,маци
191,Adler::N,куцькан,куцькан
192,Adler::N,тумоатякш,куцькан
193,Ente::N,яксярго,яксярга
194,Eule::N,корж,ко́рож
195,Kranich::N,карго,ка́рга
196,Krähe::N,варака,ва́рси
197,Kuckuck::N,куко,ку́ку
198,Schwan::N,локсей,ло́ксти
199,Fisch::N,кал,кал
200,Barsch::N,окунь,о́кунь
201,Hecht::N,щука,щу́ка
202,Schlange[Tier]::N,гуй,куй
203,Wurm::N,сукс,сукс
204,Spinne::N,шанжав,унжа́
205,Ameise::N,коткудав,панжам
206,Laus::N,сий,си
207,Mücke::N,сеське,ся́ське
208,Fliege::N,карво,кару
209,Schmetterling::N,нимиляв,ме́лав
210,Beere::N,умарь,и́мож
211,Apfel::N,умарь,марь
212,Pilz::N,панго,панга
213,Zwiebel::N,чурька,шурьхкя́
214,Saat::N,видьметь,видьмот
215,Korn::N,сюро,сёра
216,Heu::N,тикше,тише
217,Schale::N,кедь,кедь
218,Schale::N,ваткавкс,кедь
219,Grube::N,латко,лотка
220,Falle::N,тувор,туфкс
221,Falle::N,тувор,кунда́ма
222,Falle::N,кундамка,туфкс
223,Falle::N,кундамка,кунда́ма
224,Schlinge::N,килькш,килькш
225,Spur::N,челькс,пильгоки́
226,Spur::N,пильгеки,пильгоки́
227,Asche::N,кулов,кулу
228,Dreck::N,рудаз,ърда́з
229,Eisen::N,кшни,кшни
230,Gold::N,сырне,ока
231,Gold::N,сырне,золота
232,Silber::N,сия,сия́
233,Kohle::N,сэдь,седь
234,Kohle::N,сэдь,седьвальмя
235,Kohle::N,уголия,седь
236,Kohle::N,уголия,седьвальмя
237,Glas::N,сулика,кля́нцек
238,Lehm::N,сёвонь,сёвонь
239,Sand::N,човар,шува́р
240,Mensch::N,ломань,ломань
241,Mann::N,аля,аля
242,Mann::N,аля,цёраломань
243,Mann::N,цёраломань,аля
244,Mann::N,цёраломань,цёраломань
245,Frau::N,ава,ава
246,Kind::N,эйкакш,идь
247,Kind::N,эйкакш,шаба
248,Junge::N,цёрыне,цёраня
249,Mädchen::N,тейтерне,стирня́
250,Familie::N,семия,тнал
251,Familie::N,семия,семья
252,Großvater::N,покштя,атя
253,Großvater::N,покштя,щя́тя
254,Großmutter::N,баба,баба
255,Eltern::N,тетят-ават,тя́дят-а́лят
256,Vater::N,тетя,аля
257,Mutter::N,ава,ава
258,Mutter::N,ава,тядя
259,Sohn::N,цёра,цёра
260,Tochter::N,тейтерь,стирь
261,Bruder::N,леля,дуган
262,Bruder::N,леля,пяльне
263,Bruder::N,ялакс,дуган
264,Bruder::N,ялакс,пяльне
265,Schwester::N,сазор,ака
266,Schwester::N,сазор,сазор
267,Onkel::N,леля,оця
268,Onkel::N,леля,патя
269,Onkel::N,леля,щеня́
270,Tante::N,патя,ака
271,Tante::N,патя,щака
272,Ehemann::N,мирде,мирде
273,Ehefrau::N,ни,ърьвя́
274,Freude::N,кеняркс,ке́нярдема
275,Gelächter::N,ракамо,рахсема
276,Gelächter::N,пейдема,рахсема
277,Glück::N,уцяска,паваз
278,Kummer::N,рискс,ризф
279,Kummer::N,рискс,пичефкс
280,Kummer::N,мелявкс,ризф
281,Kummer::N,мелявкс,пичефкс
282,Wunsch::N,мель,мяль
283,Wunsch::N,мель,таколдома
284,Wunsch::N,бажамо,мяль
285,Wunsch::N,бажамо,таколдома
286,Lust::N,бажамо,таколдома
287,Geist::N,ойме,вайме
288,Gedanke::N,мель,мяль
289,Gedächtnis::N,мель,прявий
290,Verstand::N,прев,прявий
291,Sinn::N,толк,ён
292,Sinn::N,смысла,ён
293,Grund::N,тувтал,туфта́л
294,Wahrheit::N,видечи,ви́де
295,Wahrheit::N,видечи,видеши́
296,Gespräch::N,кортнема,корхтама
297,Märchen::N,ёвкс,ёфкс
298,Erzählung::N,ёвтнема,азкс
299,Nachricht::N,куля,куля́
300,Neuigkeit::N,куля,куля́
301,Name::N,лем,лем
302,Rätsel::N,содамоёвкс,со́дама ёфкс
303,Rede::N,кортамо,вал
304,Rede::N,кортамо,корхтама
305,Sprache::N,кель,кяль
306,Stimme::N,ваигель,вайгяль
307,Wort::N,вал,вал
308,Zeichen::N,теште,тя́ште
309,Zeichen::N,теште,тя́штькс
310,Ruf::N,тердема,тердема
311,Lärm::N,шалнома,гайф
312,Lärm::N,шалнома,жалакодома
313,Laut::N,вайгель,вайгяль
314,Ton::N,гайнема,вайгяль
315,Lied::N,моро,мора
316,Ruhe::N,оймамо,сетьме
317,Leute::N,ломанть,ломатть
318,Volk::N,народ,наро́д
319,Arbeit::N,тев,тев
320,Gast::N,инже,и́нжи
321,Gast::N,инже,ко́нак
322,Geschenk::N,казне,казне
323,Spiel::N,налксема,налхкома
324,Spiel::N,налксема,налхксема
325,Gesellschaft::N,община,кружок
326,Hilfe::N,лездамо,лездома
327,Freund::N,оя,я́лга
328,Freund::N,ялга,я́лга
329,Kamerad::N,оя,я́лга
330,Kamerad::N,ялга,я́лга
331,Angelegenheit::N,тев,тев
332,Anzahl::N,ламоксчи,лувкс
333,Art::N,вид,вид
334,Stück::N,пакш,пакш
335,Stück::N,пелькс,пакш
336,Teil::N,часть,часть
337,Teil::N,часть,пялькс
338,Teil::N,пелькс,часть
339,Teil::N,пелькс,пялькс
340,Hälfte::N,пель,пяле
341,Hälfte::N,пелькс,пяле
342,Kreis::N,кирькс,шаркс
343,Kreuz::N,крёст,крёз
344,Linie::N,кикс,межа
345,Linie::N,кикс,китькс
346,Strich::N,межа,межа
347,Abstand::N,ютко,ётка
348,Entfernung::N,ютко,ётка
349,Gegend::N,тарка,ва́ста
350,Gegend::N,тарка,перьфпя́ль
351,Gegend::N,пертьпелькс,ва́ста
352,Gegend::N,пертьпелькс,перьфпя́ль
353,Platz::N,васолкс,ва́ста
354,Ort::N,тарка,ва́ста
355,Seite::N,ён,пяле
356,Seite::N,чире,пяле
357,Mitte::N,куншка,кучка́
358,Gegenstand::N,предмет,веща
359,Sache::N,тев,тев
360,Sache::N,тев,веща
361,Sache::N,веща,тев
362,Sache::N,веща,веща
363,Rand::N,пе,пе
364,Rand::N,чире,пе
365,Kante::N,ирдез,и́рдез
366,Ecke::N,ужо,ужа
367,Spitze::N,пряне,пря
368,Spitze::N,пе,пря
369,Ende::N,пе,пе
370,Loch::N,варя,варя
371,Winkel::N,ужо,ужа
372,Muster::N,сёрма,сёрма
373,Größe::N,сэрь,серь
374,Größe::N,покшолма,серь
375,Länge::N,кувалмо,кува́лма
376,Höhe::N,сэрь,серь
377,Höhe::N,пандо,серь
378,Gewicht::N,сталмо,сталма
379,Menge::N,лововкс,лувкс
380,Haufen::N,мар,мар
381,Haufen::N,валявкс,мар
382,Reihe::N,ряд,ряд
383,Boot::N,венч,венеж
384,Ruder::N,милё,миле
385,Schlitten::N,нурдт,ну́рда
386,Ski::N,сокс,сокс
387,Lagerfeuer::N,толбандя,то́лмар
388,Last::N,сталмо,канкс
389,Last::N,сталмо,сталма
390,Last::N,кандома,канкс
391,Last::N,кандома,сталма
392,Gang::N,молема,молема
393,Gang::N,якамо,молема
394,Schritt::N,эскелькс,аськолкс
395,Norden::N,якшамо ёнкс,якшама шире
396,Süden::N,лембе ёнкс,ля́мбе ши́ре
397,Westen::N,чивалгома,ши валгома шире
398,Osten::N,чилисема,шинь стяма шире
399,Holz::N,чувто,вирь
400,Holz::N,чувто,шуфта
401,Brett::N,лаз,лавця
402,Platte::N,плита,плита́
403,Stütze::N,неже,неже
404,Stange::N,олга,олга
405,Stock::N,мандо,байдек
406,Stab::N,олога,олгоня
407,Rohr::N,турба,турама
408,Haus::N,кудо,куд
409,Heim::N,кудо,куд
410,Ofen::N,каштомо,пянакуд
411,Fußboden::N,киякс,кия́кс
412,Tisch::N,столь,шра
413,Tisch::N,столь,моркш
414,Stuhl::N,стул,стул
415,Wiege::N,лавсь,нюря́м
416,Wiege::N,нурямот,нюря́м
417,Bett::N,ацамо,ацам
418,Regal::N,лався,лавцяланга
419,Regal::N,лавсяланго,лавцяланга
420,Kiste::N,горобия,парга
421,Kiste::N,сундук,парга
422,Fenster::N,вальма,валмья
423,Tür::N,кенкш,кенкш
424,Tor::N,ортат,ортат
425,Zaun::N,пирявт,перяфкс
426,Zaun::N,пирвякс,перяфкс
427,Dach::N,кудопря,кудпря
428,Leiter::N,кузтема,куцема
429,Besen::N,тенсть,тяльме
430,Spaten::N,койме,ка́йме
431,Schaufel::N,кече,ко́поня
432,Schaufel::N,кече,ця́рдом
433,Schaufel::N,келей койме,ко́поня
434,Schaufel::N,келей койме,ця́рдом
435,Gabel::N,сянгине,ця́нгоня
436,Löffel::N,пенч,куцю
437,Messer::N,пеель,пеель
438,Nagel::N,эске,эска
439,Netz::N,алтыма,
440,Haken::N,кечказ,кя́чказ
441,Griff::N,кедне,недь
442,Griff::N,кедне,кунда́мка
443,Schloss::N,замок,замо́к
444,Schloss::N,панжома,замо́к
445,Bild::N,картина,карти́на
446,Figur::N,рунго,ронга-понда
447,Puppe::N,няка,ня́ка
448,Beutel::N,кескав,кяскав
449,Bündel::N,керькс,кярьме
450,Tasche::N,юдма,кошяльня
451,Eimer::N,ведра,ве́дарка
452,Deckel::N,велькс,тавадкс
453,Deckel::N,велькс,вельхкс
454,Geschirr::N,кедьге,кядьге
455,Sack::N,кескав,кяскав
456,Tasse::N,чакш,ша́ваня
457,Topf::N,кастрюля,кавозь
458,Kessel::N,котёл,сргавозь
459,Essen::N,ярсамо,ярхцама
460,Nahrung::N,ярсамопель,ярхцампяль
461,Speise::N,ярсамопель,ярхцама
462,Fleisch::N,сывель,пал
463,Fleisch::N,сывель,сиволь
464,Getreide::N,сюро,сёра
465,Brei::N,каша,ям
466,Brot::N,кши,кши
467,Scheibe::N,кочом,кочам
468,Scheibe::N,сускомо,кочам
469,Fett::N,куя,куя́
470,Butter::N,ой,вай
471,Öl::N,ой,вай
472,Salz::N,сал,сал
473,Suppe::N,ям,шонгарям
474,Suppe::N,ям,коршампяль
475,Honig::N,медь,медь
476,Milch::N,ловсо,лофца
477,Tee::N,чай,чай
478,Leder::N,киське,кедь
479,Wolle::N,пона,пона
480,Stoff::N,коцт,котф
481,Nadel::N,салмукс,салмокс
482,Faden::N,суре,сюре
483,Knopf::N,пов,пуня
484,Knoten::N,сюлмо,сюлма
485,Farbe::N,артомапель,архтомбяль
486,Kleidung::N,оршамот,щам
487,Hemd::N,панар,па́нар
488,Kragen::N,сиве,сиве
489,Ärmel::N,ожа,ожа
490,Hose::N,понкст,понкст
491,Gürtel::N,каркс,каркс
492,Mütze::N,чапка,вазь
493,Schuh::N,туфля,башма́к
494,Stiefel::N,кем,кя́ме
495,Ring::N,суркс,суркс
496,Band::N,лента,керькс
497,Band::N,лента,лента
498,Kamm::N,сурсеме,сюрьхцем
499,Spiegel::N,чавачамо,ванома
500,Riemen::N,кшнань каркс,шнань каркс
501,Schnur::N,пикс,пикс
502,Schnur::N,пикс,карькскя
503,Leine::N,ведьме,вядьме
504,Decke::N,вельтямо,вельхкс
505,Kissen::N,тодов,тоду
506,Tuch::N,паця,руця́
507,Handtuch::N,нардамо,на́рдама
508,Kraft::N,вий,вий
509,Stärke::N,виевчи,вииши
510,Gesundheit::N,шумбрачи,шумбраши́
511,Krankheit::N,орма,урма́
512,Krankheit::N,орма,сярядема
513,Krankheit::N,сэредема,урма́
514,Krankheit::N,сэредема,сярядема
515,Schmerz::N,сэредькс,маряма
516,Wunde::N,керявкс,керф
517,Fieber::N,маштыкс,маштыкс
518,Arznei::N,ормаменькс,надо́бья
519,Arznei::N,ормаменькс,пъчка́фтома
520,Brücke::N,сэдь,седь
521,Brücke::N,мадамо,седь
522,Brunnen::N,лисьма,эши
523,Weide::N,ракшань ванома тарка,ванома васта
524,Pfad::N,ян,ян
525,Pfad::N,ян,киня́
526,Weg::N,ки,ки
527,Straße::N,ки,ки
528,Dorf::N,веле,веле
529,Stadt::N,ош,ош
530,Brief::N,сёрма,сёрма
531,Buch::N,книга,книга
532,Buchstabe::N,буква,бу́ква
533,Zeitung::N,газета,газе́та
534,Leben::N,эрямо,эряф
535,Leben::N,эрямо,эряма
536,Tod::N,кулома,кулома́
537,Grab::N,калмо,калма
538,Kirche::N,церькова,це́рькав
539,Sünde::N,чумочи,пежеть
540,Sünde::N,чумочи,муворкс
541,Gott::N,паз,шкай
542,Arbeiter::N,робочей,трудендай
543,Arbeiter::N,робочей,работник
544,Chef::N,прявт,азор
545,Chef::N,прявт,оцюня
546,Meister::N,кол тевень тенця,мастяр
547,Arzt::N,врач,врач
548,Arzt::N,врач,доктор
549,Lehrer::N,учитель,учи́тель
550,Lehrer::N,тонавтыця,учи́тель
551,Geld::N,ярмак,ярмакт
552,Geschäft::N,ладязь тев,ладяфкс
553,Geschäft::N,ладязь тев,ладяф тев
554,Laden::N,лавка,ла́вка
555,Preis::N,питне,питне
556,Ware::N,миевкс,миф
557,Ware::N,миевкс,ра́маф
558,Ware::N,рамавкс,миф
559,Ware::N,рамавкс,ра́маф
560,Nutzen::N,паро,пара
561,Nutzen::N,паро,лезкс
562,Nutzen::N,лезэ,пара
563,Nutzen::N,лезэ,лезкс
564,Reichtum::N,сюпавчи,ко́зяши
565,Welt::N,мир,свет
566,Welt::N,мастор ланго,свет
567,Land::N,мастор,мастор
568,Staat::N,государства,государства
569,König::N,король,король
570,Macht::N,азорксчи,азорондама
571,Macht::N,азорксчи,азорксши
572,Grenze::N,буен тешкс,ёткаян
573,Krieg::N,война,война́
574,Feind::N,душман,душман
575,Feind::N,душман,каршек тюри
576,Gewalt::N,нарьгамо,наругама
577,Kampf::N,тюрема,тюрема́
578,Bogen[Waffe]::N,нал,нал
579,Pfeil::N,нал,нал
580,Gewehr::N,ружия,винто́вка
581,Gewehr::N,винтовка,винто́вка
582,Fehler::N,ильведькс,эльбядькс
583,Fehler::N,ильведевкс,эльбядькс
584,Lüge::N,манчема,васькафнема
585,Lüge::N,кенгелема,васькафнема
586,Schaden::N,зыян,зия́н
587,Unglück::N,зыян,зия́н
588,Schuld::N,чумочи,муворши
589,Alter::N,шка,эряф кизот
590,Alter::N,шка,эряфонь пинге
591,Schluss::N,пе,пе
592,Zeit::N,шка,пинге
593,Zeit::N,пинге,пинге
594,Tag::N,чи,ши
595,Morgen::N,валске,шобдава
596,Mittag::N,чикуншка,шикучка
597,Abend::N,чокшнэ,иля́дь
598,Nacht::N,ве,ве
599,Woche::N,недля,недя́ля
600,Monat::N,ков,ков
601,Jahr::N,ие,киза
602,Frühling::N,тундо,тунда́
603,Sommer::N,кизэ,киза
604,Herbst::N,сёксь,сёксе
605,Winter::N,теле,тяла
606,Januar::N,якшамков,кельмеков
607,Februar::N,февраль,уфайков
608,März::N,март,марайков
609,April::N,апрель,шудиков
610,Mai::N,май,панжиков
611,Juni::N,июнь,лямбеков
612,Juli::N,июль,псиков
613,August::N,август,сёроньков
614,September::N,сентября,тюжягов
615,Oktober::N,октября,кельмазаков
616,November::N,ноября,эйндамков
617,Dezember::N,декабря,кучкаков
618,Montag::N,пондельник,одговши
619,Dienstag::N,овторник,ша́вши
620,Mittwoch::N,серёда,вержи
621,Donnerstag::N,цетьверьг,шува́ланя
622,Freitag::N,пеця,пя́денця
623,Samstag::N,субута,ёткши
624,Samstag::N,шлямочи,ёткши
625,Sonntag::N,недлячи,таргоши
626,groß::A,ине,оцю
627,groß::A,покш,оцю
628,klein::A,вишка,ёмла
629,lang::A,кувака,кува́ка
630,kurz::A,нурькине,нюрьхкя́ня
631,breit::A,келей,кели
632,schmal::A,теине,тяйня
633,dicht::A,тусто,сиде
634,dicht::A,тусто,туста
635,dick[Gegenstand]::A,эчке,эчке
636,dünn::A,човине,шува́ня
637,fein::A,човине,шува́ня
638,fest::A,кеме,кеме
639,flach::A,лапужа,лапш
640,glatt::A,валаня,вадяв
641,glatt::A,валаня,такор
642,hart::A,калгодо,калгода
643,weich::A,чевте,ляпе
644,rund::A,кеверь,кру́глай
645,spitz::A,пшти,ботаз
646,spitz::A,пшти,оржа
647,scharf::A,пшти,оржа
648,stumpf::A,ношка,ношка
649,schwer::A,стака,стака
650,schön::A,мазый,мазы
651,heiß::A,пси,пси
652,warm::A,лембе,лямбе
653,kalt::A,якшамо,кельме
654,kühl::A,экше,эше
655,frisch::A,свежа,свежай
656,feucht::A,летьке,летьке
657,nass::A,начко,начка
658,trocken::A,коське,коське
659,voll::A,пешксе,пяшксе
660,leer::A,чаво,шава
661,offen::A,панжадо,панжада
662,offen::A,панжадо,виде
663,offen::A,виде,панжада
664,offen::A,виде,виде
665,geschlossen::A,пекстазь,пякстаф
666,geschlossen::A,пекстазь,сёлгф
667,geschlossen::A,сёлгозь,пякстаф
668,geschlossen::A,сёлгозь,сёлгф
669,sauber::A,ванькс,ару
670,schmutzig::A,ливезев,рда́зу
671,schmutzig::A,ливезев,пя́ндра
672,roh::A,верек,верок
673,reif::A,кенерезь,ке́нерьф
674,lecker::A,тантей,танцти
675,süß::A,ламбамо,ламбама
676,bitter::A,сэпей,сяпи
677,sauer::A,чапамо,шапама
678,hell::A,валдо,валда
679,dunkel::A,чопода,шобда
680,schwarz::A,раужо,равжа
681,weiß::A,ашо,акша
682,rot::A,якстере,якстерь
683,gelb::A,ожо,тюжя́
684,blau::A,сэнь,сенем
685,grün::A,пиже,пиже
686,grün::A,пиже,сянгяря
687,grau::A,шержев,уле
688,bunt::A,сёрмав,сёрмав
689,billig::A,аволь питней,у́цез
690,billig::A,аволь питней,аф пи́тни
691,teuer::A,питней,пи́тни
692,wertvoll::A,питней,питни
693,blind::A,сокор,сокор
694,taub::A,амариця,пярав
695,kräftig::A,пек виев,пяк вии
696,stark::A,виев,вии
697,schwach::A,лавшо,лафча
698,fett::A,куя,куя́
699,schlank::A,виде ронга,виде ронга
700,hübsch::A,мазый,мазы
701,böse::A,кежей,кяжи
702,dumm::A,чавола,аф ёню
703,dumm::A,чавола,шава пря
704,dumm::A,превтеме,аф ёню
705,dumm::A,превтеме,шава пря
706,faul::A,нузякс,нола
707,fleißig::A,мелень путыця,ку́лхцонды
708,geizig::A,скупой,кирьжя
709,geizig::A,скупой,жаднай
710,klug::A,превей,ёню
711,klug::A,превей,пря́ви
712,geschickt::A,маштозь теезь,маштозь тиф
713,lieb::A,вадря,цебярь
714,lustig::A,весёла,ра́хси
715,sanft::A,сэтьме,сетьме
716,hungrig::A,вачо,вача
717,hungrig::A,вачо,вачеда
718,krank::A,сэредиця,сяряди
719,nackt::A,штапо,штада
720,nackt::A,штапо,кърхтапа
721,traurig::A,нусманя,ла́жнай
722,lebendig::A,эриця,эряй
723,gut::A,паро,пара
724,gut::A,паро,цебярь
725,schlecht::A,берянь,кальдяв
726,richtig::A,виде,виде
727,schlimm::A,берянь,кальдяв
728,wahr::A,алкуксонь,афкуксонь
729,alt::A,ташто,ташта
730,neu::A,од,од
731,ehemalig::A,икелень,и́нгольдень
732,alt[Lebewesen]::A,сыре,сире
733,jung::A,од,од
734,arm::A,кажов,а́шу
735,reich::A,сюпав,козя
736,bekannt::A,содавикс,содаф
737,berühmt::A,содавикс,содавикс
738,fremd::A,лия,лия
739,fremd::A,лия,аф содаф
740,fremd::A,асодавикс,лия
741,fremd::A,асодавикс,аф содаф
742,verschieden::A,эрьва,аф фкя ла́цонь
743,nah::A,а васолонь,мала
744,nah::A,а васолонь,аф ичкоздень
745,fern::A,умонь,и́чкоздень
746,fern::A,умонь,куна́рдонь
747,fern::A,кезэрень,и́чкоздень
748,fern::A,кезэрень,куна́рдонь
749,linker::A,керш,кержи
750,rechter::A,вить,види
751,anderer::A,лия,лия
752,erster::A,васень,васенце
753,erster::A,васенце,васенце
754,zweiter::A,омбоце,омбоце
755,dritter::A,колмоце,колмоце
756,letzter::A,меельце,ме́кольце
757,allein::ADV,башка,ськамонза
758,allein::ADV,ськамонзо,ськамонза
759,auf einmal::ADV,вейсэ,вихцок
760,zusammen::ADV,вейс,марс
761,zusammen::ADV,вейс,ма́рса
762,zusammen::ADV,вейсэ,марс
763,zusammen::ADV,вейсэ,ма́рса
764,lange::ADV,кувать,кува́тьс
765,plötzlich::ADV,апак учо,а́пак учт
766,sofort::ADV,курок,тяникиге
767,sofort::ADV,нейке,тяникиге
768,später::ADV,мейле,ме́ле
769,jetzt::ADV,ней,тяни
770,heute::ADV,течи,тячи
771,morgen::ADV,ванды,ва́нды
772,bald::ADV,курок,курок
773,dann::ADV,мейле,меле
774,dann::ADV,мейле,сяда меле
775,dann::ADV,седе мейле,меле
776,dann::ADV,седе мейле,сяда меле
777,gestern::ADV,исяк,ися́к
778,einst::ADV,весть,весть
779,einst::ADV,весть,мзя́рда-бди
780,einst::ADV,зярдо-бути,весть
781,einst::ADV,зярдо-бути,мзя́рда-бди
782,damals::ADV,сестэ,эста
783,danach::ADV,мейле,меле
784,danach::ADV,седе мейле,меле
785,vorher::ADV,васняяк,инголи
786,zuerst::ADV,васня,ва́сенда
787,einmal::ADV,весть,весть
788,manchmal::ADV,лиясто,лия́ста
789,manchmal::ADV,лиясто,ко́ста-ко́ста
790,oft::ADV,сеетьстэ,си́деста
791,immer::ADV,свал,фалу
