,Concept_ID,os,tr
128,Ufer::N,был,sahil
129,Küste::N,донбыл,kıyı
130,Küste::N,донбыл,sahil
131,Festland::N,сурзæхх,kara
132,Meer::N,денджыз,deniz
133,Bucht::N,донбакæлæн,koy
134,Bucht::N,донбакæлæн,körfez
135,Insel::N,сакъадах,ada
136,Blume::N,дидинӕг,çiçek
137,Gras::N,кӕрдӕг,ot
138,Gras::N,кӕрдӕг,çim
139,Wurzel::N,уидаг,kök
140,Baum::N,бӕлас,ağaç
141,Stamm::N,хӕтӕл,gövde
142,Rinde::N,цъар,kabuk
143,Ast::N,арх,dal
144,Ast::N,арх,budak
145,Zweig::N,къалиу,dal
146,Blatt::N,сыф,yaprak
147,Birke::N,бæрз,huş
148,Kiefer[Baum]::N,нӕзы,çam
149,Weide[Baum]::N,хӕрис,söğüt
150,Tanne::N,наз,çam
151,Tanne::N,наз,köknar
152,Horn::N,сыкъа,boynuz
153,Feder::N,сис,tüy
154,Fell::N,царм,post
155,Flügel::N,базыр,kanat
156,Klaue::N,ных,pençe
157,Kralle::N,дзӕмбы,tırnak
158,Schwanz::N,къӕдзил,kuyruk
159,Ei::N,айк,yumurta
160,Nest::N,ахстон,yuva
161,Bau::N,хуынкъ,in
162,Tier::N,сырд,hayvan
163,Tier::N,цӕрӕгой,hayvan
164,Herde::N,дзуг,sürü
165,Herde::N,рӕгъау,sürü
166,Kuh::N,хъуг,inek
167,Bulle::N,гал,boğa
168,Pferd::N,бӕх,at
169,Pferd::N,бӕх,beygir
170,Schaf::N,фыс,koyun
171,Schwein::N,хуы,domuz
172,Hund::N,куыдз,it
173,Hund::N,куыдз,köpek
174,Katze::N,гӕды,kedi
175,Bär::N,арс,ayı
176,Eichhörnchen::N,æхсæрæг,sincap
177,Elch::N,цæгатаг саг,büyük kuzey geyiği
178,Fuchs::N,рувас,tilki
179,Hase::N,тæрхъус,tavşan
180,Maus::N,мыст,fare
181,Maus::N,мыст,sıçan
182,Wolf::N,бирӕгъ,kurt
183,Vogel::N,цъиу,kuş
184,Vogel::N,маргъ,kuş
185,Schwarm::N,бал,sürü
186,Huhn::N,карк,tavuk
187,Hahn::N,уасӕг,horoz
188,Gans::N,хъаз,kaz
189,Adler::N,цӕргӕс,kartal
190,Adler::N,цӕргӕс,karakuş
191,Ente::N,ацц,ördek
192,Eule::N, уыг,baykuş
193,Eule::N,сидахъ,baykuş
194,Kranich::N,зырнæг,turna
195,Kranich::N,хърихъупп,turna
196,Krähe::N,халон,karga
197,Kuckuck::N,гаккук,guguk
198,Schwan::N,доныхъаз,kuğu
199,Fisch::N,кӕсаг,balık
200,Barsch::N,окунь,hani
201,Barsch::N,окунь,levrek
202,Hecht::N,хихор кӕсаг,turnabalığı
203,Schlange[Tier]::N,калм,yılan
204,Wurm::N,зулкъ,kurt
205,Wurm::N,зулкъ,solucan
206,Wurm::N,къуыдыргалм,kurt
207,Wurm::N,къуыдыргалм,solucan
208,Spinne::N,хӕлуарӕг,örümcek
209,Ameise::N,мæлдзыг,karınca
210,Laus::N,сыст,bit
211,Mücke::N,къогъо,sivrisinek
212,Fliege::N,бындз,sinek
213,Schmetterling::N,гæлæбу,kelebek
214,Beere::N,гагадыргъ,tane
215,Apfel::N,фӕткъуы,elma
216,Pilz::N,зокъо,mantar
217,Pilz::N,къозо,mantar
218,Zwiebel::N,хъӕдындз,soğan
219,Saat::N,тауинаг,ekin
220,Saat::N,мыггаг,ekin
221,Korn::N,мыггаг,tane
222,Korn::N,тауинаг,tane
223,Heu::N,хос,kuru ot
224,Schale::N,цъар,kabuk
225,Grube::N,урм,çukur
226,Grube::N,къахт,çukur
227,Grube::N,дзыхъхъ,çukur
228,Falle::N,цъысым,tuzak
229,Falle::N,къӕппӕг,tuzak
230,Schlinge::N,цасм,ilmik
231,Spur::N,фæд,iz
232,Asche::N,фӕнык,kül
233,Asche::N,ӕртхутӕг,kül
234,Dreck::N,цъыф,pislik
235,Eisen::N,ӕфсӕйнаг,demir
236,Gold::N,сыгъзӕрин,altın
237,Silber::N,ӕвзист,gümüş
238,Kohle::N,ӕвзалы,kömür
239,Glas::N,авг,cam
240,Lehm::N,ӕлыг,balçık
241,Sand::N,змис,kum
242,Mensch::N,лӕг,insan
243,Mensch::N,адӕймаг,insan
244,Mensch::N,удгоймаг,insan
245,Mann::N,лӕг,adam
246,Mann::N,лӕг,erkek
247,Mann::N,нӕлгоймаг,adam
248,Mann::N,нӕлгоймаг,erkek
249,Frau::N,сылгоймаг,bayan
250,Kind::N,сывӕллон,çocuk
251,Junge::N,лӕппу,erkek çocuk
252,Mädchen::N,чызг,kız
253,Familie::N,бинонтæ,aile
254,Großvater::N,фыдыфыд,dede
255,Großvater::N,фыдыфыд,büyükbaba
256,Großvater::N,мадыфыд,dede
257,Großvater::N,мадыфыд,büyükbaba
258,Großmutter::N,фыды мад,nine
259,Großmutter::N,фыды мад,büyükanne
260,Großmutter::N,мады мад,nine
261,Großmutter::N,мады мад,büyükanne
262,Eltern::N,ныййарджытæ,ebeveyn
263,Eltern::N,ныййарджытæ,ana baba
264,Vater::N,фыд,ata
265,Vater::N,фыд,baba
266,Mutter::N,мад,ana
267,Mutter::N,мад,anne
268,Sohn::N,фырт,oğul
269,Tochter::N,чызг,kız
270,Tochter::N,чызг,kız evlât
271,Bruder::N,ӕфсымӕр,abi
272,Bruder::N,ӕфсымӕр,erkek kardeş
273,Schwester::N,хо,abla
274,Schwester::N,хо,kız kardeş
275,Onkel::N,фыдыфсымӕр,dayı
276,Tante::N,мадыхо,hala
277,Tante::N,мадыхо,teyze
278,Ehemann::N,мой,koca
279,Ehefrau::N,ус,karı
280,Freude::N,цин,neşe
281,Freude::N,цин,sevinç
282,Freude::N,циндзинад,neşe
283,Freude::N,циндзинад,sevinç
284,Gelächter::N,худын,gülme
285,Gelächter::N,худын,kahkaha
286,Gelächter::N,худт,gülme
287,Gelächter::N,худт,kahkaha
288,Gelächter::N,худæг,gülme
289,Gelächter::N,худæг,kahkaha
290,Glück::N,амонд,mutluluk
291,Kummer::N,хъыг,dert
292,Kummer::N,хъыг,keder
293,Wunsch::N,бӕллиц,arzu
294,Wunsch::N,бӕллиц,istek
295,Lust::N,монц,arzu
296,Lust::N,монц,heves
297,Geist::N,уд,tin
298,Gedanke::N,хъуыды,fikir
299,Gedanke::N,хъуыды,düşünce
300,Gedächtnis::N,мысæн,bellek
301,Gedächtnis::N,мысын,bellek
302,Gedächtnis::N,зæрдылдарын,bellek
303,Verstand::N,зонд,zekâ
304,Sinn::N,нысаниуæг,anlam
305,Grund::N,ӕфсон,sebep
306,Wahrheit::N,æцæг,doğruluk
307,Wahrheit::N,æцæг,gerçeklik
308,Gespräch::N,ныхас,görüşme
309,Märchen::N,аргъау,masal
310,Erzählung::N,радзырд,öykü
311,Erzählung::N,радзырд,hikâye
312,Nachricht::N,уац,haber
313,Neuigkeit::N,хабар,haber
314,Name::N,ном,ad
315,Name::N,ном,isim
316,Rätsel::N,уыци-уыци,bilmece
317,Rätsel::N,базон-базон,bilmece
318,Rede::N,раныхас,söylev
319,Rede::N,раныхас,konuşma
320,Sprache::N,ӕвзаг,dil
321,Sprache::N,ӕвзаг,lisan
322,Stimme::N,хъӕлӕс,ses
323,Wort::N,дзырд,kelime
324,Zeichen::N,нысан,işaret
325,Ruf::N,сидт,çağırma
326,Lärm::N,уынæр,şamata
327,Lärm::N,уынæр,gürültü
328,Laut::N,зӕл,ses
329,Laut::N,мыр,ses
330,Ton::N,мыр,ses
331,Lied::N,зарӕг,türkü
332,Ruhe::N,æнцой,sakinlik
333,Leute::N,адӕм,halk
334,Leute::N,адӕм,insanlar
335,Volk::N,адӕм,ulus
336,Volk::N,адӕм,millet
337,Arbeit::N,фӕллой,iş
338,Arbeit::N,фӕллой,çalışma
339,Gast::N,уазӕг,konuk
340,Gast::N,уазӕг,misafir
341,Geschenk::N,хуын,hediye
342,Geschenk::N,хуын,armağan
343,Spiel::N,хъазт,oyun
344,Gesellschaft::N,дзыллæ,çevre
345,Gesellschaft::N,дзыллæ,arkadaşlık
346,Gesellschaft::N,æхсæнад,çevre
347,Gesellschaft::N,æхсæнад,arkadaşlık
348,Hilfe::N,æххуыс,yardım
349,Hilfe::N,ахъаз,yardım
350,Freund::N,лымӕн,dost
351,Freund::N,лымӕн,arkadaş
352,Kamerad::N,ӕмбал,arkadaş
353,Angelegenheit::N,хъуыддаг,iş
354,Angelegenheit::N,хъуыддаг,husus
355,Anzahl::N,бӕрц,sayı
356,Art::N,хуыз,çeşit
357,Art::N,хуызад,çeşit
358,Stück::N,кæрдих,tane
359,Stück::N,кæрдих,parça
360,Stück::N,комдзаг,tane
361,Stück::N,комдзаг,parça
362,Teil::N,хай,kısım
363,Hälfte::N,æрдæг,yarı
364,Hälfte::N,æмбис,yarı
365,Kreis::N,зиллакк,daire
366,Kreuz::N,дзуар,haç
367,Linie::N,хахх,hat
368,Linie::N,хахх,çizgi
369,Strich::N,хахх,çizgi
370,Abstand::N,æхсæнуат,aralık
371,Entfernung::N,дæрддзæг,mesafe
372,Entfernung::N,дæрддзæг,uzaklık
373,Entfernung::N,дардцæг,mesafe
374,Entfernung::N,дардцæг,uzaklık
375,Gegend::N,ран,yöre
376,Platz::N,бууат,yer
377,Ort::N,ран,yer
378,Ort::N,бынат,yer
379,Seite::N,фахс,yan
380,Seite::N,фахс,taraf
381,Mitte::N,астӕу,orta
382,Mitte::N,астӕу,merkez
383,Gegenstand::N,дзаума,şey
384,Sache::N,дзаума,iş
385,Sache::N,дзаума,şey
386,Rand::N,кӕрон,kenar
387,Kante::N,фӕрск,kenar
388,Ecke::N,тигъ,köşe
389,Ecke::N,фисын,köşe
390,Spitze::N,бырынкъ,uç
391,Spitze::N,бырынкъ,baş
392,Ende::N,кӕрон,uç
393,Loch::N,хуынкъ,oyuk
394,Loch::N,хуынкъ,delik
395,Winkel::N,къуым,köşe
396,Muster::N,нывæфтыд,örnek
397,Muster::N,кæдзист,örnek
398,Größe::N,ас,büyüklük
399,Länge::N,дӕргъ,uzunluk
400,Höhe::N,бæрзонд,yükseklik
401,Höhe::N,бæрзæнд,yükseklik
402,Höhe::N,бæрзонддзинад,yükseklik
403,Gewicht::N,уӕз,ağırlık
404,Menge::N,бӕрц,miktar
405,Haufen::N,кӕри,küme
406,Haufen::N,кӕри,yığın
407,Reihe::N,рӕнхъ,sıra
408,Boot::N,чема,kayık
409,Boot::N,чема,sandal
410,Ruder::N,къохар,kürek
411,Schlitten::N,дзоныгъ,kızak
412,Ski::N,къахдзоныгътæ,kayak
413,Ski::N,лыжæтæ,kayak
414,Lagerfeuer::N,арт,kamp ateşi
415,Last::N,уаргъ,yük
416,Gang::N,цыд,gidiş
417,Gang::N,цыд,yürüyüş
418,Schritt::N,санчъех,adım
419,Schritt::N,къахдзӕф,adım
420,Norden::N,цæгат,kuzey
421,Süden::N,хуссар,güney
422,Westen::N,ныгуылæн,batı
423,Osten::N,скæсæн,doğu
424,Holz::N,хъӕдӕрмӕг,ağaç
425,Holz::N,хъӕдӕрмӕг,tahta
426,Brett::N,фæйнæг,tahta
427,Platte::N,къӕй,levha
428,Stütze::N,быцæу,dayak
429,Stütze::N,быцæу,destek
430,Stange::N,хъил,çubuk
431,Stock::N,лӕдзӕг,sopa
432,Stock::N,лӕдзӕг,değnek
433,Stab::N,хъил,sırık
434,Stab::N,хъил,baston
435,Rohr::N,хӕтӕл,boru
436,Haus::N,хӕдзар,ev
437,Heim::N,къона,ev
438,Heim::N,къона,yurt
439,Ofen::N,пец,soba
440,Fußboden::N,астӕрд,taban
441,Fußboden::N,астӕрд,döşeme
442,Tisch::N,стъол,masa
443,Stuhl::N,бандон,iskemle
444,Stuhl::N,бандон,sandalye
445,Wiege::N,авдæн,beşik
446,Bett::N,сынтӕг,yatak
447,Regal::N,тӕрхӕг,raf
448,Regal::N,уӕлвӕйнӕг,raf
449,Kiste::N,асыкк,sandık
450,Fenster::N,рудзынг,pencere
451,Fenster::N,фæрссаг,pencere
452,Tür::N,дуар,kapı
453,Tor::N,кулдуар,kapı
454,Zaun::N,æмбонд,çit
455,Zaun::N,быру,çit
456,Zaun::N,гæрæн,çit
457,Dach::N,уӕлхӕдзар,dam
458,Dach::N,уӕлхӕдзар,çatı
459,Leiter::N,асин,merdiven
460,Besen::N,уисой,süpürge
461,Spaten::N,бел,bel
462,Schaufel::N,æвгæнæн,kürek
463,Schaufel::N,кæфой,kürek
464,Gabel::N,вилкæ,çatal
465,Löffel::N,уидыг,kaşık
466,Messer::N,кард,bıçak
467,Nagel::N,зӕгӕл,çivi
468,Netz::N,хыз,ağ
469,Haken::N,хæдз,çengel
470,Haken::N,хæбырæгъ,çengel
471,Griff::N,фистон,kulp
472,Griff::N,фистон,tutamak
473,Schloss::N,гуыдыр,kilit
474,Bild::N,ныв,imaj
475,Bild::N,ныв,resim
476,Figur::N,кæрдгæныв,şekil
477,Figur::N,кæрдгæныв,heykel
478,Puppe::N,чындз,kukla
479,Beutel::N,дзӕкъул,kese
480,Beutel::N,дзӕкъул,torba
481,Bündel::N,баст,deste
482,Tasche::N,хызын,çanta
483,Tasche::N,дзæкъул,çanta
484,Eimer::N,къæрта,kova
485,Eimer::N,чъыбыла,kova
486,Eimer::N,ведра,kova
487,Deckel::N,сæр,kapak
488,Deckel::N,æмбæрзæн,kapak
489,Geschirr::N,мигæнæн,kap kacak
490,Geschirr::N,мигæнæнтæ,kap kacak
491,Sack::N,голлаг,torba
492,Tasse::N,пиала,fincan
493,Tasse::N,къус,fincan
494,Topf::N,аг,tencere
495,Topf::N,чысыл аг,tencere
496,Kessel::N,аг,kazan
497,Essen::N,хӕрд,yemek
498,Nahrung::N,хойраг,gıda
499,Nahrung::N,хойраг,besin
500,Speise::N,хӕринаг,yemek
501,Fleisch::N,дзидза,et
502,Fleisch::N,фыдызгъӕл,et
503,Getreide::N,халсар,tahıl
504,Getreide::N,халсар,hububat
505,Brei::N,кас,ezme
506,Brot::N,дзул,ekmek
507,Scheibe::N,къӕбӕр,dilim
508,Fett::N,сой,yağ
509,Butter::N,нӕлхӕ,tereyağı
510,Öl::N,зети,yağ
511,Öl::N,зети,akar yağ
512,Salz::N,цӕхх,tuz
513,Suppe::N,бас,çorba
514,Honig::N,мыд,bal
515,Milch::N,ӕхсыр,süt
516,Tee::N,цай,çay
517,Leder::N,мæскуы,deri
518,Leder::N,мæскуы,meşin
519,Wolle::N,фӕсмын,yün
520,Stoff::N,хъуымац,kumaş
521,Nadel::N,судзин,iğne
522,Faden::N,ӕндах,tire
523,Faden::N,ӕндах,iplik
524,Knopf::N,цӕппӕр,düğme
525,Knoten::N,ӕлхынцъ,düğüm
526,Farbe::N,ахорæн,boya
527,Kleidung::N,дарӕс,giyim
528,Hemd::N,хӕдон,gömlek
529,Kragen::N,æфцæггот,yaka
530,Ärmel::N,дыс,yen
531,Ärmel::N,дыс,elbise kolu
532,Hose::N,хæлаф,pantolon
533,Hose::N,æддаг хæлаф,pantolon
534,Hose::N,салбар,pantolon
535,Gürtel::N,рон,kuşak
536,Mütze::N,худ,bere
537,Mütze::N,худ,kasket
538,Schuh::N,басмахъ,kundura
539,Schuh::N,басмахъ,ayakkabı
540,Stiefel::N,цырыхъхъ,çizme
541,Ring::N,къухдарӕн,yüzük
542,Band::N,лент,bağ
543,Band::N,лент,şerit
544,Kamm::N,сӕрвасӕн,tarak
545,Spiegel::N,айдæн,ayna
546,Spiegel::N,кæсæн,ayna
547,Riemen::N,гӕрз,kayış
548,Schnur::N,бӕндӕн,ip
549,Schnur::N,бӕндӕн,sicim
550,Decke::N,хъӕццул,örtü
551,Decke::N,хъӕццул,yorgan
552,Kissen::N,баз,yastık
553,Tuch::N,кæлмæрзæн,bez
554,Tuch::N,кæрдæн,bez
555,Handtuch::N,хисæрфæн,havlu
556,Kraft::N,тых,güç
557,Kraft::N,тых,kuvvet
558,Kraft::N,хъомыс,güç
559,Kraft::N,хъомыс,kuvvet
560,Stärke::N,тых,kuvvet
561,Stärke::N,æхсар,kuvvet
562,Gesundheit::N,æнæниздзинад,sağlık
563,Krankheit::N,низ,hastalık
564,Krankheit::N,рын,hastalık
565,Schmerz::N,рис,ağrı
566,Schmerz::N,рис,sancı
567,Wunde::N,цӕф,yara
568,Fieber::N,ризӕг,ateş
569,Fieber::N,тӕфсӕг,ateş
570,Arznei::N,хос,ilâç
571,Brücke::N,хид,köprü
572,Brunnen::N,цъай,kuyu
573,Brunnen::N,цъай,çeşme
574,Weide::N,хизæн,otlak
575,Weide::N,хизæнуат,otlak
576,Weide::N,сæрвæт,otlak
577,Pfad::N,къахвæндаг,patika
578,Pfad::N,къахвæндаг,keçiyolu
579,Pfad::N,къахвæд,patika
580,Pfad::N,къахвæд,keçiyolu
581,Weg::N,фӕндаг,yol
582,Straße::N,фӕндаг,yol
583,Straße::N,фӕндаг,cadde
584,Dorf::N,хъӕу,köy
585,Stadt::N,сахар,kent
586,Stadt::N,сахар,şehir
587,Brief::N,фыстӕг,mektup
588,Buch::N,чиныг,kitap
589,Buchstabe::N,дамгъӕ,harf
590,Zeitung::N,газет,gazete
591,Leben::N,цард,hayat
592,Leben::N,цӕрӕнбон,hayat
593,Tod::N,мæлæт,ölüm
594,Tod::N,адзал,ölüm
595,Grab::N,ингӕн,kabir
596,Kirche::N,аргъуан,kilise
597,Sünde::N,тæригъæд,günah
598,Gott::N,хуыцау,tanrı
599,Arbeiter::N,кусæг,işçi
600,Chef::N,ӕмцег,şef
601,Chef::N,ӕмцег,müdür
602,Meister::N,мастер,usta
603,Meister::N,дæсны,usta
604,Arzt::N,хосгæнæг,hekim
605,Arzt::N,хосгæнæг,doktor
606,Arzt::N,дохтыр,hekim
607,Arzt::N,дохтыр,doktor
608,Lehrer::N,ахуыргæнæг,hoca
609,Lehrer::N,ахуыргæнæг,öğretmen
610,Geld::N,ӕхца,para
611,Geschäft::N,бизнес,ticaret
612,Geschäft::N,хъуыддаг,ticaret
613,Laden::N,дукани,dükkân
614,Preis::N,аргъ,fiyat
615,Ware::N,базайраг,mal
616,Nutzen::N,пайда,fayda
617,Reichtum::N,хъæздыгдзинад,servet
618,Reichtum::N,хъæздыгдзинад,zenginlik
619,Reichtum::N,исбон,servet
620,Reichtum::N,исбон,zenginlik
621,Reichtum::N,мулк,servet
622,Reichtum::N,мулк,zenginlik
623,Welt::N,дуне,dünya
624,Land::N,бӕстӕ,ülke
625,Staat::N,паддзахад,devlet
626,König::N,къарол,kral
627,Macht::N,хицаудзинад,kudret
628,Macht::N,хицаудзинад,iktidar
629,Grenze::N,арӕн,had
630,Grenze::N,арӕн,sınır
631,Krieg::N,хӕст,savaş
632,Feind::N,знаг,düşman
633,Feind::N,фыдгул,düşman
634,Feind::N,фыдзæрдæ,düşman
635,Feind::N,сон,düşman
636,Gewalt::N,тыхми,zor
637,Gewalt::N,тыхми,cebir
638,Gewalt::N,тыхдзинад,zor
639,Gewalt::N,тыхдзинад,cebir
640,Kampf::N,хæст,savaş
641,Kampf::N,хъæбысæйхæст,savaş
642,Kampf::N,тох,savaş
643,Bogen[Waffe]::N,ӕрдын,yay
644,Pfeil::N,фат,ok
645,Gewehr::N,топп,tüfek
646,Fehler::N,рӕдыд,hata
647,Fehler::N,рӕдыд,yanlış
648,Lüge::N,мӕнг,yalan
649,Lüge::N,гӕдыдзинад,yalan
650,Schaden::N,зиан,zarar
651,Unglück::N,бæллæх,felâket
652,Unglück::N,бæллæх,talihsizlik
653,Schuld::N,азым,suç
654,Schuld::N,азым,kabahat
655,Alter::N,кар,yaş
656,Schluss::N,кæрон,son
657,Zeit::N,рӕстӕг,zaman
658,Tag::N,бон,gün
659,Morgen::N,райсом,sabah
660,Mittag::N,æмбисбон,öğle
661,Abend::N,изӕр,akşam
662,Nacht::N,ӕхсӕв,gece
663,Woche::N,къуыри,hafta
664,Monat::N,мӕй,ay
665,Jahr::N,аз,yıl
666,Jahr::N,аз,sene
667,Jahr::N,афӕдз,yıl
668,Jahr::N,афӕдз,sene
669,Frühling::N,уалдзæг,ilkbahar
670,Sommer::N,сӕрд,yaz
671,Herbst::N,фæззæг,güz
672,Herbst::N,фæззæг,sonbahar
673,Winter::N,зымӕг,kış
674,Januar::N,январь,ocak
675,Februar::N,февраль,şubat
676,März::N,мартъи,mart
677,April::N,апрель,nisan
678,Mai::N,май,mayıs
679,Juni::N,июнь,haziran
680,Juli::N,июль,temmuz
681,August::N,август,ağustos
682,September::N,сентябрь,eylül
683,Oktober::N,октябрь,ekim
684,November::N,ноябрь,kasım
685,Dezember::N,декабрь,aralık
686,Montag::N,къуырисæр,pazartesi
687,Dienstag::N,дыццæг,salı
688,Mittwoch::N,æртыццæг,çarşamba
689,Donnerstag::N,цыппæрæм,perşembe
690,Freitag::N,майрæмбон,cuma
691,Samstag::N,сабат,cumartesi
692,Sonntag::N,хуыцаубон,pazar
693,groß::A,дынджыр,büyük
694,klein::A,гыццыл,ufak
695,klein::A,гыццыл,küçük
696,lang::A,даргъ,uzun
697,kurz::A,цыбыр,kısa
698,breit::A,фӕтӕн,enli
699,breit::A,фӕтӕн,geniş
700,schmal::A,нарӕг,dar
701,schmal::A,уынгӕг,dar
702,dicht::A,бæзджын,sık
703,dicht::A,бæзджын,yoğun
704,dicht::A,тар,sık
705,dicht::A,тар,yoğun
706,dick[Gegenstand]::A,сӕвджын,kalın
707,dick[Gegenstand]::A,сӕвджын,iri
708,dünn::A,тæнæг,ince
709,fein::A,лыстӕг,ince
710,fein::A,лыстӕг,narin
711,fest::A,фидар,sabit
712,fest::A,фидар,sağlam
713,fest::A,хъӕддых,sabit
714,fest::A,хъӕддых,sağlam
715,flach::A,тъӕпӕн,düz
716,flach::A,тъӕпӕн,yassı
717,glatt::A,лӕгъз,düz
718,hart::A,хъӕбӕр,katı
719,weich::A,фӕлмӕн,yumuşak
720,rund::A,тымбыл,yuvarlak
721,spitz::A,цыргъбырынкъ,sivri
722,spitz::A,цыргъфындз,sivri
723,scharf::A,цыргъ,keskin
724,stumpf::A,къуымых,kör
725,schwer::A,уӕззау,ağır
726,schön::A,аив,güzel
727,schön::A,рӕсугъд,güzel
728,heiß::A,тӕвд,kızgın
729,warm::A,хъарм,sıcak
730,kalt::A,уазал,soğuk
731,kühl::A,сатæг,serin
732,kühl::A,уазалгомау,serin
733,frisch::A,сатæг,taze
734,feucht::A,уымӕл,nemli
735,feucht::A,уымӕл,rutubetli
736,nass::A,хуылыдз,yaş
737,nass::A,хуылыдз,ıslak
738,trocken::A,хус,kuru
739,voll::A,дзаг,dolu
740,voll::A,дзаг,dolmuş
741,voll::A,йедзаг ,dolu
742,voll::A,йедзаг ,dolmuş
743,leer::A,афтид,boş
744,offen::A,гом,açık
745,geschlossen::A,æхгæд,kapalı
746,sauber::A,сыгъдæг,pak
747,sauber::A,сыгъдæг,temiz
748,schmutzig::A,чъиллон,pis
749,schmutzig::A,чъиллон,kirli
750,roh::A,хом,çiğ
751,reif::A,рӕгъӕд,olgun
752,lecker::A,хӕрзад,lezzetli
