,Concept_ID,ku,av
757,nur::ADV,bes,гӏӣцӏго
758,schon::ADV,hew,
759,wieder::ADV,jar din,на́хъеги
760,wieder::ADV,dîsa,на́хъеги
761,vergebens::ADV,deya çun,чӏалгӏаде
762,vergebens::ADV,îfleh bûn,чӏалгӏаде
763,vor::PRP,li ber,цебе
764,hinter::PRP,li pişt,хадуса
765,unter::PRP,li bin,ахакь
766,unter::PRP,li bin,гъоркь
767,durch::PRP,kura,
768,neben::PRP,li ba,аскӏо
769,zwischen::PRP,nabeyne,гьоркьоб
770,zwischen::PRP,di nav...da,гьоркьоб
771,wegen::PRP,ji bo,гьелда
772,wegen::PRP,ji ber,гьелда
773,dies::PRN,ev,гьаб
774,dies::PRN,ev,гьеб
775,das::PRN,ev,доб
776,alles::PRN,hemû,
777,ich::PRN,ez,дун
778,du::PRN,tu,дуца
779,er::PRN,wî,доб
780,wir::PRN,êm,ниж
781,ihr::PRN,hûn,нуж
782,sie::PRN,we,дол
783,sie::PRN,we,эл
784,was::FPRN,çi,щиб
785,wer::FPRN,ki,щиб
786,wo::FADV,li ku dere,киб
787,wo::FADV,li ku dere,кибехун
788,wohin::FADV,li ku dere,кибехун
789,wie::FADV,çawa,кин
790,warum::FADV,çima,щай
791,wieviel::FNUM,çend,кигӏан
792,eins::NUM,yek,цо
793,zwei::NUM,didu,кӏиго
794,drei::NUM,sisê,лъабго
795,vier::NUM,çar,ункъо
796,fünf::NUM,penç,щуго
797,sechs::NUM,şeş,анлъго
798,sieben::NUM,heft,анкьго
799,acht::NUM,heşt,микьго
800,neun::NUM,neh,ичӏго
801,zehn::NUM,deh,анцӏго
802,elf::NUM,yazdeh,анцӏила цо
803,zwölf::NUM,diwazdeh,кӏиго-анцӏила
804,zwanzig::NUM,bîst,къого
805,dreißig::NUM,sih,лъеберго
806,vierzig::NUM,çil,кӏикъого
807,fünfzig::NUM,pençi,кӏикъо́ялда анцӏго
808,sechzig::NUM,şêst,лъабкъого
809,siebzig::NUM,heftê,лъабкъо́ялда анцӏго
810,achtzig::NUM,heştê,ункъого
811,neunzig::NUM,nod,ункъоялда а́нцӏила
812,hundert::NUM,sêd,нусго
813,tausend::NUM,hezar,азарго
814,und::CNJ,û,ва
815,und::CNJ,û,-ги
816,oder::CNJ,an,ялъуни
817,oder::CNJ,yan,ялъуни
818,stehen::V,sekinîn,бахъунчӏезе
819,sitzen::V,rûniştin,гӏодов чӏезе
820,liegen::V,paldan,бегизе
821,hängen::V,darve kirin,базе
822,werden::V,bûn,бахъине
823,passieren::V,hatin holê,лъугьине
824,passieren::V,hatin holê,лъугьа-бахъине
825,passieren::V,hatin serê kesî,лъугьине
826,passieren::V,hatin serê kesî,лъугьа-бахъине
827,beginnen::V,li dest pêkirin,байбихьизе
828,enden::V,xalas bû,лъугӏизе
829,wechseln::V,guherandin,хиса-басизе
830,wechseln::V,guherandin,хисизе
831,wechseln::V,dêgiş kirin,хиса-басизе
832,wechseln::V,dêgiş kirin,хисизе
833,aufgehen[Sonne]::V,hilatin,баккизе
834,untergehen[Sonne]::V,çun ava,щинкӏизе
835,scheinen[Sonne]::V,şewk de,къалъ-къалъизе
836,donnern::V,gire-gir,гъугъазе
837,wehen::V,ba le de,пуйзе
838,strömen::V,xwe girtin,чвахизе
839,fließen::V,herikîn,чвахизе
840,sich drehen::V,xwe zivirandin,сверизе
841,schwanken::V,hejandin,хьвагӏезе
842,schwanken::V,hejandin,багъа-бачаризе
843,schwingen::V,libakirin,щвартӏезе
844,fallen::V,ketin,бортизе
845,brennen::V,şewitîn,рекӏине
846,rauchen::V,kişandin,кӏкӏуй буризе
847,regnen::V,bahran tê,базе
848,gefrieren::V,qefilandin,гӏу́низе
849,tauen::V,helandin,биаризе
850,schmelzen::V,helandin,биине
851,trocknen::V,zuwabûn,бакъвазе
852,sieden::V,kelîn,гьалдезе
853,faulen::V,xerabûn,махӏцине
854,verfaulen::V,xerabûn,туризе
855,reißen::V,jêkirin,бихъизе
856,versinken::V,xerq bûn,гъанкъизе
857,vergehen::V,derbas bûn,базе
858,vergehen::V,derbas bûn,бахъизе
859,vergehen::V,derbas bûn,ине
860,erscheinen::V,peyda bûn,баккизе
861,verschwinden::V,wendabûn,къине
862,verschwinden::V,wendabûn,билизе
863,sinken::V,noq bûn,гӏодо́бе ккезе
864,abnehmen::V,kêm bûn,тӏаса камизе
865,zunehmen::V,qelew bûn,гӏемерлъизе
866,steigen::V,hildan,бахине
867,wachsen::V,mezin bûn,кӏодолъизе
868,glänzen::V,biriqîn,цӏвакизе
869,funkeln::V,çikisîn,паркъезе
870,lärmen::V,guşîn,хъудизе
871,lärmen::V,guşîn,чӏиргъдизе
872,läuten::V,lê de,кьабизе
873,klingeln::V,sîl dan,кьабизе
874,klingeln::V,ringerin,кьабизе
875,klirren::V,zingzing hat,зваргъизе
876,brausen::V,guşîn,гьалаглъизе
877,rauschen::V,guşîn,шуршудизе
878,klingen::V,deng pe ketin,бахъине
879,bellen::V,kewtîn,гъанчдезе
880,heulen::V,ûrîn,рурудизе
881,blasen::V,puf kirin,гьохьизе
882,pfeifen::V,fîkandin,гьещтӏезе
883,schreien::V,qîrîn,ахӏизе
884,schreien::V,qîrîn,ахӏдезе
885,stöhnen::V,nalîn,зигардизе
886,zittern::V,hejîn,дарран
887,zittern::V,hejîn,гьаргьадизе
888,leben::V,jihîn,бетӏербахъизе
889,geboren werden::V,hatin dinyê,лъугьине
890,geboren werden::V,bûn,лъугьине
891,atmen::V,hilmijîn,хӏухьел биччазе
892,trinken::V,vexwarin,гьекъезе
893,essen::V,xwarin,квине
894,essen::V,xwarin,кваназе
895,schlucken::V,daqulbandin,кӏкӏвине
896,schlucken::V,daqulbandin,къулчӏизе
897,müde werden::V,betilîln,сваказе
898,müde werden::V,qerimîn,сваказе
899,einschlafen::V,razan,кьижизе
900,einschlafen::V,razan,гъапуллъизе
901,schlafen::V,razan,кьижизе
902,schlafen::V,razandin,кьижизе
903,aufwachen::V,şiyarbûn,бигьине
904,aufstehen::V,rabûn,бахъине
905,aufstehen::V,rabûn,тӏадебахъине
906,sich erholen::V,baş bûn,хьи бахъизе
907,sich erholen::V,baş bûn,хӏалхьи гьабизе
908,krank werden::V,nexweş kêt,унтизе
909,krank sein::V,nexweş bû,унтизе
910,schmerzen::V,êşandin,унтизе
911,husten::V,kuxin,хъегӏизе
912,genesen::V,baş bûn,лъилъизе
913,sterben::V,mirin,хвезе
914,umkommen::V,mirin,гьалаглъизе
915,sich bewegen::V,leqîn,багъаризе
916,sich bewegen::V,leqîn,багъаргъизе
917,sich rühren::V,leqîn,багъаризе
918,sich erheben::V,rabûn,тӏадебахъине
919,sich erheben::V,rabûn,бахъине
920,sich setzen::V,runiştin,гӏодов чӏезе
921,hinfallen::V,kêtin,щапизе
922,laufen::V,meşîn,хьвадизе
923,schreiten::V,meşkirin,чӏезе
924,spazierengehen::V,gerandin,тира-сверизе
925,eilen::V,lezandin,ракӏхӏалакине
926,eilen::V,lezandin,дуризе
927,sich beeilen::V,zûkirin,дуризе
928,sich beeilen::V,zûkirin,гӏедегӏизе
929,sausen::V,fîzîn,тӏуризе
930,rennen::V,baz dan,бекеризе
931,springen::V,hilpekîn,кӏанцӏизе
932,klettern::V,hilperikîn,хархадизе
933,schaukeln::V,lorandin,гьерщезе
934,kriechen::V,xuşandin,хъурщизе
935,schwimmen::V,avjenîn,лъедезе
936,tauchen::V,qutxuyardin,букъардизе
937,tauchen::V,noqîn,букъардизе
938,rudern::V,qaîq ajotin,хазе
939,fahren::V,ajotin,ине
940,fliegen::V,firîn,боржине
941,gehen::V,çûn,ине
942,weggehen::V,çûn,ине
943,abfahren::V,çûyin,къокъине
944,anhalten::V,rawestîn,чӏезе
945,anhalten::V,rawestîn,тархъизе
946,anhalten::V,rawestîn,лъалхъизе
947,hineingehen::V,ketin hundir,тӏаделъугьине
948,eintreten::V,têketin,лъугьине
949,kommen::V,hatin,бачӏине
950,ankommen::V,gihan,щвезе
951,ankommen::V,gihan,тӏадебачӏине
952,ankommen::V,gihîştin,щвезе
953,ankommen::V,gihîştin,тӏадебачӏине
954,zurückkommen::V,vegerandin,тадбуссине
955,zurückkommen::V,vegerandin,тӏадбуссине
956,bleiben::V,sekinîn,чӏезе
957,bleiben::V,sekinîn,хутӏизе
958,warten::V,payîn,чӏезе
959,erwarten::V,payîn,балагьизе
960,suchen::V,lêgerîn,балагьизе
961,finden::V,peyda kirin,батизе
962,versuchen::V,çeribandin,хӏалбихьизе
963,vorbereiten::V,amade kirin,хӏадурлъизабизе
964,lieben::V,hez kirin,балай бегьизе
965,mögen::V,dil kirin,бокьизе
966,lachen::V,kenîn,белъизе
967,rühren::V,hêjan,
968,weinen::V,girîn,гӏодизе
969,schimpfen::V,pevçûn,гъанчдезе
970,sich ärgern::V,enirîn,вагъизе
971,sich ärgern::V,enirîn,ццида́хине
972,sich fürchten::V,tirsîn,хӏинкъизе
973,fürchten::V,tirsin,беркъазе
974,fürchten::V,tirsin,хӏинкъа-къазе
975,fliehen::V,bazdan,лъутизе
976,flüchten::V,revîn,лъутизе
977,sehen::V,dîtin,бихьизе
978,anschauen::V,sêr kirin,бертӏамизе
979,anschauen::V,sêr kirin,балагьизе
980,ansehen::V,hesibandin,бала-гъалагьизе
981,hören::V,guhdar jirin,рагӏизе
982,zuhören::V,guhdarî kirin,гӏенеккизе
983,probieren::V,tehm kirin,кӏалдиб хъва́зе
984,probieren::V,tehm kirin,чӏамизе
985,riechen::V,bihn kirin,су́нтӏизе
986,fühlen::V,hîs kirin,чӏвазе
987,scheinen::V,xoyer kir,
988,zu sehen sein::V,diyar bûn,бихьизе
989,vernehmen::V,bihîstin,рагӏизе
990,frieren::V,qerişîn,цӏорозе
991,tun::V,kirin,гьабизе
992,können::V,karin,кӏвезе
993,können::V,karin,лъазе
994,wollen::V,xwestîn,бокьизе
995,anfangen::V,dest pêkirin,байбихьизе
996,beenden::V,xelas kirin,тӏубазабизе
997,beenden::V,xelas kirin,лъугӏизабизе
998,aufhören::V,xelas kirin,бахъизе
999,gelingen::V,çe bûn,бахъизе
1000,geraten::V,qewîmîn,бахъизе
1001,öffnen::V,vekirin,рагьизе
1002,schließen::V,girtin,къазе
1003,stellen::V,danîn,чӏвазе
1004,setzen::V,rûniştin,рекӏинабизе
1005,setzen::V,rûniştin,гӏодор чӏезаризе
1006,legen::V,danîn,лъезе
1007,legen::V,razandin,лъезе
1008,berühren::V,lêketin,хъвазе
1009,verbinden::V,anîn pê,хьухьине
1010,verbinden::V,anîn pê,бухьине
1011,bedecken::V,sergirtin,кквезе
1012,aufhängen::V,aliqandin,базе
1013,anzünden::V,pêxistin,бакизе
1014,anzünden::V,pêxistin,рекӏинабизе
1015,aufheben::V,hildan,
1016,zurücklassen::V,hiştin,тезе
1017,zurücklassen::V,vehiştin,тезе
1018,verlieren::V,wendakirin,билизабизе
1019,fallen lassen::V,xistin bixe,бортизабизе
1020,fallen lassen::V,xistin,бортизабизе
1021,machen::V,kirin,гьабизе
1022,machen::V,çêkirin,гьабизе
1023,herstellen::V,çê kirin,гьабизе
1024,herstellen::V,çê kirin,хӏадурлъизабизе
1025,herstellen::V,peyda kirin,гьабизе
1026,herstellen::V,peyda kirin,хӏадурлъизабизе
1027,bauen::V,lêkirin,базе
1028,bauen::V,lêkirin,гьабизе
1029,reparieren::V,veherînerîn,къачӏазе
1030,verbessern::V,sererastkirin,лъикӏлъизабизе
1031,ändern::V,degiş kirin,хисизабизе
1032,graben::V,kolandin,бухъизе
1033,beugen::V,tewîn,хьетӏизабизе
1034,beugen::V,xwar kirin,хьетӏизабизе
1035,biegen::V,tewandin,гьетӏизабизе
1036,biegen::V,xwarkirin,гьетӏизабизе
1037,drehen::V,fitilandin,тиризабизе
1038,drehen::V,fitilandin,свердизабизе
1039,wenden::V,zivîrin,бегизе
1040,umdrehen::V,vegerandin,бегизе
1041,umdrehen::V,vegerandin,бега-битӏизе
1042,heben::V,hildan,борхизе
1043,hochheben::V,hildan,борхалъизабизе
1044,hochheben::V,hildan,борхизе
1045,ergreifen::V,dest avêtin,кквезе
1046,halten::V,hîştin,кквезе
1047,halten::V,sekinîn,кквезе
1048,drücken::V,pêl kirin,къазе
1049,drücken::V,pêl kirin,къанцӏу́зе
1050,drücken::V,pêl kirin,къвал ба́зе
1051,schieben::V,damdan,хъилдизе
1052,kratzen::V,xurandin,хачазе
1053,lecken::V,alastin,чӏикӏизе
1054,beißen::V,gez kirin,хӏанчӏизе
1055,beißen::V,gez kirin,хӏанчӏизабизе
1056,abreißen::V,hilşandin,тӏезе
1057,abreißen::V,hilşandin,тӏезабизе
1058,abschneiden::V,jêkirin,къотӏизе
1059,binden::V,girêdan,бухьине
1060,stecken::V,têxistin,къазабизе
1061,brechen::V,şikandin,бекизе
1062,klopfen::V,kutandin,дванкезе
1063,hauen::V,li dan,базе
1064,kleben::V,zeliqîn,бацӏцӏине
1065,kleben::V,şirêz kirin,бацӏцӏине
1066,reiben::V,firikandin,хачазе
1067,streichen::V,bax dan,бахине
1068,streichen::V,bax dan,жужазе
1069,schleifen::V,çarkirin,лъухьизе
1070,schneiden::V,jêkirin,къотӏизе
1071,rütteln::V,hejandin,багъа-бачаризабизе
1072,schütteln::V,daweşîn,кӏобокӏизе
1073,schwenken::V,têwdan,гьесадизе
1074,schwenken::V,têwdan,хьвагӏезабизе
1075,schütten::V,rijandin,тӏезе
1076,füllen::V,dagirtin,цӏезабизе
1077,einwickeln::V,pêçandin,жемизе
1078,tragen::V,kişandin,баччизе
1079,tragen::V,rajtin,баччизе
1080,schleppen::V,kişandin,бехъерхъизе
1081,ziehen::V,kişandin,цӏазе
1082,aufbewahren::V,hilandin,цӏунизе
1083,werfen::V,avêtin,рехизе
1084,fangen::V,sem kirin,кквезе
1085,fangen::V,girtin,кквезе
1086,packen::V,pê girtin,кквезе
1087,verstecken::V,hîlanin,бахчизе
1088,teilen::V,parvekirin,бикьизе
1089,schicken::V,şandin,битӏизе
1090,bringen::V,anîn,баччизе
1091,bringen::V,birin,баччизе
1092,hinzufügen::V,dan ser,жубазе
1093,hinzufügen::V,li tiştekî zêde kirin,жубазе
1094,bekommen::V,standin,щвезе
1095,erhalten::V,standin,щвезе
1096,erhalten::V,standin,босизе
1097,nehmen::V,girtin,босизе
1098,wählen::V,ray dan,бищизе
1099,auswählen::V,bijartin,тӏасабищизе
1100,bewahren::V,rê li ber girtin,цӏунизе
1101,bewahren::V,lê xwedî derketin,цӏунизе
1102,behindern::V,bara wi,квекӏен гьабизе
1103,verderben::V,heram bûn,хвезабизе
1104,beschädigen::V,xerab kirin,галгъазабизе
1105,zerbrechen::V,şikênandin,щущазабизе
1106,zerbrechen::V,perçe kirin,щущазабизе
1107,zerreißen::V,qelişandin,бихъизе
1108,zerstören::V,hilşandin,биххизабизе
1109,verbrennen::V,şewitandin,бухӏизе
1110,geben::V,dan,кьезе
1111,geben::V,dayin,кьезе
1112,reichen::V,besbûn,кьезе
1113,reichen::V,têrkirin,кьезе
1114,schenken::V,diyarî kirin,кьезе
1115,versprechen::V,soz dan,назру гьабизе
1116,wünschen::V,dil kirin,бокьизе
1117,loben::V,pesinandin,беццизе
1118,loben::V,pesinandin,бецца-бекъизе
1119,küssen::V,maçkirin,баизе
1120,wiegen::V,lorandin,чӏучӏадизабизе
1121,wiegen::V,wezinandin,чӏучӏадизабизе
1122,zudecken::V,nixumandin,тӏадбигъине
1123,wecken::V,bixwe hesandin,бигьинабизе
1124,zeigen::V,şanîdan,бихьизабизе
1125,führen::V,raber kirin,бачине
1126,lehren::V,hîn kirin,малъизе
1127,lehren::V,hîn kirin,цӏализабизе
1128,unterrichten::V,ders dan,цӏализабизе
1129,aufziehen::V,mesinkirin,гӏезабизе
1130,leiten::V,rêberî kirin,нухмалъи гьабизе
1131,antreiben::V,bezandin,гӏедегӏизабизе
1132,lassen::V,berdan,
1133,lassen::V,hiştin,
1134,einladen::V,dawet kirin,ахӏизе
1135,einladen::V,dawet kirin,тӏадеахӏизе
1136,vereinigen::V,bi yek kirin,цолъизабизе
1137,besuchen::V,mêvan bûn,баккизе
1138,besuchen::V,mêvan bûn,хьвадизе
1139,treffen::V,rast hatin,дандчӏвазе
1140,sich versammeln::V,li hev çivîn,данделъизе
1141,sich versammeln::V,li hev çivîn,бакӏаризе
1142,spielen::V,listin,басандизе
1143,singen::V,stran,ахӏизе
1144,tanzen::V,reqisîn,кьурдизе
1145,sich trennen::V,hew berdan,батӏалъизе
1146,verlassen::V,tanê hişt,тезе
1147,verlassen::V,tanê hişt,рехунтезе
1148,verlassen::V,bêkes,тезе
1149,verlassen::V,bêkes,рехунтезе
1150,retten::V,rihakirin,хвасар гьабизе
1151,retten::V,rihakirin,хвасарлъизабизе
1152,bewachen::V,raçavkirin,цӏунизе
1153,schützen::V,hemet kirin,цӏунизе
1154,verteidigen::V,paraztin,цӏунизе
1155,sich schlagen::V,li hev bezîn,багъизе
1156,schießen::V,agir kirin,речӏчӏизе
1157,siegen::V,biser ketin,бергьине
1158,ärgern::V,xeyirandin,вагъизавизе
1159,schlagen::V,lêdan,кьабизе
1160,schlagen::V,lêxistin,кьабизе
1161,treten::V,têlekirin,мал тункизе
1162,stechen::V,têrekirin,къазабизе
1163,stoßen::V,lêketin,тункизе
1164,stoßen::V,lêketin,хъилдизе
1165,stehlen::V,dizîn,щинкӏизабизе
1166,stehlen::V,dizî birin,щинкӏизабизе
1167,stören::V,aciz kirin,квекӏен гьабизе
1168,stören::V,aciz kirin,татубахъи гьабизе
1169,belästigen::V,li tela yeki ketin,рахӏатхвезабизе
1170,verbergen::V,veşartin,бахчизе
1171,verbergen::V,veşartin,балъго тезе
1172,verbergen::V,kemîndanîn,бахчизе
1173,verbergen::V,kemîndanîn,балъго тезе
1174,täuschen::V,xapandin,божуда рекӏкӏ гьабизе
1175,täuschen::V,xapandin,гуккизе
1176,täuschen::V,lê zexeli kirin,божуда рекӏкӏ гьабизе
1177,täuschen::V,lê zexeli kirin,гуккизе
1178,betrügen::V,xapandin,хӏилла гьабизе
1179,betrügen::V,xapandin,сандирахълъи гьабизе
1180,töten::V,kûştin,чӏвазе
1181,wohnen::V,rûniştin,яшав гьабизе
1182,arbeiten::V,kar kirin,хӏалтӏизе
1183,arbeiten::V,şêxulin,хӏалтӏизе
1184,sammeln::V,komkirin,бакӏаризе
1185,pflücken::V,çinîn,бетӏизе
1186,jagen::V,nêçîr kirin,чан гьабизе
1187,fischen::V,masî girtin,ччугӏа кквезе
1188,fassen::V,pê girtin,кквезе
1189,fassen::V,sêm kirin,кквезе
1190,hüten::V,hei jê man,кваназабизе
1191,treiben::V,bêherandin,гъезе
1192,anbinden::V,tewilandin,бухьине
1193,füttern::V,xwarine dan lê,кваназабизе
1194,melken::V,dotin,бечӏчӏизе
1195,hacken::V,kolandin,чӏвазе
1196,gießen::V,av dan,лъалъазе
1197,reifen::V,kemilîn,барщизе
1198,zubereiten::V,çe kirin,бежа-белъине
1199,kochen::V,xwarin çe kirin,белъине
1200,kochen::V,kelandin,белъине
1201,backen::V,pijandin,базе
1202,braten::V,qelandin,бежизе
1203,braten::V,sor kirin,бежизе
1204,umrühren::V,têvdan,багъаризе
1205,stricken::V,hûnan,хьухьине
1206,nähen::V,kêl kirin,букъизе
1207,färben::V,boyax kirin,кьер гьабизе
1208,reinigen::V,paqijkirin,бацӏцӏине
1209,waschen::V,şuştin,чуризе
1210,abwischen::V,pakîj kirin,бацӏцӏине
1211,spülen::V,şuştin,хулизе
1212,fegen::V,maliştin,лъухьизе
1213,kehren::V,maliştin,лъухьизе
1214,baden::V,serîşûştin,чордезе
1215,sich waschen::V,serîşûştin,
1216,ausziehen::V,jê kirin,бахъизе
1217,anziehen::V,pê kirin,ретӏине
1218,sich anziehen::V,xwe kirin,ретӏине
1219,kämmen::V,şeh kirin,хазе
1220,schmücken::V,xemilandin,чӏухӏизабизе
1221,sagen::V,gotin,бицине
1222,sagen::V,peyivîn,бицине
1223,sprechen::V,peyivîn,бицине
1224,reden::V,axaftin,гаргадизе
1225,sich unterhalten::V,hev biştaxilin,гаргадизе
1226,fragen::V,pirsîn,цӏехезе
1227,fragen::V,pirsîn,гьикъизе
1228,fragen::V,pirs kirin,цӏехезе
1229,fragen::V,pirs kirin,гьикъизе
1230,bitten::V,tika kirin,гьаризе
1231,erzählen::V,behs kirin,бицине
1232,mitteilen::V,vegotin,лъазабизе
1233,nennen::V,bi nav kirin,цӏар лъезе
1234,rufen::V,bakirin,ахӏизе
1235,prahlen::V,pesnê xwe dan,беццаризе
1236,übersetzen::V,qulibandin,буссинабизе
1237,übersetzen::V,derbas kirin,буссинабизе
1238,denken::V,fikirîn,ургъизе
1239,glauben::V,bawer bûn,божизе
1240,bemerken::V,bala xwe dan,берречӏчӏизе
1241,bemerken::V,çac lê ketin,берречӏчӏизе
1242,erkennen::V,pêhesîn,лъазе
1243,erkennen::V,pêhesîn,батӏаго бахъизе
1244,begreifen::V,fêmkirin,бичӏчӏизе
1245,verstehen::V,fêmkirin,
1246,lernen::V,halmandin,цӏализе
1247,lernen::V,fêrbun,цӏализе
1248,wissen::V,zanîn,лъазе
1249,sich erinnern an::V,bir bûn,ракӏалде щвезе
1250,vergessen::V,ji bir kirin,кӏочене
1251,messen::V,pê kanîn,борцине
1252,zählen::V,hejmardin,рикӏкӏине
1253,rechnen::V,hesibandin,рикӏкӏине
1254,lesen::V,xwendin,цӏализе
1255,malen::V,rengandin,бахъизе
1256,malen::V,boyax kirin,бахъизе
1257,zeichnen::V,işaret kirin,бахъизе
1258,schreiben::V,nivîsandin,хъвазе
1259,besitzen::V,hebûn,щвезе
1260,besitzen::V,hebûn,бу́кӏине
1261,kaufen::V,kirîn,босизе
1262,verkaufen::V,firotin,бичизе
1263,bezahlen::V,pere dan,кьезе
1264,zahlen::V,pere dan,кьезе
1265,zahlen::V,dayin,кьезе
1266,beherrschen::V,zebt kirin,
1267,beherrschen::V,hukim kirin,
1268,ertragen::V,bihêzkirin,баччизе
