,Concept_ID,nl,kk
822,erster::A,eerste,алғашқы
823,zweiter::A,tweede,екінші
824,dritter::A,derde,үшінші
825,letzter::A,laatste,артқы
826,letzter::A,laatste,кейінгі
827,allein::ADV,alleen,серіксіз
828,auf einmal::ADV,ineens,бірден
829,auf einmal::ADV,tegelijk,бірден
830,zusammen::ADV,samen,бірлесіп
831,zusammen::ADV,bijeen,бірлесіп
832,lange::ADV,lang,ұзақ
833,plötzlich::ADV,eensklaps,кенет
834,plötzlich::ADV,plotsklaps,кенет
835,sofort::ADV,terstond,әне-міне дегенше
836,sofort::ADV,aanstonds,әне-міне дегенше
837,sofort::ADV,onmiddelijk,әне-міне дегенше
838,später::ADV,later,артынан
839,jetzt::ADV,nu,енді
840,jetzt::ADV,nu,қазір
841,jetzt::ADV,nou,енді
842,jetzt::ADV,nou,қазір
843,jetzt::ADV,thans,енді
844,jetzt::ADV,thans,қазір
845,heute::ADV,heden,бүгін
846,heute::ADV,vandaag,бүгін
847,morgen::ADV,morgen,ертең
848,bald::ADV,gauw,тез
849,bald::ADV,weldra,тез
850,dann::ADV,dan,онан соң
851,dann::ADV,dan,сонан соң
852,dann::ADV,toen,онан соң
853,dann::ADV,toen,сонан соң
854,gestern::ADV,gisteren,кеше
855,einst::ADV,eens,бірде
856,einst::ADV,eens,бір кезде
857,damals::ADV,toen,анада
858,damals::ADV,destijds,анада
859,danach::ADV,daarna,онан соң
860,danach::ADV,daarna,сонан соң
861,vorher::ADV,vooraf,бұрын
862,vorher::ADV,van tevoren,бұрын
863,zuerst::ADV,eerst,әуелі
864,zuerst::ADV,eerst,алдымен
865,zuerst::ADV,het eerst,әуелі
866,zuerst::ADV,het eerst,алдымен
867,einmal::ADV,eens,бір жолы
868,einmal::ADV,eenmaal,бір жолы
869,manchmal::ADV,soms,кейде
870,oft::ADV,vaak,ылғи
871,oft::ADV,dikwijls,ылғи
872,immer::ADV,altijd,өнебойы
873,niemals::ADV,nooit,ешуақытта
874,hier::ADV,hier,бұнда
875,hier::ADV,hier,осында
876,hierhin::ADV,hierheen,бермен
877,von hier::ADV,van hier,бер жақтан
878,von hier::ADV,hiervandaan,бер жақтан
879,dort::ADV,daar,анда
880,dort::ADV,ginds,анда
881,dorthin::ADV,daarheen,әрі
882,geradeaus::ADV,rechtuit,тура
883,geradeaus::ADV,rechtdoor,тура
884,vorwärts::ADV,vooruit,ілгері
885,vorwärts::ADV,voorwaarts,ілгері
886,rückwärts::ADV,achteruit,артқа
887,rückwärts::ADV,achterwaarts,артқа
888,zurück::ADV,terug,кейін қарай
889,unten::ADV,beneden,төменде
890,unten::ADV,onderaan,төменде
891,hinab::ADV,omlaag,астына
892,hinab::ADV,omlaag,төмен
893,hinab::ADV,naar beneden,астына
894,hinab::ADV,naar beneden,төмен
895,oben::ADV,boven,жоғарыда
896,hinauf::ADV,omhoog,өрге
897,hinauf::ADV,naar boven,өрге
898,überall::ADV,alom,әрқайда
899,überall::ADV,overal,әрқайда
900,nicht::ADV,niet,емес
901,ein wenig::ADV,wat,азырақ
902,ein wenig::ADV,wat,аздаған
903,ein wenig::ADV,wat,азғантай
904,kaum::ADV,amper,зорға
905,kaum::ADV,nauwelijks,зорға
906,sehr::ADV,erg,орасан
907,sehr::ADV,zeer,орасан
908,so::ADV,zo,бұлай
909,so::ADV,zo,былайша
910,noch::ADV,nog,әлі
911,nur::ADV,maar,ғана
912,nur::ADV,alleen,ғана
913,schon::ADV,al,түге
914,schon::ADV,reeds,түге
915,wieder::ADV,weer,жаңа
916,wieder::ADV,weer,қайта
917,wieder::ADV,weer,жаңадан
918,wieder::ADV,terug,жаңа
919,wieder::ADV,terug,қайта
920,wieder::ADV,terug,жаңадан
921,vergebens::ADV,vergeefs,бекер
922,vergebens::ADV,tevergeefs,бекер
923,vor::PRP,voor,алды
924,hinter::PRP,achter,артынан
925,unter::PRP,onder,түп
926,unter::PRP,onder,маңында
927,unter::PRP,beneden,түп
928,unter::PRP,beneden,маңында
929,durch::PRP,door,арқылы
930,neben::PRP,naast,іргеде
931,neben::PRP,naast,жанында
932,zwischen::PRP,tussen,арада
933,wegen::PRP,wegens,үшін
934,wegen::PRP,vanwege,үшін
935,dies::PRN,dit,бұ
936,dies::PRN,dit,осы
937,das::PRN,dat,сол
938,alles::PRN,alles,дүйім
939,alles::PRN,alles,күллі
940,ich::PRN,ik,мен
941,du::PRN,je,сен
942,du::PRN,jij,сен
943,er::PRN,hij,ол
944,wir::PRN,we,біз
945,wir::PRN,wij,біз
946,ihr::PRN,jullie,сіз
947,sie::PRN,ze,олар
948,sie::PRN,zij,олар
949,was::FPRN,wat,не
950,wer::FPRN,wie,кім
951,wo::FADV,waar,кәні
952,wo::FADV,waar,қайда
953,wohin::FADV,waarheen,қайда
954,wie::FADV,hoe,калай
955,warum::FADV,waarom,неғып
956,wieviel::FNUM,hoeveel,неше
957,wieviel::FNUM,hoeveel,қанша
958,eins::NUM,één,бір
959,zwei::NUM,twee,екі
960,drei::NUM,drie,үш
961,vier::NUM,vier,төрт
962,fünf::NUM,vijf,бес
963,sechs::NUM,zes,алты
964,sieben::NUM,zeven,жеті
965,acht::NUM,acht,сегіз
966,neun::NUM,negen,тоғыз
967,zehn::NUM,tien,он
968,elf::NUM,elf,он бір
969,zwölf::NUM,twaalf,он екі
970,zwanzig::NUM,twintig,жиырма
971,dreißig::NUM,dertig,отыз
972,vierzig::NUM,veertig,қырық
973,fünfzig::NUM,vijftig,елу
974,sechzig::NUM,zestig,алпыс
975,siebzig::NUM,zeventig,жетпіс
976,achtzig::NUM,tachtig,сексен
977,neunzig::NUM,negentig,тоқсан
978,hundert::NUM,honderd,жүз
979,tausend::NUM,duizend,мың
980,und::CNJ,en,та
981,oder::CNJ,of,әлде
982,oder::CNJ,of,немесе
983,stehen::V,staan,тұру
984,sitzen::V,zitten,отыру
985,liegen::V,liggen,жату
986,hängen::V,hangen,ілу
987,werden::V,worden,болу
988,werden::V,worden,түрегелу
989,passieren::V,gebeuren,болу
990,beginnen::V,beginnen,басталу
991,enden::V,eindigen,ада болу
992,wechseln::V,wijzigen,құбылу
993,wechseln::V,wijzigen,өзгеру
994,wechseln::V,veranderen,құбылу
995,wechseln::V,veranderen,өзгеру
996,aufgehen[Sonne]::V,opgaan,шығу
997,untergehen[Sonne]::V,ondergaan,батыру
998,scheinen[Sonne]::V,schijnen,жылтырау
999,donnern::V,donderen,күркіреу
1000,wehen::V,waaien,огып тур
1001,strömen::V,stromen,сорғалау
1002,fließen::V,vloeien,ағу
1003,sich drehen::V,draaien,айналу
1004,sich drehen::V,zich draaien,айналу
1005,schwanken::V,wankelen,толықсу
1006,schwingen::V,zwieren,тербелу
1007,fallen::V,vallen,құлау
1008,fallen::V,vallen,жығылу
1009,fallen::V,vallen,төмендеу
1010,brennen::V,branden,жану
1011,rauchen::V,roken,түтету
1012,regnen::V,regenen,жауу
1013,gefrieren::V,bevriezen,мұздай қату
1014,gefrieren::V,bevriezen,мұз боп қату
1015,tauen::V,dooien,жібу
1016,schmelzen::V,smelten,еру
1017,trocknen::V,drogen,курау
1018,sieden::V,koken,қайнау
1019,sieden::V,zieden,қайнау
1020,faulen::V,rotten,иістену
1021,verfaulen::V,verrotten,шіру
1022,reißen::V,scheuren,жыртылу
1023,versinken::V,verzinken,малтығу
1024,vergehen::V,vergaan,өту
1025,erscheinen::V,opdagen,көріну
1026,erscheinen::V,opdagen,көрініп қалу
1027,erscheinen::V,verschijnen,көріну
1028,erscheinen::V,verschijnen,көрініп қалу
1029,verschwinden::V,verdwijnen,ғайып_болу
1030,sinken::V,zinken,ылдилау
1031,sinken::V,zinken,төмендеу
1032,abnehmen::V,afnemen,кемітілу
1033,abnehmen::V,verminderen,кемітілу
1034,zunehmen::V,toenemen,көбею
1035,steigen::V,stijgen,қобу
1036,steigen::V,stijgen,көтерілу
1037,steigen::V,stijgen,жоғарылау
1038,steigen::V,omhooggaan,қобу
1039,steigen::V,omhooggaan,көтерілу
1040,steigen::V,omhooggaan,жоғарылау
1041,wachsen::V,groeien,өсу
1042,glänzen::V,glanzen,жалтырау
1043,glänzen::V,schitteren,жалтырау
1044,funkeln::V,fonkelen,жарқырау
1045,funkeln::V,fonkelen,нұрлану
1046,funkeln::V,fonkelen,жылтылдау
1047,lärmen::V,lawaai maken,шулау
1048,lärmen::V,lawaai maken,шуылдау
1049,läuten::V,luiden,қоңыраулату
1050,klingeln::V,bellen,дыңғырлау
1051,klirren::V,rinkelen,дыңылдату
1052,brausen::V,bruisen,тасу
1053,rauschen::V,ruisen,сусылдау
1054,rauschen::V,ruisen,сыбдырлау
1055,klingen::V,klinken,дыбыс шығару
1056,bellen::V,blaffen,үру
1057,heulen::V,huilen,ұлу
1058,blasen::V,blazen,үру
1059,pfeifen::V,fluiten,ысқыру
1060,schreien::V,gillen,шыңғыру
1061,schreien::V,gillen,айғайлау
1062,schreien::V,gillen,байбайлау
1063,schreien::V,gillen,бажалақтау
1064,schreien::V,schreeuwen,шыңғыру
1065,schreien::V,schreeuwen,айғайлау
1066,schreien::V,schreeuwen,байбайлау
1067,schreien::V,schreeuwen,бажалақтау
1068,stöhnen::V,steunen,ыңырсу
1069,stöhnen::V,steunen,ыңкылдау
1070,zittern::V,beven,қалш
1071,zittern::V,beven,қалшылдату
1072,zittern::V,sidderen,қалш
1073,zittern::V,sidderen,қалшылдату
1074,leben::V,leven,жасау
1075,leben::V,leven,күнелту
1076,leben::V,leven,күн көру
1077,leben::V,leven,тіршілік ету
1078,geboren werden::V,geboren worden,туу
1079,atmen::V,ademen,дем алу
1080,atmen::V,ademen,ауа жұту
1081,trinken::V,drinken,ішу
1082,trinken::V,drinken,ұрттау
1083,essen::V,eten,жеу
1084,essen::V,eten,тамақтану
1085,schlucken::V,slikken,жұту
1086,müde werden::V,moe worden,болдыру
1087,einschlafen::V,inslapen,үйыктап калу
1088,schlafen::V,slapen,ұйықтау
1089,aufwachen::V,ontwaken,ояну
1090,aufwachen::V,wakker worden,ояну
1091,aufstehen::V,opstaan,ояну
1092,sich erholen::V,zich ontspannen,тынығу
1093,krank werden::V,ziek worden,кеселдену
1094,krank werden::V,ziek worden,сырқаттану
1095,krank werden::V,ziek worden,ауырып қалу
1096,krank werden::V,ziek worden,ауыра бастау
1097,krank werden::V,ziek worden,кеселге ұшырау
1098,krank werden::V,ziek worden,сырқаттанып қалу
1099,krank sein::V,ziek zijn,ауыру
1100,krank sein::V,ziek zijn,сырқаттану
1101,schmerzen::V,pijn doen,ауырады
1102,husten::V,hoesten,жөтелу
1103,genesen::V,genezen,айығу
1104,sterben::V,sterven,өлу
1105,sterben::V,sterven,қайтыс
1106,sterben::V,sterven,жантапсыру
1107,sterben::V,overlijden,өлу
1108,sterben::V,overlijden,қайтыс
1109,sterben::V,overlijden,жантапсыру
1110,umkommen::V,omkomen,өлу
1111,umkommen::V,omkomen,қаза табу
1112,sich bewegen::V,zich bewegen,жылжу
1113,sich rühren::V,zich verroeren,қыбырлау
1114,sich erheben::V,oprijzen,тұру
1115,sich erheben::V,verrijzen,тұру
1116,sich setzen::V,gaan zitten,отыру
1117,hinfallen::V,vallen,жығылу
1118,hinfallen::V,neervallen,жығылу
1119,laufen::V,lopen,жояу жүру
1120,schreiten::V,stappen,кадамдау
1121,schreiten::V,schrijden,кадамдау
1122,spazierengehen::V,gaan wandelen,қыдыру
1123,eilen::V,ijlen,асығу
1124,eilen::V,ijlen,жеделдену
1125,eilen::V,ijlen,жедепдеу
1126,eilen::V,haasten,асығу
1127,eilen::V,haasten,жеделдену
1128,eilen::V,haasten,жедепдеу
1129,sich beeilen::V,zich haasten,асығу
1130,sich beeilen::V,zich haasten,жеделдену
1131,sausen::V,stuiven,заулау
1132,rennen::V,rennen,жүгіру
1133,springen::V,springen,секіру
1134,klettern::V,klimmen,өрмелеп шығу
1135,klettern::V,klauteren,өрмелеп шығу
1136,schaukeln::V,schommelen,тербелу
1137,kriechen::V,kruipen,еңбектеу
1138,schwimmen::V,zwemmen,жүзу
1139,schwimmen::V,zwemmen,малту
1140,schwimmen::V,zwemmen,қалықтау
1141,tauchen::V,duiken,сүңгу
1142,rudern::V,roeien,есу
1143,fahren::V,rijden,бару
1144,fliegen::V,vliegen,ұшу
1145,gehen::V,gaan,бару
1146,weggehen::V,weggaan,кету
1147,abfahren::V,vertrekken,жөнелу
1148,anhalten::V,stoppen,тоқтау
1149,anhalten::V,stilhouden,тоқтау
1150,hineingehen::V,ingaan,кіру
1151,hineingehen::V,binnengaan,кіру
1152,eintreten::V,binnenkomen,ену
1153,kommen::V,komen,жету
1154,ankommen::V,aankomen,келу
1155,zurückkommen::V,terugkomen,қайту
1156,bleiben::V,blijven,қалу
1157,warten::V,wachten,тосу
1158,erwarten::V,verwachten,күту
1159,suchen::V,zoeken,іздеу
1160,finden::V,vinden,табу
1161,versuchen::V,proberen,талпыну
1162,versuchen::V,beproeven,талпыну
1163,vorbereiten::V,voorbereiden,әзірлеу
1164,lieben::V,houden van,сүю
1165,mögen::V,lusten,жарату
1166,mögen::V,lusten,жақсы_көру
1167,mögen::V,houden van,жарату
1168,mögen::V,houden van,жақсы_көру
1169,lachen::V,lachen,күлу
1170,lachen::V,lachen,күлісу
1171,rühren::V,roeren,көңілін бұзу
1172,weinen::V,huilen,жылау
1173,weinen::V,schreien,жылау
1174,schimpfen::V,kijven,ақырып-бақыру
1175,schimpfen::V,schelden,ақырып-бақыру
1176,sich ärgern::V,zich ergeren,ашулану
1177,sich fürchten::V,bang zijn,сескену
1178,fürchten::V,vrezen,қауіптену
1179,fürchten::V,vrezen,сақсыну
1180,fliehen::V,vluchten,қашу
1181,fliehen::V,vluchten,қашып кету
1182,flüchten::V,ontsnappen,қашу
1183,flüchten::V,ontsnappen,қашып кету
1184,flüchten::V,ontkomen,қашу
1185,flüchten::V,ontkomen,қашып кету
1186,sehen::V,zien,көру
1187,anschauen::V,aankijken,назар салу
1188,ansehen::V,aanzien,тамашалау
1189,ansehen::V,bekijken,тамашалау
1190,hören::V,horen,есту
1191,zuhören::V,luisteren,тыңдау
1192,zuhören::V,luisteren,құлақ қою
1193,probieren::V,proeven,тату
1194,probieren::V,proeven,дәм тату
1195,riechen::V,ruiken,иіскеу
1196,fühlen::V,voelen,сезу
1197,fühlen::V,voelen,сезіну
1198,scheinen::V,lijken,болып көріну
1199,zu sehen sein::V,te zien zijn,көріну
1200,vernehmen::V,vernemen,есту
1201,vernehmen::V,vernemen,есітіп қалу
1202,frieren::V,het koud hebben,тоңу
1203,frieren::V,het koud hebben,жаурау
1204,tun::V,doen,ету
1205,tun::V,doen,істеу
1206,können::V,kunnen,білу
1207,wollen::V,willen,қалау
1208,anfangen::V,beginnen,бастау
1209,anfangen::V,aanvangen,бастау
1210,beenden::V,beëindigen,бітіру
1211,beenden::V,beëindigen,адақтау
1212,beenden::V,beëindigen,тамамдау
1213,beenden::V,beëindigen,аяқтап шығу
1214,aufhören::V,ophouden,доғару
1215,gelingen::V,lukken,жолы түсу
1216,gelingen::V,gelukken,жолы түсу
1217,geraten::V,uitvallen,калу
1218,öffnen::V,openen,ашу
1219,öffnen::V,openen,ашып қою
1220,öffnen::V,opendoen,ашу
1221,öffnen::V,opendoen,ашып қою
1222,schließen::V,sluiten,жабу
1223,schließen::V,dichtdoen,жабу
1224,stellen::V,stellen,қою
1225,stellen::V,stellen,қойдыру
1226,stellen::V,plaatsen,қою
1227,stellen::V,plaatsen,қойдыру
1228,setzen::V,zetten,отырғызу
1229,setzen::V,plaatsen,отырғызу
1230,legen::V,leggen,салу
1231,legen::V,leggen,калау
1232,berühren::V,aanraken,тию
1233,verbinden::V,verbinden,байлап алу
1234,verbinden::V,verbinden,сабақтастыру
1235,bedecken::V,bedekken,бүркеу
1236,aufhängen::V,ophangen,ілу
1237,aufhängen::V,ophangen,асып қою
1238,anzünden::V,aansteken,тұтату
1239,aufheben::V,oprapen,көтеру
1240,zurücklassen::V,achterlaten,қалдыру
1241,verlieren::V,verliezen,жоғалту
1242,fallen lassen::V,laten vallen,құлатып алу
1243,fallen lassen::V,laten vallen,қолдан түсіріп алу
1244,machen::V,maken,ету
1245,machen::V,maken,жасау
1246,machen::V,maken,жасап шығару
1247,herstellen::V,produceren,жасап шығару
1248,herstellen::V,voortbrengen,жасап шығару
1249,bauen::V,bouwen,тұрғызу
1250,reparieren::V,repareren,оңдау
1251,reparieren::V,herstellen,оңдау
1252,verbessern::V,verbeteren,дұрыстау
1253,ändern::V,wijzigen,өзгерту
1254,ändern::V,veranderen,өзгерту
1255,graben::V,graven,үңгу
1256,beugen::V,buigen,буғу
1257,biegen::V,buigen,ию
1258,biegen::V,buigen,майыстыру
1259,drehen::V,draaien,айналдыру
1260,wenden::V,keren,екінші жағын айналдыру
1261,wenden::V,wenden,екінші жағын айналдыру
1262,umdrehen::V,omdraaien,бұру
1263,heben::V,heffen,көтеру
1264,heben::V,optillen,көтеру
1265,hochheben::V,tillen,жоғарылату
1266,hochheben::V,tillen,көтеру
1267,ergreifen::V,pakken,бас_салу
1268,ergreifen::V,pakken,шап_беріп_ұстап_алу
1269,ergreifen::V,pakken,шап_беру
1270,ergreifen::V,pakken,шап_ете_түсу
1271,ergreifen::V,grijpen,бас_салу
1272,ergreifen::V,grijpen,шап_беріп_ұстап_алу
1273,ergreifen::V,grijpen,шап_беру
1274,ergreifen::V,grijpen,шап_ете_түсу
1275,halten::V,houden,тұту
1276,halten::V,houden,ұстау
1277,drücken::V,drukken,басу
1278,schieben::V,duwen,итеру
1279,schieben::V,schuiven,итеру
1280,kratzen::V,krassen,қыру
1281,lecken::V,likken,жалау
1282,beißen::V,bijten,қабу
1283,beißen::V,bijten,тістеу
1284,beißen::V,bijten,қауып алу
1285,abreißen::V,afrukken,үзу
1286,abreißen::V,afscheuren,үзу
1287,abschneiden::V,afsnijden,қырқу
1288,binden::V,binden,байланыстыру
1289,binden::V,binden,байлап_алу
1290,binden::V,binden,байластыру
1291,binden::V,binden,байлау
1292,binden::V,binden,буу
1293,binden::V,binden,матау
1294,binden::V,binden,сабақтастыру
1295,binden::V,binden,ұштастыру
1296,stecken::V,steken,сұғу
1297,brechen::V,breken,сындыру
1298,klopfen::V,kloppen,қағу
1299,hauen::V,houwen,соғу
1300,kleben::V,plakken,желімдеу
1301,reiben::V,wrijven,үйкеу
1302,streichen::V,smeren,сүйкеу
1303,schleifen::V,slijpen,егеу
1304,schleifen::V,slijpen,қайрау
1305,schleifen::V,slijpen,егеулеу
1306,schneiden::V,snijden,кесу
1307,rütteln::V,schudden,қозғау
1308,rütteln::V,schudden,жұлмалау
1309,schütteln::V,schudden,дірілдету
1310,schütteln::V,schudden,селкілдету
1311,schwenken::V,wuiven,бұлғау
1312,schwenken::V,wuiven,сермеу
1313,schwenken::V,zwaaien,бұлғау
1314,schwenken::V,zwaaien,сермеу
1315,schütten::V,gieten,құю
1316,schütten::V,storten,құю
1317,füllen::V,vullen,толтыру
1318,einwickeln::V,inwikkelen,орау
1319,tragen::V,dragen,алып жүру
1320,schleppen::V,slepen,тарту
1321,ziehen::V,trekken,тарту
1322,aufbewahren::V,bewaren,сақтау
1323,werfen::V,gooien,лақтыру
1324,fangen::V,vangen,қармау
1325,fangen::V,vangen,қағып алу
1326,packen::V,pakken,шап беру
1327,packen::V,pakken,шап ете түсу
1328,packen::V,pakken,шап беріп ұстап алу
1329,packen::V,vastpakken,шап беру
1330,packen::V,vastpakken,шап ете түсу
1331,packen::V,vastpakken,шап беріп ұстап алу
1332,verstecken::V,verstoppen,тығу
1333,verstecken::V,verstoppen,жасыру
1334,teilen::V,delen,бөлу
1335,schicken::V,sturen,жіберу
1336,bringen::V,brengen,әкелу
1337,bringen::V,brengen,алып келу
1338,hinzufügen::V,toevoegen,қосу
1339,hinzufügen::V,toevoegen,үстеу
1340,bekommen::V,verkrijgen,алу
1341,erhalten::V,krijgen,алмақ
1342,nehmen::V,nemen,алу
1343,nehmen::V,nemen,алмақ
1344,wählen::V,kiezen,таңдау
1345,wählen::V,verkiezen,таңдау
1346,auswählen::V,uitkiezen,екшеу
1347,auswählen::V,uitkiezen,саралау
1348,auswählen::V,uitkiezen,сұрыптау
1349,auswählen::V,uitkiezen,сайлап алу
1350,bewahren::V,bewaren,сақтау
1351,behindern::V,hinderen,оралғы болу
1352,verderben::V,bederven,бүлдіру
1353,beschädigen::V,beschadigen,бұзу
1354,zerbrechen::V,breken,уату
1355,zerbrechen::V,stukbreken,уату
1356,zerreißen::V,scheuren,жырту
1357,zerreißen::V,verscheuren,жырту
1358,zerstören::V,vernielen,қирату
1359,zerstören::V,vernielen,талқандау
1360,verbrennen::V,branden,өртеу
1361,verbrennen::V,branden,жандыру
1362,verbrennen::V,branden,өртеп жіберу
1363,verbrennen::V,branden,жандырып жіберу
1364,verbrennen::V,verbranden,өртеу
1365,verbrennen::V,verbranden,жандыру
1366,verbrennen::V,verbranden,өртеп жіберу
1367,verbrennen::V,verbranden,жандырып жіберу
1368,geben::V,geven,беру
1369,reichen::V,reiken,беру
1370,reichen::V,aanreiken,беру
1371,schenken::V,schenken,тарту
1372,versprechen::V,beloven,уәде беру
1373,wünschen::V,wensen,тілеу
1374,loben::V,loven,мақтау
1375,loben::V,loven,дәріптеу
1376,loben::V,prijzen,мақтау
1377,loben::V,prijzen,дәріптеу
1378,küssen::V,kussen,сүю
1379,wiegen::V,wiegen,тербеу
1380,zudecken::V,toedekken,бүркеу
1381,wecken::V,wekken,ояту
1382,zeigen::V,tonen,көрсету
1383,zeigen::V,wijzen,көрсету
1384,führen::V,voeren,ерту
1385,führen::V,voeren,жетектеу
1386,lehren::V,leren,оқыту
1387,unterrichten::V,onderwijzen,оқыту
1388,aufziehen::V,grootbrengen,бағу
1389,leiten::V,leiden,басқару
1390,leiten::V,leiden,жетекшілік ету
1391,antreiben::V,aandrijven,асықтыру
1392,lassen::V,laten,-ткізу
1393,lassen::V,laten,мәжбүр ету
1394,einladen::V,uitnodigen,шақыру
1395,vereinigen::V,verenigen,біріктіру
1396,vereinigen::V,verenigen,біріктіріп қою
1397,besuchen::V,bezoeken,кіріп шығу
1398,besuchen::V,bezoeken,барып шығу
1399,treffen::V,treffen,кездесу
1400,treffen::V,ontmoeten,кездесу
1401,sich versammeln::V,zich verzamelen,топталу
1402,spielen::V,spelen,ойнау
1403,singen::V,zingen,сайрау
1404,tanzen::V,dansen,билеу
1405,sich trennen::V,van elkaar gaan,айрылысу
1406,verlassen::V,verlaten,тастау
1407,retten::V,redden,құтқару
1408,bewachen::V,bewaken,күзету
1409,schützen::V,beschermen,жақтау
1410,schützen::V,beschermen,жақтасу
1411,verteidigen::V,verdedigen,қорғау
1412,sich schlagen::V,knokken,алысу
1413,schießen::V,schieten,ату
1414,siegen::V,overwinnen,жеңу
1415,ärgern::V,ergeren,ашуландыру
1416,schlagen::V,slaan,ұру
1417,treten::V,trappen,тебу
1418,treten::V,schoppen,тебу
1419,stechen::V,steken,шаншу
1420,stechen::V,prikken,шаншу
1421,stoßen::V,stoten,түрту
1422,stehlen::V,stelen,ұрлау
1423,stören::V,storen,кесірлен
1424,stören::V,verstoren,кесірлен
1425,belästigen::V,lastig vallen,мазасын алу
1426,verbergen::V,verbergen,сездірмеу
1427,täuschen::V,misleiden,жалған айту
1428,betrügen::V,bedriegen,алдау
1429,betrügen::V,bedriegen,алдап кету
1430,betrügen::V,bedriegen,ақымақ қылу
1431,töten::V,doden,құрту
1432,töten::V,doden,өлтіру
1433,wohnen::V,wonen,мекендеу
1434,wohnen::V,wonen,өмір сүру
1435,arbeiten::V,werken,істеу
1436,arbeiten::V,werken,еңбектену
1437,sammeln::V,inzamelen,жыю
1438,sammeln::V,verzamelen,жыю
1439,pflücken::V,plukken,жұлу
1440,jagen::V,jagen,аулау
1441,fischen::V,vissen,балык_аулау
1442,fassen::V,vangen,ұстау
1443,hüten::V,hoeden,жаю
1444,hüten::V,hoeden,бағу
1445,treiben::V,drijven,айдау
1446,anbinden::V,vastbinden,байлау
1447,füttern::V,voeren,ас ішкізу
1448,füttern::V,voeren,азықтандыру
1449,füttern::V,voeren,қоректендіру
1450,melken::V,melken,сауу
1451,hacken::V,hakken,турау
1452,gießen::V,gieten,суару
1453,reifen::V,rijpen,жетілу
1454,zubereiten::V,klaarmaken,даяр ету
1455,zubereiten::V,toebereiden,даяр ету
1456,kochen::V,koken,асу
1457,backen::V,bakken,пісіру
1458,braten::V,braden,қуыру
1459,umrühren::V,omroeren,былғалау
1460,umrühren::V,omroeren,сапырылыстыру
1461,stricken::V,breien,торлау
1462,stricken::V,breien,тоқу
1463,nähen::V,naaien,тігу
1464,färben::V,verven,бояу
1465,färben::V,verven,сырлау
1466,färben::V,kleuren,бояу
1467,färben::V,kleuren,сырлау
1468,reinigen::V,reinigen,аршу
1469,reinigen::V,reinigen,тазалау
1470,waschen::V,wassen,жуу
1471,abwischen::V,afvegen,сүрту
1472,spülen::V,spoelen,шаю
1473,spülen::V,afwassen,шаю
1474,fegen::V,vegen,сыпыру
1475,kehren::V,vegen,сыпыру
1476,baden::V,baden,шомылу
1477,sich waschen::V,zich wassen,жуыну
1478,ausziehen::V,uittrekken,шешу
1479,anziehen::V,aantrekken,кигізу
1480,sich anziehen::V,zich aankleden,киіну
1481,kämmen::V,kammen,тарау
1482,schmücken::V,tooien,әсемдеу
1483,schmücken::V,tooien,мәнерлеу
1484,schmücken::V,tooien,көріктендіру
1485,sagen::V,zeggen,деу
1486,sagen::V,zeggen,айту
1487,sprechen::V,spreken,деу
1488,sprechen::V,spreken,айту
1489,reden::V,praten,сөйлеу
1490,reden::V,praten,сөйлесу
1491,reden::V,praten,тіл қатысу
1492,sich unterhalten::V,zich onderhouden,сұхбаттасу
1493,fragen::V,vragen,сұрау
1494,bitten::V,vragen,өтіну
1495,bitten::V,vragen,жалыну
1496,bitten::V,verzoeken,өтіну
1497,bitten::V,verzoeken,жалыну
1498,erzählen::V,vertellen,айту
1499,mitteilen::V,meedelen,білдіру
1500,nennen::V,noemen,атау
1501,rufen::V,roepen,шақыру
1502,prahlen::V,pralen,бөсу
1503,übersetzen::V,vertalen,аудару
1504,denken::V,denken,ойлау
1505,glauben::V,geloven,нану
1506,glauben::V,geloven,илану
1507,bemerken::V,bemerken,аңғару
1508,erkennen::V,herkennen,тану
1509,begreifen::V,begrijpen,ұғу
1510,begreifen::V,begrijpen,аңғарып алу
1511,verstehen::V,verstaan,пайым
1512,verstehen::V,verstaan,түсіну
1513,lernen::V,leren,оқу
1514,wissen::V,weten,хабардар болу
1515,sich erinnern an::V,zich herinneren aan,еске түсіру
1516,vergessen::V,vergeten,ұмыту
1517,messen::V,meten,өлшеу
1518,zählen::V,tellen,санау
1519,rechnen::V,rekenen,санап шығару
1520,rechnen::V,rekenen,санап шығу
1521,rechnen::V,rekenen,санау
1522,lesen::V,lezen,оқу
1523,malen::V,schilderen,сурет салу
1524,zeichnen::V,tekenen,сурет салу
1525,schreiben::V,schrijven,жазу
1526,besitzen::V,bezitten,болу
1527,kaufen::V,kopen,алу
1528,kaufen::V,kopen,әперу
1529,verkaufen::V,verkopen,сату
1530,bezahlen::V,betalen,төлеу
1531,bezahlen::V,betalen,ақы беру
1532,bezahlen::V,betalen,ақы төлеу
1533,zahlen::V,betalen,төлеу
1534,beherrschen::V,beheersen,билеу
1535,ertragen::V,verdragen,төзу
1536,ertragen::V,verdragen,шыдау
