,Concept_ID,sl,av
753,dorthin::ADV,tjà,гьадаба
754,geradeaus::ADV,rávno napréj,битӏутӏа
755,vorwärts::ADV,napréj,цебехун
756,rückwärts::ADV,zádaj,нахъ-нахъ
757,zurück::ADV,nazáj,нахъе
758,unten::ADV,dôli,ахакь
759,unten::ADV,dôli,гъоркь
760,unten::ADV,spôdaj,ахакь
761,unten::ADV,spôdaj,гъоркь
762,hinab::ADV,dôl,эхебе
763,oben::ADV,gôri,тӏад
764,oben::ADV,gôri,тӏадехун
765,oben::ADV,zgôraj,тӏад
766,oben::ADV,zgôraj,тӏадехун
767,hinauf::ADV,gôr,эхеде
768,überall::ADV,povsód,кибго
769,nicht::ADV,ne,
770,ein wenig::ADV,málo,дагьабго
771,kaum::ADV,kómaj,хӏалалъ
772,sehr::ADV,zeló,кутакалда
773,so::ADV,takó,гьедин
774,noch::ADV,še,жеги
775,nur::ADV,samó,гӏӣцӏго
776,schon::ADV,žè,
777,wieder::ADV,spét,на́хъеги
778,vergebens::ADV,zamàn,чӏалгӏаде
779,vergebens::ADV,zastónj,чӏалгӏаде
780,vor::PRP,pred,цебе
781,hinter::PRP,za,хадуса
782,unter::PRP,pod,ахакь
783,unter::PRP,pod,гъоркь
784,durch::PRP,skózi,
785,neben::PRP,kràj,аскӏо
786,neben::PRP,póleg,аскӏо
787,zwischen::PRP,med,гьоркьоб
788,zwischen::PRP,izmed,гьоркьоб
789,wegen::PRP,zarádi,гьелда
790,dies::PRN,tó,гьаб
791,dies::PRN,tó,гьеб
792,das::PRN,tó,доб
793,alles::PRN,vsè,
794,ich::PRN,jàz,дун
795,du::PRN,tí,дуца
796,er::PRN,òn,доб
797,wir::PRN,mí,ниж
798,ihr::PRN,ví,нуж
799,sie::PRN,ôni,дол
800,sie::PRN,ôni,эл
801,was::FPRN,káj,щиб
802,wer::FPRN,kdó,щиб
803,wo::FADV,kjé,киб
804,wo::FADV,kjé,кибехун
805,wohin::FADV,kám,кибехун
806,wie::FADV,kakó,кин
807,warum::FADV,zakáj,щай
808,wieviel::FNUM,kóliko,кигӏан
809,eins::NUM,êden,цо
810,zwei::NUM,dvá,кӏиго
811,drei::NUM,trí,лъабго
812,vier::NUM,štíri,ункъо
813,fünf::NUM,pét,щуго
814,sechs::NUM,šést,анлъго
815,sieben::NUM,sédem,анкьго
816,acht::NUM,ósem,микьго
817,neun::NUM,devét,ичӏго
818,zehn::NUM,desét,анцӏго
819,elf::NUM,enájst,анцӏила цо
820,zwölf::NUM,dvánajst,кӏиго-анцӏила
821,zwanzig::NUM,dvájset,къого
822,dreißig::NUM,trídeset,лъеберго
823,vierzig::NUM,štírideset,кӏикъого
824,fünfzig::NUM,pétdeset,кӏикъо́ялда анцӏго
825,sechzig::NUM,šéstdeset,лъабкъого
826,siebzig::NUM,sédemdeset,лъабкъо́ялда анцӏго
827,achtzig::NUM,ósemdeset,ункъого
828,neunzig::NUM,devétdeset,ункъоялда а́нцӏила
829,hundert::NUM,stó,нусго
830,tausend::NUM,tísoč,азарго
831,und::CNJ,in,ва
832,und::CNJ,in,-ги
833,oder::CNJ,áli,ялъуни
834,stehen::V,státi,бахъунчӏезе
835,sitzen::V,sedéti,гӏодов чӏезе
836,liegen::V,ležáti,бегизе
837,hängen::V,viséti,базе
838,werden::V,postáti,бахъине
839,passieren::V,zgodíti se,лъугьине
840,passieren::V,zgodíti se,лъугьа-бахъине
841,beginnen::V,začéti se,байбихьизе
842,enden::V,končáti se,лъугӏизе
843,wechseln::V,ménjati se,хиса-басизе
844,wechseln::V,ménjati se,хисизе
845,aufgehen[Sonne]::V,vzíti,баккизе
846,untergehen[Sonne]::V,zaíti,щинкӏизе
847,scheinen[Sonne]::V,sijáti,къалъ-къалъизе
848,donnern::V,grméti,гъугъазе
849,wehen::V,píhati,пуйзе
850,strömen::V,líti,чвахизе
851,fließen::V,têči,чвахизе
852,sich drehen::V,vrtéti se,сверизе
853,schwanken::V,kolébati,хьвагӏезе
854,schwanken::V,kolébati,багъа-бачаризе
855,schwingen::V,níhati,щвартӏезе
856,fallen::V,pádati,бортизе
857,brennen::V,goréti,рекӏине
858,rauchen::V,kadíti se,кӏкӏуй буризе
859,regnen::V,deževáti,базе
860,gefrieren::V,zmŕzniti,гӏу́низе
861,tauen::V,tájati,биаризе
862,schmelzen::V,kopnéti,биине
863,trocknen::V,sušíti se,бакъвазе
864,sieden::V,kipéti,гьалдезе
865,faulen::V,gníti,махӏцине
866,verfaulen::V,zgníti,туризе
867,reißen::V,tŕgati se,бихъизе
868,versinken::V,pogrézniti se,гъанкъизе
869,vergehen::V,miníti,базе
870,vergehen::V,miníti,бахъизе
871,vergehen::V,miníti,ине
872,erscheinen::V,pojáviti se,баккизе
873,verschwinden::V,izgíniti,къине
874,verschwinden::V,izgíniti,билизе
875,sinken::V,péšati,гӏодо́бе ккезе
876,abnehmen::V,pojémati,тӏаса камизе
877,zunehmen::V,véčati se,гӏемерлъизе
878,zunehmen::V,množíti se,гӏемерлъизе
879,steigen::V,dvígati se,бахине
880,wachsen::V,rásti,кӏодолъизе
881,glänzen::V,sijáti,цӏвакизе
882,funkeln::V,ískriti se,паркъезе
883,lärmen::V,ropotáti,хъудизе
884,lärmen::V,ropotáti,чӏиргъдизе
885,lärmen::V,razgrájati,хъудизе
886,lärmen::V,razgrájati,чӏиргъдизе
887,läuten::V,zvoníti,кьабизе
888,klingeln::V,zvončkljáti,кьабизе
889,klirren::V,žvenketáti,зваргъизе
890,brausen::V,šuméti,гьалаглъизе
891,rauschen::V,šuštéti,шуршудизе
892,rauschen::V,šelestéti,шуршудизе
893,klingen::V,zvenéti,бахъине
894,bellen::V,lájati,гъанчдезе
895,heulen::V,zavíjati,рурудизе
896,blasen::V,píhniti,гьохьизе
897,pfeifen::V,pískati,гьещтӏезе
898,pfeifen::V,žvížgati,гьещтӏезе
899,schreien::V,kričáti,ахӏизе
900,schreien::V,kričáti,ахӏдезе
901,stöhnen::V,stókati,зигардизе
902,zittern::V,drgetáti,дарран
903,zittern::V,drgetáti,гьаргьадизе
904,leben::V,živéti,бетӏербахъизе
905,geboren werden::V,rodíti se,лъугьине
906,atmen::V,díhati,хӏухьел биччазе
907,trinken::V,píti,гьекъезе
908,essen::V,jésti,квине
909,essen::V,jésti,кваназе
910,schlucken::V,požírati,кӏкӏвине
911,schlucken::V,požírati,къулчӏизе
912,müde werden::V,péšati,сваказе
913,müde werden::V,utrúditi se,сваказе
914,einschlafen::V,zaspáti,кьижизе
915,einschlafen::V,zaspáti,гъапуллъизе
916,schlafen::V,spáti,кьижизе
917,aufwachen::V,zbudíti se,бигьине
918,aufstehen::V,vstáti,бахъине
919,aufstehen::V,vstáti,тӏадебахъине
920,sich erholen::V,oddahníti se,хьи бахъизе
921,sich erholen::V,oddahníti se,хӏалхьи гьабизе
922,krank werden::V,oboléti,унтизе
923,krank sein::V,bíti bolán,унтизе
924,schmerzen::V,boléti,унтизе
925,husten::V,kášljati,хъегӏизе
926,genesen::V,okrévati,лъилъизе
927,sterben::V,umréti,хвезе
928,umkommen::V,pogíniti,гьалаглъизе
929,sich bewegen::V,zganíti se,багъаризе
930,sich bewegen::V,zganíti se,багъаргъизе
931,sich rühren::V,premakníti se,багъаризе
932,sich erheben::V,vstájati,тӏадебахъине
933,sich erheben::V,vstájati,бахъине
934,sich erheben::V,vzdígniti se,тӏадебахъине
935,sich erheben::V,vzdígniti se,бахъине
936,sich setzen::V,sésti,гӏодов чӏезе
937,hinfallen::V,pásti dôl,щапизе
938,laufen::V,hodíti,хьвадизе
939,schreiten::V,stópati,чӏезе
940,spazierengehen::V,na sprehòd íti,тира-сверизе
941,eilen::V,drvéti,ракӏхӏалакине
942,eilen::V,drvéti,дуризе
943,sich beeilen::V,hitéti,дуризе
944,sich beeilen::V,hitéti,гӏедегӏизе
945,sausen::V,dírkati,тӏуризе
946,rennen::V,dírjati,бекеризе
947,springen::V,skákati,кӏанцӏизе
948,klettern::V,plézati,хархадизе
949,schaukeln::V,kolébati,гьерщезе
950,kriechen::V,pláziti se,хъурщизе
951,schwimmen::V,plávati,лъедезе
952,tauchen::V,potápljati se,букъардизе
953,rudern::V,vesláti,хазе
954,fahren::V,vozíti se,ине
955,fahren::V,peljáti se,ине
956,fliegen::V,létati,боржине
957,gehen::V,íti,ине
958,weggehen::V,odíti,ине
959,abfahren::V,odpeljáti se,къокъине
960,anhalten::V,ustáviti se,чӏезе
961,anhalten::V,ustáviti se,тархъизе
962,anhalten::V,ustáviti se,лъалхъизе
963,hineingehen::V,íti nóter,тӏаделъугьине
964,eintreten::V,vstopíti,лъугьине
965,kommen::V,príti,бачӏине
966,ankommen::V,prispéti,щвезе
967,ankommen::V,prispéti,тӏадебачӏине
968,ankommen::V,prihájati,щвезе
969,ankommen::V,prihájati,тӏадебачӏине
970,zurückkommen::V,vrníti se,тадбуссине
971,zurückkommen::V,vrníti se,тӏадбуссине
972,bleiben::V,ostáti,чӏезе
973,bleiben::V,ostáti,хутӏизе
974,warten::V,čákati,чӏезе
975,erwarten::V,pričakováti,балагьизе
976,suchen::V,iskáti,балагьизе
977,finden::V,nájti,батизе
978,versuchen::V,poskúšati,хӏалбихьизе
979,vorbereiten::V,pripráviti,хӏадурлъизабизе
980,lieben::V,ljubíti,балай бегьизе
981,mögen::V,márati,бокьизе
982,lachen::V,smejáti se,белъизе
983,rühren::V,ganíti,
984,weinen::V,jókati,гӏодизе
985,weinen::V,plákati,гӏодизе
986,schimpfen::V,psováti,гъанчдезе
987,schimpfen::V,zmérjati,гъанчдезе
988,sich ärgern::V,jezíti se,вагъизе
989,sich ärgern::V,jezíti se,ццида́хине
990,sich fürchten::V,báti se,хӏинкъизе
991,fürchten::V,báti se,беркъазе
992,fürchten::V,báti se,хӏинкъа-къазе
993,fliehen::V,bežáti,лъутизе
994,flüchten::V,pobégniti,лъутизе
995,sehen::V,vídeti,бихьизе
996,anschauen::V,oglédati,бертӏамизе
997,anschauen::V,oglédati,балагьизе
998,ansehen::V,glédati,бала-гъалагьизе
999,hören::V,slíšati,рагӏизе
1000,zuhören::V,poslúšati,гӏенеккизе
1001,probieren::V,poskúšati,кӏалдиб хъва́зе
1002,probieren::V,poskúšati,чӏамизе
1003,riechen::V,dúhati,су́нтӏизе
1004,fühlen::V,čutíti,чӏвазе
1005,scheinen::V,zdéti se,
1006,zu sehen sein::V,vídeti se,бихьизе
1007,vernehmen::V,čúti,рагӏизе
1008,frieren::V,zébsti,цӏорозе
1009,tun::V,délati,гьабизе
1010,können::V,môči,кӏвезе
1011,können::V,môči,лъазе
1012,wollen::V,hotéti,бокьизе
1013,anfangen::V,začéti,байбихьизе
1014,beenden::V,dokončáti,тӏубазабизе
1015,beenden::V,dokončáti,лъугӏизабизе
1016,aufhören::V,prenéhati,бахъизе
1017,gelingen::V,uspéti,бахъизе
1018,gelingen::V,posréčiti se,бахъизе
1019,geraten::V,obnêsti se,бахъизе
1020,öffnen::V,odpréti,рагьизе
1021,schließen::V,zapréti,къазе
1022,stellen::V,postáviti,чӏвазе
1023,setzen::V,posadíti,рекӏинабизе
1024,setzen::V,posadíti,гӏодор чӏезаризе
1025,legen::V,položíti,лъезе
1026,berühren::V,dotíkati se,хъвазе
1027,verbinden::V,obvézati,хьухьине
1028,verbinden::V,obvézati,бухьине
1029,bedecken::V,pokríti,кквезе
1030,aufhängen::V,obésiti,базе
1031,anzünden::V,zažgáti,бакизе
1032,anzünden::V,zažgáti,рекӏинабизе
1033,aufheben::V,vzdígniti,
1034,zurücklassen::V,zapustíti,тезе
1035,verlieren::V,izgubíti,билизабизе
1036,fallen lassen::V,navréči,бортизабизе
1037,machen::V,naredíti,гьабизе
1038,machen::V,napráviti,гьабизе
1039,herstellen::V,izdélati,гьабизе
1040,herstellen::V,izdélati,хӏадурлъизабизе
1041,bauen::V,gradíti,базе
1042,bauen::V,gradíti,гьабизе
1043,reparieren::V,popráviti,къачӏазе
1044,verbessern::V,izbóljšati,лъикӏлъизабизе
1045,ändern::V,spremeníti,хисизабизе
1046,graben::V,kopáti,бухъизе
1047,graben::V,grêbsti,бухъизе
1048,beugen::V,upogníti,хьетӏизабизе
1049,biegen::V,zavíjati,гьетӏизабизе
1050,drehen::V,vrtéti,тиризабизе
1051,drehen::V,vrtéti,свердизабизе
1052,wenden::V,obrníti,бегизе
1053,umdrehen::V,zasúkati,бегизе
1054,umdrehen::V,zasúkati,бега-битӏизе
1055,heben::V,dvígati,борхизе
1056,hochheben::V,privzdígniti,борхалъизабизе
1057,hochheben::V,privzdígniti,борхизе
1058,ergreifen::V,zgrábiti,кквезе
1059,halten::V,držáti,кквезе
1060,drücken::V,tiščáti,къазе
1061,drücken::V,tiščáti,къанцӏу́зе
1062,drücken::V,tiščáti,къвал ба́зе
1063,schieben::V,ríniti,хъилдизе
1064,kratzen::V,práskati,хачазе
1065,lecken::V,lízati,чӏикӏизе
1066,beißen::V,grísti,хӏанчӏизе
1067,beißen::V,grísti,хӏанчӏизабизе
1068,abreißen::V,odtŕgati,тӏезе
1069,abreißen::V,odtŕgati,тӏезабизе
1070,abschneiden::V,odrézati,къотӏизе
1071,binden::V,vézati,бухьине
1072,stecken::V,vtakníti,къазабизе
1073,brechen::V,lomíti,бекизе
1074,klopfen::V,tólči,дванкезе
1075,hauen::V,séči,базе
1076,kleben::V,lépiti,бацӏцӏине
1077,reiben::V,tréti,хачазе
1078,reiben::V,dŕgniti,хачазе
1079,streichen::V,namázati,бахине
1080,streichen::V,namázati,жужазе
1081,schleifen::V,brúsiti,лъухьизе
1082,schneiden::V,rézati,къотӏизе
1083,rütteln::V,strésti,багъа-бачаризабизе
1084,schütteln::V,majáti,кӏобокӏизе
1085,schwenken::V,obrníti,гьесадизе
1086,schwenken::V,obrníti,хьвагӏезабизе
1087,schütten::V,sípati,тӏезе
1088,füllen::V,napolníti,цӏезабизе
1089,einwickeln::V,zavíti,жемизе
1090,tragen::V,nêsti,баччизе
1091,schleppen::V,vláčiti,бехъерхъизе
1092,ziehen::V,vléči,цӏазе
1093,aufbewahren::V,shranjeváti,цӏунизе
1094,werfen::V,lúčati,рехизе
1095,fangen::V,ujéti,кквезе
1096,packen::V,prijéti,кквезе
1097,verstecken::V,skríti,бахчизе
1098,teilen::V,razdelíti,бикьизе
1099,schicken::V,pošíljati,битӏизе
1100,bringen::V,prinêsti,баччизе
1101,hinzufügen::V,pristáviti,жубазе
1102,bekommen::V,dobíti,щвезе
1103,erhalten::V,prejéti,щвезе
1104,erhalten::V,prejéti,босизе
1105,nehmen::V,vzéti,босизе
1106,wählen::V,izbírati,бищизе
1107,auswählen::V,izbráti,тӏасабищизе
1108,bewahren::V,ohraníti,цӏунизе
1109,behindern::V,ovírati,квекӏен гьабизе
1110,verderben::V,pokváriti,хвезабизе
1111,beschädigen::V,poškodováti,галгъазабизе
1112,zerbrechen::V,razlomíti,щущазабизе
1113,zerreißen::V,raztŕgati,бихъизе
1114,zerstören::V,razrúšiti,биххизабизе
1115,verbrennen::V,sežgáti,бухӏизе
1116,geben::V,dáti,кьезе
1117,reichen::V,séči,кьезе
1118,reichen::V,molíti,кьезе
1119,schenken::V,podáriti,кьезе
1120,versprechen::V,obljubíti,назру гьабизе
1121,wünschen::V,vóščiti,бокьизе
1122,loben::V,hváliti,беццизе
1123,loben::V,hváliti,бецца-бекъизе
1124,küssen::V,poljubováti,баизе
1125,wiegen::V,zíbati,чӏучӏадизабизе
1126,zudecken::V,pokríti,тӏадбигъине
1127,wecken::V,zbudíti,бигьинабизе
1128,zeigen::V,pokázati,бихьизабизе
1129,führen::V,vêsti,бачине
1130,lehren::V,učíti,малъизе
1131,lehren::V,učíti,цӏализабизе
1132,unterrichten::V,poučeváti,цӏализабизе
1133,aufziehen::V,vzgojíti,гӏезабизе
1134,leiten::V,uprávljati,нухмалъи гьабизе
1135,antreiben::V,goníti,гӏедегӏизабизе
1136,lassen::V,povzročíti,
1137,einladen::V,povábiti,ахӏизе
1138,einladen::V,povábiti,тӏадеахӏизе
1139,vereinigen::V,zdrúžiti,цолъизабизе
1140,besuchen::V,obiskáti,баккизе
1141,besuchen::V,obiskáti,хьвадизе
1142,treffen::V,pogodíti,дандчӏвазе
1143,sich versammeln::V,zbráti se,данделъизе
1144,sich versammeln::V,zbráti se,бакӏаризе
1145,spielen::V,igráti se,басандизе
1146,singen::V,péti,ахӏизе
1147,tanzen::V,plésati,кьурдизе
1148,sich trennen::V,ločíti se,батӏалъизе
1149,verlassen::V,zapustíti,тезе
1150,verlassen::V,zapustíti,рехунтезе
1151,retten::V,réšiti,хвасар гьабизе
1152,retten::V,réšiti,хвасарлъизабизе
1153,bewachen::V,strážiti,цӏунизе
1154,schützen::V,sčítiti,цӏунизе
1155,verteidigen::V,braníti,цӏунизе
1156,sich schlagen::V,têpsti se,багъизе
1157,schießen::V,stréljati,речӏчӏизе
1158,siegen::V,zmágati,бергьине
1159,ärgern::V,jezíti,вагъизавизе
1160,ärgern::V,razbúriti,вагъизавизе
1161,schlagen::V,têpsti,кьабизе
1162,schlagen::V,udáriti,кьабизе
1163,treten::V,teptáti,мал тункизе
1164,stechen::V,ubôsti,къазабизе
1165,stoßen::V,peháti,тункизе
1166,stoßen::V,peháti,хъилдизе
1167,stoßen::V,drégniti,тункизе
1168,stoßen::V,drégniti,хъилдизе
1169,stehlen::V,ukrásti,щинкӏизабизе
1170,stehlen::V,pokrásti,щинкӏизабизе
1171,stören::V,motíti,квекӏен гьабизе
1172,stören::V,motíti,татубахъи гьабизе
1173,belästigen::V,nadlegováti,рахӏатхвезабизе
1174,verbergen::V,skríti,бахчизе
1175,verbergen::V,skríti,балъго тезе
1176,täuschen::V,slepíti,божуда рекӏкӏ гьабизе
1177,täuschen::V,slepíti,гуккизе
1178,betrügen::V,várati,хӏилла гьабизе
1179,betrügen::V,várati,сандирахълъи гьабизе
1180,betrügen::V,ogoljufáti,хӏилла гьабизе
1181,betrügen::V,ogoljufáti,сандирахълъи гьабизе
1182,töten::V,ubíti,чӏвазе
1183,wohnen::V,prebívati,яшав гьабизе
1184,arbeiten::V,délati,хӏалтӏизе
1185,sammeln::V,zbráti,бакӏаризе
1186,pflücken::V,obráti,бетӏизе
1187,jagen::V,lovíti,чан гьабизе
1188,fischen::V,ribáriti,ччугӏа кквезе
1189,fassen::V,zajéti,кквезе
1190,hüten::V,pásti,кваназабизе
1191,treiben::V,pogánjati,гъезе
1192,anbinden::V,privézati,бухьине
1193,füttern::V,kŕmiti,кваназабизе
1194,melken::V,mólsti,бечӏчӏизе
1195,hacken::V,sékati,чӏвазе
1196,gießen::V,ulíti,лъалъазе
1197,reifen::V,zoréti,барщизе
1198,zubereiten::V,pripráviti,бежа-белъине
1199,kochen::V,kúhati,белъине
1200,backen::V,cvréti,базе
1201,braten::V,pêči,бежизе
1202,umrühren::V,preméšati,багъаризе
1203,stricken::V,plêsti,хьухьине
1204,nähen::V,šívati,букъизе
1205,färben::V,bárvati,кьер гьабизе
1206,reinigen::V,očístiti,бацӏцӏине
1207,waschen::V,opráti,чуризе
1208,abwischen::V,obrísati,бацӏцӏине
1209,spülen::V,splakováti,хулизе
1210,fegen::V,pométati,лъухьизе
1211,kehren::V,mésti,лъухьизе
1212,baden::V,kópati se,чордезе
1213,sich waschen::V,umíti se,
1214,ausziehen::V,izvléči,бахъизе
1215,anziehen::V,obléči,ретӏине
1216,sich anziehen::V,obléči se,ретӏине
1217,kämmen::V,česáti,хазе
1218,schmücken::V,okrasíti,чӏухӏизабизе
1219,sagen::V,dejáti,бицине
1220,sprechen::V,govoríti,бицине
1221,reden::V,rêči,гаргадизе
1222,sich unterhalten::V,razgovárjati se,гаргадизе
1223,fragen::V,vprášati,цӏехезе
1224,fragen::V,vprášati,гьикъизе
1225,bitten::V,prosíti,гьаризе
1226,erzählen::V,práviti,бицине
1227,mitteilen::V,naznániti,лъазабизе
1228,nennen::V,imenováti,цӏар лъезе
1229,rufen::V,klícati,ахӏизе
1230,prahlen::V,baháti se,беццаризе
1231,übersetzen::V,prevêsti,буссинабизе
1232,denken::V,mísliti,ургъизе
1233,glauben::V,verjéti,божизе
1234,bemerken::V,opáziti,берречӏчӏизе
1235,erkennen::V,spoznáti,лъазе
1236,erkennen::V,spoznáti,батӏаго бахъизе
1237,begreifen::V,pôjmiti,бичӏчӏизе
1238,verstehen::V,razuméti,
1239,lernen::V,učíti se,цӏализе
1240,wissen::V,znáti,лъазе
1241,wissen::V,védeti,лъазе
1242,sich erinnern an::V,spómniti se,ракӏалде щвезе
1243,vergessen::V,pozábiti,кӏочене
1244,messen::V,mériti,борцине
1245,zählen::V,štéti,рикӏкӏине
1246,rechnen::V,račúnati,рикӏкӏине
1247,lesen::V,bráti,цӏализе
1248,lesen::V,čítati,цӏализе
1249,malen::V,slíkati,бахъизе
1250,zeichnen::V,rísati,бахъизе
1251,schreiben::V,písati,хъвазе
1252,besitzen::V,iméti,щвезе
1253,besitzen::V,iméti,бу́кӏине
1254,kaufen::V,kupíti,босизе
1255,verkaufen::V,prodáti,бичизе
1256,bezahlen::V,pláčati,кьезе
1257,zahlen::V,plačeváti,кьезе
1258,beherrschen::V,obvládati,
1259,ertragen::V,prenêsti,баччизе
1260,Verstand::N,,лумалъи
1261,Verstand::N,,цӏодорлъи
