,Concept_ID,tt,vep
127,Meer::N,диңгез,meri
128,Bucht::N,бухта,laht
129,Bucht::N,култык,laht
130,Insel::N,атау,sar'
131,Insel::N,утрау,sar'
132,Blume::N,чәчкә,änik
133,Gras::N,үлән,hein
134,Wurzel::N,тамыр,jur'
135,Baum::N,агач,pu
136,Stamm::N,кәүсә,tüvi
137,Rinde::N,кабык,kor'
138,Ast::N,ботак,oks
139,Zweig::N,ботак,oks
140,Zweig::N,ботак,barb
141,Zweig::N,тармак,oks
142,Zweig::N,тармак,barb
143,Blatt::N,яфрак,lehtez
144,Birke::N,каен,koiv
145,Kiefer[Baum]::N,нарат,pedai
146,Weide[Baum]::N,тал,raid
147,Tanne::N,чыршы,kuz'
148,Horn::N,мөгез,sar'v
149,Feder::N,йон,höuneh
150,Fell::N,тире,nahk
151,Flügel::N,канат,suug
152,Klaue::N,тырнак,künz'
153,Kralle::N,тырнак,künz'
154,Schwanz::N,койрык,händ
155,Ei::N,күкәй,muna
156,Ei::N,йомырка,muna
157,Nest::N,оя,peza
158,Bau::N,өн,uru
159,Tier::N,хайван,živat
160,Herde::N,көтү,kogo
161,Kuh::N,сыер,lehm
162,Bulle::N,үгез,härg
163,Pferd::N,ат,hebo
164,Schaf::N,сарык,lambaz
165,Schwein::N,дуңгыз,siga
166,Hund::N,эт,koir
167,Katze::N,песи,kaži
168,Bär::N,аю,kondi
169,Eichhörnchen::N,тиен,orav
170,Elch::N,поши,hirb'
171,Fuchs::N,төлке,reboi
172,Hase::N,куян,jäniš
173,Maus::N,тычкан,hir'
174,Wolf::N,бүре,händikaz
175,Vogel::N,кош,lind
176,Schwarm::N,көтү,parveh
177,Huhn::N,тавык,kana
178,Hahn::N,әтәч,kukoi
179,Gans::N,каз,hanh'
180,Adler::N,каракош,orl
181,Ente::N,үрдәк,sorz
182,Eule::N,ябалак,hir'pulo
183,Kranich::N,торна,kurg
184,Krähe::N,карга,variš
185,Kuckuck::N,күке,kägi
186,Kuckuck::N,кәккүк,kägi
187,Schwan::N,аккош,joucen
188,Fisch::N,балык,kala
189,Barsch::N,алабуга,ahven
190,Hecht::N,чуртан,haug'
191,Schlange[Tier]::N,елан,kü
192,Schlange[Tier]::N,елан,mado
193,Wurm::N,корт,mado
194,Spinne::N,үрмәкүч,hämähouk
195,Ameise::N,кырмыска,murahaine
196,Laus::N,бет,täi
197,Mücke::N,черки,säs'k
198,Mücke::N,озынборын,säs'k
199,Fliege::N,чебен,kärbhaine
200,Schmetterling::N,күбәләк,lipkaine
201,Beere::N,җиләк,marj
202,Apfel::N,алма,jablok
203,Pilz::N,гөмбә,sen'
204,Pilz::N,гөмбә,babuk
205,Zwiebel::N,суган,lauk
206,Zwiebel::N,суганбаш,lauk
207,Saat::N,орлык,semned
208,Korn::N,иген,jüvä
209,Korn::N,иген,vill'
210,Korn::N,орлык,jüvä
211,Korn::N,орлык,vill'
212,Heu::N,печән,hein
213,Schale::N,кабык,kor'
214,Grube::N,баз,kop
215,Grube::N,чокыр,kop
216,Falle::N,тозак,rida
217,Falle::N,капкын,rida
218,Schlinge::N,элмәк,rihm
219,Spur::N,эз,jäl'g
220,Asche::N,көл,tuhk
221,Dreck::N,пычрак,redu
222,Dreck::N,пычрак,pačak
223,Eisen::N,тимер,raud
224,Gold::N,алтын,kuld
225,Silber::N,көмеш,hobed
226,Kohle::N,күмер,hil'
227,Glas::N,пыяла,stökol
228,Lehm::N,балчык,savi
229,Sand::N,ком,lete
230,Mensch::N,адәм,mez'
231,Mensch::N,адәм,ristit
232,Mensch::N,инсан,mez'
233,Mensch::N,инсан,ristit
234,Mann::N,ир,mez'
235,Frau::N,хатын,naine
236,Kind::N,бала,laps'
237,Junge::N,малай,poig
238,Junge::N,малай,prihaine
239,Mädchen::N,кыз,neičukaine
240,Familie::N,гаилә,kanz
241,Familie::N,гаилә,pereh
242,Großvater::N,бабай,ded
243,Großmutter::N,әби,bab
244,Eltern::N,ата-ана,vanhembad
245,Eltern::N,ата-ана,kazvatajad
246,Vater::N,ата,tat
247,Mutter::N,ана,mam
248,Sohn::N,ул,poig
249,Tochter::N,кыз,tütär
250,Bruder::N,кардәш,veik
251,Bruder::N,кардәш,vell'
252,Schwester::N,апа,čiža
253,Schwester::N,апа,sizar
254,Schwester::N,сеңел,čiža
255,Schwester::N,сеңел,sizar
256,Onkel::N,дәдә,däd'
257,Onkel::N,дәдәй,däd'
258,Tante::N,түти,tädi
259,Tante::N,тәтәй,tädi
260,Ehemann::N,ир,mužik
261,Ehefrau::N,хатын,ak
262,Freude::N,сөенеч,ilo
263,Freude::N,сөенеч,ihastuz
264,Gelächter::N,көлү,nagr
265,Gelächter::N,көлеш,nagr
266,Glück::N,бәхет,oza
267,Kummer::N,хәсрәт,gor'a
268,Wunsch::N,теләк,taht
269,Lust::N,теләк,himo
270,Lust::N,теләү,himo
271,Geist::N,рух,heng
272,Gedanke::N,уй,meletuz
273,Gedanke::N,фикер,meletuz
274,Gedächtnis::N,хәтер,mušt
275,Verstand::N,акыл,mel'
276,Sinn::N,мәгънә,jüvä
277,Grund::N,сәбәп,sü
278,Wahrheit::N,хак,tozi
279,Gespräch::N,әңгәмә,lodu
280,Gespräch::N,әңгәмә,pagin
281,Märchen::N,әкият,sarn
282,Erzählung::N,хикәя,sanutez
283,Nachricht::N,хәбәр,tedotuz
284,Neuigkeit::N,яңалык,uzištuz
285,Name::N,исем,nimi
286,Rätsel::N,табышмак,ozoitez
287,Rede::N,нотык,pagin
288,Rede::N,нотык,sanad
289,Sprache::N,тел,kel'
290,Stimme::N,тавыш,än'
291,Wort::N,сүз,sana
292,Zeichen::N,ишарә,znam
293,Ruf::N,дәшү,kida
294,Ruf::N,дәшү,kucund
295,Lärm::N,шау,judu
296,Laut::N,аваз,kulund
297,Ton::N,шалтырату,kulund
298,Lied::N,җыр,pajo
299,Ruhe::N,тынлык,lebu
300,Leute::N,халык,rahvaz
301,Volk::N,халык,rahvaz
302,Arbeit::N,эш,tö
303,Arbeit::N,эш,rad
304,Arbeit::N,хезмәт,tö
305,Arbeit::N,хезмәт,rad
306,Gast::N,кунак,adiv
307,Geschenk::N,бүләк,lahj
308,Spiel::N,уен,vänd
309,Gesellschaft::N,җәмгыять,sebr
310,Hilfe::N,ярдәм,abu
311,Hilfe::N,булышлык,abu
312,Freund::N,дус,sebranik
313,Kamerad::N,иптәш,sebranik
314,Angelegenheit::N,эш,azj
315,Anzahl::N,микъдар,lugu
316,Art::N,төр,rod
317,Art::N,төр,rodsugu
318,Stück::N,кисәк,pala
319,Stück::N,кисәк,supal
320,Teil::N,өлеш,pala
321,Hälfte::N,ярым,pol'
322,Kreis::N,түгәрәк,ümbruz
323,Kreis::N,түгәрәк,kehkruz
324,Kreuz::N,хач,rist
325,Kreuz::N,тәре,rist
326,Linie::N,сызык,pird
327,Strich::N,сызык,pird
328,Abstand::N,ара,keskust
329,Entfernung::N,ераклык,matk
330,Gegend::N,урын,taho
331,Platz::N,бушлык,avaruz'
332,Ort::N,урын,koht
333,Seite::N,як,pol'
334,Seite::N,як,kül'g
335,Mitte::N,урта,kesk
336,Gegenstand::N,нәрсә,kalu
337,Sache::N,нәрсә,azj
338,Rand::N,чит,röun
339,Kante::N,кырый,röun
340,Ecke::N,почмак,saum
341,Spitze::N,оч,agjaine
342,Ende::N,азак,agj
343,Loch::N,тишек,reig
344,Winkel::N,почмак,čoga
345,Winkel::N,почмак,saum
346,Muster::N,парча,kirjam
347,Größe::N,зурлык,suruz'
348,Länge::N,озынлык,piduz
349,Höhe::N,биеклек,korktuz'
350,Gewicht::N,авырлык,jügu
351,Gewicht::N,авырлык,vedäduz
352,Menge::N,микъдар,äjüz'
353,Haufen::N,өем,kogo
354,Reihe::N,рәт,rivi
355,Boot::N,каек,veneh
356,Boot::N,көймә,veneh
357,Ruder::N,ишкәк,air
358,Schlitten::N,чана,regi
359,Schlitten::N,чана,regut
360,Ski::N,чаңгы,suks'
361,Lagerfeuer::N,костёр,nodj
362,Lagerfeuer::N,костёр,pažag
363,Last::N,йөк,jüguz
364,Gang::N,йөреш,astund
365,Schritt::N,адым,hašk
366,Norden::N,төньяк,pohjoine
367,Süden::N,көньяк,suvi
368,Westen::N,көнбатыш,päivlaskm
369,Osten::N,шәрык,päivnouzm
370,Osten::N,көнчыгыш,päivnouzm
371,Holz::N,агач,pu
372,Brett::N,такта,laud
373,Platte::N,плитә,keitim
374,Stütze::N,таяу,tugi
375,Stange::N,колга,arz'
376,Stock::N,таяк,kalu
377,Stab::N,таяк,seibaz
378,Rohr::N,торба,torv
379,Haus::N,өй,pert'
380,Haus::N,йорт,pert'
381,Heim::N,гаилә,kodi
382,Heim::N,нәсел,kodi
383,Ofen::N,мич,päč
384,Fußboden::N,идән,lava
385,Tisch::N,өстәл,laud
386,Tisch::N,өстәл,stal'c
387,Stuhl::N,утыргыч,ištim
388,Wiege::N,бишек,kätte
389,Bett::N,ятак,sija
390,Bett::N,ятак,magaduzsija
391,Bett::N,урын-җир,sija
392,Bett::N,урын-җир,magaduzsija
393,Regal::N,киштә,palič
394,Regal::N,шүрлек,palič
395,Kiste::N,әрҗә,mülütim
396,Fenster::N,тәрәзә,ikun
397,Tür::N,ишек,uks'
398,Tor::N,капка,verai
399,Zaun::N,койма,aid
400,Dach::N,түбә,katuz
401,Leiter::N,баскыч,pordhad
402,Besen::N,себерке,lud
403,Besen::N,себерке,vast
404,Spaten::N,көрәк,labid
405,Schaufel::N,көрәк,labid
406,Gabel::N,чәннечке,hangoine
407,Löffel::N,кашык,luzik
408,Messer::N,пычак,veič
409,Nagel::N,кадак,nagl
410,Netz::N,челтәр,verk
411,Haken::N,ыргак,kouk
412,Griff::N,тотка,kägä
413,Griff::N,тотка,varz'
414,Schloss::N,йозак,lukkol
415,Bild::N,рәсем,kuva
416,Bild::N,картина,kuva
417,Figur::N,сын,figur
418,Figur::N,фигура,figur
419,Puppe::N,курчак,tätüine
420,Beutel::N,луза,havad
421,Bündel::N,бәйләм,toppaz
422,Bündel::N,бәйләм,käč
423,Tasche::N,букча,sumk
424,Eimer::N,чиләк,vädr
425,Deckel::N,капкач,katuz
426,Geschirr::N,савыт-саба,astii
427,Geschirr::N,кашык-аяк,astii
428,Sack::N,капчык,havad
429,Tasse::N,чынаяк,čašk
430,Topf::N,чүлмәк,pada
431,Kessel::N,казан,katil
432,Essen::N,ашау,sönd
433,Nahrung::N,азык,söm
434,Nahrung::N,тәгам,söm
435,Nahrung::N,ашамлык,söm
436,Speise::N,ризык,sömine
437,Fleisch::N,ит,liha
438,Getreide::N,ашлык,vill'
439,Brei::N,ботка,pudr
440,Brot::N,ипи,leib
441,Brot::N,икмәк,leib
442,Scheibe::N,телем,bibaleh
443,Scheibe::N,телем,šlik
444,Fett::N,май,razv
445,Butter::N,май,voi
446,Öl::N,май,voi
447,Salz::N,тоз,sol
448,Suppe::N,шулпа,lem'
449,Suppe::N,шулпа,keitoz
450,Honig::N,бал,mezi
451,Milch::N,сөт,maid
452,Tee::N,чәй,čai
453,Leder::N,күн,nahk
454,Wolle::N,йон,vill
455,Stoff::N,тукыма,kangaz
456,Nadel::N,энә,negl
457,Faden::N,җеп,nit'
458,Knopf::N,төймә,nübl'
459,Knoten::N,төен,sol'm
460,Farbe::N,буяу,muju
461,Kleidung::N,кием,sobad
462,Hemd::N,күлмәк,paid
463,Kragen::N,яка,kagluz
464,Ärmel::N,җиң,hijam
465,Hose::N,чалбар,štanad
466,Gürtel::N,билбау,vö
467,Mütze::N,бүрек,šapuk
468,Schuh::N,башмак,keng'
469,Stiefel::N,итек,sapug
470,Ring::N,балдак,rengaz
471,Band::N,тасма,lentaine
472,Kamm::N,тарак,suga
473,Spiegel::N,көзге,zerkol
474,Riemen::N,каеш,vö
475,Schnur::N,бау,nor
476,Leine::N,тезген,talutimnor
477,Decke::N,юрган,sijakatuz
478,Kissen::N,мендәр,pöluz
479,Tuch::N,яулык,paik
480,Handtuch::N,сөлгә,käzipaik
481,Kraft::N,егәр,vägi
482,Kraft::N,дәрман,vägi
483,Stärke::N,көч,vahvuz'
484,Stärke::N,дәрман,vahvuz'
485,Gesundheit::N,саулык,tervhuz
486,Krankheit::N,чир,läžund
487,Krankheit::N,хаста,läžund
488,Krankheit::N,сырхау,läžund
489,Schmerz::N,авырту,kibu
490,Wunde::N,яра,čapatez
491,Wunde::N,җәрәхәт,čapatez
492,Fieber::N,бизгәк,säru
493,Arznei::N,дару,zel'l'
494,Brücke::N,күпер,sild
495,Brunnen::N,кое,kaiv
496,Weide::N,утлавык,omaluine
497,Pfad::N,сукмак,tehut
498,Weg::N,юл,te
499,Straße::N,урам,te
500,Dorf::N,авыл,külä
501,Stadt::N,шәһәр,lidn
502,Brief::N,хат,kirjeine
503,Buch::N,китап,kirj
504,Buchstabe::N,хәреф,kirjam
505,Zeitung::N,газет,lehtez
506,Zeitung::N,газета,lehtez
507,Leben::N,гомер,elo
508,Leben::N,тормыш,elo
509,Leben::N,тереклек,elo
510,Tod::N,үлем,surm
511,Grab::N,гүр,kaum
512,Grab::N,кабер,kaum
513,Kirche::N,чиркәү,jumalanpert'
514,Sünde::N,язык,grähk
515,Sünde::N,гөнаһ,grähk
516,Gott::N,алла,jumal
517,Gott::N,ходай,jumal
518,Arbeiter::N,эшче,radnik
519,Chef::N,башлык,pämez'
520,Meister::N,оста,mastar
521,Arzt::N,врач,lekar'
522,Arzt::N,табиб,lekar'
523,Lehrer::N,укытучы,opendai
524,Lehrer::N,мөгаллим,opendai
525,Geld::N,акча,rahad
526,Geschäft::N,эш,biznes
527,Laden::N,кибет,lauk
528,Laden::N,магазин,lauk
529,Preis::N,бәя,arv
530,Preis::N,бәһа,arv
531,Ware::N,товар,tavar
532,Nutzen::N,файда,liža
533,Reichtum::N,байлык,kodielo
534,Reichtum::N,байлык,kal'huz'
535,Welt::N,дөнья,mail'm
536,Land::N,ил,ma
537,Staat::N,дәүләт,valdkund
538,König::N,патша,kunigaz
539,Macht::N,хакимият,vald
540,Grenze::N,чик,röun
541,Krieg::N,сугыш,soda
542,Feind::N,дошман,vihanik
543,Feind::N,дошман,vastustai
544,Gewalt::N,көчләү,vägivald
545,Kampf::N,көрәш,tora
546,Bogen[Waffe]::N,җәя,taug
547,Pfeil::N,ук,nol
548,Gewehr::N,мылтык,oružj
549,Fehler::N,хата,viga
550,Lüge::N,ялган,kelastuz
551,Schaden::N,зыян,pahuz'
552,Schaden::N,зарар,pahuz'
553,Unglück::N,бәла,bed
554,Unglück::N,бәла,gor'a
555,Schuld::N,гаеп,värhuz'
556,Alter::N,яшь,igä
557,Schluss::N,ахыр,lop
558,Zeit::N,заман,aig
559,Tag::N,көн,päiv
560,Morgen::N,иртә,homendez
561,Mittag::N,өйлә,keskpäiv
562,Abend::N,кич,eht
563,Nacht::N,төн,ö
564,Woche::N,атна,nedal'
565,Monat::N,ай,ku
566,Jahr::N,ел,voz'
567,Frühling::N,яз,keväz'
568,Sommer::N,җәй,keza
569,Herbst::N,көз,sügüz'
570,Winter::N,кыш,tal'v
571,Januar::N,гыйнвар,viluku
572,Februar::N,февраль,uhoku
573,März::N,март,keväz'ku
574,April::N,апрель,sulaku
575,Mai::N,май,semendku
576,Juni::N,июнь,kezaku
577,Juli::N,июль,heinku
578,August::N,август,eloku
579,September::N,сентябрь,sügüz'ku
580,Oktober::N,октябрь,reduku
581,November::N,ноябрь,kül'mku
582,Dezember::N,декабрь,tal'vku
583,Montag::N,дүшәмбе,ezmärg
584,Dienstag::N,сишәмбе,tožnarg
585,Mittwoch::N,чәршәмбе,koumanz'päiv
586,Donnerstag::N,атнакич,nellänz'päiv
587,Donnerstag::N,пәнҗешәмбе,nellänz'päiv
588,Freitag::N,җомга,pätnič
589,Freitag::N,җомга,videnz'päiv
590,Samstag::N,шимбә,sobat
591,Sonntag::N,якшәмбе,pühäpäiv
592,groß::A,зур,sur'
593,groß::A,зур,järed
594,klein::A,кечкенә,pen'
595,klein::A,кечкенә,pičuine
596,lang::A,озын,pit'k
597,kurz::A,кыска,lühüd
598,breit::A,киң,leved
599,schmal::A,кысык,kaid
600,dicht::A,куе,tihed
601,dick[Gegenstand]::A,калын,paks
602,dünn::A,нечкә,hoik
603,fein::A,нәзакәтле,hen
604,fest::A,нык,luja
605,fest::A,нык,ninev
606,flach::A,яссы,lapak
607,flach::A,ялпак,lapak
608,glatt::A,шома,siled
609,hart::A,каты,kova
610,weich::A,йомшак,pehmed
611,rund::A,түгәрәк,kehker
612,spitz::A,очлы,nügu
613,spitz::A,очлы,terav
614,scharf::A,үткен,terav
615,stumpf::A,үтмәс,tül'c
616,schwer::A,салмак,jüged
617,schön::A,гүзәл,čoma
618,heiß::A,эссе,räk
619,warm::A,җылы,läm'
620,kalt::A,суык,vilu
621,kalt::A,салкын,vilu
622,kühl::A,салкынча,raibak
623,kühl::A,салкынча,viluhk
624,frisch::A,салкынча,lahed
625,feucht::A,юеш,neps
626,feucht::A,юеш,toreh
627,nass::A,дымлы,märg
628,trocken::A,коры,kuiv
629,voll::A,тулы,täuz'
630,leer::A,буш,joudai
631,offen::A,ачык,avoin
632,offen::A,ачык,avol'jaine
633,geschlossen::A,йомык,saubaline
634,sauber::A,пакь,puhtaz
635,sauber::A,чиста,puhtaz
636,schmutzig::A,керле,redukaz
637,schmutzig::A,пычрак,redukaz
638,roh::A,чи,rohk
639,roh::A,чи,toreh
640,reif::A,өлгергән,küps
641,lecker::A,тәмле,magukaz
642,süß::A,татлы,maged
643,bitter::A,ачы,karged
644,sauer::A,әче,muiged
645,hell::A,якты,kirkas
646,hell::A,якты,valgei
647,dunkel::A,кара,pimed
648,schwarz::A,кара,must
649,weiß::A,ак,vauged
650,rot::A,кызыл,rusked
651,gelb::A,сары,pakuine
652,blau::A,күк,sinine
653,grün::A,яшел,vihand
654,grau::A,соры,hahk
655,bunt::A,чуар,kirjav
656,billig::A,арзан,odav
657,teuer::A,хаклы,kalliž
658,wertvoll::A,кыйммәтле,arvokas
659,blind::A,сукыр,soged
660,blind::A,күзсез,soged
661,taub::A,чукрак,kurdiž
662,taub::A,саңгырау,kurdiž
663,kräftig::A,егәрле,vägev
664,stark::A,нык,vahv
665,stark::A,нык,vägekaz
666,stark::A,базык,vahv
667,stark::A,базык,vägekaz
668,schwach::A,зәгыйфь,väll'
669,fett::A,симез,razvakaz
670,schlank::A,нәзек,kapos
671,hübsch::A,чибәр,čoma
672,böse::A,усал,äred
673,böse::A,усал,käred
674,dumm::A,акылсыз,el'getoi
675,faul::A,ялкау,lašk
676,faul::A,иренчәк,lašk
677,fleißig::A,тырыш,radonnavedii
678,fleißig::A,тырышучан,radonnavedii
679,geizig::A,саран,ažlak
680,klug::A,акыллы,melev
681,klug::A,акыллы,melekaz
682,geschickt::A,маһир,mahtokaz
683,lieb::A,сөекле,izo
684,lieb::A,сөекле,sula
685,lustig::A,күңелле,ilokaz
686,sanft::A,басынкы,laskav
687,hungrig::A,ач,näl'ghine
688,krank::A,чирле,läžui
689,krank::A,сырхау,läžui
690,nackt::A,шәрә,alastoi
691,traurig::A,ямансу,opalahine
692,lebendig::A,тере,eläb
693,gut::A,яхшы,hüvä
694,schlecht::A,начар,huba
695,richtig::A,дөрес,oiged
696,schlimm::A,әшәкә,paha
697,wahr::A,чып-чын,todesine
698,alt::A,иске,vanh
699,neu::A,яңа,uz'
700,ehemalig::A,элекке,edeline
701,alt[Lebewesen]::A,карт,ravaz
702,jung::A,яшь,nor'
703,arm::A,фәкыйрь,gol'l'
704,reich::A,бай,elokaz
705,bekannt::A,таныш,tutab
706,berühmt::A,атаклы,tetab
707,fremd::A,ят,veraz
708,verschieden::A,төрле,erazvuitte
709,nah::A,якын,läheline
710,fern::A,ерак,edahaine
711,linker::A,сул,hura
712,rechter::A,уң,oiged
713,anderer::A,бүтән,toine
714,erster::A,беренче,ezmäine
715,zweiter::A,икенче,toine
716,dritter::A,өченче,koumanz'
717,letzter::A,ахыргы,jäl'gmäine
718,allein::ADV,ялгыз,üksnäze
719,auf einmal::ADV,бердән,ühten aigan
720,zusammen::ADV,бергә,ühtes
721,lange::ADV,озак,hätken
722,plötzlich::ADV,искәрмәстән,äkkid
723,sofort::ADV,хәзер,kerdalaz
724,später::ADV,соңрак,möhemba
725,jetzt::ADV,хәзер,nügüd'
726,heute::ADV,бүген,tämbei
727,morgen::ADV,иртәгә,homen
728,bald::ADV,тиздән,pigai
729,dann::ADV,аннары,sid'
730,gestern::ADV,кичә,eglai
731,einst::ADV,берчак,ende
732,einst::ADV,берчак,kerdan
733,damals::ADV,ул вакытта,siloi
734,damals::ADV,ул чакта,siloi
735,danach::ADV,да,sid'
736,vorher::ADV,элек,ende
737,zuerst::ADV,башта,ezmäi
738,einmal::ADV,бер,kerdan
739,einmal::ADV,бер мәртәбә,kerdan
740,manchmal::ADV,кайчакта,erašti
741,oft::ADV,еш,paksus
742,immer::ADV,һәркайчан,kaiken
743,niemals::ADV,hичбер вакыт,ei nikonz
744,hier::ADV,монда,täs
745,hier::ADV,монда,tägä
746,hier::ADV,биредә,täs
747,hier::ADV,биредә,tägä
748,hierhin::ADV,монда,tänna
749,von hier::ADV,моннан,täspäi
750,von hier::ADV,моннан,sid'päi
751,dort::ADV,анда,sigä
752,dorthin::ADV,тегеләй,sinna
753,dorthin::ADV,тегеләй,nakkale
754,geradeaus::ADV,турыдан-туры,kohtha
755,vorwärts::ADV,алга,edehe
756,rückwärts::ADV,кире,sel'gin
757,zurück::ADV,кире,tagaze
758,unten::ADV,түбәндә,alahan
759,hinab::ADV,аска,alaz
760,hinab::ADV,аска,alahaks
761,oben::ADV,өстә,ülähän
762,oben::ADV,югарыда,ülähän
763,hinauf::ADV,өскә,ülez
764,hinauf::ADV,өскә,ülähäks
765,überall::ADV,hәркайда,kaikjal
766,nicht::ADV,түгел,ei
767,ein wenig::ADV,бераз,vähän
768,kaum::ADV,көчкә,habi
769,sehr::ADV,бик,lujas
770,so::ADV,алай,muga
771,so::ADV,алай,ninga
772,noch::ADV,янә,völ
773,noch::ADV,тагын,völ
774,nur::ADV,фәкать,järg
775,nur::ADV,фәкать,vaiše
776,schon::ADV,инде,jo
777,wieder::ADV,янә,möst
778,wieder::ADV,тагын,möst
779,vergebens::ADV,юкка,uhtei
780,vor::PRP,алдыннан,edes
781,hinter::PRP,арттан,taga
782,unter::PRP,астында,al
783,durch::PRP,аша,läbi
784,durch::PRP,аша,kal't
785,neben::PRP,тирәсендә,rindal
786,zwischen::PRP,арасында,keskes
787,wegen::PRP,сәбәпле,tagut
788,dies::PRN,бу,nece
789,das::PRN,ул,se
790,alles::PRN,һәммә,kaik
791,ich::PRN,мин,minä
792,du::PRN,син,sinä
793,er::PRN,ул,hän
794,wir::PRN,без,mö
795,ihr::PRN,сез,tö
796,sie::PRN,ул,hö
797,was::FPRN,ни,mi
798,was::FPRN,нәрсә,mi
799,wer::FPRN,кем,ken
800,wo::FADV,кайда,kus
801,wohin::FADV,кая,kuna
802,wie::FADV,ничек,kut
803,wie::FADV,ничек,mit'
804,warum::FADV,нигә,mikš
805,wieviel::FNUM,ничә,äjak
806,wieviel::FNUM,ничә,kuverz'
807,eins::NUM,бер,üks'
808,zwei::NUM,ике,kaks'
809,drei::NUM,өч,koume
810,vier::NUM,дүрт,nel'l'
811,fünf::NUM,биш,viž
812,sechs::NUM,алты,kuz'
813,sieben::NUM,җиде,seičeme
814,acht::NUM,сигез,kahesa
