,Concept_ID,udm,sq
65,Himmel::N,ин,qiell
66,Sonne::N,шунды,diell
67,Mond::N,толэзь,hënë
68,Stern::N,кизили,yll
69,Luft::N,омыр,ajër
70,Wind::N,тӧл,erë
71,Welle::N,тулкым,valë
72,Welle::N,тулкым,dallgë
73,Wasser::N,ву,ujë
74,Stein::N,из,gur
75,Boden::N,музъем,tokë
76,Boden::N,музъем,truall
77,Erde::N,му,dhe
78,Erde::N,му,baltë
79,Staub::N,пыль,pluhur
80,Rauch::N,ӵын,tym
81,Funke::N,гизьы,xixë
82,Funke::N,гизьы,shkëndijë
83,Feuer::N,тыл,zjarr
84,Licht::N,тыл,dritë
85,Schatten::N,вужер,hije
86,Wetter::N,куазь,mot
87,Nebel::N,бус,mjegull
88,Wolke::N,пилем,re
89,Regen::N,зор,shi
90,Schnee::N,лымы,borë
91,Eis::N,йӧ,akull
92,Frost::N,кезьыт,ngricë
93,Kälte::N,кезьыт,të ftohtë
94,Hitze::N,пӧсь,vapë
95,Hitze::N,пӧсь,nxehtësi
96,Raureif::N,гӧр,cikmë
97,Regenbogen::N,вуюись,ylber
98,Donner::N,гудыри,gjëmim
99,Donner::N,гудыри,bubullimë
100,Strömung::N,бызён,rrymë
101,Tropfen::N,шапык,pikë
102,Schaum::N,шукы,shkumë
103,Schmutz::N,нӧд,baltë
104,Schmutz::N,дэри,baltë
105,See::N,ты,liqen
106,Sumpf::N,нюр,batak
107,Moor::N,нюр,kënetë
108,Wiese::N,возь,livadh
109,Wiese::N,возьвыл,livadh
110,Wald::N,сик,pyll
111,Wald::N,нюлэс,pyll
112,Hügel::N,выр,kodër
113,Hügel::N,вырйыл,kodër
114,Anhöhe::N,выр,bregore
115,Anhöhe::N,вырйыл,bregore
116,Berg::N,гурезь,mal
117,Gipfel::N,йыл,kulm
118,Höhle::N,гу,shpellë
119,Höhle::N,гу,zgafelle
120,Abhang::N,бам,shpat
121,Abhang::N,бам,tatëpjetë
122,Quelle::N,ошмес,krua
123,Quelle::N,ошмес,burim
124,Bach::N,пичи шур,virua
125,Fluss::N,шур,lumë
126,Ufer::N,ярдур,breg
127,Küste::N,вудур,anëdet
128,Küste::N,вудур,bregdet
129,Festland::N,мувыр,kontinent
130,Meer::N,зарезь,det
131,Bucht::N,вукож,gji deti
132,Insel::N,вумуӵ,ishull
133,Insel::N,вумуӵ,ujdhesë
134,Insel::N,шормуӵ,ishull
135,Insel::N,шормуӵ,ujdhesë
136,Blume::N,сяська,lule
137,Gras::N,турын,bar
138,Wurzel::N,выжы,rrënjë
139,Baum::N,пу,pemë
140,Stamm::N,модос,trung
141,Rinde::N,сул,lëvore
142,Ast::N,ул,degë
143,Zweig::N,вай,bisk
144,Blatt::N,куар,fletë
145,Blatt::N,куар,gjethe
146,Birke::N,кызьпу,mështekën
147,Kiefer[Baum]::N,пужым,pishë
148,Weide[Baum]::N,бадьпу,shelg
149,Tanne::N,кыз,bredh
150,Horn::N,сюр,bri
151,Feder::N,тылы,pupël
152,Fell::N,ку,lëkurë
153,Flügel::N,бурд,krah
154,Flügel::N,бурд,fletë
155,Klaue::N,гижы,kthetër
156,Kralle::N,пыд,thua
157,Kralle::N,пыд,kthetër
158,Schwanz::N,быж,bisht
159,Ei::N,пуз,vezë
160,Ei::N,кукей,vezë
161,Nest::N,кар,fole
162,Nest::N,пузкар,fole
163,Bau::N,кар,strofkë
164,Bau::N,гу,strofkë
165,Tier::N,пӧйшур,kafshë
166,Herde::N,уллё,kope
167,Herde::N,уллё,grigjë
168,Kuh::N,скал,lopë
169,Bulle::N,ош,dem
170,Bulle::N,пороз,dem
171,Pferd::N,вал,kalë
172,Schaf::N,ыж,dele
173,Schwein::N,парсь,derr
174,Hund::N,пуны,qen
175,Katze::N,коӵыш,mace
176,Bär::N,гондыр,ari
177,Eichhörnchen::N,коньы,ketër
178,Elch::N,койык,dre brilopatë
179,Fuchs::N,ӟичы,dhelpër
180,Hase::N,кеч,lepur
181,Maus::N,шыр,mi
182,Wolf::N,кион,ujk
183,Vogel::N,тылобурдо,zog
184,Vogel::N,тылобурдо,shpend
185,Schwarm::N,уллё,luzmë
186,Huhn::N,курег,pulë
187,Hahn::N,атас,gjel
188,Hahn::N,атас,këndes
189,Gans::N,ӟазег,patë
190,Adler::N,ӧрзи,shqiponjë
191,Ente::N,ӵӧж,rosë
192,Eule::N,кучыран,buf
193,Kranich::N,тури,lejlek
194,Kranich::N,тури,kurrillë
195,Krähe::N,куака,sorrë
196,Kuckuck::N,кикы,qyqe
197,Schwan::N,юсь,mjellmë
198,Fisch::N,чорыг,peshk
199,Barsch::N,юш,purtekë
200,Hecht::N,чипей,mlysh
201,Schlange[Tier]::N,кый,gjarpër
202,Wurm::N,нумыр,krimb
203,Spinne::N,чонари,marimangë
204,Ameise::N,кузьыли,thnegël
205,Ameise::N,кузьыли,milingonë
206,Laus::N,тэй,morr
207,Mücke::N,нымы,kunup
208,Mücke::N,нымы,mushkonjë
209,Mücke::N,чибинь,kunup
210,Mücke::N,чибинь,mushkonjë
211,Fliege::N,кут,mizë
212,Schmetterling::N,бубыли,flutur
213,Beere::N,узы-боры,frutë
214,Beere::N,узы-боры,manaferrë
215,Apfel::N,яблок,mollë
216,Pilz::N,губи,kërpudhë
217,Zwiebel::N,сугон,qepë
218,Saat::N,кидыс,farë
219,Korn::N,тысь,grurë
220,Korn::N,тысь,kokërr
221,Heu::N,турын,sanë
222,Schale::N,кыд,lëkurë
223,Grube::N,гу,gropë
224,Grube::N,гоп,gropë
225,Falle::N,налик,kurth
226,Falle::N,налик,grackë
227,Schlinge::N,гиӟ,nyjë
228,Schlinge::N,герд,nyjë
229,Spur::N,пытьы,gjurmë
230,Spur::N,бервыл,gjurmë
231,Asche::N,пень,hi
232,Dreck::N,дэри,baltë
233,Eisen::N,корт,hekur
234,Gold::N,зарни,ar
235,Gold::N,зарни,flori
236,Silber::N,азвесь,argjend
237,Kohle::N,эгыр,qymyr
238,Glas::N,стекло,qelq
239,Glas::N,пияла,qelq
240,Lehm::N,сюй,argjilë
241,Sand::N,луо,rërë
242,Mensch::N,мурт,njeri
243,Mensch::N,адями,njeri
244,Mann::N,воргорон,burrë
245,Mann::N,воргорон,mashkull
246,Frau::N,кышномурт,grua
247,Frau::N,кышномурт,femër
248,Kind::N,нуны,kalama
249,Kind::N,пинал,kalama
250,Junge::N,пи,djalë
251,Mädchen::N,ныл,gocë
252,Mädchen::N,ныл,vajzë
253,Familie::N,семья,familje
254,Großvater::N,песятай,gjysh
255,Großvater::N,пересь атай,gjysh
256,Großmutter::N,песянай,gjyshe
257,Großmutter::N,пересь анай,gjyshe
258,Eltern::N,атай-анай,prindër
259,Eltern::N,бубы-мумы,prindër
260,Vater::N,айы,atë
261,Vater::N,атай,atë
262,Mutter::N,мумы,nënë
263,Sohn::N,пи,bir
264,Tochter::N,ныл,bijë
265,Bruder::N,агай,vëlla
266,Schwester::N,апа,motër
267,Schwester::N,сузэр,motër
268,Onkel::N,агай,dajë
269,Onkel::N,агай,xhaxha
270,Tante::N,апа,teze
271,Tante::N,апа,hallë
272,Tante::N,кенак,teze
273,Tante::N,кенак,hallë
274,Ehemann::N,карт,burrë
275,Ehemann::N,карт,bashkëshort
276,Ehefrau::N,кышно,grua
277,Ehefrau::N,кышно,bashkëshorte
278,Freude::N,шумпотон,gaz
279,Freude::N,шумпотон,gëzim
280,Gelächter::N,горем,qeshje
281,Glück::N,шуд,lumturi
282,Kummer::N,кайгу,brengë
283,Kummer::N,кайгу,pikëllim
284,Kummer::N,куректон,brengë
285,Kummer::N,куректон,pikëllim
286,Wunsch::N,мылпотон,dëshirë
287,Lust::N,потон,epsh
288,Lust::N,потон,dashuri
289,Geist::N,лул,frymë
290,Geist::N,лул,shpirt
291,Gedanke::N,малпан,ide
292,Gedanke::N,малпан,mendim
293,Gedächtnis::N,йырсазь,kujtesë
294,Gedächtnis::N,тодэваён,kujtesë
295,Verstand::N,йырвизь,mend
296,Sinn::N,смысл,kuptim
297,Grund::N,муг,arsye
298,Grund::N,ньӧм,arsye
299,Wahrheit::N,зэм,vërtetë
300,Wahrheit::N,шонер,vërtetë
301,Gespräch::N,вераськон,bisedim
302,Märchen::N,выжыкыл,përrallë
303,Erzählung::N,верос,tregim
304,Nachricht::N,ивор,lajm
305,Neuigkeit::N,выльивор,risi
306,Name::N,ним,emër
307,Rätsel::N,мадькыл,gjëzë
308,Rätsel::N,мадькыл,gjëegjëzë
309,Rede::N,верам,fjalim
310,Sprache::N,кыл,gjuhë
311,Stimme::N,куара,zë
312,Wort::N,кыл,fjalë
313,Zeichen::N,пус,shenjë
314,Zeichen::N,тодмет,shenjë
315,Ruf::N,ӧтён,thirrmë
316,Ruf::N,чортон,thirrmë
317,Lärm::N,ӵашетон,zhurmë
318,Laut::N,куара,tingull
319,Ton::N,куара,ton
320,Lied::N,кырӟан,këngë
321,Ruhe::N,чалмыт улон,qetësi
322,Leute::N,адямиос,botë
323,Leute::N,адямиос,njerëz
324,Volk::N,калык,popull
325,Arbeit::N,уж,punë
326,Gast::N,куно,mik
327,Gast::N,куно,mysafir
328,Geschenk::N,салам,dhuratë
329,Geschenk::N,салам,peshqesh
330,Geschenk::N,кузьым,dhuratë
331,Geschenk::N,кузьым,peshqesh
332,Spiel::N,шудон,lojë
333,Gesellschaft::N,калык,shoqëri
334,Hilfe::N,юрттон,ndihmë
335,Freund::N,эш,mik
336,Freund::N,юлтош,mik
337,Kamerad::N,тодмо,shok
338,Angelegenheit::N,уж,punë
339,Anzahl::N,лыд,sasi
340,Art::N,тус,lloj
341,Stück::N,юдэс,copë
342,Teil::N,люкет,pjesë
343,Hälfte::N,ӝыны,gjysmë
344,Kreis::N,котырес,qark
345,Kreis::N,котырес,rreth
346,Kreuz::N,крест,kryq
347,Linie::N,гож,vijë
348,Strich::N,гож,vizë
349,Abstand::N,вис,distancë
350,Abstand::N,кусып,distancë
351,Entfernung::N,кусып,largim
352,Gegend::N,инты,vise
353,Gegend::N,инты,krahinë
354,Platz::N,инты,shesh
355,Ort::N,инты,vend
356,Ort::N,места,vend
357,Seite::N,пал,anë
358,Mitte::N,шор,mes
359,Gegenstand::N,арбери,send
360,Sache::N,котыр,gjë
361,Sache::N,котыр,send
362,Rand::N,дур,qoshe
363,Rand::N,шаер,qoshe
364,Kante::N,дур,teh
365,Ecke::N,сэрег,qoshe
366,Spitze::N,йыл,majë
367,Ende::N,пум,skaj
368,Ende::N,пум,bisht
369,Loch::N,пась,vrimë
370,Winkel::N,сэрег,kënd
371,Muster::N,пужы,mostër
372,Größe::N,быдӟала,madhësi
373,Länge::N,кузьдала,gjatësi
374,Höhe::N,ӝуждала,lartësi
375,Gewicht::N,сектала,peshë
376,Gewicht::N,секытлык,peshë
377,Menge::N,лыд,sasi
378,Menge::N,лыдпус,sasi
379,Haufen::N,люк,grumbull
380,Reihe::N,чур,radhë
381,Reihe::N,чур,rresht
382,Boot::N,пыж,barkë
383,Boot::N,пыж,lundër
384,Boot::N,лодка,barkë
385,Boot::N,лодка,lundër
386,Ruder::N,полыс,rrem
387,Schlitten::N,додьы,sajë
388,Ski::N,куас,ski
389,Lagerfeuer::N,тылскем,flakadan
390,Lagerfeuer::N,тылскем,zjarr i madh
391,Last::N,секыт,barrë
392,Gang::N,ветлон,ecje
393,Schritt::N,вамыш,hap
394,Norden::N,уйпал,veri
395,Süden::N,лымшор,jug
396,Westen::N,шунды пуксён,perëndim
397,Osten::N,шунды ӝужан,lindje
398,Holz::N,пу,dru
399,Brett::N,пул,dërrasë
400,Platte::N,плита,pllakë
401,Stütze::N,пыкет,shtyllë
402,Stütze::N,пыкет,mbështetesë
403,Stange::N,пуӵ,shufër
404,Stock::N,боды,dajak
405,Stab::N,пуӵ,shkop
406,Stab::N,боды,shkop
407,Rohr::N,труба,tub
408,Haus::N,юрт,shtëpi
409,Heim::N,корка,konak
410,Heim::N,корка,shtëpi
411,Ofen::N,гур,sobë
412,Ofen::N,гур,stufë
413,Fußboden::N,выж,dysheme
414,Tisch::N,ӝӧк,tryezë
415,Stuhl::N,пукон,karrige
416,Wiege::N,кӧкы,djep
417,Wiege::N,зыбка,djep
418,Bett::N,валес,shtrat
419,Regal::N,ӝажы,raft
420,Kiste::N,ящик,kuti
421,Fenster::N,укно,dritare
422,Fenster::N,косяк,dritare
423,Tür::N,ӧс,derë
424,Tor::N,ӟезьы,portë
425,Zaun::N,забор,gardh
426,Dach::N,липет,çati
427,Leiter::N,падӟа,shkallë
428,Besen::N,ӵужон,fshesë
429,Besen::N,исьнер,fshesë
430,Spaten::N,лопатка,lopatë
431,Schaufel::N,ютырон,qyrek
432,Gabel::N,тэчы,pirun
433,Gabel::N,вилка,pirun
434,Löffel::N,пуньы,lugë
435,Messer::N,пурт,thikë
436,Nagel::N,кортӵог,gozhdë
437,Netz::N,сеть,rrjetë
438,Haken::N,курик,grep
439,Haken::N,курик,grremç
440,Griff::N,ныд,dorak
441,Griff::N,ныд,dorezë
442,Schloss::N,тунгон,bravë
443,Bild::N,суред,tablo
444,Bild::N,суред,pikturë
445,Figur::N,фигура,figurë
446,Puppe::N,мунё,kukull
447,Beutel::N,пуйы,qese
448,Beutel::N,пуйы,trastë
449,Bündel::N,керттэт,deng
450,Tasche::N,пуйы,çantë
451,Tasche::N,сумка,çantë
452,Eimer::N,ведра,kovë
453,Deckel::N,ӵоксэт,kapak
454,Deckel::N,ӵоксэт,mbulesë
455,Geschirr::N,тусьты-пуньы,enë
456,Sack::N,пуйы,thes
457,Sack::N,пуйы,torbë
458,Tasse::N,ӵаша,filxhan
459,Topf::N,миска,kusi
460,Topf::N,миска,tenxhere
461,Kessel::N,пурты,kazan
462,Essen::N,сиськон,ngrënie
463,Nahrung::N,сион,ushqim
464,Speise::N,сиён,gatesë
465,Fleisch::N,сӥль,mish
466,Getreide::N,ю тысь,drithë
467,Brei::N,ӝук,qull
468,Brot::N,нянь,bukë
469,Scheibe::N,шорем,fetë
470,Fett::N,кӧй,lyrë
471,Fett::N,кӧй,yndyrë
472,Butter::N,вӧй,gjalpë
473,Öl::N,вӧй,vaj
474,Salz::N,сылал,kripë
475,Suppe::N,шыд,supë
476,Suppe::N,шыд,çorbë
477,Honig::N,чечы,mjaltë
478,Milch::N,йӧл,qumësht
479,Tee::N,чай,çaj
480,Leder::N,сурон,lëkurë
481,Wolle::N,гон,lesh
482,Wolle::N,ыжгон,lesh
483,Stoff::N,куэм,pëlhurë
484,Nadel::N,вень,gjilpërë
485,Faden::N,сӥньыс,pe
486,Faden::N,сӥньыс,fije
487,Knopf::N,бирды,kopsë
488,Knoten::N,герд,komb
489,Farbe::N,буёл,bojë
490,Kleidung::N,дӥсь,veshje
491,Hemd::N,дэрем,këmishë
492,Kragen::N,сирес,jakë
493,Ärmel::N,саес,mëngë
494,Hose::N,брюки,brekë
495,Hose::N,штань,brekë
496,Gürtel::N,кускерттон,rrip
497,Mütze::N,ызьы,kësulë
498,Schuh::N,ботинка,këpucë
499,Stiefel::N,сапег,çizme
500,Ring::N,зундэс,unazë
501,Band::N,лента,shirit
502,Kamm::N,сын,krehër
503,Spiegel::N,синучкон,pasqyrë
504,Riemen::N,е,rrip
505,Schnur::N,гозы,litar
506,Schnur::N,гозы,cikomë
507,Leine::N,думет,rrip
508,Decke::N,шобрет,batanije
509,Kissen::N,миндэр,jastëk
510,Tuch::N,кышет,shami
511,Handtuch::N,ӵушкон,peshqir
512,Kraft::N,кать,forcë
513,Kraft::N,ӟигар,forcë
514,Stärke::N,юнлык,koll
515,Gesundheit::N,тазалык,shëndet
516,Krankheit::N,висён,sëmundje
517,Schmerz::N,висён,dhimbje
518,Wunde::N,яра,plagë
519,Fieber::N,кезег,ethe
520,Arznei::N,эмъюм,ilaç
521,Brücke::N,выж,urë
522,Brunnen::N,колдэч,pus
523,Weide::N,возь,kullotë
524,Pfad::N,сюрес,ravë
525,Pfad::N,сюрес,shteg
526,Weg::N,сюрес,udhë
527,Weg::N,сюрес,shteg
528,Straße::N,сюрес,rrugë
529,Dorf::N,гурт,fshat
530,Dorf::N,гурт,katund
531,Stadt::N,кар,qytet
532,Stadt::N,город,qytet
533,Brief::N,гожтэт,letër
534,Buch::N,книга,libër
535,Buchstabe::N,буква,shkronjë
536,Zeitung::N,газет,gazetë
537,Leben::N,улон,jetë
538,Tod::N,кулон,mortje
539,Grab::N,шайгу,varr
540,Kirche::N,черк,kishë
541,Sünde::N,сьӧлык,mëkat
542,Sünde::N,сьӧлык,gjynah
543,Gott::N,ӥнмар,hy
544,Gott::N,ӥнмар,zot
545,Arbeiter::N,рабочий,punëtor
546,Chef::N,начальник,shef
547,Chef::N,начальник,drejtues
548,Meister::N,кибашлы,mjeshtër
549,Arzt::N,врач,mjek
550,Arzt::N,врач,doktor
551,Lehrer::N,дышетӥсь,mësues
552,Lehrer::N,дышетӥсь,arsimtar
553,Geld::N,уксё,para
554,Geld::N,уксё,holla
555,Geld::N,коньдон,para
556,Geld::N,коньдон,holla
557,Geschäft::N,уж,ujdi
558,Geschäft::N,уж,biznes
559,Laden::N,магазин,dyqan
560,Preis::N,дун,çmim
561,Ware::N,вуз,mall
562,Nutzen::N,пайда,dobi
563,Nutzen::N,пайда,leverdi
564,Reichtum::N,узырлык,kamje
565,Reichtum::N,узырлык,pasuri
566,Welt::N,дунне,botë
567,Land::N,шаер,vend
568,Staat::N,кун,shtet
569,König::N,эксэй,mbret
570,Macht::N,власть,fuqi
571,Macht::N,власть,pushtet
572,Grenze::N,кунгож,kufi
573,Krieg::N,ож,luftë
574,Feind::N,тушмон,armik
575,Gewalt::N,эриктэман,dhunë
576,Kampf::N,нюръяськон,luftim
577,Bogen[Waffe]::N,пукыӵ,hark
578,Pfeil::N,пукыӵ вень,shigjetë
579,Gewehr::N,пыӵал,pushkë
580,Fehler::N,янгыш,gafë
581,Fehler::N,янгыш,gabim
582,Lüge::N,пӧян,gënjeshtër
583,Lüge::N,алдан,gënjeshtër
584,Lüge::N,ӧрекчан,gënjeshtër
585,Schaden::N,изъян,dëm
586,Schaden::N,изъян,zarar
587,Unglück::N,куректон,fatkeqësi
588,Unglück::N,шудтэме усён,fatkeqësi
589,Schuld::N,янгыш,faj
590,Alter::N,арлыд,moshë
591,Schluss::N,пум,fund
592,Zeit::N,дыр,kohë
593,Tag::N,нунал,ditë
594,Morgen::N,ӵукна,mëngjes
595,Mittag::N,лымшор,mesditë
596,Abend::N,ӝыт,mbrëmje
597,Abend::N,акшан,mbrëmje
598,Nacht::N,уй,natë
599,Woche::N,арня,javë
600,Monat::N,толэзь,muaj
601,Jahr::N,ар,vit
602,Frühling::N,тулыс,pranverë
603,Sommer::N,гужем,verë
604,Herbst::N,сӥзьыл,vjeshtë
605,Winter::N,тол,dimër
606,Januar::N,выльартолэзь,janar
607,Februar::N,тулыспал,shkurt
608,März::N,южтолэзь,mars
609,April::N,оштолэзь,prill
610,Mai::N,куартолэзь,maj
611,Juni::N,вожотолэзь,qershor
612,Juli::N,пӧсьтолэзь,korrik
613,August::N,гудырикошкон,gusht
614,September::N,куарусён,shtator
615,Oktober::N,выльӝуктолэзь,tetor
616,November::N,шуркынмон,nëntor
617,Dezember::N,толсур,dhjetor
618,Montag::N,вордӥськон,hënë
619,Dienstag::N,вторник,martë
620,Mittwoch::N,вирнунал,mërkurë
621,Donnerstag::N,покчиарня,enjte
622,Freitag::N,удмуртарня,premte
623,Samstag::N,кӧснунал,shtunë
624,Sonntag::N,арня,diel
625,groß::A,бадӟым,madh
626,klein::A,пичи,vogël
627,lang::A,кузь,gjatë
628,kurz::A,вакчи,shkurtër
629,breit::A,паськыт,gjerë
630,schmal::A,сюлэг,ngushtë
631,dicht::A,ӵем,dendur
632,dick[Gegenstand]::A,зӧк,trashë
633,dünn::A,векчи,hollë
634,fein::A,векчи,imët
635,fest::A,юн,fortë
636,fest::A,чурыт,fortë
637,flach::A,ӵошкыт,sheshtë
638,glatt::A,гылыт,rrafshët
639,glatt::A,вольыт,rrafshët
640,hart::A,чурыт,fortë
641,weich::A,небыт,butë
642,rund::A,котырес,rrumbullakët
643,spitz::A,йылсо,majëmprehtë
644,scharf::A,лэчыт,mprehtë
645,stumpf::A,ныж,topitur
646,schwer::A,секыт,rëndë
647,schön::A,чебер,bukur
648,heiß::A,пӧсь,nxehtë
649,warm::A,шуныт,ngrohtë
650,kalt::A,кезьыт,ftohtë
651,kühl::A,юзмыт,freskët
652,kühl::A,салкым,freskët
653,frisch::A,выль,pastër
654,feucht::A,мускыт,lagësht
655,nass::A,котмем,lagur
656,trocken::A,кӧс,thatë
657,voll::A,тыр,plotë
658,leer::A,буш,bosh
659,leer::A,буш,zbrazët
660,leer::A,тырттэм,bosh
661,leer::A,тырттэм,zbrazët
662,offen::A,усьтэм,hapur
663,geschlossen::A,ӵогам,mbyllur
664,geschlossen::A,пунням,mbyllur
665,sauber::A,ӝикыт,dëlirë
666,sauber::A,чылкыт,dëlirë
667,schmutzig::A,нӧд,ndyrë
668,roh::A,ыль,gjallë
669,reif::A,вуэм,arrirë
670,lecker::A,ческыт,shijshëm
671,süß::A,ческыт,ëmbël
672,bitter::A,курыт,hidhur
673,sauer::A,чырс,thartë
674,hell::A,югыт,me dritë
675,dunkel::A,пеймыт,errët
676,schwarz::A,сьӧд,i zi
677,weiß::A,тӧдьы,bardhë
678,rot::A,горд,kuq
679,gelb::A,ӵуж,verdhë
680,blau::A,лыз,blu
681,blau::A,лыз,kaltër
682,grün::A,вож,blertë
683,grün::A,вож,gjelbër
684,grau::A,пурысь,hirtë
685,grau::A,пурысь,bojë hiri
686,bunt::A,куӵо,shumëngjyrëshëm
687,billig::A,дунтэм,lirë
688,teuer::A,дуно,shtrenjtë
689,wertvoll::A,дуно,çmuar
690,wertvoll::A,дуно,vlershëm
691,blind::A,сукыр,qorr
692,blind::A,сукыр,verbër
693,blind::A,синтэм,qorr
694,blind::A,синтэм,verbër
695,taub::A,пельтэм,shurdhër
696,kräftig::A,кужмо,fuqishëm
697,stark::A,юн,fortë
698,stark::A,кужмо,fortë
699,schwach::A,ляб,dobët
700,schwach::A,начар,dobët
701,fett::A,кӧй,dhjamur
702,schlank::A,веськыт,hollë
703,schlank::A,веськрес,hollë
704,hübsch::A,чебер,bukur
705,hübsch::A,чебер,hijshëm
706,hübsch::A,синмаськымон,bukur
707,hübsch::A,синмаськымон,hijshëm
708,böse::A,лек,keq
709,dumm::A,шузи,teveqel
710,dumm::A,визьтэм,teveqel
711,faul::A,азьтэм,dembel
712,fleißig::A,сюлмо,zellshëm
713,geizig::A,сук,kurnac
714,geizig::A,сук,dorështrënguar
715,klug::A,визьмо,mençur
716,geschickt::A,усто,aftë
717,geschickt::A,быгатӥсь,aftë
718,lieb::A,мусо,dashur
719,lustig::A,шулдыр,gëzuar
720,sanft::A,мусо,butë
721,sanft::A,эрке,butë
722,hungrig::A,сютэм,uritur
723,krank::A,висись,sëmurë
724,nackt::A,гольык,lakuriq
725,nackt::A,гольык,zhveshur
726,traurig::A,мӧзмыт,trishtuar
727,lebendig::A,улэп,gjallë
728,gut::A,ӟеч,mirë
729,gut::A,умой,mirë
730,schlecht::A,урод,keq
731,schlecht::A,алама,keq
732,richtig::A,шонер,drejtë
733,schlimm::A,алама,keq
734,wahr::A,зэмос,vërtetë
735,alt::A,вуж,vjetër
736,neu::A,выль,i ri
737,ehemalig::A,азьвылэз,dikurshëm
738,alt[Lebewesen]::A,пересь,plak
739,jung::A,егит,i ri
740,jung::A,пинал,i ri
741,arm::A,начар,varfër
742,arm::A,начар,vobektë
743,arm::A,куанер,varfër
744,arm::A,куанер,vobektë
745,reich::A,узыр,pasur
746,bekannt::A,тодмо,njohur
747,berühmt::A,дано,famshëm
748,fremd::A,ят,huaj
749,verschieden::A,пӧртэм,ndryshëm
750,nah::A,матысь,afërt
751,fern::A,кыдёкысь,largët
752,linker::A,паллян,majtë
753,rechter::A,бур,djathtë
754,rechter::A,бурпал,djathtë
755,anderer::A,мукет,tjetër
756,erster::A,нырысетӥез,parë
757,zweiter::A,кыктэтӥез,dytë
758,dritter::A,кунньметӥез,i tretë
759,letzter::A,берло,fundit
760,letzter::A,берпум,fundit
761,allein::ADV,огназ,vetëm
762,auf einmal::ADV,огдыре,njëkohësisht
763,zusammen::ADV,ӵош,bashkë
764,zusammen::ADV,ӵош,së bashku
765,zusammen::ADV,валче,bashkë
766,zusammen::ADV,валче,së bashku
767,lange::ADV,кема,për një kohë të gjatë
768,plötzlich::ADV,мапламтэ шорысь,befas
769,sofort::ADV,али ик,menjëherë
770,sofort::ADV,али ик,aty për aty
771,später::ADV,бергес,më vonë
772,später::ADV,берлогес,më vonë
773,jetzt::ADV,али,tash
774,jetzt::ADV,табере,tash
775,heute::ADV,туннэ,sot
776,morgen::ADV,ӵуказе,nesër
777,bald::ADV,ӝоген,shpejt
778,bald::ADV,ӝоген,së shpejti
779,dann::ADV,берло,pastaj
780,gestern::ADV,толон,dje
781,einst::ADV,огпол,dikur
782,einst::ADV,одӥг пол,dikur
783,damals::ADV,соку,atëherë
784,danach::ADV,собере,mandej
785,vorher::ADV,азьло,më parë
786,vorher::ADV,азьвыл,më parë
787,zuerst::ADV,азьло,së pari
788,einmal::ADV,огпол,njëherë
789,manchmal::ADV,куддыръя,nganjëherë
790,oft::ADV,ӵем,shpesh
791,immer::ADV,пыр,përherë
