,Concept_ID,kn,el
527,Juli::N,ಇಮ್ಮಳೆ,Ιούλιος
528,August::N,ಮುಮ್ಮಳೆ,Αύγουστος
529,September::N,ನಾಲ್ಮಳೆ,Σεπτέμβριος
530,Oktober::N,ಮೊಚ್ಚಳಿ,Οκτώβριος
531,November::N,ಇಚ್ಚಳಿ,Νοέμβριος
532,Dezember::N,ಮುಚ್ಚಳಿ,Δεκέμβριος
533,Montag::N,ಸೋಮುವಾರ,Δευτέρα
534,Dienstag::N,ಮಂಗಳವಾರ,Τρίτη
535,Mittwoch::N,ಬುಧವಾರ,Τετάρτη
536,Donnerstag::N,ಗುರುವಾರ,Πέμπτη
537,Freitag::N,ಶುಕ್ರವಾರ,Παρασκευή
538,Samstag::N,ಶನಿವಾರ,Σάββατο
539,Sonntag::N,ಭಾನುವಾರ,Κυριακή
540,groß::A,ದೊಡ್ಡ,μεγάλος
541,klein::A,ಪುಟ್ಟ,μικρός
542,lang::A,ದೀರ್ಘ,μακρύς
543,kurz::A,ಚಕ್ಕ,κοντός
544,breit::A,ಅಗಲವಾದ,φαρδύς
545,schmal::A,ಇಕ್ಕಟ್ಟಾದ,στενός
546,dicht::A,ದಟ್ಟ,πυκνός
547,dick[Gegenstand]::A,ದಟ್ಟ,παχύς
548,dick[Gegenstand]::A,ದಟ್ಟ,χοντρός
549,dünn::A,ತೆಳು,ψιλός
550,dünn::A,ತೆಳು,λεπτός
551,fein::A,ಕೋಮಲ,ψιλός
552,fest::A,ಘನ,στερεός
553,flach::A,ಚಪ್ಪಟೆ,επίπεδος
554,glatt::A,ನಯ,λείος
555,glatt::A,ನಯ,ομαλός
556,hart::A,ಗಟ್ಟಿ,σκληρός
557,weich::A,ಮೃದುವಾದ,μαλακός
558,rund::A,ವರ್ತುಳ,στρογγυλός
559,spitz::A,ಮೊನಚಾದ,μυτερός
560,scharf::A,ತೀಕ್ಷ್ಣ,κοφτερός
561,stumpf::A,ಮೊಂಡು,αμβλύς
562,schwer::A,ಭಾರಿ,βαρύς
563,schön::A,ಸುಂದರ,ωραίος
564,schön::A,ಸುಂದರ,όμορφος
565,heiß::A,ಬಿಸಿ,ζεστός
566,warm::A,ಬಿಸಿ,θερμός
567,kalt::A,ತಣ್ಣನೆಯ,κρύος
568,kalt::A,ತಣ್ಣನೆಯ,ψυχρός
569,kühl::A,ತಂಪಾದ,δροσερός
570,frisch::A,ನಿರ್ಮಲ,νωπός
571,frisch::A,ನಿರ್ಮಲ,φρέσκος
572,feucht::A,ಒದ್ದೆಯಾದ,υγρός
573,nass::A,ಒದ್ದೆಯಾದ,βρεγμένος
574,trocken::A,ಶುಷ್ಕ,ξηρός
575,trocken::A,ಶುಷ್ಕ,στεγνός
576,voll::A,ತುಂಬಿದ,γεμάτος
577,leer::A,ಖಾಲಿ,άδειος
578,offen::A,ಮುಚ್ಚಲ್ಲದ,ανοιχτός
579,geschlossen::A,ಮುಚ್ಚಿದ,κλειστός
580,sauber::A,ಶುದ್ಧ,καθαρός
581,schmutzig::A,ಅಶುದ್ಧ,βρώμικος
582,schmutzig::A,ಅಶುದ್ಧ,λερωμένος
583,roh::A,ಹಸಿ,ωμός
584,reif::A,ಹಣ್ಣಾದ,ώριμος
585,lecker::A,ಗುಚಿಕರ,νόστιμος
586,süß::A,ಸಿಹಿ,γλυκός
587,bitter::A,ಕಹಿ,πικρός
588,sauer::A,ಹುಳಿಯಾದ,ξινός
589,hell::A,ಹೊಳೆಯುವ,φωτεινός
590,dunkel::A,ಮಬ್ಬಾದ,σκοτεινός
591,schwarz::A,ಕಪ್ಪು,μαύρος
592,schwarz::A,ಕಪ್ಪು,μελανός
593,weiß::A,ಬಿಳಿಯ,άσπρος
594,rot::A,ಕೆಂಪು,κόκκινος
595,gelb::A,ಹಳದಯ,κίτρινος
596,blau::A,ನೀಲ,μπλε
597,blau::A,ನೀಲ,γαλανός
598,grün::A,ಕಾಯಾದ,πράσινος
599,grau::A,ಬೂದುಬಣ್ಣದ,γκρίζος
600,bunt::A,ವರ್ಣರಂಜಿತ,ποικιλόχρωπος
601,billig::A,ಅಗ್ಗ,φτηνός
602,teuer::A,ದುಬಾರಿಯಾದ,ακριβός
603,wertvoll::A,ಅಮೂಲ್ಯ,πολύτιμος
604,blind::A,ಅಂಧ,τυφλός
605,taub::A,ಕಿವುಡಾದ,κουφός
606,kräftig::A,ಪ್ರಬಲ,δυνατός
607,stark::A,ಶಕ್ತಿವಂತ,γερός
608,schwach::A,ದುರ್ಬಲ,αδύνατος
609,fett::A,ಕೊಬ್ಬಿದ,παχύς
610,schlank::A,ತೆಳ್ಳಗಿನ,λεπτός
611,schlank::A,ತೆಳ್ಳಗಿನ,λυγερός
612,hübsch::A,ಅಂದವಾದ,όμορφος
613,hübsch::A,ಅಂದವಾದ,χαριτωμένος
614,böse::A,ಕೆಟ್ಟ,κακός
615,dumm::A,ಮಂದ,κουτός
616,dumm::A,ಮಂದ,ανόητος
617,faul::A,ಆಲಸ,τεμπέλης
618,fleißig::A,ಕಡಗುವ,εργατικός
619,geizig::A,ಜುಗ್ಗ,τσιγγούνης
620,klug::A,ಚತುರ,έξυπνος
621,geschickt::A,ದಕ್ಷ,επιδέξιος
622,lieb::A,ಪ್ರಿಯ,φίλος
623,lieb::A,ಪ್ರಿಯ,αγαπητός
624,lustig::A,ಖುಷಿಯಾದ,εύθυμος
625,lustig::A,ಖುಷಿಯಾದ,χαρούμενος
626,sanft::A,ಸೌಮ್ಯ,ήπιος
627,hungrig::A,ಹಸಿದ,πεινασμένος
628,krank::A,ಅಸ್ವಸ್ಥ,άρρωστος
629,nackt::A,ನಗ್ನ,γυμνός
630,traurig::A,ದುಃಖಿತ,λυπημένος
631,lebendig::A,ಜೀವಂತ,ζωντανός
632,gut::A,ಒಳ್ಳೆಯ,καλός
633,schlecht::A,ದುಷ್ಟ,κακός
634,richtig::A,ಸರಿ,σωστός
635,schlimm::A,ಅಸಹ್ಯ,άσχημος
636,wahr::A,ನಿಜ,αληθής
637,wahr::A,ನಿಜ,αληθινός
638,alt::A,ಮುದಿ,παλιός
639,neu::A,ಹೊಸ,νέος
640,neu::A,ಹೊಸ,καινούργιος
641,ehemalig::A,ಮಾಜೀ,παλιός
642,alt[Lebewesen]::A,ವೃದ್ಧ,γέρος
643,jung::A,ಎಳ,νέος
644,arm::A,ಬಡ,φτωχός
645,reich::A,ಶ್ರೀಮಂತ,πλούσιος
646,bekannt::A,ಅಪ್ತ,γνωστός
647,berühmt::A,ಪ್ರಸಿದ್ಧ,περίφημος
648,berühmt::A,ಪ್ರಸಿದ್ಧ,ξακουσμένος
649,fremd::A,ಪರಕೀಯ,ξένος
650,verschieden::A,ಬೇರೆ,διαφορετικός
651,nah::A,ಹತ್ತಿರವಾದ,κοντινός
652,fern::A,ದೂರದ,μακριά
653,linker::A,ಎಡ,αριστερός
654,rechter::A,ಬಲ,δεξιός
655,anderer::A,ಇತರ,άλλος
656,erster::A,ಪ್ರಥಮ,πρώτος
657,zweiter::A,ದ್ವಿತೀಯ,δεύτερος
658,dritter::A,ಮೂರನೆಯಜಗತ್ತು,τρίτος
659,letzter::A,ಅಂತ್ಯ,τελευταίος
660,allein::ADV,ಒಬ್ಬನೇ,μόνος
661,auf einmal::ADV,ಒಡನೆ,εφάπαξ
662,zusammen::ADV,ಒಟ್ಟಿಗೆ,μαζί
663,lange::ADV,ದೀರ್ಘ,πολύν καιρό
664,plötzlich::ADV,ಅನಾಮತ್ತು,έξαφνα
665,sofort::ADV,ಜಾಗ್ರತೆ,αμέσως
666,später::ADV,ತರುವಾಯ,αργότερα
667,jetzt::ADV,ಈಗ,τώρα
668,heute::ADV,ಇಂದು,σήμερα
669,morgen::ADV,ನಾಳೆ,αύριο
670,bald::ADV,ಬೇಗ,σε λίγο
671,bald::ADV,ಬೇಗ,εντός ολίγου
672,dann::ADV,ಆಗ,ύστερα
673,gestern::ADV,ನಿನ್ನೆ,χτες
674,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,ποτέ
675,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,άλλοτε
676,damals::ADV,ಆಗ,τότε
677,danach::ADV,ಆಮೇಲೆ,μετά
678,danach::ADV,ಆಮೇಲೆ,ύστερα
679,vorher::ADV,ಮುಂಚೆ,πριν
680,vorher::ADV,ಮುಂಚೆ,προηγουμένως
681,zuerst::ADV,ಮೊದಲಿಗೆ,πρώτα
682,einmal::ADV,ಒಮ್ಮೆ,μία φορά
683,manchmal::ADV,ಆಗಾಗ,κάποτε
684,oft::ADV,ಅನೇಕಸಲ,συχνά
685,oft::ADV,ಅನೇಕಸಲ,πολλές φορές
686,immer::ADV,ಯಾವಾಗಲೂ,πάντα
687,immer::ADV,ಯಾವಾಗಲೂ,πάντοτε
688,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ποτέ
689,hier::ADV,ಇಲ್ಲಿ,εδώ
690,hierhin::ADV,ಇತ್ತ,εδώ
691,von hier::ADV,ಇಲ್ಲಿಂದ,από δω
692,dort::ADV,ಅಲ್ಲಿ,εκεί
693,dorthin::ADV,ಅಲ್ಲಿಗೆ,προς τα κει
694,geradeaus::ADV,ಸೀದಾ,κατευθείαν
695,vorwärts::ADV,ಮುನ್ನೆಡೆವ,εμπρός
696,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,πίσω
697,zurück::ADV,ಹಿಂದಕ್ಕೆ,πίσω
698,unten::ADV,ಕೆಳಗೆ,κάτω
699,hinab::ADV,ಕೆಳಕ್ಕೆ,προς τα κάτω
700,oben::ADV,ಮೇಲೆ,πάνω
701,oben::ADV,ಮೇಲೆ,επάνω
702,hinauf::ADV,ಮೇಲಕ್ಕೆ,προς τα πάνω
703,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,παντού
704,nicht::ADV,ಇಲ್ಲ,δεν
705,nicht::ADV,ಅಲ್ಲ,δεν
706,ein wenig::ADV,ತುಸು,λιγάκι
707,kaum::ADV,ಕಠಿನವಾಗಿ,μόλις
708,sehr::ADV,ಬಹು,πολύ
709,so::ADV,ಅಷ್ಟು,έτσι
710,noch::ADV,ಇನ್ನು,ακόμα
711,nur::ADV,ಕೇವಲ,μόνο
712,schon::ADV,ಆಗಲೇ,ήδη
713,schon::ADV,ಆಗಲೇ,κιόλας
714,wieder::ADV,ಪುನಃ,ξανά
715,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,μάταια
716,vor::PRP,ಮುಂದೆ,μπροστά σε
717,vor::PRP,ಮುಂದೆ,μπροστά από
718,hinter::PRP,ಹಿಂದ,πίσω από 
719,unter::PRP,ಕೆಳ,υπό
720,unter::PRP,ಕೆಳ,κάτω από
721,durch::PRP,ನೇರವಾಗಿ,διά
722,durch::PRP,ನೇರವಾಗಿ,διά μέσου
723,neben::PRP,ಅಧರ ಬಲಿಕ,δίπλα σε
724,zwischen::PRP,ನಡುವೆ,μεταξύ
725,zwischen::PRP,ನಡುವೆ,ανάμεσα σε
726,wegen::PRP,ಅಧಕ್ಕಗಿ,για
727,wegen::PRP,ಅಧಕ್ಕಗಿ,λόγω
728,dies::PRN,ಈ,αυτό
729,das::PRN,ಅದು,το
730,alles::PRN,ಎಲ್ಲ,όλα
731,ich::PRN,ನಾನು,εγώ
732,du::PRN,ನೀನು,σύ
733,du::PRN,ನೀನು,εσύ
734,er::PRN,ಅವನು,αυτός
735,er::PRN,ಇವನು,αυτός
736,wir::PRN,ನಾವು,εμείς
737,ihr::PRN,ನೀವು,εσείς
738,sie::PRN,ಅವರು,αυτοί
739,was::FPRN,ಏನು,τι
740,wer::FPRN,ಯಾರಿಗೆ,ποιος
741,wo::FADV,ಎಲ್ಲಿ,πού
742,wohin::FADV,ಎಲ್ಲಿಗೆ,πού
743,wohin::FADV,ಎಲ್ಲಿಗೆ,για πού
744,wie::FADV,ಹೇಗೆ,πώς
745,warum::FADV,ಏಕೆ,γιατί
746,wieviel::FNUM,ಎಷ್ಟು,πόσος
747,eins::NUM,ಒಂದು,ένα
748,zwei::NUM,ಎರಡು,δύο
749,drei::NUM,ಮೂರು,τρία
750,drei::NUM,ಮೂರು,τρεις
751,vier::NUM,ನಾಲ್ಕು,τέσσερα
752,vier::NUM,ನಾಲ್ಕು,τέσσερις
753,fünf::NUM,ಅಯ್ದು,πέντε
754,sechs::NUM,ಆರು,έξι
755,sieben::NUM,ಏಳು,εφτά
756,acht::NUM,ಎಂಟು,οχτώ
757,neun::NUM,ಒಂಭಬತ್ತು,εννιά
758,zehn::NUM,ಹತ್ತು,δέκα
759,elf::NUM,ಹನ್ನೊಂದು,έντεκα
760,zwölf::NUM,ಹನ್ನೆರಡು,δώδεκα
761,zwanzig::NUM,ಇಪ್ಪತ್ತು,είκοσι
762,dreißig::NUM,ಮೂವತ್ತು,τριάντα
763,vierzig::NUM,ನಲವತ್ತು,σαράντα
764,fünfzig::NUM,ಐವತ್ತು,πενήντα
765,sechzig::NUM,ಅರುವತ್ತು,εξήντα
766,siebzig::NUM,ಎಪ್ಪತ್ತು,εβδομήντα
767,achtzig::NUM,ಎಂಬತ್ತು,ογδόντα
768,neunzig::NUM,ತೊಂಬತ್ತು,ενενήντα
769,hundert::NUM,ನೂರು,εκατό
770,tausend::NUM,ಸಾವಿರ,χίλιοι
771,und::CNJ,ಮತ್ತು,και
772,oder::CNJ,ಅಥವಾ,ή
773,stehen::V,ನಿಲ್ಲು,στέκομαι
774,stehen::V,ನಿಲ್ಲು,είμαι όρθιος
775,sitzen::V,ಕುಳ್ಳಿರು,κάθομαι
776,liegen::V,ಮಲಗಿಕೊ,είμαι ξαπλωμένος
777,hängen::V,ಇಳಿಯಬಿಡು,κρέμομαι
778,werden::V,ಆಗು,γίνομαι
779,passieren::V,ಆಗು,συμβαίνω
780,beginnen::V,ಆರಂಭಿಸು,αρχίζω
781,enden::V,ಕೊನೆಗಾಣು,τελειώνω
782,wechseln::V,ಮಾರ್ಪಡಿಸು,αλλάζω
783,aufgehen[Sonne]::V,ಮೂಡು,βγαίνω
784,aufgehen[Sonne]::V,ಮೂಡು,ανατέλλω
785,untergehen[Sonne]::V,ಮುಳುಗು,δύω
786,untergehen[Sonne]::V,ಮುಳುಗು,βασιλεύω
787,scheinen[Sonne]::V,ಹೊಳೆ,λάμπω
788,donnern::V,ಗುಡುಗಾಗು,βροντώ
789,wehen::V,ತೀಡು,φυσώ
790,strömen::V,ಹರಿ,ρέω
791,strömen::V,ಹರಿ,τρέχω
792,fließen::V,ಹರಿ,ρέω
793,sich drehen::V,ಸುತ್ತು,γυρίζω
794,sich drehen::V,ಸುತ್ತು,στρέφομαι
795,schwanken::V,ಓಲಾಡು,ταλαντεύομαι
796,schwingen::V,ತೂಗು,αιωρούμαι
797,schwingen::V,ತೂಗು,ταλαντεύομαι
798,fallen::V,ಉದುರು,πέφτω
799,brennen::V,ಉರಿ,καίω
800,rauchen::V,ಹೊಗೆಬಿಡು,καπνίζω
801,regnen::V,ಸುರಿ,βρέχω
802,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,παγώνω
803,tauen::V,ಬೆಚ್ಚಗಾಗು,λειώνω
804,schmelzen::V,ಕರಗು,λειώνω
805,trocknen::V,ಒಣಗು,στεγνώνω
806,sieden::V,ಕುದಿ,βράζω
807,faulen::V,ಕೊಳೆ,σαπίζω
808,verfaulen::V,ನಶಿಸು,σαπίζω
809,reißen::V,ಒಡೆ,σχίζω
810,versinken::V,ಮುಳುಗು,βουλιάζω
811,versinken::V,ಮುಳುಗು,βυθίζομαι
812,vergehen::V,ಸಾಗು,περνώ
813,erscheinen::V,ತೋರು,εμφανίζομαι
814,verschwinden::V,ಮಾಯವಾಗು,χάνομαι
815,verschwinden::V,ಮಾಯವಾಗು,εξαφανίζομαι
816,sinken::V,ಕುಸಿ,κατεβαίνω
817,abnehmen::V,ತಗ್ಗು,μειώνομαι 
818,zunehmen::V,ಬೆಳೆ,αυξάνω
819,zunehmen::V,ಬೆಳೆ,μεγαλώνω
820,steigen::V,ಉಬ್ಬು,ανεβαίνω
821,wachsen::V,ಬೆಳೆ,μεγαλώνω
822,glänzen::V,ಮಿರುಗು,γυαλίζω
823,funkeln::V,ಮಿನುಗು,αστράφτω
824,funkeln::V,ಮಿನುಗು,σπιθοβολώ
825,lärmen::V,ಶಬ್ದ ಮಾಡಲು,θορυβώ
826,läuten::V,ಬಾರಿಸು,χτυπώ 
827,klingeln::V,ಅನುರಣಿಸು,κουδουνίζω
828,klirren::V,ಕಿಣಿಕಿಣಿಸು,κουδουνίζω
829,brausen::V,ಅಬ್ಬರಿಸು,βουΐζω
830,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,βουΐζω
831,klingen::V,ಉಸಿರು,ηχώ
832,bellen::V,ಬಗುಳು,γαυγίζω
833,heulen::V,ಅರಚು,ουρλιάζω
834,blasen::V,ಗಾಳಿ ಊದು,φυσώ
835,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,σφυρίζω
836,schreien::V,ಕರೆ,κραυγάζω
837,stöhnen::V,ನರಳು,βογγώ
838,zittern::V,ನಡುಗು,τρέμω
839,leben::V,ಇರು,ζω
840,geboren werden::V,ಉಂಟಾಗು,γεννιέμαι
841,atmen::V,ಉಸಿರು,αναπνέω
842,trinken::V,ಕುಡಿ,πίνω
843,essen::V,ತಿನ್ನು,τρώω
844,schlucken::V,ನುಂಗು,καταπίνω
845,müde werden::V,ಬಳಲು,κουράζομαι
846,einschlafen::V,ನಿದ್ಧೆಹೋಗು,αποκοιμιέμαι
847,schlafen::V,ನಿದ್ರಿಸು,κοιμάμαι
848,aufwachen::V,ಏಳು,ξυπνώ
849,aufstehen::V,ಏಳು,σηκώνομαι
850,sich erholen::V,ಸುಧಾರಿಸು,ξεκουράζομαι
851,krank werden::V,ಬೇನೆಬೀಳು,αρρωσταίνω
852,krank sein::V,ಕೆಟ್ಟ ಎಂದು,ασθενώ
853,schmerzen::V,ಕಚ್ಚು,πονώ
854,husten::V,ಕೆಮ್ಮು,βήχω
855,genesen::V,ಮತ್ತೆಹೊದಿಸು,θεραπεύομαι
856,sterben::V,ಮೃತಪಡು,πεθαίνω
857,umkommen::V,ಹಾಳಾಗು,πεθαίνω
858,sich bewegen::V,ಚಲಿಸು,κουνιέμαι
859,sich rühren::V,ಕದಲು,σαλεύω
860,sich erheben::V,ಏಳು,επαναστατώ
861,sich setzen::V,ಕೂರು,κάθομαι
862,hinfallen::V,ಬೀಳು,πέφτω κάτω
863,laufen::V,ನಡೆ,τρέχω
864,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,βαδίζω
865,spazierengehen::V,ವಿಹರಿಸು,κάνω βόλτα
866,spazierengehen::V,ವಿಹರಿಸು,πηγαίνω περίπατο
867,eilen::V,ಮುನ್ನುಗ್ಗು,σπεύδω
868,sich beeilen::V,ಆತುರಪಡು,βιάζομαι
869,sausen::V,ಒಗೆ,τρέχω γρήγορα
870,rennen::V,ಓಡು,τρέχω
871,springen::V,ಜಿಗಿ,πηδώ
872,klettern::V,ಏರು,σκαρφαλώνω
873,schaukeln::V,ತೂಗು,κουνιέμαι
874,kriechen::V,ತೆವಳು,έρπω
875,kriechen::V,ತೆವಳು,σέρνομαι
876,schwimmen::V,ಈಜು,κολυμπώ
877,tauchen::V,ಕೆಳಗಿಳಿ,βουτώ
878,rudern::V,ಸಾಗಿಸು,κωπηλατώ
879,fahren::V,ನಡೆಸು,πηγαίνω
880,fliegen::V,ಹಾರು,πετώ
881,gehen::V,ಹೋಗು,βαδίζω
882,gehen::V,ಹೋಗು,πηγαίνω
883,weggehen::V,ಹೊರಡು,φεύγω
884,abfahren::V,ತೆರಳು,ξεκινώ
885,abfahren::V,ತೆರಳು,αναχωρώ
886,anhalten::V,ನಿಲ್ಲು,σταματώ
887,hineingehen::V,ಒಳಹೊಗು,μπαίνω
888,eintreten::V,ಒಳಹೊಗು,μπαίνω
889,eintreten::V,ಒಳಹೊಗು,εισέρχομαι
890,kommen::V,ಬರು,έρχομαι
891,ankommen::V,ಬರು,φτάνω
892,zurückkommen::V,ಹಿಂದಿರುಗು,επιστρέφω
893,bleiben::V,ಇರು,μένω
894,warten::V,ಇರು,περιμένω
895,erwarten::V,ನಿರೀಕ್ಷಿಸು,αναμένω
896,erwarten::V,ನಿರೀಕ್ಷಿಸು,περιμένω
897,suchen::V,ಹುಡುಕು,ψάχνω
898,finden::V,ಕಂಡುಕೊ,βρίσκω
899,versuchen::V,ಪ್ರಯತ್ನಿಸು,προσπαθώ
900,vorbereiten::V,ಸಿದ್ಧವಾಗು,προετοιμάζω
901,lieben::V,ಪ್ರೀತಿಸು,αγαπώ
902,mögen::V,ಇಷ್ಟಪಡು,μου αρέσει
903,lachen::V,ನಗು,γελώ
904,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,συγκινώ
905,weinen::V,ಅಳು,κλαίω
906,schimpfen::V,ಗೊಣಗು,βρίζω
907,sich ärgern::V,ಗಣಗಾಡು,θυμώνω
908,sich fürchten::V,ನಡುಗು,φοβάμαι
909,fürchten::V,ಹೆದರು,φοβάμαι
910,fliehen::V,ಓಡಿಹೋಗು,φεύγω
911,flüchten::V,ಪಾರಾಗು,δραπετεύω
912,sehen::V,ಕಾಣು,βλέπω
913,anschauen::V,ನೋಡು,κοιτάζω
914,ansehen::V,ನಿರೀಕ್ಷಿಸು,βλέπω
915,hören::V,ಕೇಳು,ακούω
916,zuhören::V,ಆಲಿಸು,ακούω
917,probieren::V,ರುಚಿ ನೋಡು,δοκιμάζω
918,riechen::V,ಮೂಸು,μυρίζω
919,riechen::V,ಮೂಸು,οσφραίνομαι
920,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,αισθάνομαι
921,scheinen::V,ತೋರು,φαίνομαι
922,zu sehen sein::V,ಕಾಣಿಸು,φαίνομαι
923,vernehmen::V,ಕೇಳು,ακούω
924,vernehmen::V,ಕೇಳು,μαθαίνω
925,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,κρυώνω
926,tun::V,ಮಾಡು,κάνω
927,können::V,ಮಾಡಬಲ್ಲ,ξέρω
928,können::V,ಮಾಡಬಲ್ಲ,μπορώ
929,wollen::V,ಬಯಸು,θέλω
930,anfangen::V,ಪ್ರಾರಂಭಿಸು,αρχίζω
931,beenden::V,ನಿಲ್ಲಿಸು,τελειώνω
932,aufhören::V,ಮುಗಿಸು,παύω
933,gelingen::V,ಯಶಸ್ವಿಯಾಗು,πετυχαίνω
934,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,γίνομαι
935,öffnen::V,ತೆರೆ,ανοίγω
936,schließen::V,ಮುಚ್ಚು,κλείνω
937,stellen::V,ಇಕ್ಕು,θέτω
938,setzen::V,ಇಡು,θέτω
939,legen::V,ಇಡು,θέτω
940,berühren::V,ತಾಕು,εγγίζω
941,verbinden::V,ಕೂಡಿಸು,συνδέω
942,bedecken::V,ಮುಚ್ಚು,σκεπάζω
943,aufhängen::V,ತೂಗುಹಾಕು,κρεμώ
944,anzünden::V,ಹತ್ತಿಸು,ανάβω
945,aufheben::V,ಆಯಿ,σηκώνω
946,zurücklassen::V,ಬಿಡು,εγκαταλείπω
947,verlieren::V,ಕಳೆ,χάνω
948,fallen lassen::V,ಬೀಳಿಸು,αφήνω να πέσει
949,machen::V,ಮಾಡು,κάνω
950,machen::V,ಮಾಡು,φτιάχνω
951,herstellen::V,ತಯಾರಿಸು,κατασκευάζω
952,bauen::V,ಕಟ್ಟು,χτίζω
953,bauen::V,ಕಟ್ಟು,οικοδομώ
954,reparieren::V,ಸರಿಪಡಿಸು,επισκευάζω
955,reparieren::V,ಸರಿಪಡಿಸು,επιδιορθώνω
956,verbessern::V,ತಿದ್ದು,βελτιώνω
957,verbessern::V,ತಿದ್ದು,καλυτερεύω
958,ändern::V,ಬದಲಾಯಿಸು,αλλάζω
959,graben::V,ಅಗೆ,σκάβω
960,beugen::V,ಬಗ್ಗಿಸು,λυγίζω
961,biegen::V,ಬಗ್ಗಿಸು,κάμπτω
962,drehen::V,ತಿರುಗು,στρέφω
963,wenden::V,ತಿರುಗು,γυρίζω
964,umdrehen::V,ತಿರುಗಿಸು,γυρίζω
965,heben::V,ಎತ್ತು,υψώνω
966,heben::V,ಎತ್ತು,σηκώνω
967,hochheben::V,ಎತ್ತು,υψώνω
968,hochheben::V,ಎತ್ತು,σηκώνω
969,ergreifen::V,ಆಕ್ರಮಿಸು,πιάνω
970,ergreifen::V,ಆಕ್ರಮಿಸು,αρπάζω
971,halten::V,ಹಿಡಿ,βαστώ
972,drücken::V,ಒತ್ತು,πιέζω
973,schieben::V,ನೂಕು,σπρώχνω
974,kratzen::V,ತರಚಿಕೊಳ್ಳು,γρατσουνίζω
975,lecken::V,ನೆಕ್ಕು,γλείφω
976,beißen::V,ಕಚ್ಚು,δαγκάνω
977,abreißen::V,ಹರಿ,κόβω
978,abreißen::V,ಹರಿ,σχίζω
979,abschneiden::V,ಕತ್ತರಿಸು,αποκόπτω
980,binden::V,ಕಟ್ಟು,δένω
981,stecken::V,ಸಿಕ್ಕಿಸು,χώνω
982,brechen::V,ಮುರಿ,σπάζω
983,klopfen::V,ತಟ್ಟು,χτυπώ
984,klopfen::V,ತಟ್ಟು,τινάζω
985,hauen::V,ಹೊಡೆ,χτυπώ
986,kleben::V,ಅಂಟಿಸು,κολλώ
987,reiben::V,ಉಜ್ಜು,τρίβω
988,streichen::V,ಹರಡು,αλείφω
989,schleifen::V,ಮಸೆ,ακονίζω
990,schneiden::V,ಕತ್ತರಿಸು,κόβω
991,rütteln::V,ಕುಲುಕಿಸು,σείω
992,rütteln::V,ಕುಲುಕಿಸು,τινάζω
993,schütteln::V,ಅಲುಗಿಸು,σείω
994,schütteln::V,ಅಲುಗಿಸು,κουνώ
995,schwenken::V,ತೂಗಾಡು,κουνώ
996,schütten::V,ಎರೆ,χύνω
997,füllen::V,ತುಂಬಿಸು,γεμίζω
998,einwickeln::V,ಹೊದಿಸು,τυλίγω
999,tragen::V,ಹೊರು,φέρνω
1000,schleppen::V,ಜಗ್ಗು,κουβαλώ
1001,ziehen::V,ಎಳೆ,τραβώ
1002,aufbewahren::V,ಇಟ್ಟುಕೊ,φυλάω
1003,werfen::V,ಎಸೆ,ρίχνω
1004,fangen::V,ಹಿಡಿ,πιάνω
1005,packen::V,ಸೆಳೆ,τσακώνω
1006,verstecken::V,ಮುಚ್ಚಿಡು,κρύβω
1007,teilen::V,ವಿಭಜಿಸು,μερίζω
1008,schicken::V,ಕಳುಹಿಸು,στέλνω
1009,bringen::V,ತರು,φέρνω
1010,hinzufügen::V,ಕೂಡಿಸು,προσθέτω
1011,bekommen::V,ಸಂಪಾದಿಸು,προσκομίζω
1012,erhalten::V,ಪಡೆ,παίρνω
1013,erhalten::V,ಪಡೆ,λαμβάνω
1014,nehmen::V,ಹಿಡಿ,πιάνω
1015,nehmen::V,ಹಿಡಿ,παίρνω
1016,wählen::V,ಆರಿಸು,εκλέγω
1017,auswählen::V,ಆಯಿ,διαλέγω
1018,bewahren::V,ರಕ್ಷಿಸಿಡು,διατηρώ
1019,behindern::V,ಅಡ್ಡಿಮಾಡು,εμποδίζω
1020,verderben::V,ಕೆಡಿಸು,χαλώ
1021,beschädigen::V,ಹಾಳುಮಾಡು,ζημιώνω
1022,zerbrechen::V,ಮುರಿ,σπάζω
1023,zerreißen::V,ಸೀಳು,σχίζω
1024,zerstören::V,ಅಳಿಸು,καταστρέφω
1025,verbrennen::V,ಸುಡು,καίω
1026,geben::V,ಕೊಡು,δίνω
1027,reichen::V,ಕೊಡು,δίνω
1028,schenken::V,ಅರ್ಪಿಸು,χαρίζω
