,Concept_ID,br,la
814,einschlafen::V,menel kousket,obdormiscere
815,schlafen::V,kousket,dormire
816,aufwachen::V,dihuniñ,expergisci
817,aufstehen::V,sevel,exsurgere
818,sich erholen::V,diskuizhañ,se reficere
819,krank werden::V,klañviñ,aegrescere
820,krank sein::V,bezañ klañv,aegrotare
821,schmerzen::V,skourjezañ,dolere
822,husten::V,pasaat,tussire
823,husten::V,peudal,tussire
824,genesen::V,pareañ,convalescere
825,sterben::V,mervel,mori
826,umkommen::V,perisañ,perire
827,sich bewegen::V,bouljal,se movere
828,sich rühren::V,fiñval,micare
829,sich erheben::V,sevel,surgere
830,sich setzen::V,azezañ,considere
831,sich setzen::V,mont en e goazez,considere
832,hinfallen::V,kouezhañ,cadere
833,laufen::V,redek,vadere
834,schreiten::V,kerzhet,gradi
835,spazierengehen::V,pourmen,ambulare
836,eilen::V,hastañ,properare
837,sich beeilen::V,hastañ,festinare
838,sausen::V,karzhañ,currere
839,rennen::V,redek,currere
840,springen::V,lammat,salire
841,klettern::V,krimpat,niti
842,schaukeln::V,brañsellat,oscillare
843,kriechen::V,skrampañ,repere
844,kriechen::V,skrampañ,serpere
845,schwimmen::V,neuial,nare
846,schwimmen::V,neuial,natare
847,tauchen::V,splujañ,mergere
848,rudern::V,roeñvat,remigare
849,fahren::V,kas,vehi
850,fahren::V,bleniañ,vehi
851,fliegen::V,nijal,volare
852,gehen::V,mont,ire
853,gehen::V,mont,vadere
854,weggehen::V,mont kuit,abire
855,weggehen::V,mont kuit,discedere
856,abfahren::V,mont kuit,proficisci
857,anhalten::V,chom a-sav,consistere
858,hineingehen::V,monet e-barzh,inire
859,hineingehen::V,monet e-barzh,ingredi
860,eintreten::V,monet e-barzh,intrare
861,kommen::V,dont,venire
862,ankommen::V,erruout,advenire
863,zurückkommen::V,addonet,revenire
864,bleiben::V,chom,manere
865,warten::V,gortoz,opperiri
866,erwarten::V,gortoz,opperiri
867,erwarten::V,gortoz,expectare
868,suchen::V,klask,quaerere
869,finden::V,kavout,reperire
870,versuchen::V,klask,conari
871,versuchen::V,klask,temptare
872,vorbereiten::V,aozañ,parare
873,lieben::V,karout,amare
874,mögen::V,karout,amare
875,lachen::V,c'hoarzin,ridere
876,rühren::V,tenerañ,commovere
877,weinen::V,gouelañ,flere
878,schimpfen::V,krozal,increpare
879,sich ärgern::V,fachañ,indignari
880,sich ärgern::V,en em fachañ,indignari
881,fliehen::V,tec'het,fugere
882,flüchten::V,tuzañ,effugere
883,sehen::V,gwelet,videre
884,anschauen::V,sellout ouzh,aspectare
885,ansehen::V,sellout ouzh,spectare
886,hören::V,klevet,audire
887,zuhören::V,selaou,auscultare
888,probieren::V,blasa,gustare
889,riechen::V,klevet,olfacere
890,fühlen::V,santout,sentire
891,scheinen::V,diskouez bezañ,videri
892,zu sehen sein::V,bezañ gwelus,conspici
893,vernehmen::V,merzhañ,comperire
894,frieren::V,anoued,algere
895,tun::V,ober,facere
896,können::V,gouzout,posse
897,wollen::V,fellout da,velle
898,wollen::V,kaout c'hoant da,velle
899,anfangen::V,kregiñ,incipere
900,beenden::V,achuiñ,finire
901,aufhören::V,paouez,desistere
902,öffnen::V,digeriñ,aperire
903,schließen::V,serriñ,claudere
904,stellen::V,lakaat,sistere
905,setzen::V,lakaat,ponere
906,legen::V,lakaat,ponere
907,berühren::V,touch,tangere
908,verbinden::V,eren,iungere
909,bedecken::V,goloiñ,tegere
910,bedecken::V,goloiñ,operire
911,aufhängen::V,istribilhañ,suspendere
912,anzünden::V,alumiñ,accendere
913,anzünden::V,alumiñ,inflammare
914,anzünden::V,c'hwezzañ,accendere
915,anzünden::V,c'hwezzañ,inflammare
916,aufheben::V,dastum,tollere
917,zurücklassen::V,lezel,relinquere
918,verlieren::V,koll,perdere
919,verlieren::V,koll,amittere
920,fallen lassen::V,laoskel,dimittere
921,fallen lassen::V,lezel da gouezhel,dimittere
922,machen::V,ober,facere
923,herstellen::V,fardañ,fabricare
924,bauen::V,sevel,construere
925,reparieren::V,adaozañ,reparare
926,verbessern::V,gwellaat,emendare
927,ändern::V,cheñch,mutare
928,graben::V,kleuzañ,fodere
929,beugen::V,plegañ,flectere
930,biegen::V,krommañ,curvare
931,drehen::V,treiñ,torquere
932,wenden::V,treiñ,vertere
933,umdrehen::V,treiñ,convertere
934,heben::V,sevel,tollere
935,hochheben::V,sevel,levare
936,ergreifen::V,kemer,capessere
937,halten::V,dalc'hen,tenere
938,drücken::V,bountañ,premere
939,schieben::V,poulzañ,promovere
940,kratzen::V,skrabat,radere
941,lecken::V,lipat,lambere
942,beißen::V,kregiñ,mordere
943,abreißen::V,diframmañ,avellere
944,abschneiden::V,troc'hañ,desecare
945,binden::V,stagañ,ligare
946,stecken::V,sankañ,inserere
947,brechen::V,darnaouiñ,rumpere
948,klopfen::V,skoiñ,pultare
949,hauen::V,dornañ,ferire
950,kleben::V,pegañ,agglutinare
951,reiben::V,taravat,terere
952,reiben::V,trekiñ,terere
953,streichen::V,toazañ,oblinere
954,schleifen::V,lemmañ,acuere
955,schneiden::V,troc'hañ,secare
956,rütteln::V,tordorosañ,quassare
957,schütteln::V,hejañ,quatere
958,schütten::V,diskargañ,fundere
959,füllen::V,kargañ,complere
960,einwickeln::V,gronnañ,involvere
961,tragen::V,dougen,ferre
962,tragen::V,dougen,portare
963,schleppen::V,stlejal,pertrahere
964,ziehen::V,sachañ,trahere
965,aufbewahren::V,miret,asservare
966,werfen::V,teuler,iacere
967,fangen::V,tapañ,capere
968,packen::V,krapat,capessere
969,verstecken::V,kuzhat,abdere
970,teilen::V,rannañ,partiri
971,teilen::V,rannañ,dividere
972,schicken::V,kas,mittere
973,bringen::V,degas,apportare
974,hinzufügen::V,lakat ouzhpenn,addere
975,bekommen::V,kaout,adipisci
976,erhalten::V,kaout,accipere
977,nehmen::V,kemer,sumere
978,wählen::V,choaz,eligere
979,auswählen::V,dibab,deligere
980,bewahren::V,mirout,conservare
981,behindern::V,diaezañ,impedire
982,verderben::V,lovrañ,corrumpere
983,beschädigen::V,gwallegañ,laedere
984,zerbrechen::V,torriñ,rumpere
985,zerbrechen::V,torriñ,frangere
986,zerreißen::V,diroegiñ,discindere
987,zerstören::V,distrujañ,delere
988,verbrennen::V,deviñ,urere
989,verbrennen::V,deviñ,cremare
990,geben::V,reiñ,dare
991,schenken::V,donezonañ,donare
992,schenken::V,donezonañ,largiri
993,versprechen::V,prometiñ,polliceri
994,versprechen::V,prometiñ,promittere
995,wünschen::V,hetiñ,
996,loben::V,feurmiñ,laudare
997,küssen::V,pokat,osculari
998,wiegen::V,pouezañ,
999,zudecken::V,goloiñ,tegere
1000,wecken::V,dihuniñ,excitare
1001,zeigen::V,diskouez,monstrare
1002,führen::V,kas,ducere
1003,lehren::V,deskiñ,docere
1004,unterrichten::V,kelenn,instituere
1005,leiten::V,bleinañ,ducere
1006,antreiben::V,poulzañ,incitare
1007,lassen::V,leuskel,iubere
1008,einladen::V,pediñ,invitare
1009,vereinigen::V,unisañ,coniungere
1010,besuchen::V,gweladenniñ,visere
1011,treffen::V,kejal,convenire
1012,treffen::V,ankontrañ,convenire
1013,sich versammeln::V,bodennañ,convenire
1014,spielen::V,c'hoari,ludere
1015,singen::V,kanañ,cantare
1016,tanzen::V,dañsal,saltare
1017,sich trennen::V,dispartiañ,digredi
1018,sich trennen::V,dispartiañ,discedere
1019,verlassen::V,lezel,deserere
1020,verlassen::V,lezel,relinquere
1021,retten::V,saveteiñ,servare
1022,bewachen::V,mesa,custodire
1023,schützen::V,diwall,tueri
1024,schützen::V,diwall,tutari
1025,verteidigen::V,difenn,defendere
1026,sich schlagen::V,lopañ,luctari
1027,siegen::V,trec'hiñ,vincere
1028,ärgern::V,hegasiñ,irritare
1029,schlagen::V,skeiñ,ferire
1030,treten::V,botaouiñ,calcare
1031,stechen::V,pikat,pungere
1032,stoßen::V,stokañ,tundere
1033,stehlen::V,laerezh,furari
1034,stören::V,direnkañ,turbare
1035,belästigen::V,dregasiñ,obtundere
1036,verbergen::V,skoachañ,celare
1037,verbergen::V,skoachañ,occultare
1038,täuschen::V,tromplañ,fallere
1039,betrügen::V,lorbañ,fraudare
1040,töten::V,lazhañ,necare
1041,töten::V,lazhañ,caedere
1042,wohnen::V,bezañ o chom,habitare
1043,arbeiten::V,labourat,laborare
1044,sammeln::V,dastum,colligere
1045,pflücken::V,kuntuilhañ,carpere
1046,jagen::V,chaseal,venari
1047,fischen::V,pesketa,piscari
1048,fassen::V,pakañ,capere
1049,hüten::V,geota,custodire
1050,anbinden::V,stagañ,alligare
1051,füttern::V,boueta,nutrire
1052,melken::V,goro,mulgere
1053,hacken::V,difrakal,findere
1054,gießen::V,dourañ,rigare
1055,reifen::V,azviñ,maturescere
1056,zubereiten::V,keginañ,apparare
1057,kochen::V,poazhañ,coquere
1058,backen::V,fritañ,coquere
1059,braten::V,rostañ,torrere
1060,stricken::V,stammañ,texere
1061,nähen::V,gwriat,suere
1062,färben::V,livañ,tingere
1063,reinigen::V,naetañ,purgare
1064,waschen::V,gwalc'hiñ,lavare
1065,abwischen::V,torchañ,abstergere
1066,spülen::V,disgwalc'hiñ,perluere
1067,fegen::V,skubañ,verrere
1068,kehren::V,skubañ,purgare
1069,baden::V,kouronkañ,lavari
1070,sich waschen::V,en em walc'hiñ,lavari
1071,sich anziehen::V,gwiskañ,vestiri
1072,kämmen::V,kribat,pectere
1073,schmücken::V,kinklañ,ornare
1074,schmücken::V,kinklañ,decorare
1075,sagen::V,larêt,dicere
1076,sagen::V,lavaret,dicere
1077,sprechen::V,komz,fari
1078,reden::V,kaozeal,loqui
1079,sich unterhalten::V,balbotal,colloqui
1080,sich unterhalten::V,balbotal,disputare
1081,fragen::V,goulenn,rogare
1082,fragen::V,goulenn,quaerere
1083,bitten::V,goulenn,orare
1084,bitten::V,goulenn,rogare
1085,erzählen::V,kontañ,narrare
1086,mitteilen::V,kemenn,communicare
1087,nennen::V,anviñ,appellare
1088,rufen::V,gelver,vocare
1089,prahlen::V,fougeal,gloriari
1090,übersetzen::V,treiñ,vertere
1091,denken::V,soñjal,cogitare
1092,glauben::V,krediñ,credere
1093,bemerken::V,apresevañ,animadvertere
1094,erkennen::V,anavout,cognoscere
1095,begreifen::V,meizañ,comprehendere
1096,verstehen::V,kompren,intellegere
1097,lernen::V,deskiñ,discere
1098,wissen::V,gouzout,scire
1099,sich erinnern an::V,kaout soñj e,meminisse
1100,vergessen::V,ankouaat,oblivisci
1101,messen::V,muzuliañ,metiri
1102,zählen::V,kontañ,numerare
1103,rechnen::V,jedañ,reri
1104,rechnen::V,jedañ,calculare
1105,lesen::V,lenn,legere
1106,malen::V,livañ,pingere
1107,zeichnen::V,tresañ,scribere
1108,schreiben::V,skrivañ,scribere
1109,besitzen::V,kaout,possidere
1110,kaufen::V,prenañ,emere
1111,verkaufen::V,gwerzhañ,vendere
1112,bezahlen::V,paeañ,pendere
1113,zahlen::V,paeañ,solvere
1114,beherrschen::V,mestroniañ,regere
1115,beherrschen::V,mestroniañ,imperare
1116,ertragen::V,anduriñ,tolerare
1117,ertragen::V,anduriñ,sustinere
1118,Grube::N,,fovea
1119,Spur::N,,vestigium
1120,Lehm::N,,lutum
1121,Laut::N,,sonus
1122,Winkel::N,,angulus
1123,Lagerfeuer::N,,ignis
1124,vergebens::ADV,,frustra
1125,untergehen[Sonne]::V,,occidere
1126,läuten::V,,sonare
1127,klingeln::V,,tinnire
1128,sich fürchten::V,,vereri
1129,fürchten::V,,timere
1130,gelingen::V,,contingere
1131,geraten::V,,evenire
1132,schwenken::V,,ventilare
1133,reichen::V,,praebere
1134,aufziehen::V,,nutrire
1135,schießen::V,,iaculari
1136,treiben::V,,agere
1137,umrühren::V,,commovere
1138,ausziehen::V,,exuere
1139,anziehen::V,,induere
