,Concept_ID,ja,ka
59,Geschmack::N,味,გემო
60,Geruch::N,匂い,სუნი
61,Schlaf::N,睡眠,ძილი
62,Traum::N,夢,სიზმარი
63,Himmel::N,空,ცა
64,Sonne::N,太陽,მზე
65,Mond::N,月,მთვარე
66,Stern::N,星,ვარსკვლავი
67,Luft::N,空気,ჰაერი
68,Wind::N,風,ქარი
69,Welle::N,波,ტალღა
70,Wasser::N,水,წყალი
71,Stein::N,石,ქვა
72,Boden::N,土地,მიწა
73,Erde::N,土,ნიადაგი
74,Staub::N,埃,მტვერი
75,Rauch::N,煙,ბოლი
76,Rauch::N,煙,კვამლი
77,Funke::N,火花,ნაკვესი
78,Feuer::N,火,ცეცხლი
79,Licht::N,光,შუქი
80,Licht::N,光,სინათლე
81,Schatten::N,陰,ლანდი
82,Schatten::N,陰,ჩრდილი
83,Wetter::N,天気,ამინდი
84,Nebel::N,霧,ნისლი
85,Wolke::N,雲,ღრუბელი
86,Regen::N,雨,წვიმა
87,Schnee::N,雪,თოვლი
88,Eis::N,氷,თოში
89,Eis::N,氷,ყინული
90,Frost::N,霜,ყინვა
91,Kälte::N,寒さ,სიცივე
92,Hitze::N,暑さ,სიცხე
93,Raureif::N,霧氷,ჭირხლი
94,Raureif::N,霧氷,თრთვილი
95,Regenbogen::N,虹,ცისარტყელა
96,Donner::N,雷,ქუხილი
97,Strömung::N,流れ,დინება
98,Tropfen::N,滴,წვეთი
99,Schaum::N,泡,ქაფი
100,Schaum::N,泡,დორბლი
101,Schmutz::N,汚れ,ჭუჭყი
102,Schmutz::N,汚れ,ტალახი
103,See::N,湖,ტბა
104,Sumpf::N,沼,ჭაობი
105,Moor::N,湿原,ტორფნარი
106,Wiese::N,草原,ველი
107,Wiese::N,草原,მდელო
108,Wald::N,森,ტყე
109,Hügel::N,丘,ბორცვი
110,Anhöhe::N,高み,მაღლობი
111,Berg::N,山,მთა
112,Gipfel::N,頂上,მწვერვალი
113,Höhle::N,洞窟,მღვიმე
114,Höhle::N,洞窟,გამოქვებული
115,Abhang::N,斜面,ფერდობი
116,Quelle::N,泉,წყარო
117,Quelle::N,泉,სათავე
118,Bach::N,小川,რუ
119,Bach::N,小川,ნაკადული
120,Fluss::N,川,მდინარე
121,Ufer::N,岸,კიდე
122,Ufer::N,岸,ნაპირი
123,Küste::N,海岸,ნაპირი
124,Festland::N,陸,ხმელეთი
125,Meer::N,海,ზღვა
126,Bucht::N,湾,ყურე
127,Insel::N,島,კუნძული
128,Blume::N,花,ყვავილი
129,Gras::N,草,ბალახი
130,Wurzel::N,根,ძირი
131,Wurzel::N,根,ფესვი
132,Baum::N,木,ხე
133,Stamm::N,幹,ტანი
134,Rinde::N,皮層,ქერქი
135,Ast::N,枝,ტოტი
136,Zweig::N,小枝,შტო
137,Blatt::N,葉,ფოთოლი
138,Birke::N,樺,არყი
139,Kiefer[Baum]::N,松,ფიჭვი
140,Weide[Baum]::N,柳,ტირიფი
141,Tanne::N,樅,ნაძვი
142,Horn::N,角,რქა
143,Feder::N,羽根,ფრთა
144,Fell::N,毛皮,ტყავი
145,Flügel::N,羽,ფრთა
146,Klaue::N,鉤爪,კლანჭი
147,Kralle::N,爪,ტორი
148,Schwanz::N,尻尾,კუდი
149,Ei::N,卵,კვერცხი
150,Nest::N,巣,ბუდე
151,Bau::N,穴,სორო
152,Tier::N,動物,ნადირი
153,Tier::N,動物,ცხოველი
154,Herde::N,群れ,ფარა
155,Kuh::N,牛,ფური
156,Kuh::N,牛,ძროხა
157,Bulle::N,雄牛,ხარი
158,Pferd::N,馬,რაში
159,Pferd::N,馬,ცხენი
160,Schaf::N,羊,ცხვარი
161,Schwein::N,豚,ღორი
162,Hund::N,犬,ძაღლი
163,Katze::N,猫,კატა
164,Bär::N,熊,დათვი
165,Eichhörnchen::N,栗鼠,ციყვი
166,Elch::N,ヘラジカ,ცხენ-ირემი
167,Fuchs::N,狐,მელა
168,Hase::N,兎,კურდღელი
169,Maus::N,鼠,თაგვი
170,Wolf::N,狼,მგელი
171,Vogel::N,鳥,ჩიტი
172,Vogel::N,鳥,ფრინველი
173,Schwarm::N,群れ,გუნდი
174,Huhn::N,鶏,დედალი
175,Hahn::N,雄鶏,მამალი
176,Gans::N,ガチョウ,ბატი
177,Adler::N,鷲,არწივი
178,Ente::N,鴨,იხვი
179,Eule::N,フクロウ,ბუ
180,Kranich::N,鶴,წერო
181,Krähe::N,烏,ყვავი
182,Kuckuck::N,郭公,გუგული
183,Schwan::N,白鳥,გედი
184,Fisch::N,魚,თევზი
185,Barsch::N,鱸,ქორჭილა
186,Hecht::N,川魳,ქარიყლაპია
187,Schlange[Tier]::N,蛇,გველი
188,Wurm::N,虫,ჭია
189,Spinne::N,蜘蛛,ობობა
190,Ameise::N,蟻,ჭიანჭველა
191,Laus::N,虱,ტილი
192,Laus::N,虱,მკბენარი
193,Mücke::N,蚊,კოღო
194,Fliege::N,蝿,ბუზი
195,Schmetterling::N,蝶,პეპელა
196,Beere::N,漿果,კენკრა
197,Apfel::N,林檎,ვაშლი
198,Pilz::N,茸,სოკო
199,Zwiebel::N,玉葱,ხახვი
200,Saat::N,種,თესლი
201,Korn::N,粒,მარცვალი
202,Heu::N,干し草,თივა
203,Schale::N,皮,ჩენჩო
204,Grube::N,穴,ორმო
205,Falle::N,わな,ხაფანგი
206,Schlinge::N,輪,მახე
207,Spur::N,跡,კვალი
208,Asche::N,灰,ფერფლი
209,Dreck::N,泥,ტალახი
210,Dreck::N,泥,სიბინძურე
211,Eisen::N,鉄,რკინა
212,Gold::N,金,ოქრო
213,Silber::N,銀,ვერცხლი
214,Kohle::N,炭,ნახშირი
215,Glas::N,ガラス,მინა
216,Lehm::N,ローム,თიხა
217,Sand::N,砂,ქვიშა
218,Mensch::N,人,ადამიანი
219,Mann::N,男,კაცი
220,Mann::N,男性,კაცი
221,Frau::N,女,ქალი
222,Frau::N,女性,ქალი
223,Kind::N,子,ბავშვი
224,Kind::N,子供,ბავშვი
225,Junge::N,男の子,ვაჟი
226,Mädchen::N,女の子,გოგო
227,Familie::N,家族,ოჯახი
228,Großvater::N,祖父,პაპა
229,Großvater::N,祖父,ბაბუა
230,Großvater::N,おじいさん,პაპა
231,Großvater::N,おじいさん,ბაბუა
232,Großmutter::N,祖母,ბებია
233,Großmutter::N,祖母,დიდედა
234,Großmutter::N,おばあさん,ბებია
235,Großmutter::N,おばあさん,დიდედა
236,Eltern::N,親,მშობლები
237,Eltern::N,両親,მშობლები
238,Vater::N,父,მამა
239,Vater::N,お父さん,მამა
240,Mutter::N,母,დედა
241,Mutter::N,お母さん,დედა
242,Sohn::N,息子,ვაჟიშვილი
243,Sohn::N,息子さん,ვაჟიშვილი
244,Tochter::N,娘,ქალიშვილი
245,Tochter::N,お嬢さん,ქალიშვილი
246,Bruder::N,弟,ძმა
247,Schwester::N,妹,და
248,Onkel::N,伯父,ბიძა
249,Onkel::N,伯父さん,ბიძა
250,Tante::N,叔母,დეიდა
251,Tante::N,叔母,მამიდა
252,Tante::N,叔母さん,დეიდა
253,Tante::N,叔母さん,მამიდა
254,Ehemann::N,夫,ქმარი
255,Ehemann::N,主人,ქმარი
256,Ehefrau::N,妻,ცოლი
257,Ehefrau::N,奥さん,ცოლი
258,Freude::N,喜び,სიხარული
259,Gelächter::N,笑い,სიცილი
260,Glück::N,幸せ,ბედნიერება
261,Kummer::N,悩み,მწუხარება
262,Wunsch::N,希望,წადილი
263,Wunsch::N,希望,სურვილი
264,Lust::N,気,წადილი
265,Geist::N,精神,სული
266,Gedanke::N,考え,ფიქრი
267,Gedächtnis::N,記憶,მეხსიერება
268,Verstand::N,理解力,ჭკუა
269,Verstand::N,理解力,გონება
270,Sinn::N,意味,მნიშვნელობა
271,Grund::N,理由,მიზეზი
272,Wahrheit::N,真実,სიმართლე
273,Wahrheit::N,真実,ჭეშმარიტება
274,Gespräch::N,会話,ბაასი
275,Gespräch::N,会話,საუბარი
276,Märchen::N,童話,არაკი
277,Märchen::N,童話,ზღაპარი
278,Erzählung::N,物語,თქმულება
279,Nachricht::N,報告,ცნობა
280,Nachricht::N,報告,ამბავი
281,Neuigkeit::N,ニュース,სიახლე
282,Name::N,名前,სახელი
283,Rätsel::N,謎,გამოცანა
284,Rede::N,演説,სიტყვა
285,Sprache::N,言語,ენა
286,Stimme::N,声,ხმა
287,Wort::N,言葉,სიტყვა
288,Zeichen::N,記号,ნიშანი
289,Ruf::N,呼び声,ძახილი
290,Lärm::N,騒音,ხმაური
291,Laut::N,音,ხმა
292,Laut::N,音,ბგერა
293,Ton::N,音,ტონი
294,Lied::N,歌,სიმღერა
295,Ruhe::N,静けさ,სიწყნარე
296,Leute::N,人々,ადამიანები
297,Volk::N,民族,ერი
298,Volk::N,民族,ხალხი
299,Arbeit::N,仕事,მუშაობა
300,Gast::N,客,სტუმარი
301,Geschenk::N,贈り物,საჩუქარი
302,Spiel::N,遊び,თამაში
303,Gesellschaft::N,社会,საზოგადოება
304,Hilfe::N,援助,შველა
305,Hilfe::N,援助,დახმარება
306,Freund::N,友達,მეგობარი
307,Kamerad::N,同志,ამხანაგი
308,Angelegenheit::N,件,საქმე
309,Anzahl::N,数,ოდენობა
310,Art::N,種類,სახეობა
311,Stück::N,部分,ნატეხი
312,Teil::N,部分,წილი
313,Hälfte::N,半分,ნახევარი
314,Kreis::N,円,წრე
315,Kreuz::N,十字,ჯვარი
316,Linie::N,線,ხაზი
317,Strich::N,線,შტრიხი
318,Abstand::N,距離,მანძილი
319,Entfernung::N,距離,სიშორე
320,Gegend::N,辺,არე
321,Gegend::N,辺,მხარე
322,Gegend::N,地域,არე
323,Gegend::N,地域,მხარე
324,Platz::N,ゆとり,ფართობი
325,Ort::N,所,ადგილი
326,Ort::N,場所,ადგილი
327,Seite::N,横,მხარე
328,Mitte::N,真ん中,შუა
329,Gegenstand::N,物件,საგანი
330,Sache::N,物,ნივთი
331,Rand::N,端,კიდე
332,Kante::N,縁,ნაწიბული
333,Ecke::N,角,კუთხე
334,Spitze::N,先頭,წვეტი
335,Ende::N,端,ბოლო
336,Loch::N,穴,ხვრელი
337,Winkel::N,片隅,კუთხე
338,Muster::N,模様,მოხატულობა
339,Größe::N,大きさ,ზომა
340,Größe::N,大きさ,სიდიდე
341,Länge::N,長さ,სიგრძე
342,Höhe::N,高さ,სიმაღლე
343,Gewicht::N,重さ,წონა
344,Menge::N,量,რაოდენობა
345,Haufen::N,堆積,გროვა
346,Reihe::N,並び,რიგი
347,Reihe::N,並び,წყება
348,Boot::N,ボート,გემი
349,Ruder::N,オール,ხოფი
350,Ruder::N,オール,ნიჩაბი
351,Schlitten::N,そり,მარხილი
352,Ski::N,スキー,თხილამური
353,Lagerfeuer::N,篝火,კოცონი
354,Last::N,荷物,ტვირთი
355,Gang::N,歩み,სვლა
356,Schritt::N,歩,ბიჯი
357,Norden::N,北,ჩრდილოეთი
358,Süden::N,南,სამხრეთი
359,Westen::N,西,დასავლეთი
360,Osten::N,東,აღმოსავლეთი
361,Holz::N,木,ხე
362,Holz::N,木材,ხე
363,Brett::N,板,დაფა
364,Brett::N,板,ფიცარი
365,Platte::N,盤,თლილი ქვა
366,Stütze::N,支柱,საყრდენი
367,Stange::N,棒,ჭოკი
368,Stock::N,杖,კეტი
369,Stab::N,棒,ლატანი
370,Rohr::N,管,მილაკი
371,Haus::N,家,სახლი
372,Heim::N,家,ოჯახის კერა
373,Ofen::N,ストーブ,ღუმელი
374,Fußboden::N,床,იატაკი
375,Tisch::N,机,სუფრა
376,Tisch::N,机,მაგიდა
377,Stuhl::N,椅子,სკამი
378,Wiege::N,揺籃,აკვანი
379,Bett::N,ベッド,საწოლი
380,Bett::N,ベッド,სარეცელი
381,Regal::N,棚,თაროები
382,Kiste::N,箱,ყუთი
383,Kiste::N,箱,სკივრი
384,Fenster::N,窓,ფანჯარა
385,Fenster::N,窓,სარკმელი
386,Tür::N,戸,ბჭე
387,Tür::N,戸,კარი
388,Tür::N,ドア,ბჭე
389,Tür::N,ドア,კარი
390,Tor::N,門,ჭიშკარი
391,Zaun::N,垣根,ღობე
392,Zaun::N,垣根,გალავანი
393,Dach::N,屋根,სახურავი
394,Leiter::N,梯子,კიბე
395,Besen::N,ほうき,ცოცხი
396,Spaten::N,スコップ,ნიჩაბი
397,Schaufel::N,シャベル,ბარი
398,Gabel::N,フォーク,ჩანგალი
399,Löffel::N,スプーン,კოვზი
400,Messer::N,ナイフ,დანა
401,Nagel::N,釘,ლურსმანი
402,Netz::N,網,ბადე
403,Haken::N,鉤,კავი
404,Haken::N,鉤,კაუჭი
405,Haken::N,フック,კავი
406,Haken::N,フック,კაუჭი
407,Griff::N,取っ手,ტარი
408,Schloss::N,錠,კლიტე
409,Schloss::N,錠,საკეტი
410,Bild::N,絵,სურათი
411,Figur::N,像,ფიგურა
412,Puppe::N,人形,თოჯინა
413,Beutel::N,袋,პარკი
414,Bündel::N,束,გალა
415,Bündel::N,束,ასხმა
416,Bündel::N,包み,გალა
417,Bündel::N,包み,ასხმა
418,Tasche::N,かばん,ჩანთა
419,Eimer::N,バケツ,ჩამჩა
420,Deckel::N,蓋,ხუფი
421,Deckel::N,蓋,სარქველი
422,Geschirr::N,食器,ჭურჭელი
423,Sack::N,袋,ტომარა
424,Tasse::N,カップ,ფინჯანი
425,Topf::N,鍋,ქოთანი
426,Kessel::N,釜,ქვაბი
427,Essen::N,食事,ჭამა
428,Nahrung::N,食物,საზრდო
429,Nahrung::N,食物,საკვები
430,Speise::N,料理,საჭმელი
431,Fleisch::N,肉,ხორცი
432,Getreide::N,麦,მარცვლოვანი
433,Getreide::N,穀物,მარცვლოვანი
434,Brei::N,粥,ფაფა
435,Brot::N,パン,პური
436,Scheibe::N,枚,ნაჭერი
437,Scheibe::N,切れ,ნაჭერი
438,Fett::N,脂肪,ქონი
439,Fett::N,脂肪,ცხიმი
440,Butter::N,バター,კარაქი
441,Öl::N,油,ზეთი
442,Salz::N,塩,მარილი
443,Suppe::N,スープ,სუფი
444,Honig::N,蜂蜜,თაფლი
445,Milch::N,牛乳,რძე
446,Tee::N,茶,ჩაი
447,Tee::N,お茶,ჩაი
448,Leder::N,革,ტყავი
449,Wolle::N,毛糸,მატყლი
450,Stoff::N,布,ქსოვილი
451,Nadel::N,針,ნემსი
452,Faden::N,糸,ძაფი
453,Faden::N,糸,მკედი
454,Knopf::N,ボタン,ღილი
455,Knoten::N,結び目,ნასკვი
456,Farbe::N,ペンキ,საღებავი
457,Kleidung::N,衣服,ტანსაცმელი
458,Hemd::N,シャツ,ხალათი
459,Hemd::N,シャツ,პერანგი
460,Kragen::N,襟,საყელო
461,Ärmel::N,袖,სახელო
462,Hose::N,ズボン,შარვალი
463,Gürtel::N,帯,ქამარი
464,Gürtel::N,ベルト,ქამარი
465,Mütze::N,帽子,ქუდი
466,Schuh::N,靴,ფეხსაცმელი
467,Stiefel::N,ブーツ,ჩექმა
468,Ring::N,輪,ბეჭედი
469,Band::N,リボン,ბაფთი
470,Kamm::N,櫛,სავარცხელი
471,Spiegel::N,鏡,სარკე
472,Riemen::N,緒,ღვედი
473,Schnur::N,紐,ლარი
474,Leine::N,綱,ჯაჭვი
475,Decke::N,掛け布団,საბანი
476,Kissen::N,枕,ბალიში
477,Tuch::N,スカーフ,მაუდი
478,Tuch::N,スカーフ,თავშალი
479,Handtuch::N,タオル,ხელსახოცი
480,Kraft::N,力,ძალა
481,Stärke::N,強さ,ღონე
482,Gesundheit::N,健康,ჯანმრთელობა
483,Krankheit::N,病気,სენი
484,Krankheit::N,病気,ავადმყოფობა
485,Schmerz::N,痛み,ტკივილი
486,Wunde::N,傷,იარი
487,Wunde::N,傷,ჭრილობა
488,Fieber::N,熱,ციება
489,Arznei::N,薬,წამალი
490,Brücke::N,橋,ხიდი
491,Brunnen::N,井戸,ჭა
492,Weide::N,牧場,საძოვარი
493,Pfad::N,小路,ბილიკი
494,Weg::N,道,გზა
495,Straße::N,街道,შარაგზა
496,Dorf::N,村,დაბა
497,Dorf::N,村,სოფელი
498,Stadt::N,町,ქალაქი
499,Stadt::N,都市,ქალაქი
500,Brief::N,手紙,წერილი
501,Buch::N,本,წიგნი
502,Buchstabe::N,文字,ასო
503,Zeitung::N,新聞,გაზეთი
504,Leben::N,生活,სიცოცხლე
505,Tod::N,死,სიკვდილი
506,Grab::N,墓,სამარე
507,Grab::N,墓,საფლავი
508,Kirche::N,教会,ეკლესია
509,Sünde::N,罪,ცოდვა
510,Gott::N,神,ღმერთი
511,Arbeiter::N,労働者,მუშა
512,Chef::N,上司,გამგე
513,Meister::N,達人,ოსტატი
514,Meister::N,マイスター,ოსტატი
515,Arzt::N,医者,ექიმი
516,Arzt::N,医者,მკურნალი
517,Lehrer::N,先生,მასწავლებელი
518,Geld::N,金,ფული
519,Geschäft::N,取り引き,საქმე
520,Geschäft::N,取り引き,ბიზნესი
521,Laden::N,店,დუქანი
522,Laden::N,店,მაღაზია
523,Preis::N,値段,ფასი
524,Ware::N,商品,საქონელი
525,Nutzen::N,利益,ხეირი
526,Reichtum::N,豊かさ,სიმდიდრე
527,Welt::N,世界,მსოფლიო
528,Land::N,国,მხარე
529,Land::N,国,ქვეყანა
530,Staat::N,国家,სახელმწიფო
531,König::N,国王,მეფე
532,Macht::N,権力,ძლიერება
533,Grenze::N,国境,ზღვარი
534,Krieg::N,戦争,ომი
535,Feind::N,敵,მტერი
536,Gewalt::N,暴力,სისასტიკე
537,Kampf::N,戦い,ბრძოლა
538,Bogen[Waffe]::N,弓,მშვილდი
539,Pfeil::N,矢,ისარი
540,Pfeil::N,矢,მახვილი
541,Gewehr::N,銃,თოფი
542,Gewehr::N,銃,შაშხანა
543,Fehler::N,間違い,შეცდომა
544,Lüge::N,嘘,სიცრუე
545,Schaden::N,損害,ვნება
546,Unglück::N,不幸,ხიფათი
547,Unglück::N,不幸,უბედურება
548,Schuld::N,罪,ბრალი
549,Alter::N,年,ასაკი
550,Alter::N,年齢,ასაკი
551,Schluss::N,終わり,ბოლო
552,Schluss::N,終わり,დასასრული
553,Zeit::N,時,დრო
554,Zeit::N,時間,დრო
555,Tag::N,日,დღე
556,Morgen::N,朝,დილა
557,Mittag::N,昼,შუადღე
558,Abend::N,晩,საღამო
559,Abend::N,夕方,საღამო
560,Nacht::N,夜,ღამე
561,Woche::N,週,კვირა
562,Monat::N,月,თვე
563,Jahr::N,年,წელი
564,Frühling::N,春,გაზაფხული
565,Sommer::N,夏,ზაფხული
566,Herbst::N,秋,შემოდგომა
567,Winter::N,冬,ზამთარი
568,Januar::N,一月,იანვარი
569,Februar::N,二月,თებერვალი
570,März::N,三月,მარტი
571,April::N,四月,აპრილი
572,Mai::N,五月,მაისი
573,Juni::N,六月,ივნისი
574,Juli::N,七月,ივლისი
575,August::N,八月,აგვისტო
576,September::N,九月,სექტემბერი
577,Oktober::N,十月,ოქტომბერი
578,November::N,十一月,ნოემბერი
579,Dezember::N,十二月,დეკემბერი
580,Montag::N,月曜日,ორშაბათი
581,Dienstag::N,火曜日,სამშაბათი
582,Mittwoch::N,水曜日,ოთხშაბათი
583,Donnerstag::N,木曜日,ხუთშაბათი
584,Freitag::N,金曜日,პარასკევი
585,Samstag::N,土曜日,შაბათი
586,Sonntag::N,日曜日,კვირა
587,groß::A,大きい,დიდი
588,klein::A,小さい,მცირე
589,klein::A,小さい,პატარა
590,lang::A,長い,გრძელი
591,kurz::A,短い,მოკლე
592,breit::A,広い,ფართო
593,breit::A,広い,განიერი
594,schmal::A,狭い,ვიწრო
595,schmal::A,狭い,წვრილი
596,dicht::A,密な,მჭიდრო
597,dick[Gegenstand]::A,厚い,სქელი
598,dünn::A,薄い,წვრილი
599,fein::A,細い,თხელი
600,fest::A,硬い,მყარი
601,flach::A,平らな,ბრტყელი
602,glatt::A,滑らかな,გლუ
603,hart::A,堅い,მაგარი
604,weich::A,柔らかい,რბილი
605,rund::A,丸い,მრგვალი
606,spitz::A,尖った,წვეტიანი
607,scharf::A,鋭い,მჭრელი
608,stumpf::A,鈍い,ბლაგვი
609,schwer::A,重い,მძიმე
610,schön::A,綺麗な,ლამაზი
611,heiß::A,熱い,ცხელი
612,warm::A,温かい,თბილი
613,kalt::A,寒い,ცივი
614,kalt::A,冷たい,ცივი
615,kühl::A,涼しい,გრილი
616,frisch::A,ひんやりした,სუფთა
617,feucht::A,湿った,ნოტიო
618,nass::A,濡れた,სველი
619,trocken::A,乾いた,მშრალი
620,voll::A,いっぱいの,სავსე
621,leer::A,空の,ცარიელი
622,offen::A,開いた,ღია
623,offen::A,開いた,გაშლილი
624,geschlossen::A,閉まった,დახურული
625,sauber::A,清潔な,სუფთა
626,sauber::A,清潔な,წმინდა
627,schmutzig::A,汚い,ტალახიანი
628,roh::A,生の,უმი
629,reif::A,熟した,მწიფე
630,lecker::A,美味しい,გემრიელი
631,süß::A,甘い,ტკბილი
632,bitter::A,苦い,მწარე
633,sauer::A,酸っぱい,მჟავე
634,hell::A,明るい,ნათელი
635,dunkel::A,暗い,ბნელი
636,schwarz::A,黒い,შავი
637,weiß::A,白い,თეთრი
638,rot::A,赤い,წითელი
639,gelb::A,黄色い,ყვითელი
640,blau::A,青い,ლურჯი
641,blau::A,青い,ცისფერი
642,grün::A,緑の,მწვანე
643,grau::A,灰色の,რუხი
644,grau::A,灰色の,ნაცრისფერი
645,bunt::A,色取り取りの,ჭრელი
646,bunt::A,色取り取りの,ფერადი
647,billig::A,安い,იაფი
648,teuer::A,高い,ძვირი
649,wertvoll::A,貴重な,ღირსიანი
650,blind::A,盲目の,ბრმა
651,taub::A,耳が聞こえない,ყრუ
652,kräftig::A,強力な,ძალავანი
653,stark::A,強い,ძლიერი
654,stark::A,強い,ღონიერი
655,schwach::A,弱い,სუსტი
656,fett::A,太った,სქელი
657,schlank::A,ほっそりした,გამხდარი
658,hübsch::A,素敵な,ეშხიანი
659,hübsch::A,素敵な,მშვენიერი
660,böse::A,悪い,ავი
661,böse::A,悪い,ბოროტი
662,dumm::A,馬鹿な,ბოთე
663,dumm::A,馬鹿な,სულელი
664,faul::A,怠惰な,ზანტი
665,faul::A,怠惰な,ზარმაცი
666,fleißig::A,勤勉な,ბეჯითი
667,fleißig::A,勤勉な,მუყაითი
668,geizig::A,けちな,ძუნწი
669,klug::A,賢い,ჭკვიანი
670,klug::A,頭のいい,ჭკვიანი
671,geschickt::A,器用な,მარჯვე
672,geschickt::A,器用な,გაწაფული
673,lieb::A,愛らしい,სატრფიალო
674,lustig::A,楽しい,მხიარული
675,sanft::A,温和な,ალერსიანი
676,sanft::A,温和な,გრძნობიერი
677,hungrig::A,空腹の,მშიერი
678,krank::A,病気の,სნეული
679,krank::A,病気の,ავადმყოფი
680,nackt::A,裸の,ტიტველი
681,traurig::A,悲しい,მწუხარე
682,traurig::A,悲しい,სევდიანი
683,lebendig::A,生きた,ცოცხალი
684,gut::A,良い,კარგი
685,schlecht::A,悪い,უხეირო
686,schlecht::A,駄目な,უხეირო
687,richtig::A,正しい,ნამდვილი
688,schlimm::A,ひどい,ცუდი
689,wahr::A,本当の,სწორი
690,wahr::A,本当の,ჭეშმარიტი
691,alt::A,古い,ძველი
692,neu::A,新しい,ახალი
693,ehemalig::A,以前の,ყოფილი
694,alt[Lebewesen]::A,年を取った,ბებერი
695,jung::A,若い,ნორჩი
696,jung::A,若い,ახალგაზრდა
697,arm::A,貧乏な,ღარიბი
698,reich::A,裕福な,მდიდარი
699,bekannt::A,有名な,ცნობილი
700,berühmt::A,有名な,გამოჩენილი
701,fremd::A,見知らぬ,უცხო
702,fremd::A,見知らぬ,გარეშე
703,verschieden::A,色々な,სხვაგვარი
704,nah::A,近い,ახლო
705,fern::A,遠い,შორი
706,fern::A,遠い,შორეული
707,linker::A,左の,მარცხენა
708,rechter::A,右の,მარჯვენა
709,anderer::A,別の,სხვა
710,erster::A,一番目,პირველი
711,zweiter::A,二番目,მეორე
712,dritter::A,三番目,მესამე
713,letzter::A,最後の,ბოლო
714,letzter::A,最後の,უკანასკნელი
715,allein::ADV,一人で,მარტო
716,auf einmal::ADV,同時に,ერთდროულად
717,zusammen::ADV,一緒に,ერთად
718,lange::ADV,長い間,დიდხანს
719,plötzlich::ADV,急に,მოულოდნელად
720,sofort::ADV,すぐに,ახლავე
721,später::ADV,後で,მოგვიანებით
722,jetzt::ADV,今,ახლა
723,heute::ADV,今日,დღეს
724,morgen::ADV,明日,ხვალ
725,bald::ADV,間もなく,მალე
726,dann::ADV,それから,მერე
727,gestern::ADV,昨日,გუშინ
728,einst::ADV,過去に,ოდესღაც
729,damals::ADV,あの時,მაშინ
730,danach::ADV,その後で,მერმე
731,danach::ADV,その後で,შემდეგ
732,vorher::ADV,以前に,ადრე
733,vorher::ADV,以前に,წინათ
734,zuerst::ADV,まず,ჯერ
735,zuerst::ADV,最初に,ჯერ
736,einmal::ADV,一回,ერთხელ
737,manchmal::ADV,時々,ხან
738,manchmal::ADV,時々,ზოგჯერ
739,oft::ADV,よく,ხშირად
740,immer::ADV,いつも,მუდამ
741,immer::ADV,いつも,ყოველთვის
742,niemals::ADV,一度も...ない,არასდროს
743,hier::ADV,こちら,აქ
744,hierhin::ADV,ここへ,აქეთ
745,hierhin::ADV,こちらへ,აქეთ
746,von hier::ADV,ここから,აქედან
747,dort::ADV,そちら,იქ
748,dorthin::ADV,そこへ,იქით
749,dorthin::ADV,そちらへ,იქით
750,geradeaus::ADV,真っ直ぐに,პირდაპირ
751,vorwärts::ADV,前へ,წინ
752,rückwärts::ADV,後ろへ,უკან
753,zurück::ADV,後ろへ,უკანვე
754,unten::ADV,下に,დაბლა
