,Concept_ID,hi,cs
96,Geruch::N,बू,vůně
97,Geruch::N,बू,zápach
98,Geruch::N,गंध,vůně
99,Geruch::N,गंध,zápach
100,Schlaf::N,नींद,spánek
101,Schlaf::N,निद्रा,spánek
102,Traum::N,सपना,sen
103,Traum::N,स्वप्न,sen
104,Himmel::N,आकाश,nebe
105,Himmel::N,आसमान,nebe
106,Sonne::N,रवि,slunce
107,Sonne::N,सूरज,slunce
108,Sonne::N,सूर्य,slunce
109,Mond::N,चाँद,měsíc
110,Mond::N,चंद्र,měsíc
111,Stern::N,तारा,hvězda
112,Stern::N,सितारा,hvězda
113,Luft::N,हवा,vzduch
114,Luft::N,वायु,vzduch
115,Wind::N,पाद,vítr
116,Welle::N,लहर,vlna
117,Welle::N,तरंग,vlna
118,Wasser::N,जल,voda
119,Wasser::N,पानी,voda
120,Stein::N,पत्थर,kámen
121,Boden::N,मिट्टी,půda
122,Erde::N,भूमि,země
123,Erde::N,ज़मीन,země
124,Staub::N,धूल,prach
125,Rauch::N,धूआँ,dým
126,Rauch::N,धूआँ,kouř
127,Rauch::N,धुम्र,dým
128,Rauch::N,धुम्र,kouř
129,Funke::N,चिनगारी,jiskra
130,Funke::N,स्फुलिंग,jiskra
131,Feuer::N,आग,oheň
132,Feuer::N,आतिश,oheň
133,Feuer::N,अग्नि,oheň
134,Licht::N,रोशनी,světlo
135,Licht::N,प्रकाश,světlo
136,Schatten::N,छाया,stín
137,Schatten::N,परछाई,stín
138,Wetter::N,ऋतु,počasí
139,Wetter::N,मौसम,počasí
140,Nebel::N,धुँध,mlha
141,Nebel::N,कुहरा,mlha
142,Wolke::N,मेघ,mrak
143,Wolke::N,मेघ,oblak
144,Wolke::N,अभ्र,mrak
145,Wolke::N,अभ्र,oblak
146,Regen::N,मेंह,déšť
147,Regen::N,बारिश,déšť
148,Schnee::N,हिम,sníh
149,Schnee::N,बर्फ़,sníh
150,Eis::N,हिम,led
151,Eis::N,बर्फ़,led
152,Frost::N,ठंड,mráz
153,Kälte::N,सर्दी,chlad
154,Kälte::N,शीतलता,chlad
155,Hitze::N,ताप,horko
156,Hitze::N,गरमी,horko
157,Raureif::N,पाला,jinovatka
158,Regenbogen::N,इंद्र-धनुष,duha
159,Donner::N,गरज,hrom
160,Donner::N,मेघ-गर्जन,hrom
161,Strömung::N,बहाव,proudění
162,Strömung::N,प्रवाह,proudění
163,Tropfen::N,बूँद,kapka
164,Schaum::N,झाग,pěna
165,Schmutz::N,गंद,špína
166,Schmutz::N,कीचड़,špína
167,See::N,झील,jezero
168,See::N,सरोवर,jezero
169,Sumpf::N,दलदल,močál
170,Sumpf::N,दलदल,bažina
171,Sumpf::N,धँसान,močál
172,Sumpf::N,धँसान,bažina
173,Moor::N,झाबर,bažina
174,Moor::N,झाबर,slatina
175,Moor::N,धँसान,bažina
176,Moor::N,धँसान,slatina
177,Wiese::N,घास-स्थल,louka
178,Wald::N,जंगल,les
179,Hügel::N,टीला,kopec
180,Hügel::N,पहाड़,kopec
181,Anhöhe::N,टीला,pahorek
182,Anhöhe::N,पहाड़ी,pahorek
183,Berg::N,पहाड़,hora
184,Gipfel::N,शिखर,vrchol
185,Höhle::N,गुहा,jeskyně
186,Höhle::N,गुफ़ा,jeskyně
187,Abhang::N,ढाल,svah
188,Abhang::N,ढाल,stráň
189,Abhang::N,ढलान,svah
190,Abhang::N,ढलान,stráň
191,Quelle::N,चश्मा,pramen
192,Bach::N,सोता,potok
193,Bach::N,नदिका,potok
194,Fluss::N,नदी,řeka
195,Fluss::N,सरिता,řeka
196,Ufer::N,तट,břeh
197,Ufer::N,किनारा,břeh
198,Küste::N,समुद्र-तट,pobřeží
199,Festland::N,महाद्वीप,souš
200,Festland::N,महाद्वीप,pevnina
201,Meer::N,सागर,moře
202,Meer::N,समुद्र,moře
203,Bucht::N,खाड़ी,záliv
204,Bucht::N,खाड़ी,zátoka
205,Insel::N,टापू,ostrov
206,Insel::N,द्वीप,ostrov
207,Blume::N,फूल,květina
208,Blume::N,पुष्प,květina
209,Gras::N,घास,tráva
210,Wurzel::N,मूल,kořen
211,Baum::N,पेड़,strom
212,Baum::N,वृक्ष,strom
213,Stamm::N,धड़,kmen
214,Rinde::N,छाल,kůra
215,Rinde::N,वल्कल,kůra
216,Ast::N,डाल,větev
217,Ast::N,शाखा,větev
218,Zweig::N,टहनी,větev
219,Blatt::N,पत्र,lupen
220,Blatt::N,पत्ता,lupen
221,Birke::N,भूर्ज,bříza
222,Kiefer[Baum]::N,पाइन-वृक्ष,sosna
223,Kiefer[Baum]::N,पाइन-वृक्ष,borovice
224,Weide[Baum]::N,बेंत,vrba
225,Tanne::N,फ़र,jedle
226,Horn::N,सींग,roh
227,Horn::N,विषाण,roh
228,Feder::N,पर,pero
229,Feder::N,पंख,pero
230,Fell::N,खाल,srst
231,Fell::N,पशु-चर्म,srst
232,Flügel::N,पंख,křídlo
233,Flügel::N,डैना,křídlo
234,Klaue::N,पंजा,dráp
235,Klaue::N,पंजा,pazneht
236,Kralle::N,पंजा,dráp
237,Kralle::N,नाख़ून,dráp
238,Schwanz::N,पूँछ,ocas
239,Ei::N,अंडा,vejce
240,Nest::N,नीड़,hnízdo
241,Nest::N,घोंसला,hnízdo
242,Bau::N,बिल,nora
243,Bau::N,माँद,nora
244,Tier::N,पशु,zvíře
245,Tier::N,जानवर,zvíře
246,Herde::N,गल्ला,stádo
247,Kuh::N,गौ,kráva
248,Kuh::N,गाय,kráva
249,Bulle::N,साँड़,býk
250,Pferd::N,अश्व,kůň
251,Pferd::N,घोड़ा,kůň
252,Schaf::N,भेड़,ovce
253,Schwein::N,शूकर,vepř
254,Schwein::N,शूकर,prase
255,Hund::N,श्वान,pes
256,Hund::N,कुत्ता,pes
257,Katze::N,बिल्ली,kočka
258,Bär::N,रीछ,medvěd
259,Bär::N,भालू,medvěd
260,Eichhörnchen::N,गिलहरी,veverka
261,Elch::N,एल्क,los
262,Fuchs::N,लोमड़ी,liška
263,Hase::N,खरहा,zajíc
264,Hase::N,ख़रगोश,zajíc
265,Maus::N,मूष,myš
266,Maus::N,चूहा,myš
267,Wolf::N,वृक,vlk
268,Wolf::N,भेड़िया,vlk
269,Vogel::N,पक्षी,pták
270,Vogel::N,चिड़िया,pták
271,Schwarm::N,झुंड,roj
272,Schwarm::N,झुंड,hejno
273,Huhn::N,मुर्ग़ी,kuře
274,Huhn::N,मुर्ग़ी,slepice
275,Hahn::N,मुर्ग़ा,kohout
276,Gans::N,हंस,husa
277,Gans::N,हंसिनी,husa
278,Adler::N,उक़ाब,orel
279,Ente::N,बतख़,kachna
280,Ente::N,बत्तक,kachna
281,Eule::N,उल्लू,sova
282,Kranich::N,सारस,jeřáb
283,Kranich::N,क्रौंंच,jeřáb
284,Krähe::N,काक,vrána
285,Kuckuck::N,कोयल,kukačka
286,Kuckuck::N,कोकिल,kukačka
287,Schwan::N,हंस,labuť
288,Schwan::N,मराल,labuť
289,Fisch::N,मछली,ryba
290,Fisch::N,मत्स्य,ryba
291,Barsch::N,पर्च,okoun
292,Hecht::N,पाइक,štika
293,Schlange[Tier]::N,सर्प,had
294,Wurm::N,कृमि,červ
295,Wurm::N,कीड़ा,červ
296,Spinne::N,लूता,pavouk
297,Spinne::N,मकड़ी,pavouk
298,Ameise::N,चींटी,mravenec
299,Laus::N,जूँ,veš
300,Mücke::N,डाँस,komár
301,Fliege::N,मक्खी,moucha
302,Fliege::N,मक्षिका,moucha
303,Schmetterling::N,तितली,motýl
304,Beere::N,बेरी,bobule
305,Apfel::N,सेब,jablko
306,Pilz::N,खुंबी,houba
307,Zwiebel::N,प्याज़,cibule
308,Saat::N,बीज,osivo
309,Korn::N,दाना,zrno
310,Heu::N,मूखी घास,seno
311,Schale::N,बकला,slupka
312,Schale::N,बकला,skořápka
313,Schale::N,छिलका,slupka
314,Schale::N,छिलका,skořápka
315,Grube::N,गड्ढा,jáma
316,Falle::N,जाल,past
317,Falle::N,जाल,léčka
318,Falle::N,फँदा,past
319,Falle::N,फँदा,léčka
320,Schlinge::N,फँदा,smyčka
321,Spur::N,सुराग़,stopa
322,Spur::N,पद-चिह्न,stopa
323,Asche::N,राख,popel
324,Dreck::N,मैल,špína
325,Dreck::N,गंदगी,špína
326,Eisen::N,लोहा,železo
327,Gold::N,सोना,zlato
328,Gold::N,स्वर्ण,zlato
329,Silber::N,रजत,stříbro
330,Silber::N,चाँदी,stříbro
331,Kohle::N,कोयला,uhlí
332,Glas::N,काँच,sklo
333,Lehm::N,चिकनी मिट्टी,jíl
334,Lehm::N,चिकनी मिट्टी,hlína
335,Sand::N,रेत,písek
336,Sand::N,बालू,písek
337,Mensch::N,मानव,člověk
338,Mensch::N,इनसान,člověk
339,Mensch::N,मनुष्य,člověk
340,Mann::N,आदमी,muž
341,Mann::N,पुरुष,muž
342,Frau::N,औरत,žena
343,Frau::N,महिला,žena
344,Frau::N,स्त्री,žena
345,Kind::N,बाल,dítě
346,Kind::N,बच्चा,dítě
347,Junge::N,लड़का,hoch
348,Junge::N,लड़का,chlapec
349,Mädchen::N,लड़की,děvče
350,Mädchen::N,कुमारी,děvče
351,Familie::N,परिवार,rodina
352,Großvater::N,दादा,děd
353,Großvater::N,दादा,dědeček
354,Großmutter::N,नानी,babička
355,Eltern::N,माँ-बाप,rodiče
356,Eltern::N,माता-पिता,rodiče
357,Vater::N,बाप,otec
358,Vater::N,पिता,otec
359,Mutter::N,माँ,matka
360,Mutter::N,माता,matka
361,Sohn::N,बेटा,syn
362,Sohn::N,पुत्र,syn
363,Tochter::N,बेटी,dcera
364,Tochter::N,पुत्री,dcera
365,Bruder::N,भाई,bratr
366,Bruder::N,भ्राता,bratr
367,Schwester::N,बहन,sestra
368,Schwester::N,भगिनी,sestra
369,Onkel::N,ताऊ,strýc
370,Onkel::N,काका,strýc
371,Tante::N,बूआ,teta
372,Tante::N,फूफी,teta
373,Tante::N,ख़ाला,teta
374,Ehemann::N,पति,choť
375,Ehemann::N,पति,manžel
376,Ehemann::N,शौहर,choť
377,Ehemann::N,शौहर,manžel
378,Ehefrau::N,बीवी,choť
379,Ehefrau::N,बीवी,manželka
380,Freude::N,आनंद,radost
381,Freude::N,प्रसन्नता,radost
382,Gelächter::N,हँसी,smích
383,Gelächter::N,क़हक़हा,smích
384,Glück::N,आनंद,štěstí
385,Glück::N,ख़ुशी,štěstí
386,Kummer::N,शोक,žal
387,Kummer::N,शोक,trápení
388,Kummer::N,दुःख,žal
389,Kummer::N,दुःख,trápení
390,Wunsch::N,इच्छा,přání
391,Wunsch::N,अभिलाषा,přání
392,Lust::N,चाह,chuť
393,Lust::N,कामना,chuť
394,Geist::N,जान,duch
395,Geist::N,प्राण,duch
396,Gedanke::N,विचार,myšlenka
397,Gedächtnis::N,याददाश्त,paměť
398,Gedächtnis::N,स्मरण-शक्ति,paměť
399,Verstand::N,समझ,rozum
400,Verstand::N,अक़्ल,rozum
401,Verstand::N,बुद्धि,rozum
402,Sinn::N,अर्थ,smysl
403,Grund::N,वजह,důvod
404,Grund::N,कारण,důvod
405,Wahrheit::N,सत्य,pravda
406,Wahrheit::N,सच्चाई,pravda
407,Gespräch::N,चर्चा,rozhovor
408,Gespräch::N,वार्ता,rozhovor
409,Gespräch::N,बात-चीत,rozhovor
410,Märchen::N,क़िस्सा,pohádka
411,Erzählung::N,कथा,povídka
412,Erzählung::N,कहानी,povídka
413,Nachricht::N,सूचना,zpráva
414,Nachricht::N,समाचार,zpráva
415,Neuigkeit::N,ख़बर,novina
416,Neuigkeit::N,ख़बर,novinka
417,Neuigkeit::N,समाचार,novina
418,Neuigkeit::N,समाचार,novinka
419,Name::N,नाम,jméno
420,Rätsel::N,पहेली,hádanka
421,Rede::N,वचन,řeč
422,Rede::N,वचन,proslov
423,Rede::N,भाषण,řeč
424,Rede::N,भाषण,proslov
425,Sprache::N,भाषा,řeč
426,Sprache::N,भाषा,jazyk
427,Sprache::N,ज़बान,řeč
428,Sprache::N,ज़बान,jazyk
429,Stimme::N,स्वर,hlas
430,Stimme::N,आवाज़,hlas
431,Wort::N,शब्द,slovo
432,Wort::N,लफ़्ज़,slovo
433,Zeichen::N,निशान,znamení
434,Ruf::N,पुकार,zavolání
435,Ruf::N,आह्वान,zavolání
436,Lärm::N,शोर,hluk
437,Lärm::N,हुल्लड़,hluk
438,Laut::N,स्वर,zvuk
439,Laut::N,ध्वनि,zvuk
440,Ton::N,सुर,tón
441,Ton::N,स्वर,tón
442,Lied::N,गीत,píseň
443,Ruhe::N,आराम,klid
444,Ruhe::N,आराम,pokoj
445,Ruhe::N,ख़ामोशी,klid
446,Ruhe::N,ख़ामोशी,pokoj
447,Leute::N,लोग,lidé
448,Volk::N,क़ौम,národ
449,Volk::N,प्रजा,národ
450,Arbeit::N,काम,práce
451,Gast::N,अतिथि,host
452,Gast::N,मेहमान,host
453,Geschenk::N,उपहार,dar
454,Geschenk::N,तोहफ़ा,dar
455,Spiel::N,खेल,hra
456,Spiel::N,क्रीड़ा,hra
457,Gesellschaft::N,साथ,společnost
458,Hilfe::N,मदद,pomoc
459,Hilfe::N,सहायता,pomoc
460,Freund::N,मित्र,přítel
461,Kamerad::N,साथी,kamarád
462,Kamerad::N,कामरेड,kamarád
463,Angelegenheit::N,बात,záležitost
464,Angelegenheit::N,मामला,záležitost
465,Anzahl::N,तादाद,počet
466,Anzahl::N,संख्या,počet
467,Art::N,तरह,druh
468,Art::N,क़िस्म,druh
469,Stück::N,फाँक,kus
470,Stück::N,फाँक,kousek
471,Stück::N,टुकड़ा,kus
472,Stück::N,टुकड़ा,kousek
473,Teil::N,भाग,díl
474,Teil::N,भाग,část
475,Teil::N,हिस्सा,díl
476,Teil::N,हिस्सा,část
477,Hälfte::N,अर्धभाग,půl
478,Kreis::N,चक्कर,kruh
479,Kreuz::N,सलीब,kříž
480,Kreuz::N,क्रूस,kříž
481,Linie::N,लाइन,linka
482,Strich::N,लकीर,čára
483,Strich::N,लकीर,čárka
484,Abstand::N,अंतर,vzdálenost
485,Abstand::N,फ़ासला,vzdálenost
486,Entfernung::N,दूरी,vzdálenost
487,Entfernung::N,फ़ासला,vzdálenost
488,Gegend::N,इलाक़ा,krajina
489,Platz::N,जगह,prostor
490,Platz::N,स्थान,prostor
491,Ort::N,स्थल,místo
492,Ort::N,स्थान,místo
493,Seite::N,ओर,strana
494,Seite::N,तरफ़,strana
495,Mitte::N,बीच,střed
496,Mitte::N,बीच,prostředek
497,Mitte::N,मध्य,střed
498,Mitte::N,मध्य,prostředek
499,Gegenstand::N,चीज़,předmět
500,Gegenstand::N,पदार्थ,předmět
501,Sache::N,चीज़,věc
502,Sache::N,वस्तु,věc
503,Rand::N,छोर,kraj
504,Rand::N,छोर,okraj
505,Rand::N,उपांत,kraj
506,Rand::N,उपांत,okraj
507,Kante::N,कोर,hrana
508,Kante::N,किनारा,hrana
509,Ecke::N,कोना,roh
510,Ecke::N,नुक्कड़,roh
511,Spitze::N,नोक,hrot
512,Spitze::N,नोक,špička
513,Ende::N,छोर,konec
514,Ende::N,सिरा,konec
515,Loch::N,छेद,díra
516,Loch::N,सूराख़,díra
517,Winkel::N,कोण,kout
518,Winkel::N,कोना,kout
519,Muster::N,नमूना,vzor
520,Muster::N,डिज़ाइन,vzor
521,Größe::N,परिमाण,velikost
522,Größe::N,विस्तार,velikost
523,Länge::N,लंबाई,délka
524,Höhe::N,ऊँचाई,výška
525,Höhe::N,उच्चता,výška
526,Gewicht::N,भार,váha
527,Gewicht::N,वज़न,váha
528,Menge::N,मात्रा,množství
529,Haufen::N,ढेर,kupa
530,Haufen::N,ढेर,hromada
531,Haufen::N,अंबार,kupa
532,Haufen::N,अंबार,hromada
533,Reihe::N,क़तार,řada
534,Reihe::N,क़तार,řádek
535,Reihe::N,पंक्ति,řada
536,Reihe::N,पंक्ति,řádek
537,Boot::N,नाव,člun
538,Boot::N,नौका,člun
539,Ruder::N,चप्पू,veslo
540,Schlitten::N,बर्फ़-गाड़ी,sáně
541,Ski::N,स्की,lyže
542,Lagerfeuer::N,अलाव,táborák
543,Lagerfeuer::N,कैंप-फ़ायर,táborák
544,Last::N,भार,náklad
545,Last::N,भार,břemeno
546,Gang::N,चाल,chůze
547,Gang::N,चाल,chodba
548,Schritt::N,डग,krok
549,Schritt::N,क़दम,krok
550,Norden::N,उत्तर,sever
551,Süden::N,दक्खिन,jih
552,Westen::N,पश्चिम,západ
553,Osten::N,पूरब,východ
554,Holz::N,काठ,dřevo
555,Holz::N,काष्ठ,dřevo
556,Brett::N,पटरा,prkno
557,Brett::N,तख़्ता,prkno
558,Platte::N,फलक,deska
559,Platte::N,तख़्ता,deska
560,Stütze::N,टेक,opěra
561,Stütze::N,थूनी,opěra
562,Stange::N,छड़,tyč
563,Stange::N,छड़,tyčka
564,Stange::N,बाँस,tyč
565,Stange::N,बाँस,tyčka
566,Stock::N,लाठी,hůlka
567,Stab::N,लग्गा,hůl
568,Rohr::N,नल,trubka
569,Haus::N,घर,dům
570,Haus::N,मकान,dům
571,Heim::N,घर,domov
572,Heim::N,गृह,domov
573,Ofen::N,चूल्हा,kamna
574,Fußboden::N,फ़र्श,podlaha
575,Tisch::N,मेज़,stůl
576,Stuhl::N,कुरसी,židle
577,Wiege::N,पालना,kolébka
578,Wiege::N,हिंडोला,kolébka
579,Bett::N,खाट,postel
580,Bett::N,पलंग,postel
581,Regal::N,शेल्फ़,regál
582,Regal::N,शेल्फ़,police
583,Kiste::N,पेटी,bedna
584,Kiste::N,डिब्बा,bedna
585,Fenster::N,खिड़की,okno
586,Tür::N,द्वार,dveře
587,Tür::N,दरवाज़ा,dveře
588,Tor::N,फाटक,vrata
589,Zaun::N,बाड़ा,plot
590,Dach::N,छत,střecha
591,Dach::N,छप्पर,střecha
592,Leiter::N,सीढ़ी,žebřík
593,Besen::N,झाड़ू,koště
594,Besen::N,झाड़ू,smeták
595,Besen::N,बुहारी,koště
596,Besen::N,बुहारी,smeták
597,Spaten::N,कुदाल,rýč
598,Schaufel::N,बेलचा,lopata
599,Schaufel::N,फावड़ा,lopata
600,Gabel::N,काँटा,vidlička
601,Löffel::N,चम्मच,lžíce
602,Messer::N,छुरा,nůž
603,Messer::N,चाक़ू,nůž
604,Nagel::N,कील,hřebík
605,Nagel::N,मेख़,hřebík
606,Netz::N,जाल,síť
607,Haken::N,अंकुश,hák
608,Griff::N,मूठ,držadlo
609,Griff::N,हत्था,držadlo
610,Schloss::N,ताला,zámek
611,Bild::N,चित्र,obraz
612,Figur::N,मूर्ति,figura
613,Puppe::N,पुतली,panenka
614,Puppe::N,गुड़िया,panenka
615,Beutel::N,झोला,pytlík
616,Bündel::N,पुलिंदा,svazek
617,Tasche::N,बेग,taška
618,Tasche::N,बेग,brašna
619,Tasche::N,बस्ता,taška
620,Tasche::N,बस्ता,brašna
621,Eimer::N,बाल्टी,kýbl
622,Eimer::N,बाल्टी,vědro
623,Deckel::N,ढक्कन,víko
624,Deckel::N,ढक्कन,příklop
625,Geschirr::N,बरतन-भाँड़े,nádobí
626,Sack::N,बोरा,pytel
627,Tasse::N,प्याला,šálek
628,Topf::N,देग़चा,hrnec
629,Kessel::N,देग़,kotel
630,Kessel::N,बटलोई,kotel
631,Essen::N,खाना,jídlo
632,Nahrung::N,भोजन,strava
633,Nahrung::N,भोजन,potrava
634,Speise::N,खाना,jídlo
635,Speise::N,व्यंजन,jídlo
636,Fleisch::N,मांस,maso
637,Fleisch::N,गोश्त,maso
638,Getreide::N,अनाज,obilí
639,Brei::N,भरता,kaše
640,Brei::N,दलिया,kaše
641,Brot::N,रोटी,chléb
642,Scheibe::N,कतला,krajíc
643,Fett::N,वसा,tuk
644,Fett::N,वसा,omastek
645,Fett::N,चरबी,tuk
646,Fett::N,चरबी,omastek
647,Butter::N,मक्खन,máslo
648,Öl::N,तेल,olej
649,Salz::N,नमक,sůl
650,Suppe::N,सूप,polévka
651,Suppe::N,शोरबा,polévka
652,Honig::N,शहद,med
653,Milch::N,दूध,mléko
654,Tee::N,चाय,čaj
655,Leder::N,चमड़ा,kůže
656,Wolle::N,ऊन,vlna
657,Stoff::N,कपड़ा,látka
658,Nadel::N,सूई,jehla
659,Faden::N,डोरा,nit
660,Knopf::N,बटन,knoflík
661,Knopf::N,घुंडी,knoflík
662,Knoten::N,गाँठ,uzel
663,Knoten::N,गुत्थी,uzel
664,Farbe::N,रंग,barva
665,Farbe::N,वर्ण,barva
666,Kleidung::N,पहनावा,šaty
667,Kleidung::N,पहनावा,šatstvo
668,Hemd::N,कुरता,košile
669,Hemd::N,क़मीज़,košile
670,Kragen::N,गरदनी,límec
671,Kragen::N,गरेबान,límec
672,Ärmel::N,आस्तीन,rukáv
673,Hose::N,पैंट,kalhoty
674,Hose::N,पतलून,kalhoty
675,Gürtel::N,पेटी,pás
676,Gürtel::N,पेटी,opasek
677,Gürtel::N,मेखला,pás
678,Gürtel::N,मेखला,opasek
679,Mütze::N,टोपी,čepice
680,Schuh::N,जूता,bota
681,Stiefel::N,बूट,holínka
682,Ring::N,अँगूठी,prsten
683,Band::N,पट्टी,pásek
684,Kamm::N,कंघी,hřeben
685,Spiegel::N,आईना,zrcadlo
686,Spiegel::N,दर्पण,zrcadlo
687,Riemen::N,तसमा,řemen
688,Riemen::N,पट्टा,řemen
689,Schnur::N,डोरी,šňůra
690,Schnur::N,सुतली,šňůra
691,Leine::N,रस्सी,vodítko
692,Decke::N,रज़ाई,pokrývka
693,Decke::N,रज़ाई,přikrývka
694,Kissen::N,तकिया,polštář
695,Kissen::N,गाद्दा,polštář
696,Tuch::N,रूमाल,šátek
697,Tuch::N,वस्त्र,šátek
698,Handtuch::N,अँगोछा,ručník
699,Kraft::N,ज़ोर,síla
700,Kraft::N,शक्ति,síla
701,Stärke::N,बल,síla
702,Stärke::N,ताक़त,síla
703,Gesundheit::N,स्वास्थ्य,zdraví
704,Gesundheit::N,तंदुरुस्ती,zdraví
705,Krankheit::N,रोग,nemoc
706,Krankheit::N,रोग,choroba
707,Krankheit::N,बीमारी,nemoc
708,Krankheit::N,बीमारी,choroba
709,Schmerz::N,दर्द,bolest
710,Schmerz::N,पीड़ा,bolest
711,Wunde::N,घाव,rána
712,Wunde::N,ज़ख़्म,rána
713,Fieber::N,ज्वर,horečka
714,Fieber::N,बुख़ार,horečka
715,Arznei::N,दवा,lék
716,Arznei::N,औषाधि,lék
717,Brücke::N,पुल,most
718,Brücke::N,सेतु,most
719,Brunnen::N,कुआँ,studna
720,Weide::N,चरागाह,pastva
721,Weide::N,चरागाह,pastvina
722,Pfad::N,पथ,pěšina
723,Pfad::N,पगडंडी,pěšina
724,Weg::N,मार्ग,cesta
725,Straße::N,राह,silnice
726,Straße::N,रास्ता,silnice
727,Dorf::N,गाँव,vesnice
728,Dorf::N,ग्राम,vesnice
729,Stadt::N,शहर,město
730,Brief::N,ख़त,dopis
731,Brief::N,पत्र,dopis
732,Brief::N,चिट्ठी,dopis
733,Buch::N,किताब,kniha
734,Buch::N,पुस्तक,kniha
735,Buchstabe::N,अक्षर,písmeno
736,Zeitung::N,अख़बार,noviny
737,Zeitung::N,समाचार-पत्र,noviny
738,Leben::N,जीवन,život
739,Leben::N,ज़िंदगी,život
740,Tod::N,मौत,smrt
741,Tod::N,मृत्यु,smrt
742,Grab::N,क़ब्र,hrob
743,Kirche::N,चर्च,kostel
744,Kirche::N,गिरजा,kostel
745,Sünde::N,पाप,hřích
746,Sünde::N,गुनाह,hřích
747,Gott::N,देव,bůh
748,Gott::N,ईश्वर,bůh
749,Arbeiter::N,मज़दूर,dělník
750,Arbeiter::N,मज़दूर,pracovník
751,Chef::N,अध्यक्ष,šéf
752,Chef::N,अध्यक्ष,vedoucí
753,Meister::N,शिल्पज्ञ,mistr
754,Arzt::N,वैद्य,lékař
755,Arzt::N,डॉक्टर,lékař
756,Arzt::N,चिकित्सक,lékař
757,Lehrer::N,शिक्षक,učitel
758,Lehrer::N,अध्यापक,učitel
759,Geld::N,धन,peníze
760,Geld::N,पैसा,peníze
761,Geschäft::N,सौदा,obchod
762,Geschäft::N,व्यापार,obchod
763,Laden::N,दुकान,krám
764,Preis::N,दाम,cena
765,Preis::N,मूल्य,cena
766,Ware::N,माल,zboží
767,Ware::N,पण्य,zboží
