,Concept_ID,bg,sv
125,Hügel::N,хълм,kulle
126,Anhöhe::N,могила,höjd
127,Anhöhe::N,могила,backe
128,Anhöhe::N,възвишение,höjd
129,Anhöhe::N,възвишение,backe
130,Berg::N,планина,berg
131,Berg::N,планина,fjäll
132,Gipfel::N,връх,topp
133,Höhle::N,пещера,håla
134,Höhle::N,пещера,grotta
135,Abhang::N,склон,slänt
136,Abhang::N,склон,sluttning
137,Abhang::N,стръмнина,slänt
138,Abhang::N,стръмнина,sluttning
139,Quelle::N,извор,källa
140,Bach::N,поток,bäck
141,Fluss::N,река,älv
142,Fluss::N,река,flod
143,Ufer::N,бряг,strand
144,Küste::N,бряг,kust
145,Küste::N,крайбрежие,kust
146,Festland::N,суша,fastland
147,Meer::N,море,hav
148,Bucht::N,залив,vik
149,Bucht::N,залив,bukt
150,Insel::N,остров,ö
151,Blume::N,цвете,blomma
152,Blume::N,цвете,blomster
153,Gras::N,трева,gräs
154,Wurzel::N,корен,rot
155,Baum::N,дърво,träd
156,Stamm::N,стъбло,stam
157,Rinde::N,кора,bark
158,Ast::N,клон,gren
159,Zweig::N,клон,kvist
160,Blatt::N,лист,löv
161,Blatt::N,лист,blad
162,Birke::N,бреза,björk
163,Kiefer[Baum]::N,бор,tall
164,Weide[Baum]::N,върба,pil
165,Weide[Baum]::N,върба,vide
166,Tanne::N,ела,gran
167,Horn::N,рог,horn
168,Feder::N,перо,fjäder
169,Fell::N,кожа,fäll
170,Fell::N,кожа,skinn
171,Flügel::N,крило,vinge
172,Klaue::N,нокът,klöv
173,Kralle::N,нокът,klo
174,Schwanz::N,опашка,svans
175,Schwanz::N,опашка,stjärt
176,Ei::N,яйце,ägg
177,Nest::N,гнездо,rede
178,Nest::N,гнездо,näste
179,Bau::N,дупка,bo
180,Tier::N,животно,djur
181,Herde::N,стадо,flock
182,Kuh::N,крава,ko
183,Bulle::N,бик,tjur
184,Pferd::N,кон,häst
185,Schaf::N,овца,får
186,Schwein::N,свиня,svin
187,Hund::N,куче,hund
188,Katze::N,котка,katt
189,Bär::N,мечка,björn
190,Eichhörnchen::N,катерица,ekorre
191,Elch::N,лос,älg
192,Fuchs::N,лисица,räv
193,Hase::N,заек,hare
194,Maus::N,мишка,mus
195,Wolf::N,вълк,varg
196,Vogel::N,птица,fågel
197,Schwarm::N,рой,svärm
198,Schwarm::N,рояк,svärm
199,Huhn::N,кокошка,höns
200,Hahn::N,петел,tupp
201,Gans::N,гъска,gås
202,Adler::N,орел,örn
203,Ente::N,патица,anka
204,Eule::N,сова,uggla
205,Kranich::N,жерав,trana
206,Krähe::N,врана,kråka
207,Kuckuck::N,кукувица,gök
208,Schwan::N,лебед,svan
209,Fisch::N,риба,fisk
210,Barsch::N,костур,abborre
211,Hecht::N,щука,gädda
212,Schlange[Tier]::N,змия,orm
213,Wurm::N,червей,mask
214,Spinne::N,паяк,spindel
215,Ameise::N,мравка,myra
216,Laus::N,въшка,lus
217,Mücke::N,комар,mygga
218,Fliege::N,муха,fluga
219,Schmetterling::N,пеперуда,fjäril
220,Beere::N,плод,bär
221,Apfel::N,ябълка,äpple
222,Pilz::N,гъба,svamp
223,Zwiebel::N,лук,lök
224,Zwiebel::N,кромид,lök
225,Saat::N,семе,sådd
226,Korn::N,зърно,korn
227,Heu::N,сено,hö
228,Schale::N,кора,skal
229,Grube::N,яма,grop
230,Grube::N,дупка,grop
231,Falle::N,примка,fälla
232,Schlinge::N,клуп,snara
233,Spur::N,диря,spår
234,Spur::N,следа,spår
235,Asche::N,пепел,aska
236,Dreck::N,кал,lort
237,Eisen::N,желязо,järn
238,Gold::N,злато,guld
239,Silber::N,сребро,silver
240,Kohle::N,въглища,kol
241,Glas::N,стъкло,glas
242,Lehm::N,глина,lera
243,Sand::N,пясък,sand
244,Mensch::N,човек,människa
245,Mann::N,мъж,man
246,Frau::N,жена,kvinna
247,Kind::N,дете,barn
248,Junge::N,момче,pojke
249,Mädchen::N,момиче,flicka
250,Familie::N,фамилия,familj
251,Familie::N,семейство,familj
252,Großvater::N,дядо,morfar
253,Großmutter::N,баба,farmor
254,Eltern::N,родители,föräldrar
255,Vater::N,баща,far
256,Mutter::N,майка,mor
257,Sohn::N,син,son
258,Tochter::N,дъщеря,dotter
259,Bruder::N,брат,bror
260,Schwester::N,сестра,syster
261,Onkel::N,чичо,morbror
262,Onkel::N,вуйчо,morbror
263,Tante::N,леля,tant
264,Ehemann::N,съпруг,äkta man
265,Ehefrau::N,съпруга,hustru
266,Freude::N,радост,fröjd
267,Freude::N,радост,glädje
268,Gelächter::N,смях,åtlöje
269,Glück::N,щастие,lycka
270,Kummer::N,тъга,sorg
271,Wunsch::N,желание,önskan
272,Lust::N,желание,lust
273,Geist::N,дух,ande
274,Gedanke::N,мисъл,tanke
275,Gedächtnis::N,памет,minne
276,Verstand::N,ум,förstånd
277,Verstand::N,разум,förstånd
278,Sinn::N,смисъл,mening
279,Sinn::N,смисъл,betydelse
280,Grund::N,причина,skäl
281,Grund::N,причина,grund
282,Wahrheit::N,правда,sanning
283,Gespräch::N,разговор,samtal
284,Märchen::N,приказка,saga
285,Erzählung::N,разказ,berättelse
286,Nachricht::N,вест,meddelande
287,Nachricht::N,известие,meddelande
288,Neuigkeit::N,новина,nyhet
289,Name::N,име,namn
290,Rätsel::N,гатанка,gåta
291,Rede::N,реч,tal
292,Rede::N,слово,tal
293,Sprache::N,език,språk
294,Stimme::N,глас,stämma
295,Wort::N,дума,ord
296,Zeichen::N,знак,tecken
297,Ruf::N,зов,rop
298,Lärm::N,шум,bråk
299,Lärm::N,шум,oväsen
300,Lärm::N,глъчка,bråk
301,Lärm::N,глъчка,oväsen
302,Laut::N,звук,ljud
303,Ton::N,тон,ton
304,Lied::N,песен,sång
305,Ruhe::N,тишина,ro
306,Ruhe::N,тишина,lugn
307,Ruhe::N,спокойствие,ro
308,Ruhe::N,спокойствие,lugn
309,Leute::N,хора,folk
310,Volk::N,народ,folk
311,Arbeit::N,труд,arbete
312,Arbeit::N,работа,arbete
313,Gast::N,гост,gäst
314,Geschenk::N,дар,gåva
315,Geschenk::N,дар,present
316,Geschenk::N,подарък,gåva
317,Geschenk::N,подарък,present
318,Spiel::N,игра,lek
319,Spiel::N,игра,spel
320,Gesellschaft::N,общество,sällskap
321,Hilfe::N,помощ,hjälp
322,Freund::N,приятел,vän
323,Kamerad::N,другар,kamrat
324,Angelegenheit::N,работа,ärende
325,Angelegenheit::N,работа,angelägenhet
326,Anzahl::N,брой,antal
327,Anzahl::N,количество,antal
328,Art::N,вид,art
329,Art::N,вид,slag
330,Stück::N,къс,stycke
331,Stück::N,парче,stycke
332,Teil::N,дял,del
333,Teil::N,част,del
334,Hälfte::N,половина,halva
335,Kreis::N,кръг,krets
336,Kreis::N,кръг,cirkel
337,Kreuz::N,кръст,kors
338,Kreuz::N,кръст,kryss
339,Linie::N,черта,linje
340,Strich::N,щрих,streck
341,Strich::N,черта,streck
342,Abstand::N,дистанция,avstånd
343,Abstand::N,разстояние,avstånd
344,Entfernung::N,разстояние,avstånd
345,Gegend::N,местност,trakt
346,Platz::N,място,plats
347,Ort::N,място,plats
348,Ort::N,място,ställe
349,Seite::N,страна,sida
350,Mitte::N,среда,mitt
351,Gegenstand::N,предмет,föremål
352,Sache::N,вещ,sak
353,Rand::N,ръб,rand
354,Kante::N,ръб,kant
355,Kante::N,кант,kant
356,Ecke::N,ъгъл,vrå
357,Ecke::N,ъгъл,hörn
358,Spitze::N,връх,spets
359,Spitze::N,острие,spets
360,Ende::N,край,ända
361,Loch::N,дупка,hål
362,Winkel::N,кът,vinkel
363,Winkel::N,ъгъл,vinkel
364,Muster::N,десен,mönster
365,Muster::N,образец,mönster
366,Größe::N,големина,storlek
367,Länge::N,дължина,längd
368,Höhe::N,висота,höjd
369,Höhe::N,височина,höjd
370,Gewicht::N,тегло,tyngd
371,Gewicht::N,тежест,tyngd
372,Menge::N,количество,mängd
373,Haufen::N,куп,hög
374,Haufen::N,грамада,hög
375,Reihe::N,ред,rad
376,Reihe::N,редица,rad
377,Boot::N,лодка,båt
378,Ruder::N,весло,åra
379,Ruder::N,гребло,åra
380,Schlitten::N,шейна,släde
381,Ski::N,ски,skida
382,Lagerfeuer::N,огнище,lägereld
383,Last::N,товар,last
384,Last::N,товар,börda
385,Gang::N,ход,gång
386,Gang::N,вървеж,gång
387,Schritt::N,стъпка,steg
388,Norden::N,север,norr
389,Süden::N,юг,söder
390,Westen::N,запад,väster
391,Osten::N,изток,öster
392,Holz::N,дърво,trä
393,Brett::N,дъска,bräda
394,Stange::N,прът,stång
395,Stange::N,върлина,stång
396,Stock::N,прът,käpp
397,Stock::N,прът,pinne
398,Stock::N,тояга,käpp
399,Stock::N,тояга,pinne
400,Stab::N,прът,stav
401,Rohr::N,цев,rör
402,Rohr::N,тръба,rör
403,Haus::N,къща,hus
404,Heim::N,дом,hem
405,Ofen::N,печка,ugn
406,Fußboden::N,под,golv
407,Tisch::N,маса,bord
408,Stuhl::N,стол,stol
409,Wiege::N,люлка,vagga
410,Bett::N,легло,säng
411,Bett::N,креват,säng
412,Regal::N,рафт,hylla
413,Regal::N,етажерка,hylla
414,Kiste::N,кутия,låda
415,Kiste::N,сандък,låda
416,Fenster::N,прозорец,fönster
417,Tür::N,врата,dörr
418,Tor::N,врата,port
419,Zaun::N,ограда,staket
420,Zaun::N,ограда,stängsel
421,Dach::N,покрив,tak
422,Leiter::N,стълба,stege
423,Besen::N,метла,kvast
424,Spaten::N,лопата,spade
425,Schaufel::N,лопата,skovel
426,Schaufel::N,лопата,skyffel
427,Gabel::N,вилица,gaffel
428,Löffel::N,лъжица,sked
429,Messer::N,нож,kniv
430,Nagel::N,гвоздей,spik
431,Netz::N,мрежа,nät
432,Haken::N,кука,krok
433,Haken::N,закачалка,krok
434,Griff::N,ръчка,tag
435,Griff::N,ръчка,handtag
436,Griff::N,дръжка,tag
437,Griff::N,дръжка,handtag
438,Schloss::N,брава,las
439,Schloss::N,ключалка,las
440,Bild::N,картина,bild
441,Figur::N,фигура,figur
442,Puppe::N,кукла,docka
443,Beutel::N,кесия,påse
444,Bündel::N,връзка,bunt
445,Bündel::N,връзка,knippa
446,Tasche::N,чанта,väska
447,Eimer::N,кофа,hink
448,Eimer::N,кофа,ämbar
449,Deckel::N,капак,lock
450,Deckel::N,похлупак,lock
451,Geschirr::N,съдове,servis
452,Geschirr::N,съдове,porslin
453,Sack::N,чувал,säck
454,Tasse::N,чаша,kopp
455,Topf::N,гърне,gryta
456,Topf::N,гърне,kastrull
457,Topf::N,тенджера,gryta
458,Topf::N,тенджера,kastrull
459,Kessel::N,котел,kittel
460,Essen::N,ядене,mål
461,Nahrung::N,храна,näring
462,Speise::N,ястие,maträtt
463,Fleisch::N,месо,kött
464,Getreide::N,зърнено храни,säd
465,Getreide::N,зърнено храни,spannmål
466,Brei::N,каша,gröt
467,Brot::N,хляб,bröd
468,Scheibe::N,резен,skiva
469,Fett::N,мазнина,fett
470,Butter::N,масло,smör
471,Öl::N,олио,olja
472,Öl::N,оливия,olja
473,Salz::N,сол,salt
474,Suppe::N,супа,soppa
475,Honig::N,мед,honung
476,Milch::N,мляко,mjölk
477,Tee::N,чай,te
478,Leder::N,кожа,läder
479,Wolle::N,вълна,ull
480,Wolle::N,вълна,ylle
481,Stoff::N,плат,tyg
482,Stoff::N,плат,stoff
483,Stoff::N,материал,tyg
484,Stoff::N,материал,stoff
485,Nadel::N,игла,nål
486,Faden::N,конец,tråd
487,Knopf::N,копче,knapp
488,Knoten::N,възел,knut
489,Farbe::N,боя,färg
490,Kleidung::N,дрехи,klädsel
491,Kleidung::N,облекло,klädsel
492,Hemd::N,риза,skjorta
493,Kragen::N,яка,krage
494,Ärmel::N,ръкав,ärm
495,Hose::N,панталони,byxor
496,Gürtel::N,пояс,bälte
497,Gürtel::N,колан,bälte
498,Mütze::N,каскет,mössa
499,Mütze::N,фуражка,mössa
500,Schuh::N,обувка,sko
501,Stiefel::N,ботуш,stövel
502,Ring::N,пръстен,ring
503,Band::N,лента,band
504,Band::N,връзка,band
505,Kamm::N,гребен,kam
506,Spiegel::N,огледало,spegel
507,Riemen::N,каиш,rem
508,Riemen::N,ремък,rem
509,Schnur::N,връв,snöre
510,Leine::N,връв,lina
511,Leine::N,въже,lina
512,Decke::N,покривка,täcke
513,Kissen::N,възглавница,dyna
514,Kissen::N,възглавница,kudde
515,Tuch::N,сукно,sjal
516,Handtuch::N,пешкир,handduk
517,Handtuch::N,кърпа за лице,handduk
518,Kraft::N,мощ,kraft
519,Kraft::N,сила,kraft
520,Stärke::N,сила,styrka
521,Gesundheit::N,здраве,hälsa
522,Krankheit::N,болест,sjukdom
523,Schmerz::N,болка,smärta
524,Wunde::N,рана,sår
525,Fieber::N,треска,feber
526,Fieber::N,температура,feber
527,Arznei::N,лек,medicin
528,Arznei::N,лек,läkemedel
529,Arznei::N,лекарство,medicin
530,Arznei::N,лекарство,läkemedel
531,Brücke::N,мост,bro
532,Brunnen::N,чешма,brunn
533,Brunnen::N,кладенец,brunn
534,Weide::N,паша,bete
535,Weide::N,пасище,bete
536,Pfad::N,пътека,stig
537,Weg::N,път,väg
538,Straße::N,шосе,gata
539,Dorf::N,село,by
540,Stadt::N,град,stad
541,Brief::N,писмо,brev
542,Buch::N,книга,bok
543,Buchstabe::N,буква,bokstav
544,Zeitung::N,вестник,tidning
545,Leben::N,живот,liv
546,Tod::N,смърт,död
547,Grab::N,гроб,grav
548,Kirche::N,църква,kyrka
549,Sünde::N,грях,synd
550,Gott::N,бог,gud
551,Arbeiter::N,работник,arbetare
552,Chef::N,шеф,chef
553,Chef::N,началник,chef
554,Meister::N,майстор,mästare
555,Arzt::N,лекар,läkare
556,Lehrer::N,учител,lärare
557,Geld::N,пари,pengar
558,Geschäft::N,сделка,rörelse
559,Laden::N,дюкян,affär
560,Laden::N,магазин,affär
561,Preis::N,цена,pris
562,Ware::N,стока,vara
563,Nutzen::N,полза,gagn
564,Nutzen::N,полза,nytta
565,Nutzen::N,облага,gagn
566,Nutzen::N,облага,nytta
567,Reichtum::N,богатство,rikedom
568,Welt::N,свят,värld
569,Land::N,страна,land
570,Staat::N,щат,stat
571,Staat::N,държава,stat
572,König::N,крал,kung
573,König::N,крал,konung
574,Macht::N,мощ,makt
575,Macht::N,власт,makt
576,Grenze::N,граница,gräns
577,Krieg::N,война,krig
578,Feind::N,враг,fiende
579,Feind::N,неприятел,fiende
580,Gewalt::N,сила,våld
581,Gewalt::N,насилие,våld
582,Kampf::N,борба,kamp
583,Kampf::N,борба,strid
584,Kampf::N,сражение,kamp
585,Kampf::N,сражение,strid
586,Bogen[Waffe]::N,лък,båge
587,Pfeil::N,стрела,pil
588,Gewehr::N,пушка,gevär
589,Fehler::N,грешка,fel
590,Lüge::N,лъжа,lögn
591,Schaden::N,повреда,skada
592,Unglück::N,нещастие,otur
593,Unglück::N,нещастие,olycka
594,Schuld::N,вина,skuld
595,Alter::N,възраст,ålder
596,Schluss::N,край,slut
597,Zeit::N,време,tid
598,Tag::N,ден,dag
599,Morgen::N,утро,morgon
600,Morgen::N,сутрин,morgon
601,Mittag::N,обед,middag
602,Mittag::N,пладне,middag
603,Abend::N,вечер,kväll
604,Nacht::N,нощ,natt
605,Woche::N,седмица,vecka
606,Monat::N,месец,månad
607,Jahr::N,година,år
608,Frühling::N,пролет,vår
609,Sommer::N,лято,sommar
610,Herbst::N,есен,höst
611,Winter::N,зима,vinter
612,Januar::N,януари,januari
613,Februar::N,февруари,februari
614,März::N,март,mars
615,April::N,април,april
616,Mai::N,май,maj
617,Juni::N,юни,juni
618,Juli::N,юли,juli
619,August::N,август,augusti
620,September::N,септември,september
621,Oktober::N,октомври,oktober
622,November::N,ноември,november
623,Dezember::N,декември,december
624,Montag::N,понеделник,måndag
625,Dienstag::N,вторник,tisdag
626,Mittwoch::N,сряда,onsdag
627,Donnerstag::N,четвъртък,torsdag
628,Freitag::N,петък,fredag
629,Samstag::N,събота,lördag
630,Sonntag::N,неделя,söndag
631,groß::A,едър,stor
632,groß::A,голям,stor
633,klein::A,малък,liten
634,klein::A,дребен,liten
635,lang::A,дълъг,lång
636,kurz::A,къс,kort
637,breit::A,широк,bred
638,schmal::A,тесен,smal
639,dicht::A,гъст,tät
640,dick[Gegenstand]::A,дебел,tjock
641,dünn::A,тънък,tunn
642,fein::A,фин,fin
643,fein::A,тънък,fin
644,fest::A,твърд,fast
645,fest::A,плътен,fast
646,flach::A,равен,platt
647,flach::A,плосък,platt
648,glatt::A,гладък,glatt
649,hart::A,твърд,hård
650,hart::A,корав,hård
651,weich::A,мек,mjuk
652,rund::A,кръгъл,rund
653,spitz::A,островръх,toppig
654,spitz::A,островръх,spetsig
655,scharf::A,остър,vass
656,scharf::A,остър,skarp
657,stumpf::A,тъп,slö
658,schwer::A,тежък,tung
659,schön::A,хубав,skön
660,schön::A,хубав,vacker
661,schön::A,красив,skön
662,schön::A,красив,vacker
663,heiß::A,жарък,het
664,warm::A,топъл,varm
665,kalt::A,студен,kall
666,kühl::A,хладен,sval
667,kühl::A,хладен,kylig
668,frisch::A,свеж,färsk
669,feucht::A,влажен,fuktig
670,nass::A,мокър,våt
671,trocken::A,сух,torr
672,voll::A,пълен,full
673,leer::A,празен,tom
674,offen::A,откровен,öppen
675,geschlossen::A,закрит,stängd
676,geschlossen::A,затворен,stängd
677,sauber::A,чист,ren
678,schmutzig::A,мръсен,snuskig
679,roh::A,суров,rå
680,reif::A,зрял,mogen
681,lecker::A,вкусен,läcker
682,süß::A,сладък,söt
683,bitter::A,горчив,besk
684,bitter::A,горчив,bitter
685,sauer::A,кисел,sur
686,hell::A,ясен,ljus
687,hell::A,светъл,ljus
688,dunkel::A,тъмен,mörk
689,schwarz::A,черен,svart
690,weiß::A,бял,vit
691,rot::A,червен,röd
692,gelb::A,жълт,gul
693,blau::A,син,blå
694,grün::A,зелен,grön
695,grau::A,сив,grå
696,bunt::A,шарен,brokig
697,bunt::A,пъстър,brokig
698,billig::A,евтин,billig
699,teuer::A,скъп,dyr
700,wertvoll::A,ценен,värdefull
701,blind::A,сляп,blind
702,taub::A,глух,döv
703,kräftig::A,силен,kraftig
704,stark::A,здрав,stark
705,stark::A,силен,stark
706,schwach::A,слаб,svag
707,fett::A,тлъст,fet
708,schlank::A,тънък,slank
709,schlank::A,строен,slank
710,hübsch::A,хубав,snygg
711,hübsch::A,хубав,vacker
712,böse::A,зъл,ond
713,böse::A,зъл,elak
714,dumm::A,глупав,dum
715,faul::A,ленив,lat
716,faul::A,мързелив,lat
717,fleißig::A,прилежен,flitig
718,geizig::A,скъпернически,snål
719,geizig::A,скъпернически,girig
720,klug::A,умен,klok
721,klug::A,разумен,klok
722,geschickt::A,умел,händig
723,geschickt::A,умел,skicklig
724,geschickt::A,сръчен,händig
725,geschickt::A,сръчен,skicklig
726,lieb::A,мил,kär
727,lieb::A,мил,snäll
728,lieb::A,драг,kär
729,lieb::A,драг,snäll
730,lustig::A,весел,rolig
731,lustig::A,весел,lustig
732,sanft::A,нежен,mild
733,sanft::A,кротък,mild
734,hungrig::A,гладен,hungrig
735,krank::A,болен,sjuk
736,nackt::A,гол,naken
737,traurig::A,тъжен,ledsen
738,traurig::A,тъжен,sorgsen
739,traurig::A,печален,ledsen
740,traurig::A,печален,sorgsen
741,lebendig::A,жив,levande
742,gut::A,добър,bra
743,schlecht::A,лош,dålig
744,richtig::A,правилен,riktig
745,schlimm::A,лош,illa
746,wahr::A,верен,sann
747,wahr::A,истински,sann
748,alt::A,стар,gammal
749,alt::A,древен,gammal
750,neu::A,нов,ny
751,ehemalig::A,бивш,forn
752,ehemalig::A,бивш,tidigare
753,alt[Lebewesen]::A,стар,gammal
754,jung::A,млад,ung
755,arm::A,беден,fattig
756,reich::A,богат,rik
757,bekannt::A,познат,känd
758,bekannt::A,известен,känd
759,berühmt::A,почут,berömd
760,berühmt::A,известен,berömd
761,fremd::A,чужд,främmande
762,verschieden::A,разен,åtskillig
763,verschieden::A,различен,åtskillig
764,nah::A,близък,nära
765,fern::A,далечен,fjärran
766,linker::A,ляв,vänster
767,rechter::A,прав,höger
768,anderer::A,друг,annan
769,erster::A,пръв,första
770,erster::A,първи,första
771,zweiter::A,втори,andra
772,dritter::A,трети,tredje
773,letzter::A,последен,sist
774,allein::ADV,само,allena
775,auf einmal::ADV,същевременно,på en gång
776,zusammen::ADV,заедно,tillsammans
777,lange::ADV,дълго,länge
778,plötzlich::ADV,изведнъж,plötsligt
779,sofort::ADV,веднага,strax
780,sofort::ADV,веднага,genast
781,später::ADV,по-късно,senare
782,jetzt::ADV,сега,nu
783,heute::ADV,днес,i dag
784,morgen::ADV,утре,i morgon
785,bald::ADV,скоро,snart
786,dann::ADV,после,då
787,dann::ADV,тогава,då
788,gestern::ADV,вчера,i går
789,einst::ADV,някога,en gång
790,damals::ADV,тогава,då
791,damals::ADV,тогава,den gången
792,danach::ADV,после,därefter
793,danach::ADV,след това,därefter
794,vorher::ADV,преди,före
795,vorher::ADV,преди,förut
796,vorher::ADV,преди това,före
797,vorher::ADV,преди това,förut
798,zuerst::ADV,най-напред,först
799,einmal::ADV,веднъж,en gång
800,einmal::ADV,един път,en gång
801,manchmal::ADV,понякога,ibland
802,oft::ADV,често,ofta
803,immer::ADV,винаги,alltid
804,niemals::ADV,никога,aldrig
805,hier::ADV,тук,här
806,hier::ADV,тука,här
807,hierhin::ADV,насам,hit
808,von hier::ADV,оттук,härifrån
809,von hier::ADV,оттука,härifrån
810,dort::ADV,там,där
811,dorthin::ADV,натам,dit
812,dorthin::ADV,нататък,dit
813,geradeaus::ADV,направо,rätt fram
814,vorwärts::ADV,напред,fram
815,vorwärts::ADV,напред,framåt
816,rückwärts::ADV,назад,baklänges
817,zurück::ADV,обратно,tillbaka
818,unten::ADV,долу,nere
819,unten::ADV,долу,nedanför
820,hinab::ADV,надолу,ned
821,hinab::ADV,надолу,nedåt
822,oben::ADV,горе,ovan
823,oben::ADV,горе,ovanpå
824,hinauf::ADV,нагоре,upp
825,hinauf::ADV,нагоре,uppåt
826,überall::ADV,навсякъде,överallt
827,nicht::ADV,не,ej
828,nicht::ADV,не,inte
829,ein wenig::ADV,малко,litet
830,kaum::ADV,едва,knappt
831,kaum::ADV,едва,knappast
832,kaum::ADV,едвам,knappt
833,kaum::ADV,едвам,knappast
834,sehr::ADV,много,mycket
835,sehr::ADV,твърде,mycket
836,so::ADV,тъй,så
837,so::ADV,така,så
838,noch::ADV,още,än
839,noch::ADV,още,ännu
840,nur::ADV,само,bara
841,nur::ADV,само,endast
842,schon::ADV,вече,redan
843,wieder::ADV,пак,åter
844,wieder::ADV,отново,åter
845,vergebens::ADV,напразно,förgäves
846,vor::PRP,пред,utanför
847,hinter::PRP,зад,bakom
848,unter::PRP,под,under
849,durch::PRP,през,genom
850,durch::PRP,през,igenom
851,neben::PRP,до,bredvid
852,neben::PRP,до,vid sidan av
853,neben::PRP,при,bredvid
854,neben::PRP,при,vid sidan av
855,zwischen::PRP,между,mellan
856,zwischen::PRP,помежду,mellan
857,wegen::PRP,заради,på grund av
858,dies::PRN,този,detta
859,das::PRN,туй,det
860,das::PRN,това,det
861,alles::PRN,всичко,allt
862,ich::PRN,аз,jag
863,du::PRN,ти,du
864,er::PRN,той,han
865,wir::PRN,ние,vi
866,ihr::PRN,вие,ni
867,sie::PRN,те,de
868,was::FPRN,що,vad
869,was::FPRN,какво,vad
870,wer::FPRN,кой,vem
871,wo::FADV,къде,var
872,wohin::FADV,накъде,vart
873,wohin::FADV,накъдето,vart
874,wie::FADV,как,hur
875,warum::FADV,защо,varför
876,wieviel::FNUM,колко,hur mycket
877,eins::NUM,един,en
