,Concept_ID,br,kv
785,funkeln::V,elieniñ,югйовтлыны
786,funkeln::V,elieniñ,югйӧв-керны
787,lärmen::V,rabotat,чавзыны
788,klirren::V,diridignat,жольӧтны
789,klirren::V,sterlinkañ,жольӧтны
790,brausen::V,gwegal,гуасьны
791,rauschen::V,trouzal,кышӧтны
792,klingen::V,seniñ,горавны
793,bellen::V,harzhal,увтны
794,bellen::V,harzhal,вувтны
795,heulen::V,yudal,уннявны
796,blasen::V,c'hwezhañ,пӧлявны
797,pfeifen::V,c'hwitellat,пиксыны
798,schreien::V,huchal,айзыны
799,stöhnen::V,hirvoudiñ,ойзыны
800,stöhnen::V,hirvoudiñ,ружтыны
801,zittern::V,krenañ,легьявны
802,leben::V,bevañ,овны
803,geboren werden::V,genel,шогмыны
804,atmen::V,tennañ e anal,лолавны
805,trinken::V,evañ,юны
806,essen::V,debriñ,сёйны
807,schlucken::V,lonkañ,ньылавны
808,müde werden::V,skuizhañ,мыдзны
809,einschlafen::V,menel kousket,ланьтны
810,schlafen::V,kousket,узьны
811,aufwachen::V,dihuniñ,саймыны
812,aufwachen::V,dihuniñ,пальмыны
813,aufstehen::V,sevel,сувтны
814,sich erholen::V,diskuizhañ,шоччисьлыны
815,krank werden::V,klañviñ,моржитны
816,krank sein::V,bezañ klañv,шогавны
817,krank sein::V,bezañ klañv,визьӧтны
818,schmerzen::V,skourjezañ,висьны
819,husten::V,pasaat,кашляйтны
820,husten::V,peudal,кашляйтны
821,genesen::V,pareañ,бурдны
822,sterben::V,mervel,кувны
823,umkommen::V,perisañ,вийсьыны
824,sich bewegen::V,bouljal,локны
825,sich bewegen::V,bouljal,ветлӧтны
826,sich rühren::V,fiñval,вӧрзьӧтчыны
827,sich erheben::V,sevel,сувтны
828,sich setzen::V,azezañ,пуксьыны
829,sich setzen::V,mont en e goazez,пуксьыны
830,hinfallen::V,kouezhañ,пӧрласьны
831,laufen::V,redek,мунны
832,schreiten::V,kerzhet,тальччавны
833,spazierengehen::V,pourmen,котрасьны
834,eilen::V,hastañ,тэрмасьны
835,sich beeilen::V,hastañ,тэрмасьны
836,sausen::V,karzhañ,вирдавны-котӧртны
837,rennen::V,redek,
838,springen::V,lammat,чеччавны
839,klettern::V,krimpat,кышасьны
840,schaukeln::V,brañsellat,чурликасьны
841,kriechen::V,skrampañ,кыскасьны-мунны
842,schwimmen::V,neuial,вартчыны
843,tauchen::V,splujañ,сунгисьны ваӧ
844,rudern::V,roeñvat,сынны
845,fahren::V,kas,мунны
846,fahren::V,bleniañ,мунны
847,fliegen::V,nijal,лэбавны
848,gehen::V,mont,мунны
849,weggehen::V,mont kuit,мунны
850,abfahren::V,mont kuit,иньдӧтчыны
851,abfahren::V,mont kuit,мунны
852,anhalten::V,chom a-sav,сувтны
853,hineingehen::V,monet e-barzh,пырны
854,eintreten::V,monet e-barzh,пырны
855,kommen::V,dont,локны
856,ankommen::V,erruout,локны
857,zurückkommen::V,addonet,бертны
858,zurückkommen::V,addonet,панӧвтсьыны
859,bleiben::V,chom,кольччыны
860,warten::V,gortoz,видзчисьны
861,erwarten::V,gortoz,видзчисьны
862,suchen::V,klask,кошшыны
863,finden::V,kavout,адззыны
864,versuchen::V,klask,пондыны
865,versuchen::V,klask,пондӧтны
866,vorbereiten::V,aozañ,лӧсьӧтны
867,lieben::V,karout,милуйтны
868,mögen::V,karout,радейтны
869,lachen::V,c'hoarzin,серавны
870,rühren::V,tenerañ,сьӧлӧм вӧрзьӧтны
871,weinen::V,gouelañ,горзыны
872,schimpfen::V,krozal,видчыны
873,sich ärgern::V,fachañ,лёкавны
874,sich ärgern::V,en em fachañ,лёкавны
875,fliehen::V,tec'het,пышшыны
876,flüchten::V,tuzañ,пышшыны
877,sehen::V,gwelet,адззыны
878,anschauen::V,sellout ouzh,видзӧтны
879,ansehen::V,sellout ouzh,видзӧтны
880,hören::V,klevet,кывны
881,zuhören::V,selaou,кывзыны
882,probieren::V,blasa,пешлыны
883,riechen::V,klevet,дукавны
884,fühlen::V,santout,кывны
885,scheinen::V,diskouez bezañ,декуйтчыны
886,zu sehen sein::V,bezañ gwelus,тыдавны
887,vernehmen::V,merzhañ,тӧдмавны
888,frieren::V,anoued,гегдыны
889,tun::V,ober,керны
890,können::V,gouzout,вермыны
891,wollen::V,fellout da,мӧдны
892,wollen::V,kaout c'hoant da,мӧдны
893,anfangen::V,kregiñ,петны
894,beenden::V,achuiñ,ештӧтны
895,beenden::V,achuiñ,керыштны
896,aufhören::V,paouez,дугдыны
897,öffnen::V,digeriñ,осьтны
898,schließen::V,serriñ,пӧднавны
899,stellen::V,lakaat,сувтӧтны
900,setzen::V,lakaat,пуксьӧтны
901,legen::V,lakaat,пуктыны
902,berühren::V,touch,вӧрзьӧтны
903,verbinden::V,eren,йитны
904,bedecken::V,goloiñ,вевттьыны
905,aufhängen::V,istribilhañ,ӧшӧтны
906,anzünden::V,alumiñ,ӧзтыны
907,anzünden::V,c'hwezzañ,ӧзтыны
908,aufheben::V,dastum,лэбтыны
909,zurücklassen::V,lezel,кольны
910,verlieren::V,koll,ӧштыны
911,fallen lassen::V,laoskel,уськӧтны
912,fallen lassen::V,lezel da gouezhel,уськӧтны
913,machen::V,ober,керны
914,herstellen::V,fardañ,вӧчны
915,bauen::V,sevel,строитны
916,reparieren::V,adaozañ,вочны
917,verbessern::V,gwellaat,бурсьӧтны
918,ändern::V,cheñch,вежны
919,graben::V,kleuzañ,гарйыны
920,beugen::V,plegañ,кусіньтны
921,biegen::V,krommañ,чукыльтыштны
922,drehen::V,treiñ,бергӧтны
923,wenden::V,treiñ,бергӧтны
924,umdrehen::V,treiñ,бергӧтны
925,heben::V,sevel,лэбтыны
926,hochheben::V,sevel,лэбтыны
927,ergreifen::V,kemer,кватитны
928,halten::V,dalc'hen,видзны
929,drücken::V,bountañ,личкыны
930,schieben::V,poulzañ,тойлавны
931,kratzen::V,skrabat,шаркӧтны
932,lecken::V,lipat,нювны
933,beißen::V,kregiñ,йирны
934,abreißen::V,diframmañ,орӧтны
935,abschneiden::V,troc'hañ,шӧрыштны
936,abschneiden::V,troc'hañ,вундыштны
937,binden::V,stagañ,гӧрдззыны
938,stecken::V,sankañ,мӧртны
939,brechen::V,darnaouiñ,жугдыны
940,klopfen::V,skoiñ,зукӧтны
941,hauen::V,dornañ,желльыны
942,kleben::V,pegañ,лякӧтны
943,reiben::V,taravat,зыртны
944,reiben::V,trekiñ,зыртны
945,streichen::V,toazañ,мавтны
946,schleifen::V,lemmañ,кыскыны
947,schneiden::V,troc'hañ,вундавны
948,rütteln::V,tordorosañ,шатлавны
949,schütteln::V,hejañ,зыбӧтны
950,schütten::V,diskargañ,кисьтны
951,füllen::V,kargañ,тыртны
952,füllen::V,kargañ,тырсьӧтны
953,einwickeln::V,gronnañ,тубны
954,tragen::V,dougen,новйӧтны
955,schleppen::V,stlejal,кыскыны
956,ziehen::V,sachañ,кыскыны
957,aufbewahren::V,miret,видзны
958,werfen::V,teuler,шентывлыны
959,fangen::V,tapañ,кутны
960,packen::V,krapat,кутасьны
961,packen::V,krapat,кватитны
962,verstecken::V,kuzhat,дзебны
963,teilen::V,rannañ,торйӧтны
964,schicken::V,kas,иньдыны
965,bringen::V,degas,вайны
966,hinzufügen::V,lakat ouzhpenn,содтыны
967,bekommen::V,kaout,получитны
968,erhalten::V,kaout,получитны
969,nehmen::V,kemer,босьтны
970,wählen::V,choaz,бӧрйыны
971,auswählen::V,dibab,бӧрйыны
972,bewahren::V,mirout,видзны
973,behindern::V,diaezañ,падтыны
974,verderben::V,lovrañ,изводавны
975,beschädigen::V,gwallegañ,паздыны
976,zerbrechen::V,torriñ,паздыны
977,zerreißen::V,diroegiñ,косявны
978,zerstören::V,distrujañ,паздыны
979,verbrennen::V,deviñ,сотны
980,geben::V,reiñ,сетны
981,schenken::V,donezonañ,козьнавны
982,versprechen::V,prometiñ,кӧсйыны
983,wünschen::V,hetiñ,бурсьыны
984,loben::V,feurmiñ,ошкыны
985,küssen::V,pokat,окавны
986,wiegen::V,pouezañ,тюттьӧтны
987,zudecken::V,goloiñ,вевттьыны
988,wecken::V,dihuniñ,саймӧтны
989,zeigen::V,diskouez,мыччавны
990,führen::V,kas,нуӧтны
991,lehren::V,deskiñ,велӧтны
992,unterrichten::V,kelenn,велӧтны
993,leiten::V,bleinañ,юравны
994,leiten::V,bleinañ,веськӧтлыны
995,antreiben::V,poulzañ,тэрмӧтны
996,lassen::V,leuskel,-ӧтыны
997,einladen::V,pediñ,корны
998,vereinigen::V,unisañ,ӧтувтны
999,vereinigen::V,unisañ,ӧтлаавны
1000,besuchen::V,gweladenniñ,пыравлыны
1001,treffen::V,kejal,пантавны
1002,treffen::V,ankontrañ,пантавны
1003,sich versammeln::V,bodennañ,ӧксьыны
1004,spielen::V,c'hoari,орсны
1005,singen::V,kanañ,сьывны
1006,tanzen::V,dañsal,йӧктыны
1007,sich trennen::V,dispartiañ,торьясьны
1008,verlassen::V,lezel,кольны
1009,retten::V,saveteiñ,мынтны
1010,bewachen::V,mesa,смекайтны
1011,schützen::V,diwall,дорйыны
1012,verteidigen::V,difenn,дорйыны
1013,sich schlagen::V,lopañ,тышкасьны
1014,siegen::V,trec'hiñ,вермыны
1015,ärgern::V,hegasiñ,лӧгӧтны
1016,schlagen::V,skeiñ,базнитны
1017,treten::V,botaouiñ,чужьявны
1018,stechen::V,pikat,бытшкыны
1019,stoßen::V,stokañ,тапкыны
1020,stoßen::V,stokañ,тойыштны
1021,stehlen::V,laerezh,гусявны
1022,stören::V,direnkañ,костіавны
1023,belästigen::V,dregasiñ,назыляйтны
1024,verbergen::V,skoachañ,дзебны
1025,täuschen::V,tromplañ,бӧбӧтны
1026,täuschen::V,tromplañ,пӧрьявны
1027,betrügen::V,lorbañ,муклачитны
1028,töten::V,lazhañ,вийны
1029,wohnen::V,bezañ o chom,овны
1030,arbeiten::V,labourat,уджавны
1031,sammeln::V,dastum,ӧктыны
1032,pflücken::V,kuntuilhañ,судзлавны
1033,jagen::V,chaseal,вӧравны
1034,fischen::V,pesketa,чериавны
1035,fassen::V,pakañ,кутны
1036,hüten::V,geota,вердны
1037,hüten::V,geota,йирсьӧтны
1038,anbinden::V,stagañ,кӧртавны
1039,füttern::V,boueta,вердны
1040,melken::V,goro,высьтыны
1041,melken::V,goro,чилькӧтны
1042,hacken::V,difrakal,керавны
1043,gießen::V,dourañ,киськавны
1044,reifen::V,azviñ,кисьмыны
1045,zubereiten::V,keginañ,лӧсьӧтны
1046,kochen::V,poazhañ,пуны
1047,backen::V,fritañ,пӧжавны
1048,braten::V,rostañ,жаритны
1049,stricken::V,stammañ,домавны
1050,nähen::V,gwriat,вурны
1051,färben::V,livañ,краситны
1052,reinigen::V,naetañ,весӧтны
1053,waschen::V,gwalc'hiñ,пеславны
1054,abwischen::V,torchañ,чышкыны
1055,spülen::V,disgwalc'hiñ,гывьявны
1056,fegen::V,skubañ,чышкыны
1057,kehren::V,skubañ,чышкыны
1058,baden::V,kouronkañ,купайтчыны 
1059,sich waschen::V,en em walc'hiñ,миссьыны
1060,sich anziehen::V,gwiskañ,пасьтасьны
1061,kämmen::V,kribat,сынавны
1062,schmücken::V,kinklañ,баситны
1063,sagen::V,larêt,висьтавны
1064,sagen::V,lavaret,висьтавны
1065,sprechen::V,komz,шуны
1066,reden::V,kaozeal,баитны
1067,sich unterhalten::V,balbotal,сёрнитны
1068,fragen::V,goulenn,юавны
1069,bitten::V,goulenn,корны
1070,erzählen::V,kontañ,висьтавны
1071,mitteilen::V,kemenn,висьтавны
1072,nennen::V,anviñ,нимтны
1073,rufen::V,gelver,китсавны
1074,rufen::V,gelver,корны
1075,rufen::V,gelver,чукӧстны
1076,prahlen::V,fougeal,ошшасьны
1077,übersetzen::V,treiñ,вуджӧтны
1078,denken::V,soñjal,чайтны
1079,glauben::V,krediñ,веритны
1080,bemerken::V,apresevañ,казявны
1081,erkennen::V,anavout,тӧдсавны
1082,begreifen::V,meizañ,вежӧртны
1083,verstehen::V,kompren,кывны
1084,lernen::V,deskiñ,велӧтчыны
1085,wissen::V,gouzout,тӧдны
1086,sich erinnern an::V,kaout soñj e,касьтывны
1087,vergessen::V,ankouaat,вунӧтны
1088,messen::V,muzuliañ,меряйтны
1089,zählen::V,kontañ,лыддьыны
1090,rechnen::V,jedañ,лыддьыны
1091,lesen::V,lenn,лыддьӧтны
1092,malen::V,livañ,
1093,zeichnen::V,tresañ,гижмавны
1094,schreiben::V,skrivañ,гижны
1095,besitzen::V,kaout,лоны
1096,kaufen::V,prenañ,небны
1097,verkaufen::V,gwerzhañ,вузавны
1098,bezahlen::V,paeañ,вештыны
1099,zahlen::V,paeañ,вештыны
1100,beherrschen::V,mestroniañ,
1101,ertragen::V,anduriñ,терпитны
1102,Grube::N,,яма
1103,Spur::N,,туй
1104,Lehm::N,,сёй
1105,Laut::N,,шы
1106,Winkel::N,,пельӧс
1107,Lagerfeuer::N,,бипур
1108,vergebens::ADV,,весись
1109,untergehen[Sonne]::V,,пуксьыны
1110,läuten::V,,диньгыны
1111,klingeln::V,,силькӧтны
1112,sich fürchten::V,,повны
1113,fürchten::V,,повны
1114,gelingen::V,,шогмыны
1115,geraten::V,,мыччисьны
1116,schwenken::V,,ӧвтны
1117,schwenken::V,,макайтны
1118,reichen::V,,сетны
1119,aufziehen::V,,быдтыны
1120,schießen::V,,лыйны
1121,treiben::V,,вашӧтны
1122,umrühren::V,,соравны
1123,ausziehen::V,,гыжтӧтны
1124,ausziehen::V,,пӧрччавны
1125,anziehen::V,,пасьтавны
