,Concept_ID,bn,lt
696,fern::A,দুরবতী,tolimas
697,linker::A,বাম,kairys
698,rechter::A,ডান,dešinys
699,rechter::A,ডাইন,dešinys
700,anderer::A,অন্যতর,kitas
701,erster::A,প্রথম,pirmas
702,zweiter::A,দ্বিতীয়,antras
703,dritter::A,তৃতীয়,trečias
704,letzter::A,সর্বশেষ,paskutinis
705,allein::ADV,একক,vienas
706,auf einmal::ADV,জলদি,iš karto
707,zusammen::ADV,একসঙ্গে,kartu
708,zusammen::ADV,একসঙ্গে,drauge
709,lange::ADV,লম্বা,ilgai
710,plötzlich::ADV,হঠাৎ,staiga
711,sofort::ADV,মুহ্ণর্তমধ্যে,tuojau
712,später::ADV,পশ্চাতে,vėliau
713,später::ADV,পশ্চাতে,paskiau
714,jetzt::ADV,এখন,dabãr
715,heute::ADV,আজ,šiandien
716,morgen::ADV,আগামিকাল,rytoj
717,bald::ADV,অস্পকালমধ্যে,greitai
718,bald::ADV,অস্পকালমধ্যে,netrukus
719,dann::ADV,তখন,po to
720,gestern::ADV,গতকাল,vakar
721,einst::ADV,একবার মাত্র,kadaise
722,einst::ADV,একবার মাত্র,kitą kartą
723,damals::ADV,তখন,anuomet
724,damals::ADV,তখন,anuokart
725,danach::ADV,পরে,po to
726,danach::ADV,পরে,paskui
727,vorher::ADV,আগে,anksčiau
728,zuerst::ADV,আগে,pirma
729,zuerst::ADV,আগে,iš pradžių̃
730,einmal::ADV,একবার,kartą
731,einmal::ADV,একবার,vieną kartą
732,manchmal::ADV,কখনও কখনও,kai kada
733,oft::ADV,ঘনঘন,dažnai
734,immer::ADV,সর্বদা,visada
735,immer::ADV,সর্বদা,visuomet
736,niemals::ADV,কখলও নহে,niekada
737,niemals::ADV,কখলও নহে,niekuomet
738,hier::ADV,এখানে,čia
739,hierhin::ADV,এখানে,šen
740,hierhin::ADV,এখানে,čionai
741,von hier::ADV,ত্রই স্তান হইতে,iš čia
742,dort::ADV,ওখানে,ten
743,dort::ADV,ওখানে,tenai
744,dorthin::ADV,ওখানে,ten
745,dorthin::ADV,ওখানে,ten link
746,geradeaus::ADV,অগ্রগামী,tiesiai
747,vorwärts::ADV,সন্মুখিকে,pirmyn
748,rückwärts::ADV,খিরিয়া,atbulai
749,zurück::ADV,পিঠ,atgal
750,unten::ADV,নীচে,žemai
751,unten::ADV,নীচে,apačioje
752,hinab::ADV,নিম্নগামী,žemyn
753,oben::ADV,উপরে,viršuj
754,hinauf::ADV,উচ্চতর অংশে,aukštyn
755,hinauf::ADV,উচ্চতর অংশে,į viršų
756,überall::ADV,সর্বত্র,visur
757,nicht::ADV,না,ne
758,ein wenig::ADV,অল্প,truputį
759,kaum::ADV,কষ্টসহকাবে,vos
760,sehr::ADV,খুব,labai
761,sehr::ADV,খুব,baisiai
762,so::ADV,তত,taip
763,noch::ADV,এখন পর্যস্ত,dar
764,nur::ADV,শুধু,tik
765,nur::ADV,শুধু,vien
766,schon::ADV,ইতঃপুর্বে,jau
767,wieder::ADV,আবার,vėl
768,wieder::ADV,আবার,iš naujo
769,vergebens::ADV,বিফলে,veltui
770,vergebens::ADV,বিফলে,bergždžiai
771,vor::PRP,সম্মুখে,prieš
772,hinter::PRP,পশ্চাতে,už
773,unter::PRP,নীচে,po
774,durch::PRP,দ্বারা,pro
775,durch::PRP,দ্বারা,per
776,neben::PRP,কাছে,prie
777,neben::PRP,কাছে,šalia
778,zwischen::PRP,মধ্যে,tarp
779,wegen::PRP,জন্য,dėl
780,wegen::PRP,জন্য,dėlei
781,dies::PRN,এটা,šis
782,dies::PRN,এটা,šitas
783,das::PRN,ওটা,tat
784,alles::PRN,সব,visas
785,ich::PRN,আমি,aš
786,du::PRN,তুমি,tu
787,er::PRN,উনি,jis
788,wir::PRN,আমরা,mes
789,ihr::PRN,তোমরা,jūs
790,sie::PRN,তারা,ji
791,sie::PRN,তারা,jos
792,was::FPRN,কি,kas
793,wer::FPRN,কে,kas
794,wo::FADV,কোথায়,kur
795,wohin::FADV,কোথায়,kur
796,wohin::FADV,কোথায়,kur link
797,wie::FADV,কেমন,kaip
798,warum::FADV,কেন,kod̃ėl
799,warum::FADV,কেন,dėl ko
800,wieviel::FNUM,কত,kiek
801,eins::NUM,অক,vienas
802,zwei::NUM,দুই,du
803,drei::NUM,তিন,trys
804,vier::NUM,চার,keturi
805,fünf::NUM,পাঁচ,penki
806,sechs::NUM,ছয়,šeši
807,sieben::NUM,সাত,septyni
808,acht::NUM,আট,aštuoni
809,neun::NUM,নয়,devyni
810,zehn::NUM,দশ,dešimt
811,elf::NUM,এগারো,vienuolika
812,zwölf::NUM,দ্বাদশ,dvylika
813,zwanzig::NUM,বিশ,dvidešimt
814,dreißig::NUM,ত্রিশ,trisdešimt
815,vierzig::NUM,চল্লিশ,keturiasdešimt
816,fünfzig::NUM,পঞ্চাশ,penkiasdešimt
817,sechzig::NUM,ষাট,šešiasdešimt
818,siebzig::NUM,সত্তর,septyniasdešimt
819,achtzig::NUM,আশি,aštuoniasdešimt
820,neunzig::NUM,নব্বুই,devyniasdešimt
821,hundert::NUM,শত,šimtas
822,tausend::NUM,হাজার,tūkstantis
823,und::CNJ,আর,ĩr
824,und::CNJ,এবং,ĩr
825,oder::CNJ,বা,ar
826,oder::CNJ,বা,arba
827,stehen::V,দাঁড়ানো,stovėti
828,sitzen::V,বসা,sėdėti
829,liegen::V,শোয়া,gulėti
830,hängen::V,ঝোলা,kyboti
831,hängen::V,ঝোলা,kabėti
832,werden::V,হইয়া উঠা,taptis
833,werden::V,হইয়া উঠা,darytis
834,passieren::V,ঘটা,atsitikti
835,passieren::V,ঘটা,pasitaikyti
836,beginnen::V,আরম্ভ হওয়া,prasid́ėti
837,enden::V,শেষ হওয়া,baigtis
838,wechseln::V,রূপাস্তর করা,keistis
839,wechseln::V,রূপাস্তর করা,pasikeisti
840,aufgehen[Sonne]::V,উদিত হওয়া,tekėti
841,aufgehen[Sonne]::V,উদিত হওয়া,patekėti
842,untergehen[Sonne]::V,অস্ত যাওয়া,leistis
843,untergehen[Sonne]::V,অস্ত যাওয়া,nusileisti
844,scheinen[Sonne]::V,আলো দেওয়া,šviesti
845,donnern::V,বজ্রধ্বনি করা,griausti
846,donnern::V,বজ্রধ্বনি করা,griaudėti
847,wehen::V,প্রবাহিত হওয়া,pūsti
848,strömen::V,প্রবাহিত হওয়া,lietis
849,strömen::V,প্রবাহিত হওয়া,plūsti
850,fließen::V,ছুটা,tekėti
851,sich drehen::V,পাক খাওয়া,suktis
852,sich drehen::V,পাক খাওয়া,pasisukti
853,schwanken::V,দোলা,svyruoti
854,schwingen::V,দোলা,suptis
855,fallen::V,পড়া,pulti
856,fallen::V,পড়া,kristi
857,brennen::V,সেঁকা,degti
858,rauchen::V,ধোঁয়া ছড়ান,rūkyti
859,regnen::V,বর্ষণ_করা,lyti
860,gefrieren::V,হিমায়িত হওয়া,užšalti
861,tauen::V,গলা,tirpti
862,schmelzen::V,গলা,lydytis
863,trocknen::V,শুষ্ক করা,džiūti
864,sieden::V,ফোঁড়া,virti
865,faulen::V,ক্ষয় হওয়া,pūti
866,verfaulen::V,ক্ষয় হওয়া ,švinkti
867,reißen::V,ছিঁড়া,plyšti
868,reißen::V,ছিঁড়া,trūkti
869,versinken::V,ডুবা,skę̃sti
870,versinken::V,ডুবা,grimzti
871,vergehen::V,যাওয়া,praeiti
872,erscheinen::V,আসা,pasirodyti
873,verschwinden::V,অদৃশ্য হওয়া,dingti
874,verschwinden::V,অদৃশ্য হওয়া,išnykti
875,verschwinden::V,অদৃশ্য হওয়া,pranykti
876,sinken::V,হ্রাস হওয়া,kristi
877,abnehmen::V,হ্রাস হওয়া,mažėti
878,abnehmen::V,হ্রাস হওয়া,silpnėti
879,zunehmen::V,বৃদ্ধি পাওয়া,didėti
880,zunehmen::V,বৃদ্ধি পাওয়া,padaugėti
881,steigen::V,ওঠা,kilti
882,wachsen::V,বড় হওয়া,augti
883,glänzen::V,জ্বলা,blizgėti
884,funkeln::V,জ্বল্জ্বল করা,žibėti
885,läuten::V,রুসুঝুসু করা,skambinti
886,klingeln::V,বাজা,skambinti
887,klirren::V,টুংটাং-শব্দ করা,žvangėti
888,brausen::V,গর্জন করা,šniokšti
889,rauschen::V,মর্মরধ্বনি করা,ošti
890,rauschen::V,মর্মরধ্বনি করা,šlamėti
891,klingen::V,শব্দ করা,skardėti
892,bellen::V,ঘেউ ঘেউ করা,loti
893,heulen::V,গর্জন করা,kaukti
894,heulen::V,গর্জন করা,staugti
895,blasen::V,ফুঁ দেওয়া,pūsti
896,pfeifen::V,শিস্ দেওয়া,švilpti
897,pfeifen::V,শিস্ দেওয়া,švilpauti
898,schreien::V,চিৎকার করা,šaukti
899,stöhnen::V,গোঁ-গো করা,dejuoti
900,stöhnen::V,গোঁ-গো করা,aimanuoti
901,zittern::V,কাঁপা,virpėti
902,leben::V,বাঁচা,gyventi
903,geboren werden::V,জন্মানো,gimti
904,atmen::V,শ্বাস ফেলা,alsuoti
905,atmen::V,শ্বাস ফেলা,kvėpuoti
906,trinken::V,পান করা,gerti
907,essen::V,ভক্ষণ করা,valgyti
908,schlucken::V,গেলা,praryti
909,müde werden::V,পরিশ্রান্ত হওয়া,nuvargti
910,müde werden::V,পরিশ্রান্ত হওয়া,privargti
911,einschlafen::V,নিদ্রামগ্ন হওয়া,užmigti
912,schlafen::V,নিদ্রা যাওয়া,miegoti
913,aufwachen::V,জাগা,pabusti
914,aufstehen::V,জাগা,keltis
915,aufstehen::V,জাগা,atsikelti
916,sich erholen::V,আরাম করা,pailsėti
917,sich erholen::V,আরাম করা,poilsiauti
918,krank werden::V,অসুস্থ হত্তয়া,susirgti
919,krank sein::V,রূগ্ণ হত্তয়া,sirgti
920,schmerzen::V,কন্কন করা,sopėti
921,schmerzen::V,কন্কন করা,skaudėti
922,husten::V,কাশা,kosėti
923,genesen::V,আরোগ্য হওয়া,sveikti
924,genesen::V,আরোগ্য হওয়া,taisytis
925,sterben::V,মারা যাওয়া,mirti
926,sterben::V,মারা যাওয়া,numirti
927,umkommen::V,মারা যাওয়া,žūti
928,sich bewegen::V,চলা,judėti
929,sich bewegen::V,চলা,pasijudinti
930,sich rühren::V,নড়া,krutėti
931,sich erheben::V,উদিত হওয়া,pakilti
932,sich erheben::V,উদিত হওয়া,atsikelti
933,sich setzen::V,বসা,sėstis
934,sich setzen::V,বসা,atsisėsti
935,hinfallen::V,পড়া,parkristi
936,hinfallen::V,পড়া,pargriūti
937,laufen::V,হাঁটা,eiti
938,schreiten::V,হাঁটা,žengti
939,schreiten::V,হাঁটা,žingsniuoti
940,spazierengehen::V,পায়চারি করা,pasivaikščioti
941,eilen::V,ত্বরাম্বিত করা,skubėti
942,sich beeilen::V,ত্বরাম্বিত করা,paskub́ėti
943,sich beeilen::V,ত্বরাম্বিত করা,pasiskubinti
944,sausen::V,ধেয়ে যাওয়া,dumti
945,sausen::V,ধেয়ে যাওয়া,lėkti
946,rennen::V,চলা,bėgti
947,springen::V,লাফানো,šokti
948,klettern::V,আরোহণ করা,kopti
949,schaukeln::V,দোলা,supti
950,schaukeln::V,দোলা,linguoti
951,kriechen::V,হামাগুড়ি দেওয়া,ropoti
952,kriechen::V,হামাগুড়ি দেওয়া,šliaužti
953,schwimmen::V,সাঁতার কাটা,plaukti
954,tauchen::V,ডোবা,nerti
955,rudern::V,দাঁড় টানা,irtis
956,rudern::V,দাঁড় টানা,irkluoti
957,fahren::V,চালান,važiuoti
958,fahren::V,চালান,važinėti
959,fliegen::V,ওড়া,lėkti
960,fliegen::V,ওড়া,skristi
961,gehen::V,যাওয়া,eiti
962,weggehen::V,প্রস্থান করা,išeiti
963,abfahren::V,প্রস্থান করা,išvykti
964,abfahren::V,প্রস্থান করা,išvažiuoti
965,anhalten::V,থামা,sustoti
966,hineingehen::V,ঢোকা,įeiti
967,eintreten::V,ঢোকা,įžengti
968,kommen::V,আসা,ateiti
969,ankommen::V,আসা,ateiti
970,zurückkommen::V,ফিরা,grį̃žti
971,zurückkommen::V,ফিরা,sugrį̃žti
972,bleiben::V,থাকা,likti
973,bleiben::V,থাকা,pasilikti
974,warten::V,অপেক্ষা করা,laukti
975,erwarten::V,অপেক্ষা করা,laukti
976,suchen::V,খোঁজ করা,ieškoti
977,finden::V,পাওয়া,rasti
978,finden::V,পাওয়া,surasti
979,versuchen::V,পরখ করা,mėginti
980,vorbereiten::V,প্রস্তুত করা,rengti
981,lieben::V,ভালবাসা,myĺėti
982,mögen::V,পছন্দ করা,ḿėgti
983,mögen::V,পছন্দ করা,patikti
984,lachen::V,হাসা,juoktis
985,rühren::V,হৃদয়ম্পর্শ করা,jaudinti
986,rühren::V,হৃদয়ম্পর্শ করা,graudinti
987,weinen::V,কাঁদা,verkti
988,schimpfen::V,নালিশ করা,bartis
989,sich ärgern::V,রাগ হত্তয়া,pykti
990,sich ärgern::V,রাগ হত্তয়া,apmaudauti
991,sich fürchten::V,ভয় করা,bijoti
992,sich fürchten::V,ভয় করা,baimintis
993,fürchten::V,ডরা,bijoti
994,fürchten::V,ডরা,baimintis
995,fliehen::V,পালানো,bėgti
996,fliehen::V,পালানো,sprukti
997,flüchten::V,পালানো,pabėgti
998,sehen::V,দেখা,žiūŕėti
999,anschauen::V,দেখা,žiūŕėti
1000,ansehen::V,দেখা,žiūrėti į
1001,ansehen::V,দেখা,pažiūrėti į
1002,hören::V,শোনা,girdėti
1003,zuhören::V,শোনা,klausytis
1004,probieren::V,পরখ করা,ragauti
1005,probieren::V,পরখ করা,paragauti
1006,riechen::V,শুঁকা,uosti
1007,riechen::V,শুঁকা,užuosti
1008,fühlen::V,অনুভব করা,justi
1009,fühlen::V,অনুভব করা,jausti
1010,fühlen::V,অনুভব করা,pajusti
1011,scheinen::V,মনে হত্তয়া,rodytis
1012,scheinen::V,মনে হত্তয়া,atrodyti
1013,zu sehen sein::V,দেখা দেত্তয়া,pasirodyti
1014,vernehmen::V,শোনা,išgirsti
1015,frieren::V,শীত লাগা,šalti
1016,tun::V,করা,daryti
1017,können::V,পারা,galėti
1018,können::V,পারা,pajėgti
1019,wollen::V,ইচ্ছা করা,norėti
1020,anfangen::V,আরম্ভ করা,pradėti
1021,anfangen::V,আরম্ভ করা,prasid́ėti
1022,beenden::V,শেষ করা,baigti
1023,beenden::V,শেষ করা,užbaigti
1024,aufhören::V,থামা,liautis
1025,gelingen::V,সিদ্ধিলাভ করা,pavykti
1026,gelingen::V,সিদ্ধিলাভ করা,pasisekti
1027,geraten::V,পরিণত হত্তয়া,nusisekti
1028,öffnen::V,খোলা,atverti
1029,öffnen::V,খোলা,atidaryti
1030,schließen::V,বন্ধ করা,uždaryti
1031,stellen::V,স্থাপন করা,statyti
1032,stellen::V,স্থাপন করা,pastatyti
1033,setzen::V,স্থাপন করা,sodinti
1034,setzen::V,স্থাপন করা,pasodinti
1035,legen::V,স্থাপন করা,dėti
1036,legen::V,স্থাপন করা,pad́ėti
1037,berühren::V,স্পর্শ করা,liesti
1038,berühren::V,স্পর্শ করা,paliesti
1039,verbinden::V,সংযুক্ত করা,jungti
1040,verbinden::V,সংযুক্ত করা,surišti
1041,bedecken::V,ঢাকা,uždengti
1042,aufhängen::V,ঝুলানো,pakarti
1043,aufhängen::V,ঝুলানো,pakabinti
1044,anzünden::V,জ্বালান,padegti
1045,aufheben::V,কুড়াইয়া তোলা,pakelti
1046,zurücklassen::V,পরিত্যাগ করা,palikti
1047,verlieren::V,হারান,pamesti
1048,fallen lassen::V,ফেলা,atsisakyti
1049,machen::V,গঠন করা,dirbti
1050,herstellen::V,সৃষ্টি করা,gaminti
1051,bauen::V,নির্মাণ করা,statyti
1052,bauen::V,নির্মাণ করা,pastatyti
1053,reparieren::V,মেরামত করা,taisyti
1054,reparieren::V,মেরামত করা,remontuoti
1055,verbessern::V,উন্নতিলাভ করা,gerinti
1056,verbessern::V,উন্নতিলাভ করা,ištaisyti
1057,ändern::V,পরিবর্তিত করা,keisti
1058,ändern::V,পরিবর্তিত করা,pakeisti
1059,graben::V,খনন করা,kasti
1060,beugen::V,নোয়া,lenkti
1061,beugen::V,নোয়া,palenkti
1062,biegen::V,নোয়া,lenkti
1063,biegen::V,নোয়া,palenkti
1064,drehen::V,ঘোরান,sukti
1065,wenden::V,উলটাইয়া দেত্তয়া,kreipti
1066,wenden::V,উলটাইয়া দেত্তয়া,pakreipti
1067,umdrehen::V,উলটানো,sukti
1068,umdrehen::V,উলটানো,apversti
1069,heben::V,উত্তোলন করা,kelti
1070,heben::V,উত্তোলন করা,pakelti
1071,hochheben::V,উঁচু করা,pakelti
1072,ergreifen::V,দখল করা,čiupti
1073,ergreifen::V,দখল করা,griebti
1074,halten::V,ধরা,laikyti
1075,halten::V,ধরা,palaikyti
1076,drücken::V,টেপা,spausti
1077,schieben::V,ঠেলা,stumti
1078,kratzen::V,চাঁচা,kasyti
1079,kratzen::V,চাঁচা,grandyti
1080,lecken::V,চাটা,laižyti
1081,beißen::V,দংশন করা,kandžioti
1082,abreißen::V,বিচ্ছিন্ন করা,nuplėšti
1083,abschneiden::V,বিচ্ছিন্ন করা,atpjauti
1084,abschneiden::V,বিচ্ছিন্ন করা,atkirpti
1085,binden::V,বন্ধন করা,rišti
1086,binden::V,বন্ধন করা,surišti
1087,stecken::V,বিদ্ধ করা,kišti
1088,stecken::V,বিদ্ধ করা,įkišti
1089,brechen::V,ভাঙা,lūžti
1090,brechen::V,ভাঙা,laužyti
1091,klopfen::V,আঘাত করা,belsti
1092,klopfen::V,আঘাত করা,barbenti
1093,hauen::V,আঘাত করা,mušti
1094,kleben::V,সাঁটা,lipdyti
1095,kleben::V,সাঁটা,klijuoti
1096,reiben::V,ঘষা,trinti
1097,reiben::V,ঘষা,tarkuoti
1098,streichen::V,ছড়াইয়া,tepti
1099,streichen::V,ছড়াইয়া,užtepti
1100,schleifen::V,ধার দেওয়া,galą́sti
1101,schneiden::V,কাটা,pjauti
1102,schneiden::V,কাটা,kirpti
1103,rütteln::V,নাড়ান,purtyti
1104,schütteln::V,নড়া,purtyti
1105,schwenken::V,দোলা,mojuoti
1106,schütten::V,বর্ষণ করা,pilti
1107,schütten::V,বর্ষণ করা,berti
1108,füllen::V,পরিপূর্ণ করা,pildyti
1109,füllen::V,পরিপূর্ণ করা,pripildyti
1110,einwickeln::V,মুড়া,įvynioti
1111,einwickeln::V,মুড়া,suvynioti
1112,tragen::V,বহন করা,nešti
1113,tragen::V,বহন করা,nešioti
1114,schleppen::V,টানা,vilkti
1115,ziehen::V,টানা,tempti
1116,aufbewahren::V,রাখা,laikyti
1117,werfen::V,ছুড়া,mesti
1118,werfen::V,ছুড়া,sviesti
1119,fangen::V,লোফা,sugauti
1120,packen::V,ধরা,čiupti
1121,packen::V,ধরা,griebti
1122,verstecken::V,গোপন করা,slėpti
1123,verstecken::V,গোপন করা,slapstyti
1124,teilen::V,বিভক্ত করা,dalyti
1125,teilen::V,বিভক্ত করা,padalyti
1126,schicken::V,প্রেরণ করা,sių̃sti
1127,schicken::V,প্রেরণ করা,pasių̃sti
1128,bringen::V,আনা,atnešti
1129,hinzufügen::V,একত্র করা,pridėti
1130,bekommen::V,পাওয়া,gauti
1131,erhalten::V,পাওয়া,gauti
1132,nehmen::V,নেওয়া,paimti
1133,wählen::V,বাছা,rinkti
1134,wählen::V,বাছা,išsirinkti
1135,auswählen::V,বাছা,išrinkti
1136,bewahren::V,বাঁচাইয়া রাখা,išsaugoti
1137,behindern::V,বাধা দেওয়া,trukdyti
1138,verderben::V,নষ্ট করা,sugadinti
1139,beschädigen::V,ক্ষতি করা,žaloti
1140,beschädigen::V,ক্ষতি করা,gadinti
1141,zerbrechen::V,ভাঙ্গিয়া যাওয়া,sukulti
1142,zerbrechen::V,ভাঙ্গিয়া যাওয়া,sudaužyti
1143,zerreißen::V,ছিঁড়া,perplėšti
1144,zerreißen::V,ছিঁড়া,suplėšyti
1145,zerstören::V,বিনাশ করা,suardyti
1146,zerstören::V,বিনাশ করা,sugriauti
1147,verbrennen::V,দহন করা,deginti
1148,verbrennen::V,দহন করা,sudeginti
1149,geben::V,দেওয়া,duoti
1150,geben::V,দেওয়া,paduoti
1151,reichen::V,দেওয়া,paduoti
1152,schenken::V,উপহার দেত্তয়া,dovanoti
1153,versprechen::V,প্রতিশ্রুতি দেওয়া,žadėti
1154,versprechen::V,প্রতিশ্রুতি দেওয়া,pažadėti
1155,wünschen::V,আকাঙ্ক্ষা করা,norėti
1156,wünschen::V,আকাঙ্ক্ষা করা,linḱėti
1157,loben::V,প্রশংসা করা,girti
1158,loben::V,প্রশংসা করা,pagirti
1159,küssen::V,চুম্বন করা,bučiuoti
1160,wiegen::V,দুলানো,supti
1161,zudecken::V,ঢাকা,užkloti
1162,zudecken::V,ঢাকা,uždengti
1163,wecken::V,জাগানো,žadinti
1164,zeigen::V,দেখানো,rodyti
1165,führen::V,পথ দেখানো,vesti
1166,führen::V,পথ দেখানো,vadovauti
1167,lehren::V,শেখানো,mokyti
1168,lehren::V,শেখানো,išmokyti
1169,unterrichten::V,শিক্ষা দেওয়া,dėstyti
1170,aufziehen::V,পালন করা,išauginti
1171,leiten::V,পরিচালনা করা,valdyti
1172,leiten::V,পরিচালনা করা,vadovauti
1173,antreiben::V,চালনা করা,uiti
1174,antreiben::V,চালনা করা,raginti
1175,antreiben::V,চালনা করা,skubinti
1176,lassen::V,অনুমতি দেওয়া,paliepti
1177,einladen::V,নিমন্ত্রণ করা,kviesti
1178,einladen::V,নিমন্ত্রণ করা,pakviesti
1179,vereinigen::V,এক করা,sujungti
1180,vereinigen::V,এক করা,suvienyti
1181,besuchen::V,দেখিতে যাওয়া,lankyti
1182,besuchen::V,দেখিতে যাওয়া,aplankyti
1183,treffen::V,সন্মুখীন হওয়া,sutikti
1184,treffen::V,সন্মুখীন হওয়া,pasitikti
1185,sich versammeln::V,জড়ো হওয়া,susirinkti
1186,spielen::V,খেলা,groti
1187,spielen::V,খেলা,žaisti
1188,singen::V,গাওয়া,dainuoti
1189,tanzen::V,নাচা,šokti
1190,sich trennen::V,পৃথক করা,skirtis
1191,sich trennen::V,পৃথক করা,išsiskirti
1192,verlassen::V,পরিত্যাগ করা,palikti
1193,retten::V,উদ্ধার করা,gelbėti
1194,bewachen::V,পাহারা দেওয়া,sergėti
1195,schützen::V,রক্ষা করা,ginti
1196,schützen::V,রক্ষা করা,apginti
1197,verteidigen::V,রক্ষা করা,ginti
1198,verteidigen::V,রক্ষা করা,apginti
1199,sich schlagen::V,লড়াই করা,muštis
1200,schießen::V,তীরবেগে ছোটা,šauti
1201,schießen::V,তীরবেগে ছোটা,šaudyti
1202,siegen::V,জেতা,nugalėti
1203,ärgern::V,বিরক্ত করা,pykinti
1204,schlagen::V,আঘাত করা,mušti
1205,schlagen::V,আঘাত করা,smogti
1206,schlagen::V,আঘাত করা,trenkti
1207,treten::V,লাথি মারা,mygti
1208,stechen::V,দংশন করা,gelti
1209,stechen::V,দংশন করা,smeigti
1210,stoßen::V,ঠেলা,stumti
1211,stoßen::V,ঠেলা,pastumti
1212,stehlen::V,অপহরণ করা,vogti
1213,stören::V,ঘাঁটান,trikdyti
1214,belästigen::V,বিরক্ত করা,apsunkinti
1215,verbergen::V,গোপন করা,slėpti
1216,verbergen::V,গোপন করা,paslėpti
1217,täuschen::V,প্রবঞ্চনা করা,klaidinti
1218,betrügen::V,প্রতারণা করা,apgauti
1219,töten::V,হত্যা করা,žudyti
1220,töten::V,হত্যা করা,nužudyti
1221,wohnen::V,বাস করা,gyventi
1222,arbeiten::V,কাজ করা,dirbti
1223,arbeiten::V,কাজ করা,triūsti
1224,sammeln::V,সংগ্রহ করা,rinkti
1225,pflücken::V,চয়ন করা,skinti
1226,pflücken::V,চয়ন করা,raškyti
1227,jagen::V,শিকার করা,medžioti
1228,fischen::V,মাছ ধরা,žvejoti
1229,fassen::V,ধরা,sučiupti
1230,hüten::V,যুথভুক্ত করা,ganyti
1231,treiben::V,চালনা করা,ginti
1232,anbinden::V,বন্ধন করা,pririšti
1233,füttern::V,ভোজন করানো,šerti
1234,melken::V,দুগ্ধ দোহন করা,melžti
1235,hacken::V,কাটা,kapoti
1236,gießen::V,বর্ষণ করা,lieti
1237,gießen::V,বর্ষণ করা,laistyti
1238,reifen::V,পাকা,nokti
1239,reifen::V,পাকা,sirpti
1240,zubereiten::V,রন্ধন করা,ruošti
1241,zubereiten::V,রন্ধন করা,gaminti
1242,kochen::V,রন্ধন করা,virti
1243,kochen::V,রন্ধন করা,virinti
1244,backen::V,সেকা,kepti
1245,braten::V,ভাজা,kepti
1246,braten::V,ভাজা,kepinti
1247,umrühren::V,নড়ানো,maišyti
1248,umrühren::V,নড়ানো,pamaišyti
1249,stricken::V,বোনা,megzti
1250,nähen::V,সেলাই করা,siūti
1251,färben::V,রঞ্জিত করা,dažyti
1252,färben::V,রঞ্জিত করা,nudažyti
1253,reinigen::V,পরিষ্কার করা,valyti
1254,reinigen::V,পরিষ্কার করা,švarinti
1255,waschen::V,পরিষ্কার করা,plauti
1256,waschen::V,পরিষ্কার করা,mazgoti
1257,waschen::V,পরিষ্কার করা,skalbti
1258,abwischen::V,মুছা,nušluostyti
1259,spülen::V,পরিষ্কার করা,plauti
1260,spülen::V,পরিষ্কার করা,skalauti
1261,fegen::V,ঝাঁট দেওয়া,šluoti
1262,kehren::V,ঝাঁট দেওয়া,šluoti
1263,baden::V,অবগাহন করা,maudytis
1264,sich waschen::V,ধোয়া,praustis
1265,ausziehen::V,খুলা,numauti
1266,ausziehen::V,খুলা,nuvilkti
1267,anziehen::V,গায়ে দেত্তয়া,mauti
1268,anziehen::V,গায়ে দেত্তয়া,apsivilkti
1269,sich anziehen::V,পোশাক পরা,rengtis
1270,sich anziehen::V,পোশাক পরা,apsirengti
1271,kämmen::V,আঁচড়ানো,šukuoti
1272,schmücken::V,সাজান করা,puošti
1273,schmücken::V,সাজান করা,dabinti
1274,schmücken::V,সাজান করা,gražinti
1275,sagen::V,উচ্চারণ করা,tarti
1276,sprechen::V,বলা,kalbėti
1277,reden::V,আলাপ করা,šnekėti
1278,sich unterhalten::V,আড্ডা দেওয়া,kalbėtis
1279,sich unterhalten::V,আড্ডা দেওয়া,šnekučiuotis
1280,fragen::V,জিজ্ঞাসা করা,klausti
1281,bitten::V,প্রার্থনা করা,prašyti
1282,erzählen::V,বর্ণনা করা,pasakoti
1283,mitteilen::V,বলা,skelbti
1284,mitteilen::V,বলা,pranešti
1285,nennen::V,নাম দেওয়া,vadinti
1286,nennen::V,নাম দেওয়া,vardyti
1287,rufen::V,আমন্ত্রণ করা,šaukti
1288,rufen::V,আমন্ত্রণ করা,kviesti
1289,prahlen::V,বড়াই করা,girtis
1290,übersetzen::V,ভাষাস্তরিত করা,versti
1291,übersetzen::V,ভাষাস্তরিত করা,išversti
1292,denken::V,ভাবা,galvoti
1293,glauben::V,বিশ্বাস করা,manyti
1294,glauben::V,বিশ্বাস করা,tikėti
1295,bemerken::V,লক্ষ্য করা,pamatyti
1296,bemerken::V,লক্ষ্য করা,pastebėti
1297,erkennen::V,চিনিতে পারা,pažinti
1298,erkennen::V,চিনিতে পারা,atpažinti
1299,begreifen::V,উপলব্ধি করা,suvokti
1300,verstehen::V,উপলব্ধি করা,suprasti
1301,lernen::V,শেখা,mokytis
1302,wissen::V,জানা,žinoti
1303,sich erinnern an::V,মনে করা,prisiminti
1304,vergessen::V,বিস্মৃত হওয়া,užmiršti
1305,messen::V,মাপা,matuoti
1306,zählen::V,গণনা করা,skaičiuoti
1307,rechnen::V,হিসাব করা,skaičiuoti
1308,lesen::V,পাঠ করা,skaityti
1309,malen::V,আঁকা,tapyti
1310,zeichnen::V,ছকা,piešti
