,Concept_ID,hr,zh
469,Gürtel::N,pas,腰带
470,Gürtel::N,pojas,腰带
471,Mütze::N,kapa,帽子
472,Schuh::N,cipela,鞋
473,Stiefel::N,čizma,靴子
474,Ring::N,prsten,戒指
475,Band::N,vrpca,带子
476,Kamm::N,češalj,梳子
477,Spiegel::N,zrcalo,镜子
478,Spiegel::N,ogledalo,镜子
479,Riemen::N,kaiš,皮带
480,Riemen::N,remen,皮带
481,Schnur::N,vrpca,绳子
482,Leine::N,uzica,皮带
483,Decke::N,ćebe,被子
484,Decke::N,pokrivač,被子
485,Kissen::N,jastuk,软垫
486,Tuch::N,rubac,巾
487,Tuch::N,marama,巾
488,Handtuch::N,ručnik,手巾
489,Kraft::N,snaga,力
490,Stärke::N,jakost,力量
491,Gesundheit::N,zdravlje,健康
492,Krankheit::N,bolest,病
493,Schmerz::N,bol,痛
494,Wunde::N,rana,伤口
495,Fieber::N,groznica,发烧
496,Arznei::N,lijek,药
497,Brücke::N,most,桥
498,Brücke::N,ćuprija,桥
499,Brunnen::N,bunar,井
500,Brunnen::N,zdenac,井
501,Weide::N,paša,牧场
502,Weide::N,pašnjak,牧场
503,Pfad::N,staza,小路
504,Weg::N,put,路
505,Straße::N,drum,街
506,Straße::N,cesta,街
507,Dorf::N,selo,村庄
508,Stadt::N,grad,城市
509,Stadt::N,varoš,城市
510,Brief::N,list,信
511,Brief::N,pismo,信
512,Buch::N,knjiga,书
513,Buchstabe::N,slovo,字母
514,Zeitung::N,novine,报纸
515,Leben::N,život,生命
516,Tod::N,smrt,死亡
517,Grab::N,raka,坟墓
518,Kirche::N,crkva,教堂
519,Sünde::N,grijeh,罪
520,Gott::N,bog,上帝
521,Arbeiter::N,radnik,工人
522,Chef::N,šef,上司
523,Meister::N,majstor,师傅
524,Arzt::N,liječnik,医生
525,Lehrer::N,učitelj,教师
526,Geld::N,novac,钱
527,Geschäft::N,posao,交易
528,Geschäft::N,trgovina,交易
529,Laden::N,dućan,商店
530,Preis::N,cijena,价格
531,Ware::N,roba,商品
532,Nutzen::N,korist,好处
533,Reichtum::N,bogatstvo,财富
534,Welt::N,svijet,世界
535,Land::N,zemlja,国家
536,Staat::N,država,国家
537,König::N,kralj,国王
538,Macht::N,moć,权力
539,Macht::N,vlast,权力
540,Grenze::N,granica,边界
541,Krieg::N,rat,战争
542,Feind::N,neprijatelj,敌人
543,Gewalt::N,sila,暴力
544,Gewalt::N,nasilje,暴力
545,Kampf::N,boj,战斗
546,Kampf::N,borba,战斗
547,Bogen[Waffe]::N,luk,弓
548,Pfeil::N,strijela,箭
549,Gewehr::N,puška,枪
550,Fehler::N,pogreška,错误
551,Fehler::N,griješka,错误
552,Lüge::N,laž,谎话
553,Schaden::N,šteta,损失
554,Unglück::N,nesreća,不幸
555,Schuld::N,krivnja,过错
556,Alter::N,dob,年龄
557,Schluss::N,kraj,结束
558,Schluss::N,konac,结束
559,Zeit::N,doba,时间
560,Zeit::N,vrijeme,时间
561,Tag::N,dan,天
562,Morgen::N,jutro,早晨
563,Mittag::N,podne,中午
564,Abend::N,veče,晚上
565,Abend::N,večer,晚上
566,Nacht::N,noć,夜
567,Woche::N,sedmica,星期
568,Monat::N,mjesec,月
569,Jahr::N,godina,年
570,Frühling::N,proljeće,春天
571,Sommer::N,ljeto,夏天
572,Herbst::N,jesen,秋天
573,Winter::N,zima,冬天
574,Januar::N,januar,一月
575,Januar::N,siječanj,一月
576,Februar::N,veljača,二月
577,Februar::N,februar,二月
578,März::N,mart,三月
579,März::N,ožujak,三月
580,April::N,april,四月
581,April::N,travanj,四月
582,Mai::N,maj,五月
583,Mai::N,svibanj,五月
584,Juni::N,juni,六月
585,Juni::N,lipanj,六月
586,Juli::N,juli,七月
587,Juli::N,srpanj,七月
588,August::N,august,八月
589,August::N,kolovoz,八月
590,September::N,rujan,九月
591,September::N,septembar,九月
592,Oktober::N,oktobar,十月
593,Oktober::N,listopad,十月
594,November::N,studeni,十一月
595,November::N,novembar,十一月
596,Dezember::N,prosinac,十二月
597,Montag::N,ponedjeljak,星期一
598,Montag::N,ponedjeljnik,星期一
599,Dienstag::N,utorak,星期二
600,Dienstag::N,utornik,星期二
601,Mittwoch::N,srijeda,星期三
602,Donnerstag::N,četvrtak,星期四
603,Freitag::N,petak,星期五
604,Samstag::N,subota,星期六
605,Sonntag::N,nedjelja,星期日
606,groß::A,velik,大
607,klein::A,mali,小
608,klein::A,malen,小
609,lang::A,dug,长
610,lang::A,dugačak,长
611,kurz::A,kratak,短
612,breit::A,širok,宽
613,schmal::A,uski,细长的
614,schmal::A,uzak,细长的
615,dicht::A,gust,密
616,dick[Gegenstand]::A,debeo,厚
617,dünn::A,tanak,薄
618,fein::A,fin,细小
619,fein::A,tanak,细小
620,fest::A,čvrst,固体
621,flach::A,ravan,平坦
622,flach::A,plosnat,平坦
623,glatt::A,gladak,光滑
624,hart::A,tvrd,硬
625,weich::A,mek,软
626,weich::A,mekan,软
627,rund::A,okrugao,圆
628,spitz::A,oštar,尖
629,spitz::A,šiljast,尖
630,scharf::A,oštar,锋利
631,scharf::A,bridak,锋利
632,stumpf::A,tup,钝
633,schwer::A,težak,重
634,schön::A,krasan,美丽
635,heiß::A,vruć,烫
636,warm::A,topao,暖和
637,kalt::A,hladan,冷
638,kühl::A,hladan,凉
639,frisch::A,svjež,新鲜
640,feucht::A,vlažan,潮湿
641,nass::A,mokar,湿
642,trocken::A,suh,干
643,voll::A,pun,满
644,leer::A,prazan,空
645,offen::A,otvoren,敞开
646,geschlossen::A,zatvoren,关闭
647,sauber::A,čist,干净
648,schmutzig::A,nečist,肮脏
649,schmutzig::A,blatan,肮脏
650,roh::A,sirov,生
651,reif::A,zreo,成熟
652,lecker::A,tečan,好吃
653,lecker::A,ukusan,好吃
654,süß::A,sladak,甜
655,bitter::A,gorak,苦
656,sauer::A,kiseo,酸
657,hell::A,vedar,亮
658,hell::A,svijetao,亮
659,dunkel::A,taman,阴暗
660,schwarz::A,crn,黑
661,weiß::A,bio,白
662,weiß::A,bijel,白
663,rot::A,crven,红
664,gelb::A,žut,黄
665,blau::A,plav,蓝
666,blau::A,modar,蓝
667,grün::A,zelen,绿
668,grau::A,siv,灰色
669,bunt::A,šaren,五彩
670,billig::A,jeftin,便宜
671,teuer::A,skup,贵
672,wertvoll::A,vrijedan,贵重
673,wertvoll::A,dragocjen,贵重
674,blind::A,slijep,瞎
675,taub::A,gluh,聋
676,kräftig::A,snažan,强壮
677,stark::A,jak,强壮
678,stark::A,snažan,强壮
679,schwach::A,slab,弱
680,fett::A,pretio,胖
681,schlank::A,vitak,苗条
682,hübsch::A,zgodan,漂亮
683,böse::A,zao,邪恶
684,böse::A,opak,邪恶
685,dumm::A,glup,笨
686,faul::A,lijen,懒惰
687,fleißig::A,radin,勤奋
688,fleißig::A,marljiv,勤奋
689,geizig::A,škrt,吝啬
690,klug::A,razborit,聪明
691,geschickt::A,vješt,灵巧
692,lieb::A,drag,可爱
693,lustig::A,veseo,快乐
694,sanft::A,blag,柔和
695,hungrig::A,gladan,饥饿
696,krank::A,bolestan,患病
697,nackt::A,nag,裸体
698,traurig::A,tužan,悲哀
699,traurig::A,žalostan,悲哀
700,lebendig::A,živ,活
701,gut::A,dobar,好
702,schlecht::A,loš,坏
703,schlecht::A,rđav,坏
704,richtig::A,tačan,正确
705,richtig::A,ispravan,正确
706,schlimm::A,zao,糟糕
707,schlimm::A,zločest,糟糕
708,wahr::A,istinit,真
709,alt::A,star,旧
710,neu::A,nov,新
711,ehemalig::A,bivši,以前
712,alt[Lebewesen]::A,star,老
713,jung::A,mlad,年轻
714,arm::A,ubog,贫穷
715,arm::A,siromašan,贫穷
716,reich::A,bogat,富裕
717,bekannt::A,poznat,出名
718,berühmt::A,čuven,著名
719,berühmt::A,slavan,著名
720,fremd::A,tuđ,陌生
721,fremd::A,stran,陌生
722,verschieden::A,razan,不同
723,verschieden::A,različan,不同
724,nah::A,blizak,近
725,fern::A,dalek,遥远
726,fern::A,daljnji,遥远
727,linker::A,lijevi,左
728,rechter::A,desni,右
729,anderer::A,drugi,别的
730,anderer::A,drugačiji,别的
731,erster::A,prvi,第一
732,zweiter::A,drugi,第二
733,dritter::A,treći,第三
734,letzter::A,zadnji,最后
735,allein::ADV,sam,单独
736,auf einmal::ADV,istodobno,同时
737,zusammen::ADV,skupa,一起
738,zusammen::ADV,zajedno,一起
739,lange::ADV,dugo,许久
740,plötzlich::ADV,naglo,忽然
741,plötzlich::ADV,iznenada,忽然
742,sofort::ADV,odmah,立刻
743,später::ADV,kasnije,以后
744,jetzt::ADV,sad,现在
745,jetzt::ADV,sada,现在
746,heute::ADV,danas,今天
747,morgen::ADV,sutra,明天
748,bald::ADV,skoro,即将
749,bald::ADV,doskora,即将
750,dann::ADV,zatim,然后
751,gestern::ADV,juče,昨天
752,gestern::ADV,jučer,昨天
753,einst::ADV,negda,曾经
754,einst::ADV,nekada,曾经
755,damals::ADV,tada,当时
756,damals::ADV,onda,当时
757,danach::ADV,poslije,随后
758,danach::ADV,nakon toga,随后
759,vorher::ADV,prije,事先
760,vorher::ADV,prije toga,事先
761,zuerst::ADV,prvo,首先
762,zuerst::ADV,najprije,首先
763,einmal::ADV,jednom,一次
764,einmal::ADV,jedanput,一次
765,manchmal::ADV,katkad,有时
766,manchmal::ADV,katkada,有时
767,oft::ADV,često,时常
768,immer::ADV,vazda,总是
769,immer::ADV,uvijek,总是
770,niemals::ADV,nikad,从未
771,niemals::ADV,nikada,从未
772,hier::ADV,tu,这里
773,hier::ADV,ovdje,这里
774,hierhin::ADV,amo,到这里
775,hierhin::ADV,ovamo,到这里
776,von hier::ADV,odavde,由此
777,dort::ADV,ondje,那里
778,dorthin::ADV,onamo,到那里
779,geradeaus::ADV,ravno,一直往前
780,vorwärts::ADV,naprijed,向前
781,rückwärts::ADV,natrag,向后
782,zurück::ADV,nazad,退后
783,zurück::ADV,natrag,退后
784,unten::ADV,dolje,下面
785,hinab::ADV,nizbrdo,向下
786,oben::ADV,gore,上面
787,hinauf::ADV,uzbrdo,向上
788,überall::ADV,svuda,到处
789,überall::ADV,svagdje,到处
790,nicht::ADV,ne,不
791,ein wenig::ADV,malo,一点儿
792,kaum::ADV,tek,几乎不
793,kaum::ADV,jedva,几乎不
794,sehr::ADV,jako,很
795,sehr::ADV,veoma,很
796,so::ADV,tako,如此
797,so::ADV,ovako,如此
798,noch::ADV,još,还
799,nur::ADV,samo,只
800,schon::ADV,već,已经
801,wieder::ADV,opet,又
802,wieder::ADV,ponovo,又
803,vergebens::ADV,uzalud,
804,vergebens::ADV,zabadava,
805,vor::PRP,pred,在...面前
806,vor::PRP,ispred,在...面前
807,hinter::PRP,za,在...背后
808,hinter::PRP,iza,在...背后
809,unter::PRP,pod,在...下面
810,unter::PRP,ispod,在...下面
811,durch::PRP,po,穿过
812,durch::PRP,kroz,穿过
813,neben::PRP,kraj,在...旁
814,neben::PRP,pored,在...旁
815,neben::PRP,pokraj,在...旁
816,zwischen::PRP,među,在...之间
817,zwischen::PRP,između,在...之间
818,wegen::PRP,radi,由于
819,wegen::PRP,zbog,由于
820,dies::PRN,ovo,这
821,das::PRN,to,那
822,das::PRN,ono,那
823,alles::PRN,sve,一切
824,ich::PRN,ja,我
825,du::PRN,ti,你
826,er::PRN,on,他
827,wir::PRN,mi,我们
828,ihr::PRN,vi,你们
829,sie::PRN,oni,她
830,was::FPRN,što,什么
831,wer::FPRN,tko,谁
832,wo::FADV,gdje,哪里
833,wohin::FADV,kuda,去哪里
834,wohin::FADV,kamo,去哪里
835,wie::FADV,kako,怎么
836,warum::FADV,zašto,为什么
837,wieviel::FNUM,koliko,多少
838,eins::NUM,jedan,一
839,zwei::NUM,dva,二
840,drei::NUM,tri,三
841,vier::NUM,četiri,四
842,fünf::NUM,pet,五
843,sechs::NUM,šest,六
844,sieben::NUM,sedam,七
845,acht::NUM,osam,八
846,neun::NUM,devet,九
847,zehn::NUM,deset,十
848,elf::NUM,jedanaest,十一
849,zwölf::NUM,dvanaest,十二
850,zwanzig::NUM,dvadeset,二十
851,dreißig::NUM,trideset,三十
852,vierzig::NUM,četrdeset,四十
853,fünfzig::NUM,pedeset,五十
854,sechzig::NUM,šezdeset,六十
855,siebzig::NUM,sedamdeset,七十
856,achtzig::NUM,osamdeset,八十
857,neunzig::NUM,devetdeset,九十
858,hundert::NUM,sto,百
859,tausend::NUM,tisuća,千
860,und::CNJ,i,和
861,und::CNJ,te,和
862,oder::CNJ,ili,或者
863,stehen::V,stajati,站
