,Concept_ID,be,ja
837,blasen::V,дзьмухнуць,吹く
838,pfeifen::V,свістаць,口笛を吹く
839,schreien::V,крычаць,叫ぶ
840,stöhnen::V,стагнаць,うめく
841,zittern::V,дрыжаць,震える
842,leben::V,жыць,生きている
843,geboren werden::V,нарадзіцца,生まれる
844,atmen::V,дыхаць,呼吸する
845,trinken::V,піць,飲む
846,essen::V,есці,食べる
847,schlucken::V,глытаць,飲み込む
848,müde werden::V,стаміцца,眠くなる
849,einschlafen::V,заснуць,寝付く
850,schlafen::V,спаць,眠る
851,aufwachen::V,рассыпацца,目が覚める
852,aufstehen::V,устаць,起きる
853,sich erholen::V,адпачываць,休養する
854,krank werden::V,захварэць,病気になる
855,krank sein::V,хварэць,病気である
856,schmerzen::V,балець,痛む
857,husten::V,кашляць,咳をする
858,genesen::V,паправіцца,元気になる
859,genesen::V,паздаравець,元気になる
860,sterben::V,памерці,死ぬ
861,sterben::V,памерці,亡くなる
862,umkommen::V,загінуць,死亡する
863,sich bewegen::V,рухацца,移動する
864,sich rühren::V,варушыцца,動く
865,sich erheben::V,устаць,立ち上がる
866,sich setzen::V,сесці,座る
867,hinfallen::V,упасці,転ぶ
868,laufen::V,хадзіць,歩く
869,schreiten::V,шагаць,跨ぐ
870,schreiten::V,крочыць,跨ぐ
871,spazierengehen::V,гуляць,散歩する
872,eilen::V,спяшацца,急ぐ
873,sich beeilen::V,спяшацца,焦る
874,sausen::V,імчацца,疾駆する
875,rennen::V,бегаць,走る
876,springen::V,скакаць,跳ぶ
877,klettern::V,лазіць,よじ登る
878,schaukeln::V,гайдацца,ぶらんこに乗る
879,kriechen::V,поўзаць,這う
880,schwimmen::V,плаваць,泳ぐ
881,tauchen::V,ныраць,潜る
882,rudern::V,веславаць,漕ぐ
883,fahren::V,ехаць,行く
884,fahren::V,ехаць,乗車する
885,fliegen::V,лятаць,飛ぶ
886,gehen::V,ісці,行く
887,weggehen::V,пайсці,立ち去る
888,abfahren::V,адʼяжджаць,出発する
889,anhalten::V,спыніцца,止まる
890,anhalten::V,затрымацца,止まる
891,hineingehen::V,уваходзіць,入る
892,eintreten::V,увайсці,中に入る
893,kommen::V,прыйсці,来る
894,ankommen::V,прыбыць,着く
895,ankommen::V,прыбыць,到着する
896,zurückkommen::V,вярнуцца,帰る
897,bleiben::V,застацца,留まる
898,warten::V,чакаць,待つ
899,erwarten::V,чакаць,期待する
900,suchen::V,шукаць,探る
901,finden::V,знайсці,見つける
902,versuchen::V,прабаваць,試す
903,vorbereiten::V,падрыхтаваць,準備する
904,lieben::V,кахаць,愛する
905,mögen::V,любіць,好きである
906,lachen::V,смяяцца,笑う
907,rühren::V,расчуліць,感情を動かす
908,weinen::V,плакаць,泣く
909,schimpfen::V,лаяцца,叱る
910,sich ärgern::V,сердаваць,怒る
911,sich ärgern::V,сердаваць,腹を立てる
912,sich fürchten::V,баяцца,怖がる
913,fürchten::V,баяцца,恐れる
914,fliehen::V,уцякаць,逃げる
915,flüchten::V,уцячы,逃亡する
916,sehen::V,бачыць,見る
917,anschauen::V,паглядзець,眺める
918,ansehen::V,глядзець,見る
919,hören::V,чуць,聞く
920,zuhören::V,слухаць,聴く
921,probieren::V,каштаваць,食べてみる
922,riechen::V,нюхаць,気取る
923,fühlen::V,адчуваць,感じる
924,scheinen::V,здавацца,ように見える
925,zu sehen sein::V,віднецца,見える
926,vernehmen::V,пачуць,承る
927,frieren::V,мёрзнуць,寒気がする
928,tun::V,рабіць,する
929,können::V,умець,出来る
930,wollen::V,хацець,-たい
931,anfangen::V,пачаць,始める
932,beenden::V,закончыць,終える
933,aufhören::V,перастаць,止める
934,gelingen::V,удацца,成功する
935,geraten::V,аказацца,当たる
936,öffnen::V,адчыніць,開く
937,öffnen::V,адчыніць,開ける
938,schließen::V,зачыніць,閉める
939,stellen::V,паставіць,置く
940,stellen::V,паставіць,据える
941,setzen::V,пасадзіць,座らせる
942,legen::V,класці,置く
943,berühren::V,чапаць,触る
944,berühren::V,чапаць,触れる
945,verbinden::V,звязаць,結びつける
946,bedecken::V,накрыць,覆う
947,aufhängen::V,павесіць,掛ける
948,anzünden::V,запаліць,燃やす
949,anzünden::V,запаліць,火をつける
950,aufheben::V,падняць,拾う
951,zurücklassen::V,пакінуць,残す
952,verlieren::V,згубіць,無くす
953,fallen lassen::V,упусціць,落とす
954,machen::V,зрабіць,作る
955,herstellen::V,вырабіць,製造する
956,bauen::V,будаваць,建設する
957,reparieren::V,правіць,直す
958,reparieren::V,правіць,修理する
959,verbessern::V,палепшыць,改良する
960,ändern::V,змяніць,変える
961,graben::V,капаць,掘る
962,beugen::V,сагнуць,折る
963,biegen::V,пагнуць,曲げる
964,drehen::V,вярцець,回す
965,wenden::V,павярнуць,裏返す
966,umdrehen::V,перавярнуць,裏返す
967,heben::V,падымаць,挙げる
968,hochheben::V,падняць,持ち上げる
969,ergreifen::V,схапіць,取り上げる
970,ergreifen::V,схваціць,取り上げる
971,halten::V,трымаць,持つ
972,drücken::V,націскаць,押す
973,schieben::V,пхаць,ずらす
974,schieben::V,штурхаць,ずらす
975,kratzen::V,скрэбці,引っ掻く
976,lecken::V,лізаць,なめる
977,beißen::V,кусаць,噛む
978,abreißen::V,адарваць,剝ぎ取る
979,abschneiden::V,адрэзаць,切り取る
980,binden::V,вязаць,縛る
981,stecken::V,уваткнуць,差し込む
982,brechen::V,зламаць,破る
983,klopfen::V,стукаць,とんとん叩く
984,hauen::V,біць,叩く
985,kleben::V,клеіць,貼る
986,kleben::V,клеіць,くっ付ける
987,reiben::V,церці,擦る
988,streichen::V,намазаць,塗る
989,schleifen::V,тачыць,研ぐ
990,schneiden::V,рэзаць,切る
991,rütteln::V,хістаць,揺さぶる
992,schütteln::V,трэсці,振る
993,schütteln::V,трэсці,揺さぶる
994,schwenken::V,махаць,振る
995,schütten::V,наліць,注ぐ
996,füllen::V,напоўніць,いっぱいにする
997,einwickeln::V,загарнуць,包む
998,tragen::V,несці,運ぶ
999,schleppen::V,цягнуць,引きずる
1000,ziehen::V,цягнуць,引く
1001,aufbewahren::V,захоўваць,預かる
1002,werfen::V,кідаць,投げる
1003,fangen::V,лавіць,受ける
1004,packen::V,схапіць,掴む
1005,packen::V,схваціць,掴む
1006,verstecken::V,схаваць,隠す
1007,teilen::V,раздзяліць,分ける
1008,schicken::V,пасылаць,送る
1009,bringen::V,прынесці,持って行く
1010,hinzufügen::V,дабавіць,加える
1011,bekommen::V,дастаць,得る
1012,erhalten::V,атрымаць,受ける
1013,nehmen::V,ўзяць,取る
1014,wählen::V,выбраць,選ぶ
1015,auswählen::V,адабраць,選ぶ
1016,bewahren::V,захаваць,保存する
1017,behindern::V,перашкаджаць,妨害する
1018,verderben::V,сапсаваць,台無しにする
1019,beschädigen::V,пашкодзіць,損傷する
1020,zerbrechen::V,разбіць,割る
1021,zerreißen::V,разадраць,引き裂く
1022,zerstören::V,разбурыць,破壊する
1023,verbrennen::V,спаліць,焼く
1024,geben::V,даць,上げる
1025,reichen::V,перадаць,渡す
1026,schenken::V,дарыць,贈る
1027,versprechen::V,абяцаць,約束する
1028,wünschen::V,жадаць,望む
1029,loben::V,хваліць,褒める
1030,küssen::V,цалаваць,キスする
1031,wiegen::V,гушкаць,揺する
1032,wiegen::V,калыхаць,揺する
1033,zudecken::V,накрыць,覆う
1034,wecken::V,пабудзіць,起こす
1035,zeigen::V,паказаць,見せる
1036,führen::V,весці,案内する
1037,lehren::V,вучыць,教える
1038,unterrichten::V,выкладаць,通知する
1039,aufziehen::V,выхаваць,育てる
1040,leiten::V,кіраваць,導く
1041,antreiben::V,падганяць,励ます
1042,lassen::V,прымусіць,～させる
1043,einladen::V,запрасіць,誘う
1044,einladen::V,запрасіць,招待する
1045,vereinigen::V,абʼяднаць,一つにする
1046,besuchen::V,наведаць,訪ねる
1047,treffen::V,сустрэць,出会う
1048,sich versammeln::V,сабрацца,集まる
1049,spielen::V,гуляць,遊ぶ
1050,singen::V,пець,歌う
1051,singen::V,спяваць,歌う
1052,tanzen::V,танцаваць,踊る
1053,sich trennen::V,расстацца,別れる
1054,verlassen::V,пакінуць,別れる
1055,retten::V,выратаваць,救う
1056,retten::V,выратаваць,助ける
1057,bewachen::V,ахоўваць,見張る
1058,bewachen::V,ахоўваць,軽微する
1059,schützen::V,уберагаць,保護する
1060,verteidigen::V,абараніць,守る
1061,sich schlagen::V,біцца,殴る
1062,sich schlagen::V,драцца,殴る
1063,schießen::V,страляць,撃つ
1064,siegen::V,перамагчы,勝つ
1065,ärgern::V,злаваць,怒らせる
1066,schlagen::V,ударыць,殴る
1067,treten::V,штурхаць,蹴る
1068,stechen::V,укалоць,突く
1069,stoßen::V,папхнуць,突く
1070,stehlen::V,украсці,盗る
1071,stören::V,перашкодзіць,構う
1072,belästigen::V,дакучаць,邪魔する
1073,verbergen::V,скрыць,隠す
1074,verbergen::V,схаваць,隠す
1075,täuschen::V,падмануць,だます
1076,betrügen::V,змахляваць,だます
1077,töten::V,забіць,殺す
1078,wohnen::V,жыць,住む
1079,arbeiten::V,працаваць,働く
1080,sammeln::V,сабраць,集める
1081,sammeln::V,сабраць,収集する
1082,pflücken::V,зрываць,摘む
1083,jagen::V,паляваць,狩りをする
1084,fischen::V,рыбачыць,釣る
1085,fassen::V,злавіць,捕る
1086,hüten::V,пасвіць,放牧する
1087,treiben::V,гнаць,追う
1088,anbinden::V,прывязаць,繋ぐ
1089,füttern::V,карміць,餌をやる
1090,melken::V,даіць,搾乳する
1091,hacken::V,сячы,刻む
1092,gießen::V,паліць,水をやる
1093,reifen::V,паспець,熟す
1094,zubereiten::V,зварыць,調理する
1095,zubereiten::V,згатаваць,調理する
1096,kochen::V,варыць,煮る
1097,backen::V,пячы,焼く
1098,braten::V,смажыць,焼く
1099,braten::V,смажыць,炒める
1100,umrühren::V,перамяшаць,混ぜる
1101,stricken::V,вязаць,編む
1102,nähen::V,шыць,縫う
1103,färben::V,пафарбаваць,染める
1104,reinigen::V,ачысціць,掃除する
1105,waschen::V,мыць,洗う
1106,waschen::V,мыць,洗濯する
1107,abwischen::V,выцерці,拭く
1108,spülen::V,паласкаць,洗う
1109,spülen::V,паласкаць,すすぐ
1110,fegen::V,падмятаць,掃除する
1111,kehren::V,месці,掃く
1112,baden::V,купацца,入浴する
1113,sich waschen::V,мыцца,洗う
1114,ausziehen::V,зняць,脱ぐ
1115,anziehen::V,надзець,着る
1116,sich anziehen::V,адзецца,着る
1117,kämmen::V,прычасаць,梳く
1118,schmücken::V,аздобіць,飾る
1119,sagen::V,сказаць,言う
1120,sprechen::V,гаварыць,話す
1121,reden::V,размаўляць,話す
1122,sich unterhalten::V,гутарыць,話をする
1123,fragen::V,спытаць,聞く
1124,bitten::V,прасіць,頼む
1125,bitten::V,прасіць,お願いする
1126,erzählen::V,расказаць,物語る
1127,mitteilen::V,паведаміць,伝える
1128,nennen::V,назваць,名づける
1129,rufen::V,зваць,呼ぶ
1130,prahlen::V,хваліцца,自慢する
1131,übersetzen::V,перакласці,訳す
1132,denken::V,думаць,考える
1133,glauben::V,верыць,信じる
1134,bemerken::V,заўважыць,気が付く
1135,erkennen::V,пазнаць,認識する
1136,begreifen::V,спасцігнуць,分かる
1137,verstehen::V,пачуць,聞き取る
1138,lernen::V,вучыцца,学ぶ
1139,lernen::V,вучыцца,勉強する
1140,wissen::V,знаць,知っている
1141,sich erinnern an::V,памятаць,思い出す
1142,vergessen::V,забыць,忘れる
1143,messen::V,мераць,計る
1144,messen::V,мераць,測定する
1145,zählen::V,лічыць,数える
1146,rechnen::V,лічыць,計算する
1147,lesen::V,чытаць,読む
1148,malen::V,маляваць,描く
1149,zeichnen::V,рысаваць,写生する
1150,schreiben::V,пісаць,書く
1151,besitzen::V,мець,所持する
1152,kaufen::V,купіць,買う
1153,verkaufen::V,прадаць,売る
1154,bezahlen::V,заплаціць,払う
1155,zahlen::V,плаціць,支払う
1156,beherrschen::V,уладаць,支配する
1157,beherrschen::V,валодаць,支配する
1158,ertragen::V,выцерпець,耐える
