,Concept_ID,cy,en
319,Muster::N,patrwm,pattern
320,Größe::N,maint,size
321,Größe::N,maintioli,size
322,Länge::N,hyd,length
323,Höhe::N,uchder,height
324,Gewicht::N,pwysau,weight
325,Menge::N,swm,amount
326,Menge::N,maint,amount
327,Haufen::N,pentwr,heap
328,Reihe::N,rhes,row
329,Boot::N,cwch,boat
330,Ruder::N,rhwyf,oar
331,Schlitten::N,sled,sleigh
332,Schlitten::N,car llusg,sleigh
333,Ski::N,sgi,ski
334,Lagerfeuer::N,coelcerth,campfire
335,Last::N,llwyth,load
336,Gang::N,tro,walk
337,Schritt::N,cam,step
338,Norden::N,gogledd,north
339,Süden::N,de,south
340,Westen::N,gorllewin,west
341,Osten::N,dwyrain,east
342,Holz::N,pren,wood
343,Brett::N,bwrdd,board
344,Brett::N,astell,board
345,Platte::N,llech,slab
346,Stütze::N,ateg,bracket
347,Stütze::N,cynhalydd,bracket
348,Stange::N,polyn,pole
349,Stock::N,ffon,stick
350,Stock::N,brigyn,stick
351,Stab::N,ffon,staff
352,Rohr::N,pibell,pipe
353,Haus::N,tŷ,house
354,Heim::N,cartref,home
355,Ofen::N,stof,stove
356,Fußboden::N,llawr,floor
357,Tisch::N,bwrdd,table
358,Stuhl::N,cadair,chair
359,Wiege::N,crud,cradle
360,Bett::N,gwely,bed
361,Regal::N,silff,shelf
362,Kiste::N,bocs,box
363,Kiste::N,blwch,box
364,Fenster::N,ffenestr,window
365,Tür::N,drws,door
366,Tor::N,porth,gate
367,Zaun::N,ffens,fence
368,Dach::N,to,roof
369,Leiter::N,ysgol,ladder
370,Besen::N,ysgub,broom
371,Spaten::N,rhaw,spade
372,Schaufel::N,rhaw,shovel
373,Gabel::N,fforc,fork
374,Löffel::N,llwy,spoon
375,Messer::N,cyllell,knife
376,Nagel::N,hoel,nail
377,Netz::N,gwe,net
378,Netz::N,rhwyd,net
379,Haken::N,bach,hook
380,Griff::N,carn,handle
381,Schloss::N,clo,lock
382,Bild::N,llun,picture
383,Bild::N,pictiwr,picture
384,Figur::N,ffigur,figure
385,Puppe::N,dol,doll
386,Beutel::N,cwd,pouch
387,Bündel::N,bwndel,bundle
388,Bündel::N,coflaid,bundle
389,Tasche::N,cod,bag
390,Eimer::N,bwced,bucket
391,Eimer::N,cunnog,bucket
392,Deckel::N,caead,cover
393,Geschirr::N,llestri,dishes
394,Sack::N,sach,sack
395,Tasse::N,cwpan,cup
396,Topf::N,pot,pot
397,Topf::N,crochan,pot
398,Kessel::N,tegell,kettle
399,Essen::N,pryd o fwyd,meal
400,Nahrung::N,bwyd,food
401,Speise::N,saig,dish
402,Fleisch::N,cig,meat
403,Getreide::N,ŷd,corn
404,Getreide::N,llafur,corn
405,Brei::N,uwd,mush
406,Brot::N,bara,bread
407,Scheibe::N,tafell,slice
408,Fett::N,saim,fat
409,Fett::N,braster,fat
410,Butter::N,ymenyn,butter
411,Öl::N,olew,oil
412,Salz::N,halen,salt
413,Suppe::N,cawl,soup
414,Honig::N,mêl,honey
415,Milch::N,llaeth,milk
416,Milch::N,llefrith,milk
417,Tee::N,te,tea
418,Leder::N,lledr,leather
419,Wolle::N,gwlân,wool
420,Stoff::N,lliain,cloth
421,Stoff::N,brethyn,cloth
422,Nadel::N,nodwydd,needle
423,Faden::N,edau,thread
424,Faden::N,edefyn,thread
425,Knopf::N,botwm,button
426,Knoten::N,cwlwm,knot
427,Farbe::N,paent,paint
428,Kleidung::N,dillad,clothes
429,Kleidung::N,gwisgoedd,clothes
430,Hemd::N,crys,shirt
431,Kragen::N,coler,collar
432,Ärmel::N,llawes,sleeve
433,Hose::N,trowsus,trousers
434,Gürtel::N,gwregys,belt
435,Mütze::N,cap,cap
436,Schuh::N,esgid,shoe
437,Stiefel::N,botasen,boot
438,Ring::N,modrwy,ring
439,Band::N,rhuban,ribbon
440,Kamm::N,crib,comb
441,Spiegel::N,drych,mirror
442,Riemen::N,strap,strap
443,Schnur::N,llinyn,string
444,Leine::N,tennyn,leash
445,Decke::N,blanced,blanket
446,Decke::N,gwrthban,blanket
447,Kissen::N,clustog,pillow
448,Kissen::N,gobennydd,pillow
449,Tuch::N,sgarff,scarf
450,Handtuch::N,tywel,towel
451,Handtuch::N,lliain sychu,towel
452,Kraft::N,grym,force
453,Stärke::N,nerth,strength
454,Stärke::N,cryfder,strength
455,Gesundheit::N,iechyd,health
456,Krankheit::N,afiechyd,illness
457,Krankheit::N,anhwylder,illness
458,Schmerz::N,poen,pain
459,Schmerz::N,gwayw,pain
460,Wunde::N,clwyf,wound
461,Fieber::N,twymyn,fever
462,Arznei::N,meddyginiaeth,medicine
463,Brücke::N,pont,bridge
464,Brunnen::N,ffynnon,well
465,Weide::N,porfa,pasture
466,Pfad::N,llwybr,path
467,Weg::N,ffordd,way
468,Straße::N,heol,road
469,Straße::N,ffordd,road
470,Dorf::N,pentref,village
471,Stadt::N,tref,town
472,Brief::N,llythyr,letter
473,Buch::N,llyfr,book
474,Buchstabe::N,llythyren,character
475,Zeitung::N,papur newydd,newspaper
476,Leben::N,bywyd,life
477,Tod::N,marwolaeth,death
478,Grab::N,bedd,grave
479,Kirche::N,eglwys,church
480,Sünde::N,pechod,sin
481,Gott::N,duw,god
482,Arbeiter::N,gweithiwr,worker
483,Chef::N,pennaeth,boss
484,Meister::N,meistr,master
485,Arzt::N,meddyg,doctor
486,Lehrer::N,athro,teacher
487,Geld::N,pres,money
488,Geld::N,arian,money
489,Geschäft::N,busnes,business
490,Laden::N,siop,shop
491,Preis::N,pris,price
492,Ware::N,nwydd,ware
493,Nutzen::N,elw,profit
494,Nutzen::N,budd,profit
495,Reichtum::N,cyfoeth,wealth
496,Welt::N,byd,world
497,Land::N,gwlad,country
498,Staat::N,gwladwriaeth,state
499,König::N,brenin,king
500,Macht::N,grym,power
501,Macht::N,awdurdod,power
502,Grenze::N,ffin,border
503,Grenze::N,goror,border
504,Krieg::N,rhyfel,war
505,Feind::N,gelyn,enemy
506,Gewalt::N,ffyrnigrwydd,violence
507,Kampf::N,brwydr,fight
508,Bogen[Waffe]::N,bwa,bow
509,Pfeil::N,saeth,arrow
510,Gewehr::N,dryll,gun
511,Fehler::N,gwall,mistake
512,Fehler::N,camgymeriad,mistake
513,Lüge::N,celwydd,lie
514,Lüge::N,anwiredd,lie
515,Schaden::N,niwed,damage
516,Schaden::N,difrod,damage
517,Unglück::N,anffawd,misfortune
518,Schuld::N,bai,fault
519,Alter::N,oed,age
520,Schluss::N,diwedd,conclusion
521,Zeit::N,amser,time
522,Tag::N,dydd,day
523,Tag::N,diwrnod,day
524,Morgen::N,bore,morning
525,Mittag::N,nawn,noon
526,Abend::N,noswaith,evening
527,Nacht::N,nos,night
528,Woche::N,wythnos,week
529,Monat::N,mis,month
530,Jahr::N,blwyddyn,year
531,Frühling::N,gwanwyn,spring
532,Sommer::N,haf,summer
533,Herbst::N,hydref,autumn
534,Winter::N,gaeaf,winter
535,Januar::N,Ionawr,January
536,Februar::N,Chwefror,February
537,März::N,Mawrth,March
538,April::N,Ebrill,April
539,Mai::N,Mai,May
540,Juni::N,Mehefin,June
541,Juli::N,Gorffennaf,July
542,August::N,Awst,August
543,September::N,Medi,September
544,Oktober::N,Hydref,October
545,November::N,Tachwedd,November
546,Dezember::N,Rhagfyr,December
547,Montag::N,dydd Llun,Monday
548,Dienstag::N,dydd Mawrth,Tuesday
549,Mittwoch::N,dydd Mercher,Wednesday
550,Donnerstag::N,dydd Iau,Thursday
551,Freitag::N,dydd Gwener,Friday
552,Samstag::N,dydd Sadwrn,Saturday
553,Sonntag::N,dydd Sul,Sunday
554,groß::A,mawr,big
555,klein::A,bach,little
556,lang::A,hir,long
557,kurz::A,byr,short
558,kurz::A,cwta,short
559,breit::A,llydan,wide
560,schmal::A,cul,narrow
561,dicht::A,dwys,dense
562,dick[Gegenstand]::A,trwchus,thick
563,dünn::A,tenau,thin
564,fein::A,main,delicate
565,fest::A,cadarn,firm
566,flach::A,gwastad,flat
567,glatt::A,llyfn,smooth
568,hart::A,caled,hard
569,weich::A,meddal,soft
570,rund::A,crwn,round
571,spitz::A,pigfain,pointed
572,scharf::A,miniog,sharp
573,stumpf::A,pŵl,blunt
574,schwer::A,trwm,heavy
575,schön::A,teg,beautiful
576,schön::A,hardd,beautiful
577,schön::A,prydferth,beautiful
578,heiß::A,poeth,hot
579,warm::A,twym,warm
580,warm::A,cynnes,warm
581,kalt::A,oer,cold
582,kühl::A,oeraidd,cool
583,frisch::A,iach,fresh
584,feucht::A,llaith,damp
585,nass::A,gwlyb,wet
586,trocken::A,sych,dry
587,voll::A,llawn,full
588,leer::A,gwag,empty
589,offen::A,agored,open
590,geschlossen::A,caead,closed
591,geschlossen::A,caeëdig,closed
592,sauber::A,glân,clean
593,schmutzig::A,budr,dirty
594,schmutzig::A,brwnt,dirty
595,roh::A,amrwd,raw
596,reif::A,aeddfed,ripe
597,lecker::A,blasus,delicious
598,lecker::A,danteithiol,delicious
599,süß::A,melys,sweet
600,bitter::A,chwerw,bitter
601,sauer::A,sur,sour
602,hell::A,disglair,bright
603,dunkel::A,tywyll,dark
604,schwarz::A,du,black
605,weiß::A,gwyn,white
606,rot::A,coch,red
607,gelb::A,melyn,yellow
608,blau::A,glas,blue
609,grün::A,gwyrdd,green
610,grau::A,llwyd,grey
611,bunt::A,lliwgar,colourful
612,bunt::A,lliwgar,colorful
613,billig::A,rhad,cheap
614,teuer::A,drud,dear
615,wertvoll::A,gwerthfawr,precious
616,blind::A,dall,blind
617,taub::A,byddar,deaf
618,kräftig::A,nerthol,powerful
619,kräftig::A,grymus,powerful
620,stark::A,cryf,strong
621,stark::A,cadarn,strong
622,schwach::A,gwan,weak
623,fett::A,tew,fat
624,schlank::A,main,slim
625,hübsch::A,tlws,pretty
626,böse::A,drwg,evil
627,dumm::A,twp,stupid
628,faul::A,diog,lazy
629,fleißig::A,dyfal,diligent
630,geizig::A,crintach,stingy
631,geizig::A,cybyddlyd,stingy
632,klug::A,deallus,clever
633,geschickt::A,medrus,skilful
634,geschickt::A,medrus,skillful
635,geschickt::A,deheuig,skilful
636,geschickt::A,deheuig,skillful
637,lieb::A,hoff,dear
638,lieb::A,annwyl,dear
639,lustig::A,llon,merry
640,sanft::A,mwyn,gentle
641,hungrig::A,newynog,hungry
642,krank::A,sâl,sick
643,krank::A,gwael,sick
644,nackt::A,noeth,naked
645,traurig::A,trist,sad
646,lebendig::A,yn fyw,living
647,gut::A,da,good
648,schlecht::A,drwg,bad
649,schlecht::A,gwael,bad
650,richtig::A,cywir,correct
651,schlimm::A,enbyd,nasty
652,wahr::A,gwir,true
653,alt::A,hen,old
654,neu::A,newydd,new
655,ehemalig::A,blaenorol,former
656,alt[Lebewesen]::A,oedrannus,aged
657,jung::A,ifanc,young
658,arm::A,tlawd,poor
659,reich::A,cyfoethog,rich
660,bekannt::A,cynefin,familiar
661,bekannt::A,cyfarwydd,familiar
662,berühmt::A,enwog,famous
663,fremd::A,estron,foreign
664,verschieden::A,gwahanol,different
665,nah::A,agos,near
666,fern::A,pell,far
667,linker::A,aswy,left
668,linker::A,chwith,left
669,rechter::A,de,right
670,rechter::A,deau,right
671,anderer::A,arall,other
672,erster::A,cyntaf,first
673,zweiter::A,ail,second
674,dritter::A,trydydd,third
675,letzter::A,olaf,last
676,allein::ADV,unig,alone
677,allein::ADV,ar ei ben ei hun,alone
678,auf einmal::ADV,ar yr un pryd,at once
679,zusammen::ADV,ynghyd,together
680,zusammen::ADV,gyda'i gilydd,together
681,lange::ADV,amser hir,long
682,plötzlich::ADV,yn sydyn,suddenly
683,sofort::ADV,ar unwaith,instantly
684,später::ADV,yn ddiweddarach,later
685,jetzt::ADV,yn awr,now
686,heute::ADV,heddiw,today
687,morgen::ADV,yfory,tomorrow
688,bald::ADV,yn fuan,soon
689,bald::ADV,gyda hyn,soon
690,dann::ADV,yna,then
691,dann::ADV,y pryd hwnnw,then
692,gestern::ADV,ddoe,yesterday
693,einst::ADV,gynt,once
694,damals::ADV,ar y pryd,at that time
695,damals::ADV,bryd hynny,at that time
696,danach::ADV,wedyn,afterwards
697,vorher::ADV,o'r blaen,before
698,zuerst::ADV,yn gyntaf,at first
699,einmal::ADV,unwaith,once
700,manchmal::ADV,weithiau,sometimes
701,manchmal::ADV,ar brydiau,sometimes
702,oft::ADV,yn aml,often
703,oft::ADV,yn fynych,often
704,immer::ADV,bob amser,always
705,niemals::ADV,ni ... byth,never
706,niemals::ADV,ni ... erioed,never
707,hier::ADV,yma,here
708,hierhin::ADV,hyd yma,hither
709,hierhin::ADV,hyd yma,to here
710,hierhin::ADV,hyd yma,here
711,von hier::ADV,oddi yma,hence
712,dort::ADV,acw,there
713,dorthin::ADV,tuag yno,thither
714,dorthin::ADV,tuag yno,there
715,dorthin::ADV,tuag yno,to there
716,geradeaus::ADV,syth ymlaen,ahead
717,vorwärts::ADV,ymlaen,forward
718,rückwärts::ADV,yn ôl,backward
719,zurück::ADV,yn ôl,back
720,unten::ADV,isod,below
721,unten::ADV,oddi tanodd,below
722,hinab::ADV,i lawr,down
723,hinab::ADV,i waered,down
724,oben::ADV,fry,above
725,hinauf::ADV,i fyny,up
726,hinauf::ADV,i'r lan,up
727,überall::ADV,ym mhobman,everywhere
728,nicht::ADV,ni,not
729,nicht::ADV,nid,not
730,ein wenig::ADV,tipyn,a little
731,ein wenig::ADV,ychydig,a little
732,kaum::ADV,prin,hardly
733,sehr::ADV,iawn,very
734,so::ADV,fel,so
735,so::ADV,felly,so
736,noch::ADV,eto,still
737,nur::ADV,yn unig,only
738,schon::ADV,eisoes,already
739,schon::ADV,yn barod,already
740,wieder::ADV,drachefn,again
741,vergebens::ADV,yn ofer,in vain
742,vor::PRP,o flaen,in front of
743,hinter::PRP,ar ôl,behind
744,unter::PRP,islaw,under
745,durch::PRP,trwy,through
746,neben::PRP,ar bwys,next to
747,zwischen::PRP,rhwng,between
748,zwischen::PRP,cydrhwng,between
749,wegen::PRP,o achos,because of
750,wegen::PRP,oherwydd,because of
751,dies::PRN,hyn,this
752,das::PRN,hynny,that
753,alles::PRN,popeth,everything
754,ich::PRN,fi,I
755,du::PRN,ti,you
756,du::PRN,ti,thou
757,er::PRN,fe,he
758,wir::PRN,ni,we
759,ihr::PRN,chi,you
760,sie::PRN,hwy,they
761,was::FPRN,pa beth,what
762,wer::FPRN,pwy,who
763,wo::FADV,ble,where
764,wo::FADV,ym mha le,where
765,wohin::FADV,i ble,where ... to
766,wohin::FADV,i ble,where to
767,wohin::FADV,i ble,where
768,wohin::FADV,i ba le,where ... to
769,wohin::FADV,i ba le,where to
770,wohin::FADV,i ba le,where
771,wie::FADV,sut,how
772,warum::FADV,pam,why
773,wieviel::FNUM,faint,how much
774,eins::NUM,un,one
775,zwei::NUM,dau,two
776,drei::NUM,tri,three
777,vier::NUM,pedwar,four
778,fünf::NUM,pump,five
779,sechs::NUM,chwech,six
780,sieben::NUM,saith,seven
781,acht::NUM,wyth,eight
782,neun::NUM,naw,nine
783,zehn::NUM,deg,ten
784,elf::NUM,un ar ddeg,eleven
785,zwölf::NUM,deuddeg,twelve
786,zwölf::NUM,un deg dau,twelve
787,zwanzig::NUM,ugain,twenty
788,dreißig::NUM,tri deg,thirty
789,dreißig::NUM,deg ar hugain,thirty
790,vierzig::NUM,deugain,forty
791,fünfzig::NUM,hanner cant,fifty
792,sechzig::NUM,chwe deg,sixty
793,siebzig::NUM,saith deg,seventy
794,siebzig::NUM,deg a thrigain,seventy
795,achtzig::NUM,wyth deg,eighty
796,achtzig::NUM,pedar ugain,eighty
797,neunzig::NUM,naw deg,ninety
798,neunzig::NUM,deg a phedwar ugain,ninety
799,hundert::NUM,cant,a hundred
800,tausend::NUM,mil,a thousand
801,und::CNJ,a,and
802,oder::CNJ,neu,or
803,stehen::V,sefyll,stand
804,sitzen::V,eistedd,sit
805,liegen::V,gorwedd,lie
806,hängen::V,hongian,hang
807,werden::V,dod yn,become
808,werden::V,mynd yn,become
809,passieren::V,digwydd,happen
810,beginnen::V,cychwyn,begin
811,enden::V,gorffen,end
812,wechseln::V,newid,change
813,aufgehen[Sonne]::V,codi,rise
814,untergehen[Sonne]::V,machlud,set
815,scheinen[Sonne]::V,tywynnu,shine
816,donnern::V,taranu,thunder
817,wehen::V,chwythu,blow
818,strömen::V,ffrydio,stream
819,fließen::V,llifo,flow
820,sich drehen::V,troi,revolve
821,sich drehen::V,cylchdroi,revolve
822,schwanken::V,siglo,sway
823,schwingen::V,siglo,swing
824,fallen::V,cwympo,fall
825,brennen::V,llosgi,burn
826,rauchen::V,mygu,smoke
827,regnen::V,glawio,rain
828,gefrieren::V,rhewi,freeze
829,tauen::V,toddi,thaw
830,tauen::V,meirioli,thaw
831,schmelzen::V,toddi,melt
832,trocknen::V,sychu,dry
833,sieden::V,berwi,boil
834,faulen::V,pydru,rot
835,faulen::V,braenu,rot
836,verfaulen::V,pydru,decay
837,verfaulen::V,dadfeilio,decay
838,reißen::V,clecian,snap
839,reißen::V,torri'n glats,snap
840,versinken::V,suddo,sink
841,vergehen::V,myned heibio,pass
842,vergehen::V,pasio,pass
843,erscheinen::V,ymddangos,appear
844,verschwinden::V,diflannu,disappear
845,sinken::V,syrthio,drop
846,abnehmen::V,lleihau,decrease
847,zunehmen::V,cynyddu,increase
848,steigen::V,codi,rise
