,Concept_ID,kv,el
210,Schale::N,киль,τσόφλι
211,Grube::N,яма,λάκκος
212,Falle::N,нальк,παγίδα
213,Falle::N,кляпча,παγίδα
214,Schlinge::N,лӧч,θηλειά
215,Spur::N,туй,ίχνος
216,Asche::N,пӧим,στάχτη
217,Dreck::N,нять,βρωμιά
218,Eisen::N,кӧрт,σίδερο
219,Gold::N,зарни,μάλαμα
220,Gold::N,зарни,χρυσάφι
221,Silber::N,язісь,ασήμι
222,Silber::N,язісь,άργυρος
223,Kohle::N,шом,κάρβουνο
224,Kohle::N,уголь,κάρβουνο
225,Glas::N,стекло,γυαλί
226,Lehm::N,сёй,πηλός
227,Sand::N,лыа,άμμος
228,Mensch::N,морт,άνθρωπος
229,Mann::N,мужик,άνδρας
230,Frau::N,инька,γυναίκα
231,Kind::N,кага,παιδί
232,Junge::N,зонка,αγόρι
233,Mädchen::N,нывкаок,κοπέλα
234,Mädchen::N,нывкаок,κορίτσι
235,Familie::N,семья,οικογένεια
236,Großvater::N,дед,παππούς
237,Großmutter::N,баб,γιαγιά
238,Eltern::N,ай-мам,γονείς
239,Vater::N,ай,πατέρας
240,Mutter::N,мам,μητέρα
241,Sohn::N,зон,γιος
242,Tochter::N,ныв,κόρη
243,Bruder::N,вон,αδελφός
244,Schwester::N,сой,αδελφή
245,Onkel::N,дядь,θείος
246,Tante::N,айӧлӧн сой,θεία
247,Tante::N,ичинь,θεία
248,Ehemann::N,жӧник,σύζυγος
249,Ehefrau::N,инь,σύζυγος
250,Freude::N,гаж,χαρά
251,Freude::N,радъялӧм,χαρά
252,Gelächter::N,сералӧм,γέλια
253,Glück::N,мичлун,ευτυχία
254,Kummer::N,шог,έγνοια
255,Wunsch::N,мӧдӧм,επιθυμία
256,Wunsch::N,охотитӧм,επιθυμία
257,Lust::N,охота,όρεξη
258,Geist::N,лов,πνέυμα
259,Gedanke::N,дума,σκέψη
260,Gedächtnis::N,тӧдвыв,μνήμη
261,Verstand::N,вежӧр,νους
262,Sinn::N,ылӧс,νόημα
263,Grund::N,мог,λόγος
264,Wahrheit::N,правда,αλήθεια
265,Gespräch::N,сёрни,συνομιλία
266,Märchen::N,сказка,παραμύθι
267,Erzählung::N,висьт,διήγημα
268,Nachricht::N,юӧр,είδηση
269,Nachricht::N,висьталӧм,είδηση
270,Neuigkeit::N,новость,νέο
271,Name::N,ним,όνομα
272,Rätsel::N,загадка,αίνιγμα
273,Rede::N,сёрни,λόγος
274,Rede::N,сёрни,ομιλία
275,Sprache::N,кыв,γλώσσα
276,Stimme::N,голос,φωνή
277,Wort::N,кыв,λέξη
278,Zeichen::N,пас,σημείο
279,Ruf::N,чуксӧм,κραυγή
280,Ruf::N,чукӧстӧм,κραυγή
281,Lärm::N,шум,θόρυβος
282,Laut::N,шы,ήχος
283,Ton::N,гор,ήχος
284,Ton::N,гор,τόνος
285,Lied::N,сьыланкыв,τραγούδι
286,Ruhe::N,спокой,ησυχία
287,Leute::N,йӧз,κόσμος
288,Leute::N,йӧз,άνθρωποι
289,Volk::N,йӧз,λαός
290,Volk::N,народ,λαός
291,Arbeit::N,удж,εργασία
292,Gast::N,гӧсь,επισκέπτης
293,Geschenk::N,гӧснеч,δώρο
294,Geschenk::N,подарок,δώρο
295,Spiel::N,орсӧм,παιχνίδι
296,Gesellschaft::N,компания,κοινωνία
297,Hilfe::N,отсӧт,βοήθεια
298,Freund::N,модз,φίλος
299,Freund::N,дружок,φίλος
300,Kamerad::N,тӧдса,σύντροφος
301,Angelegenheit::N,дело,υπόθεση
302,Anzahl::N,лыд,αριθμός
303,Art::N,пӧлӧс,είδος
304,Stück::N,тор,κομμάτι
305,Teil::N,юкӧм,μέρος
306,Hälfte::N,джын,μισό
307,Kreis::N,круг,κύκλος
308,Kreuz::N,перна,σταυρός
309,Linie::N,визь,γραμμή
310,Strich::N,кырӧв,γραμμή
311,Abstand::N,колас,απόσταση
312,Entfernung::N,ылына,απόσταση
313,Gegend::N,места,περιοχή
314,Gegend::N,места,τοποθεσία
315,Platz::N,места,χώρος
316,Ort::N,места,τόπος
317,Seite::N,ладор,πλευρά
318,Mitte::N,шӧр,μέση
319,Gegenstand::N,тор,αντικείμενο
320,Sache::N,тор,πράγμα
321,Rand::N,дор,άκρη
322,Rand::N,дор,χείλος
323,Kante::N,ордлы,άκρη
324,Ecke::N,пельӧс,γωνιά
325,Spitze::N,йыв,μύτη
326,Ende::N,йыв,άκρη
327,Loch::N,осьта,τρύπα
328,Winkel::N,пельӧс,γωνία
329,Muster::N,сер,σχέδιο
330,Größe::N,ыжда,μέγεθος
331,Länge::N,кузя,μήκος
332,Höhe::N,сувда,ύψος
333,Höhe::N,вылына,ύψος
334,Gewicht::N,сьӧкта,βάρος
335,Haufen::N,куча,σωρός
336,Reihe::N,лёдз,αράδα
337,Boot::N,пыж,βάρκα
338,Ruder::N,пелыс,κουπί
339,Schlitten::N,додь,έλκηθρο
340,Ski::N,лямпа,σκι
341,Lagerfeuer::N,бипур,φωτιά
342,Last::N,тягота,φορτίο
343,Gang::N,мунӧм,δρόμος
344,Schritt::N,вожмӧв,βήμα
345,Norden::N,ой,βορράς
346,Süden::N,лун,νότος
347,Westen::N,рытвыв,δύση
348,Osten::N,асыв,ανατολή
349,Holz::N,пу,ξύλο
350,Brett::N,пӧв,σανίδι
351,Platte::N,плита,πλάκα
352,Stütze::N,пика,στήριγμα
353,Stange::N,зор,ραβδί
354,Stange::N,зор,κοντός
355,Stange::N,потш,ραβδί
356,Stange::N,потш,κοντός
357,Stock::N,бедь,ξύλο
358,Stock::N,бедь,μπαστούνι
359,Stab::N,шест,ραβδί
360,Rohr::N,труба,σωλήνας
361,Haus::N,керку,σπίτι
362,Heim::N,керку,σπίτι
363,Ofen::N,пӧжавны,σόμπα
364,Ofen::N,пӧжавны,θερμάστρα
365,Fußboden::N,джодж,πάτωμα
366,Tisch::N,пызан,τραπέζι
367,Stuhl::N,стул,καρέκλα
368,Wiege::N,зыбка,κούνια
369,Bett::N,кровать,κρεβάτι
370,Regal::N,джадж,ράφι
371,Kiste::N,ящик,κιβώτιο
372,Fenster::N,ӧшын,παράθυρο
373,Tür::N,ыбӧс,πόρτα
374,Tor::N,ворота,πύλη
375,Zaun::N,забор,φράχτης
376,Dach::N,крыша,στέγη
377,Leiter::N,лиснич,σκάλα
378,Leiter::N,лиснич,κλίμακα
379,Besen::N,рос,σκούπα
380,Spaten::N,зыр,φτυάρι
381,Schaufel::N,зыр,φτυάρι
382,Gabel::N,вила,πιρούνι
383,Löffel::N,пань,κουτάλι
384,Messer::N,пурт,μαχαίρι
385,Nagel::N,кӧрттув,καρφί
386,Netz::N,кыйӧт,δίχτυ
387,Haken::N,ем,γάντζος
388,Haken::N,ем,αγκίστρι
389,Griff::N,пу,λαβή
390,Schloss::N,замок,κλειδαριά
391,Bild::N,картина,εικόνα
392,Figur::N,мыгӧр,ανάστημα
393,Puppe::N,акань,κούκλα
394,Beutel::N,мешӧк,πουγγί
395,Bündel::N,нин,δεμάτι
396,Tasche::N,сумка,τσάντα
397,Eimer::N,ведра,κουβάς
398,Deckel::N,вевт,καπάκι
399,Geschirr::N,доз,σκεύη
400,Geschirr::N,бекӧрпань,σκεύη
401,Sack::N,мешӧк,σάκος
402,Tasse::N,бекӧр,φλιτζάνι
403,Topf::N,кастрюля,χύτρα
404,Kessel::N,пӧрт,καζάνι
405,Essen::N,сёйӧм,φαγητό
406,Nahrung::N,вердан,τροφή
407,Speise::N,сёян,φαγητό
408,Fleisch::N,яй,κρέας
409,Getreide::N,сю,σιτάρι
410,Brei::N,каша,χυλός
411,Brot::N,нянь,ψωμί
412,Brot::N,нянь,άρτος
413,Scheibe::N,шӧрӧм,φέτα
414,Fett::N,гос,πάχος
415,Butter::N,ви,βούτυρο
416,Öl::N,ви,λάδι
417,Salz::N,сов,αλάτι
418,Suppe::N,шыд,σούπα
419,Honig::N,ма,μέλι
420,Milch::N,йӧв,γάλα
421,Tee::N,чай,τσάι
422,Leder::N,кучик,πετσί
423,Wolle::N,гӧн,μαλλί
424,Stoff::N,дӧра,ύφασμα
425,Nadel::N,ем,βελόνα
426,Faden::N,сунис,κλωστή
427,Knopf::N,кизь,κουμπί
428,Knoten::N,узӧв,κόμπος
429,Knoten::N,гӧрӧд,κόμπος
430,Farbe::N,краска,μπογιά
431,Kleidung::N,паськӧм,ρούχα
432,Kleidung::N,паськӧм,ενδυμασία
433,Hemd::N,йӧрнӧс,πουκάμισο
434,Kragen::N,воротник,κολάρο
435,Ärmel::N,сос,μανίκι
436,Hose::N,вешьян,πανταλόνι
437,Gürtel::N,йи,ζώνη
438,Mütze::N,шапка,σκούφος
439,Schuh::N,ботинки,παπούτσι
440,Stiefel::N,сапог,μπότα
441,Ring::N,чунькытш,δαχτυλίδι
442,Band::N,ленточка,κορδέλα
443,Kamm::N,сынан,χτένα
444,Spiegel::N,зеркало,καθρέφτης
445,Riemen::N,ремень,λουρί
446,Schnur::N,гез,κορδόνι
447,Leine::N,повод,σχοινί
448,Decke::N,одеяло,κουβέρτα
449,Kissen::N,подушка,μαξιλάρι
450,Tuch::N,чышьян,πανί
451,Tuch::N,чышьян,μαντήλι
452,Handtuch::N,чышкӧт,πετσέτα
453,Kraft::N,прак,δύναμη
454,Stärke::N,вын,ισχύς
455,Stärke::N,вын,δύναμη
456,Gesundheit::N,здоровье,υγεία
457,Krankheit::N,шог,αρρώστια
458,Schmerz::N,зубыт,πόνος
459,Wunde::N,рана,πληγή
460,Fieber::N,лёк тресся,πυρετός
461,Fieber::N,кынтан шогӧт,πυρετός
462,Arznei::N,лекарство,φάρμακο
463,Brücke::N,пос,γέφυρα
464,Brunnen::N,колодец ,πηγάδι
465,Weide::N,пода йирсян,βοσκή
466,Pfad::N,туй,μονοπάτι
467,Weg::N,туй,δρόμος
468,Straße::N,туй,οδός
469,Straße::N,туй,δρόμος
470,Dorf::N,деревня,χωριό
471,Stadt::N,город,πόλη
472,Brief::N,гижӧт,γράμμα
473,Brief::N,гижӧт,επιστολή
474,Buch::N,книга,βιβλίο
475,Buchstabe::N,буква,γράμμα
476,Zeitung::N,газета,εφημερίδα
477,Leben::N,олан,ζωή
478,Leben::N,олан,βίος
479,Tod::N,кулӧм,θάνατος
480,Grab::N,гу,τάφος
481,Kirche::N,вичку,εκκλησία
482,Sünde::N,грек,αμαρτία
483,Gott::N,ен,θεός
484,Arbeiter::N,уджалiсь,εργάτης
485,Chef::N,начальник,προϊστάμενος
486,Meister::N,мастер,μάστορας
487,Meister::N,мастер,αρχιτεχνίτης
488,Arzt::N,врач,γιατρός
489,Lehrer::N,велӧтісь,δάσκαλος
490,Geld::N,деньга,λεφτά
491,Geld::N,деньга,χρήματα
492,Geschäft::N,удж,συναλλαγή
493,Laden::N,магазин,μαγαζί
494,Laden::N,магазин,κατάστημα
495,Preis::N,дон,τιμή
496,Ware::N,товар,εμπόρευμα
497,Nutzen::N,путь,όφελος
498,Reichtum::N,богатство,πλούτος
499,Welt::N,му,κόσμος
500,Land::N,страна,χώρα
501,Staat::N,государство,κράτος
502,Staat::N,государство,πολιτεία
503,König::N,кан,βασιλιάς
504,Macht::N,власть,εξουσία
505,Grenze::N,граница,σύνορα
506,Krieg::N,война,πόλεμος
507,Feind::N,враг,εχθρός
508,Kampf::N,нярасьӧм,αγώνας
509,Kampf::N,вермасьӧм,αγώνας
510,Bogen[Waffe]::N,лук,τόξο
511,Pfeil::N,ньӧв,σαΐτα
512,Gewehr::N,ружьё,τουφέκι
513,Fehler::N,ошибка,λάθος
514,Fehler::N,ошибка,σφάλμα
515,Lüge::N,ылӧтӧм,ψέμα
516,Lüge::N,ылӧтӧм,ψεύδος
517,Lüge::N,пӧрьялӧм,ψέμα
518,Lüge::N,пӧрьялӧм,ψεύδος
519,Schaden::N,лёк,ζημία
520,Unglück::N,пик,δυστυχία
521,Unglück::N,оказзё,δυστυχία
522,Schuld::N,вина,ενοχή
523,Schuld::N,вина,φταίξιμο
524,Schluss::N,ком,τέλος
525,Zeit::N,кад,χρόνος
526,Tag::N,лун,μέρα
527,Tag::N,лун,ημέρα
528,Morgen::N,асыв,πρωί
529,Mittag::N,луншӧр кад,μεσημέρι
530,Abend::N,рыт,βράδυ
531,Nacht::N,ой,νύχτα
532,Woche::N,неделя,εβδομάδα
533,Monat::N,тӧлicь,μήνας
534,Jahr::N,год,έτος
535,Jahr::N,год,χρόνος
536,Frühling::N,тулыс,άνοιξη
537,Sommer::N,гожум,καλοκαίρι
538,Herbst::N,ар,φθινόπωρο
539,Winter::N,тӧв,χειμώνας
540,Januar::N,январ,Ιανουάριος
541,Februar::N,февраль,Φεβρουάριος
542,März::N,март,Μάρτιος
543,April::N,апрель,Απρίλιος
544,Mai::N,май,Μάιος
545,Juni::N,юнь,Ιούνιος
546,Juli::N,юль,Ιούλιος
547,August::N,август,Αύγουστος
548,September::N,сентяб,Σεπτέμβριος
549,Oktober::N,октяб,Οκτώβριος
550,November::N,нояб,Νοέμβριος
551,Dezember::N,декаб,Δεκέμβριος
552,Montag::N,вильлун,Δευτέρα
553,Dienstag::N,мӧдӧдзлун,Τρίτη
554,Mittwoch::N,шӧрлун,Τετάρτη
555,Donnerstag::N,нёльӧдзлун,Πέμπτη
556,Freitag::N,витӧдзлун,Παρασκευή
557,Samstag::N,пывсянлун,Σάββατο
558,Sonntag::N,кресення,Κυριακή
559,groß::A,ыджыт,μεγάλος
560,klein::A,учӧтик,μικρός
561,lang::A,кузь,μακρύς
562,kurz::A,дженыт,κοντός
563,breit::A,ота,φαρδύς
564,schmal::A,векнит,στενός
565,dicht::A,тшӧк,πυκνός
566,dick[Gegenstand]::A,кыз,παχύς
567,dick[Gegenstand]::A,кыз,χοντρός
568,dünn::A,вӧснит,ψιλός
569,dünn::A,вӧснит,λεπτός
570,fein::A,вӧснит,ψιλός
571,fest::A,крепыт,στερεός
572,flach::A,лапкӧса,επίπεδος
573,glatt::A,волькыт,λείος
574,glatt::A,волькыт,ομαλός
575,hart::A,чӧрыт,σκληρός
576,weich::A,небыт,μαλακός
577,rund::A,гӧгрӧса,στρογγυλός
578,spitz::A,ёся,μυτερός
579,scharf::A,лэчыт,κοφτερός
580,stumpf::A,ныж,αμβλύς
581,schwer::A,сьӧкыт,βαρύς
582,schön::A,басӧк,ωραίος
583,schön::A,басӧк,όμορφος
584,heiß::A,жар,ζεστός
585,warm::A,шоныт,θερμός
586,kalt::A,кӧдзыт,κρύος
587,kalt::A,кӧдзыт,ψυχρός
588,kühl::A,сайкыт,δροσερός
589,frisch::A,виль,νωπός
590,frisch::A,виль,φρέσκος
591,feucht::A,вакодь,υγρός
592,nass::A,ва,βρεγμένος
593,trocken::A,кӧс,ξηρός
594,trocken::A,кӧс,στεγνός
595,voll::A,тыра,γεμάτος
596,leer::A,тыртӧм,άδειος
597,offen::A,оссьӧм,ανοιχτός
598,geschlossen::A,игана,κλειστός
599,geschlossen::A,пӧдана,κλειστός
600,sauber::A,сӧдз,καθαρός
601,sauber::A,сӧстӧм,καθαρός
602,schmutzig::A,нятьӧсь,βρώμικος
603,schmutzig::A,нятьӧсь,λερωμένος
604,roh::A,путӧм,ωμός
605,reif::A,кисьмалӧм,ώριμος
606,lecker::A,кӧра ,νόστιμος
607,süß::A,чӧскыт,γλυκός
608,bitter::A,курыт,πικρός
609,sauer::A,шӧма ,ξινός
610,hell::A,югыт,φωτεινός
611,dunkel::A,пемыт,σκοτεινός
612,schwarz::A,сьӧд,μαύρος
613,schwarz::A,сьӧд,μελανός
614,weiß::A,чочком,άσπρος
615,rot::A,гӧрд,κόκκινος
616,gelb::A,веж,κίτρινος
617,blau::A,лӧз,μπλε
618,blau::A,лӧз,γαλανός
619,grün::A,веж,πράσινος
620,grau::A,руд,γκρίζος
621,grau::A,бусӧй,γκρίζος
622,bunt::A,быдрӧма,ποικιλόχρωπος
623,billig::A,донтӧм,φτηνός
624,teuer::A,дона,ακριβός
625,wertvoll::A,дона,πολύτιμος
626,blind::A,синтӧм,τυφλός
627,taub::A,пельтӧм,κουφός
628,kräftig::A,вына,δυνατός
629,stark::A,вына,γερός
630,schwach::A,некодя,αδύνατος
631,fett::A,госа,παχύς
632,schlank::A,статя,λεπτός
633,schlank::A,статя,λυγερός
634,hübsch::A,басӧк,όμορφος
635,hübsch::A,басӧк,χαριτωμένος
636,böse::A,лёк,κακός
637,dumm::A,бӧбӧв,κουτός
638,dumm::A,бӧбӧв,ανόητος
639,dumm::A,вежӧртӧм,κουτός
640,dumm::A,вежӧртӧм,ανόητος
641,faul::A,дыш,τεμπέλης
642,fleißig::A,уджалicь,εργατικός
643,geizig::A,жикмӧра,τσιγγούνης
644,geizig::A,горшаліcь,τσιγγούνης
645,klug::A,авья,έξυπνος
646,klug::A,вежӧра,έξυπνος
647,geschickt::A,кипода,επιδέξιος
648,lieb::A,муса,φίλος
649,lieb::A,муса,αγαπητός
650,lieb::A,дзулиньӧй,φίλος
651,lieb::A,дзулиньӧй,αγαπητός
652,lustig::A,гажа,εύθυμος
653,lustig::A,гажа,χαρούμενος
654,sanft::A,лебезнӧй,ήπιος
655,hungrig::A,тшыг,πεινασμένος
656,krank::A,шогалiсь,άρρωστος
657,nackt::A,куш,γυμνός
658,traurig::A,жугыль,λυπημένος
659,lebendig::A,ловья,ζωντανός
660,gut::A,бур,καλός
661,schlecht::A,умӧль,κακός
662,schlimm::A,нештӧм,άσχημος
663,alt::A,важ,παλιός
664,neu::A,виль,νέος
665,neu::A,виль,καινούργιος
666,ehemalig::A,вӧвлӧм,παλιός
667,alt[Lebewesen]::A,года,γέρος
668,alt[Lebewesen]::A,годдэза,γέρος
669,jung::A,том,νέος
670,arm::A,гов,φτωχός
671,arm::A,беднӧй,φτωχός
672,reich::A,эма,πλούσιος
673,bekannt::A,тӧдса,γνωστός
674,fremd::A,чужӧй,ξένος
675,verschieden::A,быдкодь,διαφορετικός
676,nah::A,матiсь,κοντινός
677,fern::A,ылicь,μακριά
678,linker::A,шульга,αριστερός
679,rechter::A,веськытланись,δεξιός
680,anderer::A,мукӧд,άλλος
681,erster::A,медодзза,πρώτος
682,zweiter::A,кыкӧт,δεύτερος
683,dritter::A,куимӧт,τρίτος
684,dritter::A,куимӧдз,τρίτος
685,letzter::A,бӧрья,τελευταίος
686,letzter::A,мёдбӧрья,τελευταίος
687,auf einmal::ADV,тшӧтш,εφάπαξ
688,zusammen::ADV,ӧтлаын,μαζί
689,lange::ADV,дыр,πολύν καιρό
690,plötzlich::ADV,друг,έξαφνα
691,sofort::ADV,тшӧтш,αμέσως
692,später::ADV,медбӧрын,αργότερα
693,jetzt::ADV,ӧні,τώρα
694,heute::ADV,талун,σήμερα
695,morgen::ADV,ашын,αύριο
696,bald::ADV,чожа,σε λίγο
697,bald::ADV,чожа,εντός ολίγου
698,dann::ADV,сыбӧрын,ύστερα
699,gestern::ADV,тӧн,χτες
700,einst::ADV,ӧтпыр,ποτέ
701,einst::ADV,ӧтпыр,άλλοτε
702,damals::ADV,сэк,τότε
703,damals::ADV,сэки,τότε
704,danach::ADV,сэсся,μετά
705,danach::ADV,сэсся,ύστερα
706,vorher::ADV,одзжык,πριν
707,vorher::ADV,одзжык,προηγουμένως
708,zuerst::ADV,наперво,πρώτα
709,einmal::ADV,ӧтпыр,μία φορά
710,manchmal::ADV,мукӧдпыр,κάποτε
711,oft::ADV,-лы-,συχνά
712,oft::ADV,-лы-,πολλές φορές
713,immer::ADV,быдпыр,πάντα
714,immer::ADV,быдпыр,πάντοτε
715,immer::ADV,быдпырся,πάντα
716,immer::ADV,быдпырся,πάντοτε
717,niemals::ADV,некӧр,ποτέ
718,hier::ADV,татӧн,εδώ
719,hierhin::ADV,татчӧ,εδώ
720,von hier::ADV,тасянь,από δω
