,Concept_ID,te,kl
651,blind::A,గ్రుడ్డి,isigisaqanngilaq
652,taub::A,చెవిటి,tusilarpoq
653,kräftig::A,శక్తి గల,pissaq
654,kräftig::A,శక్తి గల,pissarsuaq
655,stark::A,బలమైన,sanngivoq
656,schwach::A,బలహీనమైన,nakuippoq
657,fett::A,క్రొవ్విన,pualavoq
658,schlank::A,సన్నని,tuappoq
659,hübsch::A,సాగప్తెన,aatsialaq
660,böse::A,చెడ్డ,ajorpoq
661,dumm::A,తెలివిలేని,taqajak
662,dumm::A,తెలివిలేని,sikkilluppoq
663,dumm::A,తెలివిలేని,qaatusimasaqanngilaq
664,faul::A,సోమరియైన,eqiasuppoq
665,faul::A,సోమరియైన,eqiattortuvoq
666,fleißig::A,శ్రద్దగల,eqiasuippoq
667,geizig::A,పిసినారియైన,iasilaarpoq
668,geizig::A,పిసినారియైన,tukkuippoq
669,klug::A,తెలివిగల,mallak
670,klug::A,తెలివిగల,ittanneq
671,klug::A,తెలివిగల,kutaappoq
672,klug::A,తెలివిగల,kuttaappoq
673,klug::A,తెలివిగల,qarasagippoq
674,geschickt::A,నిపుణతగల,
675,lieb::A,ప్రియమైన,akisooq
676,lustig::A,ఉల్లాసము గల,piikulavoq
677,sanft::A,సాధువైన,isumagippoq
678,hungrig::A,ఆకలిగొనిన,kaappoq
679,hungrig::A,ఆకలిగొనిన,perlilerpoq
680,krank::A,వ్యాధిగల,napparsimavoq
681,nackt::A,దిగంబరమైన,
682,traurig::A,విచారముగల,aliasuppoq
683,lebendig::A,ప్రాణముతో నున్న,uumavoq
684,gut::A,మంచి,ajunngilaq
685,schlecht::A,చెడ్డ,sualuppoq
686,richtig::A,సరియైన,iluarpoq
687,schlimm::A,అసహ్యమైన,amiilaarnarpoq
688,wahr::A,నిజమైన,ilumoorpoq
689,alt::A,ముసలి,pisoqaq
690,neu::A,క్రొత్త,nutaavoq
691,ehemalig::A,పూర్వపు,
692,alt[Lebewesen]::A,ముసలి,utoqqaq
693,jung::A,పసి,inuusuppoq
694,jung::A,పసి,kingulliarsuk
695,arm::A,బీద,piillasoq
696,arm::A,బీద,piitsuuvoq
697,reich::A,ధనవంతుడైన,pisuuvoq
698,bekannt::A,తెలిసిన,
699,berühmt::A,ప్రపిద్దికెక్కివ,tusaamasaq
700,fremd::A,అన్యమైన,ajasoornarpoq
701,verschieden::A,భేదమైన,allatut
702,verschieden::A,భేదమైన,tamalaat
703,nah::A,దగ్గఱనున్న,qanippoq
704,fern::A,దూరమందున్న,ungasippoq
705,linker::A,ఎడమప్రక్కగ,saamerleq
706,rechter::A,కుడి,innarluissut
707,anderer::A,వేఱ్తెన,
708,erster::A,మొదటి,siulleq
709,zweiter::A,రెండన,qataatsup tullia
710,dritter::A,మూడో,pingajorarterut
711,letzter::A,కడపటి,kingulleq
712,allein::ADV,ఒంటిగా,kisimiippoq
713,auf einmal::ADV,హరాత్తుగ,tassanngaannaq
714,zusammen::ADV,కలిసి,attaasa
715,zusammen::ADV,కలిసి,attarmik
716,lange::ADV,బహుకాలము,akuni
717,plötzlich::ADV,హరాత్తుగ,tassanngaannaq
718,sofort::ADV,తక్షణము,erniinnaq
719,später::ADV,ఇటీవలి,kingorna
720,jetzt::ADV,ఇప్పుడు,maanna
721,jetzt::ADV,ఇప్పుడు,massakkut
722,heute::ADV,నేడు,ullumi
723,morgen::ADV,ఱేపు,aqagu
724,bald::ADV,శీఘ్రముగ,erniinnaq
725,dann::ADV,అప్పుడు,taava
726,gestern::ADV,నిన్నటి దినము,ippassaq
727,einst::ADV,పూర్వమొకప్పుడు,ataatsimik
728,einst::ADV,పూర్వమొకప్పుడు,ilaanni
729,damals::ADV,అప్పుడు,taamani
730,damals::ADV,అప్పుడు,taamanikkut
731,damals::ADV,అప్పుడు,taassumuunakkut
732,danach::ADV,అప్పుడు,taava
733,vorher::ADV,ఎదుట,siornagut
734,zuerst::ADV,మొదటిలో,
735,einmal::ADV,ఒకసారి,ilaanni
736,einmal::ADV,ఒకసారి,ataatsimik
737,manchmal::ADV,అప్పటప్పటికి,qaqutigu
738,manchmal::ADV,అప్పటప్పటికి,qaqutigut
739,oft::ADV,తఱచుగా,akulikitsumik
740,immer::ADV,ఎల్లప్పుడు,tamatigut
741,niemals::ADV,ఎప్పుడునులేదు,
742,hier::ADV,ఇక్కడ,maani
743,hierhin::ADV,ఇక్కడకు,maani
744,von hier::ADV,ఇక్కడనుండి,
745,dort::ADV,అక్కడ,
746,dorthin::ADV,అక్కడికి,ikuuna
747,geradeaus::ADV,సూటిగా,narlumut
748,vorwärts::ADV,ముందుకు,pilangavoc
749,rückwärts::ADV,వెనుకకు,kingumut
750,rückwärts::ADV,వెనుకకు,tunumut or tunummut
751,zurück::ADV,వెనుకభాగము,kingumut
752,zurück::ADV,వెనుకభాగము,tunumut or tunummut
753,unten::ADV,క్రింద,kana
754,hinab::ADV,కిందికి,qiviu
755,oben::ADV,మీద,
756,hinauf::ADV,పైకి,
757,überall::ADV,అంతటా,tamaginni
758,überall::ADV,అంతటా,tamani tamaani
759,nicht::ADV,కాదు,
760,ein wenig::ADV,కొంచెము,
761,kaum::ADV,చాలిచాలక,qaqutigorsuaq
762,sehr::ADV,చాల,assut
763,so::ADV,ఆలాగున,
764,noch::ADV,ఇప్పటికిని,qeratavoq
765,nur::ADV,మాత్రము,
766,schon::ADV,ఇదివఱకే,taava-una
767,wieder::ADV,తిరిగి,kingumut
768,vergebens::ADV,నిష్ఫలముగా,angiluk
769,vor::PRP,ముందు,
770,hinter::PRP,వెనుక,
771,unter::PRP,క్రింద,
772,durch::PRP,ద్వారా,
773,neben::PRP,దగ్గెర,
774,zwischen::PRP,మధ్య,
775,wegen::PRP,కారణంగా,
776,dies::PRN,ఇది,manna
777,dies::PRN,ఇది,matuma
778,das::PRN,అది,ua
779,alles::PRN,సకలము,
780,ich::PRN,నేను,uanga
781,du::PRN,నీవు,illit
782,er::PRN,అతడు,una
783,wir::PRN,మనము,uagut
784,ihr::PRN,మీరు,ilissi
785,sie::PRN,వారు,uku
786,was::FPRN,ఏమి,aat?
787,wer::FPRN,ఎవడు,kikkut
788,wo::FADV,ఎక్కడ,sumi
789,wohin::FADV,ఎందుకు,sumut
790,wie::FADV,ఎట్టు,qanoq
791,warum::FADV,ఏల,sooq
792,wieviel::FNUM,ఎంత,qassit
793,wieviel::FNUM,ఎంత,qanoq atsigisumik?
794,eins::NUM,ఒకటి,ataaseq
795,zwei::NUM,రెండు,marluk
796,drei::NUM,మూడు,pingasut
797,vier::NUM,నాలుగు,sisamat
798,vier::NUM,నాలుగు,qajuusat
799,fünf::NUM,అయిదు,tallimat
800,sechs::NUM,ఆఱు,arfineq
801,sechs::NUM,ఆఱు,arfinillit
802,sieben::NUM,ఏరు,arfineq-marluk
803,acht::NUM,ఎనిమదు,arfineq pingasut
804,neun::NUM,తొమ్మిది,qulingiluat
805,neun::NUM,తొమ్మిది,arfineq sisamat
806,zehn::NUM,పది,qulit
807,elf::NUM,పదునొకొండు,aqqaneq
808,zwölf::NUM,పండ్రండు,aqqaneq-marluk
809,zwanzig::NUM,ఇరుపది,tyve
810,dreißig::NUM,ముప్పది,tredive
811,dreißig::NUM,ముప్పది,pingasunik qulillit
812,vierzig::NUM,నలువది,fyrre
813,fünfzig::NUM,ఏబది,halvtreds
814,fünfzig::NUM,ఏబది,tallimanik qulillit
815,sechzig::NUM,అరుపది,tres
816,siebzig::NUM,డెబ్బది,halvfjerds
817,achtzig::NUM,ఎనుబది,firs
818,neunzig::NUM,తొంబది,halvfems
819,hundert::NUM,నూఱు,et hundrede
820,tausend::NUM,వేయి,et tusinde
821,und::CNJ,మఱియు,aamma
822,oder::CNJ,లేక,imalluunnit
823,stehen::V,నిలుచు,sikingavoq
824,sitzen::V,కూర్చుండు,ingippoq
825,liegen::V,పండుకొనుట,nalavoq
826,liegen::V,పండుకొనుట,aqupivoq
827,hängen::V,వ్రేలాడదీయు,nivinngarpaa
828,werden::V,అగు,pinngorpoq
829,passieren::V,సంభవించు,pivoq
830,beginnen::V,ఆరంభించు,aallarnerpaa
831,enden::V,తీరుట,naggaserpaa
832,wechseln::V,మార్చు,immikkut ilivoq
833,aufgehen[Sonne]::V,ఉదయించు,
834,untergehen[Sonne]::V,అస్తమించు,ilioqqaasoq
835,scheinen[Sonne]::V,ప్రకాశించు,qinnorpoq
836,scheinen[Sonne]::V,ప్రకాశించు,qinngorpoq
837,donnern::V,ఉరుముట,kalleq
838,wehen::V,దురద్పప్టము,timmivoq
839,strömen::V,పారుట,
840,fließen::V,ప్రవహించు,
841,sich drehen::V,తిరుగు,ipippaa
842,schwanken::V,ఆడించుట,aalavoq
843,schwingen::V,ఊగుట,issakajaat or issakatsiaarut
844,fallen::V,పడు,quasivaa
845,brennen::V,కాలుట,seerpoq
846,brennen::V,కాలుట,uuppaa
847,rauchen::V,పొగసుట,pujoorpoq
848,regnen::V,కురిపించుట,siallerpoq
849,gefrieren::V,గడ్డకట్టు,qiulerpoq
850,tauen::V,కరగు,aappoq
851,schmelzen::V,కరగు,aappoq
852,schmelzen::V,కరగు,aatsippaa
853,trocknen::V,యెండుట,panerserpaa
854,sieden::V,ఉడుకు,qalappoq
855,faulen::V,క్రుళ్లు,
856,verfaulen::V,క్షిణించు,
857,reißen::V,చించు,qulli
858,reißen::V,చించు,alittorpaa
859,reißen::V,చించు,kimillanneq
860,versinken::V,మునుగు,kivivaa
861,versinken::V,మునుగు,apparpoq
862,vergehen::V,సంభవించు,qaangerpaa
863,vergehen::V,సంభవించు,sarsuppoq
864,erscheinen::V,కనబడు,takutippoq
865,verschwinden::V,అదృశ్యమగు,
866,sinken::V,ముణుగుట,kivivaa
867,sinken::V,ముణుగుట,apparpoq
868,abnehmen::V,తగ్గు,ikillipput
869,zunehmen::V,పెరుగుట,allisippaa
870,steigen::V,లేచు,allisippaa
871,wachsen::V,పెరుగు,allivoq
872,glänzen::V,ప్రకాశించు,qinngorpoq
873,glänzen::V,ప్రకాశించు,qinnorpoq
874,funkeln::V,ప్రకాశించు,uisorilavoq
875,lärmen::V,అరుచుట,
876,läuten::V,మేళవించుట,avilualaarpoq
877,klingeln::V,వాయించుట,aviluarpoq
878,klingeln::V,వాయించుట,aviluarpaluppoq
879,klirren::V,ఘంటానాదము,
880,brausen::V,గర్జించు,ittuk
881,brausen::V,గర్జించు,ittuppoq
882,brausen::V,గర్జించు,ittuppaluppoq
883,rauschen::V,చటచటమనుట,
884,klingen::V,ధ్వనించుట,
885,bellen::V,అఱచు,qiluppoq
886,heulen::V,కూయు,maarpoq
887,heulen::V,కూయు,maalavoq
888,heulen::V,కూయు,miaggoorpoq
889,blasen::V,దురద్పప్టము,aporneq
890,pfeifen::V,ఈలవేయు,siggartartitsivoq
891,pfeifen::V,ఈలవేయు,siorsulavoq
892,schreien::V,అఱచు,suaarpoq
893,stöhnen::V,మూలుగు,nipiliorpoq
894,stöhnen::V,మూలుగు,nipilliorpoq
895,zittern::V,వణకు,qarsulivik
896,leben::V,జీవించుట,inuuvoq
897,geboren werden::V,పుట్టుట,inuuvoq
898,geboren werden::V,పుట్టుట,inunngorpoq
899,atmen::V,ఉపిరి తీయు,anersaarpoq
900,trinken::V,త్రాగు,imerpoq
901,essen::V,తిను,tamorpoq
902,schlucken::V,మ్రింగు,tuluarnaq
903,müde werden::V,అలయు,
904,einschlafen::V,నిద్రించు,sinippoq
905,schlafen::V,నిద్రురించు,sinik
906,aufwachen::V,మేలుకొను,iterpoq
907,aufwachen::V,మేలుకొను,eqqumavoq
908,aufstehen::V,లేచు,makippoq
909,sich erholen::V,నడ్డి వాల్చు,qasuerserpoq
910,krank werden::V,జబ్బుపడు,
911,krank sein::V,జబ్బు చేయు,
912,schmerzen::V,నొచ్చుట,anneraa
913,schmerzen::V,నొచ్చుట,annernarpoq
914,husten::V,దగ్గుట,quersorpoq
915,genesen::V,కుదురుట,ajunngissivoq
916,genesen::V,కుదురుట,ilisimmarpoq
917,genesen::V,కుదురుట,ilorrippoq
918,sterben::V,మరణించు,toquvoq
919,umkommen::V,నశించు,
920,sich bewegen::V,కదలు,ingerlavoq
921,sich rühren::V,కదలు,
922,sich erheben::V,లేచు,
923,sich setzen::V,కూర్చుణ్డు,ingippoq
924,hinfallen::V,దొర్లు,
925,laufen::V,నడచు,arpappoq
926,schreiten::V,అడుగుపెట్టుట,ingerlavoq
927,spazierengehen::V,పచారు చేయు,utertakajaarpoq
928,spazierengehen::V,పచారు చేయు,utertakattajaarpoq
929,eilen::V,తొందరపడు,qaa qaa
930,eilen::V,తొందరపడు,qiilasaarpoq
931,eilen::V,తొందరపడు,ingerlasaarpaa
932,sich beeilen::V,త్వరపెట్టు,tuaviorpoq
933,sausen::V,విసరికొట్టు,uiguut
934,rennen::V,పరుగెత్తు,igivoq
935,springen::V,దుముకు,upernassaq
936,klettern::V,ఎక్కు,pilaakkeerpoq
937,schaukeln::V,ఉయ్యాల ఊగు ,aalavoq
938,kriechen::V,ప్రాకు,
939,schwimmen::V,ఈదు,naluppoq
940,tauchen::V,మునుగు,allorpoq
941,rudern::V,తెడ్లతోఁగడపు,ipuppaa
942,fahren::V,నడపు,qimusserpoq
943,fliegen::V,ఎగురు,timmivoq
944,gehen::V,పోవు,
945,weggehen::V,బయలుదేరు,piiarpoq
946,abfahren::V,విడిచిపోవు,
947,anhalten::V,నిలుపు,unitsippaa
948,hineingehen::V,ప్రవేశించు,timaappaa
949,eintreten::V,ప్రవేశించు,allattorpaa
950,kommen::V,వచ్చు,qaa-
951,kommen::V,వచ్చు,pivaa
952,ankommen::V,వచ్చి చేరు,tikippoq
953,zurückkommen::V,తిరిగీవచ్చుట,angerlarpoq
954,bleiben::V,ఉండు,uninngavoq
955,warten::V,కనిపెట్టు,paavoq
956,warten::V,కనిపెట్టు,utaqqivoq
957,erwarten::V,నిరిక్షించు,
958,suchen::V,వెదకు,nivivaa
959,finden::V,కనుగొను,nanivaa
960,versuchen::V,ప్రయత్నించు,uuppaa
961,versuchen::V,ప్రయత్నించు,ussersarpaa
962,vorbereiten::V,తయారుచేయు,piareersarpaa
963,lieben::V,ప్రేమించు,asavaa
964,mögen::V,ఇష్టపడు,akaaraa
965,lachen::V,నవ్వు,
966,rühren::V,గుండె తాకు,qeerlerpaa
967,weinen::V,వీడ్చు,qiavoq
968,schimpfen::V,గొణుగు,qatimaarpoq
969,sich ärgern::V,అలుగు,ugguutigaa
970,sich fürchten::V,భయపడు,eqqanaarpoq
971,fürchten::V,భయపడు,ersigaa
972,fliehen::V,పాఱిపోపు,qimaavoq
973,flüchten::V,తప్పించుకొను,allikarfigaa
974,sehen::V,చూచు,isigaa
975,anschauen::V,చూచు,
976,ansehen::V,కాచియుండు,alaatsinaappaa
977,hören::V,విను,tusarpaa
978,zuhören::V,విను,naalappoq
979,probieren::V,చవిచూచుట,
980,riechen::V,వాసనచూచు,tipippoq
981,fühlen::V,స్పర్శించుట,misigaa
982,scheinen::V,కనబడు,takutippoq
983,zu sehen sein::V,చూవు,
984,vernehmen::V,విను,
985,frieren::V,చలికి వడకు,qiiavoq
986,tun::V,చేయు,iliorpoq
987,können::V,గల,
988,wollen::V,కోరు,piumavaa
989,anfangen::V,ఆరంభించు,pilerpoq
990,beenden::V,ముగించు,naggaserpaa
991,aufhören::V,నిలుపు,naammatsippaa
992,gelingen::V,గెలుపాందు,
993,geraten::V,వెలువడు,
994,öffnen::V,తెఱచు,ammarpaa
995,schließen::V,మూయు,matuaa
996,stellen::V,ఉంచు,ilivaa
997,stellen::V,ఉంచు,iliorarpai
998,stellen::V,ఉంచు,ilioqqarpai
999,setzen::V,ఉంచు,iliorarpai
1000,setzen::V,ఉంచు,ilioqqarpai
1001,legen::V,పెట్టు,ilivaa
1002,berühren::V,తాకు,attorpaa
1003,verbinden::V,చేర్చుట,taperserpaa
1004,bedecken::V,మూయు,iikkerpaa
1005,bedecken::V,మూయు,iikkersorpaa
1006,aufhängen::V,వ్రేలాడదీయు,inivaa
1007,aufhängen::V,వ్రేలాడదీయు,iniorarpai
1008,anzünden::V,వెలిగించు,saggaavoq
1009,aufheben::V,సేకరించు,allisippaa
1010,zurücklassen::V,విడుచు,aallarpoq
1011,verlieren::V,పోగొట్టుకొను,annaavaa
1012,fallen lassen::V,జాఱవిడుచు,nakkaavaa
1013,machen::V,చేయు,iliorpoq
1014,herstellen::V,ఉత్పత్తిచేయు,anillatsippaa
1015,bauen::V,నిర్మించు,marrarterpaa
1016,reparieren::V,సరిచేయు,iluarsaappaa
1017,verbessern::V,వృద్ధి చేయు,naqqippaa
1018,ändern::V,మార్చు,
1019,graben::V,త్రవ్వు,assappaa
1020,beugen::V,వంచు,qappappoq
1021,biegen::V,వంచు,qappappoq
1022,drehen::V,నూలువడుకు,
1023,wenden::V,త్రిప్పు,assappaa
1024,wenden::V,త్రిప్పు,assakarpoq
1025,umdrehen::V,త్రిప్పు,assakartippaa
1026,heben::V,ఎత్తు,kivippaa
1027,hochheben::V,ఎత్తు,kissumiarpaa
1028,ergreifen::V,వశపఱచుకొను,isaappaa
1029,ergreifen::V,వశపఱచుకొను,isaguppaa
1030,halten::V,ఉంచు,minarpaa
1031,drücken::V,అణచు,naqittaat
1032,schieben::V,నొక్కు,
1033,kratzen::V,గోకు,qitsuppaa
1034,lecken::V,నాకు,aluppaa
1035,beißen::V,కఱచు,kiivaa
1036,abreißen::V,తెగతెంచు,aqqarpaa
1037,abreißen::V,తెగతెంచు,isaterpaa
1038,abschneiden::V,తెగకొట్టు,kipivaa
1039,binden::V,కట్టు,kakkersarpaa
1040,stecken::V,తగులుకొనివుండుట,kussunneq
1041,brechen::V,పగులగొట్టు,nallorpaa
1042,klopfen::V,కొట్టు,pattappaa
1043,hauen::V,కొట్టు,aqivaa
1044,kleben::V,అంటుకొను,qaappoq
1045,reiben::V,రాచు,tagiarpaa
1046,reiben::V,రాచు,tangiarpaa
1047,streichen::V,వ్యాపింపజేయు,erlerpoq
1048,schleifen::V,రాచు,sequppaa
1049,schneiden::V,కోయు,uullivoq
1050,rütteln::V,కుదిలించుట,
1051,schütteln::V,కదల్చు,aalavoq
1052,schwenken::V,ఊచుట,issarpoq
1053,schütten::V,పోయు,
1054,füllen::V,నింపు,immerpaa
1055,einwickeln::V,చుట్టు,immoqquserpaa
1056,tragen::V,మోయు,maqippaa
1057,tragen::V,మోయు,assartorpoq
1058,schleppen::V,ఈడ్చు,assartorpoq
1059,ziehen::V,ఈడ్చు,kalippaa
1060,ziehen::V,ఈడ్చు,kalissarpoq
1061,aufbewahren::V,కాపాడు,toqqorpaa
1062,werfen::V,విసరు,kuivaa
1063,fangen::V,పట్టుకొను,anguaa
1064,packen::V,పట్టుకొను,
1065,verstecken::V,దాచు,anngigaa
1066,teilen::V,భాగించు,agguut
1067,teilen::V,భాగించు,agguusersorpaa
1068,schicken::V,పంపు,nassiuppaa
1069,bringen::V,తెచ్చు,aggiuppaa
1070,bringen::V,తెచ్చు,nassataraa
1071,hinzufügen::V,చేర్చు,
1072,bekommen::V,సంపాదించు,tiguaa
1073,erhalten::V,పుచ్చుకొను,tiguaa
1074,nehmen::V,తీసికొను,pivoq
1075,nehmen::V,తీసికొను,tiguaa
1076,wählen::V,ఇష్టపడు,
1077,auswählen::V,ఏరుకొను,
1078,bewahren::V,భద్రపఱుచు,sukkunik simerserpaa
1079,behindern::V,అడ్డగించుట,
1080,verderben::V,చెఱచు,asiutippaa
1081,verderben::V,చెఱచు,piuneerunnerit
1082,beschädigen::V,చెరుపుట,
1083,zerbrechen::V,పగులగొట్టు,ukuvoq
1084,zerreißen::V,చించు,tisavaa
1085,zerreißen::V,చించు,alittorpaa
1086,zerstören::V,వాశనము చేయు,aserorpaa
1087,verbrennen::V,కాల్చు,seerpoq
1088,geben::V,ఇచ్చు,pivoq
1089,reichen::V,అందుకొనుట,
1090,schenken::V,అర్పించు,
1091,versprechen::V,వాగ్దత్తము చేయు,neriorsorpaa
1092,wünschen::V,కోరు,kissaat
1093,loben::V,స్తుతించు,nersorpaa
1094,loben::V,స్తుతించు,nersornaat
1095,küssen::V,ముద్దుపెట్టుకొను,kunippaa
1096,küssen::V,ముద్దుపెట్టుకొను,kunissorpaa
1097,wiegen::V,ఊచుట,
1098,zudecken::V,మూయు,majorpaa
1099,wecken::V,నిద్రపలేపుట,itersarpaa
1100,zeigen::V,చూవు,tikkuuppaa
1101,führen::V,దారిచూపు,tasissiuppaa
1102,führen::V,దారిచూపు,ilitsersorpaa
1103,führen::V,దారిచూపు,tasissersuuppaa
1104,lehren::V,బోధించు,ilinniartippaa
1105,unterrichten::V,నేర్పు,ajoqerpaa
1106,unterrichten::V,నేర్పు,ajoqersorpaa
1107,unterrichten::V,నేర్పు,ilinniartitsivoq
1108,aufziehen::V,పెంచు,inororsarpaa
1109,leiten::V,తీసుకపోవుట,iluatsippaa
1110,antreiben::V,ప్రేరేపించు,ikusimmippaa
1111,lassen::V,అనుమతించు,
1112,einladen::V,ఆహ్వానించు,qaaqquaa
1113,einladen::V,ఆహ్వానించు,qaasarpaa
1114,vereinigen::V,కూడుట,taperserpaa
1115,besuchen::V,పోయి చూచు,tikeraarpaa
1116,treffen::V,కలియు,aporappaa
1117,sich versammeln::V,కూర్చు,majorpoq
1118,spielen::V,ఆట లాడు,pinnguarpoq
1119,singen::V,పాడు,erinarsorpoq
1120,tanzen::V,నృత్యముచేయు,qitippoq
1121,sich trennen::V,ఎడబాయుట,immikkoortippaa
1122,verlassen::V,విడుచు,
1123,retten::V,తప్పించుట,annaappaa
1124,bewachen::V,కాపాడు,
1125,schützen::V,రక్షించు,eriagaa
1126,schützen::V,రక్షించు,pineqartaalivaa
1127,verteidigen::V,రక్షించు,
1128,sich schlagen::V,జగడమాడు,
1129,schießen::V,కాల్చు,aallaavaa
1130,schießen::V,కాల్చు,piseriuppaa
1131,siegen::V,గెలుచు,
1132,ärgern::V,పీడించుట,ninngassarpaa
1133,ärgern::V,పీడించుట,ninngassaarpaa
1134,schlagen::V,కొట్టు,unatarpaa
1135,treten::V,తన్ను,tukerpoq
1136,stechen::V,కుట్టు,iguppaa
1137,stechen::V,కుట్టు,qasilippoq
1138,stoßen::V,గెంటు,ikuserpaa
1139,stoßen::V,గెంటు,ikusimmippaa
1140,stehlen::V,దొంగిలించు,tillippaa
1141,stören::V,కలతపఱచు,akornuserpaa
1142,belästigen::V,పీడించు,
1143,verbergen::V,దాచు,anngigaa
1144,täuschen::V,మోసము చేయు,
1145,betrügen::V,మోసపుచ్చు,peqquserluttuliorfigaa
1146,töten::V,చంపు,maappaa
1147,töten::V,చంపు,toquppaa
1148,wohnen::V,నివసించు,najugaqarpoq
1149,arbeiten::V,పనిచేయు,sulivoq
1150,sammeln::V,ప్రోగుచేయు,katersorpai
1151,pflücken::V,యేరుట,
1152,jagen::V,వేటాడు,piniarpoq
1153,fischen::V,వెదకు,aalisarpoq
1154,fassen::V,పట్టుకొమ,
1155,hüten::V,మందచేరుట,
1156,treiben::V,నడపు,
1157,anbinden::V,కట్టు,qilerut
1158,anbinden::V,కట్టు,qilersorpaa
1159,anbinden::V,కట్టు,ungerlatserpaa
1160,füttern::V,భోజనము పెట్టు,nerlerpaa
1161,melken::V,పాలు పితుకు,
1162,hacken::V,నఱకు,
1163,gießen::V,నీళ్ళుకట్టుట,imerterpaa
1164,reifen::V,పండుట,
1165,zubereiten::V,వండు,
1166,kochen::V,వండు,igavoq
1167,backen::V,రొట్టెకాల్చు,
1168,braten::V,వేపు,siappaa
1169,umrühren::V,కదులుట,qeerlerpaa
1170,stricken::V,అల్లు,
1171,nähen::V,కుట్టు,
1172,färben::V,రంగు వేయు,misuppaa
1173,reinigen::V,శుభ్రము చేయు,sanniarpaa
1174,waschen::V,కడుగు,asappaa
1175,abwischen::V,తుడుచు,saligarpaa
1176,abwischen::V,తుడుచు,saligartorpaa
1177,spülen::V,నీటిలో జడించు,
1178,fegen::V,ఊడ్చు,sanngiarpaa
1179,kehren::V,ఊడ్చు,
1180,baden::V,స్నానము చేయు,uffarpoq
1181,sich waschen::V,కడుగు,uffarpoq
1182,ausziehen::V,విప్పు,annoraajarpaa
1183,anziehen::V,ధరించు,ativaa
1184,anziehen::V,ధరించు,atitippaa
1185,sich anziehen::V,బట్టలు వేసుకొను,atisalersorpoq
1186,sich anziehen::V,తొడుగుకొను,atisalersorpoq
1187,kämmen::V,దువ్వుట,
1188,schmücken::V,అలంకరించు,
1189,sagen::V,చెప్పు,oqarpoq
1190,sprechen::V,చెప్పు,oqaluttarpoq
1191,reden::V,మాటలాడు,oqaluppoq
1192,sich unterhalten::V,ముచ్చటలాడు,
1193,fragen::V,ప్రశ్నించు,aperaa
1194,bitten::V,కోరు,aperaa
1195,bitten::V,కోరు,qinnuigaa
1196,erzählen::V,చెప్పు,oqaluttuaraa
1197,mitteilen::V,తెలియజేయు,oqalualaarpoq
1198,nennen::V,పేరు వెట్టు,
1199,rufen::V,పిలుచు,qaaqquaa
1200,prahlen::V,జల్లి,oqqartuvoq
1201,prahlen::V,జల్లి,oqallortuvoq
1202,übersetzen::V,తర్జుమాచేయు,ikaarpoq
1203,übersetzen::V,తర్జుమాచేయు,nutserpaa
1204,denken::V,ఆలోచించు,isumaqarpoq
1205,glauben::V,నమ్ము,upperaa
1206,glauben::V,నమ్ము,isumaqarpoq
1207,bemerken::V,గుర్తించు,
1208,erkennen::V,గుర్తించు,ilisaraa
1209,begreifen::V,గ్రహించు,
1210,verstehen::V,గ్రహించు,paasivaa
1211,lernen::V,నేర్చు కొను,ilinniarpoq
1212,wissen::V,తెలిసికొను,nalunngilaa
1213,sich erinnern an::V,జ్ఞాపకముంచుకొను,eqqaavaa
1214,vergessen::V,మఱచిపోవు,puiorpaa
1215,messen::V,కొలుచుట,ussersarpaa
1216,zählen::V,లెక్కపెట్టు,kisitsivoq
1217,rechnen::V,లెక్కపెట్టు,kisitsivoq
1218,lesen::V,చదువు,atuarpoq
1219,malen::V,పూనుట,qalipappaa
1220,zeichnen::V,వ్రాసుట,
1221,schreiben::V,వ్రాయు,allappoq
1222,besitzen::V,కలిగియుండు,
1223,kaufen::V,కొను,pisiaraa
1224,verkaufen::V,అమ్ము,akigaa
1225,bezahlen::V,చెల్లించు,akilerpaa
1226,zahlen::V,చెల్లించు,
1227,beherrschen::V,ఏలు,inappaa
1228,ertragen::V,భరించు,ernertaaraa
