,Concept_ID,be,bg
850,elf::NUM,адзінаццаць,единайсет
851,elf::NUM,адзінаццаць,единадесет
852,zwölf::NUM,дванаццаць,дванайсет
853,zwölf::NUM,дванаццаць,дванадесет
854,zwanzig::NUM,дваццаць,двайсет
855,zwanzig::NUM,дваццаць,двадесет
856,dreißig::NUM,трыццаць,тридесет
857,vierzig::NUM,сорак,четиридесет
858,fünfzig::NUM,пядзесят,петдесет
859,sechzig::NUM,шесдзесят,шестдесет
860,siebzig::NUM,семдзесят,седемдесет
861,achtzig::NUM,восемдзесят,осемдесет
862,neunzig::NUM,дзевяноста,деветдесет
863,hundert::NUM,сто,сто
864,tausend::NUM,тысяча,хиляда
865,und::CNJ,і,а
866,und::CNJ,і,та
867,und::CNJ,ды,а
868,und::CNJ,ды,та
869,oder::CNJ,або,или
870,stehen::V,стаяць,стоя
871,sitzen::V,сядзець,седя
872,liegen::V,ляжаць,лежа
873,hängen::V,вісець,вися
874,werden::V,стаць,бъда
875,werden::V,стаць,стана
876,werden::V,зрабіцца,бъда
877,werden::V,зрабіцца,стана
878,passieren::V,трапіцца,случа се
879,beginnen::V,пачацца,започна
880,enden::V,кончыцца,свърша
881,wechseln::V,мяняцца,променям
882,aufgehen[Sonne]::V,узысці,изгрея
883,untergehen[Sonne]::V,зайсці,заляза
884,scheinen[Sonne]::V,свяціць,грея
885,scheinen[Sonne]::V,свяціць,светя
886,donnern::V,грымець,гърмя
887,wehen::V,дзьмуць,вея
888,wehen::V,дзьмуць,духам
889,strömen::V,ліцца,тека
890,strömen::V,ліцца,лея се
891,fließen::V,цячы,тека
892,sich drehen::V,круціцца,въртя се
893,sich drehen::V,варочацца,въртя се
894,schwanken::V,хістацца,клатя се
895,schwingen::V,гайдацца,трептя
896,schwingen::V,калыхацца,трептя
897,fallen::V,падаць,падам
898,brennen::V,гарэць,горя
899,rauchen::V,дымець,димя
900,regnen::V,дажджыць,вали дъжд
901,gefrieren::V,замерзнуць,замръзна
902,tauen::V,раставаць,топя се
903,schmelzen::V,плавіцца,разтопя се
904,trocknen::V,сохнуць,съхна
905,sieden::V,кіпець,вря
906,sieden::V,кіпець,кипя
907,faulen::V,гнісці,гния
908,verfaulen::V,згнісці,изгния
909,reißen::V,ірвацца,напукам се
910,versinken::V,тануць,потъна
911,vergehen::V,праходзіць,минавам
912,erscheinen::V,зʼявіцца,явя се
913,verschwinden::V,знікнуць,изчезна
914,sinken::V,спадаць,падна
915,abnehmen::V,паменшыцца,отслабна
916,zunehmen::V,павялічвацца,нарасна
917,steigen::V,паднімацца,увелича се
918,steigen::V,паднімацца,покачвам се
919,wachsen::V,расці,раста
920,glänzen::V,блішчаць,лъщя
921,glänzen::V,блішчаць,блестя
922,funkeln::V,бліскаць,искря
923,lärmen::V,шумець,шумя
924,läuten::V,званіць,звъня
925,klingeln::V,званіць,звъня
926,klirren::V,бразгаць,звънтя
927,klirren::V,бразгаць,дрънкам
928,brausen::V,бушаваць,буча
929,rauschen::V,шастаць,шумя
930,klingen::V,гучаць,звуча
931,bellen::V,брахаць,лая
932,heulen::V,выць,вия
933,heulen::V,выць,рева
934,blasen::V,дзьмухнуць,духна
935,pfeifen::V,свістаць,свиря
936,schreien::V,крычаць,крещя
937,stöhnen::V,стагнаць,стена
938,stöhnen::V,стагнаць,пъшкам
939,zittern::V,дрыжаць,треперя
940,leben::V,жыць,живея
941,geboren werden::V,нарадзіцца,родя се
942,atmen::V,дыхаць,дишам
943,trinken::V,піць,пия
944,essen::V,есці,ям
945,schlucken::V,глытаць,гълтам
946,müde werden::V,стаміцца,уморя се
947,einschlafen::V,заснуць,заспя
948,schlafen::V,спаць,спя
949,aufwachen::V,рассыпацца,събудя се
950,aufstehen::V,устаць,стана
951,sich erholen::V,адпачываць,отдъхвам си
952,krank werden::V,захварэць,заболея
953,krank sein::V,хварэць,боледувам
954,schmerzen::V,балець,боля
955,husten::V,кашляць,кашлям
956,genesen::V,паправіцца,оздравея
957,genesen::V,паздаравець,оздравея
958,sterben::V,памерці,умра
959,umkommen::V,загінуць,загина
960,sich bewegen::V,рухацца,движа се
961,sich bewegen::V,рухацца,мърдам се
962,sich rühren::V,варушыцца,движа се
963,sich erheben::V,устаць,стана
964,sich setzen::V,сесці,седна
965,hinfallen::V,упасці,падна
966,laufen::V,хадзіць,ходя
967,schreiten::V,шагаць,крача
968,schreiten::V,крочыць,крача
969,spazierengehen::V,гуляць,разхождам се
970,eilen::V,спяшацца,бързам
971,sich beeilen::V,спяшацца,побързам
972,sausen::V,імчацца,тичам
973,rennen::V,бегаць,бягам
974,springen::V,скакаць,скачам
975,klettern::V,лазіць,катеря се
976,schaukeln::V,гайдацца,люлея се
977,kriechen::V,поўзаць,лазя
978,kriechen::V,поўзаць,пълзя
979,schwimmen::V,плаваць,плувам
980,tauchen::V,ныраць,гмуркам се
981,rudern::V,веславаць,греба
982,fahren::V,ехаць,пътувам
983,fliegen::V,лятаць,летя
984,fliegen::V,лятаць,хвърча
985,gehen::V,ісці,ида
986,gehen::V,ісці,вървя
987,weggehen::V,пайсці,отида си
988,abfahren::V,адʼяжджаць,отпътувам
989,anhalten::V,спыніцца,спра се
990,anhalten::V,затрымацца,спра се
991,hineingehen::V,уваходзіць,влизам
992,eintreten::V,увайсці,вляза
993,kommen::V,прыйсці,ида
994,kommen::V,прыйсці,дойда
995,ankommen::V,прыбыць,пристигна
996,zurückkommen::V,вярнуцца,върна се
997,bleiben::V,застацца,остана
998,warten::V,чакаць,чакам
999,erwarten::V,чакаць,очаквам
1000,suchen::V,шукаць,търся
1001,finden::V,знайсці,намеря
1002,versuchen::V,прабаваць,опитам
1003,vorbereiten::V,падрыхтаваць,подготвя
1004,lieben::V,кахаць,любя
1005,mögen::V,любіць,обичам
1006,lachen::V,смяяцца,смея се
1007,rühren::V,расчуліць,трогна
1008,weinen::V,плакаць,плача
1009,schimpfen::V,лаяцца,ругая
1010,schimpfen::V,лаяцца,псувам
1011,sich ärgern::V,сердаваць,ядосам се
1012,sich fürchten::V,баяцца,боя се
1013,sich fürchten::V,баяцца,страхувам се
1014,fürchten::V,баяцца,боя се от
1015,fürchten::V,баяцца,страхувам се от
1016,fliehen::V,уцякаць,бягам
1017,flüchten::V,уцячы,бягам
1018,flüchten::V,уцячы,избягам
1019,sehen::V,бачыць,видя
1020,anschauen::V,паглядзець,гледам
1021,ansehen::V,глядзець,поглеждам
1022,hören::V,чуць,чувам
1023,zuhören::V,слухаць,слушам
1024,probieren::V,каштаваць,опитам
1025,riechen::V,нюхаць,подуша
1026,fühlen::V,адчуваць,усещам
1027,fühlen::V,адчуваць,чувствувам
1028,scheinen::V,здавацца,изглеждам
1029,zu sehen sein::V,віднецца,виждам се
1030,vernehmen::V,пачуць,доловя
1031,frieren::V,мёрзнуць,мръзна
1032,tun::V,рабіць,правя
1033,können::V,умець,мога
1034,wollen::V,хацець,ща
1035,wollen::V,хацець,искам
1036,anfangen::V,пачаць,започна
1037,beenden::V,закончыць,свърша
1038,beenden::V,закончыць,завърша
1039,aufhören::V,перастаць,престана
1040,gelingen::V,удацца,успея
1041,gelingen::V,удацца,сполуча
1042,geraten::V,аказацца,удам се
1043,öffnen::V,адчыніць,отворя
1044,schließen::V,зачыніць,затворя
1045,stellen::V,паставіць,поставя
1046,setzen::V,пасадзіць,туря
1047,legen::V,класці,сложа
1048,legen::V,класці,слагам
1049,berühren::V,чапаць,докосна
1050,verbinden::V,звязаць,свържа
1051,bedecken::V,накрыць,покрия
1052,aufhängen::V,павесіць,закача
1053,anzünden::V,запаліць,запаля
1054,aufheben::V,падняць,вдигна
1055,aufheben::V,падняць,повдигна
1056,zurücklassen::V,пакінуць,оставя
1057,verlieren::V,згубіць,загубя
1058,fallen lassen::V,упусціць,изпусна
1059,machen::V,зрабіць,направя
1060,herstellen::V,вырабіць,произведа
1061,bauen::V,будаваць,строя
1062,reparieren::V,правіць,поправя
1063,verbessern::V,палепшыць,подобря
1064,ändern::V,змяніць,променя
1065,graben::V,капаць,копая
1066,beugen::V,сагнуць,прегъна
1067,biegen::V,пагнуць,прегъна
1068,drehen::V,вярцець,въртя
1069,wenden::V,павярнуць,обърна
1070,umdrehen::V,перавярнуць,обърна
1071,heben::V,падымаць,вдигам
1072,hochheben::V,падняць,издигна
1073,ergreifen::V,схапіць,хвана
1074,ergreifen::V,схапіць,обхвана
1075,ergreifen::V,схваціць,хвана
1076,ergreifen::V,схваціць,обхвана
1077,halten::V,трымаць,държа
1078,drücken::V,націскаць,натискам
1079,drücken::V,націскаць,притискам
1080,schieben::V,пхаць,тикам
1081,schieben::V,штурхаць,тикам
1082,kratzen::V,скрэбці,одраскам
1083,lecken::V,лізаць,лижа
1084,lecken::V,лізаць,ближа
1085,beißen::V,кусаць,хапя
1086,beißen::V,кусаць,ухапя
1087,abreißen::V,адарваць,откъсна
1088,abschneiden::V,адрэзаць,отрежа
1089,binden::V,вязаць,вържа
1090,stecken::V,уваткнуць,пъхна
1091,brechen::V,зламаць,троша
1092,klopfen::V,стукаць,чукам
1093,hauen::V,біць,бия
1094,kleben::V,клеіць,лепя
1095,kleben::V,клеіць,залепя
1096,reiben::V,церці,трия
1097,reiben::V,церці,търкам
1098,streichen::V,намазаць,намажа
1099,schleifen::V,тачыць,остря
1100,schneiden::V,рэзаць,режа
1101,rütteln::V,хістаць,разтърсвам
1102,schütteln::V,трэсці,клатя
1103,schütteln::V,трэсці,друсам
1104,schwenken::V,махаць,размахам
1105,schütten::V,наліць,сипя
1106,füllen::V,напоўніць,напълня
1107,einwickeln::V,загарнуць,увия
1108,einwickeln::V,загарнуць,завия
1109,tragen::V,несці,нося
1110,schleppen::V,цягнуць,влача
1111,ziehen::V,цягнуць,тегля
1112,ziehen::V,цягнуць,дръпна
1113,aufbewahren::V,захоўваць,съхраня
1114,werfen::V,кідаць,хвърля
1115,fangen::V,лавіць,ловя
1116,fangen::V,лавіць,уловя
1117,packen::V,схапіць,хвана
1118,packen::V,схваціць,хвана
1119,verstecken::V,схаваць,крия
1120,verstecken::V,схаваць,скрия
1121,teilen::V,раздзяліць,разделя
1122,schicken::V,пасылаць,изпращам
1123,bringen::V,прынесці,донеса
1124,hinzufügen::V,дабавіць,прибавя
1125,bekommen::V,дастаць,сдобия се
1126,erhalten::V,атрымаць,получа
1127,nehmen::V,ўзяць,взема
1128,wählen::V,выбраць,избирам
1129,auswählen::V,адабраць,избера
1130,bewahren::V,захаваць,пазя
1131,behindern::V,перашкаджаць,преча
1132,behindern::V,перашкаджаць,спъвам
1133,verderben::V,сапсаваць,разваля
1134,beschädigen::V,пашкодзіць,повредя
1135,zerbrechen::V,разбіць,счупя
1136,zerreißen::V,разадраць,скъсам
1137,zerstören::V,разбурыць,разруша
1138,verbrennen::V,спаліць,изгоря
1139,geben::V,даць,дам
1140,reichen::V,перадаць,подам
1141,schenken::V,дарыць,подаря
1142,versprechen::V,абяцаць,обещая
1143,wünschen::V,жадаць,желая
1144,loben::V,хваліць,хваля
1145,küssen::V,цалаваць,целувам
1146,wiegen::V,гушкаць,люлея
1147,wiegen::V,калыхаць,люлея
1148,zudecken::V,накрыць,покрия
1149,wecken::V,пабудзіць,събудя
1150,zeigen::V,паказаць,покажа
1151,führen::V,весці,водя
1152,führen::V,весці,заведа
1153,lehren::V,вучыць,уча
1154,unterrichten::V,выкладаць,преподавам
1155,aufziehen::V,выхаваць,отгледам
1156,leiten::V,кіраваць,ръководя
1157,leiten::V,кіраваць,управлявам
1158,antreiben::V,падганяць,подкарвам
1159,lassen::V,прымусіць,накарам
1160,einladen::V,запрасіць,поканя
1161,vereinigen::V,абʼяднаць,съединя
1162,besuchen::V,наведаць,посетя
1163,treffen::V,сустрэць,срещна
1164,sich versammeln::V,сабрацца,събера се
1165,spielen::V,гуляць,играя
1166,singen::V,пець,пея
1167,singen::V,спяваць,пея
1168,tanzen::V,танцаваць,танцувам
1169,sich trennen::V,расстацца,разделя се
1170,verlassen::V,пакінуць,напусна
1171,retten::V,выратаваць,спася
1172,bewachen::V,ахоўваць,охранявам
1173,schützen::V,уберагаць,запазя
1174,verteidigen::V,абараніць,защитя
1175,sich schlagen::V,біцца,бия се
1176,sich schlagen::V,драцца,бия се
1177,schießen::V,страляць,стрелям
1178,siegen::V,перамагчы,победя
1179,ärgern::V,злаваць,ядосам
1180,schlagen::V,ударыць,бия
1181,schlagen::V,ударыць,ударя
1182,treten::V,штурхаць,ритам
1183,stechen::V,укалоць,бодна
1184,stoßen::V,папхнуць,бутна
1185,stoßen::V,папхнуць,блъсна
1186,stehlen::V,украсці,
1187,stören::V,перашкодзіць,смутя
1188,belästigen::V,дакучаць,отегча
1189,belästigen::V,дакучаць,безпокоя
1190,verbergen::V,скрыць,скрия
1191,verbergen::V,схаваць,скрия
1192,täuschen::V,падмануць,измамя
1193,betrügen::V,змахляваць,измамя
1194,töten::V,забіць,убия
1195,töten::V,забіць,умъртвя
1196,wohnen::V,жыць,живея
1197,arbeiten::V,працаваць,работя
1198,sammeln::V,сабраць,събера
1199,pflücken::V,зрываць,бера
1200,pflücken::V,зрываць,откъсна
1201,jagen::V,паляваць,ловувам
1202,fischen::V,рыбачыць,ловя риба
1203,fassen::V,злавіць,хвана
1204,hüten::V,пасвіць,пазя
1205,treiben::V,гнаць,карам
1206,anbinden::V,прывязаць,завържа
1207,füttern::V,карміць,храня
1208,melken::V,даіць,доя
1209,hacken::V,сячы,сека
1210,gießen::V,паліць,полея
1211,reifen::V,паспець,узрея
1212,zubereiten::V,зварыць,приготвя
1213,zubereiten::V,згатаваць,приготвя
1214,kochen::V,варыць,варя
1215,backen::V,пячы,пека
1216,braten::V,смажыць,пържа
1217,umrühren::V,перамяшаць,разбъркам
1218,stricken::V,вязаць,плета
1219,nähen::V,шыць,шия
1220,färben::V,пафарбаваць,боядисам
1221,reinigen::V,ачысціць,почистя
1222,waschen::V,мыць,мия
1223,waschen::V,мыць,пера
1224,abwischen::V,выцерці,избърша
1225,spülen::V,паласкаць,плакна
1226,fegen::V,падмятаць,измета
1227,kehren::V,месці,мета
1228,baden::V,купацца,къпя се
1229,sich waschen::V,мыцца,мия се
1230,ausziehen::V,зняць,съблека
1231,anziehen::V,надзець,облека
1232,sich anziehen::V,адзецца,облека се
1233,kämmen::V,прычасаць,реша
1234,kämmen::V,прычасаць,вчеша
1235,schmücken::V,аздобіць,накича
1236,sagen::V,сказаць,кажа
1237,sprechen::V,гаварыць,говоря
1238,reden::V,размаўляць,говоря
1239,sich unterhalten::V,гутарыць,разговарям
1240,fragen::V,спытаць,запитам
1241,bitten::V,прасіць,моля
1242,erzählen::V,расказаць,разкажа
1243,mitteilen::V,паведаміць,съобщя
1244,nennen::V,назваць,нарека
1245,rufen::V,зваць,викам
1246,rufen::V,зваць,повикам
1247,prahlen::V,хваліцца,хваля се
1248,übersetzen::V,перакласці,преведа
1249,denken::V,думаць,мисля
1250,glauben::V,верыць,вярвам
1251,bemerken::V,заўважыць,забележа
1252,erkennen::V,пазнаць,позная
1253,begreifen::V,спасцігнуць,схвана
1254,verstehen::V,пачуць,разбера
1255,lernen::V,вучыцца,уча се
1256,wissen::V,знаць,зная
1257,sich erinnern an::V,памятаць,спомня си за
1258,vergessen::V,забыць,забравя
1259,messen::V,мераць,меря
1260,zählen::V,лічыць,броя
1261,rechnen::V,лічыць,сметна
1262,lesen::V,чытаць,чета
1263,malen::V,маляваць,рисувам
1264,zeichnen::V,рысаваць,рисувам
1265,schreiben::V,пісаць,пиша
1266,besitzen::V,мець,имам
1267,besitzen::V,мець,притежавам
1268,kaufen::V,купіць,купя
1269,kaufen::V,купіць,купувам
1270,verkaufen::V,прадаць,продам
1271,bezahlen::V,заплаціць,заплатя
1272,zahlen::V,плаціць,платя
1273,beherrschen::V,уладаць,владея
1274,beherrschen::V,валодаць,владея
1275,ertragen::V,выцерпець,понеса
