,Concept_ID,mn,ta
674,blind::A,сохор,பார்வையற்ற
675,taub::A,чих хатуу,செவிடான
676,kräftig::A,чийрэг,வலிமையான
677,stark::A,хүчтэй,பலமான
678,stark::A,чадалтай,பலமான
679,schwach::A,сул,பலவீனமான
680,fett::A,тарган,பருமனாக
681,fett::A,голигор,பருமனாக
682,schlank::A,голшиг,ஒல்லியான
683,hübsch::A,сайхан,அழகிய
684,hübsch::A,хөөрхөн,அழகிய
685,böse::A,муу,கேடு விளைவிக்கும்
686,böse::A,хортой,கேடு விளைவிக்கும்
687,dumm::A,тэнэг,முட்டாள்தனமான
688,faul::A,залхуу,சோம்பலான
689,fleißig::A,чармайлтгай,ஊக்கந்தளராத
690,geizig::A,харамч,கஞேசத்தனமான
691,klug::A,цэцэн,சாதுரியமான
692,geschickt::A,дүйтэй,திறமையள்ள
693,lieb::A,хайрт,அன்புக்குரிய
694,lustig::A,цэнгэлтэй,களிப்புமிக்க
695,sanft::A,наалинхай,சாதுவான
696,hungrig::A,өлөн,பசியுடன்
697,hungrig::A,өлссөн,பசியுடன்
698,krank::A,өвчтэй,நோயுற்று
699,nackt::A,нүцгэн,ஆடையற்ற
700,traurig::A,гунигт,சோகமான
701,lebendig::A,амьд,பிழைப்பு
702,lebendig::A,амьтай,பிழைப்பு
703,gut::A,сайн,நல்ல
704,schlecht::A,муу,கெட்ட
705,schlecht::A,өөдгүй,கெட்ட
706,richtig::A,зөв,சரியான
707,richtig::A,зүйтэй,சரியான
708,schlimm::A,муухай,அருவருப்பான
709,wahr::A,үнэн,உண்மையான
710,wahr::A,жинхэнэ,உண்மையான
711,alt::A,хуучин,பழைய
712,neu::A,шинэ,புதிய
713,ehemalig::A,агсан,முன்நாள்
714,ehemalig::A,байсан,முன்நாள்
715,alt[Lebewesen]::A,өвгөн,வயதான
716,alt[Lebewesen]::A,хижээл,வயதான
717,jung::A,залуу,இளமையான
718,arm::A,ядуу,ஏழ்மையான
719,reich::A,баян,செல்வம் படைத்த
720,reich::A,баялаг,செல்வம் படைத்த
721,bekannt::A,танил,பழக்கப்பட்ட
722,berühmt::A,цуутай,புகழ்பெற்ற
723,berühmt::A,алдартай,புகழ்பெற்ற
724,fremd::A,харь,அயல் நாட்டு
725,fremd::A,гадаад,அயல் நாட்டு
726,verschieden::A,ондоо,வித்தியாசமான
727,verschieden::A,янз янзын,வித்தியாசமான
728,nah::A,ойрын,பக்கத்தில் உள்ள
729,nah::A,дөтийн,பக்கத்தில் உள்ள
730,fern::A,холын,தொலை தூரத்தில்
731,linker::A,буруу,மீந்திருக்கும்
732,rechter::A,баруун,வலதுபக்கம்
733,anderer::A,өөр,மற்ற
734,anderer::A,нөгөө,மற்ற
735,erster::A,нэгдэх,முதனமையான
736,erster::A,нэгдүгээр,முதனமையான
737,zweiter::A,хоёрдугаар,இரண்டாவது
738,dritter::A,гуравдугаар,மூன்றாவது
739,letzter::A,сүүлийн,கடைசி
740,allein::ADV,ганцаараа,தனியாக
741,auf einmal::ADV,нэгмөсөн,தடீரென்று
742,zusammen::ADV,цуг,சேர்ந்து
743,zusammen::ADV,хамт,சேர்ந்து
744,lange::ADV,удаан,அதிக நோம்
745,plötzlich::ADV,гэнэт,தடீரென்று
746,sofort::ADV,дороо,உடனடியாக
747,später::ADV,дараа,பிறகு
748,jetzt::ADV,өнөө,இப்பொழது
749,heute::ADV,өнөө,இன்று
750,heute::ADV,өнөөдөр,இன்று
751,morgen::ADV,маргааш,நாளைக்கு
752,morgen::ADV,маргаадар,நாளைக்கு
753,bald::ADV,түргэн,சீக்கிரம்
754,bald::ADV,удахгүй,சீக்கிரம்
755,dann::ADV,хожим,அப்பொழுது
756,dann::ADV,тэгээд,அப்பொழுது
757,gestern::ADV,өчигдөр,நேற்று
758,einst::ADV,нэг,ஒரே முறை
759,damals::ADV,тэгэхэд,அப்பொழுது
760,danach::ADV,тэгээд,பிற்பாடு
761,danach::ADV,дараа нь,பிற்பாடு
762,vorher::ADV,урьд,முன்பாக
763,zuerst::ADV,анх,முதலில்
764,zuerst::ADV,эхлээд,முதலில்
765,einmal::ADV,нэг удаа,ஒரே முறை
766,manchmal::ADV,хааяа,சில நேரங்களில்
767,manchmal::ADV,заримдаа,சில நேரங்களில்
768,oft::ADV,олонтоо,அடிக்கடி
769,immer::ADV,байнга,எப்பொழுதும்
770,niemals::ADV,хэзээ ч,ஒருபோதும் இல்லை
771,niemals::ADV,хэдийд ч,ஒருபோதும் இல்லை
772,hier::ADV,энд,இங்கே
773,hierhin::ADV,нааш,இவ்விடத்திற்கு
774,von hier::ADV,эндээс,இனி
775,dort::ADV,тэнд,அங்கே
776,dorthin::ADV,тийш,அவ்விடத்திற்கு
777,geradeaus::ADV,шулуун,முன்னாலிருக்கும்
778,vorwärts::ADV,урагшаа,முன்புறமாக
779,rückwärts::ADV,буцаан,பின்னோக்கி
780,rückwärts::ADV,сөөргөө,பின்னோக்கி
781,zurück::ADV,буцаж,பின்பக்கம்
782,zurück::ADV,гэдрэг,பின்பக்கம்
783,unten::ADV,дор,கீழாக
784,hinab::ADV,уруу,கீழ் நோக்கி
785,oben::ADV,дээр,மேலே
786,hinauf::ADV,өөд,மேலே
787,hinauf::ADV,дээш,மேலே
788,überall::ADV,хааяагүй,எல்லா இடத்திலும்
789,überall::ADV,энд тэндгүй,எல்லா இடத்திலும்
790,nicht::ADV,эс,இல்லை
791,nicht::ADV,-гүй,இல்லை
792,ein wenig::ADV,жаахан,கொஞ்சம்
793,kaum::ADV,арай,அரிதாக
794,kaum::ADV,арай гэж,அரிதாக
795,sehr::ADV,тун,மிக்க
796,so::ADV,тэгж,மிகவும்
797,so::ADV,ингээд,மிகவும்
798,noch::ADV,дахин,இப்பொழுதும்
799,noch::ADV,дахиад,இப்பொழுதும்
800,nur::ADV,зөвхөн,மட்டும்
801,nur::ADV,гагцхүү,மட்டும்
802,schon::ADV,нэгэнт,ஏற்கனவே
803,wieder::ADV,дахин,மறுபடியும்
804,wieder::ADV,дахиад,மறுபடியும்
805,vergebens::ADV,хий,வீண்
806,vor::PRP,өмнө,முன்
807,hinter::PRP,ард,பின்பக்கம்
808,unter::PRP,доор,கீழே
809,durch::PRP,дундуур,ஊடே
810,neben::PRP,хажууд,அடுத்து
811,zwischen::PRP,завсар,இடையில்
812,zwischen::PRP,хооронд,இடையில்
813,wegen::PRP,төлөө,ஏனெனில்
814,wegen::PRP,дээрээс,ஏனெனில்
815,dies::PRN,энэ,இது
816,das::PRN,тэр,அது
817,alles::PRN,цөм,ஒவ்வொன்றும்
818,alles::PRN,бүгд,ஒவ்வொன்றும்
819,ich::PRN,би,நான்
820,du::PRN,чи,நீ
821,er::PRN,тэр,அவன்
822,er::PRN,тэр хүн,அவன்
823,wir::PRN,бид,நாம்
824,wir::PRN,бид,நாங்கள்
825,ihr::PRN,та нар,நீங்கள்
826,sie::PRN,тэд,அவர்கள்
827,was::FPRN,юу,என்ன
828,wer::FPRN,хэн,யார்
829,wo::FADV,хаа,எங்கே
830,wo::FADV,хаана,எங்கே
831,wohin::FADV,хааш,எதற்கு
832,wohin::FADV,хаана,எதற்கு
833,wie::FADV,яаж,எப்படி
834,wie::FADV,хэрхэн,எப்படி
835,warum::FADV,юунд,ஏன்
836,warum::FADV,яагаад,ஏன்
837,wieviel::FNUM,хэдий,எவ்வளவு
838,wieviel::FNUM,хэд,எவ்வளவு
839,eins::NUM,нэг,ஒன்று
840,zwei::NUM,хоёр,இரண்டு
841,drei::NUM,гурав,மூன்று
842,vier::NUM,дөрөв,நான்கு
843,fünf::NUM,тав,ஐந்து
844,sechs::NUM,зургаа,ஆறு
845,sieben::NUM,долоо,ஏழு
846,acht::NUM,найм,எட்டு
847,neun::NUM,ес,ஒன்பது
848,zehn::NUM,арав,பத்து
849,elf::NUM,арван нэг,பதினொன்று
850,zwölf::NUM,арван хоёр,பன்னிரண்டு
851,zwanzig::NUM,хорь,இருபது
852,dreißig::NUM,гуч,முப்பது
853,vierzig::NUM,дөч,நாற்பது
854,fünfzig::NUM,тавь,ஐமபது
855,sechzig::NUM,жар,அறுபது
856,siebzig::NUM,дал,எழுபது
857,achtzig::NUM,ная,எண்பது
858,neunzig::NUM,ер,தொன்னூறு
859,hundert::NUM,зуу,நூறு
860,tausend::NUM,мянга,ஆயிரம்
861,und::CNJ,ч,மற்றும்
862,und::CNJ,болон,மற்றும்
863,oder::CNJ,буюу,அல்லது
864,stehen::V,зогсох,நில்
865,sitzen::V,суух,உட்கார்
866,liegen::V,хэвтэх,படு
867,hängen::V,өлгөөтэй байх,தொங்கச் செய்
868,hängen::V,дүүжлээтэй байх,தொங்கச் செய்
869,werden::V,болох,ஆகு
870,passieren::V,тохиох,நிகழ்
871,beginnen::V,эхлэх,ஆரம்பி
872,enden::V,дүүрэх,முடி
873,wechseln::V,хувирах,மாற்று
874,aufgehen[Sonne]::V,мандах,உயர எழு
875,untergehen[Sonne]::V,жаргах,பொறுத்து
876,scheinen[Sonne]::V,гэрэлтэх,பிரகாசி
877,donnern::V,дуугарах,இடி
878,wehen::V,салхилах,வீசு
879,wehen::V,хөөрөгдөх,வீசு
880,strömen::V,гүйх,பாயதல்
881,strömen::V,урсах,பாயதல்
882,fließen::V,урсах,நீரோட்டம் போக்கில் போ
883,sich drehen::V,эргэлдэх,சுழல்
884,schwanken::V,хэлбэлзэх,தள்ளாடு
885,schwingen::V,ганхах,ஆடு
886,schwingen::V,хэлбэлзэх,ஆடு
887,fallen::V,унах,விழு
888,brennen::V,шатах,எரி
889,rauchen::V,баагих,பகை பிடி
890,regnen::V,бороо орно,மழை பெய்
891,gefrieren::V,хөлдөх,உறைந்துவிடு
892,tauen::V,хайлах,உருகு
893,schmelzen::V,уярах,உருகு
894,trocknen::V,хатах,உலர்த்து
895,sieden::V,буцлах,கொதிக்க வை
896,sieden::V,даргилах,கொதிக்க வை
897,faulen::V,үжрэх,அழுகச் செய்
898,faulen::V,өмхийрөх,அழுகச் செய்
899,verfaulen::V,бээх,அழுகச் செய்
900,verfaulen::V,өгрөх,அழுகச் செய்
901,reißen::V,цуурах,திடீரென அறு
902,versinken::V,живэх,மூழ்கு
903,vergehen::V,нөгчих,கடந்துசெல்
904,vergehen::V,өнгөрөх,கடந்துசெல்
905,erscheinen::V,гарах,தோன்றச்
906,erscheinen::V,бултайх,தோன்றச்
907,verschwinden::V,далд орох,மறைந்து போ
908,verschwinden::V,алга болох,மறைந்து போ
909,sinken::V,татрах,பதைவுறு
910,sinken::V,доошлох,பதைவுறு
911,abnehmen::V,багасах,குறை
912,abnehmen::V,хорогдох,குறை
913,zunehmen::V,ихсэх,உயர்த்து
914,steigen::V,нэмэгдэх,உயர எழு
915,wachsen::V,өсөх,வளர்
916,wachsen::V,ургах,வளர்
917,glänzen::V,гилгэнэх,மிளிர்
918,glänzen::V,гилбэгнэх,மிளிர்
919,funkeln::V,гялжах,பிரகாசி
920,funkeln::V,гялалзах,பிரகாசி
921,lärmen::V,шуугих,கொம்பு
922,läuten::V,цохих,மணியொலியிசை
923,klingeln::V,хонхдох,மணி அடி
924,klingeln::V,дуугарах,மணி அடி
925,klirren::V,хангир жингэр хийх,கிலுங்கு
926,brausen::V,бургилах,இரைதல்
927,rauschen::V,сэржигнэх,சலசலப்பு
928,klingen::V,хангинах,சிலம்புதல்
929,bellen::V,хуцах,குரை
930,heulen::V,улих,ஊளையிடு
931,blasen::V,үлзэх,ஊது
932,pfeifen::V,исгэрэх,சீழ்க்கை எழப்பு
933,schreien::V,хашгирах,கூச்சலிடு
934,stöhnen::V,ёолох,வேதனை
935,stöhnen::V,гэнгэнэх,வேதனை
936,zittern::V,дагжих,நடுங்கு
937,leben::V,амьдрах,உயிருடனிரு
938,geboren werden::V,төрөх,பிற
939,atmen::V,амьсгалах,சுவாசி
940,trinken::V,уух,குடி
941,essen::V,идэх,சாப்பிடு
942,schlucken::V,залгих,முழுங்கு
943,müde werden::V,ядрах,கையயர்தல்
944,einschlafen::V,унтчих,தூங்க
945,schlafen::V,унтах,தூங்கு
946,aufwachen::V,сэрэх,எழுப்பு
947,aufstehen::V,босох,எழுந்திரு
948,sich erholen::V,амрах,இளைப்பாறு
949,krank werden::V,өвдөж эхлэх,விழுதல்
950,krank sein::V,өвдөх,நருக்கலாயிருக்க
951,schmerzen::V,өвдөх,நோவுறு
952,schmerzen::V,шархирах,நோவுறு
953,husten::V,ханиах,இருமு
954,genesen::V,засрах,குணம் அடை
955,sterben::V,үхэх,மரணமடை
956,sterben::V,нас барах,மரணமடை
957,umkommen::V,үхэх,நசி
958,sich bewegen::V,хөдлөх,நகர்த்து
959,sich rühren::V,хөдлөх,அசை
960,sich erheben::V,босох,எழுந்து நில்
961,sich setzen::V,суух,உட்கார்
962,hinfallen::V,ойчих,விழு
963,laufen::V,явган явах,நட
964,schreiten::V,алхах,கவடுவைத்தல்
965,spazierengehen::V,зугаалах,உலவு
966,eilen::V,хурдлах,விரைந்து
967,sich beeilen::V,яарах,அவசரப்படுத்து
968,sich beeilen::V,шамдах,அவசரப்படுத்து
969,sausen::V,давхих,விரைந்து செல்
970,rennen::V,гүйх,ஓடு
971,springen::V,харайх,குதி
972,springen::V,дэвхрэх,குதி
973,klettern::V,авирах,ஏறு
974,schaukeln::V,ганхалзах,தள்ளாடு
975,kriechen::V,мөлхөх,மெதுவாக நடந்து செல்
976,schwimmen::V,сэлэх,நீந்து
977,tauchen::V,шунгах,மூழ்கி நீச்சலடி
978,rudern::V,сэлүүрдэх,துடுப்புப் போடு
979,fahren::V,явах,ஓட்டு
980,fliegen::V,нисэх,பற
981,gehen::V,явах,போ
982,weggehen::V,явах,விலகிச் செல்
983,abfahren::V,одох,புறப்பட்டுச் செல்
984,abfahren::V,хөдлөх,புறப்பட்டுச் செல்
985,anhalten::V,зогсох,நின்றுவிடு
986,hineingehen::V,орох,மறையச் செய்
987,eintreten::V,орох,நுழை
988,kommen::V,ирэх,வா
989,ankommen::V,хүрэх,வநது சேர்
990,zurückkommen::V,харих,திரும்பி வா
991,zurückkommen::V,буцаж ирэх,திரும்பி வா
992,bleiben::V,үлдэх,இரு
993,warten::V,хүлээх,தாமதி
994,erwarten::V,хүлээх,எதிர்நோக்கு
995,suchen::V,эрэх,தேடு
996,suchen::V,бэдрэх,தேடு
997,finden::V,олох,கண்டுபிடி
998,versuchen::V,оролдох,முயற்சி செய்
999,vorbereiten::V,бэлтгэх,ஆயத்தம் செய்
1000,lieben::V,янаглах,அன்பு செலுத்து
1001,mögen::V,таалах,விரும்பு
1002,lachen::V,инээх,சிரி
1003,rühren::V,сэтгэл уяруулах,இதயத்தைத் தொடு
1004,weinen::V,уйлах,அழு
1005,schimpfen::V,хараах,சாபமிடு
1006,sich ärgern::V,уурлах,கோப்பபடு
1007,sich fürchten::V,айх,பயப்படு
1008,fürchten::V,айх,பயப்படுத்து
1009,fliehen::V,зугтах,ஓடு
1010,fliehen::V,гүйж очих,ஓடு
1011,flüchten::V,оргох,தப்பிவிடு
1012,sehen::V,үзэх,பார்
1013,anschauen::V,харах,கூர்ந்து கவனி
1014,ansehen::V,харах,கவனி
1015,hören::V,дуулах,கேள்
1016,zuhören::V,чагнах,சுவைத்துப் பார்
1017,probieren::V,амсаж үзэх,ருசி
1018,riechen::V,үнэрлэх,முகர்ந்து பார்
1019,fühlen::V,мэдрэх,தொட்டுணர்
1020,scheinen::V,шиг үзэгдэх,காணப்படு
1021,zu sehen sein::V,үзэгдэх,தோன்றுதல்
1022,zu sehen sein::V,харагдах,தோன்றுதல்
1023,vernehmen::V,дуулах,கேள்
1024,frieren::V,даарах,குதுகுதுகு
1025,tun::V,хийх,செய்
1026,tun::V,үйлдэх,செய்
1027,können::V,болох,இயல்வது
1028,wollen::V,хүсэх,விரும்பு
1029,anfangen::V,эхлэх,தொடங்கு
1030,beenden::V,дуусгах,முடி
1031,aufhören::V,болих,நிறுத்து
1032,aufhören::V,зогсох,நிறுத்து
1033,gelingen::V,бүтэх,வெற்றி
1034,geraten::V,илрэх,ஏற்படுத்து
1035,öffnen::V,нээх,திற
1036,öffnen::V,тайлах,திற
1037,schließen::V,хаах,மூடு
1038,stellen::V,тавих,வை
1039,stellen::V,босгох,வை
1040,setzen::V,суулгах,வை
1041,legen::V,хийх,பரப்பி வை
1042,legen::V,тавих,பரப்பி வை
1043,berühren::V,шүргэх,பதி
1044,verbinden::V,залгах,சேர்
1045,bedecken::V,бүрэх,உறைபோடு
1046,aufhängen::V,өлгөх,தொங்கவிடு
1047,aufhängen::V,дүүжлэх,தொங்கவிடு
1048,anzünden::V,асаах,எரியூட்டு
1049,anzünden::V,ноцоох,எரியூட்டு
1050,aufheben::V,өргөх,பொறுக்கி எடு
1051,zurücklassen::V,орхих,விட்டுச் செல்
1052,zurücklassen::V,үлдээх,விட்டுச் செல்
1053,verlieren::V,гээх,இழ
1054,fallen lassen::V,унагах,அளவில் குறைவு
1055,machen::V,хийх,தயார்செய்
1056,machen::V,гаргах,தயார்செய்
1057,herstellen::V,бүтээх,உற்பத்தி செய்
1058,bauen::V,барих,கட்டு
1059,reparieren::V,засах,பழுது பார்
1060,reparieren::V,сэлбэх,பழுது பார்
1061,verbessern::V,засах,மேம்படுத்து
1062,verbessern::V,сайжруулах,மேம்படுத்து
1063,ändern::V,өөрчлөх,மாற்றி அமை
1064,graben::V,малтах,குழி வெட்டு
1065,beugen::V,бөгтийлгөх,வனை
1066,biegen::V,матах,வனை
1067,biegen::V,муруйлгах,வனை
1068,drehen::V,эргүүлэх,சுழல்
1069,wenden::V,эргүүлэх,குடைகவிழு
1070,umdrehen::V,хөрвүүлэх,சுற்றும் முற்றும் பார்
1071,heben::V,өргөх,தூக்கு
1072,hochheben::V,өргөх,தூக்கு
1073,ergreifen::V,атгах,பறி
1074,halten::V,барих,பிடித்துக் கொள்
1075,drücken::V,дарах,அழுத்து
1076,schieben::V,түлхэх,தள்ளு
1077,kratzen::V,хусах,கீறு
1078,kratzen::V,маажих,கீறு
1079,lecken::V,долоох,நக்கு
1080,beißen::V,зуух,கடி
1081,beißen::V,хазах,கடி
1082,abreißen::V,таслах,கிழி
1083,abschneiden::V,тайрах,வெட்டி எடு
1084,binden::V,боох,கட்டு
1085,binden::V,хүлэх,கட்டு
1086,stecken::V,шаах,பதிய வை
1087,stecken::V,шигтгэх,பதிய வை
1088,brechen::V,хугалах,உடை
1089,klopfen::V,цохих,தட்டு
1090,klopfen::V,тогших,தட்டு
1091,hauen::V,дэлдэх,அடி
1092,kleben::V,наах,ஒட்டு
1093,reiben::V,нухах,தேய்
1094,reiben::V,нидчих,தேய்
1095,streichen::V,нялах,பரவச்செய்
1096,streichen::V,түрхэх,பரவச்செய்
1097,schleifen::V,билүүдэх,அரை
1098,schleifen::V,гуранздах,அரை
1099,schneiden::V,огтлох,துண்டாக்கு
1100,rütteln::V,холхнулах,மெல்ல தள்ளு
1101,schütteln::V,сэгсрэх,குலுக்கு
1102,schwenken::V,дэвэх,ஊஞ்சலாடு
1103,schwenken::V,даллах,ஊஞ்சலாடு
1104,schütten::V,цутгах,ஊற்று
1105,schütten::V,аягалах,ஊற்று
1106,füllen::V,дүүргэх,நிரப்பு
1107,einwickeln::V,боох,சுற்று
1108,einwickeln::V,ороох,சுற்று
1109,tragen::V,авчрах,எடுத்துச் செல்
1110,schleppen::V,чирэх,இழுத்துச் செல்
1111,ziehen::V,татах,இழு
1112,aufbewahren::V,хадгалах,வைத்துக் கொள்
1113,werfen::V,хаях,வீசி எறி
1114,werfen::V,шидэх,வீசி எறி
1115,fangen::V,барих,பிடி
1116,packen::V,шүүрэх,பிடித்துக்கொள்
1117,verstecken::V,нуух,மறை
1118,teilen::V,хуваах,பாகங்களாகப் பிரி
1119,schicken::V,илгээх,அனுப்பு
1120,schicken::V,явуулах,அனுப்பு
1121,bringen::V,авчрах,கொண்டு வா
1122,bringen::V,аваачих,கொண்டு வா
1123,hinzufügen::V,нэмэх,சேர்
1124,bekommen::V,хүлээн авах,பெறு
1125,erhalten::V,хүлээн авах,பெறு
1126,nehmen::V,авах,எடு
1127,wählen::V,сонгох,தேர்ந்தெடு
1128,auswählen::V,шилэх,தேர்ல்தெடு
1129,bewahren::V,гамнах,கெடாது பேணு
1130,behindern::V,саад хийх,தடங்கல் செய்
1131,behindern::V,тотгор болох,தடங்கல் செய்
1132,verderben::V,эвдэх,நாசமாக்கு
1133,beschädigen::V,гэмтээх,சேதப்படுத்து
1134,zerbrechen::V,хагалах,உடை
1135,zerbrechen::V,хага цохих,உடை
1136,zerreißen::V,урах,கிழி
1137,zerstören::V,эвдэх,அழி
1138,zerstören::V,сүйтгэх,அழி
1139,verbrennen::V,шатаах,எரியூட்டு
1140,geben::V,өгөх,கொடு
1141,reichen::V,өгөх,வழங்கு
1142,reichen::V,дамжуулах,வழங்கு
1143,schenken::V,бэлэглэх,மொயத்தல்
1144,versprechen::V,амлах,உறுதியளி
1145,wünschen::V,ерөөх,ஆசைப்படு
1146,loben::V,магтах,புகழ்ச்சி கூறு
1147,loben::V,сайшаах,புகழ்ச்சி கூறு
1148,küssen::V,озох,முத்தமிடு
1149,küssen::V,үнсэх,முத்தமிடு
1150,wiegen::V,бүүвэйлэх,ஆட்டுத்தல்
1151,zudecken::V,хучих,உறைபோடு
1152,zudecken::V,бүтээх,உறைபோடு
1153,wecken::V,сэрээх,எழுப்பு
1154,zeigen::V,үзүүлэх,காட்டு
1155,führen::V,хөтлөх,வழிகாட்டி
1156,lehren::V,заах,சொல்லிக் கொடு
1157,unterrichten::V,сургах,அறிவுரை கூறு
1158,aufziehen::V,өсгөх,வளர்
1159,aufziehen::V,хүмүүжүүлэх,வளர்
1160,leiten::V,удирдах,அழைத்துச் செல்
1161,antreiben::V,шамдуулах,தூண்டு
1162,lassen::V,-уулах,விடு
1163,einladen::V,залах,அழை
1164,vereinigen::V,нэгтгэх,ஒன்றாகச் சேர்
1165,vereinigen::V,хамтруулах,ஒன்றாகச் சேர்
1166,besuchen::V,зочлох,வருகை புரி
1167,treffen::V,учрах,சந்தி
1168,treffen::V,дайралдах,சந்தி
1169,sich versammeln::V,хуралдах,தொகுப்பு
1170,spielen::V,наадах,விளையாடு
1171,singen::V,дуулах,பாடு
1172,tanzen::V,бүжиглэх,நடனமாடு
1173,sich trennen::V,салах,தனிப்படடுத்து
1174,verlassen::V,хаях,கைவிடு
1175,retten::V,гэтэлгэх,காப்பாற்று
1176,bewachen::V,сахих,காவல் செய்
1177,schützen::V,хамгаалах,பாதுகாப்பு செய்
1178,verteidigen::V,хамгаалах,எதிர்த்து நில்
1179,sich schlagen::V,зодолдох,பூசலிடு
1180,schießen::V,харвах,சுட்டுக் கொல்
1181,schießen::V,буу буудах,சுட்டுக் கொல்
1182,siegen::V,ялах,வெற்றி பெறு
1183,ärgern::V,уурлуулах,எரிச்சலூட்டு
1184,ärgern::V,уур хүргэх,எரிச்சலூட்டு
1185,schlagen::V,цохих,அடி
1186,treten::V,өшиглөх,உதை
1187,stechen::V,хатгах,கொட்டு
1188,stoßen::V,ёврох,நெருக்கு
1189,stoßen::V,нудрах,நெருக்கு
1190,stehlen::V,хулгайлах,திருடு
1191,stören::V,саад болох,தொல்லைகொடு
1192,belästigen::V,зовоох,தொல்லை கொடு
1193,belästigen::V,амраахгүй байх,தொல்லை கொடு
1194,verbergen::V,нуух,மறை
1195,verbergen::V,далдлах,மறை
1196,täuschen::V,мэхлэх,ஏமாற்று
1197,betrügen::V,хуурах,ஏமாற்று
1198,töten::V,алах,கொல்
1199,wohnen::V,суух,தங்கியிரு
1200,wohnen::V,амьдрах,தங்கியிரு
1201,arbeiten::V,ажиллах,வேலை செய்
1202,arbeiten::V,хөдөлмөрлөх,வேலை செய்
1203,sammeln::V,түүх,ஒன்றுசேர்
1204,sammeln::V,хураах,ஒன்றுசேர்
1205,pflücken::V,түүх,கொய்து எடு
1206,jagen::V,агнах,வேட்டையாடு
1207,jagen::V,гөрөөлөх,வேட்டையாடு
1208,fischen::V,загасчлах,மீன் பிடி
1209,fischen::V,загас барих,மீன் பிடி
1210,fassen::V,барих,பிடி
1211,hüten::V,маллах,காவல் செய்
1212,hüten::V,хариулах,காவல் செய்
1213,treiben::V,туух,ஓட்டு
1214,anbinden::V,уях,கட்டு
1215,füttern::V,тэжээх,உணவளி
1216,melken::V,саах,பால் கற
1217,hacken::V,цавчих,வெட்டி எடு
1218,gießen::V,услах,நீர்ப் பாய்ச்சு
1219,reifen::V,боловсрох,பழு
1220,zubereiten::V,бэлдэх,சமையல் செய்
1221,kochen::V,чанах,வேகவை
1222,backen::V,жигнэх,வெப்பத்தில் வாட்டு
1223,braten::V,шарах,பொரியச் செய்
1224,braten::V,хайрах,பொரியச் செய்
1225,umrühren::V,хутгах,கலக்கு
1226,stricken::V,нэхэх,பின்னியிழை
1227,stricken::V,сүлжих,பின்னியிழை
1228,nähen::V,оёх,தையல் வேலை செய்
1229,färben::V,будах,வண்ணம் பெறச் செய்
1230,reinigen::V,арилгах,சுத்தம் செய்
1231,reinigen::V,цэвэрлэх,சுத்தம் செய்
1232,waschen::V,угаах,கழுவு
1233,abwischen::V,арчих,துடை
1234,spülen::V,зайлах,அலசு
1235,fegen::V,хамах,பெறுக்கு
1236,fegen::V,шүүрдэх,பெறுக்கு
1237,kehren::V,шүүрдэх,பெறுக்கு
1238,kehren::V,туужуудах,பெறுக்கு
1239,baden::V,усанд орох,குளி
1240,sich waschen::V,биеэ угаах,கழுவு
1241,ausziehen::V,тайлах,கழற்று
1242,anziehen::V,өмсөх,புனைதல்
1243,sich anziehen::V,хувцаслах,உடுத்துதல்
1244,kämmen::V,самнах,தலை வாரிக் கொள்
1245,schmücken::V,гоёх,அழகுபடுத்து
1246,schmücken::V,чимэх,அழகுபடுத்து
1247,sagen::V,гэх,சொல்
1248,sagen::V,хэлэх,சொல்
1249,sprechen::V,ярих,பேசு
1250,sprechen::V,өгүүлэх,பேசு
1251,reden::V,хэлэх,பெசு
1252,reden::V,хөөрөлдөх,பெசு
1253,sich unterhalten::V,ярилцах,இயல்பாக பேசிக்கொண்டிரு
1254,fragen::V,асуух,கேள்
1255,bitten::V,гуйх,வேண்டு
1256,erzählen::V,өгүүлэх,சொல்
1257,mitteilen::V,дуулгах,சொல்
1258,mitteilen::V,мэдээлэх,சொல்
1259,nennen::V,нэрлэх,பெயரிடுதல்
1260,rufen::V,дуудах,கூச்சலிடு
1261,prahlen::V,бардах,தற்பெருமை பேசு
1262,prahlen::V,сайрхах,தற்பெருமை பேசு
1263,übersetzen::V,орчуулах,மொழிபெயர்ப்பு செய்
1264,denken::V,санах,யோசி
1265,glauben::V,итгэх,நம்பு
1266,bemerken::V,ажих,கவனி
1267,bemerken::V,ажиглах,கவனி
1268,erkennen::V,таних,அடையாளம் கண்டுகொள்
1269,begreifen::V,ойлгох,பற்றிக்கொள்
1270,verstehen::V,мэдэж авах,புரிந்து கொள்
1271,lernen::V,сурах,கற்றுக்கொள்
1272,wissen::V,мэдэх,தெரிந்திரு
1273,sich erinnern an::V,дурсах,நினைவு கூர்
1274,vergessen::V,мартах,மற
1275,messen::V,хэмжих,அளவிடு
1276,zählen::V,тоолох,எண்ணு
1277,rechnen::V,тооцоох,கணக்கிடு
1278,lesen::V,унших,படி
1279,malen::V,зурах,வண்ணச்சித்திரம்
1280,zeichnen::V,дүрслэн бичих,வரை
1281,schreiben::V,бичих,எழுது
1282,besitzen::V,эзэмших,உடைமையாகக் கொண்டிரு
1283,kaufen::V,худалдан авах,வாங்கு
1284,verkaufen::V,худалдах,விற்பனை செய்
1285,bezahlen::V,төлөх,இறுத்தல்
1286,zahlen::V,төлөх,பணம் செலுத்து
1287,beherrschen::V,эзэмших,ஆட்சிசெய்
