,Concept_ID,sk,da
845,oder::CNJ,alebo,eller
846,stehen::V,stáť,stå
847,sitzen::V,sedieť,sidde
848,liegen::V,ležať,ligge
849,hängen::V,visieť,hænge
850,werden::V,stať sa,blive
851,passieren::V,stať sa,ske
852,passieren::V,stať sa,hænde
853,beginnen::V,začať sa,begynde
854,enden::V,končiť sa,ende
855,wechseln::V,meniť sa,veksle
856,aufgehen[Sonne]::V,vychádzať,gå op
857,aufgehen[Sonne]::V,vychádzať,stå op
858,untergehen[Sonne]::V,zapadnúť,gå ned
859,scheinen[Sonne]::V,svietiť,skinne
860,donnern::V,hrmieť,tordne
861,wehen::V,viať,blæse
862,strömen::V,prúdiť,strømme
863,fließen::V,tiecť,flyde
864,sich drehen::V,točiť sa,dreje sig
865,sich drehen::V,krútiť sa,dreje sig
866,schwanken::V,kolísať,vakle
867,schwanken::V,klátiť sa,vakle
868,schwingen::V,kývať sa,svinge
869,schwingen::V,chvieť sa,svinge
870,fallen::V,padať,falde
871,brennen::V,páliť,brænde
872,brennen::V,horieť,brænde
873,rauchen::V,dymiť sa,ryge
874,regnen::V,pršať,regne
875,gefrieren::V,zamrznút,fryse
876,tauen::V,taviť sa,tø
877,schmelzen::V,taviť sa,smelte
878,trocknen::V,schnúť,tørre
879,sieden::V,vrieť,koge
880,faulen::V,hniť,rådne
881,verfaulen::V,zhniť,rådne
882,reißen::V,pretrhnúť sa,briste
883,versinken::V,zapadnúť,synke
884,versinken::V,zapadnúť,synke ned
885,versinken::V,potopiť sa,synke
886,versinken::V,potopiť sa,synke ned
887,vergehen::V,plynúť,forløbe
888,erscheinen::V,objaviť sa,vise sig
889,verschwinden::V,zmiznúť,forsvinde
890,sinken::V,klesať,synke
891,abnehmen::V,ubúdať,aftage
892,zunehmen::V,pribúdať,tiltage
893,steigen::V,stúpať,stige
894,wachsen::V,rásť,gro
895,wachsen::V,rásť,vokse
896,glänzen::V,jagať sa,glinse
897,glänzen::V,lesknúť sa,glinse
898,funkeln::V,iskriť sa,tindre
899,lärmen::V,lomoziť,larme
900,läuten::V,cengať,ringe
901,klingeln::V,zvoniť,ringe
902,klirren::V,rinčať,klirre
903,brausen::V,hučať,bruse
904,rauschen::V,šumieť,suse
905,klingen::V,znieť,lyde
906,klingen::V,znieť,klinge
907,klingen::V,zvoniť,lyde
908,klingen::V,zvoniť,klinge
909,bellen::V,štekať,gø
910,bellen::V,brechať,gø
911,heulen::V,vyť,hyle
912,blasen::V,duť,blæse
913,blasen::V,fúkať,blæse
914,pfeifen::V,pískať,fløjte
915,pfeifen::V,hvízdať,fløjte
916,schreien::V,kričať,skrige
917,stöhnen::V,stenať,stønne
918,zittern::V,triasť sa,dirre
919,zittern::V,triasť sa,skælve
920,leben::V,žiť,leve
921,geboren werden::V,narodiť sa,fødes
922,atmen::V,dýchať,ånde
923,trinken::V,piť,drikke
924,essen::V,jesť,spise
925,schlucken::V,zhltnuť,synke
926,müde werden::V,unaviť sa,blive træt
927,einschlafen::V,usnúť,falde i søvn
928,einschlafen::V,zaspať,falde i søvn
929,schlafen::V,spať,sove
930,aufwachen::V,zobudiť sa,vågne
931,aufstehen::V,vstať,stå op
932,sich erholen::V,zotavovať sa,komme sig
933,sich erholen::V,oddýchovať si,komme sig
934,krank werden::V,ochorieť,blive syg
935,krank sein::V,chorieť,være syg
936,krank sein::V,byť chorý,være syg
937,schmerzen::V,bolieť,smerte
938,husten::V,kašľať,hoste
939,genesen::V,uzdraviť sa,komme sig
940,sterben::V,umrieť,dø
941,sterben::V,zomrieť,dø
942,umkommen::V,zahynúť,omkomme
943,sich bewegen::V,pohybovať sa,bevæge sig
944,sich rühren::V,hnúť sa,røre på sig
945,sich erheben::V,zdvihnúť sa,rejse sig
946,sich setzen::V,sadnúť si,sætte sig
947,hinfallen::V,spadnúť,
948,laufen::V,bežať,løbe
949,schreiten::V,kráčať,skride
950,spazierengehen::V,prechádzať sa,gå en tur
951,eilen::V,súriť,ile
952,sich beeilen::V,ponáhľať sa,skynde sig
953,sausen::V,hučať,suse
954,rennen::V,bežať,løbe
955,rennen::V,bežať,rende
956,springen::V,skákať,hoppe
957,springen::V,skákať,springe
958,klettern::V,liezť,klatre
959,schaukeln::V,húpať,gynge
960,schaukeln::V,hojdať,gynge
961,kriechen::V,liezť,krybe
962,kriechen::V,plaziť sa,krybe
963,schwimmen::V,plávať,svømme
964,tauchen::V,ponoriť sa,dykke
965,rudern::V,veslovať,ro
966,fahren::V,ísť,køre
967,fahren::V,jazdiť,køre
968,fliegen::V,letieť,flyve
969,gehen::V,ísť,gå
970,weggehen::V,odísť,gå bort
971,weggehen::V,odchádzať,gå bort
972,abfahren::V,odcestovať,køre bort
973,anhalten::V,zadržať sa,standse
974,anhalten::V,zastaviť sa,standse
975,hineingehen::V,vchádzať,gå ind
976,eintreten::V,vojsť,træde ind
977,eintreten::V,vstúpiť,træde ind
978,kommen::V,prísť,komme
979,ankommen::V,prísť,ankomme
980,ankommen::V,doraziť,ankomme
981,zurückkommen::V,vrátiť sa,komme tilbage
982,bleiben::V,ostať,blive
983,bleiben::V,ostať,forblive
984,bleiben::V,zostať,blive
985,bleiben::V,zostať,forblive
986,warten::V,čakať,vente
987,erwarten::V,očakávať,vente
988,erwarten::V,očakávať,afvente
989,suchen::V,hľadať,søge
990,finden::V,nájsť,finde
991,versuchen::V,skúsiť,forsøge
992,versuchen::V,pokúsiť sa,forsøge
993,vorbereiten::V,pripraviť,forberede
994,lieben::V,ľúbiť,elske
995,lieben::V,milovať,elske
996,mögen::V,mať rád,holde af
997,mögen::V,mať rád,kunne lide
998,lachen::V,smiať sa,le
999,rühren::V,dojať,røre
1000,weinen::V,plakať,græde
1001,schimpfen::V,nadávať,skænde
1002,sich ärgern::V,hnevať sa,ærgre sig
1003,sich ärgern::V,zlostiť sa,ærgre sig
1004,sich fürchten::V,báť sa,være bange
1005,fürchten::V,báť sa,være bange for
1006,fliehen::V,utekať,flygte
1007,flüchten::V,utiecť,flygte
1008,sehen::V,vidieť,se
1009,anschauen::V,pozrieť sa na,se på
1010,anschauen::V,pozrieť sa na,betragte
1011,ansehen::V,pozrieť,anse
1012,hören::V,počúvať,høre
1013,zuhören::V,počúvať,høre til
1014,probieren::V,ochutnať,smage
1015,probieren::V,ochutnať,smage på
1016,riechen::V,ňuchať,lugte
1017,fühlen::V,cítiť,føle
1018,fühlen::V,pociťovať,føle
1019,scheinen::V,zdať sa,synes
1020,zu sehen sein::V,byť vidieť,synes
1021,vernehmen::V,počuť,erfare
1022,frieren::V,mrznúť,fryse
1023,frieren::V,oziabať,fryse
1024,tun::V,robiť,gøre
1025,können::V,môcť,kunne
1026,wollen::V,chcieť,ville
1027,anfangen::V,začať,begynde
1028,beenden::V,skončiť,afslutte
1029,aufhören::V,prestať,ophøre
1030,aufhören::V,prestať,holde op
1031,gelingen::V,podariť sa,lykkes
1032,geraten::V,dariť sa,blive
1033,öffnen::V,otvoriť,åbne
1034,schließen::V,zavrieť,lukke
1035,stellen::V,postaviť,stille
1036,setzen::V,posadiť,sætte
1037,legen::V,klásť,lægge
1038,legen::V,položiť,lægge
1039,berühren::V,dotykať sa,berøre
1040,verbinden::V,spojiť,forbinde
1041,bedecken::V,pokryť,dække
1042,bedecken::V,pokryť,bedække
1043,aufhängen::V,zavesiť,hænge
1044,aufhängen::V,zavesiť,hænge op
1045,anzünden::V,zapáliť,tænde
1046,anzünden::V,zapáliť,antænde
1047,aufheben::V,zdvihnúť,løfte
1048,aufheben::V,zdvihnúť,tage op
1049,zurücklassen::V,zanechať,lade tilbage
1050,verlieren::V,stratiť,miste
1051,fallen lassen::V,pustiť,tabe
1052,fallen lassen::V,pustiť,droppe
1053,machen::V,robiť,gøre
1054,herstellen::V,vyrobiť,fremstille
1055,bauen::V,stavať,bygge
1056,bauen::V,budovať,bygge
1057,reparieren::V,opraviť,reparere
1058,verbessern::V,zlepšiť,rette
1059,verbessern::V,zlepšiť,forbedre
1060,ändern::V,zmeniť,ændre
1061,ändern::V,preinačiť,ændre
1062,graben::V,ryť,grave
1063,graben::V,kopať,grave
1064,beugen::V,ohnúť,bøje
1065,biegen::V,ohnúť,bøje
1066,drehen::V,točiť,dreje
1067,drehen::V,krútiť,dreje
1068,wenden::V,obrátiť,vende
1069,wenden::V,prevrátiť,vende
1070,umdrehen::V,otočiť,dreje om
1071,umdrehen::V,obrátiť,dreje om
1072,heben::V,dvíhať,hæve
1073,heben::V,povzniesť,hæve
1074,hochheben::V,zdvihnúť,løfte
1075,ergreifen::V,uchopiť sa,gribe fat i
1076,halten::V,držať,holde
1077,drücken::V,tisnúť,trykke
1078,schieben::V,posunovať,skyde
1079,schieben::V,posunovať,skubbe
1080,kratzen::V,škrabať,klø
1081,kratzen::V,škrabať,kradse
1082,lecken::V,lízať,slikke
1083,beißen::V,kúsať,bide
1084,abreißen::V,odtrhnúť,rive af
1085,abschneiden::V,odrezať,skære af
1086,abschneiden::V,odkrojiť,skære af
1087,binden::V,zaviazať,binde
1088,binden::V,priviazať,binde
1089,stecken::V,strčiť,stikke
1090,brechen::V,zlomiť,brække
1091,klopfen::V,tĺcť,banke
1092,klopfen::V,klopať,banke
1093,hauen::V,nabiť,hugge
1094,kleben::V,lepiť,klistre
1095,kleben::V,nalepiť,klistre
1096,reiben::V,trieť,gnide
1097,streichen::V,namazať,smøre
1098,schleifen::V,ostríť,slibe
1099,schneiden::V,rezať,skære
1100,schneiden::V,rezať,klippe
1101,schneiden::V,strihať,skære
1102,schneiden::V,strihať,klippe
1103,rütteln::V,triasť,ruske
1104,rütteln::V,lomcovať,ruske
1105,schütteln::V,triasť,ryste
1106,schütteln::V,potriasť,ryste
1107,schwenken::V,mávať,svinge
1108,schütten::V,sypať,hælde
1109,füllen::V,plniť,fylde
1110,einwickeln::V,zabaliť,pakke ind
1111,tragen::V,niesť,bære
1112,schleppen::V,vliecť,slæbe
1113,ziehen::V,ťahať,trække
1114,aufbewahren::V,uložiť,opbevare
1115,aufbewahren::V,uschovať,opbevare
1116,werfen::V,hodiť,kaste
1117,werfen::V,vrhnúť,kaste
1118,fangen::V,chytať,fange
1119,packen::V,baliť,gribe
1120,packen::V,chytiť,gribe
1121,verstecken::V,skryť,gemme
1122,verstecken::V,schovať,gemme
1123,teilen::V,podeliť,dele
1124,teilen::V,rozdeliť,dele
1125,schicken::V,posielať,sende
1126,bringen::V,priniesť,bringe
1127,hinzufügen::V,pripojiť,tilføje
1128,bekommen::V,dostať,få
1129,erhalten::V,prijať,få
1130,nehmen::V,vziať,tage
1131,wählen::V,voliť,vælge
1132,auswählen::V,vybrať,udvælge
1133,auswählen::V,vyvoliť,udvælge
1134,bewahren::V,zachovať,bevare
1135,behindern::V,zavadzať,hindre
1136,behindern::V,zavadzať,forhindre
1137,behindern::V,byť v ceste,hindre
1138,behindern::V,byť v ceste,forhindre
1139,verderben::V,skaziť,ødelægge
1140,beschädigen::V,ublížiť,beskadige
1141,beschädigen::V,poškodiť,beskadige
1142,zerbrechen::V,rozbiť,brække itu
1143,zerbrechen::V,prelomiť,brække itu
1144,zerreißen::V,pretrhnúť,rive itu
1145,zerstören::V,zničiť,ødelægge
1146,verbrennen::V,spáliť,brænde
1147,geben::V,dať,give
1148,reichen::V,podať,række
1149,schenken::V,darovať,forære
1150,versprechen::V,sľúbiť,love
1151,wünschen::V,želať,ønske
1152,loben::V,chváliť,rose
1153,küssen::V,bozkať,kysse
1154,wiegen::V,kolísať,vugge
1155,zudecken::V,prikryť,dække til
1156,wecken::V,zobudiť,vække
1157,zeigen::V,ukázať,vise
1158,führen::V,viesť,føre
1159,lehren::V,učiť,lære
1160,unterrichten::V,vyučovať,undervise
1161,aufziehen::V,vychovať,opdrage
1162,leiten::V,viesť,lede
1163,antreiben::V,popudiť,skynde på
1164,lassen::V,dať,få til at
1165,einladen::V,pozvať,indbyde
1166,einladen::V,pozvať,invitere
1167,einladen::V,povolať,indbyde
1168,einladen::V,povolať,invitere
1169,vereinigen::V,spojiť,forene
1170,vereinigen::V,zjednotiť,forene
1171,besuchen::V,navštíviť,besøge
1172,treffen::V,stretnúť,møde
1173,sich versammeln::V,zhromaždiť sa,forsamles
1174,spielen::V,hrať,lege
1175,spielen::V,hrať,spille
1176,singen::V,spievať,synge
1177,tanzen::V,tancovať,danse
1178,sich trennen::V,rozísť sa,skilles
1179,verlassen::V,opustiť,forlade
1180,retten::V,zachrániť,redde
1181,bewachen::V,strážiť,bevogte
1182,schützen::V,chrániť,skærme
1183,schützen::V,chrániť,beskytte
1184,verteidigen::V,brániť,forsvare
1185,sich schlagen::V,biť sa,slås
1186,schießen::V,streliť,skyde
1187,schießen::V,strieľať,skyde
1188,siegen::V,zvíťaziť,sejre
1189,ärgern::V,hnevať,ærgre
1190,ärgern::V,zlostiť,ærgre
1191,schlagen::V,biť,slå
1192,schlagen::V,udrieť,slå
1193,treten::V,kopnúť,sparke
1194,stechen::V,bodnúť,stikke
1195,stechen::V,pichnúť,stikke
1196,stoßen::V,udrieť,støde
1197,stehlen::V,kradnúť,stjæle
1198,stören::V,vyrušiť,forstyrre
1199,belästigen::V,obťažovať,genere
1200,belästigen::V,obťažovať,ulejlige
1201,verbergen::V,skryť,skjule
1202,täuschen::V,sklamať,villede
1203,betrügen::V,klamať,bedrage
1204,betrügen::V,podvádzať,bedrage
1205,töten::V,zabiť,dræbe
1206,töten::V,usmrtiť,dræbe
1207,wohnen::V,bývať,bo
1208,arbeiten::V,pracovať,arbejde
1209,sammeln::V,zbierať,samle
1210,pflücken::V,trhať,plukke
1211,pflücken::V,oberať,plukke
1212,jagen::V,poľovať,jage
1213,fischen::V,loviť ryby,fiske
1214,fischen::V,chytať ryby,fiske
1215,fassen::V,uloviť,fange
1216,hüten::V,pásť,vogte
1217,treiben::V,hnať,drive
1218,anbinden::V,priviazať,binde fast
1219,füttern::V,kŕmiť,fodre
1220,melken::V,dojiť,malke
1221,hacken::V,seknúť,hakke
1222,gießen::V,polievať,hælde
1223,reifen::V,dozrieť,modne
1224,zubereiten::V,pripraviť,tilberede
1225,kochen::V,variť,koge
1226,backen::V,piecť,bage
1227,backen::V,smažiť,bage
1228,braten::V,piecť,stege
1229,braten::V,pražiť,stege
1230,umrühren::V,pomiešať,røre om
1231,stricken::V,pliesť,strikke
1232,nähen::V,šiť,sy
1233,färben::V,zafarbiť,farve
1234,reinigen::V,čistiť,rense
1235,reinigen::V,čistiť,gøre ren
1236,waschen::V,myť,vaske
1237,abwischen::V,utrieť,tørre af
1238,spülen::V,vyplachovať,skylle
1239,fegen::V,zametať,feje
1240,kehren::V,zametať,feje
1241,baden::V,kúpať sa,bade
1242,sich waschen::V,umývať sa,vaske sig
1243,ausziehen::V,zobliecť,tage af
1244,anziehen::V,obliecť,tage på
1245,sich anziehen::V,obliecť sa,klæde sig på
1246,kämmen::V,česať,rede
1247,kämmen::V,česať,frisere
1248,schmücken::V,ozdobiť,pynte
1249,schmücken::V,ozdobiť,smykke
1250,sagen::V,povedať,sige
1251,sprechen::V,hovoriť,snakke
1252,reden::V,rozprávať,tale
1253,reden::V,rozprávať,snakke
1254,sich unterhalten::V,rozprávať sa,snakke sammen
1255,fragen::V,spýtať sa,spørge
1256,bitten::V,prosiť,bede
1257,erzählen::V,rozprávať,berette
1258,erzählen::V,rozprávať,fortælle
1259,mitteilen::V,oznámiť,meddele
1260,nennen::V,nazvať,nævne
1261,nennen::V,menovať,nævne
1262,rufen::V,volať,råbe
1263,rufen::V,zavolať,råbe
1264,prahlen::V,vystatovať sa,prale
1265,übersetzen::V,preložiť,oversætte
1266,denken::V,myslieť,tænke
1267,glauben::V,veriť,tro
1268,bemerken::V,podotknuť,bemærke
1269,bemerken::V,podotknuť,lægge mærke til
1270,bemerken::V,spozorovať,bemærke
1271,bemerken::V,spozorovať,lægge mærke til
1272,erkennen::V,poznať,genkende
1273,begreifen::V,pochopiť,begribe
1274,begreifen::V,porozumieť,begribe
1275,verstehen::V,rozumieť,forstå
1276,lernen::V,učiť sa,lære
1277,wissen::V,vedieť,vide
1278,sich erinnern an::V,pamätať si na,mindes
1279,sich erinnern an::V,pamätať si na,huske på
1280,vergessen::V,zabudnuť,glemme
1281,messen::V,merať,måle
1282,zählen::V,počítať,tælle
1283,rechnen::V,rátať,regne
1284,rechnen::V,počítať,regne
1285,lesen::V,čítať,læse
1286,malen::V,maľovať,male
1287,zeichnen::V,kresliť,tegne
1288,schreiben::V,písať,skrive
1289,besitzen::V,mať,eje
1290,besitzen::V,mať,besidde
1291,besitzen::V,vlastniť,eje
1292,besitzen::V,vlastniť,besidde
1293,kaufen::V,kúpiť,købe
1294,verkaufen::V,predať,sælge
1295,bezahlen::V,zaplatiť,betale
1296,zahlen::V,platiť,betale
1297,beherrschen::V,ovládať,beherske
1298,ertragen::V,znášať,tåle
1299,ertragen::V,znášať,udholde
1300,ertragen::V,vydržať,tåle
1301,ertragen::V,vydržať,udholde
