,Concept_ID,udm,pl
154,Nest::N,кар,gniazdo
155,Nest::N,пузкар,gniazdo
156,Bau::N,кар,nora
157,Bau::N,гу,nora
158,Tier::N,пӧйшур,zwierzę
159,Herde::N,уллё,stado
160,Herde::N,уллё,trzoda
161,Kuh::N,скал,krowa
162,Bulle::N,ош,byk
163,Bulle::N,пороз,byk
164,Pferd::N,вал,koń
165,Schaf::N,ыж,owca
166,Schwein::N,парсь,świnia
167,Hund::N,пуны,pies
168,Katze::N,коӵыш,kot
169,Katze::N,коӵыш,kotka
170,Bär::N,гондыр,niedźwiedż
171,Eichhörnchen::N,коньы,wiewiórka
172,Elch::N,койык,łóś
173,Fuchs::N,ӟичы,lis
174,Hase::N,кеч,zając
175,Maus::N,шыр,mysz
176,Wolf::N,кион,wilk
177,Vogel::N,тылобурдо,ptak
178,Schwarm::N,уллё,stado
179,Huhn::N,курег,kura
180,Hahn::N,атас,kogut
181,Gans::N,ӟазег,gęś
182,Adler::N,ӧрзи,orzeł
183,Ente::N,ӵӧж,kaczka
184,Eule::N,кучыран,sowa
185,Kranich::N,тури,żuraw
186,Krähe::N,куака,wrona
187,Kuckuck::N,кикы,kukułka
188,Schwan::N,юсь,łabędż
189,Fisch::N,чорыг,ryba
190,Barsch::N,юш,okoń
191,Hecht::N,чипей,szczupak
192,Schlange[Tier]::N,кый,wąż
193,Schlange[Tier]::N,кый,żmija
194,Wurm::N,нумыр,robak
195,Spinne::N,чонари,pająk
196,Ameise::N,кузьыли,mrówka
197,Laus::N,тэй,wesz
198,Mücke::N,нымы,komar
199,Mücke::N,чибинь,komar
200,Fliege::N,кут,mucha
201,Schmetterling::N,бубыли,motyl
202,Beere::N,узы-боры,jagoda
203,Apfel::N,яблок,jabłko
204,Pilz::N,губи,grzyb
205,Zwiebel::N,сугон,cebula
206,Saat::N,кидыс,siew
207,Korn::N,тысь,ziarno
208,Heu::N,турын,siano
209,Schale::N,кыд,łupina
210,Grube::N,гу,dół
211,Grube::N,гу,jama
212,Grube::N,гоп,dół
213,Grube::N,гоп,jama
214,Falle::N,налик,pułapka
215,Schlinge::N,гиӟ,sidła
216,Schlinge::N,герд,sidła
217,Spur::N,пытьы,ślad
218,Spur::N,бервыл,ślad
219,Asche::N,пень,popiół
220,Dreck::N,дэри,brud
221,Eisen::N,корт,żelazo
222,Gold::N,зарни,złoto
223,Silber::N,азвесь,srebro
224,Kohle::N,эгыр,węgiel
225,Glas::N,стекло,szkło
226,Glas::N,пияла,szkło
227,Lehm::N,сюй,glina
228,Sand::N,луо,piasek
229,Mensch::N,мурт,człowiek
230,Mensch::N,адями,człowiek
231,Mann::N,воргорон,mężczyzna
232,Frau::N,кышномурт,kobieta
233,Kind::N,нуны,dziecko
234,Kind::N,пинал,dziecko
235,Junge::N,пи,chłopak
236,Junge::N,пи,chłopiec
237,Mädchen::N,ныл,dziewczynka
238,Familie::N,семья,rodzina
239,Großvater::N,песятай,dziadek
240,Großvater::N,пересь атай,dziadek
241,Großmutter::N,песянай,babka
242,Großmutter::N,пересь анай,babka
243,Eltern::N,атай-анай,rodzice
244,Eltern::N,бубы-мумы,rodzice
245,Vater::N,айы,ojciec
246,Vater::N,атай,ojciec
247,Mutter::N,мумы,matka
248,Sohn::N,пи,syn
249,Tochter::N,ныл,córka
250,Bruder::N,агай,brat
251,Schwester::N,апа,siostra
252,Schwester::N,сузэр,siostra
253,Onkel::N,агай,wuj
254,Onkel::N,агай,stryj
255,Tante::N,апа,ciotka
256,Tante::N,кенак,ciotka
257,Ehemann::N,карт,mąż
258,Ehefrau::N,кышно,żona
259,Freude::N,шумпотон,radość
260,Gelächter::N,горем,śmiech
261,Glück::N,шуд,szczęście
262,Kummer::N,кайгу,zmartwienie
263,Kummer::N,куректон,zmartwienie
264,Wunsch::N,мылпотон,życzenie
265,Lust::N,потон,chęć
266,Lust::N,потон,ochota
267,Geist::N,лул,duch
268,Gedanke::N,малпан,myśl
269,Gedächtnis::N,йырсазь,pamięć
270,Gedächtnis::N,тодэваён,pamięć
271,Verstand::N,йырвизь,rozum
272,Sinn::N,смысл,zmysł
273,Grund::N,муг,powód
274,Grund::N,ньӧм,powód
275,Wahrheit::N,зэм,prawda
276,Wahrheit::N,шонер,prawda
277,Gespräch::N,вераськон,rozmowa
278,Märchen::N,выжыкыл,bajka
279,Erzählung::N,верос,opowiadanie
280,Nachricht::N,ивор,wiadomość
281,Neuigkeit::N,выльивор,nowina
282,Name::N,ним,imię
283,Rätsel::N,мадькыл,zagadka
284,Rede::N,верам,mowa
285,Sprache::N,кыл,język
286,Stimme::N,куара,głos
287,Wort::N,кыл,słowo
288,Zeichen::N,пус,znak
289,Zeichen::N,тодмет,znak
290,Ruf::N,ӧтён,wołanie
291,Ruf::N,чортон,wołanie
292,Lärm::N,ӵашетон,hałas
293,Lärm::N,ӵашетон,zgiełk
294,Laut::N,куара,dźwięk
295,Ton::N,куара,ton
296,Ton::N,куара,dźwięk
297,Lied::N,кырӟан,pieśń
298,Lied::N,кырӟан,piosenka
299,Ruhe::N,чалмыт улон,spokój
300,Leute::N,адямиос,ludzie
301,Volk::N,калык,naród
302,Arbeit::N,уж,praca
303,Arbeit::N,уж,robota
304,Gast::N,куно,gość
305,Geschenk::N,салам,prezent
306,Geschenk::N,салам,podarunek
307,Geschenk::N,кузьым,prezent
308,Geschenk::N,кузьым,podarunek
309,Spiel::N,шудон,gra
310,Spiel::N,шудон,zabawa
311,Gesellschaft::N,калык,towarzystwo
312,Hilfe::N,юрттон,pomoc
313,Freund::N,эш,przyjaciel
314,Freund::N,юлтош,przyjaciel
315,Kamerad::N,тодмо,kolega
316,Angelegenheit::N,уж,sprawa
317,Anzahl::N,лыд,ilość
318,Art::N,тус,rodzaj
319,Stück::N,юдэс,kawałek
320,Teil::N,люкет,część
321,Hälfte::N,ӝыны,połowa
322,Kreis::N,котырес,krąg
323,Kreuz::N,крест,krzyż
324,Linie::N,гож,linia
325,Strich::N,гож,kreska
326,Abstand::N,вис,odstęp
327,Abstand::N,кусып,odstęp
328,Entfernung::N,кусып,odległość
329,Gegend::N,инты,okolica
330,Platz::N,инты,miejsce
331,Ort::N,инты,miejsce
332,Ort::N,места,miejsce
333,Seite::N,пал,bok
334,Seite::N,пал,strona
335,Mitte::N,шор,środek
336,Gegenstand::N,арбери,przedmiot
337,Sache::N,котыр,rzecz
338,Rand::N,дур,skraj
339,Rand::N,дур,krawędź
340,Rand::N,шаер,skraj
341,Rand::N,шаер,krawędź
342,Kante::N,дур,kant
343,Kante::N,дур,krawędź
344,Ecke::N,сэрег,róg
345,Spitze::N,йыл,ostrze
346,Ende::N,пум,koniec
347,Loch::N,пась,dziura
348,Winkel::N,сэрег,kąt
349,Winkel::N,сэрег,kącik
350,Muster::N,пужы,wzór
351,Größe::N,быдӟала,rozmiar
352,Größe::N,быдӟала,wielkość
353,Länge::N,кузьдала,długość
354,Höhe::N,ӝуждала,wysokość
355,Gewicht::N,сектала,ciężar
356,Gewicht::N,секытлык,ciężar
357,Menge::N,лыд,ilość
358,Menge::N,лыдпус,ilość
359,Haufen::N,люк,kupa
360,Reihe::N,чур,rząd
361,Reihe::N,чур,szereg
362,Boot::N,пыж,łódź
363,Boot::N,пыж,łódka
364,Boot::N,лодка,łódź
365,Boot::N,лодка,łódka
366,Ruder::N,полыс,wiosło
367,Schlitten::N,додьы,sanki
368,Ski::N,куас,narta
369,Lagerfeuer::N,тылскем,ognisko
370,Last::N,секыт,ciężar
371,Last::N,секыт,brzemię
372,Gang::N,ветлон,chód
373,Schritt::N,вамыш,krok
374,Norden::N,уйпал,północ
375,Süden::N,лымшор,południe
376,Westen::N,шунды пуксён,zachód
377,Osten::N,шунды ӝужан,wschód
378,Holz::N,пу,drzewo
379,Brett::N,пул,deska
380,Platte::N,плита,płyta
381,Stütze::N,пыкет,podpora
382,Stange::N,пуӵ,drąg
383,Stange::N,пуӵ,żerdź
384,Stock::N,боды,kij
385,Stock::N,боды,laska
386,Stab::N,пуӵ,pręt
387,Stab::N,боды,pręt
388,Rohr::N,труба,rura
389,Haus::N,юрт,dom
390,Heim::N,корка,dom
391,Ofen::N,гур,piec
392,Fußboden::N,выж,podłoga
393,Tisch::N,ӝӧк,stół
394,Stuhl::N,пукон,krzesło
395,Wiege::N,кӧкы,kołyska
396,Wiege::N,зыбка,kołyska
397,Bett::N,валес,łóżko
398,Bett::N,валес,pościel
399,Regal::N,ӝажы,regał
400,Kiste::N,ящик,skrzynia
401,Fenster::N,укно,okno
402,Fenster::N,косяк,okno
403,Tür::N,ӧс,drzwi
404,Tor::N,ӟезьы,brama
405,Zaun::N,забор,płot
406,Zaun::N,забор,parkan
407,Dach::N,липет,dach
408,Leiter::N,падӟа,drabina
409,Besen::N,ӵужон,miotła
410,Besen::N,исьнер,miotła
411,Spaten::N,лопатка,rydel
412,Schaufel::N,ютырон,łopata
413,Gabel::N,тэчы,widelec
414,Gabel::N,вилка,widelec
415,Löffel::N,пуньы,łyżka
416,Messer::N,пурт,nóż
417,Nagel::N,кортӵог,gwóźdź
418,Netz::N,сеть,sieć
419,Haken::N,курик,hak
420,Griff::N,ныд,chwyt
421,Schloss::N,тунгон,zamek
422,Bild::N,суред,obraz
423,Figur::N,фигура,figura
424,Puppe::N,мунё,lalka
425,Beutel::N,пуйы,torba
426,Bündel::N,керттэт,wiązka
427,Tasche::N,пуйы,torba
428,Tasche::N,сумка,torba
429,Eimer::N,ведра,kubeł
430,Eimer::N,ведра,wiadro
431,Deckel::N,ӵоксэт,przykrywka
432,Geschirr::N,тусьты-пуньы,statki
433,Geschirr::N,тусьты-пуньы,naczynia
434,Sack::N,пуйы,worek
435,Tasse::N,ӵаша,filiżanka
436,Topf::N,миска,garnek
437,Kessel::N,пурты,kocioł
438,Essen::N,сиськон,jedzenie
439,Nahrung::N,сион,pokarm
440,Nahrung::N,сион,pożywienie
441,Speise::N,сиён,potrawa
442,Speise::N,сиён,jedzenie
443,Fleisch::N,сӥль,mięso
444,Getreide::N,ю тысь,zboże
445,Brei::N,ӝук,kasza
446,Brot::N,нянь,chleb
447,Scheibe::N,шорем,kromka
448,Fett::N,кӧй,tłuszcz
449,Butter::N,вӧй,masło
450,Öl::N,вӧй,olej
451,Salz::N,сылал,sól
452,Suppe::N,шыд,zupa
453,Honig::N,чечы,miód
454,Milch::N,йӧл,mleko
455,Tee::N,чай,herbata
456,Leder::N,сурон,skóra
457,Wolle::N,гон,wełna
458,Wolle::N,ыжгон,wełna
459,Stoff::N,куэм,tkanina
460,Stoff::N,куэм,materiał
461,Nadel::N,вень,igła
462,Faden::N,сӥньыс,nić
463,Faden::N,сӥньыс,nitka
464,Knopf::N,бирды,guzik
465,Knoten::N,герд,węzeł
466,Farbe::N,буёл,farba
467,Kleidung::N,дӥсь,odzież
468,Hemd::N,дэрем,koszula
469,Kragen::N,сирес,kołnierz
470,Ärmel::N,саес,rękaw
471,Hose::N,брюки,spodnie
472,Hose::N,штань,spodnie
473,Gürtel::N,кускерттон,pasek
474,Mütze::N,ызьы,czapka
475,Schuh::N,ботинка,but
476,Schuh::N,ботинка,bucik
477,Stiefel::N,сапег,but
478,Stiefel::N,сапег,kozak
479,Ring::N,зундэс,pierścień
480,Band::N,лента,wstęga
481,Kamm::N,сын,grzebień
482,Spiegel::N,синучкон,lustro
483,Riemen::N,е,rzemień
484,Schnur::N,гозы,sznur
485,Leine::N,думет,smycz
486,Decke::N,шобрет,kołdra
487,Kissen::N,миндэр,poduszka
488,Tuch::N,кышет,chustka
489,Handtuch::N,ӵушкон,ręcznik
490,Kraft::N,кать,moc
491,Kraft::N,кать,siła
492,Kraft::N,ӟигар,moc
493,Kraft::N,ӟигар,siła
494,Stärke::N,юнлык,moc
495,Stärke::N,юнлык,siła
496,Gesundheit::N,тазалык,zdrowie
497,Krankheit::N,висён,choroba
498,Schmerz::N,висён,ból
499,Wunde::N,яра,rana
500,Fieber::N,кезег,gorączka
501,Arznei::N,эмъюм,lekarstwo
502,Brücke::N,выж,most
503,Brunnen::N,колдэч,studnia
504,Weide::N,возь,pastwisko
505,Pfad::N,сюрес,ścieżka
506,Weg::N,сюрес,droga
507,Straße::N,сюрес,ulica
508,Dorf::N,гурт,wieś
509,Stadt::N,кар,miasto
510,Stadt::N,город,miasto
511,Brief::N,гожтэт,list
512,Buch::N,книга,książka
513,Buchstabe::N,буква,litera
514,Zeitung::N,газет,gazeta
515,Zeitung::N,газет,dziennik
516,Leben::N,улон,życie
517,Tod::N,кулон,śmierć
518,Grab::N,шайгу,grób
519,Kirche::N,черк,kościół
520,Sünde::N,сьӧлык,grzech
521,Gott::N,ӥнмар,bóg
522,Arbeiter::N,рабочий,robotnik
523,Chef::N,начальник,szef
524,Meister::N,кибашлы,mistrz
525,Meister::N,кибашлы,majster
526,Arzt::N,врач,lekarz
527,Lehrer::N,дышетӥсь,nauczyciel
528,Geld::N,уксё,pieniądze
529,Geld::N,коньдон,pieniądze
530,Geschäft::N,уж,sprawa
531,Geschäft::N,уж,interes
532,Laden::N,магазин,sklep
533,Preis::N,дун,cena
534,Ware::N,вуз,towar
535,Nutzen::N,пайда,pożytek
536,Reichtum::N,узырлык,bogactwo
537,Welt::N,дунне,świat
538,Land::N,шаер,kraj
539,Staat::N,кун,państwo
540,König::N,эксэй,król
541,Macht::N,власть,władza
542,Grenze::N,кунгож,granica
543,Krieg::N,ож,wojna
544,Feind::N,тушмон,wróg
545,Gewalt::N,эриктэман,władza
546,Kampf::N,нюръяськон,bój
547,Kampf::N,нюръяськон,walka
548,Bogen[Waffe]::N,пукыӵ,łuk
549,Pfeil::N,пукыӵ вень,strzała
550,Gewehr::N,пыӵал,karabin
551,Fehler::N,янгыш,błąd
552,Lüge::N,пӧян,kłamstwo
553,Lüge::N,алдан,kłamstwo
554,Lüge::N,ӧрекчан,kłamstwo
555,Schaden::N,изъян,szkoda
556,Unglück::N,куректон,nieszczęście
557,Unglück::N,шудтэме усён,nieszczęście
558,Schuld::N,янгыш,wina
559,Alter::N,арлыд,wiek
560,Schluss::N,пум,koniec
561,Schluss::N,пум,zakończenie
562,Zeit::N,дыр,czas
563,Tag::N,нунал,dzień
564,Morgen::N,ӵукна,ranek
565,Morgen::N,ӵукна,poranek
566,Mittag::N,лымшор,południe
567,Abend::N,ӝыт,wieczór
568,Abend::N,акшан,wieczór
569,Nacht::N,уй,noc
570,Woche::N,арня,tydzień
571,Monat::N,толэзь,miesiąc
572,Jahr::N,ар,rok
573,Frühling::N,тулыс,wiosna
574,Sommer::N,гужем,lato
575,Herbst::N,сӥзьыл,jesień
576,Winter::N,тол,zima
577,Januar::N,выльартолэзь,styczeń
578,Februar::N,тулыспал,luty
579,März::N,южтолэзь,marzec
580,April::N,оштолэзь,kwiecień
581,Mai::N,куартолэзь,maj
582,Juni::N,вожотолэзь,czerwiec
583,Juli::N,пӧсьтолэзь,lipiec
584,August::N,гудырикошкон,sierpień
585,September::N,куарусён,wrzesień
586,Oktober::N,выльӝуктолэзь,październik
587,November::N,шуркынмон,listopad
588,Dezember::N,толсур,grudzień
589,Montag::N,вордӥськон,poniedziałek
590,Dienstag::N,вторник,wtorek
591,Mittwoch::N,вирнунал,środa
592,Donnerstag::N,покчиарня,czwartek
593,Freitag::N,удмуртарня,piątek
594,Samstag::N,кӧснунал,sobota
595,Sonntag::N,арня,niedziela
596,groß::A,бадӟым,duży
597,groß::A,бадӟым,wielki
598,klein::A,пичи,mały
599,lang::A,кузь,długi
600,kurz::A,вакчи,krótki
601,breit::A,паськыт,szeroki
602,schmal::A,сюлэг,wąski
603,dicht::A,ӵем,gęsty
604,dick[Gegenstand]::A,зӧк,gruby
605,dünn::A,векчи,cienki
606,fein::A,векчи,drobny
607,fest::A,юн,mocny
608,fest::A,юн,twardy
609,fest::A,чурыт,mocny
610,fest::A,чурыт,twardy
611,flach::A,ӵошкыт,płaski
612,glatt::A,гылыт,gładki
613,glatt::A,вольыт,gładki
614,hart::A,чурыт,twardy
615,weich::A,небыт,miękki
616,rund::A,котырес,okrągły
617,spitz::A,йылсо,spiczasty
618,scharf::A,лэчыт,ostry
619,stumpf::A,ныж,tępy
620,schwer::A,секыт,ciężki
621,schön::A,чебер,ładny
622,schön::A,чебер,piękny
623,heiß::A,пӧсь,gorący
624,warm::A,шуныт,ciepły
625,kalt::A,кезьыт,zimny
626,kühl::A,юзмыт,chłodny
627,kühl::A,салкым,chłodny
628,frisch::A,выль,świeży
629,feucht::A,мускыт,wilgotny
630,nass::A,котмем,mokry
631,trocken::A,кӧс,suchy
632,voll::A,тыр,pełny
633,leer::A,буш,pusty
634,leer::A,буш,próżny
635,leer::A,тырттэм,pusty
636,leer::A,тырттэм,próżny
637,offen::A,усьтэм,otwarty
638,geschlossen::A,ӵогам,zamknięty
639,geschlossen::A,пунням,zamknięty
640,sauber::A,ӝикыт,czysty
641,sauber::A,чылкыт,czysty
642,schmutzig::A,нӧд,brudny
643,roh::A,ыль,surowy
644,reif::A,вуэм,dojrzały
645,lecker::A,ческыт,smaczny
646,süß::A,ческыт,słodki
647,bitter::A,курыт,gorzki
648,sauer::A,чырс,kwaśny
649,hell::A,югыт,jasny
650,dunkel::A,пеймыт,ciemny
651,schwarz::A,сьӧд,czarny
652,weiß::A,тӧдьы,biały
653,rot::A,горд,czerwony
654,gelb::A,ӵуж,żółty
655,blau::A,лыз,błękitny
656,blau::A,лыз,niebieski
657,grün::A,вож,zielony
658,grau::A,пурысь,szary
659,bunt::A,куӵо,barwny
660,billig::A,дунтэм,tani
661,teuer::A,дуно,drogi
662,wertvoll::A,дуно,cenny
663,blind::A,сукыр,ślepy
664,blind::A,синтэм,ślepy
665,taub::A,пельтэм,głuchy
666,kräftig::A,кужмо,mocny
667,stark::A,юн,silny
668,stark::A,кужмо,silny
669,schwach::A,ляб,słaby
670,schwach::A,начар,słaby
671,fett::A,кӧй,tłusty
672,schlank::A,веськыт,smukły
673,schlank::A,веськрес,smukły
674,hübsch::A,чебер,ładny
675,hübsch::A,синмаськымон,ładny
676,böse::A,лек,zły
677,dumm::A,шузи,głupi
678,dumm::A,визьтэм,głupi
679,faul::A,азьтэм,leniwy
680,fleißig::A,сюлмо,pilny
681,geizig::A,сук,skąpy
682,klug::A,визьмо,mądry
683,geschickt::A,усто,zręczny
684,geschickt::A,быгатӥсь,zręczny
685,lieb::A,мусо,miły
686,lustig::A,шулдыр,wesoły
687,sanft::A,мусо,łagodny
688,sanft::A,эрке,łagodny
689,hungrig::A,сютэм,głodny
690,krank::A,висись,chory
691,nackt::A,гольык,nagi
692,traurig::A,мӧзмыт,smutny
693,lebendig::A,улэп,żywy
694,gut::A,ӟеч,dobry
695,gut::A,умой,dobry
696,schlecht::A,урод,zły
697,schlecht::A,алама,zły
698,richtig::A,шонер,słuszny
699,richtig::A,шонер,właściwy
700,schlimm::A,алама,zły
701,wahr::A,зэмос,prawdziwy
702,alt::A,вуж,stary
703,neu::A,выль,nowy
704,ehemalig::A,азьвылэз,były
705,alt[Lebewesen]::A,пересь,stary
706,jung::A,егит,młody
707,jung::A,пинал,młody
708,arm::A,начар,ubogi
709,arm::A,начар,biedny
710,arm::A,куанер,ubogi
711,arm::A,куанер,biedny
712,reich::A,узыр,bogaty
713,bekannt::A,тодмо,znany
714,berühmt::A,дано,słynny
715,fremd::A,ят,obcy
716,fremd::A,ят,cudzy
717,verschieden::A,пӧртэм,różny
718,nah::A,матысь,bliski
719,fern::A,кыдёкысь,daleki
720,linker::A,паллян,lewy
721,rechter::A,бур,prawy
722,rechter::A,бурпал,prawy
723,anderer::A,мукет,inny
724,erster::A,нырысетӥез,pierwszy
725,zweiter::A,кыктэтӥез,drugi
726,dritter::A,кунньметӥез,trzeci
727,letzter::A,берло,ostatni
728,letzter::A,берпум,ostatni
729,allein::ADV,огназ,sam
730,auf einmal::ADV,огдыре,naraz
731,zusammen::ADV,ӵош,razem
732,zusammen::ADV,валче,razem
733,lange::ADV,кема,długo
734,plötzlich::ADV,мапламтэ шорысь,nagle
735,sofort::ADV,али ик,natychmiast
736,später::ADV,бергес,później
737,später::ADV,берлогес,później
738,jetzt::ADV,али,teraz
739,jetzt::ADV,али,obecnie
740,jetzt::ADV,табере,teraz
741,jetzt::ADV,табере,obecnie
742,heute::ADV,туннэ,dziś
743,heute::ADV,туннэ,dzisiaj
744,morgen::ADV,ӵуказе,jutro
745,bald::ADV,ӝоген,wkrótce
746,dann::ADV,берло,potem
747,gestern::ADV,толон,wczoraj
748,einst::ADV,огпол,kiedyś
749,einst::ADV,огпол,niegdyś
750,einst::ADV,одӥг пол,kiedyś
751,einst::ADV,одӥг пол,niegdyś
752,damals::ADV,соку,wtedy
753,damals::ADV,соку,wówczas
754,danach::ADV,собере,następnie
755,vorher::ADV,азьло,przedtem
756,vorher::ADV,азьвыл,przedtem
757,zuerst::ADV,азьло,naprzód
758,zuerst::ADV,азьло,najpierw
759,einmal::ADV,огпол,raz
760,manchmal::ADV,куддыръя,czasem
761,oft::ADV,ӵем,często
762,immer::ADV,пыр,zawsze
763,immer::ADV,котьку,zawsze
764,niemals::ADV,уз ноку,nigdy
765,hier::ADV,татын,tu
766,hier::ADV,татын,tutaj
767,hierhin::ADV,татчы,tu
768,von hier::ADV,татысь,stąd
769,dort::ADV,отӥ,tam
770,dort::ADV,отын,tam
771,dorthin::ADV,отчы,tam
772,geradeaus::ADV,меӵак,prosto
773,vorwärts::ADV,азьлань,naprzód
774,rückwärts::ADV,берлань,wstecz
775,zurück::ADV,берен,z powrotem
776,zurück::ADV,берлань,z powrotem
777,unten::ADV,улын,u dołu
778,unten::ADV,улын,na dole
779,hinab::ADV,улэ,na_dół
780,hinab::ADV,улэ,w_dół
781,oben::ADV,вылын,w górze
782,oben::ADV,вылын,na górze
783,oben::ADV,вылӥын,w górze
784,oben::ADV,вылӥын,na górze
785,hinauf::ADV,вылэ,w górę
786,hinauf::ADV,вылэ,na górę
787,hinauf::ADV,вылӥе,w górę
788,hinauf::ADV,вылӥе,na górę
789,hinauf::ADV,выллань,w górę
790,hinauf::ADV,выллань,na górę
791,überall::ADV,котькытын,wszędzie
792,überall::ADV,пасьтана,wszędzie
793,nicht::ADV,уз,nie
794,ein wenig::ADV,ичи,trochę
795,ein wenig::ADV,ӧжыт,trochę
796,ein wenig::ADV,огшап,trochę
797,kaum::ADV,муртса,ledwie
798,kaum::ADV,муртса,prawie nie
