,Concept_ID,te,kv
680,zwischen::PRP,మధ్య,коласас
681,wegen::PRP,కారణంగా,понда
682,dies::PRN,ఇది,эта
683,das::PRN,అది,сiя
684,alles::PRN,సకలము,быдӧс
685,ich::PRN,నేను,ме
686,du::PRN,నీవు,тэ
687,er::PRN,అతడు,сiя
688,wir::PRN,మనము,мийӧ
689,ihr::PRN,మీరు,ті
690,sie::PRN,వారు,нія
691,was::FPRN,ఏమి,мый
692,wer::FPRN,ఎవడు,кин
693,wo::FADV,ఎక్కడ,кытӧн
694,wohin::FADV,ఎందుకు,кытчӧ
695,wie::FADV,ఎట్టు,дзик
696,warum::FADV,ఏల,мыля
697,warum::FADV,ఏల,мыйсянь
698,wieviel::FNUM,ఎంత,мымда
699,eins::NUM,ఒకటి,ӧт
700,zwei::NUM,రెండు,кык
701,drei::NUM,మూడు,куим
702,vier::NUM,నాలుగు,нёль
703,fünf::NUM,అయిదు,вит
704,sechs::NUM,ఆఱు,квать
705,sieben::NUM,ఏరు,сизим
706,acht::NUM,ఎనిమదు,кыкьямыс
707,neun::NUM,తొమ్మిది,ӧкмыс
708,zehn::NUM,పది,дас
709,elf::NUM,పదునొకొండు,дасотік
710,zwölf::NUM,పండ్రండు,даскык
711,zwanzig::NUM,ఇరుపది,кыкдас
712,dreißig::NUM,ముప్పది,куимдас
713,vierzig::NUM,నలువది,нёльдас
714,fünfzig::NUM,ఏబది,витдас
715,sechzig::NUM,అరుపది,кватьдас
716,siebzig::NUM,డెబ్బది,сизимдас
717,achtzig::NUM,ఎనుబది,кыкьямысдас
718,neunzig::NUM,తొంబది,ӧкмысдас
719,hundert::NUM,నూఱు,сто
720,tausend::NUM,వేయి,тысяча
721,und::CNJ,మఱియు,и
722,und::CNJ,మఱియు,да
723,oder::CNJ,లేక,или
724,stehen::V,నిలుచు,сулавны
725,sitzen::V,కూర్చుండు,пукавны
726,liegen::V,పండుకొనుట,куйлыны
727,hängen::V,వ్రేలాడదీయు,ӧшавны
728,werden::V,అగు,лоны
729,passieren::V,సంభవించు,аркмыны
730,beginnen::V,ఆరంభించు,петны
731,enden::V,తీరుట,-сь
732,enden::V,తీరుట,бырны
733,wechseln::V,మార్చు,вежсьыны
734,aufgehen[Sonne]::V,ఉదయించు,петавны
735,untergehen[Sonne]::V,అస్తమించు,пуксьыны
736,scheinen[Sonne]::V,ప్రకాశించు,югьявны
737,donnern::V,ఉరుముట,гымавны
738,wehen::V,దురద్పప్టము,пӧлявны
739,strömen::V,పారుట,киссьыны
740,fließen::V,ప్రవహించు,визывтны
741,sich drehen::V,తిరుగు,бергавны
742,schwanken::V,ఆడించుట,кӧвьясьны
743,schwingen::V,ఊగుట,дюттясьны
744,fallen::V,పడు,усьны
745,brennen::V,కాలుట,сотчыны
746,rauchen::V,పొగసుట,тшынасьны
747,regnen::V,కురిపించుట,зэрны
748,gefrieren::V,గడ్డకట్టు,гегдыны
749,tauen::V,కరగు,сывны
750,schmelzen::V,కరగు,сывны
751,trocknen::V,యెండుట,косьмыны
752,sieden::V,ఉడుకు,пизьны
753,faulen::V,క్రుళ్లు,нёльзьыны
754,verfaulen::V,క్షిణించు,тӧрмыны
755,verfaulen::V,క్షిణించు,сiсьмыны
756,reißen::V,చించు,косясьны
757,versinken::V,మునుగు,вӧйны
758,vergehen::V,సంభవించు,мунны
759,erscheinen::V,కనబడు,мыччисьны
760,verschwinden::V,అదృశ్యమగు,ӧшны
761,sinken::V,ముణుగుట,ямны
762,abnehmen::V,తగ్గు,ямны
763,zunehmen::V,పెరుగుట,паськавны
764,steigen::V,లేచు,лэбтiсьны
765,wachsen::V,పెరుగు,быдмыны
766,glänzen::V,ప్రకాశించు,свиттявны
767,funkeln::V,ప్రకాశించు,югйовтлыны
768,funkeln::V,ప్రకాశించు,югйӧв-керны
769,lärmen::V,అరుచుట,чавзыны
770,läuten::V,మేళవించుట,диньгыны
771,klingeln::V,వాయించుట,силькӧтны
772,klirren::V,ఘంటానాదము,жольӧтны
773,brausen::V,గర్జించు,гуасьны
774,rauschen::V,చటచటమనుట,кышӧтны
775,klingen::V,ధ్వనించుట,горавны
776,bellen::V,అఱచు,увтны
777,bellen::V,అఱచు,вувтны
778,heulen::V,కూయు,уннявны
779,blasen::V,దురద్పప్టము,пӧлявны
780,pfeifen::V,ఈలవేయు,пиксыны
781,schreien::V,అఱచు,айзыны
782,stöhnen::V,మూలుగు,ойзыны
783,stöhnen::V,మూలుగు,ружтыны
784,zittern::V,వణకు,легьявны
785,leben::V,జీవించుట,овны
786,geboren werden::V,పుట్టుట,шогмыны
787,atmen::V,ఉపిరి తీయు,лолавны
788,trinken::V,త్రాగు,юны
789,essen::V,తిను,сёйны
790,schlucken::V,మ్రింగు,ньылавны
791,müde werden::V,అలయు,мыдзны
792,einschlafen::V,నిద్రించు,ланьтны
793,schlafen::V,నిద్రురించు,узьны
794,aufwachen::V,మేలుకొను,саймыны
795,aufwachen::V,మేలుకొను,пальмыны
796,aufstehen::V,లేచు,сувтны
797,sich erholen::V,నడ్డి వాల్చు,шоччисьлыны
798,krank werden::V,జబ్బుపడు,моржитны
799,krank sein::V,జబ్బు చేయు,шогавны
800,krank sein::V,జబ్బు చేయు,визьӧтны
801,schmerzen::V,నొచ్చుట,висьны
802,husten::V,దగ్గుట,кашляйтны
803,genesen::V,కుదురుట,бурдны
804,sterben::V,మరణించు,кувны
805,umkommen::V,నశించు,вийсьыны
806,sich bewegen::V,కదలు,локны
807,sich bewegen::V,కదలు,ветлӧтны
808,sich rühren::V,కదలు,вӧрзьӧтчыны
809,sich erheben::V,లేచు,сувтны
810,sich setzen::V,కూర్చుణ్డు,пуксьыны
811,hinfallen::V,దొర్లు,пӧрласьны
812,laufen::V,నడచు,мунны
813,schreiten::V,అడుగుపెట్టుట,тальччавны
814,spazierengehen::V,పచారు చేయు,котрасьны
815,eilen::V,తొందరపడు,тэрмасьны
816,sich beeilen::V,త్వరపెట్టు,тэрмасьны
817,sausen::V,విసరికొట్టు,вирдавны-котӧртны
818,rennen::V,పరుగెత్తు,
819,springen::V,దుముకు,чеччавны
820,klettern::V,ఎక్కు,кышасьны
821,schaukeln::V,ఉయ్యాల ఊగు ,чурликасьны
822,kriechen::V,ప్రాకు,кыскасьны-мунны
823,schwimmen::V,ఈదు,вартчыны
824,tauchen::V,మునుగు,сунгисьны ваӧ
825,rudern::V,తెడ్లతోఁగడపు,сынны
826,fahren::V,నడపు,мунны
827,fliegen::V,ఎగురు,лэбавны
828,gehen::V,పోవు,мунны
829,weggehen::V,బయలుదేరు,мунны
830,abfahren::V,విడిచిపోవు,иньдӧтчыны
831,abfahren::V,విడిచిపోవు,мунны
832,anhalten::V,నిలుపు,сувтны
833,hineingehen::V,ప్రవేశించు,пырны
834,eintreten::V,ప్రవేశించు,пырны
835,kommen::V,వచ్చు,локны
836,ankommen::V,వచ్చి చేరు,локны
837,zurückkommen::V,తిరిగీవచ్చుట,бертны
838,zurückkommen::V,తిరిగీవచ్చుట,панӧвтсьыны
839,bleiben::V,ఉండు,кольччыны
840,warten::V,కనిపెట్టు,видзчисьны
841,erwarten::V,నిరిక్షించు,видзчисьны
842,suchen::V,వెదకు,кошшыны
843,finden::V,కనుగొను,адззыны
844,versuchen::V,ప్రయత్నించు,пондыны
845,versuchen::V,ప్రయత్నించు,пондӧтны
846,vorbereiten::V,తయారుచేయు,лӧсьӧтны
847,lieben::V,ప్రేమించు,милуйтны
848,mögen::V,ఇష్టపడు,радейтны
849,lachen::V,నవ్వు,серавны
850,rühren::V,గుండె తాకు,сьӧлӧм вӧрзьӧтны
851,weinen::V,వీడ్చు,горзыны
852,schimpfen::V,గొణుగు,видчыны
853,sich ärgern::V,అలుగు,лёкавны
854,sich fürchten::V,భయపడు,повны
855,fürchten::V,భయపడు,повны
856,fliehen::V,పాఱిపోపు,пышшыны
857,flüchten::V,తప్పించుకొను,пышшыны
858,sehen::V,చూచు,адззыны
859,anschauen::V,చూచు,видзӧтны
860,ansehen::V,కాచియుండు,видзӧтны
861,hören::V,విను,кывны
862,zuhören::V,విను,кывзыны
863,probieren::V,చవిచూచుట,пешлыны
864,riechen::V,వాసనచూచు,дукавны
865,fühlen::V,స్పర్శించుట,кывны
866,scheinen::V,కనబడు,декуйтчыны
867,zu sehen sein::V,చూవు,тыдавны
868,vernehmen::V,విను,тӧдмавны
869,frieren::V,చలికి వడకు,гегдыны
870,tun::V,చేయు,керны
871,können::V,గల,вермыны
872,wollen::V,కోరు,мӧдны
873,anfangen::V,ఆరంభించు,петны
874,beenden::V,ముగించు,ештӧтны
875,beenden::V,ముగించు,керыштны
876,aufhören::V,నిలుపు,дугдыны
877,gelingen::V,గెలుపాందు,шогмыны
878,geraten::V,వెలువడు,мыччисьны
879,öffnen::V,తెఱచు,осьтны
880,schließen::V,మూయు,пӧднавны
881,stellen::V,ఉంచు,сувтӧтны
882,setzen::V,ఉంచు,пуксьӧтны
883,legen::V,పెట్టు,пуктыны
884,berühren::V,తాకు,вӧрзьӧтны
885,verbinden::V,చేర్చుట,йитны
886,bedecken::V,మూయు,вевттьыны
887,aufhängen::V,వ్రేలాడదీయు,ӧшӧтны
888,anzünden::V,వెలిగించు,ӧзтыны
889,aufheben::V,సేకరించు,лэбтыны
890,zurücklassen::V,విడుచు,кольны
891,verlieren::V,పోగొట్టుకొను,ӧштыны
892,fallen lassen::V,జాఱవిడుచు,уськӧтны
893,machen::V,చేయు,керны
894,herstellen::V,ఉత్పత్తిచేయు,вӧчны
895,bauen::V,నిర్మించు,строитны
896,reparieren::V,సరిచేయు,вочны
897,verbessern::V,వృద్ధి చేయు,бурсьӧтны
898,ändern::V,మార్చు,вежны
899,graben::V,త్రవ్వు,гарйыны
900,beugen::V,వంచు,кусіньтны
901,biegen::V,వంచు,чукыльтыштны
902,drehen::V,నూలువడుకు,бергӧтны
903,wenden::V,త్రిప్పు,бергӧтны
904,umdrehen::V,త్రిప్పు,бергӧтны
905,heben::V,ఎత్తు,лэбтыны
906,hochheben::V,ఎత్తు,лэбтыны
907,ergreifen::V,వశపఱచుకొను,кватитны
908,halten::V,ఉంచు,видзны
909,drücken::V,అణచు,личкыны
910,schieben::V,నొక్కు,тойлавны
911,kratzen::V,గోకు,шаркӧтны
912,lecken::V,నాకు,нювны
913,beißen::V,కఱచు,йирны
914,abreißen::V,తెగతెంచు,орӧтны
915,abschneiden::V,తెగకొట్టు,шӧрыштны
916,abschneiden::V,తెగకొట్టు,вундыштны
917,binden::V,కట్టు,гӧрдззыны
918,stecken::V,తగులుకొనివుండుట,мӧртны
919,brechen::V,పగులగొట్టు,жугдыны
920,klopfen::V,కొట్టు,зукӧтны
921,hauen::V,కొట్టు,желльыны
922,kleben::V,అంటుకొను,лякӧтны
923,reiben::V,రాచు,зыртны
924,streichen::V,వ్యాపింపజేయు,мавтны
925,schleifen::V,రాచు,кыскыны
926,schneiden::V,కోయు,вундавны
927,rütteln::V,కుదిలించుట,шатлавны
928,schütteln::V,కదల్చు,зыбӧтны
929,schwenken::V,ఊచుట,ӧвтны
930,schwenken::V,ఊచుట,макайтны
931,schütten::V,పోయు,кисьтны
932,füllen::V,నింపు,тыртны
933,füllen::V,నింపు,тырсьӧтны
934,einwickeln::V,చుట్టు,тубны
935,tragen::V,మోయు,новйӧтны
936,schleppen::V,ఈడ్చు,кыскыны
937,ziehen::V,ఈడ్చు,кыскыны
938,aufbewahren::V,కాపాడు,видзны
939,werfen::V,విసరు,шентывлыны
940,fangen::V,పట్టుకొను,кутны
941,packen::V,పట్టుకొను,кутасьны
942,packen::V,పట్టుకొను,кватитны
943,verstecken::V,దాచు,дзебны
944,teilen::V,భాగించు,торйӧтны
945,schicken::V,పంపు,иньдыны
946,bringen::V,తెచ్చు,вайны
947,hinzufügen::V,చేర్చు,содтыны
948,bekommen::V,సంపాదించు,получитны
949,erhalten::V,పుచ్చుకొను,получитны
950,nehmen::V,తీసికొను,босьтны
951,wählen::V,ఇష్టపడు,бӧрйыны
952,auswählen::V,ఏరుకొను,бӧрйыны
953,bewahren::V,భద్రపఱుచు,видзны
954,behindern::V,అడ్డగించుట,падтыны
955,verderben::V,చెఱచు,изводавны
956,beschädigen::V,చెరుపుట,паздыны
957,zerbrechen::V,పగులగొట్టు,паздыны
958,zerreißen::V,చించు,косявны
959,zerstören::V,వాశనము చేయు,паздыны
960,verbrennen::V,కాల్చు,сотны
961,geben::V,ఇచ్చు,сетны
962,reichen::V,అందుకొనుట,сетны
963,schenken::V,అర్పించు,козьнавны
964,versprechen::V,వాగ్దత్తము చేయు,кӧсйыны
965,wünschen::V,కోరు,бурсьыны
966,loben::V,స్తుతించు,ошкыны
967,küssen::V,ముద్దుపెట్టుకొను,окавны
968,wiegen::V,ఊచుట,тюттьӧтны
969,zudecken::V,మూయు,вевттьыны
970,wecken::V,నిద్రపలేపుట,саймӧтны
971,zeigen::V,చూవు,мыччавны
972,führen::V,దారిచూపు,нуӧтны
973,lehren::V,బోధించు,велӧтны
974,unterrichten::V,నేర్పు,велӧтны
975,aufziehen::V,పెంచు,быдтыны
976,leiten::V,తీసుకపోవుట,юравны
977,leiten::V,తీసుకపోవుట,веськӧтлыны
978,antreiben::V,ప్రేరేపించు,тэрмӧтны
979,lassen::V,అనుమతించు,-ӧтыны
980,einladen::V,ఆహ్వానించు,корны
981,vereinigen::V,కూడుట,ӧтувтны
982,vereinigen::V,కూడుట,ӧтлаавны
983,besuchen::V,పోయి చూచు,пыравлыны
984,treffen::V,కలియు,пантавны
985,sich versammeln::V,కూర్చు,ӧксьыны
986,spielen::V,ఆట లాడు,орсны
987,singen::V,పాడు,сьывны
988,tanzen::V,నృత్యముచేయు,йӧктыны
989,sich trennen::V,ఎడబాయుట,торьясьны
990,verlassen::V,విడుచు,кольны
991,retten::V,తప్పించుట,мынтны
992,bewachen::V,కాపాడు,смекайтны
993,schützen::V,రక్షించు,дорйыны
994,verteidigen::V,రక్షించు,дорйыны
995,sich schlagen::V,జగడమాడు,тышкасьны
996,schießen::V,కాల్చు,лыйны
997,siegen::V,గెలుచు,вермыны
998,ärgern::V,పీడించుట,лӧгӧтны
999,schlagen::V,కొట్టు,базнитны
1000,treten::V,తన్ను,чужьявны
1001,stechen::V,కుట్టు,бытшкыны
1002,stoßen::V,గెంటు,тапкыны
1003,stoßen::V,గెంటు,тойыштны
1004,stehlen::V,దొంగిలించు,гусявны
1005,stören::V,కలతపఱచు,костіавны
1006,belästigen::V,పీడించు,назыляйтны
1007,verbergen::V,దాచు,дзебны
1008,täuschen::V,మోసము చేయు,бӧбӧтны
1009,täuschen::V,మోసము చేయు,пӧрьявны
1010,betrügen::V,మోసపుచ్చు,муклачитны
1011,töten::V,చంపు,вийны
1012,wohnen::V,నివసించు,овны
1013,arbeiten::V,పనిచేయు,уджавны
1014,sammeln::V,ప్రోగుచేయు,ӧктыны
1015,pflücken::V,యేరుట,судзлавны
1016,jagen::V,వేటాడు,вӧравны
1017,fischen::V,వెదకు,чериавны
1018,fassen::V,పట్టుకొమ,кутны
1019,hüten::V,మందచేరుట,вердны
1020,hüten::V,మందచేరుట,йирсьӧтны
1021,treiben::V,నడపు,вашӧтны
1022,anbinden::V,కట్టు,кӧртавны
1023,füttern::V,భోజనము పెట్టు,вердны
1024,melken::V,పాలు పితుకు,высьтыны
1025,melken::V,పాలు పితుకు,чилькӧтны
1026,hacken::V,నఱకు,керавны
1027,gießen::V,నీళ్ళుకట్టుట,киськавны
1028,reifen::V,పండుట,кисьмыны
1029,zubereiten::V,వండు,лӧсьӧтны
1030,kochen::V,వండు,пуны
1031,backen::V,రొట్టెకాల్చు,пӧжавны
1032,braten::V,వేపు,жаритны
1033,umrühren::V,కదులుట,соравны
1034,stricken::V,అల్లు,домавны
1035,nähen::V,కుట్టు,вурны
1036,färben::V,రంగు వేయు,краситны
1037,reinigen::V,శుభ్రము చేయు,весӧтны
1038,waschen::V,కడుగు,пеславны
1039,abwischen::V,తుడుచు,чышкыны
1040,spülen::V,నీటిలో జడించు,гывьявны
1041,fegen::V,ఊడ్చు,чышкыны
1042,kehren::V,ఊడ్చు,чышкыны
1043,baden::V,స్నానము చేయు,купайтчыны 
1044,sich waschen::V,కడుగు,миссьыны
1045,ausziehen::V,విప్పు,гыжтӧтны
1046,ausziehen::V,విప్పు,пӧрччавны
1047,anziehen::V,ధరించు,пасьтавны
1048,sich anziehen::V,బట్టలు వేసుకొను,пасьтасьны
1049,sich anziehen::V,తొడుగుకొను,пасьтасьны
1050,kämmen::V,దువ్వుట,сынавны
1051,schmücken::V,అలంకరించు,баситны
1052,sagen::V,చెప్పు,висьтавны
1053,sprechen::V,చెప్పు,шуны
1054,reden::V,మాటలాడు,баитны
1055,sich unterhalten::V,ముచ్చటలాడు,сёрнитны
1056,fragen::V,ప్రశ్నించు,юавны
1057,bitten::V,కోరు,корны
1058,erzählen::V,చెప్పు,висьтавны
1059,mitteilen::V,తెలియజేయు,висьтавны
1060,nennen::V,పేరు వెట్టు,нимтны
1061,rufen::V,పిలుచు,китсавны
1062,rufen::V,పిలుచు,корны
1063,rufen::V,పిలుచు,чукӧстны
1064,prahlen::V,జల్లి,ошшасьны
1065,übersetzen::V,తర్జుమాచేయు,вуджӧтны
1066,denken::V,ఆలోచించు,чайтны
1067,glauben::V,నమ్ము,веритны
1068,bemerken::V,గుర్తించు,казявны
1069,erkennen::V,గుర్తించు,тӧдсавны
1070,begreifen::V,గ్రహించు,вежӧртны
1071,verstehen::V,గ్రహించు,кывны
1072,lernen::V,నేర్చు కొను,велӧтчыны
1073,wissen::V,తెలిసికొను,тӧдны
1074,sich erinnern an::V,జ్ఞాపకముంచుకొను,касьтывны
1075,vergessen::V,మఱచిపోవు,вунӧтны
1076,messen::V,కొలుచుట,меряйтны
1077,zählen::V,లెక్కపెట్టు,лыддьыны
1078,rechnen::V,లెక్కపెట్టు,лыддьыны
1079,lesen::V,చదువు,лыддьӧтны
1080,malen::V,పూనుట,
1081,zeichnen::V,వ్రాసుట,гижмавны
1082,schreiben::V,వ్రాయు,гижны
1083,besitzen::V,కలిగియుండు,лоны
1084,kaufen::V,కొను,небны
1085,verkaufen::V,అమ్ము,вузавны
1086,bezahlen::V,చెల్లించు,вештыны
1087,zahlen::V,చెల్లించు,вештыны
1088,beherrschen::V,ఏలు,
1089,ertragen::V,భరించు,терпитны
