,Concept_ID,ru,pl
147,Kralle::N,лапа,pazur
148,Schwanz::N,хвост,ogon
149,Ei::N,яйцо,jajko
150,Nest::N,гнездо,gniazdo
151,Bau::N,нора,nora
152,Tier::N,животное,zwierzę
153,Herde::N,стадо,stado
154,Herde::N,стадо,trzoda
155,Kuh::N,корова,krowa
156,Bulle::N,бык,byk
157,Pferd::N,лошадь,koń
158,Schaf::N,овца,owca
159,Schwein::N,свинья,świnia
160,Hund::N,собака,pies
161,Katze::N,кошка,kot
162,Katze::N,кошка,kotka
163,Bär::N,медведь,niedźwiedż
164,Eichhörnchen::N,белка,wiewiórka
165,Elch::N,лось,łóś
166,Fuchs::N,лиса,lis
167,Hase::N,заяц,zając
168,Maus::N,мышь,mysz
169,Wolf::N,волк,wilk
170,Vogel::N,птица,ptak
171,Schwarm::N,стая,stado
172,Huhn::N,курица,kura
173,Hahn::N,петух,kogut
174,Gans::N,гусь,gęś
175,Adler::N,орел,orzeł
176,Ente::N,утка,kaczka
177,Eule::N,сова,sowa
178,Kranich::N,журавль,żuraw
179,Krähe::N,ворона,wrona
180,Kuckuck::N,кукушка,kukułka
181,Schwan::N,лебедь,łabędż
182,Fisch::N,рыба,ryba
183,Barsch::N,окунь,okoń
184,Hecht::N,щука,szczupak
185,Schlange[Tier]::N,змея,wąż
186,Schlange[Tier]::N,змея,żmija
187,Wurm::N,червяк,robak
188,Spinne::N,паук,pająk
189,Ameise::N,муравей,mrówka
190,Laus::N,вошь,wesz
191,Mücke::N,комар,komar
192,Fliege::N,муха,mucha
193,Schmetterling::N,бабочка,motyl
194,Beere::N,ягода,jagoda
195,Apfel::N,яблоко,jabłko
196,Pilz::N,гриб,grzyb
197,Zwiebel::N,луковица,cebula
198,Saat::N,семя,siew
199,Korn::N,зерно,ziarno
200,Heu::N,сено,siano
201,Schale::N,шелуха,łupina
202,Grube::N,яма,dół
203,Grube::N,яма,jama
204,Falle::N,ловушка,pułapka
205,Schlinge::N,силок,sidła
206,Spur::N,след,ślad
207,Asche::N,зола,popiół
208,Asche::N,пепел,popiół
209,Dreck::N,грязь,brud
210,Eisen::N,железо,żelazo
211,Gold::N,золото,złoto
212,Silber::N,серебро,srebro
213,Kohle::N,уголь,węgiel
214,Glas::N,стекло,szkło
215,Lehm::N,глина,glina
216,Sand::N,песок,piasek
217,Mensch::N,человек,człowiek
218,Mann::N,мужчина,mężczyzna
219,Frau::N,женщина,kobieta
220,Kind::N,ребенок,dziecko
221,Junge::N,мальчик,chłopak
222,Junge::N,мальчик,chłopiec
223,Mädchen::N,девочка,dziewczynka
224,Familie::N,семья,rodzina
225,Großvater::N,дедушка,dziadek
226,Großmutter::N,бабушка,babka
227,Eltern::N,родители,rodzice
228,Vater::N,отец,ojciec
229,Mutter::N,мать,matka
230,Sohn::N,сын,syn
231,Tochter::N,дочь,córka
232,Bruder::N,брат,brat
233,Schwester::N,сестра,siostra
234,Onkel::N,дядя,wuj
235,Onkel::N,дядя,stryj
236,Tante::N,тетя,ciotka
237,Ehemann::N,муж,mąż
238,Ehefrau::N,жена,żona
239,Freude::N,радость,radość
240,Gelächter::N,смех,śmiech
241,Glück::N,счастье,szczęście
242,Kummer::N,горе,zmartwienie
243,Wunsch::N,желание,życzenie
244,Lust::N,влечение,chęć
245,Lust::N,влечение,ochota
246,Geist::N,дух,duch
247,Gedanke::N,мысль,myśl
248,Gedächtnis::N,память,pamięć
249,Verstand::N,ум,rozum
250,Sinn::N,смысл,zmysł
251,Grund::N,повод,powód
252,Wahrheit::N,правда,prawda
253,Gespräch::N,беседа,rozmowa
254,Märchen::N,сказка,bajka
255,Erzählung::N,рассказ,opowiadanie
256,Nachricht::N,сообщение,wiadomość
257,Neuigkeit::N,новость,nowina
258,Name::N,имя,imię
259,Rätsel::N,загадка,zagadka
260,Rede::N,речь,mowa
261,Sprache::N,язык,język
262,Stimme::N,голос,głos
263,Wort::N,слово,słowo
264,Zeichen::N,знак,znak
265,Ruf::N,зов,wołanie
266,Lärm::N,шум,hałas
267,Lärm::N,шум,zgiełk
268,Laut::N,звук,dźwięk
269,Ton::N,звучание,ton
270,Ton::N,звучание,dźwięk
271,Lied::N,песня,pieśń
272,Lied::N,песня,piosenka
273,Ruhe::N,покой,spokój
274,Leute::N,люди,ludzie
275,Volk::N,народ,naród
276,Arbeit::N,работа,praca
277,Arbeit::N,работа,robota
278,Gast::N,гость,gość
279,Geschenk::N,подарок,prezent
280,Geschenk::N,подарок,podarunek
281,Spiel::N,игра,gra
282,Spiel::N,игра,zabawa
283,Gesellschaft::N,общество,towarzystwo
284,Hilfe::N,помощь,pomoc
285,Freund::N,друг,przyjaciel
286,Kamerad::N,приятель,kolega
287,Angelegenheit::N,дело,sprawa
288,Anzahl::N,количество,ilość
289,Art::N,вид,rodzaj
290,Stück::N,кусок,kawałek
291,Teil::N,часть,część
292,Hälfte::N,половина,połowa
293,Kreis::N,круг,krąg
294,Kreuz::N,крест,krzyż
295,Linie::N,линия,linia
296,Strich::N,черта,kreska
297,Abstand::N,промежуток,odstęp
298,Entfernung::N,расстояние,odległość
299,Gegend::N,местность,okolica
300,Platz::N,пространство,miejsce
301,Ort::N,место,miejsce
302,Seite::N,сторона,bok
303,Seite::N,сторона,strona
304,Mitte::N,середина,środek
305,Gegenstand::N,предмет,przedmiot
306,Sache::N,вещь,rzecz
307,Rand::N,край,skraj
308,Rand::N,край,krawędź
309,Kante::N,ребро,kant
310,Kante::N,ребро,krawędź
311,Ecke::N,угол,róg
312,Spitze::N,кончик,ostrze
313,Ende::N,конец,koniec
314,Loch::N,дыра,dziura
315,Winkel::N,угол,kąt
316,Winkel::N,угол,kącik
317,Muster::N,узор,wzór
318,Größe::N,размер,rozmiar
319,Größe::N,размер,wielkość
320,Länge::N,длина,długość
321,Höhe::N,высота,wysokość
322,Gewicht::N,вес,ciężar
323,Menge::N,количество,ilość
324,Haufen::N,куча,kupa
325,Reihe::N,ряд,rząd
326,Reihe::N,ряд,szereg
327,Boot::N,лодка,łódź
328,Boot::N,лодка,łódka
329,Ruder::N,весло,wiosło
330,Schlitten::N,сани,sanki
331,Ski::N,лыжа,narta
332,Lagerfeuer::N,костер,ognisko
333,Last::N,тяжесть,ciężar
334,Last::N,тяжесть,brzemię
335,Gang::N,ход,chód
336,Schritt::N,шаг,krok
337,Norden::N,север,północ
338,Süden::N,юг,południe
339,Westen::N,запад,zachód
340,Osten::N,восток,wschód
341,Holz::N,древесина,drzewo
342,Brett::N,доска,deska
343,Platte::N,плита,płyta
344,Stütze::N,подпорка,podpora
345,Stange::N,жердь,drąg
346,Stange::N,жердь,żerdź
347,Stock::N,палка,kij
348,Stock::N,палка,laska
349,Stab::N,шест,pręt
350,Rohr::N,труба,rura
351,Haus::N,дом,dom
352,Heim::N,дом,dom
353,Ofen::N,печь,piec
354,Fußboden::N,пол,podłoga
355,Tisch::N,стол,stół
356,Stuhl::N,стул,krzesło
357,Wiege::N,колыбель,kołyska
358,Bett::N,постель,łóżko
359,Bett::N,постель,pościel
360,Regal::N,полка,regał
361,Kiste::N,ящик,skrzynia
362,Fenster::N,окно,okno
363,Tür::N,дверь,drzwi
364,Tor::N,ворота,brama
365,Zaun::N,забор,płot
366,Zaun::N,забор,parkan
367,Dach::N,крыша,dach
368,Leiter::N,лестница,drabina
369,Besen::N,метла,miotła
370,Spaten::N,лопата,rydel
371,Schaufel::N,совок,łopata
372,Gabel::N,вилка,widelec
373,Löffel::N,ложка,łyżka
374,Messer::N,нож,nóż
375,Nagel::N,гвоздь,gwóźdź
376,Netz::N,сеть,sieć
377,Haken::N,крюк,hak
378,Griff::N,ручка,chwyt
379,Schloss::N,замок,zamek
380,Bild::N,картина,obraz
381,Figur::N,фигура,figura
382,Puppe::N,кукла,lalka
383,Beutel::N,мешок,torba
384,Bündel::N,связка,wiązka
385,Tasche::N,сумка,torba
386,Eimer::N,ведро,kubeł
387,Eimer::N,ведро,wiadro
388,Deckel::N,крышка,przykrywka
389,Geschirr::N,посуда,statki
390,Geschirr::N,посуда,naczynia
391,Sack::N,мешок,worek
392,Tasse::N,чашка,filiżanka
393,Topf::N,кастрюля,garnek
394,Kessel::N,котел,kocioł
395,Essen::N,еда,jedzenie
396,Nahrung::N,пища,pokarm
397,Nahrung::N,пища,pożywienie
398,Speise::N,блюдо,potrawa
399,Speise::N,блюдо,jedzenie
400,Speise::N,кушанье,potrawa
401,Speise::N,кушанье,jedzenie
402,Fleisch::N,мясо,mięso
403,Getreide::N,хлеб,zboże
404,Brei::N,каша,kasza
405,Brot::N,хлеб,chleb
406,Scheibe::N,ломоть,kromka
407,Fett::N,жир,tłuszcz
408,Butter::N,масло,masło
409,Öl::N,масло,olej
410,Salz::N,соль,sól
411,Suppe::N,суп,zupa
412,Honig::N,мед,miód
413,Milch::N,молоко,mleko
414,Tee::N,чай,herbata
415,Leder::N,кожа,skóra
416,Wolle::N,шерсть,wełna
417,Stoff::N,ткань,tkanina
418,Stoff::N,ткань,materiał
419,Nadel::N,игла,igła
420,Faden::N,нитка,nić
421,Faden::N,нитка,nitka
422,Knopf::N,пуговица,guzik
423,Knoten::N,узел,węzeł
424,Farbe::N,краска,farba
425,Kleidung::N,одежда,odzież
426,Hemd::N,рубашка,koszula
427,Kragen::N,воротник,kołnierz
428,Ärmel::N,рукав,rękaw
429,Hose::N,брюки,spodnie
430,Gürtel::N,пояс,pasek
431,Mütze::N,шапка,czapka
432,Schuh::N,ботинок,but
433,Schuh::N,ботинок,bucik
434,Stiefel::N,сапог,but
435,Stiefel::N,сапог,kozak
436,Ring::N,кольцо,pierścień
437,Band::N,лента,wstęga
438,Kamm::N,расческа,grzebień
439,Spiegel::N,зеркало,lustro
440,Riemen::N,ремень,rzemień
441,Schnur::N,веревка,sznur
442,Leine::N,поводок,smycz
443,Decke::N,одеяло,kołdra
444,Kissen::N,подушка,poduszka
445,Tuch::N,платок,chustka
446,Handtuch::N,полотенце,ręcznik
447,Kraft::N,сила,moc
448,Kraft::N,сила,siła
449,Stärke::N,крепость,moc
450,Stärke::N,крепость,siła
451,Gesundheit::N,здоровье,zdrowie
452,Krankheit::N,болезнь,choroba
453,Schmerz::N,боль,ból
454,Wunde::N,рана,rana
455,Fieber::N,лихорадка,gorączka
456,Fieber::N,температура,gorączka
457,Arznei::N,лекарство,lekarstwo
458,Brücke::N,мост,most
459,Brunnen::N,колодец,studnia
460,Weide::N,пастбище,pastwisko
461,Pfad::N,тропа,ścieżka
462,Weg::N,путь,droga
463,Weg::N,дорога,droga
464,Straße::N,улица,ulica
465,Straße::N,дорога,ulica
466,Dorf::N,деревня,wieś
467,Stadt::N,город,miasto
468,Brief::N,письмо,list
469,Buch::N,книга,książka
470,Buchstabe::N,буква,litera
471,Zeitung::N,газета,gazeta
472,Zeitung::N,газета,dziennik
473,Leben::N,жизнь,życie
474,Tod::N,смерть,śmierć
475,Grab::N,могила,grób
476,Kirche::N,церковь,kościół
477,Sünde::N,грех,grzech
478,Gott::N,бог,bóg
479,Arbeiter::N,рабочий,robotnik
480,Chef::N,начальник,szef
481,Meister::N,мастер,mistrz
482,Meister::N,мастер,majster
483,Arzt::N,врач,lekarz
484,Lehrer::N,учитель,nauczyciel
485,Geld::N,деньги,pieniądze
486,Geschäft::N,занятие,sprawa
487,Geschäft::N,занятие,interes
488,Laden::N,магазин,sklep
489,Preis::N,цена,cena
490,Ware::N,товар,towar
491,Nutzen::N,выгода,pożytek
492,Reichtum::N,богатство,bogactwo
493,Welt::N,мир,świat
494,Land::N,страна,kraj
495,Staat::N,государство,państwo
496,König::N,король,król
497,Macht::N,власть,władza
498,Grenze::N,граница,granica
499,Krieg::N,война,wojna
500,Feind::N,враг,wróg
501,Gewalt::N,насилие,władza
502,Kampf::N,борьба,bój
503,Kampf::N,борьба,walka
504,Bogen[Waffe]::N,лук,łuk
505,Pfeil::N,стрела,strzała
506,Gewehr::N,ружье,karabin
507,Fehler::N,ошибка,błąd
508,Lüge::N,ложь,kłamstwo
509,Schaden::N,вред,szkoda
510,Unglück::N,беда,nieszczęście
511,Schuld::N,вина,wina
512,Alter::N,возраст,wiek
513,Schluss::N,окончание,koniec
514,Schluss::N,окончание,zakończenie
515,Zeit::N,время,czas
516,Tag::N,день,dzień
517,Morgen::N,утро,ranek
518,Morgen::N,утро,poranek
519,Mittag::N,полдень,południe
520,Abend::N,вечер,wieczór
521,Nacht::N,ночь,noc
522,Woche::N,неделя,tydzień
523,Monat::N,месяц,miesiąc
524,Jahr::N,год,rok
525,Frühling::N,весна,wiosna
526,Sommer::N,лето,lato
527,Herbst::N,осень,jesień
528,Winter::N,зима,zima
529,Januar::N,январь,styczeń
530,Februar::N,февраль,luty
531,März::N,март,marzec
532,April::N,апрель,kwiecień
533,Mai::N,май,maj
534,Juni::N,июнь,czerwiec
535,Juli::N,июль,lipiec
536,August::N,август,sierpień
537,September::N,сентябрь,wrzesień
538,Oktober::N,октябрь,październik
539,November::N,ноябрь,listopad
540,Dezember::N,декабрь,grudzień
541,Montag::N,понедельник,poniedziałek
542,Dienstag::N,вторник,wtorek
543,Mittwoch::N,среда,środa
544,Donnerstag::N,четверг,czwartek
545,Freitag::N,пятница,piątek
546,Samstag::N,суббота,sobota
547,Sonntag::N,воскресенье,niedziela
548,groß::A,большой,duży
549,groß::A,большой,wielki
550,klein::A,маленький,mały
551,lang::A,длинный,długi
552,kurz::A,короткий,krótki
553,breit::A,широкий,szeroki
554,schmal::A,узкий,wąski
555,dicht::A,густой,gęsty
556,dick[Gegenstand]::A,толстый,gruby
557,dünn::A,тонкий,cienki
558,fein::A,тонкий,drobny
559,fest::A,крепкий,mocny
560,fest::A,крепкий,twardy
561,flach::A,плоский,płaski
562,glatt::A,гладкий,gładki
563,hart::A,твердый,twardy
564,weich::A,мягкий,miękki
565,rund::A,круглый,okrągły
566,spitz::A,остроконечный,spiczasty
567,scharf::A,острый,ostry
568,stumpf::A,тупой,tępy
569,schwer::A,тяжелый,ciężki
570,schön::A,красивый,ładny
571,schön::A,красивый,piękny
572,heiß::A,жаркий,gorący
573,warm::A,теплый,ciepły
574,kalt::A,холодный,zimny
575,kühl::A,прохладный,chłodny
576,frisch::A,свежий,świeży
577,feucht::A,влажный,wilgotny
578,nass::A,мокрый,mokry
579,trocken::A,сухой,suchy
580,voll::A,полный,pełny
581,voll::A,наполненный,pełny
582,leer::A,пустой,pusty
583,leer::A,пустой,próżny
584,offen::A,открытый,otwarty
585,geschlossen::A,закрытый,zamknięty
586,sauber::A,чистый,czysty
587,schmutzig::A,грязный,brudny
588,roh::A,сырой,surowy
589,reif::A,зрелый,dojrzały
590,lecker::A,вкусный,smaczny
591,süß::A,сладкий,słodki
592,bitter::A,горький,gorzki
593,sauer::A,кислый,kwaśny
594,hell::A,светлый,jasny
595,dunkel::A,темный,ciemny
596,schwarz::A,черный,czarny
597,weiß::A,белый,biały
598,rot::A,красный,czerwony
599,gelb::A,желтый,żółty
600,blau::A,синий,błękitny
601,blau::A,синий,niebieski
602,grün::A,зеленый,zielony
603,grau::A,серый,szary
604,bunt::A,пестрый,barwny
605,billig::A,дешевый,tani
606,teuer::A,дорогой,drogi
607,wertvoll::A,ценный,cenny
608,blind::A,слепой,ślepy
609,taub::A,глухой,głuchy
610,kräftig::A,могучий,mocny
611,stark::A,сильный,silny
612,schwach::A,слабый,słaby
613,fett::A,жирный,tłusty
614,schlank::A,стройный,smukły
615,hübsch::A,прелестный,ładny
616,böse::A,злой,zły
617,dumm::A,глупый,głupi
618,faul::A,ленивый,leniwy
619,fleißig::A,прилежный,pilny
620,geizig::A,жадный,skąpy
621,klug::A,умный,mądry
622,geschickt::A,искусный,zręczny
623,lieb::A,милый,miły
624,lustig::A,веселый,wesoły
625,sanft::A,нежный,łagodny
626,hungrig::A,голодный,głodny
627,krank::A,больной,chory
628,nackt::A,голый,nagi
629,traurig::A,грустный,smutny
630,lebendig::A,живой,żywy
631,gut::A,хороший,dobry
632,schlecht::A,плохой,zły
633,richtig::A,правильный,słuszny
634,richtig::A,правильный,właściwy
635,schlimm::A,отвратительный,zły
636,schlimm::A,мерзкий,zły
637,wahr::A,настоящий,prawdziwy
638,alt::A,старый,stary
639,neu::A,новый,nowy
640,ehemalig::A,бывший,były
641,alt[Lebewesen]::A,пожилой,stary
642,jung::A,молодой,młody
643,arm::A,бедный,ubogi
644,arm::A,бедный,biedny
645,reich::A,богатый,bogaty
646,bekannt::A,знакомый,znany
647,berühmt::A,знаменитый,słynny
648,fremd::A,чужой,obcy
649,fremd::A,чужой,cudzy
650,verschieden::A,разный,różny
651,nah::A,близкий,bliski
652,fern::A,далекий,daleki
653,linker::A,левый,lewy
654,rechter::A,правый,prawy
655,anderer::A,другой,inny
656,erster::A,первый,pierwszy
657,zweiter::A,второй,drugi
658,dritter::A,третий,trzeci
659,letzter::A,последний,ostatni
660,allein::ADV,один,sam
661,auf einmal::ADV,сразу,naraz
662,zusammen::ADV,вместе,razem
663,lange::ADV,долго,długo
664,plötzlich::ADV,вдруг,nagle
665,sofort::ADV,тотчас,natychmiast
666,später::ADV,позже,później
667,jetzt::ADV,сейчас,teraz
668,jetzt::ADV,сейчас,obecnie
669,heute::ADV,сегодня,dziś
670,heute::ADV,сегодня,dzisiaj
671,morgen::ADV,завтра,jutro
672,bald::ADV,скоро,wkrótce
673,dann::ADV,потом,potem
674,gestern::ADV,вчера,wczoraj
675,einst::ADV,однажды,kiedyś
676,einst::ADV,однажды,niegdyś
677,damals::ADV,тогда,wtedy
678,damals::ADV,тогда,wówczas
679,danach::ADV,затем,następnie
680,vorher::ADV,раньше,przedtem
681,zuerst::ADV,сперва,naprzód
682,zuerst::ADV,сперва,najpierw
683,einmal::ADV,раз,raz
684,manchmal::ADV,иногда,czasem
685,oft::ADV,часто,często
686,immer::ADV,всегда,zawsze
687,niemals::ADV,никогда,nigdy
688,hier::ADV,здесь,tu
689,hier::ADV,здесь,tutaj
690,hierhin::ADV,сюда,tu
691,von hier::ADV,отсюда,stąd
692,dort::ADV,там,tam
693,dorthin::ADV,туда,tam
694,geradeaus::ADV,прямо,prosto
695,vorwärts::ADV,вперед,naprzód
696,rückwärts::ADV,назад,wstecz
697,zurück::ADV,обратно,z powrotem
698,unten::ADV,внизу,u dołu
699,unten::ADV,внизу,na dole
700,hinab::ADV,вниз,na_dół
701,hinab::ADV,вниз,w_dół
702,oben::ADV,наверху,w górze
703,oben::ADV,наверху,na górze
704,hinauf::ADV,вверх,w górę
705,hinauf::ADV,вверх,na górę
706,überall::ADV,везде,wszędzie
707,nicht::ADV,не,nie
708,ein wenig::ADV,немного,trochę
709,kaum::ADV,едва,ledwie
710,kaum::ADV,едва,prawie nie
711,sehr::ADV,очень,bardzo
712,so::ADV,так,tak
713,noch::ADV,еще,jeszcze
714,nur::ADV,только,tylko
715,schon::ADV,уже,już
716,wieder::ADV,опять,znów
717,wieder::ADV,опять,znowu
718,vergebens::ADV,напрасно,na próżno
719,vor::PRP,перед,przed
720,hinter::PRP,за,za
721,hinter::PRP,позади,za
722,unter::PRP,под,pod
723,durch::PRP,сквозь,przez
724,neben::PRP,возле,obok
725,zwischen::PRP,между,między
726,wegen::PRP,из-за,z powodu
727,dies::PRN,это,to
728,das::PRN,то,to
729,alles::PRN,все,wszystko
730,ich::PRN,я,ja
731,du::PRN,ты,ty
732,er::PRN,он,on
733,wir::PRN,мы,my
734,ihr::PRN,вы,wy
735,sie::PRN,они,oni
736,was::FPRN,что,co
737,wer::FPRN,кто,kto
738,wo::FADV,где,gdzie
739,wohin::FADV,куда,dokąd
740,wie::FADV,как,jak
741,warum::FADV,почему,dlaczego
742,wieviel::FNUM,сколько,ile
743,eins::NUM,один,jeden
744,zwei::NUM,два,dwa
745,drei::NUM,три,trzy
746,vier::NUM,четыре,cztery
747,fünf::NUM,пять,pięć
748,sechs::NUM,шесть,sześć
749,sieben::NUM,семь,siedem
750,acht::NUM,восемь,osiem
751,neun::NUM,девять,dziewięć
752,zehn::NUM,десять,dziesięć
753,elf::NUM,одиннадцать,jedenaście
754,zwölf::NUM,двенадцать,dwanaście
755,zwanzig::NUM,двадцать,dwadzieścia
756,dreißig::NUM,тридцать,trzydzieści
757,vierzig::NUM,сорок,czterdzieści
758,fünfzig::NUM,пятьдесят,pięćdziesiąt
759,sechzig::NUM,шестьдесят,sześćdziesiąt
760,siebzig::NUM,семьдесят,siedemdziesiąt
761,achtzig::NUM,восемьдесят,osiemdziesiąt
762,neunzig::NUM,девяносто,dziewięćdziesiąt
763,hundert::NUM,сто,sto
764,tausend::NUM,тысяча,tysiąc
765,und::CNJ,и,i
766,oder::CNJ,или,lub
767,oder::CNJ,или,albo
768,oder::CNJ,либо,lub
769,oder::CNJ,либо,albo
770,stehen::V,стоять,stać
771,sitzen::V,сидеть,siedzieć
772,liegen::V,лежать,leżeć
773,hängen::V,висеть,wisieć
774,werden::V,стать,zostać
775,werden::V,стать,stać się
776,passieren::V,случиться,dziać się
777,passieren::V,случиться,zdarzyć się
778,beginnen::V,начаться,zacząć się
779,enden::V,кончиться,kończyć się
780,wechseln::V,меняться,zmienić się
781,aufgehen[Sonne]::V,взойти,wzejść
782,untergehen[Sonne]::V,зайти,zajść
783,scheinen[Sonne]::V,светить,świecić
784,donnern::V,греметь,grzmieć
785,wehen::V,дуть,wiać
786,strömen::V,литься,płynąć
787,strömen::V,литься,lać się
788,fließen::V,течь,ciec
789,fließen::V,течь,płynąć
790,sich drehen::V,вращаться,obracać się
791,schwanken::V,колебаться,chwiać się
792,schwingen::V,качаться,wahać się
793,fallen::V,падать,padać
794,brennen::V,гореть,palić się
795,rauchen::V,дымить,dymić
796,rauchen::V,дымить,dymić się
797,regnen::V,дождить,padać
798,gefrieren::V,замерзнуть,zamarznąć
799,tauen::V,таять,tajać
800,schmelzen::V,плавиться,topnieć
801,trocknen::V,сохнуть,schnąć
802,sieden::V,кипеть,wrzeć
803,sieden::V,кипеть,kipieć
804,faulen::V,гнить,gnić
805,verfaulen::V,сгнить,zgnić
806,reißen::V,рваться,urywać się
807,versinken::V,тонуть,tonąć
808,vergehen::V,проходить,przechodzić
809,erscheinen::V,появиться,zjawiać się
810,verschwinden::V,исчезнуть,zniknąć
811,sinken::V,спадать,spadać
812,abnehmen::V,уменьшиться,spadać
813,zunehmen::V,увеличиваться,wzrosnąć
814,steigen::V,подниматься,wzrastać
815,wachsen::V,расти,rosnąć
816,glänzen::V,блестеть,błyszczeć
817,funkeln::V,сверкать,zabłyszczeć
818,lärmen::V,шуметь,hałasować
819,läuten::V,звонить,dzwonić
820,klingeln::V,звонить,dzwonić
821,klirren::V,звякать,brzęczeć
822,brausen::V,бушевать,huczeć
823,rauschen::V,шелестеть,szumieć
824,rauschen::V,шелестеть,szeleścić
825,klingen::V,звучать,brzmieć
826,klingen::V,звучать,dźwięczeć
827,bellen::V,лаять,szczekać
828,heulen::V,выть,wyć
