,Concept_ID,pt,bg
873,danach::ADV,logo,след това
874,danach::ADV,depois,после
875,danach::ADV,depois,след това
876,vorher::ADV,antes,преди
877,vorher::ADV,antes,преди това
878,zuerst::ADV,primeiro,най-напред
879,einmal::ADV,uma vez,веднъж
880,einmal::ADV,uma vez,един път
881,manchmal::ADV,às vezes,понякога
882,oft::ADV,muitas vezes,често
883,immer::ADV,sempre,винаги
884,niemals::ADV,nunca,никога
885,hier::ADV,cá,тук
886,hier::ADV,cá,тука
887,hier::ADV,aqui,тук
888,hier::ADV,aqui,тука
889,hierhin::ADV,para cá,насам
890,von hier::ADV,daqui,оттук
891,von hier::ADV,daqui,оттука
892,dort::ADV,lá,там
893,dort::ADV,ali,там
894,dorthin::ADV,lá,натам
895,dorthin::ADV,lá,нататък
896,dorthin::ADV,para lá,натам
897,dorthin::ADV,para lá,нататък
898,geradeaus::ADV,em frente,направо
899,vorwärts::ADV,avante,напред
900,rückwärts::ADV,para trás,назад
901,zurück::ADV,atrás,обратно
902,unten::ADV,debaixo,долу
903,unten::ADV,em baixo,долу
904,hinab::ADV,para baixo,надолу
905,oben::ADV,em cima,горе
906,hinauf::ADV,para cima,нагоре
907,überall::ADV,em toda parte,навсякъде
908,nicht::ADV,não,не
909,ein wenig::ADV,um pouco,малко
910,ein wenig::ADV,um bocado,малко
911,kaum::ADV,apenas,едва
912,kaum::ADV,apenas,едвам
913,sehr::ADV,muito,много
914,sehr::ADV,muito,твърде
915,so::ADV,tão,тъй
916,so::ADV,tão,така
917,so::ADV,assim,тъй
918,so::ADV,assim,така
919,noch::ADV,ainda,още
920,nur::ADV,só,само
921,nur::ADV,apenas,само
922,nur::ADV,somente,само
923,schon::ADV,já,вече
924,wieder::ADV,outra vez,пак
925,wieder::ADV,outra vez,отново
926,vergebens::ADV,em vão,напразно
927,vor::PRP,diante de,пред
928,hinter::PRP,atrás de,зад
929,unter::PRP,sob,под
930,unter::PRP,debaixo de,под
931,durch::PRP,por,през
932,durch::PRP,através de,през
933,neben::PRP,junto de,до
934,neben::PRP,junto de,при
935,neben::PRP,ao lado de,до
936,neben::PRP,ao lado de,при
937,zwischen::PRP,entre,между
938,zwischen::PRP,entre,помежду
939,wegen::PRP,por,заради
940,wegen::PRP,por causa de,заради
941,dies::PRN,isto,този
942,das::PRN,isso,туй
943,das::PRN,isso,това
944,das::PRN,aquilo,туй
945,das::PRN,aquilo,това
946,alles::PRN,todo,всичко
947,ich::PRN,eu,аз
948,du::PRN,tu,ти
949,er::PRN,ele,той
950,wir::PRN,nós,ние
951,ihr::PRN,vós,вие
952,ihr::PRN,vocês,вие
953,sie::PRN,eles,те
954,was::FPRN,quê,що
955,was::FPRN,quê,какво
956,wer::FPRN,quem,кой
957,wo::FADV,onde,къде
958,wohin::FADV,aonde,накъде
959,wohin::FADV,aonde,накъдето
960,wohin::FADV,para onde,накъде
961,wohin::FADV,para onde,накъдето
962,wie::FADV,como,как
963,warum::FADV,porquê,защо
964,warum::FADV,por que,защо
965,wieviel::FNUM,quanto,колко
966,eins::NUM,um,един
967,zwei::NUM,dois,два
968,drei::NUM,três,три
969,vier::NUM,quatro,четири
970,fünf::NUM,cinco,пет
971,sechs::NUM,seis,шест
972,sieben::NUM,sete,седем
973,acht::NUM,oito,осем
974,neun::NUM,nove,девет
975,zehn::NUM,dez,десет
976,elf::NUM,onze,единайсет
977,elf::NUM,onze,единадесет
978,zwölf::NUM,doze,дванайсет
979,zwölf::NUM,doze,дванадесет
980,zwanzig::NUM,vinte,двайсет
981,zwanzig::NUM,vinte,двадесет
982,dreißig::NUM,trinta,тридесет
983,vierzig::NUM,quarenta,четиридесет
984,fünfzig::NUM,cinquenta,петдесет
985,sechzig::NUM,sessenta,шестдесет
986,siebzig::NUM,setenta,седемдесет
987,achtzig::NUM,oitenta,осемдесет
988,neunzig::NUM,noventa,деветдесет
989,hundert::NUM,cem,сто
990,hundert::NUM,cento,сто
991,tausend::NUM,mil,хиляда
992,und::CNJ,e,а
993,und::CNJ,e,та
994,oder::CNJ,ou,или
995,stehen::V,estar em pé,стоя
996,sitzen::V,estar sentado,седя
997,liegen::V,jazer,лежа
998,liegen::V,estar deitado,лежа
999,hängen::V,pender,вися
1000,hängen::V,estar pendurado,вися
1001,werden::V,tornar-se,бъда
1002,werden::V,tornar-se,стана
1003,passieren::V,acontecer,случа се
1004,beginnen::V,começar,започна
1005,enden::V,acabar,свърша
1006,enden::V,terminar,свърша
1007,wechseln::V,variar,променям
1008,wechseln::V,alternar,променям
1009,aufgehen[Sonne]::V,nascer,изгрея
1010,untergehen[Sonne]::V,pôr-se,заляза
1011,scheinen[Sonne]::V,brilhar,грея
1012,scheinen[Sonne]::V,brilhar,светя
1013,donnern::V,trovejar,гърмя
1014,wehen::V,soprar,вея
1015,wehen::V,soprar,духам
1016,strömen::V,correr,тека
1017,strömen::V,correr,лея се
1018,fließen::V,fluir,тека
1019,sich drehen::V,girar,въртя се
1020,schwanken::V,oscilar,клатя се
1021,schwingen::V,vibrar,трептя
1022,fallen::V,cair,падам
1023,brennen::V,arder,горя
1024,rauchen::V,fumegar,димя
1025,regnen::V,chover,вали дъжд
1026,gefrieren::V,gelar,замръзна
1027,gefrieren::V,congelar,замръзна
1028,tauen::V,derreter,топя се
1029,tauen::V,descongelar,топя се
1030,schmelzen::V,fundir-se,разтопя се
1031,trocknen::V,secar,съхна
1032,sieden::V,ferver,вря
1033,sieden::V,ferver,кипя
1034,faulen::V,estragar-se,гния
1035,verfaulen::V,apodrecer,изгния
1036,reißen::V,romper-se,напукам се
1037,versinken::V,afundar-se,потъна
1038,vergehen::V,passar,минавам
1039,erscheinen::V,aparecer,явя се
1040,verschwinden::V,desaparecer,изчезна
1041,sinken::V,descer,падна
1042,abnehmen::V,diminuir,отслабна
1043,abnehmen::V,decrescer,отслабна
1044,zunehmen::V,crescer,нарасна
1045,zunehmen::V,aumentar,нарасна
1046,steigen::V,subir,увелича се
1047,steigen::V,subir,покачвам се
1048,wachsen::V,crescer,раста
1049,glänzen::V,brilhar,лъщя
1050,glänzen::V,brilhar,блестя
1051,funkeln::V,cintilar,искря
1052,lärmen::V,fazer barulho,шумя
1053,läuten::V,chocalhar,звъня
1054,klingeln::V,tocar,звъня
1055,klirren::V,tinir,звънтя
1056,klirren::V,tinir,дрънкам
1057,brausen::V,bramar,буча
1058,rauschen::V,murmurar,шумя
1059,rauschen::V,rumorejar,шумя
1060,klingen::V,soar,звуча
1061,bellen::V,ladrar,лая
1062,heulen::V,uivar,вия
1063,heulen::V,uivar,рева
1064,blasen::V,soprar,духна
1065,pfeifen::V,assobiar,свиря
1066,schreien::V,gritar,крещя
1067,stöhnen::V,gemer,стена
1068,stöhnen::V,gemer,пъшкам
1069,zittern::V,tremer,треперя
1070,leben::V,viver,живея
1071,geboren werden::V,nascer,родя се
1072,atmen::V,respirar,дишам
1073,trinken::V,beber,пия
1074,essen::V,comer,ям
1075,schlucken::V,engolir,гълтам
1076,müde werden::V,cansar-se,уморя се
1077,einschlafen::V,adormecer,заспя
1078,schlafen::V,dormir,спя
1079,aufwachen::V,acordar,събудя се
1080,aufstehen::V,levantar-se,стана
1081,sich erholen::V,descansar,отдъхвам си
1082,krank werden::V,adoecer,заболея
1083,krank werden::V,ficar doente,заболея
1084,krank sein::V,estar doente,боледувам
1085,schmerzen::V,doer,боля
1086,husten::V,tossir,кашлям
1087,genesen::V,convalescer,оздравея
1088,sterben::V,morrer,умра
1089,umkommen::V,perecer,загина
1090,sich bewegen::V,mover-se,движа се
1091,sich bewegen::V,mover-se,мърдам се
1092,sich rühren::V,mexer-se,движа се
1093,sich erheben::V,levantar-se,стана
1094,sich setzen::V,sentar-se,седна
1095,hinfallen::V,cair,падна
1096,laufen::V,andar,ходя
1097,laufen::V,caminhar,ходя
1098,schreiten::V,andar,крача
1099,schreiten::V,caminhar,крача
1100,spazierengehen::V,passear,разхождам се
1101,eilen::V,apressar-se,бързам
1102,sich beeilen::V,apressar-se,побързам
1103,sich beeilen::V,despachar-se,побързам
1104,sausen::V,correr,тичам
1105,rennen::V,correr,бягам
1106,springen::V,saltar,скачам
1107,klettern::V,trepar,катеря се
1108,schaukeln::V,baloiçar,люлея се
1109,kriechen::V,rastejar,лазя
1110,kriechen::V,rastejar,пълзя
1111,kriechen::V,arrastar-se,лазя
1112,kriechen::V,arrastar-se,пълзя
1113,schwimmen::V,nadar,плувам
1114,tauchen::V,mergulhar,гмуркам се
1115,rudern::V,remar,греба
1116,fahren::V,ir,пътувам
1117,fliegen::V,voar,летя
1118,fliegen::V,voar,хвърча
1119,gehen::V,ir,ида
1120,gehen::V,ir,вървя
1121,gehen::V,andar,ида
1122,gehen::V,andar,вървя
1123,weggehen::V,partir,отида си
1124,weggehen::V,ir-se embora,отида си
1125,abfahren::V,sair,отпътувам
1126,abfahren::V,partir,отпътувам
1127,anhalten::V,parar,спра се
1128,hineingehen::V,entrar,влизам
1129,eintreten::V,entrar,вляза
1130,kommen::V,vir,ида
1131,kommen::V,vir,дойда
1132,ankommen::V,chegar,пристигна
1133,zurückkommen::V,voltar,върна се
1134,zurückkommen::V,regressar,върна се
1135,bleiben::V,ficar,остана
1136,bleiben::V,permanecer,остана
1137,warten::V,esperar,чакам
1138,erwarten::V,esperar,очаквам
1139,erwarten::V,aguardar,очаквам
1140,suchen::V,buscar,търся
1141,suchen::V,procurar,търся
1142,finden::V,achar,намеря
1143,finden::V,encontrar,намеря
1144,versuchen::V,tentar,опитам
1145,vorbereiten::V,preparar,подготвя
1146,lieben::V,amar,любя
1147,lieben::V,querer,любя
1148,mögen::V,gostar de,обичам
1149,lachen::V,rir,смея се
1150,lachen::V,rir-se,смея се
1151,rühren::V,comover,трогна
1152,weinen::V,chorar,плача
1153,schimpfen::V,ralhar,ругая
1154,schimpfen::V,ralhar,псувам
1155,sich ärgern::V,zangar-se,ядосам се
1156,sich fürchten::V,ter medo de,боя се
1157,sich fürchten::V,ter medo de,страхувам се
1158,sich fürchten::V,ter receio de,боя се
1159,sich fürchten::V,ter receio de,страхувам се
1160,fürchten::V,temer,боя се от
1161,fürchten::V,temer,страхувам се от
1162,fürchten::V,recear,боя се от
1163,fürchten::V,recear,страхувам се от
1164,fliehen::V,fugir,бягам
1165,flüchten::V,refugiar-se,бягам
1166,flüchten::V,refugiar-se,избягам
1167,sehen::V,ver,видя
1168,anschauen::V,olhar,гледам
1169,ansehen::V,mirar,поглеждам
1170,hören::V,ouvir,чувам
1171,zuhören::V,escutar,слушам
1172,probieren::V,provar,опитам
1173,probieren::V,saborear,опитам
1174,riechen::V,cheirar,подуша
1175,fühlen::V,sentir,усещам
1176,fühlen::V,sentir,чувствувам
1177,scheinen::V,parecer,изглеждам
1178,zu sehen sein::V,estar à vista,виждам се
1179,vernehmen::V,ouvir,доловя
1180,frieren::V,ter frio,мръзна
1181,tun::V,fazer,правя
1182,können::V,saber,мога
1183,wollen::V,querer,ща
1184,wollen::V,querer,искам
1185,anfangen::V,iniciar,започна
1186,beenden::V,acabar,свърша
1187,beenden::V,acabar,завърша
1188,beenden::V,terminar,свърша
1189,beenden::V,terminar,завърша
1190,aufhören::V,cessar,престана
1191,aufhören::V,desistir,престана
1192,gelingen::V,sair bem,успея
1193,gelingen::V,sair bem,сполуча
1194,gelingen::V,dar bom resultado,успея
1195,gelingen::V,dar bom resultado,сполуча
1196,geraten::V,sair,удам се
1197,geraten::V,dar resultado,удам се
1198,öffnen::V,abrir,отворя
1199,schließen::V,fechar,затворя
1200,stellen::V,pôr,поставя
1201,stellen::V,colocar,поставя
1202,setzen::V,pôr,туря
1203,setzen::V,meter,туря
1204,legen::V,pôr,сложа
1205,legen::V,pôr,слагам
1206,legen::V,meter,сложа
1207,legen::V,meter,слагам
1208,berühren::V,tocar,докосна
1209,verbinden::V,unir,свържа
1210,verbinden::V,ligar,свържа
1211,bedecken::V,cobrir,покрия
1212,aufhängen::V,pendurar,закача
1213,anzünden::V,acender,запаля
1214,aufheben::V,apanhar,вдигна
1215,aufheben::V,apanhar,повдигна
1216,aufheben::V,levantar,вдигна
1217,aufheben::V,levantar,повдигна
1218,zurücklassen::V,deixar,оставя
1219,verlieren::V,perder,загубя
1220,fallen lassen::V,deixar cair,изпусна
1221,machen::V,fazer,направя
1222,herstellen::V,produzir,произведа
1223,bauen::V,edificar,строя
1224,bauen::V,construir,строя
1225,reparieren::V,reparar,поправя
1226,reparieren::V,consertar,поправя
1227,verbessern::V,melhorar,подобря
1228,ändern::V,mudar,променя
1229,ändern::V,alterar,променя
1230,graben::V,cavar,копая
1231,beugen::V,curvar,прегъна
1232,biegen::V,vergar,прегъна
1233,drehen::V,girar,въртя
1234,wenden::V,virar,обърна
1235,wenden::V,voltar,обърна
1236,umdrehen::V,virar,обърна
1237,umdrehen::V,revolver,обърна
1238,heben::V,levantar,вдигам
1239,hochheben::V,erguer,издигна
1240,hochheben::V,levantar,издигна
1241,ergreifen::V,apanhar,хвана
1242,ergreifen::V,apanhar,обхвана
1243,halten::V,segurar,държа
1244,drücken::V,apertar,натискам
1245,drücken::V,apertar,притискам
1246,schieben::V,empurrar,тикам
1247,kratzen::V,raspar,одраскам
1248,lecken::V,lamber,лижа
1249,lecken::V,lamber,ближа
1250,beißen::V,morder,хапя
1251,beißen::V,morder,ухапя
1252,abreißen::V,arrancar,откъсна
1253,abschneiden::V,talhar,отрежа
1254,binden::V,ligar,вържа
1255,stecken::V,meter,пъхна
1256,stecken::V,enfiar,пъхна
1257,brechen::V,romper,троша
1258,brechen::V,quebrar,троша
1259,klopfen::V,bater,чукам
1260,hauen::V,bater,бия
1261,kleben::V,colar,лепя
1262,kleben::V,colar,залепя
1263,reiben::V,esfregar,трия
1264,reiben::V,esfregar,търкам
1265,streichen::V,barrar,намажа
1266,schleifen::V,afiar,остря
1267,schneiden::V,cortar,режа
1268,rütteln::V,sacudir,разтърсвам
1269,schütteln::V,abanar,клатя
1270,schütteln::V,abanar,друсам
1271,schütteln::V,sacudir,клатя
1272,schütteln::V,sacudir,друсам
1273,schwenken::V,agitar,размахам
1274,schütten::V,deitar,сипя
1275,füllen::V,encher,напълня
1276,einwickeln::V,envolver,увия
1277,einwickeln::V,envolver,завия
1278,einwickeln::V,embrulhar,увия
1279,einwickeln::V,embrulhar,завия
1280,tragen::V,levar,нося
1281,tragen::V,trazer,нося
1282,schleppen::V,arrastar,влача
1283,ziehen::V,puxar,тегля
1284,ziehen::V,puxar,дръпна
1285,aufbewahren::V,guardar,съхраня
1286,aufbewahren::V,conservar,съхраня
1287,werfen::V,lançar,хвърля
1288,fangen::V,apanhar,ловя
1289,fangen::V,apanhar,уловя
1290,packen::V,agarrar,хвана
1291,verstecken::V,esconder,крия
1292,verstecken::V,esconder,скрия
1293,teilen::V,partir,разделя
1294,teilen::V,dividir,разделя
1295,schicken::V,enviar,изпращам
1296,bringen::V,trazer,донеса
1297,hinzufügen::V,acrescentar,прибавя
1298,bekommen::V,obter,сдобия се
1299,erhalten::V,receber,получа
1300,nehmen::V,tomar,взема
1301,wählen::V,eleger,избирам
1302,wählen::V,escolher,избирам
1303,auswählen::V,escolher,избера
1304,auswählen::V,seleccionar,избера
1305,bewahren::V,guardar,пазя
1306,bewahren::V,conservar,пазя
1307,behindern::V,impedir,преча
1308,behindern::V,impedir,спъвам
1309,verderben::V,estragar,разваля
1310,verderben::V,corromper,разваля
1311,beschädigen::V,danificar,повредя
1312,zerbrechen::V,romper,счупя
1313,zerbrechen::V,quebrar,счупя
1314,zerreißen::V,rasgar,скъсам
1315,zerstören::V,destruir,разруша
1316,verbrennen::V,queimar,изгоря
1317,geben::V,dar,дам
1318,reichen::V,passar,подам
1319,schenken::V,oferecer,подаря
1320,versprechen::V,prometer,обещая
1321,wünschen::V,desejar,желая
1322,loben::V,louvar,хваля
1323,küssen::V,beijar,целувам
1324,wiegen::V,embalar,люлея
1325,zudecken::V,tapar,покрия
1326,zudecken::V,cobrir,покрия
1327,wecken::V,acordar,събудя
1328,wecken::V,despertar,събудя
1329,zeigen::V,mostrar,покажа
1330,führen::V,guiar,водя
1331,führen::V,guiar,заведа
1332,führen::V,conduzir,водя
1333,führen::V,conduzir,заведа
1334,lehren::V,ensinar,уча
1335,unterrichten::V,instruir,преподавам
1336,aufziehen::V,criar,отгледам
1337,leiten::V,dirigir,ръководя
1338,leiten::V,dirigir,управлявам
1339,leiten::V,conduzir,ръководя
1340,leiten::V,conduzir,управлявам
1341,antreiben::V,impelir,подкарвам
1342,lassen::V,fazer,накарам
1343,einladen::V,convidar,поканя
1344,vereinigen::V,unir,съединя
1345,vereinigen::V,reunir,съединя
1346,besuchen::V,ir ver,посетя
1347,besuchen::V,visitar,посетя
1348,treffen::V,encontrar,срещна
1349,sich versammeln::V,reunir-se,събера се
1350,spielen::V,jogar,играя
1351,spielen::V,brincar,играя
1352,singen::V,cantar,пея
1353,tanzen::V,bailar,танцувам
1354,sich trennen::V,apartar-se,разделя се
1355,verlassen::V,deixar,напусна
1356,verlassen::V,abandonar,напусна
1357,retten::V,salvar,спася
1358,bewachen::V,vigiar,охранявам
1359,bewachen::V,guardar,охранявам
1360,schützen::V,proteger,запазя
1361,verteidigen::V,defender,защитя
1362,sich schlagen::V,brigar,бия се
1363,sich schlagen::V,bater-se,бия се
1364,schießen::V,disparar,стрелям
1365,siegen::V,vencer,победя
1366,ärgern::V,irritar,ядосам
1367,ärgern::V,aborrecer,ядосам
1368,schlagen::V,bater,бия
1369,schlagen::V,bater,ударя
1370,treten::V,pisar,ритам
1371,stechen::V,picar,бодна
1372,stoßen::V,empurrar,бутна
1373,stoßen::V,empurrar,блъсна
1374,stehlen::V,furtar,
1375,stören::V,perturbar,смутя
1376,belästigen::V,incomodar,отегча
1377,belästigen::V,incomodar,безпокоя
1378,belästigen::V,importunar,отегча
1379,belästigen::V,importunar,безпокоя
1380,verbergen::V,ocultar,скрия
1381,verbergen::V,esconder,скрия
1382,täuschen::V,iludir,измамя
1383,täuschen::V,enganar,измамя
1384,betrügen::V,burlar,измамя
1385,betrügen::V,enganar,измамя
1386,töten::V,matar,убия
1387,töten::V,matar,умъртвя
1388,wohnen::V,morar,живея
1389,arbeiten::V,trabalhar,работя
1390,sammeln::V,recolher,събера
1391,sammeln::V,coleccionar,събера
1392,pflücken::V,colher,бера
1393,pflücken::V,colher,откъсна
1394,jagen::V,caçar,ловувам
1395,fischen::V,pescar,ловя риба
1396,fassen::V,apanhar,хвана
1397,hüten::V,guardar,пазя
1398,treiben::V,conduzir,карам
1399,anbinden::V,atar,завържа
1400,füttern::V,dar de comer a,храня
1401,melken::V,ordenhar,доя
1402,hacken::V,rachar,сека
1403,gießen::V,regar,полея
1404,reifen::V,amadurecer,узрея
1405,zubereiten::V,preparar,приготвя
1406,kochen::V,cozer,варя
1407,backen::V,cozer,пека
1408,braten::V,assar,пържа
1409,braten::V,fritar,пържа
1410,umrühren::V,remexer,разбъркам
1411,stricken::V,tricotar,плета
1412,stricken::V,fazer malha,плета
1413,nähen::V,coser,шия
1414,nähen::V,costurar,шия
1415,färben::V,tingir,боядисам
1416,färben::V,colorir,боядисам
1417,reinigen::V,limpar,почистя
1418,reinigen::V,purificar,почистя
1419,waschen::V,lavar,мия
1420,waschen::V,lavar,пера
1421,abwischen::V,limpar,избърша
1422,abwischen::V,esfregar,избърша
1423,spülen::V,lavar,плакна
1424,spülen::V,enxaguar,плакна
1425,fegen::V,varrer,измета
1426,kehren::V,varrer,мета
1427,baden::V,banhar,къпя се
1428,baden::V,tomar banho,къпя се
1429,sich waschen::V,lavar-se,мия се
1430,ausziehen::V,despir,съблека
1431,anziehen::V,vestir,облека
1432,sich anziehen::V,vestir-se,облека се
1433,kämmen::V,pentear,реша
1434,kämmen::V,pentear,вчеша
1435,schmücken::V,adornar,накича
1436,sagen::V,dizer,кажа
1437,sprechen::V,falar,говоря
1438,reden::V,falar,говоря
1439,sich unterhalten::V,conversar,разговарям
1440,fragen::V,perguntar,запитам
1441,bitten::V,pedir,моля
1442,erzählen::V,contar,разкажа
1443,mitteilen::V,comunicar,съобщя
1444,mitteilen::V,participar,съобщя
1445,nennen::V,nomear,нарека
1446,nennen::V,apelidar,нарека
1447,rufen::V,chamar,викам
1448,rufen::V,chamar,повикам
1449,prahlen::V,gabar-se,хваля се
1450,prahlen::V,vangloriar-se,хваля се
1451,übersetzen::V,traduzir,преведа
1452,denken::V,pensar,мисля
1453,glauben::V,crer,вярвам
1454,bemerken::V,notar,забележа
1455,bemerken::V,observar,забележа
1456,erkennen::V,reconhecer,позная
1457,begreifen::V,apreender,схвана
1458,begreifen::V,compreender,схвана
1459,verstehen::V,entender,разбера
1460,verstehen::V,compreender,разбера
1461,lernen::V,aprender,уча се
1462,wissen::V,saber,зная
1463,sich erinnern an::V,lembrar-se de,спомня си за
1464,sich erinnern an::V,recordar-se de,спомня си за
1465,vergessen::V,esquecer,забравя
1466,messen::V,medir,меря
1467,zählen::V,contar,броя
1468,rechnen::V,calcular,сметна
1469,lesen::V,ler,чета
1470,malen::V,pintar,рисувам
1471,zeichnen::V,desenhar,рисувам
1472,schreiben::V,escrever,пиша
1473,besitzen::V,possuir,имам
1474,besitzen::V,possuir,притежавам
1475,kaufen::V,comprar,купя
1476,kaufen::V,comprar,купувам
1477,verkaufen::V,vender,продам
1478,bezahlen::V,pagar,заплатя
1479,zahlen::V,pagar,платя
1480,beherrschen::V,imperar,владея
1481,ertragen::V,suportar,понеса
