,Concept_ID,sah,cs
106,Wiese::N,ходуһа,louka
107,Wald::N,ойуур,les
108,Hügel::N,булгунньах,kopec
109,Anhöhe::N,үрдэл,pahorek
110,Berg::N,хайа,hora
111,Gipfel::N,чыпчаал,vrchol
112,Höhle::N,хайа_хаспаҕа,jeskyně
113,Höhle::N,көҥүс,jeskyně
114,Abhang::N,эниэ,svah
115,Abhang::N,эниэ,stráň
116,Quelle::N,дьүүктэ,pramen
117,Bach::N,үрүйэ,potok
118,Fluss::N,өрүс,řeka
119,Ufer::N,биэрэк,břeh
120,Küste::N,кытыл,pobřeží
121,Festland::N,кураанах сир,souš
122,Festland::N,кураанах сир,pevnina
123,Meer::N,муора,moře
124,Bucht::N,хомо,záliv
125,Bucht::N,хомо,zátoka
126,Bucht::N,бухта,záliv
127,Bucht::N,бухта,zátoka
128,Insel::N,арыы,ostrov
129,Blume::N,сибэкки,květina
130,Gras::N,от,tráva
131,Wurzel::N,силис,kořen
132,Baum::N,мас,strom
133,Stamm::N,умнас,kmen
134,Rinde::N,хатырык,kůra
135,Ast::N,мутук,větev
136,Zweig::N,лабаа,větev
137,Blatt::N,сэбирдэх,lupen
138,Birke::N,хатыҥ,bříza
139,Kiefer[Baum]::N,бэс,sosna
140,Kiefer[Baum]::N,бэс,borovice
141,Weide[Baum]::N,үөт,vrba
142,Weide[Baum]::N,талах,vrba
143,Tanne::N,харыйа,jedle
144,Horn::N,муос,roh
145,Feder::N,куорсун,pero
146,Fell::N,тирии,srst
147,Flügel::N,кынат,křídlo
148,Klaue::N,тыҥырах,dráp
149,Klaue::N,тыҥырах,pazneht
150,Kralle::N,баппаҕай,dráp
151,Schwanz::N,кутурук,ocas
152,Ei::N,сымыыт,vejce
153,Nest::N,уйа,hnízdo
154,Bau::N,хороон,nora
155,Tier::N,кыыл,zvíře
156,Tier::N,харамай,zvíře
157,Herde::N,үөр,stádo
158,Kuh::N,ынах,kráva
159,Bulle::N,оҕус,býk
160,Pferd::N,сылгы,kůň
161,Schaf::N,овца,ovce
162,Schwein::N,сибиинньэ,vepř
163,Schwein::N,сибиинньэ,prase
164,Hund::N,ыт,pes
165,Katze::N,куоска,kočka
166,Bär::N,эһэ,medvěd
167,Eichhörnchen::N,тииҥ,veverka
168,Elch::N,тайах,los
169,Fuchs::N,саһыл,liška
170,Hase::N,куобах,zajíc
171,Maus::N,кутуйах,myš
172,Wolf::N,бөрө,vlk
173,Vogel::N,көтөр,pták
174,Schwarm::N,бөлөх,roj
175,Schwarm::N,бөлөх,hejno
176,Huhn::N,куурусса,kuře
177,Huhn::N,куурусса,slepice
178,Hahn::N,бөтүүк,kohout
179,Gans::N,хаас,husa
180,Adler::N,хотой,orel
181,Ente::N,кус,kachna
182,Eule::N,мэкчиргэ,sova
183,Kranich::N,туруйа,jeřáb
184,Krähe::N,тураах,vrána
185,Kuckuck::N,кэҕэ,kukačka
186,Schwan::N,куба,labuť
187,Fisch::N,балык,ryba
188,Barsch::N,алыһар,okoun
189,Hecht::N,сордон,štika
190,Schlange[Tier]::N,моҕой,had
191,Schlange[Tier]::N,эриэн үөн,had
192,Wurm::N,үөн,červ
193,Spinne::N,ооҕуй,pavouk
194,Ameise::N,кымырдаҕас,mravenec
195,Laus::N,быт,veš
196,Mücke::N,кумаар,komár
197,Fliege::N,сахсырҕа,moucha
198,Schmetterling::N,лыах,motýl
199,Schmetterling::N,үрүмэччи,motýl
200,Beere::N,отон,bobule
201,Apfel::N,яблоко,jablko
202,Pilz::N,тэллэй,houba
203,Zwiebel::N,луук,cibule
204,Saat::N,сиэмэ,osivo
205,Korn::N,сиэмэ,zrno
206,Heu::N,от,seno
207,Schale::N,хах,slupka
208,Schale::N,хах,skořápka
209,Grube::N,дьаама,jáma
210,Falle::N,сохсо,past
211,Falle::N,сохсо,léčka
212,Schlinge::N,уктаа,smyčka
213,Spur::N,суол,stopa
214,Asche::N,күл,popel
215,Dreck::N,бадараан,špína
216,Eisen::N,тимир,železo
217,Gold::N,көмүс,zlato
218,Gold::N,кыһыл көмүс,zlato
219,Silber::N,көмүс,stříbro
220,Silber::N,үрүҥ көмүс,stříbro
221,Kohle::N,чох,uhlí
222,Glas::N,өстүөкүлэ,sklo
223,Lehm::N,туой,jíl
224,Lehm::N,туой,hlína
225,Sand::N,кумах,písek
226,Mensch::N,киһи,člověk
227,Mann::N,эр,muž
228,Frau::N,дьахтар,žena
229,Kind::N,оҕо,dítě
230,Junge::N,уол,hoch
231,Junge::N,уол,chlapec
232,Mädchen::N,кыыс оҕо,děvče
233,Familie::N,кэргэн,rodina
234,Großvater::N,эһэ,děd
235,Großvater::N,эһэ,dědeček
236,Großmutter::N,эбэ,babička
237,Eltern::N,аҕа-ийэ,rodiče
238,Vater::N,аҕа,otec
239,Mutter::N,ийэ,matka
240,Sohn::N,уол,syn
241,Tochter::N,кыыс,dcera
242,Bruder::N,убай,bratr
243,Bruder::N,быраат,bratr
244,Schwester::N,аҕас,sestra
245,Schwester::N,балыс,sestra
246,Onkel::N,таай,strýc
247,Onkel::N,абаҕа,strýc
248,Tante::N,эдьиий,teta
249,Ehemann::N,эр,choť
250,Ehemann::N,эр,manžel
251,Ehefrau::N,ойох,choť
252,Ehefrau::N,ойох,manželka
253,Freude::N,үөрүү,radost
254,Gelächter::N,күлүү,smích
255,Glück::N,дьол,štěstí
256,Glück::N,соргу,štěstí
257,Kummer::N,кутурҕан,žal
258,Kummer::N,кутурҕан,trápení
259,Wunsch::N,баҕарыы,přání
260,Lust::N,баҕа,chuť
261,Geist::N,тыын,duch
262,Gedanke::N,санаа,myšlenka
263,Gedächtnis::N,өй,paměť
264,Verstand::N,өй,rozum
265,Sinn::N,суолта,smysl
266,Grund::N,төрүөт,důvod
267,Wahrheit::N,кырдьык,pravda
268,Gespräch::N,бэсиэдэ,rozhovor
269,Gespräch::N,кэпсэтии,rozhovor
270,Märchen::N,остуоруйа,pohádka
271,Erzählung::N,кэпсээн,povídka
272,Nachricht::N,биллэриллии,zpráva
273,Neuigkeit::N,сонун,novina
274,Neuigkeit::N,сонун,novinka
275,Name::N,аат,jméno
276,Rätsel::N,таабырын,hádanka
277,Rede::N,этии,řeč
278,Rede::N,этии,proslov
279,Sprache::N,тыл,řeč
280,Sprache::N,тыл,jazyk
281,Stimme::N,куолас,hlas
282,Wort::N,тыл,slovo
283,Zeichen::N,бэлиэ,znamení
284,Ruf::N,ыҥырыы,zavolání
285,Lärm::N,айдаан,hluk
286,Laut::N,тыас,zvuk
287,Ton::N,дорҕоон,tón
288,Lied::N,ырыа,píseň
289,Ruhe::N,уу чуумпу,klid
290,Ruhe::N,уу чуумпу,pokoj
291,Leute::N,дьон,lidé
292,Volk::N,дьон,národ
293,Volk::N,норуот,národ
294,Arbeit::N,үлэ,práce
295,Gast::N,ыалдьыт,host
296,Geschenk::N,бэлэх,dar
297,Spiel::N,оонньуу,hra
298,Gesellschaft::N,общество,společnost
299,Hilfe::N,көмө,pomoc
300,Freund::N,доҕор,přítel
301,Kamerad::N,атас,kamarád
302,Angelegenheit::N,дьыала,záležitost
303,Anzahl::N,ахсаан,počet
304,Art::N,биис,druh
305,Stück::N,кырбас,kus
306,Stück::N,кырбас,kousek
307,Teil::N,ирээт,díl
308,Teil::N,ирээт,část
309,Hälfte::N,аҥар,půl
310,Kreis::N,төгүрүк,kruh
311,Kreis::N,төгүрүмтэ,kruh
312,Kreuz::N,кириэс,kříž
313,Linie::N,сурааһын,linka
314,Strich::N,сурааһын,čára
315,Strich::N,сурааһын,čárka
316,Abstand::N,арыт,vzdálenost
317,Entfernung::N,ыраах,vzdálenost
318,Gegend::N,сир,krajina
319,Platz::N,арыт,prostor
320,Ort::N,сир,místo
321,Seite::N,өрүт,strana
322,Seite::N,сирэй,strana
323,Mitte::N,орто,střed
324,Mitte::N,орто,prostředek
325,Gegenstand::N,предмет,předmět
326,Sache::N,мал,věc
327,Rand::N,кытыы,kraj
328,Rand::N,кытыы,okraj
329,Rand::N,ойоҕос,kraj
330,Rand::N,ойоҕос,okraj
331,Kante::N,кырыы,hrana
332,Ecke::N,муннук,roh
333,Spitze::N,чыпчаал,hrot
334,Spitze::N,чыпчаал,špička
335,Ende::N,төбө,konec
336,Loch::N,тэһэҕэс,díra
337,Loch::N,дьөлөҕөс,díra
338,Winkel::N,муннук,kout
339,Muster::N,оһуор,vzor
340,Größe::N,кээмэй,velikost
341,Länge::N,уста,délka
342,Höhe::N,үрдүк,výška
343,Gewicht::N,ыйааһын,váha
344,Menge::N,ахсаан,množství
345,Haufen::N,чөмчөх,kupa
346,Haufen::N,чөмчөх,hromada
347,Reihe::N,кэккэ,řada
348,Reihe::N,кэккэ,řádek
349,Boot::N,оҥочо,člun
350,Ruder::N,эрдии,veslo
351,Schlitten::N,сыарҕа,sáně
352,Ski::N,хайыһар,lyže
353,Lagerfeuer::N,кутаа,táborák
354,Last::N,ыарахан,náklad
355,Last::N,ыарахан,břemeno
356,Gang::N,хаамыы,chůze
357,Gang::N,хаамыы,chodba
358,Schritt::N,хардыы,krok
359,Norden::N,хоту,sever
360,Süden::N,соҕуруу,jih
361,Westen::N,арҕаа,západ
362,Osten::N,илин,východ
363,Holz::N,мас,dřevo
364,Brett::N,дуоска,prkno
365,Brett::N,хаптаһын,prkno
366,Platte::N,билиитэ,deska
367,Stütze::N,тулааһын,opěra
368,Stange::N,ураҕас,tyč
369,Stange::N,ураҕас,tyčka
370,Stock::N,мас,hůlka
371,Stock::N,баалкы,hůlka
372,Stab::N,ураҕас,hůl
373,Rohr::N,турба,trubka
374,Haus::N,дьиэ,dům
375,Heim::N,дьиэ,domov
376,Ofen::N,оһох,kamna
377,Fußboden::N,муоста,podlaha
378,Tisch::N,остуол,stůl
379,Stuhl::N,устуул,židle
380,Wiege::N,биһик,kolébka
381,Bett::N,кырабаат,postel
382,Regal::N,долбуур,regál
383,Regal::N,долбуур,police
384,Kiste::N,дьааһык,bedna
385,Fenster::N,түннүк,okno
386,Tür::N,аан,dveře
387,Tor::N,аан,vrata
388,Zaun::N,соппулуот,plot
389,Dach::N,кырыыса,střecha
390,Leiter::N,кирилиэс,žebřík
391,Besen::N,миинньик,koště
392,Besen::N,миинньик,smeták
393,Spaten::N,күрдьэх,rýč
394,Schaufel::N,күрдьэх,lopata
395,Gabel::N,биилкэ,vidlička
396,Löffel::N,луоска,lžíce
397,Messer::N,быһах,nůž
398,Nagel::N,тоһоҕо,hřebík
399,Netz::N,илим,síť
400,Haken::N,көхө,hák
401,Griff::N,ук,držadlo
402,Griff::N,тутаах,držadlo
403,Schloss::N,күлүүс,zámek
404,Bild::N,хартыына,obraz
405,Figur::N,фигура,figura
406,Puppe::N,куукула,panenka
407,Beutel::N,мөһөөччук,pytlík
408,Bündel::N,баайыы,svazek
409,Tasche::N,суумка,taška
410,Tasche::N,суумка,brašna
411,Eimer::N,биэдэрэ,kýbl
412,Eimer::N,биэдэрэ,vědro
413,Deckel::N,хаппах,víko
414,Deckel::N,хаппах,příklop
415,Geschirr::N,иһит,nádobí
416,Sack::N,куул,pytel
417,Tasse::N,сэлиэнэй,šálek
418,Topf::N,көстүрүүҥкэ,hrnec
419,Kessel::N,хочуол,kotel
420,Essen::N,аһылык,jídlo
421,Nahrung::N,ас,strava
422,Nahrung::N,ас,potrava
423,Speise::N,аһылык,jídlo
424,Fleisch::N,эт,maso
425,Getreide::N,злактар,obilí
426,Brei::N,хааһы,kaše
427,Brot::N,килиэп,chléb
428,Scheibe::N,куһуок,krajíc
429,Fett::N,сыа,tuk
430,Fett::N,сыа,omastek
431,Butter::N,арыы,máslo
432,Öl::N,арыы,olej
433,Salz::N,туус,sůl
434,Suppe::N,мин,polévka
435,Honig::N,мүөт,med
436,Milch::N,үүт,mléko
437,Tee::N,чэй,čaj
438,Leder::N,тирии,kůže
439,Wolle::N,түү,vlna
440,Stoff::N,таҥас,látka
441,Nadel::N,иннэ,jehla
442,Faden::N,сап,nit
443,Knopf::N,тимэх,knoflík
444,Knoten::N,түмүк,uzel
445,Farbe::N,кырааска,barva
446,Kleidung::N,таҥас,šaty
447,Kleidung::N,таҥас,šatstvo
448,Hemd::N,ырбаахы,košile
449,Kragen::N,саҕа,límec
450,Ärmel::N,сиэх,rukáv
451,Hose::N,ыстаан,kalhoty
452,Hose::N,бүрүүкэ,kalhoty
453,Gürtel::N,кур,pás
454,Gürtel::N,кур,opasek
455,Mütze::N,бэргэһэ,čepice
456,Schuh::N,бачыыҥка,bota
457,Stiefel::N,саппыкы,holínka
458,Ring::N,биһилэх,prsten
459,Band::N,лиэнтэ,pásek
460,Kamm::N,тараах,hřeben
461,Spiegel::N,сиэркилэ,zrcadlo
462,Riemen::N,кур,řemen
463,Schnur::N,быа,šňůra
464,Leine::N,тэһиин,vodítko
465,Decke::N,суорҕан,pokrývka
466,Decke::N,суорҕан,přikrývka
467,Kissen::N,сыттык,polštář
468,Tuch::N,былаат,šátek
469,Handtuch::N,соттор,ručník
470,Kraft::N,сыра,síla
471,Stärke::N,күүс,síla
472,Gesundheit::N,доруобуйа,zdraví
473,Krankheit::N,ыарыы,nemoc
474,Krankheit::N,ыарыы,choroba
475,Schmerz::N,ыарыы,bolest
476,Wunde::N,баас,rána
477,Fieber::N,түрүлгэн,horečka
478,Fieber::N,лихорадка,horečka
479,Fieber::N,температура,horečka
480,Arznei::N,эмп,lék
481,Brücke::N,күргэ,most
482,Brunnen::N,холуодьас,studna
483,Weide::N,мэччирэҥ,pastva
484,Weide::N,мэччирэҥ,pastvina
485,Pfad::N,ыллык,pěšina
486,Weg::N,суол,cesta
487,Straße::N,суол,silnice
488,Dorf::N,дэриэбинэ,vesnice
489,Stadt::N,куорат,město
490,Brief::N,сурук,dopis
491,Buch::N,кинигэ,kniha
492,Buchstabe::N,буква,písmeno
493,Zeitung::N,хаһыат,noviny
494,Leben::N,тыын,život
495,Tod::N,өлүү,smrt
496,Grab::N,иин,hrob
497,Kirche::N,таҥара дьиэтэ,kostel
498,Sünde::N,айыы,hřích
499,Gott::N,тангара,bůh
500,Arbeiter::N,үлэһит,dělník
501,Arbeiter::N,үлэһит,pracovník
502,Chef::N,баһылык,šéf
503,Chef::N,баһылык,vedoucí
504,Chef::N,начальник,šéf
505,Chef::N,начальник,vedoucí
506,Meister::N,уус,mistr
507,Meister::N,маастар,mistr
508,Arzt::N,врач,lékař
509,Lehrer::N,учуутал,učitel
510,Geld::N,харчы,peníze
511,Geschäft::N,идэ,obchod
512,Laden::N,маҕаһыын,krám
513,Preis::N,сыана,cena
514,Ware::N,табаар,zboží
515,Nutzen::N,туһа,užitek
516,Reichtum::N,баай,bohatství
517,Welt::N,аан дойду,svět
518,Land::N,дойду,země
519,Staat::N,государство,stát
520,König::N,король,král
521,Macht::N,былаас,moc
522,Macht::N,былаас,mocnost
523,Grenze::N,кыраныысса,hranice
524,Krieg::N,сэрии,válka
525,Feind::N,өстөөх,nepřítel
526,Gewalt::N,күүһүлээһин,násilí
527,Kampf::N,охсуһуу,boj
528,Bogen[Waffe]::N,ох,luk
529,Pfeil::N,ох,šíp
530,Gewehr::N,саа,puška
531,Gewehr::N,саа,ručnice
532,Fehler::N,сыыһа,chyba
533,Lüge::N,сымыйа,lež
534,Schaden::N,хоромньу,škoda
535,Unglück::N,алдьархай,neštěstí
536,Schuld::N,буруй,vina
537,Alter::N,саас,věk
538,Schluss::N,тиһэх,konec
539,Zeit::N,бириэмэ,čas
540,Tag::N,күн,den
541,Morgen::N,сарсыарда,ráno
542,Morgen::N,сарсыарда,jitro
543,Mittag::N,күн ортото,poledne
544,Abend::N,киэһэ,večer
545,Nacht::N,түүн,noc
546,Woche::N,нэдиэлэ,týden
547,Monat::N,ый,měsíc
548,Jahr::N,сыл,rok
549,Jahr::N,дьыл,rok
550,Frühling::N,саас,jaro
551,Sommer::N,сайын,léto
552,Herbst::N,күһүн,podzim
553,Winter::N,кыһын,zima
554,Januar::N,тохсунньу,leden
555,Februar::N,олунньу,únor
556,März::N,кулун тутар,březen
557,April::N,муус устар ый,duben
558,Mai::N,ыам ыйа,květen
559,Juni::N,бэс ыйа,červen
560,Juli::N,от ыйа,červenec
561,August::N,атырдьах ыйа,srpen
562,September::N,балаҕан ыйа,září
563,Oktober::N,алтынньы,říjen
564,November::N,сэтинньи,listopad
565,Dezember::N,ахсынньы,prosinec
566,Montag::N,бэнидиэнньик,pondělí
567,Montag::N,бэнидиэнньик,pondělek
568,Dienstag::N,оптуорунньук,úterý
569,Mittwoch::N,сэрэдэ,středa
570,Donnerstag::N,чэппиэр,čtvrtek
571,Freitag::N,бээтинсэ,pátek
572,Samstag::N,субуота,sobota
573,Sonntag::N,баскыһыанньа,neděle
574,groß::A,бөдөҥ,velký
575,groß::A,улахан,velký
576,klein::A,кыр,malý
577,lang::A,уһун,dlouhý
578,kurz::A,кылгас,krátký
579,breit::A,кэтит,široký
580,schmal::A,кыараҕас,úzký
581,dicht::A,хойуу,hustý
582,dick[Gegenstand]::A,суон,tlustý
583,dick[Gegenstand]::A,хойуу,tlustý
584,dünn::A,чараас,tenký
585,fein::A,бытархай,jemný
586,fein::A,синньигес,jemný
587,fest::A,бөҕө,pevný
588,fest::A,кытаанах,pevný
589,flach::A,хаптаҕай,plochý
590,flach::A,хаптаҕай,placatý
591,glatt::A,кылааккай,hladký
592,hart::A,хатан,tvrdý
593,hart::A,кытаанах,tvrdý
594,weich::A,сымнаҕас,měkký
595,rund::A,төгүрүк,kulatý
596,rund::A,төгүрүк,okrouhlý
597,spitz::A,сытыы,špičatý
598,spitz::A,уһуктаах,špičatý
599,scharf::A,сытыы,ostrý
600,stumpf::A,сыппах,tupý
601,schwer::A,ыарахан,těžký
602,schön::A,кыраһыабай,pěkný
603,schön::A,кыраһыабай,krásný
604,heiß::A,итии,horký
605,warm::A,ичигэс,teplý
606,kalt::A,тымныы,studený
607,kühl::A,сөрүүн,chladný
608,frisch::A,ыраас,svěží
609,frisch::A,сөрүүн,svěží
610,frisch::A,тымныы,svěží
611,feucht::A,сииктээх,vlhký
612,nass::A,инчэҕэй,mokrý
613,trocken::A,кураан,suchý
614,voll::A,толору,plný
615,leer::A,иччитэх,prázdný
616,offen::A,аһаҕас,otevřený
617,geschlossen::A,бүтэй,zavřený
618,sauber::A,сэбэр,čistý
619,schmutzig::A,кирдээх,špinavý
620,roh::A,сиикэй,syrový
621,reif::A,буспут,zralý
622,reif::A,сиппит-хоппут,zralý
623,lecker::A,минньигэс,chutný
624,süß::A,минньигэс,sladký
625,bitter::A,аһыы,hořký
626,sauer::A,аһыы,kyselý
627,hell::A,сырдык,světlý
628,dunkel::A,хараҥа,temný
629,schwarz::A,хара,černý
630,weiß::A,үрүҥ,bílý
631,weiß::A,маҥан,bílý
632,rot::A,кыһыл,rudý
633,rot::A,кыһыл,červený
634,gelb::A,саһархай,žlutý
635,blau::A,күөх,modrý
636,grün::A,күөх,zelený
637,grün::A,от күөҕэ,zelený
638,grau::A,сиэрэй,šedý
639,grau::A,сиэрэй,šedivý
640,bunt::A,эриэн,pestrý
641,billig::A,чэпчэки,levný
642,billig::A,чэпчэки,laciný
643,teuer::A,сыаналаах,drahý
644,wertvoll::A,сыаналаах,cenný
645,blind::A,хараҕа суох,slepý
646,taub::A,дьүлэй,hluchý
647,kräftig::A,модун,silný
648,stark::A,күүстээх,silný
649,schwach::A,мөлтөх,slabý
650,fett::A,эмис,tučný
651,fett::A,эмис,tlustý
652,schlank::A,дьылҕан,štíhlý
653,schlank::A,дьыпсаҕай,štíhlý
654,hübsch::A,олус кэрэ,hezký
655,hübsch::A,көрүөхтэн үчүгэй,hezký
656,böse::A,өһүөннээх,zlý
657,dumm::A,акаары,hloupý
658,faul::A,нэс,líný
659,fleißig::A,кыһамньылаах,pilný
660,geizig::A,иҥсэлээх,lakomý
661,klug::A,өйдөөх,chytrý
662,geschickt::A,наһаа дьоҕурдаах,šikovný
663,lieb::A,тапталлаах,milý
664,lustig::A,көрдөөх,veselý
665,sanft::A,намчы,mírný
666,sanft::A,сымнаҕас,mírný
667,hungrig::A,аччык,hladový
668,krank::A,ыалдьар,nemocný
669,nackt::A,сыгынньах,nahý
670,traurig::A,санаарҕабыллаах,smutný
671,traurig::A,санаарҕабыллаах,truchlivý
672,lebendig::A,тыыннаах,živý
673,gut::A,үтүө,dobrý
674,gut::A,үчүгэй,dobrý
675,schlecht::A,куһаҕан,špatný
676,richtig::A,сөп,pravý
677,richtig::A,сөп,správný
678,schlimm::A,сидьиҥ,zlý
679,schlimm::A,быдьар,zlý
680,wahr::A,кырдьык,pravdivý
681,alt::A,былыргы,starý
682,neu::A,саҥа,nový
683,ehemalig::A,урукку,bývalý
684,alt[Lebewesen]::A,кырдьаҕас,starý
685,jung::A,эдэр,mladý
686,arm::A,дьадаҥы,chudý
687,reich::A,баай,bohatý
688,bekannt::A,билэр,známý
689,berühmt::A,аатырбыт,slavný
690,fremd::A,атын,cizí
691,verschieden::A,араас,různý
692,verschieden::A,араас,rozličný
693,nah::A,чугас,blízký
694,fern::A,ыраах,daleký
695,linker::A,хаҥас,levý
696,rechter::A,уҥа,pravý
697,anderer::A,атын,jiný
698,erster::A,маҥнайгы,první
699,zweiter::A,иккис,druhý
700,dritter::A,үһүс,třetí
701,letzter::A,тиһэх,poslední
702,allein::ADV,соҕотох,sám
703,auf einmal::ADV,биирдэ,najednou
704,zusammen::ADV,холбуу,spolu
705,zusammen::ADV,холбуу,dohromady
706,lange::ADV,уһуннук,dlouho
707,plötzlich::ADV,эмискэ,vtom
708,plötzlich::ADV,эмискэ,náhle
709,sofort::ADV,тута,hned
710,sofort::ADV,тута,ihned
711,später::ADV,хойут,později
712,jetzt::ADV,билигин,teď
713,jetzt::ADV,билигин,nyní
714,heute::ADV,бүгүн,dnes
715,heute::ADV,бүгүн,dneska
716,morgen::ADV,сарсын,zítra
717,bald::ADV,өтөр,brzo
718,dann::ADV,кэнна,pak
719,dann::ADV,кэнна,potom
720,gestern::ADV,бэҕэһээ,včera
721,einst::ADV,биир төгүл,kdysi
722,einst::ADV,арай биирдэ,kdysi
723,damals::ADV,оччоҕо,tehdy
724,damals::ADV,оччоҕо,tenkrát
725,danach::ADV,аары,podle toho
726,danach::ADV,ол кэнниттэн,podle toho
727,vorher::ADV,урут,dříve
728,vorher::ADV,урут,napřed
729,zuerst::ADV,маҥнай,nejprve
730,zuerst::ADV,маҥнай,nejdříve
731,einmal::ADV,биирдэ,jednou
732,manchmal::ADV,арыт,někdy
733,oft::ADV,чаастатык,často
734,immer::ADV,мэлдьи,vždy
735,immer::ADV,мэлдьи,stále
736,niemals::ADV,хаһан да,nikdy
737,hier::ADV,маныаха,zde
738,hier::ADV,маныаха,tady
739,hierhin::ADV,бэттэх,sem
740,von hier::ADV,мантан,odtud
741,dort::ADV,онно,tam
742,dorthin::ADV,онно,tam
743,geradeaus::ADV,быһа,rovně
744,geradeaus::ADV,быһаччы,rovně
745,vorwärts::ADV,инники,kupředu
746,rückwärts::ADV,төттөру,zpět
747,zurück::ADV,төттөрү,zpět
748,zurück::ADV,төттөрү,nazpět
749,unten::ADV,аллара,dole
750,hinab::ADV,аллара,dolů
751,oben::ADV,үөһэ,nahoře
752,oben::ADV,үөһэ,navrchu
753,hinauf::ADV,өрө,nahoru
754,hinauf::ADV,үөһэ,nahoru
755,überall::ADV,бэйдиэ,všude
756,nicht::ADV,буолбатах,ne
757,ein wenig::ADV,кыратык,trochu
758,kaum::ADV,нэһиилэ,sotva
759,sehr::ADV,бэрт,velmi
760,sehr::ADV,бэрт,velice
761,sehr::ADV,наһаа,velmi
762,sehr::ADV,наһаа,velice
763,so::ADV,оччо,tak
764,so::ADV,оччо,takto
765,so::ADV,оннук,tak
766,so::ADV,оннук,takto
767,noch::ADV,өссө,ještě
768,nur::ADV,эрэ,jen
769,nur::ADV,эрэ,jenom
770,nur::ADV,сыччах,jen
771,nur::ADV,сыччах,jenom
772,schon::ADV,бэлиэр,už
773,schon::ADV,бэлиэр,již
774,wieder::ADV,эмиэ,zase
