,Concept_ID,te,cs
701,hinauf::ADV,పైకి,nahoru
702,überall::ADV,అంతటా,všude
703,nicht::ADV,కాదు,ne
704,ein wenig::ADV,కొంచెము,trochu
705,kaum::ADV,చాలిచాలక,sotva
706,sehr::ADV,చాల,velmi
707,sehr::ADV,చాల,velice
708,so::ADV,ఆలాగున,tak
709,so::ADV,ఆలాగున,takto
710,noch::ADV,ఇప్పటికిని,ještě
711,nur::ADV,మాత్రము,jen
712,nur::ADV,మాత్రము,jenom
713,schon::ADV,ఇదివఱకే,už
714,schon::ADV,ఇదివఱకే,již
715,wieder::ADV,తిరిగి,zase
716,vergebens::ADV,నిష్ఫలముగా,marně
717,vor::PRP,ముందు,před
718,hinter::PRP,వెనుక,za
719,unter::PRP,క్రింద,pod
720,durch::PRP,ద్వారా,skrz
721,neben::PRP,దగ్గెర,vedle
722,zwischen::PRP,మధ్య,mezi
723,wegen::PRP,కారణంగా,pro
724,dies::PRN,ఇది,toto
725,dies::PRN,ఇది,tohle
726,das::PRN,అది,to
727,alles::PRN,సకలము,všechno
728,ich::PRN,నేను,já
729,du::PRN,నీవు,ty
730,er::PRN,అతడు,on
731,wir::PRN,మనము,my
732,ihr::PRN,మీరు,vy
733,sie::PRN,వారు,oni
734,was::FPRN,ఏమి,co
735,wer::FPRN,ఎవడు,kdo
736,wo::FADV,ఎక్కడ,kde
737,wohin::FADV,ఎందుకు,kam
738,wie::FADV,ఎట్టు,jak
739,warum::FADV,ఏల,proč
740,wieviel::FNUM,ఎంత,kolik
741,eins::NUM,ఒకటి,jeden
742,zwei::NUM,రెండు,dva
743,drei::NUM,మూడు,tři
744,vier::NUM,నాలుగు,čtyři
745,fünf::NUM,అయిదు,pět
746,sechs::NUM,ఆఱు,šest
747,sieben::NUM,ఏరు,sedm
748,acht::NUM,ఎనిమదు,osm
749,neun::NUM,తొమ్మిది,devět
750,zehn::NUM,పది,deset
751,elf::NUM,పదునొకొండు,jedenáct
752,zwölf::NUM,పండ్రండు,dvanáct
753,zwanzig::NUM,ఇరుపది,dvacet
754,dreißig::NUM,ముప్పది,třicet
755,vierzig::NUM,నలువది,čtyřicet
756,fünfzig::NUM,ఏబది,padesát
757,sechzig::NUM,అరుపది,šedesát
758,siebzig::NUM,డెబ్బది,sedmdesát
759,achtzig::NUM,ఎనుబది,osmdesát
760,neunzig::NUM,తొంబది,devadesát
761,hundert::NUM,నూఱు,sto
762,tausend::NUM,వేయి,tisíc
763,und::CNJ,మఱియు,a
764,oder::CNJ,లేక,nebo
765,stehen::V,నిలుచు,stát
766,sitzen::V,కూర్చుండు,sedět
767,liegen::V,పండుకొనుట,ležet
768,hängen::V,వ్రేలాడదీయు,viset
769,werden::V,అగు,stát se
770,passieren::V,సంభవించు,stát se
771,beginnen::V,ఆరంభించు,počít
772,enden::V,తీరుట,končit
773,enden::V,తీరుట,skončit
774,wechseln::V,మార్చు,měnit se
775,aufgehen[Sonne]::V,ఉదయించు,vyjít
776,untergehen[Sonne]::V,అస్తమించు,zapadnout
777,scheinen[Sonne]::V,ప్రకాశించు,svítit
778,donnern::V,ఉరుముట,hřmět
779,wehen::V,దురద్పప్టము,vát
780,wehen::V,దురద్పప్టము,vanout
781,strömen::V,పారుట,proudit
782,fließen::V,ప్రవహించు,téct
783,sich drehen::V,తిరుగు,točit se
784,schwanken::V,ఆడించుట,kolísat
785,schwanken::V,ఆడించుట,houpat se
786,schwingen::V,ఊగుట,kývat se
787,fallen::V,పడు,padat
788,brennen::V,కాలుట,hořet
789,rauchen::V,పొగసుట,kouřit
790,regnen::V,కురిపించుట,pršet
791,gefrieren::V,గడ్డకట్టు,zamrznout
792,tauen::V,కరగు,tát
793,schmelzen::V,కరగు,tavit
794,trocknen::V,యెండుట,schnout
795,sieden::V,ఉడుకు,vřít
796,faulen::V,క్రుళ్లు,hnít
797,verfaulen::V,క్షిణించు,shnít
798,reißen::V,చించు,roztrhat se
799,versinken::V,మునుగు,topit se
800,versinken::V,మునుగు,ponořit se
801,vergehen::V,సంభవించు,plynout
802,erscheinen::V,కనబడు,objevit se
803,verschwinden::V,అదృశ్యమగు,zmizet
804,sinken::V,ముణుగుట,klesat
805,abnehmen::V,తగ్గు,ubýt
806,zunehmen::V,పెరుగుట,přibýt
807,steigen::V,లేచు,stoupat
808,wachsen::V,పెరుగు,růst
809,glänzen::V,ప్రకాశించు,lesknout se
810,funkeln::V,ప్రకాశించు,jiskřit se
811,lärmen::V,అరుచుట,dělat hluk
812,läuten::V,మేళవించుట,zvonit
813,klingeln::V,వాయించుట,zvonit
814,klirren::V,ఘంటానాదము,řinčet
815,brausen::V,గర్జించు,hučet
816,rauschen::V,చటచటమనుట,šumět
817,klingen::V,ధ్వనించుట,znít
818,bellen::V,అఱచు,štěkat
819,heulen::V,కూయు,výt
820,blasen::V,దురద్పప్టము,foukat
821,pfeifen::V,ఈలవేయు,pískat
822,schreien::V,అఱచు,křičet
823,stöhnen::V,మూలుగు,sténat
824,zittern::V,వణకు,třást se
825,leben::V,జీవించుట,žít
826,geboren werden::V,పుట్టుట,rodit se
827,atmen::V,ఉపిరి తీయు,dýchat
828,trinken::V,త్రాగు,pít
829,essen::V,తిను,jíst
830,schlucken::V,మ్రింగు,polykat
831,müde werden::V,అలయు,unavit se
832,einschlafen::V,నిద్రించు,usnout
833,schlafen::V,నిద్రురించు,spát
834,aufwachen::V,మేలుకొను,probudit se
835,aufstehen::V,లేచు,vstát
836,sich erholen::V,నడ్డి వాల్చు,zotavovat se
837,krank werden::V,జబ్బుపడు,onemocnět
838,krank sein::V,జబ్బు చేయు,být nemocný
839,schmerzen::V,నొచ్చుట,bolet
840,husten::V,దగ్గుట,kašlat
841,genesen::V,కుదురుట,uzdravit se
842,sterben::V,మరణించు,umřít
843,umkommen::V,నశించు,zahynout
844,sich bewegen::V,కదలు,pohnout se
845,sich rühren::V,కదలు,hnout se
846,sich erheben::V,లేచు,zdvihnout se
847,sich setzen::V,కూర్చుణ్డు,posadit se
848,hinfallen::V,దొర్లు,upadnout
849,laufen::V,నడచు,běžet
850,schreiten::V,అడుగుపెట్టుట,kráčet
851,spazierengehen::V,పచారు చేయు,procházet se
852,eilen::V,తొందరపడు,spěchat
853,sich beeilen::V,త్వరపెట్టు,pospíšit si
854,sausen::V,విసరికొట్టు,fičet
855,rennen::V,పరుగెత్తు,pádit
856,springen::V,దుముకు,skákat
857,klettern::V,ఎక్కు,lézt
858,klettern::V,ఎక్కు,šplhat
859,schaukeln::V,ఉయ్యాల ఊగు ,houpat
860,kriechen::V,ప్రాకు,lézt
861,kriechen::V,ప్రాకు,plazit se
862,schwimmen::V,ఈదు,plavat
863,tauchen::V,మునుగు,nořit se
864,rudern::V,తెడ్లతోఁగడపు,veslovat
865,fahren::V,నడపు,jet
866,fahren::V,నడపు,jezdit
867,fliegen::V,ఎగురు,létat
868,gehen::V,పోవు,jít
869,weggehen::V,బయలుదేరు,odejít
870,abfahren::V,విడిచిపోవు,odjet
871,anhalten::V,నిలుపు,zastavit se
872,hineingehen::V,ప్రవేశించు,vcházet se
873,eintreten::V,ప్రవేశించు,vstoupit
874,kommen::V,వచ్చు,přijít
875,ankommen::V,వచ్చి చేరు,dojít
876,zurückkommen::V,తిరిగీవచ్చుట,vrátit se
877,bleiben::V,ఉండు,zůstat
878,warten::V,కనిపెట్టు,čekat
879,erwarten::V,నిరిక్షించు,čekat na
880,suchen::V,వెదకు,hledat
881,finden::V,కనుగొను,najít
882,versuchen::V,ప్రయత్నించు,zkoušet
883,vorbereiten::V,తయారుచేయు,připravit
884,lieben::V,ప్రేమించు,milovat
885,mögen::V,ఇష్టపడు,mít rád
886,lachen::V,నవ్వు,smát se
887,rühren::V,గుండె తాకు,dojmout
888,weinen::V,వీడ్చు,plakat
889,schimpfen::V,గొణుగు,nadávat
890,sich ärgern::V,అలుగు,pohoršit se
891,sich fürchten::V,భయపడు,bát se
892,fürchten::V,భయపడు,bát se
893,fliehen::V,పాఱిపోపు,utéct
894,flüchten::V,తప్పించుకొను,prchnout
895,sehen::V,చూచు,vidět
896,anschauen::V,చూచు,podívat se na
897,ansehen::V,కాచియుండు,sledovat
898,hören::V,విను,slyšet
899,zuhören::V,విను,poslouchat
900,probieren::V,చవిచూచుట,ochutnávat
901,riechen::V,వాసనచూచు,cítit
902,fühlen::V,స్పర్శించుట,cítit
903,scheinen::V,కనబడు,zdát se
904,zu sehen sein::V,చూవు,moci být viděn
905,vernehmen::V,విను,uslyšet
906,frieren::V,చలికి వడకు,mrznout
907,tun::V,చేయు,dělat
908,können::V,గల,moct
909,wollen::V,కోరు,chtít
910,anfangen::V,ఆరంభించు,začít
911,beenden::V,ముగించు,ukončit
912,aufhören::V,నిలుపు,přestat
913,gelingen::V,గెలుపాందు,podařit se
914,geraten::V,వెలువడు,dařit se
915,öffnen::V,తెఱచు,otevřít
916,schließen::V,మూయు,zavřít
917,stellen::V,ఉంచు,postavit
918,setzen::V,ఉంచు,posadit
919,legen::V,పెట్టు,klást
920,legen::V,పెట్టు,položit
921,berühren::V,తాకు,dotýkat se
922,verbinden::V,చేర్చుట,spojit
923,bedecken::V,మూయు,pokrýt
924,aufhängen::V,వ్రేలాడదీయు,oběsit
925,aufhängen::V,వ్రేలాడదీయు,pověsit
926,anzünden::V,వెలిగించు,zapálit
927,anzünden::V,వెలిగించు,podpálit
928,aufheben::V,సేకరించు,zvednout
929,aufheben::V,సేకరించు,zdvihnout
930,zurücklassen::V,విడుచు,zanechat
931,verlieren::V,పోగొట్టుకొను,ztratit
932,fallen lassen::V,జాఱవిడుచు,upustit
933,machen::V,చేయు,udělat
934,herstellen::V,ఉత్పత్తిచేయు,vyrobit
935,bauen::V,నిర్మించు,stavět
936,bauen::V,నిర్మించు,budovat
937,reparieren::V,సరిచేయు,opravit
938,verbessern::V,వృద్ధి చేయు,zlepšit
939,ändern::V,మార్చు,změnit
940,graben::V,త్రవ్వు,rýt
941,graben::V,త్రవ్వు,kopat
942,beugen::V,వంచు,ohnout
943,biegen::V,వంచు,ohnout
944,drehen::V,నూలువడుకు,točit
945,wenden::V,త్రిప్పు,obrátit
946,umdrehen::V,త్రిప్పు,obrátit
947,heben::V,ఎత్తు,zdvihnout
948,hochheben::V,ఎత్తు,zvednout
949,ergreifen::V,వశపఱచుకొను,chopit se
950,halten::V,ఉంచు,držet
951,drücken::V,అణచు,stisknout
952,schieben::V,నొక్కు,posouvat
953,kratzen::V,గోకు,škrábat
954,lecken::V,నాకు,lízat
955,beißen::V,కఱచు,kousat
956,abreißen::V,తెగతెంచు,utrhat
957,abreißen::V,తెగతెంచు,odtrhat
958,abschneiden::V,తెగకొట్టు,uřezat
959,abschneiden::V,తెగకొట్టు,ukrojit
960,binden::V,కట్టు,přivázat
961,stecken::V,తగులుకొనివుండుట,strčit
962,brechen::V,పగులగొట్టు,lomit
963,klopfen::V,కొట్టు,ťukat
964,klopfen::V,కొట్టు,klepat
965,hauen::V,కొట్టు,bít
966,kleben::V,అంటుకొను,lepit
967,reiben::V,రాచు,třít
968,streichen::V,వ్యాపింపజేయు,mazat
969,schleifen::V,రాచు,brousit
970,schneiden::V,కోయు,řezat
971,schneiden::V,కోయు,střihat
972,rütteln::V,కుదిలించుట,třást
973,rütteln::V,కుదిలించుట,otřást
974,schütteln::V,కదల్చు,třást
975,schütteln::V,కదల్చు,zatřást
976,schwenken::V,ఊచుట,mávat
977,schütten::V,పోయు,nasypat
978,füllen::V,నింపు,naplnit
979,einwickeln::V,చుట్టు,zavinout
980,tragen::V,మోయు,nést
981,schleppen::V,ఈడ్చు,vléct
982,ziehen::V,ఈడ్చు,tahat
983,ziehen::V,ఈడ్చు,táhnout
984,aufbewahren::V,కాపాడు,schovat
985,werfen::V,విసరు,házet
986,fangen::V,పట్టుకొను,chytat
987,packen::V,పట్టుకొను,uchvátit
988,verstecken::V,దాచు,schovat
989,teilen::V,భాగించు,rozdělit
990,schicken::V,పంపు,posílat
991,bringen::V,తెచ్చు,přinést
992,hinzufügen::V,చేర్చు,připojit
993,bekommen::V,సంపాదించు,dostat
994,erhalten::V,పుచ్చుకొను,uchovat
995,nehmen::V,తీసికొను,vzít
996,wählen::V,ఇష్టపడు,zvolit
997,auswählen::V,ఏరుకొను,vybrat
998,bewahren::V,భద్రపఱుచు,uchránit
999,behindern::V,అడ్డగించుట,překážet
1000,verderben::V,చెఱచు,zkazit
1001,beschädigen::V,చెరుపుట,porušit
1002,beschädigen::V,చెరుపుట,poškodit
1003,zerbrechen::V,పగులగొట్టు,rozlámat
1004,zerreißen::V,చించు,roztrhnout
1005,zerstören::V,వాశనము చేయు,zničit
1006,verbrennen::V,కాల్చు,spálit
1007,geben::V,ఇచ్చు,dát
1008,reichen::V,అందుకొనుట,podat
1009,schenken::V,అర్పించు,darovat
1010,versprechen::V,వాగ్దత్తము చేయు,slíbit
1011,wünschen::V,కోరు,přát
1012,loben::V,స్తుతించు,chválit
1013,küssen::V,ముద్దుపెట్టుకొను,líbat
1014,wiegen::V,ఊచుట,chovat
1015,wiegen::V,ఊచుట,kolébat
1016,zudecken::V,మూయు,přikrýt
1017,zudecken::V,మూయు,přiklopit
1018,wecken::V,నిద్రపలేపుట,vzbudit
1019,zeigen::V,చూవు,ukázat
1020,führen::V,దారిచూపు,vést
1021,lehren::V,బోధించు,učit
1022,unterrichten::V,నేర్పు,vyučovat
1023,aufziehen::V,పెంచు,vychovat
1024,leiten::V,తీసుకపోవుట,vodit
1025,antreiben::V,ప్రేరేపించు,nutit
1026,lassen::V,అనుమతించు,dát
1027,einladen::V,ఆహ్వానించు,pozvat
1028,vereinigen::V,కూడుట,spojit
1029,besuchen::V,పోయి చూచు,návštívit
1030,treffen::V,కలియు,potkat
1031,sich versammeln::V,కూర్చు,shromáždit se
1032,spielen::V,ఆట లాడు,hrát
1033,singen::V,పాడు,zpívat
1034,tanzen::V,నృత్యముచేయు,tančit
1035,sich trennen::V,ఎడబాయుట,rozejít se
1036,verlassen::V,విడుచు,opustit
1037,retten::V,తప్పించుట,zachránit
1038,bewachen::V,కాపాడు,hlídat
1039,schützen::V,రక్షించు,chránit
1040,verteidigen::V,రక్షించు,obhájit
1041,sich schlagen::V,జగడమాడు,bít se
1042,schießen::V,కాల్చు,střílet
1043,siegen::V,గెలుచు,zvítězit
1044,ärgern::V,పీడించుట,zlobit
1045,ärgern::V,పీడించుట,pohoršit
1046,schlagen::V,కొట్టు,udeřit
1047,schlagen::V,కొట్టు,praštit
1048,treten::V,తన్ను,kopnout
1049,stechen::V,కుట్టు,bodnout
1050,stechen::V,కుట్టు,píchnout
1051,stoßen::V,గెంటు,strčit
1052,stehlen::V,దొంగిలించు,ukrást
1053,stören::V,కలతపఱచు,vyrušit
1054,belästigen::V,పీడించు,obtěžovat
1055,verbergen::V,దాచు,skrýt
1056,täuschen::V,మోసము చేయు,klamat
1057,betrügen::V,మోసపుచ్చు,podvést
1058,töten::V,చంపు,zabít
1059,wohnen::V,నివసించు,bydlit
1060,arbeiten::V,పనిచేయు,pracovat
1061,sammeln::V,ప్రోగుచేయు,sebrat
1062,pflücken::V,యేరుట,česat
1063,jagen::V,వేటాడు,uhonit
1064,fischen::V,వెదకు,chytat ryby
1065,fassen::V,పట్టుకొమ,ulovit
1066,hüten::V,మందచేరుట,pást
1067,treiben::V,నడపు,hnát
1068,anbinden::V,కట్టు,přivázat
1069,füttern::V,భోజనము పెట్టు,krmit
1070,melken::V,పాలు పితుకు,dojit
1071,hacken::V,నఱకు,seknout
1072,gießen::V,నీళ్ళుకట్టుట,zalít
1073,reifen::V,పండుట,uzrát
1074,zubereiten::V,వండు,připravit
1075,kochen::V,వండు,vařit
1076,backen::V,రొట్టెకాల్చు,péct
1077,braten::V,వేపు,smažit
1078,umrühren::V,కదులుట,zamíchat
1079,stricken::V,అల్లు,plést
1080,nähen::V,కుట్టు,šít
1081,färben::V,రంగు వేయు,nabarvit
1082,reinigen::V,శుభ్రము చేయు,očistit
1083,waschen::V,కడుగు,mýt
1084,abwischen::V,తుడుచు,utřít
1085,spülen::V,నీటిలో జడించు,spláchnout
1086,fegen::V,ఊడ్చు,zamést
1087,kehren::V,ఊడ్చు,mést
1088,baden::V,స్నానము చేయు,koupat se
1089,sich waschen::V,కడుగు,mýt se
1090,ausziehen::V,విప్పు,svléct
1091,anziehen::V,ధరించు,obléct
1092,sich anziehen::V,బట్టలు వేసుకొను,oblékat se
1093,sich anziehen::V,తొడుగుకొను,oblékat se
1094,kämmen::V,దువ్వుట,učesat
1095,schmücken::V,అలంకరించు,ozdobit
1096,sagen::V,చెప్పు,říct
1097,sprechen::V,చెప్పు,mluvit
1098,reden::V,మాటలాడు,hovořit
1099,sich unterhalten::V,ముచ్చటలాడు,povídat se
1100,fragen::V,ప్రశ్నించు,zeptat se
1101,bitten::V,కోరు,prosit
1102,erzählen::V,చెప్పు,povídat
1103,mitteilen::V,తెలియజేయు,sdělit
1104,mitteilen::V,తెలియజేయు,oznámit
1105,nennen::V,పేరు వెట్టు,nazvat
1106,rufen::V,పిలుచు,volat
1107,rufen::V,పిలుచు,zavolat
1108,prahlen::V,జల్లి,chlubit se
1109,übersetzen::V,తర్జుమాచేయు,přeložit
1110,denken::V,ఆలోచించు,myslit
1111,glauben::V,నమ్ము,věřit
1112,bemerken::V,గుర్తించు,zpozorovat
1113,erkennen::V,గుర్తించు,poznat
1114,begreifen::V,గ్రహించు,pochopit
1115,verstehen::V,గ్రహించు,porozumět
1116,lernen::V,నేర్చు కొను,učit se
1117,wissen::V,తెలిసికొను,vědět
1118,sich erinnern an::V,జ్ఞాపకముంచుకొను,vzpomínat si na
1119,vergessen::V,మఱచిపోవు,zapomínat
1120,messen::V,కొలుచుట,měřit
1121,zählen::V,లెక్కపెట్టు,spočítat
1122,rechnen::V,లెక్కపెట్టు,počítat
1123,lesen::V,చదువు,číst
1124,malen::V,పూనుట,malovat
1125,zeichnen::V,వ్రాసుట,rýsovat
1126,schreiben::V,వ్రాయు,psát
1127,besitzen::V,కలిగియుండు,mít
1128,besitzen::V,కలిగియుండు,vlastnit
1129,kaufen::V,కొను,koupit
1130,verkaufen::V,అమ్ము,prodat
1131,bezahlen::V,చెల్లించు,zaplatit
1132,zahlen::V,చెల్లించు,platit
1133,beherrschen::V,ఏలు,ovládat
1134,ertragen::V,భరించు,snést
