,Concept_ID,he,ady
684,nicht::ADV,לא,-п
685,nicht::ADV,לא,мы-
686,ein wenig::ADV,קצת,тӏэкӏу
687,kaum::ADV,בקשי,къоды́й
688,sehr::ADV,מאוד,дэд
689,so::ADV,כך,ащ фэд
690,so::ADV,כך,мыщ фэд
691,so::ADV,כך,джащ фэд
692,so::ADV,ככה,ащ фэд
693,so::ADV,ככה,мыщ фэд
694,so::ADV,ככה,джащ фэд
695,noch::ADV,עוד,джыри
696,noch::ADV,עדין,джыри
697,nur::ADV,רק,ныӏэ́п
698,schon::ADV,כבר,
699,wieder::ADV,שוב,джыри
700,vergebens::ADV,לריק,пкӏэнчъэ́у
701,vergebens::ADV,לשוא,пкӏэнчъэ́у
702,vor::PRP,מול,пашъхьэ́
703,hinter::PRP,מאחורי,кӏы́б
704,unter::PRP,מתחת,чӏэ-
705,durch::PRP,דרך,пхыры-
706,neben::PRP,ליד,дэжь
707,neben::PRP,על-יד,дэжь
708,zwischen::PRP,בין,азыфа́гу
709,wegen::PRP,בשל,къы-
710,wegen::PRP,בגלל,къы-
711,dies::PRN,זה,ар
712,das::PRN,זה,а
713,das::PRN,זה,мо
714,alles::PRN,הכל,зэкӏэ́
715,ich::PRN,אני,сэ
716,du::PRN,את,о
717,du::PRN,אתה,о
718,er::PRN,הוא,ар
719,wir::PRN,אנחנו,тэ
720,ihr::PRN,לה,шъо
721,sie::PRN,הם,ахэр
722,was::FPRN,מה,сыд
723,wer::FPRN,מי,хэт
724,wo::FADV,איפה,тыдэ́
725,wohin::FADV,לאן,тыдэ́
726,wie::FADV,איך,сыдэущтэ́у
727,warum::FADV,למה,сыд пае́
728,wieviel::FNUM,כמה,тхьапш
729,wieviel::FNUM,כמה,сыд фэди́з
730,eins::NUM,אחד,зы
731,zwei::NUM,שתים,тӏу
732,drei::NUM,שלושה,щы
733,vier::NUM,ארבעה,плӏы
734,fünf::NUM,חמשה,тфы
735,sechs::NUM,ששה,хы
736,sieben::NUM,שבעה,блы
737,acht::NUM,שמונה,и
738,neun::NUM,תשעה,бгъу
739,zehn::NUM,עשרה,пшӏы
740,elf::NUM,אחת עשרה,пшӏыкӏузы́
741,zwölf::NUM,שתים עשרה,пшӏыкӏутӏу
742,zwanzig::NUM,עשרים,тӏокӏы́
743,dreißig::NUM,שלושים,щэкӏы
744,vierzig::NUM,ארבעים,тӏокӏи́тӏу
745,fünfzig::NUM,חמשים,шъэны́ыкъу
746,sechzig::NUM,ששים,тӏокӏи́щ
747,siebzig::NUM,שבעים,тӏокӏищырэ́ пшӏырэ́
748,achtzig::NUM,שמונים,тӏокӏи́пӏ
749,neunzig::NUM,תשעים,тӏокӏиилӏырэ́ пшӏырэ́
750,hundert::NUM,מאה,шъэ
751,tausend::NUM,אלף,мин
752,und::CNJ,ו,ыкӏи
753,oder::CNJ,או,е
754,stehen::V,עמד,ущытын
755,stehen::V,עמד,умыхъыен
756,sitzen::V,ישב,уисын
757,sitzen::V,ישב,утесын
758,liegen::V,שכב,телъы́н
759,hängen::V,היה תלוי,къыщылэлын
760,hängen::V,היה תלוי,къыщылэлын щыгъын быхъур
761,werden::V,הפך ל,хъун
762,passieren::V,קרה,къэхъун
763,beginnen::V,התחיל,къежьэн
764,beginnen::V,התחיל,къыублэн
765,enden::V,הסתים,ухы́н
766,wechseln::V,השתנה,зэхъожьы́н
767,aufgehen[Sonne]::V,זרח,къыкъокӏы́н
768,untergehen[Sonne]::V,שקע,къохьан
769,scheinen[Sonne]::V,בהק,къепсыи
770,donnern::V,רעם,гъогъон
771,wehen::V,נשב,епщэ́н
772,strömen::V,זרם,чъэн
773,fließen::V,זרם,чъэн
774,sich drehen::V,הסתובב,зыгъэчэрэгъу́н
775,schwanken::V,התנודד,хъые́н
776,schwingen::V,התנענע,зыгъэхъые́н
777,fallen::V,נפל,къефэхы́н
778,brennen::V,בער,стын
779,rauchen::V,עשן,ӏугъо къикӏын
780,regnen::V,ירד גשם,къещхы́н
781,gefrieren::V,קפא,дыкъын
782,tauen::V,נמס,жъун
783,schmelzen::V,התיך,ткӏун
784,trocknen::V,התיבש,гъушъы́н
785,trocknen::V,התיבש,чъэпхъу́н
786,sieden::V,רתח,жъон
787,faulen::V,רקב,шъун
788,verfaulen::V,רקב,шъун
789,reißen::V,נקרע,зэӏэтхъы́н
790,versinken::V,טבע,чӏихьан
791,vergehen::V,עבר,блэкӏы́н
792,erscheinen::V,נגלה,къэлъэгъон
793,erscheinen::V,הופיע,къэлъэгъон
794,verschwinden::V,נעלם,кӏодыжьы́н
795,sinken::V,ירד,
796,abnehmen::V,הפחית,къыкӏичын
797,zunehmen::V,רבה,хэхъо́н
798,steigen::V,עלה,къежьэн
799,wachsen::V,גדל,хэхъо́н
800,wachsen::V,גדל,къэкӏы́н
801,glänzen::V,נצץ,цӏыу́н
802,glänzen::V,בהק,цӏыу́н
803,funkeln::V,נצנץ,жъыу́н
804,lärmen::V,רעש,бырсыры́н
805,läuten::V,צלצל,теон
806,klingeln::V,צלצל,теон
807,klirren::V,קרקש,
808,brausen::V,געש,шъуин
809,rauschen::V,רשרש,макъэ гъэӏун
810,klingen::V,נשמע,къыхэӏукӏын
811,bellen::V,נבח,хьакъу́н
812,heulen::V,ילל,быун
813,blasen::V,נשף,епщэ́н
814,pfeifen::V,שרק,шъуин
815,schreien::V,צעק,куо́н
816,schreien::V,צעק,кӏыи́н
817,stöhnen::V,נאנק,щэӏун
818,zittern::V,רעד,кӏэзэзын
819,leben::V,חי,псэу́н
820,geboren werden::V,נולד,къэхъун
821,atmen::V,נשם,жьы къэщэ́н
822,trinken::V,שתה,ешъо́н
823,essen::V,אכל,шхын
824,schlucken::V,בלע,бдырыин
825,müde werden::V,התעיף,пшъын
826,einschlafen::V,נרדם,хэчъыен
827,schlafen::V,ישן,чъые́н
828,aufwachen::V,התעורר,къэущы́н
829,aufstehen::V,קם,уцу́н
830,sich erholen::V,נפש,зыгъэпсэфын
831,krank werden::V,חלה,сымаджэ́ хъун
832,krank sein::V,היה חולה,сымэджэ́н
833,schmerzen::V,כאב,сымэджэ́н
834,husten::V,השתעל,пскэ́н
835,genesen::V,הבריא,хъужьын
836,sterben::V,מת,лӏэн
837,umkommen::V,נספה,хэкӏодэн
838,sich bewegen::V,נע,хъые́н
839,sich rühren::V,זז,хъые́н
840,sich erheben::V,קם,къэтэджын
841,sich setzen::V,התישב,тӏысы́н
842,hinfallen::V,נפל,ебэджы́н
843,laufen::V,הלך ברגל,кӏон
844,schreiten::V,פסע,кӏон
845,spazierengehen::V,טיל,къэкӏухьэн
846,eilen::V,אץ,гузэжъон
847,eilen::V,מהר,гузэжъон
848,sich beeilen::V,מהר,гуӏэ́н
849,sausen::V,אץ,псынкӏэ́у чъэн
850,rennen::V,רץ,чъэн
851,springen::V,קפץ,пкӏэн
852,klettern::V,טפס,дэцохъоен
853,schaukeln::V,התנדנד,уешӏэн
854,kriechen::V,זחל,цохъо́н
855,schwimmen::V,שחה,есы́н
856,tauchen::V,צלל,зычӏэгъэо́н
857,rudern::V,חתר,къошъо бэщкӏэ фын
858,fahren::V,נסע,кӏон
859,fliegen::V,עף,быбы́н
860,gehen::V,הלך,кӏон
861,weggehen::V,עזב,ӏукӏын
862,abfahren::V,יצא,ежьэн
863,anhalten::V,עצר,къэуцу́н
864,hineingehen::V,נכנס,ихьан
865,eintreten::V,נכנס,чӏэхьан
866,kommen::V,בא,къэкӏо́н
867,ankommen::V,הגיע,къэсы́н
868,zurückkommen::V,שב,гъэзэжьын
869,zurückkommen::V,חזר,гъэзэжьын
870,bleiben::V,נשאר,къэнэ́н
871,warten::V,חכה,пэплъэ́н
872,warten::V,המתין,пэплъэ́н
873,erwarten::V,צפה,ежэн
874,suchen::V,חפש,лъыхъу́н
875,finden::V,מצא,къэгъоты́н
876,finden::V,מצא,къыхэгъэщы́н
877,versuchen::V,נסה,пылъы́н
878,vorbereiten::V,הכין,гъэхьазыры́н
879,lieben::V,אהב,шӏу плъэгъу́н
880,mögen::V,אהב,шӏу плъэгъу́н
881,lachen::V,צחק,щхын
882,rühren::V,נגע ללב,гур гъэузын
883,weinen::V,בכה,гъын
884,schimpfen::V,גער,хъонэн
885,sich ärgern::V,זעם,губжы́н
886,sich ärgern::V,כעס,губжы́н
887,sich fürchten::V,פחד,щынэ́н
888,sich fürchten::V,חשש,щынэ́н
889,fürchten::V,פחד מ,щынэ́н
890,fürchten::V,חשש מ,щынэ́н
891,fliehen::V,ברח,
892,flüchten::V,נמלט,
893,sehen::V,ראה,льэгъу́н
894,anschauen::V,הביט,плъэн
895,anschauen::V,הביט,еплъы́н
896,ansehen::V,התבונן,плъэн
897,hören::V,שמע,зэхэхын
898,zuhören::V,הקשיב,дэӏо́н
899,probieren::V,נסה,хэӏэн
900,riechen::V,הריח,пэмэ́н
901,fühlen::V,חש,зэхэпшӏэн
902,scheinen::V,נדמה,уащыхъу́н
903,scheinen::V,נדמה,уашӏошӏы́н
904,zu sehen sein::V,נראה,зэрэлъэгъу́н
905,vernehmen::V,נודע ל,зэхэхын
906,frieren::V,קר ל,дыкъын
907,frieren::V,קר ל,пӏыкӏэн
908,frieren::V,קר ל,чъыӏэ́ лӏэн
909,tun::V,פעל,шӏын
910,können::V,יכל,лъэкӏы́н
911,wollen::V,רצה,фэе́н
912,anfangen::V,התחיל,ублэн
913,beenden::V,גמר,ухы́н
914,aufhören::V,סים,щыгъэтын
915,gelingen::V,הצליח,хъун
916,geraten::V,עלה,
917,öffnen::V,פתח,ӏухы́н
918,schließen::V,סגר,игъэсэн
919,stellen::V,העמיד,бгъэуцун
920,setzen::V,הושיב,гъэтӏысы́н
921,legen::V,שם,хэлъхьа́н
922,berühren::V,נגע,эӏэн
923,berühren::V,נגע,нэсын
924,verbinden::V,קשר,зэхэпхэ́н
925,verbinden::V,קשר,пхын
926,bedecken::V,כסה,техъо́н
927,aufhängen::V,תלה,пылъэ́н
928,anzünden::V,הצית,хэгъэнэ́н
929,aufheben::V,אסף,
930,zurücklassen::V,השאיר,къэгъэнэ́н
931,verlieren::V,אבד,чӏэ́нэн
932,verlieren::V,אבד,шӏокӏоды́н
933,fallen lassen::V,שמט,чӏэунэн
934,fallen lassen::V,שמט,пӏэпызын
935,fallen lassen::V,הפיל,чӏэунэн
936,fallen lassen::V,הפיל,пӏэпызын
937,machen::V,עשה,шӏын
938,herstellen::V,יצר,шӏы́н
939,bauen::V,בנה,шӏы́н
940,reparieren::V,תקן,дыжьы́н
941,verbessern::V,שפר,нахьышӏу пшӏын
942,verbessern::V,שפר,нахь дэгъу пшӏын
943,ändern::V,שנה,зэблэхъу́н
944,graben::V,חפר,тӏын
945,beugen::V,כפף,
946,biegen::V,כופף,уфэн
947,drehen::V,סובב,гъэчэрегъу́
948,wenden::V,הפך,пӏонтӏэн
949,wenden::V,הפך,бгъэзэн
950,wenden::V,הפך,уӏубын
951,umdrehen::V,סובב,
952,heben::V,הרים,ӏэты́н
953,hochheben::V,הרים,ӏэты́н
954,ergreifen::V,אחז,къэубыты́н
955,halten::V,החזיק,ӏыгъы́н
956,drücken::V,לחץ,тэӏункӏэн
957,schieben::V,הזיז,уеӏункӏын
958,schieben::V,הזיז,уетӏыргун
959,kratzen::V,שרט,цӏэнтхъун
960,kratzen::V,שפשף,цӏэнтхъун
961,lecken::V,לקק,бзэи́н
962,beißen::V,נשך,ецэкъэ́н
963,abreißen::V,קרע,къичын
964,abreißen::V,קרע,пытхъын
965,abschneiden::V,חתך,пыупкӏын
966,abschneiden::V,חתך,гобзыкӏын
967,binden::V,קשר,епхын
968,stecken::V,תקע,хэсэн
969,brechen::V,שבר,зэпыпкӏын
970,klopfen::V,נקש,теон
971,hauen::V,הכה,теон
972,kleben::V,הדביק,щхэн
973,reiben::V,שפשף,пӏотын
974,streichen::V,מרח,щыфэн
975,schleifen::V,השחיז,гъэчаны́н
976,schleifen::V,השחיז,кӏэлыкӏы́н
977,schneiden::V,גזר,бзын
978,rütteln::V,נענע,гъэсысын
979,schütteln::V,נער,гъэсысын
980,schwenken::V,נופף,ӏэ шӏын
981,schwenken::V,טלטל,ӏэ шӏын
982,schütten::V,שפך,икӏэ́н
983,füllen::V,מלא,из шӏын
984,einwickeln::V,עטף,кӏоцӏыщыхьа́н
985,tragen::V,נשא,хьын
986,schleppen::V,סחב,пхьын
987,schleppen::V,סחב,плъэшъун
988,ziehen::V,משך,пкъудыин
989,ziehen::V,משך,пщэн
990,ziehen::V,משך,плъэшъун
991,aufbewahren::V,שמר,пӏыгъын
992,aufbewahren::V,שמר,уухъумэн
993,werfen::V,זרק,дзын
994,fangen::V,תפס,къэубыты́н
995,packen::V,אחז,къэубыты́н
996,verstecken::V,החביא,бгъэбылъын
997,teilen::V,חלק,гощы́н
998,schicken::V,שלח,гъахьы́н
999,bringen::V,הביא,къэхьы́н
1000,hinzufügen::V,הוסיף,хэгъэхъо́н
1001,bekommen::V,תפס,
1002,erhalten::V,קבל,
1003,nehmen::V,אחז,къытехы́н
1004,wählen::V,בחר,къыхэхы́н
1005,auswählen::V,בחר ב,къыхэхы́н
1006,bewahren::V,קים,къэухъумэн
1007,behindern::V,מנע,пэрыохъу хъун
1008,verderben::V,מנע,къутэн
1009,beschädigen::V,הזיק,къутэн
1010,zerbrechen::V,נשבר,къутэн
1011,zerreißen::V,קרע,зэӏэтхъы́н
1012,zerstören::V,הרס,къутэ́н
1013,zerstören::V,השמיד,къутэ́н
1014,verbrennen::V,שרף,гъэсты́н
1015,geben::V,נתן,еты́н
1016,reichen::V,העביר,еты́н
1017,schenken::V,נתן במתנה,еты́н
1018,versprechen::V,הבטיח,гъэгугъэ́н
1019,wünschen::V,אחל,шӏоигъо́н
1020,loben::V,שבח,щытхъун
1021,küssen::V,נשק,ебэу́н
1022,wiegen::V,נדנד,гъэхъыен
1023,zudecken::V,כסה,техъо́н
1024,wecken::V,עורר,къэгъэущы́н
1025,zeigen::V,הראה,гъэлъэгъо́н
1026,führen::V,הביא,щэн
1027,führen::V,הוביל,щэн
1028,lehren::V,למד,егъэджэ́н
1029,lehren::V,למד,егъэшӏэн
1030,unterrichten::V,למד,егъэджэ́н
1031,aufziehen::V,רומם,пӏун
1032,leiten::V,נהל,гъэзекӏон
1033,antreiben::V,המרץ,къепфылӏэн
1034,lassen::V,נתן,еты́н
1035,einladen::V,הזמין,къегъэблэгъэн
1036,vereinigen::V,אחד,зэгогъэхьан
1037,vereinigen::V,לכד,зэгогъэхьан
1038,besuchen::V,בקר,щыӏэ́н
1039,treffen::V,פגש,ӏукӏэ́н
1040,treffen::V,פגש,пэгъокӏы́н
1041,sich versammeln::V,התאסף,зэхэхьан
1042,spielen::V,שחק,джэгу́н
1043,singen::V,שר,орэ́д къэӏо́н
1044,tanzen::V,רקד,къэшъо́н
1045,sich trennen::V,נפרד,зэгокӏыжьы́ных
1046,verlassen::V,עזב,бгынэн
1047,verlassen::V,עזב,хэкӏыжьын
1048,retten::V,הציל,къыхэпхыжьын
1049,retten::V,הציל,къэбгъэнэжьын
1050,bewachen::V,שמר,къэгъэгъунэн
1051,schützen::V,אבטח,ухъумэ́н
1052,verteidigen::V,הגן,къэухъумэн
1053,sich schlagen::V,התכתש,эзэон
1054,schießen::V,ירה,он
1055,siegen::V,גבר,текӏо́н
1056,siegen::V,נצח,текӏо́н
1057,ärgern::V,עצבן,бгъэгубжын
1058,schlagen::V,הכה,ео́н
1059,schlagen::V,הלקה,ео́н
1060,treten::V,בעט,
1061,stechen::V,דקר,хэӏун
1062,stoßen::V,דחק,тӏыро́н
1063,stoßen::V,דחק,уеӏункӏын
1064,stehlen::V,גנב,тыгъу́н
1065,stören::V,קטע,бгъэгумэкӏын
1066,stören::V,הפריע,бгъэгумэкӏын
1067,belästigen::V,הציק,бгъэгумэкӏын
1068,belästigen::V,הטריד,бгъэгумэкӏын
1069,verbergen::V,הצניע,ушъэфын
1070,täuschen::V,שגע,гъэпцӏэ́н
1071,betrügen::V,הונה,гъэпцӏэ́н
1072,töten::V,הרג,уикӏын
1073,wohnen::V,גר,дэсын
1074,arbeiten::V,עבד,лэжьэ́н
1075,sammeln::V,אסף,угъои́н
1076,pflücken::V,קטף,къыпычы́н
1077,jagen::V,צד,шэкӏон
1078,jagen::V,צד,ешэкӏон
1079,fischen::V,דג,пцэжъые уешэн
1080,fassen::V,תפס,къэубыты́н
1081,hüten::V,רעה,хэхъо́н
1082,treiben::V,הוציא,пфын
1083,anbinden::V,קשר,епхын
1084,füttern::V,הלעיט,гъэшхэ́н
1085,melken::V,חלב,щын
1086,hacken::V,קצץ,упкӏэтэн
1087,gießen::V,השקה,тепкӏэн
1088,reifen::V,בשל,игъо хъун
1089,zubereiten::V,הכין,бгъэхьазырын
1090,kochen::V,בשל,шӏы́н
1091,backen::V,אפה,гъэжъэ́н
1092,braten::V,צלה,гъэжъэ́н
1093,braten::V,טגן,гъэжъэ́н
1094,umrühren::V,ערבב,зэхэгъэкӏухьан
1095,stricken::V,סרג,хъын
1096,nähen::V,תפר,дэн
1097,färben::V,צבע,бгъэлэн
1098,reinigen::V,נקה,укъэбзы́н
1099,waschen::V,רחץ,бгыкӏын
1100,waschen::V,כבס,бгыкӏын
1101,abwischen::V,נגב,лъэкӏы́н
1102,spülen::V,שטף,дэгъэчъыхьан
1103,fegen::V,טאטא,пхъэнкӏы́н
1104,kehren::V,טאטא,пхъэнкӏы́н
1105,baden::V,טבל,зыгъэпскӏын
1106,baden::V,שחה,зыгъэпскӏын
1107,sich waschen::V,התרחץ,зытхьакӏы́н
1108,ausziehen::V,הוריד,къытехы́н
1109,anziehen::V,לבש,щылъэ́н
1110,sich anziehen::V,התלבש,зыфэпэн
1111,kämmen::V,סרק,жьын
1112,schmücken::V,קשט,гъэдэхэ́н
1113,sagen::V,אמר,къэӏон
1114,sprechen::V,דבר,псэлъэ́н
1115,reden::V,דבר,гущыӏэ́н
1116,sich unterhalten::V,שוחח,зэдэгущыӏэн
1117,fragen::V,שאל,упчӏэ́н
1118,bitten::V,בקש,лъэӏо́н
1119,erzählen::V,ספר,къэпӏотэ́н
1120,mitteilen::V,מסר,макъэ егъэӏун
1121,mitteilen::V,הודיע,макъэ егъэӏун
1122,nennen::V,קרא בשם,цӏэ фэусы́н
1123,rufen::V,גיס,джэн
1124,rufen::V,הזמין לבוא,джэн
1125,prahlen::V,התרברב,узыщытхъужьы́н
1126,übersetzen::V,תרגם,бгъэкӏотэн
1127,denken::V,חשב,егупшысэ́н
1128,glauben::V,האמין,уивыхъэ́ телъы́н
1129,bemerken::V,הבחין,гу лъыптэ́н
1130,erkennen::V,זהה,зэхэпхын
1131,erkennen::V,זהה,зэбгъэшӏэн
1132,begreifen::V,קלט,гурыӏо́н
1133,begreifen::V,הבין,гурыӏо́н
1134,verstehen::V,הבין,зэхэхын
1135,lernen::V,למד,еджэ́н
1136,wissen::V,ידע,шӏэн
1137,sich erinnern an::V,זכר,къэшӏэжьын
1138,vergessen::V,שכח,пщыгъупшэжьы́н
1139,messen::V,מדד,шын
1140,zählen::V,ספר,плъытэ́н
1141,rechnen::V,חשב,плъытэ́н
1142,rechnen::V,חשב,угугъэ́н
1143,lesen::V,קרא,еджэ́н
1144,malen::V,ציר,шӏын
1145,zeichnen::V,שרטט,шӏын
1146,schreiben::V,כתב,тхын
1147,besitzen::V,היה בעל של,иӏэн
1148,kaufen::V,קנה,щэфы́н
1149,kaufen::V,רכש,щэфы́н
1150,verkaufen::V,מכר,щэн
1151,bezahlen::V,שלם,птын
1152,bezahlen::V,שלם,лъыптын
1153,bezahlen::V,שלם,птыжьы́н
1154,zahlen::V,שלם,птын
1155,zahlen::V,שלם,лъыптын
1156,beherrschen::V,שלט,иунаеу иӏэн
1157,ertragen::V,סבל,щэчы́н
