,Concept_ID,la,uz
804,aufwachen::V,expergisci,uyg'onmoq
805,aufstehen::V,exsurgere,qo'pmoq
806,sich erholen::V,se reficere,dam olmoq
807,krank werden::V,aegrescere,kasallanmoq
808,krank sein::V,aegrotare,betob yotmoq
809,schmerzen::V,dolere,og'rimoq
810,husten::V,tussire,yo'talmoq
811,genesen::V,convalescere,tuzalmoq
812,sterben::V,mori,o'lmoq
813,umkommen::V,perire,halok bo'lmoq
814,sich bewegen::V,se movere,harakat qilmoq
815,sich rühren::V,micare,qimirlamoq
816,sich erheben::V,surgere,qo'pmoq
817,sich setzen::V,considere,o'tirmoq
818,hinfallen::V,cadere,yiqilmoq
819,laufen::V,vadere,yurmoq
820,schreiten::V,gradi,yurmoq
821,spazierengehen::V,ambulare,sayr ätmoq
822,eilen::V,properare,tezlamoq
823,sich beeilen::V,festinare,shoshmoq
824,sausen::V,currere,chopqillamoq
825,rennen::V,currere,yugurmoq
826,springen::V,salire,sakramoq
827,klettern::V,niti,yuqorilamoq
828,schaukeln::V,oscillare,irg'amoq
829,kriechen::V,repere,ämaklamoq
830,kriechen::V,serpere,ämaklamoq
831,schwimmen::V,nare,suzmoq
832,schwimmen::V,natare,suzmoq
833,tauchen::V,mergere,chu'mmoq
834,rudern::V,remigare,eshkak eshmoq
835,fahren::V,vehi,haydamoq
836,fliegen::V,volare,uchmoq
837,gehen::V,ire,bormoq
838,gehen::V,vadere,bormoq
839,weggehen::V,abire,ketoq
840,weggehen::V,discedere,ketoq
841,abfahren::V,proficisci,jo'namoq
842,anhalten::V,consistere,to'xtamoq
843,hineingehen::V,inire,kirmoq
844,hineingehen::V,ingredi,kirmoq
845,eintreten::V,intrare,kirmoq
846,kommen::V,venire,kelmoq
847,ankommen::V,advenire,etib kelmoq
848,zurückkommen::V,revenire,qaytib kelmoq
849,bleiben::V,manere,qolmoq
850,warten::V,opperiri,poylamoq
851,erwarten::V,opperiri,kutmoq
852,erwarten::V,expectare,kutmoq
853,suchen::V,quaerere,izlamoq
854,finden::V,reperire,topmoq
855,versuchen::V,conari,chalishmoq
856,versuchen::V,temptare,chalishmoq
857,vorbereiten::V,parare,hozirlamoq
858,lieben::V,amare,sevmoq
859,mögen::V,amare,ardoqlamoq
860,lachen::V,ridere,kulmoq
861,rühren::V,commovere,ta'sirlantirmoq
862,weinen::V,flere,yig'lamoq
863,schimpfen::V,increpare,koyinmoq
864,sich ärgern::V,indignari,g'azab qilmoq
865,sich fürchten::V,vereri,hurkmoq
866,fürchten::V,timere,qo'rqmoq
867,fliehen::V,fugere,qochmoq
868,flüchten::V,effugere,qochmoq
869,sehen::V,videre,ko'rmoq
870,anschauen::V,aspectare,razm solmoq
871,ansehen::V,spectare,razm qilmoq
872,hören::V,audire,äshitmoq
873,zuhören::V,auscultare,tinglamoq
874,probieren::V,gustare,tatib ko'rmoq
875,riechen::V,olfacere,iskamoq
876,fühlen::V,sentire,sezmoq
877,scheinen::V,videri,tuyilmoq
878,zu sehen sein::V,conspici,ko'rinmoq
879,vernehmen::V,comperire,äshitmoq
880,frieren::V,algere,sovuq qotmoq
881,tun::V,facere,ätmoq
882,können::V,posse,-a olmoq
883,können::V,posse,-y olmoq
884,wollen::V,velle,istamoq
885,anfangen::V,incipere,boshlamoq
886,beenden::V,finire,bitirmoq
887,aufhören::V,desistere,tinmoq
888,gelingen::V,contingere,muvaffaqiyat qozonmoq
889,geraten::V,evenire,bo'lmoq
890,öffnen::V,aperire,ochmoq
891,schließen::V,claudere,yopmoq
892,stellen::V,sistere,qo'ymoq
893,setzen::V,ponere,o'tqazmoq
894,legen::V,ponere,yotqizmoq
895,berühren::V,tangere,tegmoq
896,verbinden::V,iungere,ulamoq
897,bedecken::V,tegere,bekitmoq
898,bedecken::V,operire,bekitmoq
899,aufhängen::V,suspendere,ildirmoq
900,anzünden::V,accendere,yondirmoq
901,anzünden::V,inflammare,yondirmoq
902,aufheben::V,tollere,ko'tarmoq
903,zurücklassen::V,relinquere,ayrilmoq
904,verlieren::V,perdere,yo'qotmoq
905,verlieren::V,amittere,yo'qotmoq
906,fallen lassen::V,dimittere,tushirmoq
907,machen::V,facere,qilmoq
908,herstellen::V,fabricare,chiqarmoq
909,bauen::V,construere,solmoq
910,reparieren::V,reparare,tuzatmoq
911,verbessern::V,emendare,isloh qilmoq
912,ändern::V,mutare,o'zgartirmoq
913,graben::V,fodere,qazimoq
914,beugen::V,flectere,bukmoq
915,biegen::V,curvare,bukmoq
916,drehen::V,torquere,aylantirmoq
917,wenden::V,vertere,burmoq
918,umdrehen::V,convertere,ag'darmoq
919,heben::V,tollere,yuksaltirmoq
920,hochheben::V,levare,ko'tarmoq
921,ergreifen::V,capessere,tutamlamoq
922,halten::V,tenere,tutmoq
923,drücken::V,premere,bosmoq
924,schieben::V,promovere,surmoq
925,kratzen::V,radere,qashimoq
926,lecken::V,lambere,mijimoq
927,beißen::V,mordere,tishlamoq
928,abreißen::V,avellere,emirmoq
929,abschneiden::V,desecare,cho'rt kesmoq
930,binden::V,ligare,bog'lamoq
931,stecken::V,inserere,suqmoq
932,brechen::V,rumpere,sindirmoq
933,klopfen::V,pultare,dukurlamoq
934,hauen::V,ferire,urmoq
935,kleben::V,agglutinare,yopishtirmoq
936,reiben::V,terere,surkamoq
937,streichen::V,oblinere,surkamoq
938,schleifen::V,acuere,qayramoq
939,schneiden::V,secare,kesmoq
940,rütteln::V,quassare,chayqamoq
941,schütteln::V,quatere,chayqamoq
942,schwenken::V,ventilare,chayqatmoq
943,schütten::V,fundere,quymoq
944,füllen::V,complere,to'ldirmoq
945,einwickeln::V,involvere,chulg'amoq
946,tragen::V,ferre,tashimoq
947,tragen::V,portare,tashimoq
948,schleppen::V,pertrahere,sudramoq
949,ziehen::V,trahere,tortmoq
950,aufbewahren::V,asservare,tutmoq
951,werfen::V,iacere,tashlamoq
952,fangen::V,capere,tutmoq
953,packen::V,capessere,opqochmoq
954,verstecken::V,abdere,yashirmoq
955,teilen::V,partiri,bo'lmoq
956,teilen::V,dividere,bo'lmoq
957,schicken::V,mittere,yubormoq
958,bringen::V,apportare,keltirmoq
959,hinzufügen::V,addere,tirkamoq
960,bekommen::V,adipisci,olmoq
961,erhalten::V,accipere,olmoq
962,nehmen::V,sumere,olmoq
963,wählen::V,eligere,saylamoq
964,auswählen::V,deligere,saylamoq
965,bewahren::V,conservare,saqlamoq
966,behindern::V,impedire,xalal bermoq
967,verderben::V,corrumpere,xazon qilmoq
968,beschädigen::V,laedere,buzmoq
969,zerbrechen::V,rumpere,sindirmoq
970,zerbrechen::V,frangere,sindirmoq
971,zerreißen::V,discindere,yirtmoq
972,zerstören::V,delere,vayron qilmoq
973,verbrennen::V,urere,kuydirmoq
974,verbrennen::V,cremare,kuydirmoq
975,geben::V,dare,bermoq
976,reichen::V,praebere,bermoq
977,schenken::V,donare,sovg'a qilmoq
978,schenken::V,largiri,sovg'a qilmoq
979,versprechen::V,polliceri,va'da bermoq
980,versprechen::V,promittere,va'da bermoq
981,loben::V,laudare,maqtamoq
982,küssen::V,osculari,o'pmoq
983,zudecken::V,tegere,yopmoq
984,wecken::V,excitare,uyg'otmoq
985,zeigen::V,monstrare,ko'rsatmoq
986,führen::V,ducere,boshlik bo'lmoq
987,lehren::V,docere,o'rgatmoq
988,unterrichten::V,instituere,dars bermoq
989,aufziehen::V,nutrire,o'stirmoq
990,leiten::V,ducere,boshqarmoq
991,antreiben::V,incitare,shoshiltirmoq
992,lassen::V,iubere,ruxsat bermoq
993,einladen::V,invitare,taklif kilmoq
994,vereinigen::V,coniungere,qo'shmoq
995,besuchen::V,visere,mehmonga bormoq
996,treffen::V,convenire,duchor bo'lmoq
997,sich versammeln::V,convenire,to'planmoq
998,spielen::V,ludere,o'ynamoq
999,singen::V,cantare,yalla qilmoq
1000,tanzen::V,saltare,raqs qilmoq
1001,sich trennen::V,digredi,yakkalanmoq
1002,sich trennen::V,discedere,yakkalanmoq
1003,verlassen::V,deserere,qoldirmoq
1004,verlassen::V,relinquere,qoldirmoq
1005,retten::V,servare,qutqazmoq
1006,bewachen::V,custodire,qo'rimoq
1007,schützen::V,tueri,yoniga olmoq
1008,schützen::V,tutari,yoniga olmoq
1009,verteidigen::V,defendere,yoqlamoq
1010,sich schlagen::V,luctari,yoqalashmoq
1011,schießen::V,iaculari,otmoq
1012,siegen::V,vincere,engmoq
1013,ärgern::V,irritare,jahl chiqarmoq
1014,schlagen::V,ferire,urmoq
1015,treten::V,calcare,tepmoq
1016,stechen::V,pungere,qadamoq
1017,stoßen::V,tundere,turtmoq
1018,stehlen::V,furari,o'g'rilamoq
1019,stören::V,turbare,tebratmoq
1020,belästigen::V,obtundere,g'ashini keltirmoq
1021,verbergen::V,celare,berkitmoq
1022,verbergen::V,occultare,berkitmoq
1023,täuschen::V,fallere,aldamoq
1024,betrügen::V,fraudare,tirriq qilmoq
1025,töten::V,necare,o'ldirmoq
1026,töten::V,caedere,o'ldirmoq
1027,wohnen::V,habitare,istiqomat qilmoq
1028,arbeiten::V,laborare,ishlamoq
1029,sammeln::V,colligere,yig'moq
1030,pflücken::V,carpere,termoq
1031,jagen::V,venari,ov qilmoq
1032,fischen::V,piscari,baliq ovlamoq
1033,fassen::V,capere,ilinmoq
1034,hüten::V,custodire,boqtirmoq
1035,treiben::V,agere,haydamoq
1036,anbinden::V,alligare,bog'lamoq
1037,füttern::V,nutrire,edirmoq
1038,melken::V,mulgere,sog'moq
1039,hacken::V,findere,chopmoq
1040,gießen::V,rigare,oqizmoq
1041,reifen::V,maturescere,qizarmoq
1042,zubereiten::V,apparare,pishirmoq
1043,kochen::V,coquere,qaynatmoq
1044,backen::V,coquere,yopmoq
1045,braten::V,torrere,qovurmoq
1046,umrühren::V,commovere,atalamoq
1047,stricken::V,texere,to'qimoq
1048,nähen::V,suere,tikmoq
1049,färben::V,tingere,bo'yoqlamoq
1050,reinigen::V,purgare,tozalamoq
1051,waschen::V,lavare,yuvmoq
1052,abwischen::V,abstergere,surkamoq
1053,spülen::V,perluere,chaymoq
1054,fegen::V,verrere,cho'tkalamoq
1055,kehren::V,purgare,supurmoq
1056,baden::V,lavari,cho'milmoq
1057,sich waschen::V,lavari,yuvinmoq
1058,ausziehen::V,exuere,echintirmoq
1059,anziehen::V,induere,kiymoq
1060,sich anziehen::V,vestiri,kiyinmoq
1061,kämmen::V,pectere,taramoq
1062,schmücken::V,ornare,yasatmoq
1063,schmücken::V,decorare,yasatmoq
1064,sagen::V,dicere,aytmoq
1065,sprechen::V,fari,so'zlamoq
1066,reden::V,loqui,gapirmoq
1067,sich unterhalten::V,colloqui,suhbatlashmoq
1068,sich unterhalten::V,disputare,suhbatlashmoq
1069,fragen::V,rogare,so'ramoq
1070,fragen::V,quaerere,so'ramoq
1071,bitten::V,orare,iltimos qilmoq
1072,bitten::V,rogare,iltimos qilmoq
1073,erzählen::V,narrare,aytib bermoq
1074,mitteilen::V,communicare,bildirmoq
1075,nennen::V,appellare,atamoq
1076,rufen::V,vocare,chaqirmoq
1077,prahlen::V,gloriari,gerdaymoq
1078,übersetzen::V,vertere,tarjima qilmoq
1079,denken::V,cogitare,o'ylamoq
1080,glauben::V,credere,ishonmoq
1081,bemerken::V,animadvertere,payqamoq
1082,erkennen::V,cognoscere,tanimoq
1083,begreifen::V,comprehendere,tushunmoq
1084,verstehen::V,intellegere,anglamoq
1085,lernen::V,discere,o'qimoq
1086,wissen::V,scire,bilmoq
1087,sich erinnern an::V,meminisse,äsni tanimoq
1088,vergessen::V,oblivisci,unutmoq
1089,messen::V,metiri,o'lchamoq
1090,zählen::V,numerare,raqamlamoq
1091,rechnen::V,reri,cho'tlamoq
1092,rechnen::V,calculare,cho'tlamoq
1093,lesen::V,legere,o'qimoq
1094,malen::V,pingere,rasm solmoq
1095,zeichnen::V,scribere,chizmoq
1096,schreiben::V,scribere,yozmoq
1097,besitzen::V,possidere,ägalamoq
1098,kaufen::V,emere,olmoq
1099,verkaufen::V,vendere,sotmoq
1100,bezahlen::V,pendere,to'lamoq
1101,zahlen::V,solvere,to'lamoq
1102,beherrschen::V,regere,ägalamoq
1103,beherrschen::V,imperare,ägalamoq
1104,ertragen::V,tolerare,chidamoq
1105,ertragen::V,sustinere,chidamoq
1106,wünschen::V,,orziqmoq
1107,wiegen::V,,tebratmoq
