,Concept_ID,mrj,bg
124,Quelle::N,вӹдсӹнзӓ,извор
125,Bach::N,ӓнгӹр,поток
126,Fluss::N,вӹд,река
127,Ufer::N,сир,бряг
128,Küste::N,сир,бряг
129,Küste::N,сир,крайбрежие
130,Festland::N,мӱлӓндӹ,суша
131,Meer::N,тангыж,море
132,Bucht::N,вӹдъял,залив
133,Insel::N,острок,остров
134,Blume::N,пеледӹш,цвете
135,Gras::N,шуды,трева
136,Wurzel::N,важ,корен
137,Baum::N,пушӓнгӹ,дърво
138,Stamm::N,пушӓнгӹ тӹнг,стъбло
139,Rinde::N,каргыж,кора
140,Ast::N,укш,клон
141,Zweig::N,укш,клон
142,Blatt::N,листӹ,лист
143,Birke::N,куги,бреза
144,Kiefer[Baum]::N,йӓктӹ,бор
145,Weide[Baum]::N,уа,върба
146,Tanne::N,кож,ела
147,Horn::N,шур,рог
148,Feder::N,пын,перо
149,Fell::N,кавашты,кожа
150,Flügel::N,шылдыр,крило
151,Klaue::N,кӹч,нокът
152,Kralle::N,лапа,нокът
153,Schwanz::N,пач,опашка
154,Ei::N,мыны,яйце
155,Nest::N,пӹжӓш,гнездо
156,Bau::N,ыраж,дупка
157,Tier::N,во́льык,животно
158,Herde::N,кӹтö,стадо
159,Kuh::N,ышкал,крава
160,Bulle::N,ӱшкӱж,бик
161,Pferd::N,имни,кон
162,Schaf::N,шарык,овца
163,Schwein::N,сасна,свиня
164,Hund::N,пи,куче
165,Katze::N,коти,котка
166,Bär::N,мöскӓ,мечка
167,Eichhörnchen::N,ур,катерица
168,Elch::N,шарды,лос
169,Fuchs::N,рӹвӹж,лисица
170,Hase::N,морен,заек
171,Maus::N,каля,мишка
172,Wolf::N,пирӹ,вълк
173,Vogel::N,кек,птица
174,Schwarm::N,цуца,рой
175,Schwarm::N,цуца,рояк
176,Huhn::N,цӹвӹ,кокошка
177,Hahn::N,ӓптӓн,петел
178,Gans::N,комбы,гъска
179,Adler::N,кучкыж,орел
180,Ente::N,лыды,патица
181,Eule::N,тымана,сова
182,Kranich::N,тырня,жерав
183,Kranich::N,тыртня,жерав
184,Krähe::N,лудыгарак,врана
185,Kuckuck::N,куку,кукувица
186,Schwan::N,йӱксӹ,лебед
187,Fisch::N,кол,риба
188,Barsch::N,алангы,костур
189,Hecht::N,нуж,щука
190,Hecht::N,нужгол,щука
191,Schlange[Tier]::N,кӹшкы,змия
192,Wurm::N,шукш,червей
193,Spinne::N,ӓнгӹремшӹ,паяк
194,Ameise::N,кыткы,мравка
195,Laus::N,ти,въшка
196,Mücke::N,кужнер,комар
197,Mücke::N,кужынер,комар
198,Fliege::N,шӹнгӓ,муха
199,Schmetterling::N,лӹпӹ,пеперуда
200,Beere::N,мöр,плод
201,Apfel::N,олма,ябълка
202,Pilz::N,понгы,гъба
203,Zwiebel::N,охыра,лук
204,Zwiebel::N,охыра,кромид
205,Saat::N,нӱшмӹ,семе
206,Saat::N,нӱшмӱ,семе
207,Korn::N,пӹрцӹ,зърно
208,Heu::N,шуды,сено
209,Schale::N,аваха,кора
210,Schale::N,карлангы,кора
211,Grube::N,йӓм,яма
212,Grube::N,йӓм,дупка
213,Falle::N,лӱдӹ,примка
214,Falle::N,лӱдӹш,примка
215,Schlinge::N,онгы,клуп
216,Spur::N,кишӓ,диря
217,Spur::N,кишӓ,следа
218,Asche::N,ломых,пепел
219,Asche::N,ломпыж,пепел
220,Dreck::N,лявӹрӓ,кал
221,Eisen::N,кӹртни,желязо
222,Gold::N,шöртни,злато
223,Gold::N,шöртньӹ,злато
224,Silber::N,ши,сребро
225,Kohle::N,шӱ,въглища
226,Glas::N,охоница,стъкло
227,Lehm::N,шун,глина
228,Sand::N,ошма,пясък
229,Mensch::N,эдем,човек
230,Mann::N,пӱэргӹ,мъж
231,Frau::N,ӹдӹрӓмӓш,жена
232,Kind::N,ӓзӓ,дете
233,Kind::N,шачшы,дете
234,Junge::N,рвезӹ,момче
235,Junge::N,ӹрвезӹ,момче
236,Mädchen::N,ӹдӹрӓш,момиче
237,Familie::N,йиш,фамилия
238,Familie::N,йиш,семейство
239,Familie::N,семня,фамилия
240,Familie::N,семня,семейство
241,Großvater::N,тьоти,дядо
242,Großmutter::N,папа,баба
243,Eltern::N,ӓтя-ӓвӓ,родители
244,Vater::N,ӓтя,баща
245,Mutter::N,ӓвӓ,майка
246,Sohn::N,эргӹ,син
247,Tochter::N,ӹдӹр,дъщеря
248,Bruder::N,ӹза,брат
249,Schwester::N,ӓкӓ,сестра
250,Onkel::N,кугуза,чичо
251,Onkel::N,кугуза,вуйчо
252,Tante::N,куака,леля
253,Ehemann::N,мары,съпруг
254,Ehefrau::N,вӓтӹ,съпруга
255,Freude::N,ӹвӹртӹмӓш,радост
256,Gelächter::N,ваштылмаш,смях
257,Glück::N,пиӓл,щастие
258,Kummer::N,ясы,тъга
259,Wunsch::N,охата,желание
260,Wunsch::N,шанымаш,желание
261,Lust::N,шӓр,желание
262,Lust::N,охата,желание
263,Lust::N,шанымаш,желание
264,Geist::N,тух,дух
265,Gedanke::N,шанымаш,мисъл
266,Gedächtnis::N,ӓш,памет
267,Verstand::N,ыш,ум
268,Verstand::N,ыш,разум
269,Sinn::N,кын,смисъл
270,Grund::N,вир,причина
271,Wahrheit::N,тöр,правда
272,Gespräch::N,хытырымаш,разговор
273,Märchen::N,ямак,приказка
274,Erzählung::N,шайыштмаш,разказ
275,Nachricht::N,увертӓрӹмӓш,вест
276,Nachricht::N,увертӓрӹмӓш,известие
277,Neuigkeit::N,увер,новина
278,Name::N,лӹм,име
279,Rätsel::N,тышты,гатанка
280,Rede::N,шая,реч
281,Rede::N,шая,слово
282,Rede::N,шамак,реч
283,Rede::N,шамак,слово
284,Sprache::N,йӹлмӹ,език
285,Stimme::N,юк,глас
286,Wort::N,шамак,дума
287,Zeichen::N,палӹ,знак
288,Ruf::N,сӹгӹрӹмӓш,зов
289,Lärm::N,юкланымащ,шум
290,Lärm::N,юкланымащ,глъчка
291,Laut::N,юк,звук
292,Ton::N,юк,тон
293,Lied::N,мыры,песен
294,Ruhe::N,тыр,тишина
295,Ruhe::N,тыр,спокойствие
296,Leute::N,эдемвлӓ,хора
297,Volk::N,халык,народ
298,Arbeit::N,пӓшӓ,труд
299,Arbeit::N,пӓшӓ,работа
300,Gast::N,хына,гост
301,Geschenk::N,подарка,дар
302,Geschenk::N,подарка,подарък
303,Spiel::N,мадыш,игра
304,Gesellschaft::N,йӓл,общество
305,Gesellschaft::N,йӓлвлӓ,общество
306,Hilfe::N,палшык,помощ
307,Freund::N,тӓнг,приятел
308,Kamerad::N,тос,другар
309,Angelegenheit::N,дела,работа
310,Angelegenheit::N,йела,работа
311,Angelegenheit::N,йыла,работа
312,Angelegenheit::N,пӓшӓ,работа
313,Anzahl::N,шот,брой
314,Anzahl::N,шот,количество
315,Art::N,цӹре,вид
316,Stück::N,лаштык,къс
317,Stück::N,лаштык,парче
318,Teil::N,пай,дял
319,Teil::N,пай,част
320,Teil::N,часть,дял
321,Teil::N,часть,част
322,Hälfte::N,пел,половина
323,Kreis::N,тӹртӹш,кръг
324,Kreuz::N,крестӹ,кръст
325,Abstand::N,ло,дистанция
326,Abstand::N,ло,разстояние
327,Entfernung::N,ло,разстояние
328,Gegend::N,вӓр,местност
329,Platz::N,вӓр,място
330,Ort::N,вӓр,място
331,Seite::N,öрдӹж,страна
332,Mitte::N,ло,среда
333,Gegenstand::N,хӓдӹр,предмет
334,Sache::N,хӓдӹр,вещ
335,Rand::N,шöр,ръб
336,Kante::N,шöр,ръб
337,Kante::N,шöр,кант
338,Ecke::N,лык,ъгъл
339,Spitze::N,вуй,връх
340,Spitze::N,вуй,острие
341,Ende::N,вуй,край
342,Ende::N,мычаш,край
343,Loch::N,ыраж,дупка
344,Winkel::N,лык,кът
345,Winkel::N,лык,ъгъл
346,Muster::N,тӹрлец,десен
347,Muster::N,тӹрлец,образец
348,Größe::N,кӱкшӹц,големина
349,Länge::N,кыт,дължина
350,Höhe::N,кӱкшӹц,висота
351,Höhe::N,кӱкшӹц,височина
352,Gewicht::N,нелӹц,тегло
353,Gewicht::N,нелӹц,тежест
354,Menge::N,шот,количество
355,Haufen::N,ара,куп
356,Haufen::N,ара,грамада
357,Reihe::N,ряд,ред
358,Reihe::N,ряд,редица
359,Boot::N,пыш,лодка
360,Ruder::N,вешлӓ,весло
361,Ruder::N,вешлӓ,гребло
362,Schlitten::N,тир,шейна
363,Ski::N,ечӹ,ски
364,Lagerfeuer::N,тыл,огнище
365,Last::N,нелӹц,товар
366,Gang::N,ход,ход
367,Gang::N,ход,вървеж
368,Schritt::N,ашкыл,стъпка
369,Norden::N,йыдпелвел,север
370,Süden::N,кечӹвӓлвел,юг
371,Westen::N,кечӹ шӹцмӹ,запад
372,Osten::N,ирвел,изток
373,Osten::N,кечӹ лӱлтмӹ,изток
374,Holz::N,пушӓнгӹ,дърво
375,Brett::N,ханга,дъска
376,Platte::N,плитӓ,
377,Stütze::N,цӓрӓк,
378,Stange::N,равы,прът
379,Stange::N,равы,върлина
380,Stange::N,намаш,прът
381,Stange::N,намаш,върлина
382,Stock::N,панды,прът
383,Stock::N,панды,тояга
384,Stab::N,равы,прът
385,Rohr::N,пыч,цев
386,Rohr::N,пыч,тръба
387,Haus::N,пöрт,къща
388,Heim::N,пöрт,дом
389,Ofen::N,камака,печка
390,Fußboden::N,седӹрӓ,под
391,Tisch::N,стöл,маса
392,Stuhl::N,пöкен,стол
393,Wiege::N,шипкӓ,люлка
394,Bett::N,койка,легло
395,Bett::N,койка,креват
396,Bett::N,кравать,легло
397,Bett::N,кравать,креват
398,Regal::N,полицӓ,рафт
399,Regal::N,полицӓ,етажерка
400,Kiste::N,шӱ́ндӹк,кутия
401,Kiste::N,шӱ́ндӹк,сандък
402,Fenster::N,окня,прозорец
403,Tür::N,амаса,врата
404,Tor::N,хапка,врата
405,Zaun::N,забор,ограда
406,Dach::N,левӓш,покрив
407,Leiter::N,ташкалтыш,стълба
408,Besen::N,сало,метла
409,Besen::N,салко,метла
410,Spaten::N,кольмы,лопата
411,Schaufel::N,лоток,лопата
412,Gabel::N,ви́лка,вилица
413,Löffel::N,савала,лъжица
414,Messer::N,кӹзӹ,нож
415,Nagel::N,пыда,гвоздей
416,Netz::N,вӓпш,мрежа
417,Haken::N,крӱк,кука
418,Haken::N,крӱк,закачалка
419,Haken::N,кагак,кука
420,Haken::N,кагак,закачалка
421,Griff::N,кычем,ръчка
422,Griff::N,кычем,дръжка
423,Schloss::N,замок,брава
424,Schloss::N,замок,ключалка
425,Schloss::N,сыравач,брава
426,Schloss::N,сыравач,ключалка
427,Bild::N,картин,картина
428,Figur::N,кӓн,фигура
429,Puppe::N,поханя,кукла
430,Beutel::N,мешӓк,кесия
431,Bündel::N,топ,връзка
432,Bündel::N,пидӹш,връзка
433,Bündel::N,кӹлдӹш,връзка
434,Tasche::N,сумкы,чанта
435,Eimer::N,ведӹрӓ,кофа
436,Deckel::N,комдыш,капак
437,Deckel::N,комдыш,похлупак
438,Geschirr::N,ӓтӹ,съдове
439,Sack::N,мешӓк,чувал
440,Tasse::N,цӓшкӓ,чаша
441,Topf::N,ми́ска,гърне
442,Topf::N,ми́ска,тенджера
443,Kessel::N,пад,котел
444,Essen::N,качкыш,ядене
445,Essen::N,качкыш-йӱш,ядене
446,Nahrung::N,качкыш,храна
447,Nahrung::N,качкыш-йӱш,храна
448,Speise::N,няня,ястие
449,Fleisch::N,пай,месо
450,Getreide::N,киндӹ,зърнено храни
451,Brei::N,шӹрӓш,каша
452,Brot::N,сыкыр,хляб
453,Scheibe::N,ламыт,резен
454,Scheibe::N,лаштык,резен
455,Fett::N,кая,мазнина
456,Butter::N,ӱ,масло
457,Öl::N,ӱ,олио
458,Öl::N,ӱ,оливия
459,Salz::N,санзал,сол
460,Suppe::N,лем,супа
461,Honig::N,мӱ,мед
462,Milch::N,шӹшер,мляко
463,Tee::N,чӓй,чай
464,Leder::N,шарга,кожа
465,Leder::N,кавашты,кожа
466,Wolle::N,миж,вълна
467,Stoff::N,матер,плат
468,Stoff::N,матер,материал
469,Stoff::N,матери,плат
470,Stoff::N,матери,материал
471,Nadel::N,им,игла
472,Faden::N,шӹртӹ,конец
473,Knopf::N,полдыш,копче
474,Knoten::N,пӱкшем,възел
475,Farbe::N,чиӓ,боя
476,Farbe::N,крӓскӓ,боя
477,Kleidung::N,выргем,дрехи
478,Kleidung::N,выргем,облекло
479,Hemd::N,тыгыр,риза
480,Kragen::N,шӱ,яка
481,Ärmel::N,шокш,ръкав
482,Hose::N,ялаш,панталони
483,Gürtel::N,ӹштӹ,пояс
484,Gürtel::N,ӹштӹ,колан
485,Mütze::N,упш,каскет
486,Mütze::N,упш,фуражка
487,Schuh::N,ту́фльы,обувка
488,Stiefel::N,кем,ботуш
489,Ring::N,шӓргӓш,пръстен
490,Band::N,лемтӓ,лента
491,Band::N,лемтӓ,връзка
492,Kamm::N,шерге,гребен
493,Spiegel::N,тӹгӹр,огледало
494,Riemen::N,прӓжӓ,каиш
495,Riemen::N,прӓжӓ,ремък
496,Schnur::N,кӓндӹра,връв
497,Leine::N,керем,връв
498,Leine::N,керем,въже
499,Decke::N,одеял,покривка
500,Kissen::N,кӹпцӹк,възглавница
501,Tuch::N,савыц,сукно
502,Handtuch::N,шӹргӹсавыц,пешкир
503,Handtuch::N,шӹргӹсавыц,кърпа за лице
504,Handtuch::N,шӹргӹмсавыц,пешкир
505,Handtuch::N,шӹргӹмсавыц,кърпа за лице
506,Kraft::N,ви,мощ
507,Kraft::N,ви,сила
508,Stärke::N,ви,сила
509,Gesundheit::N,шу,здраве
510,Gesundheit::N,шулык,здраве
511,Krankheit::N,мыж,болест
512,Schmerz::N,карштыш,болка
513,Wunde::N,шушыр,рана
514,Fieber::N,ӱштӹмыж,треска
515,Fieber::N,ӱштӹмыж,температура
516,Arznei::N,лекӓрцӹ,лек
517,Arznei::N,лекӓрцӹ,лекарство
518,Brücke::N,кӹвер,мост
519,Brunnen::N,вӹдсӹнзӓ,чешма
520,Brunnen::N,вӹдсӹнзӓ,кладенец
521,Weide::N,ныр,паша
522,Weide::N,ныр,пасище
523,Pfad::N,ялгорны,пътека
524,Weg::N,корны,път
525,Straße::N,корны,шосе
526,Dorf::N,сола,село
527,Stadt::N,города,град
528,Brief::N,сирмӓш,писмо
529,Buch::N,книгӓ,книга
530,Buchstabe::N,буква́,буква
531,Zeitung::N,газет,вестник
532,Zeitung::N,кайзет,вестник
533,Leben::N,житя,живот
534,Tod::N,смöрт,смърт
535,Grab::N,шӹгер,гроб
536,Grab::N,мыгилӓ,гроб
537,Grab::N,шӹгерлӓ,гроб
538,Kirche::N,церкӹ,църква
539,Sünde::N,сулык,грях
540,Gott::N,йымы,бог
541,Arbeiter::N,пӓшӓзӹ,работник
542,Chef::N,вуй,шеф
543,Chef::N,вуй,началник
544,Meister::N,мастар,майстор
545,Arzt::N,доктор,лекар
546,Lehrer::N,тымдышы,учител
547,Geld::N,окса,пари
548,Geschäft::N,торге́йӹмӓш,сделка
549,Laden::N,лапка,дюкян
550,Laden::N,лапка,магазин
551,Laden::N,магазин,дюкян
552,Laden::N,магазин,магазин
553,Preis::N,ӓк,цена
554,Ware::N,товар,стока
555,Nutzen::N,пайда,полза
556,Nutzen::N,пайда,облага
557,Reichtum::N,перке,богатство
558,Welt::N,сӓндӓлӹк,свят
559,Welt::N,свет,свят
560,Land::N,сӓндӓлӹк,страна
561,Staat::N,кугижӓншӹ,щат
562,Staat::N,кугижӓншӹ,държава
563,König::N,король,крал
564,Macht::N,власть,мощ
565,Macht::N,власть,власт
566,Grenze::N,пӹсмӓн,граница
567,Krieg::N,вырсы,война
568,Feind::N,тышман,враг
569,Feind::N,тышман,неприятел
570,Gewalt::N,ви,сила
571,Gewalt::N,ви,насилие
572,Kampf::N,кредӓлмӓш,борба
573,Kampf::N,кредӓлмӓш,сражение
574,Bogen[Waffe]::N,янгеж,лък
575,Pfeil::N,пикш,стрела
576,Gewehr::N,пичӓл,пушка
577,Fehler::N,самынь,грешка
578,Lüge::N,шая,лъжа
579,Schaden::N,вре́дӓ,повреда
580,Unglück::N,пёда,нещастие
581,Unglück::N,тымаша,нещастие
582,Schuld::N,вуйнамат,вина
583,Alter::N,иӓш,възраст
584,Alter::N,игечӹ,възраст
585,Schluss::N,пӹтӓртӹш,край
586,Zeit::N,веремӓ,време
587,Tag::N,кечӹ,ден
588,Morgen::N,ир,утро
589,Morgen::N,ир,сутрин
590,Morgen::N,ирок,утро
591,Morgen::N,ирок,сутрин
592,Mittag::N,кечӹвӓл,обед
593,Mittag::N,кечӹвӓл,пладне
594,Abend::N,вады,вечер
595,Nacht::N,йыд,нощ
596,Woche::N,ӓрня,седмица
597,Monat::N,тӹ́лзӹ,месец
598,Jahr::N,год,година
599,Frühling::N,шошым,пролет
600,Sommer::N,кӓнгӹж,лято
601,Herbst::N,шӹжӹ,есен
602,Winter::N,тел,зима
603,Winter::N,телӹ,зима
604,Januar::N,январ,януари
605,Januar::N,январь,януари
606,Februar::N,февраль,февруари
607,März::N,март,март
608,April::N,апрель,април
609,Mai::N,май,май
610,Juni::N,июнь,юни
611,Juli::N,июль,юли
612,August::N,август,август
613,September::N,сентябрь,септември
614,Oktober::N,октябрь,октомври
615,November::N,ноябрь,ноември
616,Dezember::N,декавыр,декември
617,Montag::N,шачмы,понеделник
618,Dienstag::N,кышкыжмы,вторник
619,Mittwoch::N,вӹрчегӹ,сряда
620,Donnerstag::N,изӓрня,четвъртък
621,Freitag::N,когарня,петък
622,Samstag::N,кукшыгечӹ,събота
623,Sonntag::N,рушӓрня,неделя
624,groß::A,кого,едър
625,groß::A,кого,голям
626,klein::A,изи,малък
627,klein::A,изи,дребен
628,lang::A,кужы,дълъг
629,kurz::A,кӹтӹк,къс
630,breit::A,кымда,широк
631,schmal::A,ӓнгӹсӹр,тесен
632,dicht::A,шӹре,гъст
633,dick[Gegenstand]::A,кӹжгӹ,дебел
634,dünn::A,вӹцкӹж,тънък
635,fein::A,пыльга,фин
636,fein::A,пыльга,тънък
637,fest::A,цаткыды,твърд
638,fest::A,цаткыды,плътен
639,flach::A,тӓлякӓ,равен
640,flach::A,тӓлякӓ,плосък
641,glatt::A,ягылгы,гладък
642,hart::A,пингӹдӹ,твърд
643,hart::A,пингӹдӹ,корав
644,weich::A,пышкыды,мек
645,rund::A,тӹртӹш,кръгъл
646,spitz::A,кашар,островръх
647,scharf::A,кашар,остър
648,stumpf::A,нӹшкӹ,тъп
649,schwer::A,нелӹ,тежък
650,schön::A,цевер,хубав
651,schön::A,цевер,красив
652,schön::A,олмыдшы,хубав
653,schön::A,олмыдшы,красив
654,heiß::A,шокшы,жарък
655,warm::A,шокшы,топъл
656,kalt::A,ӱштӹ,студен
657,kühl::A,юалгы,хладен
658,kühl::A,йонгата,хладен
659,frisch::A,йонгата,свеж
660,feucht::A,ӹлӹкшӹ,влажен
661,feucht::A,вӹдӹжгӹ,влажен
662,nass::A,начкы,мокър
663,trocken::A,кукшы,сух
664,voll::A,темшӹ,пълен
665,voll::A,темыман,пълен
666,leer::A,йӓрӓ,празен
667,offen::A,виш,откровен
668,geschlossen::A,чӱчмӹ,закрит
669,geschlossen::A,чӱчмӹ,затворен
670,geschlossen::A,тӹкӹлӓлтшӹ,закрит
671,geschlossen::A,тӹкӹлӓлтшӹ,затворен
672,sauber::A,ире,чист
673,schmutzig::A,шоран,мръсен
674,schmutzig::A,лявӹрӓн,мръсен
675,schmutzig::A,шорангшы,мръсен
676,roh::A,пеле кӱшӹ,суров
677,reif::A,кӱшӹ,зрял
678,lecker::A,тотан,вкусен
679,süß::A,мӱӓн,сладък
680,bitter::A,качы,горчив
681,sauer::A,шапы,кисел
682,hell::A,соты,ясен
683,hell::A,соты,светъл
684,hell::A,валгыды,ясен
685,hell::A,валгыды,светъл
686,dunkel::A,пӹц,тъмен
687,dunkel::A,пӹцкемӹш,тъмен
688,schwarz::A,шим,черен
689,weiß::A,ош,бял
690,weiß::A,ошы,бял
691,rot::A,якшаргы,червен
692,gelb::A,сар,жълт
693,gelb::A,сары,жълт
694,blau::A,симсӹ,син
695,grün::A,ыжар,зелен
696,grau::A,луды,сив
697,bunt::A,ала,шарен
698,bunt::A,ала,пъстър
699,billig::A,шулдаш,евтин
700,teuer::A,шергӹ,скъп
701,teuer::A,шергӓкӓн,скъп
702,wertvoll::A,ӓкӓн,ценен
703,blind::A,слöпöй,сляп
704,blind::A,сльöпöй,сляп
705,taub::A,тӱтӱк,глух
706,kräftig::A,виӓн,силен
707,stark::A,виӓн,здрав
708,stark::A,виӓн,силен
709,schwach::A,шава,слаб
710,schwach::A,лӹпкӓ,слаб
711,schwach::A,слабка,слаб
712,fett::A,таза,тлъст
713,schlank::A,яштака,тънък
714,schlank::A,яштака,строен
715,hübsch::A,сӹлнӹ,хубав
716,hübsch::A,олмыдшы,хубав
717,böse::A,шӹдӓн,зъл
718,dumm::A,окмак,глупав
719,faul::A,ялахай,ленив
720,faul::A,ялахай,мързелив
721,fleißig::A,пӓшам яратышы,прилежен
722,geizig::A,шык,скъпернически
723,klug::A,ышан,умен
724,klug::A,ышан,разумен
725,geschickt::A,мастар,умел
726,geschickt::A,мастар,сръчен
727,lieb::A,тыри,мил
728,lieb::A,тыри,драг
729,lustig::A,мындыр,весел
730,lustig::A,сусу,весел
731,sanft::A,йӹвӹжӓ,нежен
732,sanft::A,йӹвӹжӓ,кротък
733,hungrig::A,шужышы,гладен
734,krank::A,церлӹ,болен
735,krank::A,хворой,болен
736,nackt::A,цӓрӓ,гол
737,traurig::A,сы́лыкан,тъжен
738,traurig::A,сы́лыкан,печален
739,traurig::A,кымы́лдымы,тъжен
740,traurig::A,кымы́лдымы,печален
741,lebendig::A,живой,жив
742,gut::A,яжо,добър
743,schlecht::A,уда,лош
744,schlecht::A,худа,лош
745,richtig::A,вургамла,правилен
746,schlimm::A,йӹрнык,лош
747,wahr::A,настоящий,верен
748,wahr::A,настоящий,истински
749,wahr::A,настояшый,верен
750,wahr::A,настояшый,истински
751,alt::A,шонгы,стар
752,alt::A,шонгы,древен
753,neu::A,у,нов
754,ehemalig::A,тошты,бивш
755,alt[Lebewesen]::A,ӹлалшӹ,стар
756,jung::A,нöргӹ,млад
757,jung::A,молода,млад
758,arm::A,укеӓн,беден
759,reich::A,паян,богат
760,reich::A,пурлыкан,богат
761,bekannt::A,палӹмӹ,познат
762,bekannt::A,палӹмӹ,известен
763,berühmt::A,лӹмлы,почут
764,berühmt::A,лӹмлы,известен
765,fremd::A,эдемӹн,чужд
766,verschieden::A,тӹрлӹ,разен
767,verschieden::A,тӹрлӹ,различен
768,nah::A,лишӹл,близък
769,fern::A,мӹндӹр,далечен
770,linker::A,шалахай,ляв
771,rechter::A,вургамла,прав
772,anderer::A,вес,друг
773,anderer::A,весӹ,друг
774,erster::A,икшӹ,пръв
775,erster::A,икшӹ,първи
776,erster::A,икӹмшӹ,пръв
777,erster::A,икӹмшӹ,първи
778,zweiter::A,кокшы,втори
779,dritter::A,кымшы,трети
780,letzter::A,остатка,последен
781,allein::ADV,иктӹ,само
782,allein::ADV,иктӹт,само
