,Concept_ID,sk,zh
223,Vater::N,otec,父亲
224,Mutter::N,mať,母亲
225,Mutter::N,matka,母亲
226,Sohn::N,syn,儿子
227,Tochter::N,dcéra,女儿
228,Bruder::N,brat,兄弟
229,Schwester::N,sestra,姐妹
230,Onkel::N,ujo,伯父
231,Onkel::N,strýko,伯父
232,Tante::N,teta,阿姨
233,Tante::N,tetka,阿姨
234,Ehemann::N,muž,丈夫
235,Ehemann::N,manžel,丈夫
236,Ehefrau::N,žena,妻子
237,Ehefrau::N,manželka,妻子
238,Freude::N,radosť,愉快
239,Gelächter::N,smiech,大笑
240,Glück::N,šťastie,运气
241,Kummer::N,žiaľ,苦恼
242,Kummer::N,zármutok,苦恼
243,Wunsch::N,prianie,愿望
244,Lust::N,chuť,乐趣
245,Geist::N,duch,精神
246,Gedanke::N,myšlienka,思想
247,Gedächtnis::N,pamäť,记性
248,Verstand::N,rozum,理智
249,Sinn::N,zmysel,感觉
250,Grund::N,dôvod,理由
251,Grund::N,príčina,理由
252,Wahrheit::N,pravda,真理
253,Gespräch::N,reč,谈话
254,Gespräch::N,rozhovor,谈话
255,Märchen::N,rozprávka,童话
256,Erzählung::N,poviedka,故事
257,Nachricht::N,správa,消息
258,Neuigkeit::N,novinka,新闻
259,Name::N,meno,名字
260,Rätsel::N,záhada,谜语
261,Rätsel::N,hádanka,谜语
262,Rede::N,reč,讲话
263,Sprache::N,reč,语言
264,Sprache::N,jazyk,语言
265,Stimme::N,hlas,声音
266,Wort::N,slovo,词
267,Zeichen::N,znak,标记
268,Ruf::N,volanie,呼喊
269,Ruf::N,zavolanie,呼喊
270,Lärm::N,hluk,噪音
271,Lärm::N,hurhaj,噪音
272,Laut::N,zvuk,响声
273,Ton::N,tón,声音
274,Ton::N,zvuk,声音
275,Lied::N,pieseň,歌曲
276,Ruhe::N,pokoj,安静
277,Leute::N,ľudia,人们
278,Volk::N,ľud,人民
279,Volk::N,národ,人民
280,Arbeit::N,práca,劳动
281,Arbeit::N,robota,劳动
282,Gast::N,hosť,客人
283,Geschenk::N,dar,礼物
284,Spiel::N,hra,游戏
285,Gesellschaft::N,spoločnosť,陪同
286,Hilfe::N,pomoc,帮助
287,Freund::N,priateľ,朋友
288,Kamerad::N,kamarát,同志
289,Angelegenheit::N,vec,事情
290,Angelegenheit::N,záležitosť,事情
291,Anzahl::N,počet,数目
292,Anzahl::N,množstvo,数目
293,Art::N,druh,种类
294,Stück::N,kus,块
295,Stück::N,kúsok,块
296,Teil::N,časť,部分
297,Hälfte::N,polka,一半
298,Hälfte::N,polovica,一半
299,Kreis::N,kruh,圆
300,Kreuz::N,kríž,十字架
301,Linie::N,línia,线条
302,Strich::N,čiara,划
303,Abstand::N,vzdialenosť,距离
304,Entfernung::N,vzdialenosť,距离
305,Gegend::N,kraj,地区
306,Gegend::N,krajina,地区
307,Platz::N,miesto,场所
308,Ort::N,miesto,地点
309,Seite::N,bok,面
310,Seite::N,strana,面
311,Mitte::N,stred,中间
312,Gegenstand::N,predmet,物品
313,Sache::N,vec,物
314,Rand::N,kraj,边
315,Rand::N,okraj,边
316,Kante::N,hrana,棱
317,Ecke::N,roh,角
318,Spitze::N,hrot,尖
319,Spitze::N,špička,尖
320,Ende::N,koniec,结尾
321,Loch::N,diera,洞
322,Winkel::N,kút,角度
323,Muster::N,vzor,模型
324,Muster::N,vzorka,模型
325,Größe::N,veľkosť,大小
326,Länge::N,dĺžka,长度
327,Höhe::N,výška,高度
328,Gewicht::N,váha,重量
329,Menge::N,množstvo,数量
330,Haufen::N,hŕba,堆
331,Reihe::N,rad,行
332,Boot::N,čln,小船
333,Ruder::N,veslo,奖
334,Schlitten::N,sane,雪橇
335,Ski::N,lyža,雪板
336,Lagerfeuer::N,táborák,营火
337,Last::N,ťarcha,负担
338,Last::N,bremeno,负担
339,Gang::N,chôdza,行走
340,Schritt::N,krok,步伐
341,Norden::N,sever,北
342,Süden::N,juh,南
343,Westen::N,západ,西
344,Osten::N,východ,东
345,Holz::N,drevo,木材
346,Brett::N,doska,木板
347,Platte::N,doska,平板
348,Platte::N,platňa,平板
349,Stütze::N,opora,支架
350,Stange::N,tyč,杆
351,Stock::N,palica,棒
352,Stab::N,palica,棍
353,Rohr::N,rúra,管子
354,Haus::N,dom,房屋
355,Heim::N,domov,家
356,Ofen::N,pec,炉子
357,Ofen::N,kachle,炉子
358,Fußboden::N,dlážka,地板
359,Fußboden::N,podlaha,地板
360,Tisch::N,stôl,桌子
361,Stuhl::N,stolička,椅子
362,Wiege::N,kolíska,摇蓝
363,Bett::N,lôžko,床
364,Bett::N,posteľ,床
365,Regal::N,regál,架子
366,Regal::N,polica,架子
367,Kiste::N,debna,箱子
368,Fenster::N,okno,窗户
369,Fenster::N,oblok,窗户
370,Tür::N,dvere,门
371,Tor::N,vráta,大门
372,Zaun::N,plot,篱笆
373,Zaun::N,ohrada,篱笆
374,Dach::N,krov,屋顶
375,Dach::N,strecha,屋顶
376,Leiter::N,rebrík,梯子
377,Leiter::N,rebrina,梯子
378,Besen::N,metla,扫帚
379,Spaten::N,rýľ,铁锹
380,Schaufel::N,lopata,铁锹
381,Gabel::N,vidlička,叉
382,Löffel::N,lyžica,食匙
383,Messer::N,nôž,刀
384,Nagel::N,klinec,钉子
385,Netz::N,sieť,网
386,Haken::N,hák,钩子
387,Haken::N,háčik,钩子
388,Griff::N,rukoväť,把柄
389,Schloss::N,zámka,锁
390,Bild::N,obraz,图画
391,Figur::N,figúra,人像
392,Puppe::N,bábka,娃娃
393,Puppe::N,bábika,娃娃
394,Beutel::N,vrece,袋子
395,Beutel::N,vrecko,袋子
396,Bündel::N,uzlík,捆
397,Bündel::N,zväzok,捆
398,Tasche::N,taška,手提包
399,Tasche::N,kabelka,手提包
400,Eimer::N,vedro,桶
401,Deckel::N,vrchnák,盖子
402,Deckel::N,pokrývka,盖子
403,Geschirr::N,nádoba,餐具
404,Sack::N,mech,袋子
405,Sack::N,vrece,袋子
406,Tasse::N,šálka,杯子
407,Topf::N,hrniec,锅
408,Kessel::N,kotol,水壶
409,Essen::N,jedlo,进餐
410,Nahrung::N,strava,食物
411,Nahrung::N,potrava,食物
412,Speise::N,jedlo,菜肴
413,Fleisch::N,mäso,肉
414,Getreide::N,obilie,谷物
415,Brei::N,kaša,粥
416,Brot::N,chlieb,面包
417,Scheibe::N,kotúč,片
418,Scheibe::N,krajec,片
419,Fett::N,tuk,脂肪
420,Fett::N,masť,脂肪
421,Butter::N,maslo,黄油
422,Öl::N,olej,油
423,Salz::N,soľ,盐
424,Suppe::N,polievka,汤
425,Honig::N,med,蜂蜜
426,Milch::N,mlieko,奶
427,Tee::N,čaj,茶
428,Leder::N,koža,皮革
429,Wolle::N,vlna,毛线
430,Stoff::N,súkno,织物
431,Nadel::N,ihla,针
432,Faden::N,niť,线
433,Faden::N,vlákno,线
434,Knopf::N,gombík,纽扣
435,Knoten::N,uzol,结
436,Farbe::N,farba,颜色
437,Kleidung::N,šaty,衣服
438,Kleidung::N,šatstvo,衣服
439,Hemd::N,košeľa,衬衫
440,Kragen::N,golier,领子
441,Ärmel::N,rukáv,袖子
442,Hose::N,nohavice,裤子
443,Gürtel::N,pás,腰带
444,Gürtel::N,opasok,腰带
445,Mütze::N,čiapka,帽子
446,Schuh::N,obuv,鞋
447,Schuh::N,topánka,鞋
448,Stiefel::N,čižma,靴子
449,Ring::N,prsteň,戒指
450,Band::N,stuha,带子
451,Kamm::N,hrebeň,梳子
452,Spiegel::N,zrkadlo,镜子
453,Riemen::N,remeň,皮带
454,Schnur::N,šnúra,绳子
455,Leine::N,vodidlo,皮带
456,Decke::N,deka,被子
457,Decke::N,prikrývka,被子
458,Kissen::N,poduška,软垫
459,Tuch::N,šatka,巾
460,Handtuch::N,uterák,手巾
461,Kraft::N,moc,力
462,Stärke::N,sila,力量
463,Gesundheit::N,zdravie,健康
464,Krankheit::N,nemoc,病
465,Krankheit::N,choroba,病
466,Schmerz::N,bolesť,痛
467,Wunde::N,rana,伤口
468,Fieber::N,horúčka,发烧
469,Arznei::N,liek,药
470,Brücke::N,most,桥
471,Brunnen::N,studňa,井
472,Weide::N,pastva,牧场
473,Pfad::N,chodník,小路
474,Weg::N,cesta,路
475,Straße::N,hradská,街
476,Dorf::N,dedina,村庄
477,Stadt::N,mesto,城市
478,Brief::N,list,信
479,Buch::N,kniha,书
480,Buchstabe::N,litera,字母
481,Buchstabe::N,písmeno,字母
482,Zeitung::N,noviny,报纸
483,Leben::N,život,生命
484,Tod::N,smrť,死亡
485,Grab::N,hrob,坟墓
486,Kirche::N,kostol,教堂
487,Sünde::N,hriech,罪
488,Gott::N,boh,上帝
489,Arbeiter::N,robotník,工人
490,Arbeiter::N,pracnovík,工人
491,Chef::N,šéf,上司
492,Chef::N,riaditeľ,上司
493,Meister::N,majster,师傅
494,Arzt::N,lekár,医生
495,Lehrer::N,učiteľ,教师
496,Geld::N,peniaze,钱
497,Geschäft::N,obchod,交易
498,Laden::N,obchod,商店
499,Preis::N,cena,价格
500,Ware::N,tovar,商品
501,Nutzen::N,osoh,好处
502,Nutzen::N,úžitok,好处
503,Reichtum::N,bohatstvo,财富
504,Welt::N,svet,世界
505,Land::N,územie,国家
506,Land::N,krajina,国家
507,Staat::N,štát,国家
508,König::N,kráľ,国王
509,Macht::N,moc,权力
510,Macht::N,mocnosť,权力
511,Grenze::N,hranica,边界
512,Krieg::N,vojna,战争
513,Feind::N,nepriateľ,敌人
514,Gewalt::N,násilie,暴力
515,Kampf::N,boj,战斗
516,Bogen[Waffe]::N,luk,弓
517,Pfeil::N,šíp,箭
518,Pfeil::N,strela,箭
519,Gewehr::N,puška,枪
520,Fehler::N,omyl,错误
521,Fehler::N,chyba,错误
522,Lüge::N,lož,谎话
523,Schaden::N,ujma,损失
524,Schaden::N,škoda,损失
525,Unglück::N,nešťastie,不幸
526,Schuld::N,vina,过错
527,Schuld::N,previnenie,过错
528,Alter::N,vek,年龄
529,Schluss::N,záver,结束
530,Schluss::N,koniec,结束
531,Zeit::N,čas,时间
532,Tag::N,deň,天
533,Morgen::N,ráno,早晨
534,Mittag::N,poludnie,中午
535,Abend::N,večer,晚上
536,Nacht::N,noc,夜
537,Woche::N,týždeň,星期
538,Monat::N,mesiac,月
539,Jahr::N,rok,年
540,Frühling::N,jar,春天
541,Sommer::N,leto,夏天
542,Herbst::N,jeseň,秋天
543,Winter::N,zima,冬天
544,Januar::N,január,一月
545,Februar::N,február,二月
546,März::N,marec,三月
547,April::N,apríl,四月
548,Mai::N,máj,五月
549,Juni::N,jún,六月
550,Juli::N,júl,七月
551,August::N,august,八月
552,September::N,september,九月
553,Oktober::N,október,十月
554,November::N,november,十一月
555,Dezember::N,december,十二月
556,Montag::N,pondelok,星期一
557,Dienstag::N,utorok,星期二
558,Mittwoch::N,streda,星期三
559,Donnerstag::N,štvrtok,星期四
560,Freitag::N,piatok,星期五
561,Samstag::N,sobota,星期六
562,Sonntag::N,nedeľa,星期日
563,groß::A,veľký,大
564,klein::A,malý,小
565,lang::A,dlhý,长
566,kurz::A,krátky,短
567,breit::A,široký,宽
568,schmal::A,úzky,细长的
569,dicht::A,hustý,密
570,dick[Gegenstand]::A,tlstý,厚
571,dünn::A,tenký,薄
572,fein::A,jemný,细小
573,fest::A,pevný,固体
574,flach::A,rovný,平坦
575,flach::A,plochý,平坦
576,glatt::A,hladký,光滑
577,hart::A,tvrdý,硬
578,weich::A,mäkký,软
579,rund::A,guľatý,圆
580,rund::A,okrúhly,圆
581,spitz::A,končitý,尖
582,scharf::A,ostrý,锋利
583,stumpf::A,tupý,钝
584,schwer::A,ťažký,重
585,schön::A,pekný,美丽
586,schön::A,krásny,美丽
587,heiß::A,horúci,烫
588,warm::A,teplý,暖和
589,kalt::A,studený,冷
590,kühl::A,chladný,凉
591,frisch::A,svieži,新鲜
592,feucht::A,vlhký,潮湿
593,feucht::A,zvlhnutý,潮湿
594,nass::A,mokrý,湿
595,trocken::A,suchý,干
596,voll::A,plný,满
597,leer::A,prázdny,空
598,offen::A,otvorený,敞开
599,geschlossen::A,zavretý,关闭
600,sauber::A,čistý,干净
601,schmutzig::A,špinavý,肮脏
602,roh::A,surový,生
603,reif::A,zrelý,成熟
604,lecker::A,chutný,好吃
605,süß::A,sladký,甜
606,bitter::A,horký,苦
607,sauer::A,kyslý,酸
608,hell::A,jasný,亮
609,hell::A,svetlý,亮
610,dunkel::A,temný,阴暗
611,schwarz::A,čierny,黑
612,weiß::A,biely,白
613,rot::A,červený,红
614,gelb::A,žltý,黄
615,blau::A,modrý,蓝
616,blau::A,belasý,蓝
617,grün::A,zelený,绿
618,grau::A,šedý,灰色
619,bunt::A,pestrý,五彩
620,billig::A,lacný,便宜
621,teuer::A,drahý,贵
622,wertvoll::A,cenný,贵重
623,blind::A,slepý,瞎
624,taub::A,hluchý,聋
625,kräftig::A,silný,强壮
626,stark::A,silný,强壮
627,schwach::A,slabý,弱
628,schwach::A,bezvládny,弱
629,fett::A,tučný,胖
630,schlank::A,štíhly,苗条
631,hübsch::A,šumný,漂亮
632,hübsch::A,švárny,漂亮
633,böse::A,zlý,邪恶
634,dumm::A,hlúpy,笨
635,faul::A,lenivý,懒惰
636,fleißig::A,snaživý,勤奋
637,fleißig::A,usilovný,勤奋
638,geizig::A,skupý,吝啬
639,geizig::A,lakomý,吝啬
640,klug::A,múdry,聪明
641,klug::A,bystrý,聪明
642,geschickt::A,zručný,灵巧
643,geschickt::A,šikovný,灵巧
644,lieb::A,milý,可爱
645,lustig::A,veselý,快乐
646,sanft::A,nežný,柔和
647,hungrig::A,lačný,饥饿
648,hungrig::A,hladný,饥饿
649,krank::A,chorý,患病
650,krank::A,nemocný,患病
651,nackt::A,nahý,裸体
652,traurig::A,smutný,悲哀
653,lebendig::A,živý,活
654,gut::A,dobrý,好
655,schlecht::A,zlý,坏
656,richtig::A,správny,正确
657,schlimm::A,zlý,糟糕
658,schlimm::A,nepríjemný,糟糕
659,wahr::A,pravý,真
660,wahr::A,pravdivý,真
661,alt::A,starý,旧
662,neu::A,nový,新
663,ehemalig::A,bývalý,以前
664,alt[Lebewesen]::A,starý,老
665,jung::A,mladý,年轻
666,arm::A,chudobný,贫穷
667,reich::A,bohatý,富裕
668,bekannt::A,známy,出名
669,berühmt::A,slávny,著名
670,berühmt::A,povestný,著名
671,fremd::A,cudzí,陌生
672,verschieden::A,rôzny,不同
673,verschieden::A,rozličný,不同
674,nah::A,blízky,近
675,fern::A,ďaleký,遥远
676,linker::A,ľavý,左
677,rechter::A,pravý,右
678,anderer::A,iný,别的
679,anderer::A,druhý,别的
680,erster::A,prvý,第一
681,zweiter::A,druhý,第二
682,dritter::A,tretí,第三
683,letzter::A,ostatný,最后
684,letzter::A,posledný,最后
685,allein::ADV,sám,单独
686,auf einmal::ADV,zároveň,同时
687,zusammen::ADV,spolu,一起
688,zusammen::ADV,spoločne,一起
689,lange::ADV,dlho,许久
690,plötzlich::ADV,náhle,忽然
691,sofort::ADV,hneď,立刻
692,sofort::ADV,ihneď,立刻
693,später::ADV,neskoršie,以后
694,jetzt::ADV,teraz,现在
695,heute::ADV,dnes,今天
696,morgen::ADV,zajtra,明天
697,bald::ADV,skoro,即将
698,dann::ADV,nato,然后
699,dann::ADV,potom,然后
700,gestern::ADV,včera,昨天
701,einst::ADV,kedysi,曾经
702,einst::ADV,niekedy,曾经
703,damals::ADV,vtedy,当时
704,danach::ADV,potom,随后
705,danach::ADV,podľa toho,随后
706,vorher::ADV,napred,事先
707,vorher::ADV,predtým,事先
708,zuerst::ADV,najprv,首先
709,einmal::ADV,raz,一次
710,einmal::ADV,jedenkrát,一次
711,manchmal::ADV,občas,有时
712,manchmal::ADV,niekedy,有时
713,oft::ADV,často,时常
714,immer::ADV,vždy,总是
715,immer::ADV,ustavične,总是
716,niemals::ADV,nikdy,从未
717,hier::ADV,tu,这里
718,hierhin::ADV,sem,到这里
719,hierhin::ADV,tade,到这里
720,von hier::ADV,odtiaľto,由此
721,dort::ADV,tam,那里
722,dorthin::ADV,ta,到那里
723,dorthin::ADV,tam,到那里
724,geradeaus::ADV,rovno,一直往前
725,geradeaus::ADV,priamo,一直往前
726,vorwärts::ADV,napred,向前
727,rückwärts::ADV,nazad,向后
728,zurück::ADV,späť,退后
729,zurück::ADV,naspäť,退后
730,unten::ADV,dolu,下面
731,unten::ADV,naspodku,下面
732,hinab::ADV,dolu,向下
733,oben::ADV,hore,上面
734,oben::ADV,navrchu,上面
735,hinauf::ADV,hore,向上
736,hinauf::ADV,navrch,向上
737,überall::ADV,všade,到处
738,nicht::ADV,nie,不
739,ein wenig::ADV,trocha,一点儿
740,kaum::ADV,ledva,几乎不
741,sehr::ADV,veľmi,很
742,so::ADV,tak,如此
743,so::ADV,takto,如此
744,noch::ADV,ešte,还
745,nur::ADV,len,只
746,schon::ADV,už,已经
747,wieder::ADV,zasa,又
748,vergebens::ADV,márne,
749,vergebens::ADV,nadarmo,
750,vor::PRP,pred,在...面前
751,hinter::PRP,za,在...背后
752,unter::PRP,pod,在...下面
753,durch::PRP,cez,穿过
754,neben::PRP,pri,在...旁
755,neben::PRP,vedľa,在...旁
756,zwischen::PRP,medzi,在...之间
757,wegen::PRP,pre,由于
758,wegen::PRP,kvôli,由于
759,dies::PRN,to,这
760,dies::PRN,táto,这
761,das::PRN,to,那
762,alles::PRN,všetko,一切
763,ich::PRN,ja,我
764,du::PRN,ty,你
765,er::PRN,on,他
766,wir::PRN,my,我们
767,ihr::PRN,vy,你们
768,sie::PRN,oni,她
769,was::FPRN,čo,什么
770,wer::FPRN,kto,谁
771,wo::FADV,kde,哪里
772,wohin::FADV,kam,去哪里
773,wie::FADV,ako,怎么
774,warum::FADV,prečo,为什么
775,wieviel::FNUM,koľko,多少
776,eins::NUM,jeden,一
777,zwei::NUM,dva,二
778,drei::NUM,tri,三
779,vier::NUM,štyri,四
780,fünf::NUM,päť,五
781,sechs::NUM,šesť,六
782,sieben::NUM,sedem,七
783,acht::NUM,osem,八
784,neun::NUM,deväť,九
785,zehn::NUM,desať,十
786,elf::NUM,jedenásť,十一
787,zwölf::NUM,dvanásť,十二
788,zwanzig::NUM,dvadsať,二十
789,dreißig::NUM,tridsať,三十
790,vierzig::NUM,štyridsať,四十
791,fünfzig::NUM,päťdesiat,五十
792,sechzig::NUM,šesťdesiat,六十
793,siebzig::NUM,sedemdesiat,七十
794,achtzig::NUM,osemdesiat,八十
795,neunzig::NUM,deväťdesiat,九十
796,hundert::NUM,sto,百
797,tausend::NUM,tisíc,千
798,und::CNJ,i,和
799,oder::CNJ,alebo,或者
800,stehen::V,stáť,站
801,sitzen::V,sedieť,坐
802,liegen::V,ležať,躺着
803,hängen::V,visieť,挂着
804,werden::V,stať sa,成为
805,passieren::V,stať sa,发生
806,beginnen::V,začať sa,开始
807,enden::V,končiť sa,终止
808,wechseln::V,meniť sa,变迁
809,aufgehen[Sonne]::V,vychádzať,升起
810,untergehen[Sonne]::V,zapadnúť,下落
811,scheinen[Sonne]::V,svietiť,照射
812,donnern::V,hrmieť,打雷
813,wehen::V,viať,飘扬
814,strömen::V,prúdiť,流
815,fließen::V,tiecť,流动
816,sich drehen::V,točiť sa,转动
817,sich drehen::V,krútiť sa,转动
818,schwanken::V,kolísať,摇摆
819,schwanken::V,klátiť sa,摇摆
820,schwingen::V,kývať sa,摇
821,schwingen::V,chvieť sa,摇
822,fallen::V,padať,坠落
823,brennen::V,páliť,燃烧
824,brennen::V,horieť,燃烧
825,rauchen::V,dymiť sa,冒烟
826,regnen::V,pršať,下雨
827,gefrieren::V,zamrznút,结冰
828,tauen::V,taviť sa,融化
829,schmelzen::V,taviť sa,溶化
830,trocknen::V,schnúť,变干
831,sieden::V,vrieť,煮
832,faulen::V,hniť,腐烂
833,verfaulen::V,zhniť,腐烂
834,reißen::V,pretrhnúť sa,撕
835,versinken::V,zapadnúť,下沉
836,versinken::V,potopiť sa,下沉
837,vergehen::V,plynúť,流逝
838,erscheinen::V,objaviť sa,出现
839,verschwinden::V,zmiznúť,消失
840,sinken::V,klesať,下降
841,abnehmen::V,ubúdať,减少
842,zunehmen::V,pribúdať,增加
843,steigen::V,stúpať,上升
844,wachsen::V,rásť,生长
845,glänzen::V,jagať sa,发光
846,glänzen::V,lesknúť sa,发光
847,funkeln::V,iskriť sa,闪烁
