,Concept_ID,la,cs
841,schwingen::V,vibrare,kývat se
842,fallen::V,cadere,padat
843,brennen::V,ardere,hořet
844,rauchen::V,fumare,kouřit
845,regnen::V,pluere,pršet
846,gefrieren::V,congelari,zamrznout
847,tauen::V,rorare,tát
848,schmelzen::V,liquescere,tavit
849,trocknen::V,arescere,schnout
850,sieden::V,fervere,vřít
851,faulen::V,putescere,hnít
852,verfaulen::V,putescere,shnít
853,reißen::V,scindi,roztrhat se
854,versinken::V,mergi,topit se
855,versinken::V,mergi,ponořit se
856,vergehen::V,praeterire,plynout
857,erscheinen::V,apparere,objevit se
858,verschwinden::V,discedere,zmizet
859,sinken::V,labi,klesat
860,abnehmen::V,deminui,ubýt
861,zunehmen::V,augeri,přibýt
862,steigen::V,augescere,stoupat
863,wachsen::V,crescere,růst
864,glänzen::V,splendere,lesknout se
865,funkeln::V,micare,jiskřit se
866,lärmen::V,strepere,dělat hluk
867,läuten::V,sonare,zvonit
868,klingeln::V,tinnire,zvonit
869,klirren::V,crepare,řinčet
870,brausen::V,saevire,hučet
871,rauschen::V,crepare,šumět
872,klingen::V,sonare,znít
873,bellen::V,latrare,štěkat
874,heulen::V,ululare,výt
875,blasen::V,flare,foukat
876,pfeifen::V,sibilare,pískat
877,schreien::V,clamare,křičet
878,stöhnen::V,gemere,sténat
879,zittern::V,tremere,třást se
880,zittern::V,trepidare,třást se
881,leben::V,vivere,žít
882,geboren werden::V,nasci,rodit se
883,atmen::V,spirare,dýchat
884,trinken::V,bibere,pít
885,essen::V,edere,jíst
886,schlucken::V,devorare,polykat
887,müde werden::V,fatigari,unavit se
888,einschlafen::V,obdormiscere,usnout
889,schlafen::V,dormire,spát
890,aufwachen::V,expergisci,probudit se
891,aufstehen::V,exsurgere,vstát
892,sich erholen::V,se reficere,zotavovat se
893,krank werden::V,aegrescere,onemocnět
894,krank sein::V,aegrotare,být nemocný
895,schmerzen::V,dolere,bolet
896,husten::V,tussire,kašlat
897,genesen::V,convalescere,uzdravit se
898,sterben::V,mori,umřít
899,umkommen::V,perire,zahynout
900,sich bewegen::V,se movere,pohnout se
901,sich rühren::V,micare,hnout se
902,sich erheben::V,surgere,zdvihnout se
903,sich setzen::V,considere,posadit se
904,hinfallen::V,cadere,upadnout
905,laufen::V,vadere,běžet
906,schreiten::V,gradi,kráčet
907,spazierengehen::V,ambulare,procházet se
908,eilen::V,properare,spěchat
909,sich beeilen::V,festinare,pospíšit si
910,sausen::V,currere,fičet
911,rennen::V,currere,pádit
912,springen::V,salire,skákat
913,klettern::V,niti,lézt
914,klettern::V,niti,šplhat
915,schaukeln::V,oscillare,houpat
916,kriechen::V,repere,lézt
917,kriechen::V,repere,plazit se
918,kriechen::V,serpere,lézt
919,kriechen::V,serpere,plazit se
920,schwimmen::V,nare,plavat
921,schwimmen::V,natare,plavat
922,tauchen::V,mergere,nořit se
923,rudern::V,remigare,veslovat
924,fahren::V,vehi,jet
925,fahren::V,vehi,jezdit
926,fliegen::V,volare,létat
927,gehen::V,ire,jít
928,gehen::V,vadere,jít
929,weggehen::V,abire,odejít
930,weggehen::V,discedere,odejít
931,abfahren::V,proficisci,odjet
932,anhalten::V,consistere,zastavit se
933,hineingehen::V,inire,vcházet se
934,hineingehen::V,ingredi,vcházet se
935,eintreten::V,intrare,vstoupit
936,kommen::V,venire,přijít
937,ankommen::V,advenire,dojít
938,zurückkommen::V,revenire,vrátit se
939,bleiben::V,manere,zůstat
940,warten::V,opperiri,čekat
941,erwarten::V,opperiri,čekat na
942,erwarten::V,expectare,čekat na
943,suchen::V,quaerere,hledat
944,finden::V,reperire,najít
945,versuchen::V,conari,zkoušet
946,versuchen::V,temptare,zkoušet
947,vorbereiten::V,parare,připravit
948,lieben::V,amare,milovat
949,mögen::V,amare,mít rád
950,lachen::V,ridere,smát se
951,rühren::V,commovere,dojmout
952,weinen::V,flere,plakat
953,schimpfen::V,increpare,nadávat
954,sich ärgern::V,indignari,pohoršit se
955,sich fürchten::V,vereri,bát se
956,fürchten::V,timere,bát se
957,fliehen::V,fugere,utéct
958,flüchten::V,effugere,prchnout
959,sehen::V,videre,vidět
960,anschauen::V,aspectare,podívat se na
961,ansehen::V,spectare,sledovat
962,hören::V,audire,slyšet
963,zuhören::V,auscultare,poslouchat
964,probieren::V,gustare,ochutnávat
965,riechen::V,olfacere,cítit
966,fühlen::V,sentire,cítit
967,scheinen::V,videri,zdát se
968,zu sehen sein::V,conspici,moci být viděn
969,vernehmen::V,comperire,uslyšet
970,frieren::V,algere,mrznout
971,tun::V,facere,dělat
972,können::V,posse,moct
973,wollen::V,velle,chtít
974,anfangen::V,incipere,začít
975,beenden::V,finire,ukončit
976,aufhören::V,desistere,přestat
977,gelingen::V,contingere,podařit se
978,geraten::V,evenire,dařit se
979,öffnen::V,aperire,otevřít
980,schließen::V,claudere,zavřít
981,stellen::V,sistere,postavit
982,setzen::V,ponere,posadit
983,legen::V,ponere,klást
984,legen::V,ponere,položit
985,berühren::V,tangere,dotýkat se
986,verbinden::V,iungere,spojit
987,bedecken::V,tegere,pokrýt
988,bedecken::V,operire,pokrýt
989,aufhängen::V,suspendere,oběsit
990,aufhängen::V,suspendere,pověsit
991,anzünden::V,accendere,zapálit
992,anzünden::V,accendere,podpálit
993,anzünden::V,inflammare,zapálit
994,anzünden::V,inflammare,podpálit
995,aufheben::V,tollere,zvednout
996,aufheben::V,tollere,zdvihnout
997,zurücklassen::V,relinquere,zanechat
998,verlieren::V,perdere,ztratit
999,verlieren::V,amittere,ztratit
1000,fallen lassen::V,dimittere,upustit
1001,machen::V,facere,udělat
1002,herstellen::V,fabricare,vyrobit
1003,bauen::V,construere,stavět
1004,bauen::V,construere,budovat
1005,reparieren::V,reparare,opravit
1006,verbessern::V,emendare,zlepšit
1007,ändern::V,mutare,změnit
1008,graben::V,fodere,rýt
1009,graben::V,fodere,kopat
1010,beugen::V,flectere,ohnout
1011,biegen::V,curvare,ohnout
1012,drehen::V,torquere,točit
1013,wenden::V,vertere,obrátit
1014,umdrehen::V,convertere,obrátit
1015,heben::V,tollere,zdvihnout
1016,hochheben::V,levare,zvednout
1017,ergreifen::V,capessere,chopit se
1018,halten::V,tenere,držet
1019,drücken::V,premere,stisknout
1020,schieben::V,promovere,posouvat
1021,kratzen::V,radere,škrábat
1022,lecken::V,lambere,lízat
1023,beißen::V,mordere,kousat
1024,abreißen::V,avellere,utrhat
1025,abreißen::V,avellere,odtrhat
1026,abschneiden::V,desecare,uřezat
1027,abschneiden::V,desecare,ukrojit
1028,binden::V,ligare,přivázat
1029,stecken::V,inserere,strčit
1030,brechen::V,rumpere,lomit
1031,klopfen::V,pultare,ťukat
1032,klopfen::V,pultare,klepat
1033,hauen::V,ferire,bít
1034,kleben::V,agglutinare,lepit
1035,reiben::V,terere,třít
1036,streichen::V,oblinere,mazat
1037,schleifen::V,acuere,brousit
1038,schneiden::V,secare,řezat
1039,schneiden::V,secare,střihat
1040,rütteln::V,quassare,třást
1041,rütteln::V,quassare,otřást
1042,schütteln::V,quatere,třást
1043,schütteln::V,quatere,zatřást
1044,schwenken::V,ventilare,mávat
1045,schütten::V,fundere,nasypat
1046,füllen::V,complere,naplnit
1047,einwickeln::V,involvere,zavinout
1048,tragen::V,ferre,nést
1049,tragen::V,portare,nést
1050,schleppen::V,pertrahere,vléct
1051,ziehen::V,trahere,tahat
1052,ziehen::V,trahere,táhnout
1053,aufbewahren::V,asservare,schovat
1054,werfen::V,iacere,házet
1055,fangen::V,capere,chytat
1056,packen::V,capessere,uchvátit
1057,verstecken::V,abdere,schovat
1058,teilen::V,partiri,rozdělit
1059,teilen::V,dividere,rozdělit
1060,schicken::V,mittere,posílat
1061,bringen::V,apportare,přinést
1062,hinzufügen::V,addere,připojit
1063,bekommen::V,adipisci,dostat
1064,erhalten::V,accipere,uchovat
1065,nehmen::V,sumere,vzít
1066,wählen::V,eligere,zvolit
1067,auswählen::V,deligere,vybrat
1068,bewahren::V,conservare,uchránit
1069,behindern::V,impedire,překážet
1070,verderben::V,corrumpere,zkazit
1071,beschädigen::V,laedere,porušit
1072,beschädigen::V,laedere,poškodit
1073,zerbrechen::V,rumpere,rozlámat
1074,zerbrechen::V,frangere,rozlámat
1075,zerreißen::V,discindere,roztrhnout
1076,zerstören::V,delere,zničit
1077,verbrennen::V,urere,spálit
1078,verbrennen::V,cremare,spálit
1079,geben::V,dare,dát
1080,reichen::V,praebere,podat
1081,schenken::V,donare,darovat
1082,schenken::V,largiri,darovat
1083,versprechen::V,polliceri,slíbit
1084,versprechen::V,promittere,slíbit
1085,loben::V,laudare,chválit
1086,küssen::V,osculari,líbat
1087,zudecken::V,tegere,přikrýt
1088,zudecken::V,tegere,přiklopit
1089,wecken::V,excitare,vzbudit
1090,zeigen::V,monstrare,ukázat
1091,führen::V,ducere,vést
1092,lehren::V,docere,učit
1093,unterrichten::V,instituere,vyučovat
1094,aufziehen::V,nutrire,vychovat
1095,leiten::V,ducere,vodit
1096,antreiben::V,incitare,nutit
1097,lassen::V,iubere,dát
1098,einladen::V,invitare,pozvat
1099,vereinigen::V,coniungere,spojit
1100,besuchen::V,visere,návštívit
1101,treffen::V,convenire,potkat
1102,sich versammeln::V,convenire,shromáždit se
1103,spielen::V,ludere,hrát
1104,singen::V,cantare,zpívat
1105,tanzen::V,saltare,tančit
1106,sich trennen::V,digredi,rozejít se
1107,sich trennen::V,discedere,rozejít se
1108,verlassen::V,deserere,opustit
1109,verlassen::V,relinquere,opustit
1110,retten::V,servare,zachránit
1111,bewachen::V,custodire,hlídat
1112,schützen::V,tueri,chránit
1113,schützen::V,tutari,chránit
1114,verteidigen::V,defendere,obhájit
1115,sich schlagen::V,luctari,bít se
1116,schießen::V,iaculari,střílet
1117,siegen::V,vincere,zvítězit
1118,ärgern::V,irritare,zlobit
1119,ärgern::V,irritare,pohoršit
1120,schlagen::V,ferire,udeřit
1121,schlagen::V,ferire,praštit
1122,treten::V,calcare,kopnout
1123,stechen::V,pungere,bodnout
1124,stechen::V,pungere,píchnout
1125,stoßen::V,tundere,strčit
1126,stehlen::V,furari,ukrást
1127,stören::V,turbare,vyrušit
1128,belästigen::V,obtundere,obtěžovat
1129,verbergen::V,celare,skrýt
1130,verbergen::V,occultare,skrýt
1131,täuschen::V,fallere,klamat
1132,betrügen::V,fraudare,podvést
1133,töten::V,necare,zabít
1134,töten::V,caedere,zabít
1135,wohnen::V,habitare,bydlit
1136,arbeiten::V,laborare,pracovat
1137,sammeln::V,colligere,sebrat
1138,pflücken::V,carpere,česat
1139,jagen::V,venari,uhonit
1140,fischen::V,piscari,chytat ryby
1141,fassen::V,capere,ulovit
1142,hüten::V,custodire,pást
1143,treiben::V,agere,hnát
1144,anbinden::V,alligare,přivázat
1145,füttern::V,nutrire,krmit
1146,melken::V,mulgere,dojit
1147,hacken::V,findere,seknout
1148,gießen::V,rigare,zalít
1149,reifen::V,maturescere,uzrát
1150,zubereiten::V,apparare,připravit
1151,kochen::V,coquere,vařit
1152,backen::V,coquere,péct
1153,braten::V,torrere,smažit
1154,umrühren::V,commovere,zamíchat
1155,stricken::V,texere,plést
1156,nähen::V,suere,šít
1157,färben::V,tingere,nabarvit
1158,reinigen::V,purgare,očistit
1159,waschen::V,lavare,mýt
1160,abwischen::V,abstergere,utřít
1161,spülen::V,perluere,spláchnout
1162,fegen::V,verrere,zamést
1163,kehren::V,purgare,mést
1164,baden::V,lavari,koupat se
1165,sich waschen::V,lavari,mýt se
1166,ausziehen::V,exuere,svléct
1167,anziehen::V,induere,obléct
1168,sich anziehen::V,vestiri,oblékat se
1169,kämmen::V,pectere,učesat
1170,schmücken::V,ornare,ozdobit
1171,schmücken::V,decorare,ozdobit
1172,sagen::V,dicere,říct
1173,sprechen::V,fari,mluvit
1174,reden::V,loqui,hovořit
1175,sich unterhalten::V,colloqui,povídat se
1176,sich unterhalten::V,disputare,povídat se
1177,fragen::V,rogare,zeptat se
1178,fragen::V,quaerere,zeptat se
1179,bitten::V,orare,prosit
1180,bitten::V,rogare,prosit
1181,erzählen::V,narrare,povídat
1182,mitteilen::V,communicare,sdělit
1183,mitteilen::V,communicare,oznámit
1184,nennen::V,appellare,nazvat
1185,rufen::V,vocare,volat
1186,rufen::V,vocare,zavolat
1187,prahlen::V,gloriari,chlubit se
1188,übersetzen::V,vertere,přeložit
1189,denken::V,cogitare,myslit
1190,glauben::V,credere,věřit
1191,bemerken::V,animadvertere,zpozorovat
1192,erkennen::V,cognoscere,poznat
1193,begreifen::V,comprehendere,pochopit
1194,verstehen::V,intellegere,porozumět
1195,lernen::V,discere,učit se
1196,wissen::V,scire,vědět
1197,sich erinnern an::V,meminisse,vzpomínat si na
1198,vergessen::V,oblivisci,zapomínat
1199,messen::V,metiri,měřit
1200,zählen::V,numerare,spočítat
1201,rechnen::V,reri,počítat
1202,rechnen::V,calculare,počítat
1203,lesen::V,legere,číst
1204,malen::V,pingere,malovat
1205,zeichnen::V,scribere,rýsovat
1206,schreiben::V,scribere,psát
1207,besitzen::V,possidere,mít
1208,besitzen::V,possidere,vlastnit
1209,kaufen::V,emere,koupit
1210,verkaufen::V,vendere,prodat
1211,bezahlen::V,pendere,zaplatit
1212,zahlen::V,solvere,platit
1213,beherrschen::V,regere,ovládat
1214,beherrschen::V,imperare,ovládat
1215,ertragen::V,tolerare,snést
1216,ertragen::V,sustinere,snést
1217,wünschen::V,,přát
1218,wiegen::V,,chovat
1219,wiegen::V,,kolébat
