,Concept_ID,ca,el
273,Wunsch::N,desig,επιθυμία
274,Lust::N,ganes,όρεξη
275,Geist::N,ment,πνέυμα
276,Geist::N,esperit,πνέυμα
277,Gedanke::N,pensament,σκέψη
278,Gedächtnis::N,memòria,μνήμη
279,Verstand::N,raó,νους
280,Verstand::N,seny,νους
281,Sinn::N,solta,νόημα
282,Sinn::N,sentit,νόημα
283,Grund::N,raó,λόγος
284,Grund::N,causa,λόγος
285,Wahrheit::N,veritāt,αλήθεια
286,Gespräch::N,conversa,συνομιλία
287,Märchen::N,conte,παραμύθι
288,Erzählung::N,narració,διήγημα
289,Nachricht::N,missatge,είδηση
290,Neuigkeit::N,novetat,νέο
291,Name::N,nom,όνομα
292,Rätsel::N,endevinalla,αίνιγμα
293,Rede::N,discurs,λόγος
294,Rede::N,discurs,ομιλία
295,Sprache::N,llēngua,γλώσσα
296,Stimme::N,veu,φωνή
297,Wort::N,mot,λέξη
298,Wort::N,paraula,λέξη
299,Zeichen::N,signe,σημείο
300,Zeichen::N,senyal,σημείο
301,Ruf::N,crida,κραυγή
302,Lärm::N,sorōll,θόρυβος
303,Laut::N,so,ήχος
304,Ton::N,to,ήχος
305,Ton::N,to,τόνος
306,Lied::N,cançó,τραγούδι
307,Ruhe::N,calma,ησυχία
308,Ruhe::N,silenci,ησυχία
309,Leute::N,gent,κόσμος
310,Leute::N,gent,άνθρωποι
311,Volk::N,poble,λαός
312,Arbeit::N,labor,εργασία
313,Arbeit::N,treball,εργασία
314,Gast::N,hoste,επισκέπτης
315,Geschenk::N,regal,δώρο
316,Geschenk::N,obsequi,δώρο
317,Spiel::N,joc,παιχνίδι
318,Gesellschaft::N,companyia,κοινωνία
319,Hilfe::N,ajut,βοήθεια
320,Freund::N,amīc,φίλος
321,Kamerad::N,company,σύντροφος
322,Kamerad::N,camarada,σύντροφος
323,Angelegenheit::N,afer,υπόθεση
324,Angelegenheit::N,assumpte,υπόθεση
325,Anzahl::N,nombre,αριθμός
326,Anzahl::N,quantitat,αριθμός
327,Art::N,tipus,είδος
328,Art::N,classe,είδος
329,Stück::N,peça,κομμάτι
330,Teil::N,part,μέρος
331,Hälfte::N,meitat,μισό
332,Kreis::N,cercle,κύκλος
333,Kreuz::N,creu,σταυρός
334,Linie::N,línia,γραμμή
335,Strich::N,traç,γραμμή
336,Strich::N,ratlla,γραμμή
337,Abstand::N,distància,απόσταση
338,Entfernung::N,distància,απόσταση
339,Gegend::N,regió,περιοχή
340,Gegend::N,regió,τοποθεσία
341,Gegend::N,contrada,περιοχή
342,Gegend::N,contrada,τοποθεσία
343,Platz::N,cabuda,χώρος
344,Ort::N,lloc,τόπος
345,Seite::N,banda,πλευρά
346,Seite::N,costāt,πλευρά
347,Mitte::N,mig,μέση
348,Mitte::N,centre,μέση
349,Gegenstand::N,objecte,αντικείμενο
350,Sache::N,cosa,πράγμα
351,Rand::N,vora,άκρη
352,Rand::N,vora,χείλος
353,Rand::N,marge,άκρη
354,Rand::N,marge,χείλος
355,Kante::N,caire,άκρη
356,Kante::N,cantell,άκρη
357,Ecke::N,cantonada,γωνιά
358,Spitze::N,punta,μύτη
359,Ende::N,cap,άκρη
360,Loch::N,forāt,τρύπα
361,Winkel::N,racó,γωνία
362,Muster::N,dibuix,σχέδιο
363,Muster::N,disseny,σχέδιο
364,Größe::N,grandària,μέγεθος
365,Länge::N,longitud,μήκος
366,Höhe::N,altura,ύψος
367,Höhe::N,altitud,ύψος
368,Gewicht::N,pes,βάρος
369,Menge::N,quantitat,ποσότητα
370,Haufen::N,pila,σωρός
371,Reihe::N,fila,αράδα
372,Boot::N,bot,βάρκα
373,Boot::N,barca,βάρκα
374,Ruder::N,rem,κουπί
375,Schlitten::N,trineu,έλκηθρο
376,Ski::N,esquí,σκι
377,Lagerfeuer::N,foc de campament,φωτιά
378,Last::N,càrrega,φορτίο
379,Gang::N,marxa,δρόμος
380,Schritt::N,pas,βήμα
381,Norden::N,nord,βορράς
382,Süden::N,sud,νότος
383,Westen::N,oest,δύση
384,Westen::N,occident,δύση
385,Osten::N,est,ανατολή
386,Osten::N,orient,ανατολή
387,Holz::N,fusta,ξύλο
388,Brett::N,taula,σανίδι
389,Platte::N,placa,πλάκα
390,Stütze::N,suport,στήριγμα
391,Stange::N,vara,ραβδί
392,Stange::N,vara,κοντός
393,Stock::N,pal,ξύλο
394,Stock::N,pal,μπαστούνι
395,Stab::N,bastó,ραβδί
396,Rohr::N,tub,σωλήνας
397,Haus::N,casa,σπίτι
398,Heim::N,llar,σπίτι
399,Ofen::N,estufa,σόμπα
400,Ofen::N,estufa,θερμάστρα
401,Fußboden::N,terra,πάτωμα
402,Tisch::N,taula,τραπέζι
403,Stuhl::N,cadira,καρέκλα
404,Wiege::N,bressol,κούνια
405,Bett::N,llit,κρεβάτι
406,Regal::N,prestatgeria,ράφι
407,Kiste::N,caixa,κιβώτιο
408,Fenster::N,finestra,παράθυρο
409,Tür::N,porta,πόρτα
410,Tor::N,portal,πύλη
411,Zaun::N,tanca,φράχτης
412,Dach::N,teulada,στέγη
413,Leiter::N,escala,σκάλα
414,Leiter::N,escala,κλίμακα
415,Leiter::N,escala de mà,σκάλα
416,Leiter::N,escala de mà,κλίμακα
417,Besen::N,escombra,σκούπα
418,Spaten::N,pala,φτυάρι
419,Schaufel::N,pala,φτυάρι
420,Gabel::N,forquilla,πιρούνι
421,Löffel::N,cullera,κουτάλι
422,Messer::N,coltell,μαχαίρι
423,Nagel::N,clau,καρφί
424,Netz::N,filat,δίχτυ
425,Haken::N,ganxo,γάντζος
426,Haken::N,ganxo,αγκίστρι
427,Griff::N,puny,λαβή
428,Griff::N,mànec,λαβή
429,Schloss::N,pany,κλειδαριά
430,Bild::N,imatge,εικόνα
431,Figur::N,figura,ανάστημα
432,Puppe::N,nina,κούκλα
433,Beutel::N,bossa,πουγγί
434,Bündel::N,feix,δεμάτι
435,Bündel::N,paquet,δεμάτι
436,Tasche::N,bossa,τσάντα
437,Eimer::N,galleda,κουβάς
438,Deckel::N,tapa,καπάκι
439,Deckel::N,tapadora,καπάκι
440,Geschirr::N,vaixella,σκεύη
441,Sack::N,sac,σάκος
442,Sack::N,saca,σάκος
443,Tasse::N,tassa,φλιτζάνι
444,Topf::N,pot,χύτρα
445,Topf::N,olla,χύτρα
446,Kessel::N,caldera,καζάνι
447,Essen::N,àpat,φαγητό
448,Essen::N,menjada,φαγητό
449,Nahrung::N,aliment,τροφή
450,Speise::N,plat,φαγητό
451,Fleisch::N,carn,κρέας
452,Getreide::N,cereals,σιτάρι
453,Brei::N,puré,χυλός
454,Brot::N,pa,ψωμί
455,Brot::N,pa,άρτος
456,Scheibe::N,tall,φέτα
457,Scheibe::N,llesca,φέτα
458,Fett::N,greix,πάχος
459,Butter::N,mantega,βούτυρο
460,Öl::N,oli,λάδι
461,Salz::N,sal,αλάτι
462,Suppe::N,sopa,σούπα
463,Honig::N,mel,μέλι
464,Milch::N,llet,γάλα
465,Tee::N,te,τσάι
466,Leder::N,cuir,πετσί
467,Wolle::N,llana,μαλλί
468,Stoff::N,tela,ύφασμα
469,Nadel::N,agulla,βελόνα
470,Faden::N,fil,κλωστή
471,Knopf::N,botó,κουμπί
472,Knoten::N,nus,κόμπος
473,Farbe::N,pintura,μπογιά
474,Kleidung::N,roba,ρούχα
475,Kleidung::N,roba,ενδυμασία
476,Kleidung::N,vestits,ρούχα
477,Kleidung::N,vestits,ενδυμασία
478,Hemd::N,camisa,πουκάμισο
479,Kragen::N,coll,κολάρο
480,Ärmel::N,màniga,μανίκι
481,Hose::N,pantalōns,πανταλόνι
482,Gürtel::N,cinturó,ζώνη
483,Mütze::N,gorra,σκούφος
484,Schuh::N,sabata,παπούτσι
485,Stiefel::N,bota,μπότα
486,Ring::N,anell,δαχτυλίδι
487,Band::N,veta,κορδέλα
488,Band::N,cinta,κορδέλα
489,Kamm::N,pinta,χτένα
490,Spiegel::N,mirāll,καθρέφτης
491,Riemen::N,corretja,λουρί
492,Schnur::N,corda,κορδόνι
493,Leine::N,corretja,σχοινί
494,Decke::N,manta,κουβέρτα
495,Decke::N,flassada,κουβέρτα
496,Kissen::N,coixí,μαξιλάρι
497,Tuch::N,mocador,πανί
498,Tuch::N,mocador,μαντήλι
499,Handtuch::N,tovallola,πετσέτα
500,Kraft::N,força,δύναμη
501,Stärke::N,vigor,ισχύς
502,Stärke::N,vigor,δύναμη
503,Gesundheit::N,salut,υγεία
504,Krankheit::N,malaltia,αρρώστια
505,Schmerz::N,dolor,πόνος
506,Wunde::N,ferida,πληγή
507,Fieber::N,febre,πυρετός
508,Arznei::N,medicament,φάρμακο
509,Brücke::N,pont,γέφυρα
510,Brunnen::N,pou,πηγάδι
511,Weide::N,pastura,βοσκή
512,Pfad::N,senda,μονοπάτι
513,Pfad::N,sender,μονοπάτι
514,Weg::N,camí,δρόμος
515,Straße::N,carretera,οδός
516,Straße::N,carretera,δρόμος
517,Dorf::N,poble,χωριό
518,Stadt::N,ciutāt,πόλη
519,Brief::N,carta,γράμμα
520,Brief::N,carta,επιστολή
521,Buch::N,llibre,βιβλίο
522,Buchstabe::N,lletra,γράμμα
523,Zeitung::N,diāri,εφημερίδα
524,Leben::N,vida,ζωή
525,Leben::N,vida,βίος
526,Tod::N,mort,θάνατος
527,Grab::N,tomba,τάφος
528,Kirche::N,església,εκκλησία
529,Sünde::N,pecat,αμαρτία
530,Gott::N,déu,θεός
531,Arbeiter::N,obrer,εργάτης
532,Chef::N,cap,προϊστάμενος
533,Meister::N,mestre,μάστορας
534,Meister::N,mestre,αρχιτεχνίτης
535,Arzt::N,metge,γιατρός
536,Lehrer::N,mestre,δάσκαλος
537,Geld::N,dinērs,λεφτά
538,Geld::N,dinērs,χρήματα
539,Geschäft::N,negoci,συναλλαγή
540,Laden::N,tenda,μαγαζί
541,Laden::N,tenda,κατάστημα
542,Laden::N,botiga,μαγαζί
543,Laden::N,botiga,κατάστημα
544,Preis::N,preu,τιμή
545,Ware::N,mercaderia,εμπόρευμα
546,Nutzen::N,profit,όφελος
547,Reichtum::N,riquesa,πλούτος
548,Welt::N,món,κόσμος
549,Land::N,país,χώρα
550,Staat::N,estat,κράτος
551,Staat::N,estat,πολιτεία
552,König::N,rei,βασιλιάς
553,Macht::N,poder,εξουσία
554,Macht::N,potència,εξουσία
555,Grenze::N,frontera,σύνορα
556,Krieg::N,guerra,πόλεμος
557,Feind::N,enemic,εχθρός
558,Gewalt::N,violència,βία
559,Kampf::N,lluita,αγώνας
560,Bogen[Waffe]::N,arc,τόξο
561,Pfeil::N,fletxa,σαΐτα
562,Gewehr::N,fusell,τουφέκι
563,Gewehr::N,escopeta,τουφέκι
564,Fehler::N,falta,λάθος
565,Fehler::N,falta,σφάλμα
566,Lüge::N,mentida,ψέμα
567,Lüge::N,mentida,ψεύδος
568,Schaden::N,dany,ζημία
569,Unglück::N,desgràcia,δυστυχία
570,Schuld::N,culpa,ενοχή
571,Schuld::N,culpa,φταίξιμο
572,Alter::N,edat,ηλικία
573,Schluss::N,fi,τέλος
574,Schluss::N,final,τέλος
575,Zeit::N,temps,χρόνος
576,Tag::N,dia,μέρα
577,Tag::N,dia,ημέρα
578,Morgen::N,matí,πρωί
579,Mittag::N,migdia,μεσημέρι
580,Abend::N,vespre,βράδυ
581,Nacht::N,nit,νύχτα
582,Woche::N,setmana,εβδομάδα
583,Monat::N,mes,μήνας
584,Jahr::N,any,έτος
585,Jahr::N,any,χρόνος
586,Frühling::N,primavera,άνοιξη
587,Sommer::N,estīu,καλοκαίρι
588,Herbst::N,tardor,φθινόπωρο
589,Winter::N,hivērn,χειμώνας
590,Januar::N,gener,Ιανουάριος
591,Februar::N,febrer,Φεβρουάριος
592,März::N,març,Μάρτιος
593,April::N,abril,Απρίλιος
594,Mai::N,maig,Μάιος
595,Juni::N,juny,Ιούνιος
596,Juli::N,juliol,Ιούλιος
597,August::N,agost,Αύγουστος
598,September::N,setembre,Σεπτέμβριος
599,Oktober::N,octubre,Οκτώβριος
600,November::N,novembre,Νοέμβριος
601,Dezember::N,desembre,Δεκέμβριος
602,Montag::N,dilluns,Δευτέρα
603,Dienstag::N,dimarts,Τρίτη
604,Mittwoch::N,dimecres,Τετάρτη
605,Donnerstag::N,dijous,Πέμπτη
606,Freitag::N,divendres,Παρασκευή
607,Samstag::N,dissabte,Σάββατο
608,Sonntag::N,diumenge,Κυριακή
609,groß::A,gros,μεγάλος
610,klein::A,petīt,μικρός
611,lang::A,llarg,μακρύς
612,kurz::A,curt,κοντός
613,breit::A,ample,φαρδύς
614,schmal::A,estret,στενός
615,dicht::A,dens,πυκνός
616,dick[Gegenstand]::A,gruixūt,παχύς
617,dick[Gegenstand]::A,gruixūt,χοντρός
618,dünn::A,prim,ψιλός
619,dünn::A,prim,λεπτός
620,fein::A,fi,ψιλός
621,fest::A,ferm,στερεός
622,fest::A,sòlid,στερεός
623,flach::A,pla,επίπεδος
624,glatt::A,llis,λείος
625,glatt::A,llis,ομαλός
626,hart::A,dur,σκληρός
627,weich::A,tou,μαλακός
628,rund::A,rodó,στρογγυλός
629,spitz::A,punxegut,μυτερός
630,scharf::A,agut,κοφτερός
631,stumpf::A,rom,αμβλύς
632,stumpf::A,esmussat,αμβλύς
633,schwer::A,pesāt,βαρύς
634,schön::A,bonīc,ωραίος
635,schön::A,bonīc,όμορφος
636,heiß::A,calēnt,ζεστός
637,warm::A,càlid,θερμός
638,kalt::A,fred,κρύος
639,kalt::A,fred,ψυχρός
640,kühl::A,fresc,δροσερός
641,frisch::A,fresc,νωπός
642,frisch::A,fresc,φρέσκος
643,feucht::A,humit,υγρός
644,nass::A,mullat,βρεγμένος
645,trocken::A,sec,ξηρός
646,trocken::A,sec,στεγνός
647,voll::A,ple,γεμάτος
648,leer::A,buit,άδειος
649,offen::A,obert,ανοιχτός
650,geschlossen::A,tancat,κλειστός
651,sauber::A,net,καθαρός
652,schmutzig::A,brut,βρώμικος
653,schmutzig::A,brut,λερωμένος
654,roh::A,cru,ωμός
655,reif::A,madur,ώριμος
656,lecker::A,deliciós,νόστιμος
657,süß::A,dolç,γλυκός
658,bitter::A,amarg,πικρός
659,sauer::A,agre,ξινός
660,hell::A,clar,φωτεινός
661,dunkel::A,fosc,σκοτεινός
662,schwarz::A,negre,μαύρος
663,schwarz::A,negre,μελανός
664,weiß::A,blanc,άσπρος
665,rot::A,vermēll,κόκκινος
666,gelb::A,groc,κίτρινος
667,blau::A,blau,μπλε
668,blau::A,blau,γαλανός
669,grün::A,verd,πράσινος
670,grau::A,gris,γκρίζος
671,bunt::A,multicolor,ποικιλόχρωπος
672,billig::A,barat,φτηνός
673,teuer::A,car,ακριβός
674,wertvoll::A,preciós,πολύτιμος
675,blind::A,cec,τυφλός
676,taub::A,sord,κουφός
677,kräftig::A,fort,δυνατός
678,kräftig::A,vigorós,δυνατός
679,stark::A,fort,γερός
680,schwach::A,feble,αδύνατος
681,fett::A,gras,παχύς
682,schlank::A,esvelt,λεπτός
683,schlank::A,esvelt,λυγερός
684,hübsch::A,maco,όμορφος
685,hübsch::A,maco,χαριτωμένος
686,böse::A,dolent,κακός
687,dumm::A,ximple,κουτός
688,dumm::A,ximple,ανόητος
689,dumm::A,estúpid,κουτός
690,dumm::A,estúpid,ανόητος
691,faul::A,gandūl,τεμπέλης
692,faul::A,mandrós,τεμπέλης
693,fleißig::A,diligēnt,εργατικός
694,geizig::A,avar,τσιγγούνης
695,klug::A,intel·ligent,έξυπνος
696,geschickt::A,hàbil,επιδέξιος
697,lieb::A,amat,φίλος
698,lieb::A,amat,αγαπητός
699,lieb::A,estimat,φίλος
700,lieb::A,estimat,αγαπητός
701,lustig::A,alegre,εύθυμος
702,lustig::A,alegre,χαρούμενος
703,sanft::A,suau,ήπιος
704,hungrig::A,afamat,πεινασμένος
705,krank::A,malālt,άρρωστος
706,nackt::A,nu,γυμνός
707,traurig::A,trist,λυπημένος
708,lebendig::A,viu,ζωντανός
709,gut::A,bo,καλός
710,schlecht::A,dolēnt,κακός
711,richtig::A,just,σωστός
712,richtig::A,correcte,σωστός
713,schlimm::A,greu,άσχημος
714,wahr::A,vertader,αληθής
715,wahr::A,vertader,αληθινός
716,wahr::A,veritable,αληθής
717,wahr::A,veritable,αληθινός
718,alt::A,vell,παλιός
719,neu::A,nou,νέος
720,neu::A,nou,καινούργιος
721,ehemalig::A,antic,παλιός
722,alt[Lebewesen]::A,vell,γέρος
723,jung::A,jove,νέος
724,arm::A,pobre,φτωχός
725,reich::A,ric,πλούσιος
726,bekannt::A,conegut,γνωστός
727,berühmt::A,famós,περίφημος
728,berühmt::A,famós,ξακουσμένος
729,fremd::A,estrany,ξένος
730,verschieden::A,diferent,διαφορετικός
731,nah::A,pròxim,κοντινός
732,fern::A,llunyà,μακριά
733,fern::A,distant,μακριά
734,linker::A,esquerre,αριστερός
735,rechter::A,dret,δεξιός
736,anderer::A,altre,άλλος
737,erster::A,primer,πρώτος
738,zweiter::A,segon,δεύτερος
739,dritter::A,tercer,τρίτος
740,letzter::A,últim,τελευταίος
741,allein::ADV,sol,μόνος
742,auf einmal::ADV,d'una vegada,εφάπαξ
743,zusammen::ADV,junt,μαζί
744,lange::ADV,molt de temps,πολύν καιρό
745,plötzlich::ADV,de cop,έξαφνα
746,plötzlich::ADV,de sobte,έξαφνα
747,sofort::ADV,de seguida,αμέσως
748,später::ADV,més tard,αργότερα
749,jetzt::ADV,ara,τώρα
750,heute::ADV,avūi,σήμερα
751,morgen::ADV,demà,αύριο
752,bald::ADV,aviāt,σε λίγο
753,bald::ADV,aviāt,εντός ολίγου
754,dann::ADV,després,ύστερα
755,gestern::ADV,ahir,χτες
756,einst::ADV,anteriorment,ποτέ
757,einst::ADV,anteriorment,άλλοτε
758,damals::ADV,llavōrs,τότε
